Orthogroup	Odontarrhena_muralis	Brassica_oleracea
OG0016729	Om005G213740	XP_013591391.1
OG0016730	Om005G214420	XP_013630027.1
OG0016731	Om005G214960	XP_013618397.1
OG0016733	Om005G215270	XP_013627035.1
OG0016734	Om005G215440	XP_013587964.1
OG0016735	Om005G215580	XP_013588271.1
OG0016736	Om005G215750	XP_013627894.1
OG0016737	Om005G218140, Om011G365300	XP_013612837.1
OG0016738	Om005G215830	XP_013625156.1
OG0016739	Om005G228930	XP_013609975.1
OG0016740	Om005G228880	XP_013606884.1
OG0016741	Om005G228510	XP_013612137.1
OG0016742	Om005G225330	XP_013606423.1
OG0016743	Om005G225140	XP_013607077.1
OG0016744	Om005G224610	XP_013633928.1
OG0016745	Om005G224500	XP_013632107.1
OG0016746	Om005G224530	XP_013612834.1
OG0016747	Om002G056260	XP_013627325.1
OG0016748	Om001G017030	XP_013602184.1
OG0016749	Om002G065310	XP_013603678.1
OG0016752	Om008G329250	XP_013628905.1
OG0016753	Om002G051630	XP_013587187.1
OG0016754	Om002G052150	XP_013627182.1
OG0016755	Om002G052260	XP_013618190.1
OG0016756	Om002G052440	XP_013638880.1
OG0016758	Om004G174450	XP_013618381.1
OG0016759	Om002G052860	XP_013583546.1
OG0016760	Om002G053230	XP_013628587.1
OG0016761	Om002G053710	XP_013583785.1
OG0016762	Om002G054290	XP_013626951.1
OG0016763	Om004G166190	XP_013636017.1
OG0016764	Om002G054890	XP_013638200.1
OG0016765	Om002G079390	XP_013597524.1
OG0016766	Om006G233640	XP_013609759.1
OG0016767	Om003G107120	XP_013630527.1
OG0016769	Om003G101060	XP_013626273.1
OG0016770	Om003G111390	XP_013628440.1
OG0016772	Om003G111480	XP_013630418.1
OG0016774	Om003G112920	XP_013612056.1
OG0016775	Om003G112940	XP_013614335.1
OG0016776	Om003G113000	XP_013612568.1
OG0016778	Om003G113280	XP_013613235.1
OG0016779	Om003G113370	XP_013612792.1
OG0016780	Om006G252220	XP_013616596.1
OG0016781	Om001G030170	XP_013621057.1
OG0016782	Om004G152650, Om003G114350	XP_013620749.1
OG0016783	Om003G115060	XP_013606857.1
OG0016784	Om003G117050	XP_013612321.1
OG0016785	Om003G117990	XP_013612948.1
OG0016786	Om003G118630	XP_013626166.1
OG0016787	Om006G250400	XP_013607356.1
OG0016788	Om006G250100	XP_013622762.1
OG0016789	Om006G249720	XP_013622817.1
OG0016790	Om006G249350	XP_013625219.1
OG0016791	Om006G249260	XP_013625209.1
OG0016792	Om006G248340	XP_013611387.1
OG0016793	Om004G162320	XP_013611565.1
OG0016794	Om004G163520	XP_013621171.1
OG0016795	Om004G163760	XP_013608786.1
OG0016796	Om004G164030	XP_013606489.1
OG0016797	Om004G164270	XP_013609146.1
OG0016798	Om004G164560	XP_013609958.1
OG0016799	Om004G164660	XP_013616029.1
OG0016800	Om004G164740	XP_013620148.1
OG0016801	Om004G165010	XP_013630799.1
OG0016802	Om004G165420	XP_013620359.1
OG0016803	Om004G165670	XP_013606133.1
OG0016804	Om004G165680	XP_013620994.1
OG0016805	Om004G165990	XP_013611190.1
OG0016806	Om004G166170	XP_013607291.1
OG0016807	Om004G166830	XP_013611843.1
OG0016809	Om004G167050	XP_013616345.1
OG0016810	Om004G167090	XP_013608494.1
OG0016811	Om004G167100	XP_013613032.1
OG0016813	Om004G167990	XP_013626503.1
OG0016814	Om004G168050	XP_013611322.1
OG0016815	Om004G168090	XP_013606999.1
OG0016816	Om004G168940	XP_013612257.1
OG0016817	Om001G001500	XP_013596874.1
OG0016818	Om001G001770	XP_013595067.1
OG0016819	Om001G001980	XP_013594741.1
OG0016820	Om001G002650	XP_013591725.1
OG0016821	Om001G003250	XP_013597229.1
OG0016822	Om001G003730	XP_013607680.1
OG0016823	Om001G004080	XP_013603123.1
OG0016824	Om001G004590, Om001G004580	XP_013597454.1
OG0016825	Om001G005560	XP_013618913.1
OG0016826	Om001G005580	XP_013596232.1
OG0016827	Om001G005910	XP_013599155.1
OG0016828	Om001G006060	XP_013600894.1
OG0016829	Om001G006660	XP_013601786.1
OG0016830	Om001G006960	XP_013588421.1
OG0016831	Om001G007400	XP_013585285.1
OG0016832	Om001G007800	XP_013593719.1
OG0016833	Om001G008110	XP_013607532.1
OG0016834	Om001G008940	XP_013602699.1
OG0016835	Om001G012350	XP_013589946.1
OG0016836	Om001G012930	XP_013588168.1
OG0016837	Om001G013090	XP_013591961.1
OG0016838	Om001G013490	XP_013589811.1
OG0016839	Om001G013530	XP_013599823.1
OG0016840	Om001G014280	XP_013584021.1
OG0016841	Om003G092720	XP_013610845.1
OG0016842	Om001G015030	XP_013590595.1
OG0016843	Om001G016590	XP_013605805.1
OG0016844	Om001G016700	XP_013599877.1
OG0016845	Om006G248320	XP_013620066.1
OG0016846	Om007G287130	XP_013600817.1
OG0016847	Om007G287230	XP_013592427.1
OG0016848	Om007G287280	XP_013637972.1
OG0016849	Om007G287300	XP_013602505.1
OG0016850	Om007G287370	XP_013585616.1
OG0016851	Om007G287380	XP_013623171.1
OG0016852	Om007G287550	XP_013599693.1
OG0016853	Om007G288180	XP_013585732.1
OG0016854	Om007G287920	XP_013622247.1
OG0016855	Om007G288670	XP_013587249.1
OG0016856	Om007G288680	XP_013637920.1
OG0016858	Om007G289160	XP_013596965.1
OG0016859	Om007G289930	XP_013597294.1
OG0016860	Om007G290130	XP_013626477.1
OG0016861	Om001G023110	XP_013602379.1
OG0016863	Om007G290220	XP_013628072.1
OG0016864	Om007G290260	XP_013585809.1
OG0016865	Om007G290810	XP_013619753.1, XP_013627420.1
OG0016866	Om007G291120	XP_013637839.1
OG0016867	Om007G291260	XP_013637908.1
OG0016868	Om007G291390	XP_013587240.1
OG0016869	Om001G034820	XP_013598726.1
OG0016871	Om001G035400	XP_013606676.1
OG0016872	Om001G035970	XP_013599276.1
OG0016873	Om001G036740	XP_013592490.1
OG0016874	Om001G037050	XP_013617779.1
OG0016875	Om001G037450	XP_013597916.1
OG0016877	Om001G039110	XP_013589609.1
OG0016878	Om001G039520	XP_013636856.1
OG0016879	Om001G039800	XP_013622093.1
OG0016880	Om001G039900	XP_013590106.1
OG0016881	Om001G040070	XP_013616766.1
OG0016882	Om001G040200	XP_013602451.1
OG0016883	Om001G040760	XP_013629112.1
OG0016884	Om001G040960	XP_013620941.1
OG0016885	Om001G041240	XP_013599165.1
OG0016886	Om001G041350	XP_013593397.1
OG0016887	Om001G041580	XP_013597981.1
OG0016888	Om001G041610	XP_013598229.1
OG0016889	Om001G041770	XP_013629550.1
OG0016890	Om001G041860	XP_013586022.1
OG0016891	Om001G041890	XP_013595213.1
OG0016892	Om002G085090	XP_013600944.1
OG0016893	Om008G341500	XP_013599614.1
OG0016895	Om007G314180	XP_013633795.1
OG0016896	Om007G314160	XP_013634955.1
OG0016897	Om004G132060	XP_013636757.1
OG0016899	Om007G315480	XP_013637076.1
OG0016900	Om007G316120	XP_013589257.1
OG0016901	Om007G316190	XP_013634119.1
OG0016903	Om005G188670	XP_013602663.1
OG0016904	Om002G042510	XP_013584776.1
OG0016906	Om007G292540	XP_013587421.1
OG0016907	Om008G347920	XP_013623697.1
OG0016908	Om008G345310	XP_013612464.1
OG0016909	Om006G266110	XP_013626745.1
OG0016911	Om008G340780	XP_013635996.1
OG0016912	Om008G340940	XP_013629791.1
OG0016913	Om008G341140	XP_013606325.1
OG0016914	Om008G341270	XP_013619996.1, XP_013597324.1
OG0016915	Om008G341960	XP_013606655.1
OG0016916	Om008G342920	XP_013618280.1
OG0016919	Om008G346440	XP_013622344.1
OG0016920	Om008G350550	XP_013608742.1
OG0016921	Om008G351540	XP_013621554.1
OG0016922	Om008G353170	XP_013621322.1
OG0016923	Om008G353610	XP_013607100.1
OG0016925	Om008G354680	XP_013610818.1
OG0016926	Om008G355170	XP_013610521.1
OG0016927	Om008G355460	XP_013613183.1
OG0016928	Om005G186320	XP_013587259.1
OG0016929	Om008G356210	XP_013594044.1
OG0016930	Om008G358590	XP_013610493.1
OG0016931	Om002G059260	XP_013616932.1
OG0016932	Om003G106020	XP_013605788.1
OG0016933	Om004G175230	XP_013606108.1
OG0016934	Om008G362770	XP_013620407.1
OG0016935	Om008G362230	XP_013593844.1
OG0016936	Om005G212740	XP_013597794.1
OG0016937	Om003G106160	XP_013637115.1
OG0016938	Om003G100280	XP_013595773.1, XP_013615956.1
OG0016939	Om005G190830	XP_013603705.1
OG0016940	Om003G106060	XP_013602163.1
OG0016941	Om002G075920	XP_013597606.1
OG0016942	Om002G075960	XP_013593451.1
OG0016943	Om003G106110	XP_013631496.1
OG0016944	Om002G077330	XP_013610377.1
OG0016945	Om003G106760	XP_013636176.1
OG0016946	Om003G105900	XP_013605321.1
OG0016947	Om003G104740	XP_013599798.1
OG0016948	Om003G104410	XP_013637329.1
OG0016949	Om003G103960	XP_013636274.1
OG0016950	Om003G103780	XP_013637455.1
OG0016951	Om003G103470	XP_013589886.1
OG0016952	Om003G103350	XP_013622071.1
OG0016953	Om003G102270	XP_013588342.1
OG0016954	Om003G102240	XP_013601911.1
OG0016955	Om003G102220	XP_013601917.1
OG0016956	Om003G102150	XP_013585222.1
OG0016957	Om003G101920	XP_013589491.1
OG0016958	Om003G101520	XP_013639512.1
OG0016959	Om007G316220	XP_013633667.1
OG0016960	Om007G316250	XP_013635211.1
OG0016961	Om006G229080	XP_013611838.1
OG0016962	Om007G317010	XP_013631382.1
OG0016963	Om007G317320	XP_013631564.1
OG0016965	Om007G318300	XP_013631703.1
OG0016966	Om007G318260	XP_013631329.1
OG0016967	Om007G318230	XP_013591204.1
OG0016968	Om001G023340	XP_013592013.1
OG0016969	Om007G318380	XP_013592015.1
OG0016970	Om006G242150	XP_013610259.1
OG0016971	Om008G318650	XP_013635855.1
OG0016972	Om008G318690	XP_013634599.1
OG0016973	Om006G239980	XP_013606687.1
OG0016974	Om008G319280	XP_013635640.1
OG0016975	Om008G319480	XP_013636032.1
OG0016976	Om008G320190	XP_013636836.1
OG0016977	Om008G320260	XP_013626691.1
OG0016978	Om008G320650	XP_013633547.1
OG0016979	Om008G321120	XP_013614733.1
OG0016980	Om008G322120	XP_013632347.1
OG0016981	Om008G322730	XP_013635602.1
OG0016982	Om008G323040, Om008G323050	XP_013635468.1
OG0016983	Om008G323990	XP_013637005.1
OG0016984	Om008G324120	XP_013636473.1
OG0016985	Om008G324300	XP_013626892.1
OG0016986	Om003G123690	XP_013605193.1
OG0016987	Om008G325350	XP_013622189.1
OG0016988	Om008G325560	XP_013625974.1
OG0016989	Om008G326080	XP_013631134.1
OG0016990	Om008G327660	XP_013636415.1
OG0016991	Om008G327850	XP_013633778.1
OG0016992	Om008G327980	XP_013631186.1
OG0016993	Om004G177050	XP_013607298.1
OG0016994	Om004G177040	XP_013621808.1
OG0016995	Om004G176960	XP_013628348.1
OG0016996	Om004G176780	XP_013614155.1
OG0016997	Om004G176740	XP_013614145.1
OG0016998	Om004G176710	XP_013620489.1
OG0016999	Om004G176680	XP_013616649.1
OG0017000	Om004G176410	XP_013618654.1
OG0017001	Om004G176380	XP_013606800.1
OG0017002	Om004G176080	XP_013625561.1
OG0017003	Om004G175870	XP_013620131.1
OG0017004	Om004G175910	XP_013606359.1
OG0017005	Om004G175730	XP_013607303.1
OG0017006	Om004G175240	XP_013616031.1
OG0017007	Om004G174330	XP_013610070.1
OG0017008	Om004G173390	XP_013606479.1
OG0017009	Om006G241170	XP_013609985.1
OG0017010	Om006G241930	XP_013611818.1
OG0017011	Om006G242070	XP_013628837.1
OG0017012	Om006G242010	XP_013611799.1
OG0017013	Om006G242760	XP_013622805.1
OG0017014	Om006G242920	XP_013613883.1
OG0017015	Om006G243740	XP_013630302.1
OG0017016	Om006G244130	XP_013611737.1
OG0017017	Om006G244270	XP_013616485.1
OG0017018	Om006G245550	XP_013613150.1
OG0017019	Om006G246030	XP_013619721.1
OG0017020	Om006G234630	XP_013612553.1
OG0017021	Om006G234010	XP_013606051.1
OG0017022	Om006G233850	XP_013621739.1
OG0017023	Om006G233540	XP_013629769.1
OG0017024	Om006G233440	XP_013611315.1
OG0017025	Om006G232550	XP_013630828.1
OG0017026	Om006G232370	XP_013629471.1
OG0017027	Om006G232290	XP_013628780.1
OG0017028	Om006G232130	XP_013613629.1
OG0017029	Om006G232120	XP_013613887.1
OG0017030	Om006G231680	XP_013628401.1
OG0017031	Om006G231600	XP_013623178.1
OG0017032	Om006G231430	XP_013612312.1
OG0017033	Om006G231270	XP_013630131.1
OG0017034	Om006G231180	XP_013629195.1
OG0017035	Om006G231020	XP_013629144.1
OG0017036	Om006G230980	XP_013628055.1
OG0017037	Om006G230480	XP_013593568.1
OG0017038	Om006G230250	XP_013611663.1
OG0017039	Om006G229920	XP_013595835.1
OG0017040	Om006G229730	XP_013612762.1
OG0017041	Om006G229390	XP_013607113.1
OG0017042	Om006G229130	XP_013627235.1
OG0017043	Om006G229060	XP_013612865.1
OG0017044	Om004G157030	XP_013611179.1
OG0017045	Om004G157470	XP_013611831.1
OG0017046	Om004G158210	XP_013610123.1
OG0017047	Om004G158480	XP_013612644.1
OG0017048	Om004G158500	XP_013620866.1
OG0017051	Om007G287360	XP_013638004.1
OG0017053	Om004G160010	XP_013607159.1
OG0017054	Om007G293010	XP_013612387.1
OG0017055	Om007G277700	XP_013596037.1
OG0017056	Om007G277780	XP_013615615.1
OG0017057	Om007G277790	XP_013606589.1
OG0017058	Om007G277930	XP_013598510.1
OG0017059	Om007G278980	XP_013626133.1
OG0017060	Om007G280000	XP_013636043.1
OG0017061	Om007G280040	XP_013623137.1
OG0017062	Om007G280370	XP_013633499.1
OG0017063	Om007G280880	XP_013634872.1
OG0017064	Om007G281170	XP_013622385.1
OG0017065	Om007G281410	XP_013633704.1
OG0017068	Om007G283100	XP_013636496.1
OG0017069	Om007G283320	XP_013634683.1
OG0017070	Om007G283400	XP_013635216.1
OG0017071	Om007G283660	XP_013633794.1
OG0017072	Om007G283940	XP_013634829.1
OG0017073	Om007G283980	XP_013622672.1
OG0017074	Om007G284350	XP_013633601.1
OG0017075	Om007G285070	XP_013630454.1
OG0017076	Om007G285250	XP_013633575.1
OG0017077	Om007G285490	XP_013631690.1
OG0017078	Om007G285520	XP_013622998.1
OG0017079	Om007G285530	XP_013623716.1
OG0017080	Om004G149450	XP_013630389.1
OG0017081	Om007G297680	XP_013626014.1
OG0017082	Om001G039460	XP_013633703.1
OG0017085	Om004G132250	XP_013600052.1
OG0017086	Om005G228250	XP_013630992.1
OG0017087	Om004G150840	XP_013635910.1
OG0017088	Om001G020670	XP_013619313.1
OG0017089	Om002G072620	XP_013639447.1
OG0017091	Om001G020200	XP_013598752.1
OG0017092	Om001G020190	XP_013586510.1
OG0017093	Om001G020070	XP_013610466.1
OG0017094	Om002G042480	XP_013584113.1
OG0017095	Om002G042500	XP_013622773.1
OG0017096	Om002G042390	XP_013629311.1
OG0017097	Om002G042320	XP_013628678.1
OG0017098	Om002G042110	XP_013625515.1
OG0017099	Om002G042010	XP_013614025.1
OG0017100	Om001G017790	XP_013593586.1
OG0017103	Om001G019080	XP_013637983.1
OG0017104	Om001G018730	XP_013619933.1
OG0017105	Om002G043410	XP_013584755.1
OG0017106	Om002G043500	XP_013587491.1
OG0017107	Om006G263580, Om002G044140	XP_013587169.1
OG0017108	Om002G044260	XP_013584980.1
OG0017109	Om002G044290	XP_013632575.1
OG0017110	Om002G044640	XP_013585483.1
OG0017111	Om002G044760	XP_013583618.1
OG0017112	Om002G044980	XP_013637838.1
OG0017113	Om002G045170	XP_013630157.1
OG0017114	Om002G045710	XP_013584450.1
OG0017115	Om002G046410	XP_013635254.1
OG0017116	Om002G046580	XP_013587383.1
OG0017117	Om002G046660	XP_013626556.1
OG0017118	Om002G047300	XP_013638796.1
OG0017119	Om002G047590	XP_013583995.1
OG0017120	Om002G048150	XP_013587286.1
OG0017121	Om002G048160	XP_013583945.1
OG0017122	Om002G048300	XP_013588350.1
OG0017123	Om002G048400	XP_013583695.1
OG0017124	Om002G048420	XP_013587740.1
OG0017125	Om002G049080	XP_013630539.1
OG0017126	Om002G049130	XP_013586594.1
OG0017127	Om002G049200	XP_013587675.1
OG0017128	Om002G049530	XP_013630714.1
OG0017129	Om002G049660	XP_013626349.1
OG0017131	Om002G050120	XP_013618214.1
OG0017132	Om002G050330	XP_013638264.1
OG0017133	Om002G050470	XP_013585317.1
OG0017134	Om002G050810	XP_013638031.1
OG0017135	Om002G050840	XP_013618515.1
OG0017136	Om002G051290	XP_013616924.1
OG0017137	Om008G330100	XP_013633793.1
OG0017138	Om008G331250	XP_013631668.1
OG0017139	Om008G331710	XP_013623476.1
OG0017140	Om008G331740	XP_013631205.1
OG0017141	Om008G331820	XP_013635300.1
OG0017142	Om008G332370	XP_013623240.1
OG0017144	Om008G332850	XP_013625788.1
OG0017146	Om008G337610	XP_013631784.1
OG0017147	Om008G336670	XP_013634335.1
OG0017149	Om008G335530	XP_013636870.1
OG0017150	Om008G335140	XP_013634371.1
OG0017151	Om008G335080	XP_013635125.1
OG0017152	Om008G333760	XP_013636037.1
OG0017153	Om005G196030	XP_013583789.1
OG0017154	Om005G196250	XP_013586280.1
OG0017155	Om005G196860	XP_013585956.1
OG0017157	Om005G197540	XP_013604753.1
OG0017158	Om005G198180	XP_013585329.1
OG0017159	Om005G198240	XP_013605720.1
OG0017160	Om005G198350	XP_013587300.1
OG0017161	Om005G198980	XP_013586696.1
OG0017162	Om005G199960	XP_013599781.1
OG0017163	Om005G199640	XP_013600068.1
OG0017164	Om005G200150	XP_013586516.1
OG0017165	Om005G200270	XP_013638932.1
OG0017166	Om005G200320	XP_013638620.1
OG0017167	Om005G200490	XP_013605921.1
OG0017168	Om005G200980	XP_013602332.1
OG0017169	Om005G201460	XP_013585943.1
OG0017170	Om005G201540	XP_013600026.1
OG0017171	Om003G096570	XP_013588261.1
OG0017172	Om005G203090	XP_013584976.1
OG0017173	Om005G203770	XP_013584726.1
OG0017174	Om005G203980	XP_013585497.1
OG0017175	Om005G204070	XP_013586252.1
OG0017176	Om005G204120	XP_013638460.1
OG0017177	Om005G204210	XP_013638494.1
OG0017178	Om005G204790	XP_013598417.1
OG0017179	Om005G205070	XP_013586112.1
OG0017180	Om005G205140	XP_013602684.1
OG0017181	Om005G205240	XP_013592976.1
OG0017182	Om005G205160	XP_013586707.1
OG0017183	Om005G205380	XP_013585635.1
OG0017184	Om005G205640	XP_013615065.1
OG0017185	Om005G205710	XP_013596752.1
OG0017186	Om004G144540	XP_013587015.1
OG0017187	Om004G144600	XP_013585982.1
OG0017189	Om004G145500	XP_013638043.1
OG0017190	Om004G146700	XP_013599081.1
OG0017191	Om004G147270	XP_013638447.1
OG0017192	Om002G048440	XP_013596877.1
OG0017195	Om001G008950	XP_013593328.1
OG0017196	Om004G151270	XP_013603666.1
OG0017197	Om005G211840, Om008G328680, Om008G328690	XP_013632157.1
OG0017198	Om007G286220	XP_013599657.1
OG0017199	Om007G286600	XP_013596760.1
OG0017200	Om001G021440	XP_013601590.1
OG0017202	Om004G154510	XP_013632102.1
OG0017204	Om006G239180	XP_013632247.1
OG0017206	Om004G152010	XP_013605746.1
OG0017209	Om004G154020	XP_013600142.1
OG0017210	Om004G153540	XP_013604790.1
OG0017211	Om004G153480	XP_013636790.1
OG0017212	Om004G155990	XP_013604618.1
OG0017213	Om004G156030	XP_013603859.1
OG0017214	Om004G156140	XP_013604883.1
OG0017215	Om004G156320	XP_013634874.1
OG0017216	Om004G156370	XP_013604274.1
OG0017217	Om005G195130	XP_013586757.1
OG0017218	Om005G194190	XP_013600605.1
OG0017219	Om005G193470	XP_013584673.1
OG0017220	Om005G193220	XP_013604914.1
OG0017221	Om005G192440	XP_013601068.1
OG0017222	Om005G192400	XP_013599774.1
OG0017223	Om005G192060	XP_013603302.1
OG0017224	Om005G190450	XP_013638353.1
OG0017226	Om005G189610	XP_013604722.1
OG0017227	Om005G189500	XP_013638905.1
OG0017228	Om005G189460	XP_013600271.1
OG0017229	Om005G188830	XP_013604856.1
OG0017230	Om005G188170	XP_013637697.1
OG0017231	Om005G188250	XP_013585782.1
OG0017232	Om005G187520	XP_013604519.1
OG0017233	Om005G187280	XP_013585653.1
OG0017234	Om005G216940	XP_013637865.1
OG0017235	Om005G187200	XP_013587546.1
OG0017237	Om005G187120	XP_013638587.1
OG0017238	Om004G169370	XP_013630203.1
OG0017239	Om005G186560	XP_013585620.1
OG0017240	Om005G184820	XP_013586253.1
OG0017241	Om005G183870	XP_013600320.1
OG0017242	Om005G183700	XP_013605662.1
OG0017244	Om005G182980	XP_013584861.1
OG0017245	Om005G182760	XP_013585858.1
OG0017246	Om005G182220	XP_013586850.1
OG0017247	Om005G182190	XP_013602418.1
OG0017248	Om005G181500	XP_013586132.1
OG0017249	Om005G181760	XP_013585851.1
OG0017250	Om005G181140	XP_013587182.1
OG0017251	Om005G181080	XP_013602203.1
OG0017252	Om005G180550	XP_013603376.1
OG0017253	Om005G180650	XP_013602386.1
OG0017254	Om005G180700	XP_013584968.1
OG0017255	Om005G180770	XP_013605842.1
OG0017256	Om007G292970	XP_013584920.1
OG0017257	Om005G180230	XP_013639085.1
OG0017258	Om005G180080	XP_013604911.1
OG0017259	Om005G179150	XP_013585756.1
OG0017260	Om005G179110	XP_013637999.1
OG0017261	Om005G178130	XP_013639061.1
OG0017262	Om005G177920	XP_013584472.1
OG0017263	Om005G177660	XP_013601037.1
OG0017264	Om005G177590	XP_013585431.1
OG0017265	Om007G301130	XP_013616035.1
OG0017266	Om007G301220	XP_013618294.1
OG0017267	Om007G301240	XP_013625921.1
OG0017268	Om007G301310	XP_013612463.1
OG0017269	Om007G300480	XP_013620400.1
OG0017270	Om007G300470	XP_013620398.1
OG0017271	Om007G300450	XP_013620399.1
OG0017272	Om007G299970	XP_013613096.1
OG0017273	Om007G300120	XP_013618062.1
OG0017274	Om007G298710	XP_013609442.1
OG0017275	Om007G298310	XP_013629347.1
OG0017276	Om007G297860	XP_013616811.1
OG0017277	Om007G296730	XP_013611616.1
OG0017278	Om007G296690	XP_013620286.1
OG0017279	Om007G296520	XP_013613162.1
OG0017280	Om005G211170	XP_013589932.1
OG0017281	Om007G295010	XP_013627310.1
OG0017282	Om007G295110	XP_013608376.1
OG0017283	Om007G295130	XP_013626705.1
OG0017284	Om007G294740	XP_013609099.1
OG0017285	Om007G293580, Om003G097240	XP_013598708.1
OG0017286	Om007G293390	XP_013599060.1
OG0017287	Om007G303260	XP_013596652.1
OG0017288	Om007G303490	XP_013616444.1
OG0017289	Om007G303530	XP_013608871.1
OG0017291	Om007G308130	XP_013607190.1
OG0017292	Om009G364010	XP_013593679.1
OG0017293	Om004G161050	XP_013611574.1
