Orthogroup	Odontarrhena_muralis	Capsella_rubella
OG0016278	Om002G069650	XP_006298779.1
OG0016279	Om002G069510	XP_023641610.1
OG0016281	Om002G070300	XP_006298384.1
OG0016282	Om002G070470	XP_006300112.1
OG0016283	Om002G070780	XP_006299103.1
OG0016284	Om002G071770	XP_006297409.1
OG0016285	Om002G071910	XP_006298479.1
OG0016287	Om002G073100	XP_006300091.1
OG0016288	Om002G073290	XP_006299507.1
OG0016289	Om002G073320	XP_006297731.1
OG0016290	Om002G073350	XP_006298381.2
OG0016291	Om002G074110	XP_006296868.1
OG0016292	Om002G074250	XP_023642742.1
OG0016293	Om002G074290	XP_006296723.1
OG0016294	Om001G023100	XP_023640685.1
OG0016295	Om004G167570	XP_006297261.2
OG0016296	Om002G074750	XP_006298195.1
OG0016297	Om002G074970	XP_023642816.1
OG0016298	Om005G201860	XP_006298576.1
OG0016299	Om002G075300	XP_006299254.1
OG0016300	Om002G077080	XP_006297093.2
OG0016301	Om002G076140	XP_006299911.1
OG0016302	Om007G293690	XP_006279403.1
OG0016303	Om003G113860	XP_023637992.1
OG0016304	Om002G079490	XP_006300140.1
OG0016305	Om007G288440	XP_006298227.1
OG0016307	Om008G325430	XP_023642147.1
OG0016308	Om002G078890	XP_006293074.1
OG0016309	Om002G079570	XP_006297649.1
OG0016310	Om002G079710	XP_006297717.1
OG0016312	Om002G079740	XP_006297152.1
OG0016313	Om002G079980	XP_006298449.1
OG0016314	Om002G080020	XP_023641483.1
OG0016315	Om002G080170	XP_006298899.1
OG0016316	Om002G080190	XP_006299976.2
OG0016317	Om002G080350	XP_006297796.1
OG0016318	Om002G080280	XP_006298221.1
OG0016319	Om003G105740	XP_023634062.1
OG0016320	Om002G081110	XP_006299425.1
OG0016321	Om002G081170	XP_006296713.1
OG0016322	Om002G081320	XP_006298447.2
OG0016323	Om002G081510	XP_023642670.1
OG0016324	Om002G081630	XP_006299807.1
OG0016325	Om002G055380	XP_006299618.2
OG0016326	Om002G082560	XP_006296975.1
OG0016327	Om002G082640	XP_006298765.1
OG0016328	Om002G082960	XP_006297931.1
OG0016329	Om002G083040	XP_006298098.2
OG0016330	Om002G083670	XP_006297058.1
OG0016331	Om002G083770	XP_006297980.1
OG0016332	Om002G084330	XP_023641828.1
OG0016333	Om008G322530	XP_006300108.1
OG0016334	Om002G084840	XP_006298389.1
OG0016335	Om002G085020	XP_006297155.1
OG0016336	Om002G085890	XP_023642445.1
OG0016337	Om002G085660	XP_006298841.1
OG0016338	Om002G085600	XP_006298896.1
OG0016339	Om002G085570	XP_006298623.1
OG0016340	Om002G085210	XP_006300063.2
OG0016341	Om002G086350	XP_006297899.1
OG0016342	Om002G086690	XP_006296989.1
OG0016343	Om002G086880	XP_023642770.1
OG0016344	Om002G086950	XP_006298267.1
OG0016345	Om002G087400	XP_006296926.1
OG0016346	Om002G087590	XP_006297289.1
OG0016347	Om002G087610	XP_006299698.1
OG0016348	Om002G087770	XP_006296917.1
OG0016349	Om004G143300, Om002G087880	XP_006297342.1
OG0016350	Om002G087890	XP_006298323.1
OG0016351	Om002G088010	XP_006298612.2
OG0016352	Om002G088600	XP_006299647.1
OG0016353	Om006G254670	XP_006298194.1
OG0016354	Om002G071330	XP_006298774.1
OG0016355	Om003G089780	XP_023632619.1
OG0016356	Om003G089800	XP_006303771.1
OG0016357	Om003G089880	XP_006307317.1
OG0016358	Om003G089950	XP_006305328.1
OG0016359	Om003G090180	XP_006307030.1
OG0016360	Om003G090240	XP_006306239.1
OG0016361	Om003G090620	XP_006304735.1
OG0016362	Om003G090910	XP_006304389.1
OG0016363	Om003G090980	XP_023645206.1
OG0016364	Om002G058310	XP_023642221.1
OG0016365	Om003G091540	XP_006306998.1
OG0016366	Om002G058880	XP_023642801.1
OG0016367	Om003G092140, Om003G092020	XP_006305331.1
OG0016368	Om003G092320	XP_006306086.2
OG0016369	Om003G093190	XP_006307076.1
OG0016370	Om003G093440	XP_006305326.2
OG0016371	Om003G093700	XP_006306180.1
OG0016372	Om003G094020	XP_006306214.1
OG0016373	Om003G094030	XP_006307465.1
OG0016374	Om003G094060	XP_006305856.1
OG0016375	Om003G094260	XP_006306256.1
OG0016376	Om003G094310	XP_023646047.1
OG0016377	Om003G094420	XP_006306295.1
OG0016378	Om003G094660	XP_006306796.1
OG0016379	Om003G094680	XP_006307159.1
OG0016380	Om003G094780	XP_006306206.1
OG0016381	Om003G094820	XP_006306954.2
OG0016382	Om003G094860	XP_006306739.1
OG0016383	Om003G096370	XP_023633069.1
OG0016384	Om003G096180	XP_006303343.2
OG0016385	Om003G096170	XP_006307686.1
OG0016386	Om003G096040	XP_006293787.1
OG0016387	Om003G095960	XP_006307704.1
OG0016388	Om003G095890	XP_023645310.1
OG0016389	Om003G095880	XP_023645309.1
OG0016390	Om003G096770	XP_006304246.1
OG0016391	Om003G096800	XP_006306934.1
OG0016392	Om003G096880	XP_006303250.1
OG0016393	Om003G097410	XP_023645092.1
OG0016394	Om003G097560	XP_006279140.1
OG0016395	Om003G097610	XP_023632986.1
OG0016396	Om003G097660	XP_006306250.1
OG0016397	Om003G097740	XP_006306749.1
OG0016398	Om003G098170	XP_006303848.1
OG0016399	Om003G098190	XP_023645105.1
OG0016400	Om003G098200	XP_006305454.1
OG0016401	Om003G098230	XP_023645296.1
OG0016403	Om003G098440	XP_006304442.1
OG0016404	Om003G099380	XP_006307518.1
OG0016405	Om003G099540	XP_006306266.1
OG0016406	Om003G099600	XP_006305144.2
OG0016407	Om003G099690	XP_023644802.1
OG0016408	Om003G099790	XP_006292834.1
OG0016409	Om003G099830	XP_006306591.1
OG0016410	Om003G099880	XP_006307365.1
OG0016411	Om003G099920	XP_006303163.1
OG0016412	Om003G100050	XP_006304008.1
OG0016413	Om003G100130	XP_006285779.1
OG0016414	Om003G100320	XP_006282550.1
OG0016415	Om003G100480	XP_006283282.1
OG0016416	Om003G100900	XP_006284495.1
OG0016417	Om003G100940	XP_006283848.1
OG0016418	Om003G100950	XP_006283836.2
OG0016420	Om007G291160	XP_006305272.1
OG0016421	Om008G340130	XP_006296381.1
OG0016422	Om006G256650	XP_006292000.1
OG0016423	Om006G256550	XP_023639233.1
OG0016424	Om006G256310	XP_006290738.1
OG0016425	Om006G256230	XP_006291364.1
OG0016426	Om006G255840	XP_023639037.1
OG0016427	Om006G255740	XP_006291061.1
OG0016428	Om006G255730	XP_006293125.1
OG0016429	Om006G255700	XP_006290686.1
OG0016430	Om006G255130	XP_023637832.1
OG0016431	Om002G050270	XP_006297090.1
OG0016432	Om005G199200	XP_006303637.1
OG0016433	Om006G254730	XP_006293052.1
OG0016434	Om006G254040	XP_006291362.1
OG0016435	Om006G254030	XP_006290869.1
OG0016436	Om006G256790	XP_023637972.1
OG0016437	Om006G256700	XP_006291700.1
OG0016438	Om006G256840	XP_023638388.1
OG0016439	Om006G256900	XP_006292185.1
OG0016440	Om006G257020	XP_006290847.1
OG0016441	Om004G143820	XP_006307154.1
OG0016442	Om006G257030	XP_006291778.2
OG0016444	Om006G253220	XP_006290711.1
OG0016445	Om006G253040	XP_006291523.1
OG0016446	Om006G252770	XP_023639309.1
OG0016447	Om006G252740	XP_006290797.1
OG0016448	Om006G252710	XP_023638532.1
OG0016449	Om006G252050	XP_023638448.1
OG0016450	Om006G252020	XP_006290373.1
OG0016451	Om006G251980	XP_006292463.1
OG0016452	Om006G251000	XP_006292431.1
OG0016453	Om006G250820	XP_023637955.1
OG0016454	Om006G250660	XP_006291636.1
OG0016455	Om006G250630	XP_023637968.1
OG0016456	Om003G119270	XP_023638744.1
OG0016457	Om003G119600	XP_023637893.1
OG0016458	Om003G119700	XP_006291592.1
OG0016459	Om003G119860	XP_023638676.1
OG0016460	Om003G120060	XP_006291321.1
OG0016461	Om003G120250	XP_006292243.1
OG0016462	Om003G120720	XP_006293304.1
OG0016463	Om003G120790	XP_023637798.1
OG0016464	Om003G120820	XP_006290615.1
OG0016465	Om003G120980	XP_006291346.1
OG0016466	Om003G121070	XP_006291548.1
OG0016467	Om003G121080	XP_006290696.1
OG0016468	Om003G121330	XP_006290370.1
OG0016469	Om006G253080	XP_006291261.1
OG0016470	Om003G122180	XP_023638255.1
OG0016471	Om003G122190	XP_006291642.2
OG0016472	Om003G122280	XP_023639164.1
OG0016473	Om003G122650	XP_006291323.2
OG0016474	Om003G123640	XP_006291459.2
OG0016475	Om003G123780	XP_023637829.1
OG0016476	Om003G124060	XP_006290351.1
OG0016477	Om002G076770	XP_006296789.1
OG0016478	Om003G124300	XP_006292239.1
OG0016479	Om003G124350	XP_006293043.1
OG0016480	Om003G124700	XP_023637883.1
OG0016481	Om003G124980	XP_006291453.1
OG0016482	Om003G125480	XP_006291254.1
OG0016483	Om003G125920	XP_006290712.1
OG0016484	Om003G126110	XP_023638440.1
OG0016485	Om003G126490	XP_006293252.2
OG0016486	Om003G126680	XP_006291035.1
OG0016487	Om003G126730	XP_006291847.1
OG0016488	Om003G126890	XP_006293268.1
OG0016489	Om003G127160	XP_006290523.2
OG0016490	Om003G127340	XP_006291671.1
OG0016491	Om003G127600	XP_006290312.1
OG0016492	Om003G127830	XP_006290678.1
OG0016493	Om003G127980	XP_006292713.1
OG0016494	Om003G127990	XP_006291368.1
OG0016495	Om003G128530	XP_006291882.1
OG0016496	Om003G128490	XP_006292651.1
OG0016497	Om003G128850	XP_006293072.2
OG0016498	Om003G128880	XP_006291245.1
OG0016499	Om003G128930	XP_006291814.1
OG0016500	Om003G129120	XP_023637969.1
OG0016501	Om003G129140	XP_006293017.1
OG0016502	Om003G129150	XP_006292218.1
OG0016503	Om003G129160	XP_006292690.1
OG0016504	Om003G129230	XP_023638129.1, XP_023638954.1
OG0016505	Om003G129260	XP_006292577.1
OG0016506	Om003G129310	XP_006292523.2
OG0016507	Om003G129330	XP_006291413.1
OG0016508	Om003G129370	XP_023638370.1
OG0016509	Om003G129380	XP_006292627.1
OG0016510	Om003G089550	XP_006304031.1
OG0016511	Om003G094550	XP_006306942.1
OG0016512	Om003G094940	XP_006299148.1, XP_023644545.1
OG0016513	Om003G100830	XP_006283110.1
OG0016515	Om003G104230	XP_006284624.1
OG0016516	Om006G257870	XP_006291089.1
OG0016517	Om006G255210	XP_006292658.1
OG0016518	Om006G254210	XP_006291352.1
OG0016519	Om003G121010	XP_006290682.1
OG0016520	Om003G121270, Om003G121240	XP_023638960.1
OG0016521	Om003G123820	XP_023633553.1
OG0016522	Om003G123970	XP_006290936.1
OG0016523	Om003G122780	XP_006295325.1
OG0016524	Om003G124930	XP_006292270.1
OG0016525	Om002G056290, Om003G126090	XP_006290613.1
OG0016526	Om003G127300	XP_006293216.1
OG0016527	Om007G275610	XP_006284485.1
OG0016528	Om008G359000	XP_023637445.1
OG0016529	Om008G361510	XP_006279851.1
OG0016530	Om002G051430	XP_006280219.1
OG0016531	Om008G356830	XP_006280083.1
OG0016533	Om005G224170, Om008G339310	XP_006295027.1
OG0016535	Om008G334050	XP_006294540.1
OG0016536	Om008G325540	XP_006296465.2
OG0016537	Om008G319980	XP_023640650.1
OG0016539	Om004G134820	XP_006302396.1
OG0016540	Om003G105700, Om006G275520	XP_006285052.1
OG0016541	Om001G020710	XP_006283946.1
OG0016542	Om001G029920	XP_023634650.1
OG0016543	Om003G110460	XP_006280874.1
OG0016545	Om001G041850	XP_023634482.1
OG0016546	Om005G178790	XP_006307205.1
OG0016547	Om005G181580	XP_006304026.1
OG0016548	Om005G183300	XP_006307349.2
OG0016549	Om005G184920	XP_006307202.1
OG0016550	Om005G186900	XP_006307082.1
OG0016551	Om005G187100	XP_023645625.1
OG0016552	Om005G188990	XP_023633197.1
OG0016553	Om005G190070	XP_006305445.1
OG0016555	Om005G191280	XP_023646017.1
OG0016556	Om005G193520	XP_006305222.1
OG0016558	Om005G196100	XP_006306560.2
OG0016559	Om005G198800	XP_006304300.1
OG0016560	Om005G199320	XP_006305304.1
OG0016561	Om005G201760	XP_006305185.1
OG0016562	Om005G202670	XP_006307582.1
OG0016563	Om005G208290	XP_006301189.1
OG0016565	Om005G211940	XP_023643866.1
OG0016566	Om005G223270	XP_006302007.1
OG0016567	Om003G101210, Om003G101150	XP_023633425.1, XP_006284942.2
OG0016568	Om005G227390	XP_006279471.1
OG0016569	Om002G072850	XP_006298598.2
OG0016570	Om002G060470	XP_006299186.1
OG0016571	Om002G055190	XP_006298637.2
OG0016572	Om002G054010	XP_023642069.1
OG0016573	Om002G052550	XP_006300222.1, XP_006299876.1
OG0016574	Om002G050180	XP_023641861.1
OG0016576	Om002G043050	XP_006297314.1
OG0016577	Om004G176260	XP_006287148.1
OG0016578	Om004G173290	XP_006288475.1
OG0016579	Om004G170950	XP_023636195.1
OG0016580	Om004G170190	XP_006288452.1
OG0016581	Om004G170030	XP_006289885.1
OG0016582	Om004G169270	XP_023636947.1
OG0016583	Om004G156280	XP_006294070.1
OG0016584	Om001G013390	XP_006304713.1
OG0016585	Om001G012330	XP_006303292.1
OG0016586	Om005G207790, Om001G011840	XP_006305218.1
OG0016587	Om001G010600	XP_006285150.1
OG0016588	Om001G008230	XP_006284630.1
OG0016589	Om007G315160	XP_006305444.1
OG0016590	Om001G004350	XP_006298970.1
OG0016591	Om001G000020	XP_023634975.1
OG0016592	Om007G288220	XP_023645261.1
OG0016594	Om007G279960	XP_023639565.1
OG0016595	Om008G349720	XP_023640921.1
OG0016596	Om007G281370	XP_023640920.1
OG0016597	Om007G284550	XP_006294904.2
OG0016598	Om004G168160, Om005G225830	XP_006289595.2
OG0016599	Om004G166710	XP_006290041.1
OG0016600	Om004G165940	XP_006288193.1
OG0016601	Om004G164250	XP_006289508.1, XP_006289513.1
OG0016602	Om004G162100	XP_006289756.1
OG0016603	Om004G161210	XP_006289105.1
OG0016604	Om007G302110	XP_006289399.1
OG0016606	Om009G363710, Om007G306730	XP_023641017.1
OG0016607	Om009G364140, Om007G307080	XP_006280743.1
OG0016608	Om007G314640	XP_006286039.2, XP_006285570.1
OG0016609	Om006G261090	XP_006292567.1
OG0016610	Om004G145050	XP_006304643.1
OG0016611	Om006G248000	XP_023638715.1
OG0016612	Om006G246140	XP_006281016.1
OG0016613	Om006G239400	XP_006289138.2
OG0016617	Om004G151780	XP_006307064.1
OG0016627	Om004G154820	XP_006294444.1
OG0016630	Om006G264070	XP_006291614.1
OG0016631	Om006G259300	XP_023638691.1
OG0016632	Om006G259240	XP_006293134.1
OG0016635	Om008G354890	XP_006288385.1
OG0016641	Om005G182600	XP_006303719.1
OG0016645	Om003G103170	XP_023635641.1
OG0016657	Om001G022240	XP_006285684.1
OG0016659	Om001G022690	XP_023634446.1
OG0016660	Om001G022710	XP_006283719.1
OG0016661	Om001G022780	XP_006283069.1
OG0016662	Om001G023400	XP_006283981.1
OG0016663	Om001G023850	XP_006284553.1
OG0016664	Om001G024020	XP_006285234.2
OG0016665	Om001G024960	XP_006293987.1
OG0016666	Om001G025370	XP_006285066.1
OG0016667	Om001G025460	XP_023634820.1
OG0016668	Om001G025480	XP_006285280.1
OG0016669	Om001G027620	XP_023634722.1
OG0016670	Om001G027720	XP_006283940.1
OG0016671	Om001G028510	XP_006283999.1
OG0016672	Om001G029360	XP_023634619.1
OG0016673	Om001G029830	XP_006283800.1
OG0016675	Om001G030880	XP_023634226.1
OG0016676	Om001G030970	XP_006283102.1
OG0016677	Om001G031030	XP_006284126.1
OG0016680	Om002G059880	XP_023642680.1
OG0016681	Om001G033270	XP_006286078.1
OG0016682	Om007G291860	XP_006304301.1
OG0016683	Om007G292160	XP_006307144.2
OG0016684	Om007G292240	XP_006306212.2
OG0016685	Om007G292260	XP_006303518.1
OG0016686	Om007G277010	XP_006303861.1
OG0016687	Om007G276940	XP_006305360.1
OG0016688	Om007G291080	XP_023635400.1
OG0016689	Om005G196890	XP_006302753.2
OG0016690	Om005G216400	XP_023643109.1
OG0016692	Om005G216950	XP_006302538.1
OG0016693	Om011G365870, Om005G218240	XP_006301338.2
OG0016694	Om005G218720	XP_006302632.1
OG0016695	Om005G218890	XP_006301622.1
OG0016696	Om005G219270	XP_006302122.1
OG0016697	Om005G219520	XP_006301725.1
OG0016699	Om005G220700	XP_006300557.1
OG0016700	Om005G220730	XP_006300508.1
OG0016701	Om005G220860	XP_023643480.1
OG0016702	Om005G221610	XP_006301740.2
OG0016703	Om005G222070	XP_006302892.1
OG0016704	Om005G224070	XP_006300876.1
OG0016706	Om006G274990	XP_006292570.2
OG0016708	Om006G274550	XP_006291509.1
OG0016709	Om006G274140	XP_006292894.2
OG0016710	Om006G274130	XP_006290835.1
OG0016712	Om006G273460	XP_006291685.1
OG0016713	Om006G272940	XP_023638248.1
OG0016715	Om006G272380	XP_006290800.1
OG0016716	Om006G272170	XP_006292214.1
OG0016717	Om006G271030	XP_006290252.1
OG0016718	Om006G269670	XP_006291192.1
OG0016720	Om006G270480	XP_023639147.1
OG0016721	Om006G269340	XP_006292458.2
OG0016722	Om002G073110	XP_006297207.1
OG0016725	Om005G212920	XP_006301307.1
OG0016726	Om005G213110	XP_006301706.1
OG0016727	Om005G213320	XP_006302553.1
OG0016728	Om005G213550	XP_006302789.1
OG0016729	Om005G213740	XP_006300779.1
OG0016730	Om005G214420	XP_006300666.2
OG0016731	Om005G214960	XP_006302471.1
OG0016733	Om005G215270	XP_006302212.1
OG0016734	Om005G215440	XP_006302083.1
OG0016736	Om005G215750	XP_006279431.1
OG0016737	Om005G218140, Om011G365300	XP_023644084.1
OG0016738	Om005G215830	XP_006303046.1
OG0016739	Om005G228930	XP_023644024.1
OG0016740	Om005G228880	XP_006302266.1
OG0016741	Om005G228510	XP_006301700.1
OG0016742	Om005G225330	XP_006300766.1
OG0016743	Om005G225140	XP_023643732.1
OG0016744	Om005G224610	XP_006301522.1
OG0016745	Om005G224500	XP_023643401.1
OG0016746	Om005G224530	XP_006300315.2
OG0016747	Om002G056260	XP_023642478.1
OG0016748	Om001G017030	XP_006285079.1
OG0016749	Om002G065310	XP_023634016.1
OG0016752	Om008G329250	XP_006295646.1
OG0016753	Om002G051630	XP_023641668.1
OG0016754	Om002G052150	XP_006297249.1
OG0016755	Om002G052260	XP_006298395.1
OG0016756	Om002G052440	XP_006299975.1
OG0016758	Om004G174450	XP_006286872.2
OG0016759	Om002G052860	XP_006299115.1
OG0016760	Om002G053230	XP_006299707.2
OG0016761	Om002G053710	XP_006298497.1
OG0016762	Om002G054290	XP_006298604.1
OG0016763	Om004G166190	XP_006286993.1
OG0016764	Om002G054890	XP_006299290.1
OG0016765	Om002G079390	XP_006299538.1
OG0016766	Om006G233640	XP_023640035.1
OG0016767	Om003G107120	XP_006287192.1
OG0016769	Om003G101060	XP_006280930.2
OG0016770	Om003G111390	XP_006280990.1
OG0016772	Om003G111480	XP_006280344.1
OG0016774	Om003G112920	XP_006280041.1
OG0016775	Om003G112940	XP_006281831.1
OG0016776	Om003G113000	XP_006281919.1
OG0016778	Om003G113280	XP_006282099.1
OG0016779	Om003G113370	XP_006279589.1
OG0016780	Om006G252220	XP_006281501.1
OG0016781	Om001G030170	XP_006281914.1
OG0016782	Om004G152650, Om003G114350	XP_006282224.1
OG0016783	Om003G115060	XP_006281021.1
OG0016784	Om003G117050	XP_006280869.1
OG0016785	Om003G117990	XP_006279914.1
OG0016786	Om003G118630	XP_006280289.1
OG0016787	Om006G250400	XP_006281042.1
OG0016788	Om006G250100	XP_023633570.1
OG0016789	Om006G249720	XP_006280603.1
OG0016790	Om006G249350	XP_006282054.2
OG0016791	Om006G249260	XP_006280944.1
OG0016792	Om006G248340	XP_023636952.1
OG0016793	Om004G162320	XP_023637683.1
OG0016794	Om004G163520	XP_023636542.1
OG0016795	Om004G163760	XP_006288354.2
OG0016796	Om004G164030	XP_006286475.1
OG0016797	Om004G164270	XP_006286562.1
OG0016798	Om004G164560	XP_006289750.1
OG0016799	Om004G164660	XP_006287216.2
OG0016800	Om004G164740	XP_023636703.1
OG0016801	Om004G165010	XP_006288295.1
OG0016802	Om004G165420	XP_006289930.1
OG0016803	Om004G165670	XP_006288495.1
OG0016804	Om004G165680	XP_023636666.1
OG0016805	Om004G165990	XP_006288455.1
OG0016806	Om004G166170	XP_006287462.1
OG0016807	Om004G166830	XP_006286969.1
OG0016808	Om004G166960	XP_023635904.1
OG0016809	Om004G167050	XP_023637530.1
OG0016810	Om004G167090	XP_023635970.1
OG0016811	Om004G167100	XP_006289496.1
OG0016812	Om004G167740	XP_006290148.1
OG0016813	Om004G167990	XP_006288467.1
OG0016814	Om004G168050	XP_006289619.1
OG0016815	Om004G168090	XP_006287545.1
OG0016816	Om004G168940	XP_023635932.1
OG0016817	Om001G001500	XP_006285990.1
OG0016818	Om001G001770	XP_006285299.1
OG0016819	Om001G001980	XP_023633851.1
OG0016820	Om001G002650	XP_006285406.1
OG0016821	Om001G003250	XP_006283429.1
OG0016823	Om001G004080	XP_006282954.1
OG0016824	Om001G004590, Om001G004580	XP_023635189.1
OG0016825	Om001G005560	XP_006285037.2
OG0016826	Om001G005580	XP_023634862.1
OG0016827	Om001G005910	XP_006284440.2
OG0016828	Om001G006060	XP_006283103.1
OG0016829	Om001G006660	XP_023635467.1
OG0016830	Om001G006960	XP_023635473.1
OG0016831	Om001G007400	XP_023635457.1
OG0016832	Om001G007800	XP_006283610.1
OG0016833	Om001G008110	XP_006285470.2
OG0016834	Om001G008940	XP_006283802.1
OG0016835	Om001G012350	XP_006305708.1
OG0016836	Om001G012930	XP_023632823.1
OG0016837	Om001G013090	XP_006307085.1
OG0016838	Om001G013490	XP_006306516.1
OG0016839	Om001G013530	XP_006303324.1
OG0016840	Om001G014280	XP_006304203.2
OG0016841	Om003G092720	XP_006285864.1
OG0016842	Om001G015030	XP_006304191.1
OG0016843	Om001G016590	XP_023633271.1
OG0016844	Om001G016700	XP_006305453.1
OG0016845	Om006G248320	XP_006280275.1
OG0016846	Om007G287130	XP_023645223.1
OG0016847	Om007G287230	XP_006304802.1
OG0016848	Om007G287280	XP_006307245.1
OG0016849	Om007G287300	XP_006303838.1
OG0016850	Om007G287370	XP_006306060.1
OG0016851	Om007G287380	XP_006307469.1
OG0016852	Om007G287550	XP_006306977.1
OG0016853	Om007G288180	XP_006304021.1
OG0016854	Om007G287920	XP_006304878.2
OG0016855	Om007G288670	XP_023645844.1
OG0016856	Om007G288680	XP_006303414.1
OG0016858	Om007G289160	XP_006306451.1
OG0016859	Om007G289930	XP_006304435.1
OG0016860	Om007G290130	XP_006305242.1
OG0016861	Om001G023110	XP_006294689.2
OG0016863	Om007G290220	XP_006304661.2
OG0016864	Om007G290260	XP_006306190.1
OG0016865	Om007G290810	XP_006303479.1
OG0016866	Om007G291120	XP_006305070.1
OG0016867	Om007G291260	XP_006306773.1
