Orthogroup	Odontarrhena_muralis	Arabidopsis_thaliana
OG0014056	Om007G300770, Om004G129740	AT5G14850.1
OG0014057	Om004G170010	AT5G06690.2
OG0014058	Om004G170040	AT5G06650.1
OG0014059	Om004G170090	AT5G06610.1
OG0014060	Om004G170160	AT5G06550.1
OG0014061	Om007G313470	AT5G47940.1
OG0014062	Om004G170560	AT5G06210.1
OG0014063	Om004G170640	AT5G06140.1
OG0014064	Om004G170810	AT5G06050.1
OG0014065	Om004G170970	AT5G05950.1
OG0014067	Om004G171110	AT5G05840.1
OG0014068	Om004G171190	AT5G05760.1
OG0014069	Om004G171280	AT5G05660.1
OG0014070	Om004G171480	AT5G05510.1
OG0014071	Om004G171510	AT5G05480.1
OG0014072	Om004G171850	AT5G05270.1
OG0014073	Om004G171900	AT5G05220.1
OG0014074	Om004G172460	AT5G04840.1
OG0014075	Om004G172440	AT5G04860.1
OG0014076	Om004G172380	AT5G04910.1
OG0014077	Om004G172360	AT5G04920.1
OG0014078	Om006G230560, Om004G172560	AT5G04750.1
OG0014079	Om004G172600	AT5G04710.1
OG0014080	Om004G172630	AT5G04670.1
OG0014081	Om004G172670	AT5G04620.2
OG0014082	Om004G172730	AT5G04560.2
OG0014083	Om004G173000	AT5G04360.1
OG0014084	Om006G240700	AT5G26030.1
OG0014085	Om006G240350	AT5G25560.3
OG0014086	Om006G240360	AT5G25570.3
OG0014087	Om006G240040	AT5G25310.1
OG0014088	Om006G238940	AT5G24314.2
OG0014089	Om006G239020	AT5G24360.2
OG0014090	Om006G239040	AT5G24390.1
OG0014091	Om006G238910	AT5G24300.1
OG0014092	Om006G238850	AT5G24260.1
OG0014093	Om006G238510	AT5G23920.1
OG0014094	Om006G238260	AT5G23720.1
OG0014095	Om002G075990	AT2G04350.1
OG0014096	Om006G237490	AT5G23050.1
OG0014097	Om006G237470	AT5G23030.1
OG0014098	Om006G237170	AT5G61010.1
OG0014099	Om006G236650	AT5G61450.1
OG0014100	Om006G236590	AT5G61490.1
OG0014101	Om006G236330	AT5G61760.1
OG0014102	Om001G022160	AT4G28180.1
OG0014103	Om006G236000	AT5G62040.1
OG0014104	Om006G235870	AT5G62140.1
OG0014105	Om006G235610	AT5G62370.1
OG0014106	Om006G235150	AT5G62650.1
OG0014107	Om006G235060	AT5G62730.1
OG0014108	Om006G235030	AT5G62760.1
OG0014109	Om006G234970	AT5G62840.1
OG0014110	Om006G234870	AT5G62920.1
OG0014111	Om006G234720	AT5G63050.1
OG0014112	Om006G234710	AT5G63060.1
OG0014113	Om006G247380	AT5G58730.1
OG0014114	Om006G247530	AT5G58600.1
OG0014115	Om006G247830	AT5G58370.2
OG0014116	Om006G257250	AT3G51480.1
OG0014117	Om006G257310	AT3G51410.1
OG0014118	Om006G257390	AT3G51360.9
OG0014119	Om006G257440	AT3G51310.1
OG0014120	Om006G257730	AT3G51040.1
OG0014121	Om006G258140	AT3G50860.1
OG0014123	Om004G146820	AT3G50690.1
OG0014124	Om006G258600	AT3G50520.1
OG0014125	Om006G258740	AT3G50380.2
OG0014126	Om006G259600	AT3G49890.2
OG0014127	Om006G259710	AT3G49800.1
OG0014128	Om006G259960	AT3G49725.1
OG0014129	Om006G260340	AT3G49400.1
OG0014130	Om006G260410	AT3G49350.1
OG0014131	Om006G260830	AT3G49160.1
OG0014132	Om006G260910	AT3G49080.1
OG0014133	Om006G261650	AT3G48710.1
OG0014134	Om006G261880	AT3G48540.1
OG0014135	Om006G262910, Om006G263040	AT3G48250.1
OG0014136	Om006G263080	AT3G48190.2
OG0014138	Om003G098700	AT4G11130.1
OG0014139	Om003G102000	AT3G47820.1
OG0014140	Om006G263960	AT3G47730.1
OG0014141	Om006G265710	AT3G47480.1
OG0014142	Om008G333460	AT3G47420.1
OG0014143	Om006G265790	AT3G47410.1
OG0014144	Om006G266340	AT3G46990.1
OG0014145	Om006G266440	AT3G46980.4
OG0014146	Om006G266880	AT3G46600.1
OG0014147	Om006G267150	AT3G46450.2
OG0014148	Om006G267200	AT3G46210.1
OG0014149	Om004G140570	AT1G73750.2
OG0014150	Om006G267560	AT3G45830.1
OG0014151	Om004G166230, Om006G268130	AT3G45780.1
OG0014152	Om006G268040	AT3G45640.1
OG0014153	Om006G267800	AT3G45300.1
OG0014155	Om006G267780	AT3G45090.1
OG0014156	Om007G278550	AT3G45010.1
OG0014157	Om006G268850	AT3G44820.1
OG0014158	Om006G268740	AT3G44200.1
OG0014159	Om006G268730	AT3G44160.1, AT3G48620.1
OG0014160	Om006G268720	AT3G48630.1, AT3G44150.1
OG0014161	Om006G268700	AT3G44020.1
OG0014162	Om002G080520, Om008G321760	AT2G45700.1
OG0014163	Om003G107180	AT4G08160.1
OG0014164	Om006G249270	AT3G33530.3
OG0014165	Om005G212180	AT1G67630.1
OG0014166	Om005G212280	AT1G67550.1
OG0014167	Om005G211870	AT1G67830.1
OG0014168	Om005G225400	AT1G62940.1
OG0014169	Om005G211720	AT1G67960.1
OG0014170	Om005G211700	AT1G67940.1
OG0014171	Om005G210620	AT1G68610.1
OG0014172	Om005G210510	AT1G68680.1
OG0014173	Om003G095700	AT1G80550.1
OG0014174	Om005G209610	AT1G69270.1
OG0014175	Om005G209520	AT1G69330.1
OG0014176	Om005G209460	AT1G69380.1
OG0014177	Om005G209440	AT1G69400.1
OG0014178	Om005G209240	AT1G69560.2
OG0014179	Om005G208490	AT1G69910.1
OG0014180	Om005G207860	AT1G70330.1
OG0014181	Om005G207410, Om003G110740	AT1G70590.1
OG0014182	Om005G207350	AT1G70640.1
OG0014183	Om005G206690	AT1G71110.1
OG0014184	Om005G206590	AT1G71210.1
OG0014185	Om005G206500	AT1G71310.1
OG0014186	Om005G206350	AT1G71420.1
OG0014187	Om005G206300	AT1G71460.1
OG0014188	Om005G206040	AT1G71720.1
OG0014189	Om005G205870	AT1G71860.1
OG0014190	Om005G205860	AT1G71850.1
OG0014191	Om004G143240	AT1G71980.1
OG0014192	Om004G143230	AT1G71990.1
OG0014193	Om004G133630	AT1G78180.1
OG0014194	Om004G134350	AT1G77730.1
OG0014195	Om004G134420	AT1G77680.1
OG0014196	Om004G134570	AT1G77580.2
OG0014197	Om004G134960	AT1G77290.1
OG0014198	Om004G135000	AT1G77260.1
OG0014199	Om004G135200	AT1G77110.1
OG0014200	Om004G135240	AT1G77030.1
OG0014201	Om004G135390	AT1G76952.1
OG0014202	Om004G135650	AT1G76740.1
OG0014203	Om004G135880	AT1G76570.1
OG0014204	Om004G136260	AT1G76350.1
OG0014205	Om004G136970	AT1G76080.1
OG0014206	Om004G136940	AT1G76065.1
OG0014207	Om004G136900	AT1G76040.2
OG0014208	Om004G137070	AT1G75870.1
OG0014209	Om004G137370	AT1G75770.1
OG0014210	Om004G138320	AT1G75550.2
OG0014211	Om004G137920	AT1G75330.1
OG0014212	Om004G137910	AT1G75310.2
OG0014213	Om004G138460	AT1G75130.1
OG0014214	Om004G138910	AT1G75100.1
OG0014215	Om004G138640	AT1G74900.1
OG0014216	Om004G138950	AT1G74790.1
OG0014217	Om004G139080	AT1G74690.1
OG0014218	Om004G139500	AT1G74450.1
OG0014219	Om004G139570	AT1G74410.1
OG0014220	Om004G139660	AT1G74340.1
OG0014221	Om004G139760	AT1G74240.1
OG0014222	Om004G139940	AT1G74160.1
OG0014223	Om004G139970	AT1G74120.1
OG0014224	Om006G260560, Om004G140200	AT1G73980.1
OG0014225	Om004G140240, Om006G260510	AT1G73960.1
OG0014226	Om004G140350	AT1G73875.1
OG0014227	Om004G140410	AT1G73850.1
OG0014229	Om004G140550	AT1G73770.1
OG0014230	Om004G140710	AT1G73710.1
OG0014231	Om004G141110	AT1G73470.3
OG0014232	Om004G141680	AT1G73240.1
OG0014233	Om004G141770	AT1G73180.1
OG0014235	Om004G142180	AT1G72770.1
OG0014236	Om004G142360	AT1G72670.1
OG0014237	Om004G142400	AT1G72640.1
OG0014238	Om005G198720	AT1G17440.1
OG0014239	Om004G142530	AT1G72470.1
OG0014240	Om004G142540	AT1G72460.1
OG0014241	Om004G142610	AT1G72416.3
OG0014242	Om004G142820	AT1G72280.1
OG0014243	Om004G132410	AT1G78922.1
OG0014244	Om004G132290	AT1G78995.1
OG0014245	Om004G132180	AT1G79080.1
OG0014246	Om004G132110	AT1G79150.1
OG0014247	Om004G131920, Om004G131910	AT1G79320.1
OG0014248	Om004G131870	AT1G79350.1
OG0014249	Om004G131860	AT1G79360.1
OG0014250	Om004G131740	AT1G79440.1
OG0014251	Om004G131720	AT1G79460.1
OG0014252	Om004G131180	AT1G80860.1
OG0014253	Om004G130840	AT1G80650.1
OG0014254	Om004G130380	AT1G80400.1
OG0014255	Om004G130350	AT1G80390.1
OG0014256	Om004G130290	AT1G80340.1
OG0014257	Om004G130280	AT1G80330.1
OG0014258	Om004G130230	AT1G80290.2
OG0014259	Om004G129880	AT1G80010.1
OG0014260	Om004G129770	AT1G79950.1
OG0014261	Om004G129720, Om004G129750, Om004G148750	AT1G79915.1
OG0014262	Om004G129680	AT1G09995.1, AT1G79890.1
OG0014263	Om004G129550	AT1G79770.1
OG0014264	Om004G129570	AT1G79790.2
OG0014265	Om002G056460	AT3G12680.1
OG0014266	Om002G056830	AT3G12940.2
OG0014267	Om002G057220	AT3G13220.1
OG0014268	Om002G058390	AT3G13860.1
OG0014269	Om002G058410	AT3G13880.1
OG0014270	Om003G114590	AT5G53180.1
OG0014271	Om002G058690	AT3G14060.1
OG0014272	Om002G058720	AT3G14067.1
OG0014273	Om002G058790	AT3G14090.1
OG0014274	Om002G059590	AT3G14590.2
OG0014275	Om002G060010	AT3G14880.1
OG0014276	Om002G060040	AT3G14900.1
OG0014277	Om002G060090	AT3G14930.1
OG0014278	Om002G060330	AT3G15150.1
OG0014279	Om002G060510	AT3G15290.1
OG0014280	Om002G061170	AT3G15590.1
OG0014281	Om002G061230	AT3G15620.1
OG0014282	Om002G061620	AT3G15920.1
OG0014283	Om002G043330	AT4G07390.1
OG0014284	Om002G061870	AT3G16070.1
OG0014285	Om002G061890	AT3G16090.1
OG0014286	Om002G062390	AT3G16350.1
OG0014287	Om002G062760	AT3G16560.1
OG0014288	Om002G063170	AT3G16810.1
OG0014289	Om002G063490	AT3G16990.1
OG0014290	Om002G063710	AT3G17170.1
OG0014291	Om002G063800	AT3G17250.1
OG0014292	Om002G064240	AT3G17630.1
OG0014293	Om002G064310	AT3G17668.1
OG0014294	Om002G064570	AT3G17830.1
OG0014295	Om002G064790	AT3G18040.3
OG0014296	Om002G065140	AT3G18220.1
OG0014297	Om007G283630	AT2G28420.1
OG0014298	Om002G065530	AT3G18500.3
OG0014301	Om002G066090	AT3G18870.1
OG0014303	Om002G066550	AT3G19200.1
OG0014304	Om002G066560	AT3G19210.1
OG0014305	Om002G066570	AT3G19220.1
OG0014306	Om003G097830	AT1G49780.1
OG0014307	Om002G066800	AT3G19450.1
OG0014308	Om002G066820	AT3G19480.1
OG0014309	Om003G097670	AT1G49950.1
OG0014310	Om002G067210	AT3G19780.1
OG0014311	Om002G067300	AT3G19870.2
OG0014312	Om002G067340	AT3G19895.1
OG0014313	Om002G067960	AT3G20270.1
OG0014314	Om002G067970	AT3G20280.1
OG0014315	Om002G068100	AT3G20390.2
OG0014316	Om002G068290	AT3G20490.1
OG0014317	Om002G068300	AT3G20500.1
OG0014318	Om002G068320	AT3G20520.1
OG0014319	Om002G068650	AT3G20780.1
OG0014320	Om002G068750	AT3G20830.1
OG0014321	Om002G068830	AT3G20860.1
OG0014322	Om002G068850	AT3G20870.1
OG0014323	Om002G069590	AT3G21510.1
OG0014324	Om002G069450	AT3G21360.1
OG0014325	Om002G069430	AT3G21350.2
OG0014326	Om002G069350	AT3G21295.1
OG0014327	Om002G069340	AT3G21290.1
OG0014328	Om002G069800	AT3G21680.1
OG0014329	Om002G070030	AT3G21870.1
OG0014330	Om002G070940	AT3G22590.1
OG0014331	Om006G241650	AT5G19950.1
OG0014332	Om002G071240	AT3G22850.1
OG0014333	Om002G071520	AT3G22990.1
OG0014334	Om002G072350	AT3G23400.1
OG0014336	Om002G072550	AT3G23590.1
OG0014337	Om002G072750	AT3G23700.1
OG0014338	Om003G103580	AT4G14000.1
OG0014339	Om002G073310	AT3G24050.1
OG0014340	Om002G073820	AT3G24330.1
OG0014341	Om002G073910	AT3G24430.1
OG0014342	Om002G073930	AT3G24440.1
OG0014343	Om002G073950	AT3G24450.1
OG0014344	Om002G074360	AT3G24630.1
OG0014345	Om002G074480	AT3G24760.1
OG0014346	Om002G075140	AT3G25220.1
OG0014347	Om002G075190	AT3G25230.2
OG0014348	Om002G075280	AT3G25400.1
OG0014349	Om002G077130	AT2G04780.1
OG0014350	Om002G076170	AT2G04740.1
OG0014351	Om002G076150	AT2G04570.1
OG0014352	Om002G079460	AT2G13540.1
OG0014353	Om002G085530	AT2G18245.1
OG0014354	Om002G078830	AT2G06990.1
OG0014355	Om002G077790	AT2G06510.1
OG0014356	Om004G141310	AT2G06040.1
OG0014357	Om002G077740	AT2G06025.1
OG0014358	Om002G077650	AT2G05940.1
OG0014359	Om002G077610	AT2G05910.1
OG0014360	Om003G123390	AT2G05790.1
OG0014361	Om004G138470	AT2G05320.1
OG0014362	Om002G079050	AT2G12550.1
OG0014363	Om002G081810	AT2G15580.1
OG0014364	Om002G079250	AT2G11000.1
OG0014365	Om002G079640	AT2G13820.3
OG0014366	Om002G080120	AT2G14170.1
OG0014367	Om002G080180	AT2G14255.1
OG0014368	Om005G228860	AT2G14660.1
OG0014369	Om002G080220	AT2G14680.2
OG0014370	Om001G030700	AT4G33360.1
OG0014371	Om002G080980	AT2G14820.1
OG0014372	Om002G080740	AT5G02860.1
OG0014373	Om002G081060	AT2G15020.1
OG0014374	Om002G082250	AT1G07970.1
OG0014375	Om002G081960	AT2G15820.1
OG0014378	Om002G082460	AT2G16390.2
OG0014379	Om001G016870	AT1G42430.1
OG0014380	Om002G082660	AT2G16720.1
OG0014381	Om002G083210	AT1G34360.1
OG0014382	Om002G083410	AT2G17020.1
OG0014383	Om002G083950	AT2G17370.1
OG0014384	Om002G074050, Om002G084230	AT2G17550.1
OG0014385	Om002G084380	AT2G17705.1
OG0014386	Om002G085700	AT2G18410.1
OG0014387	Om002G086070	AT2G18700.1
OG0014388	Om002G086080	AT2G18710.1
OG0014389	Om002G086370	AT2G18900.1
OG0014390	Om002G086440	AT2G18940.1
OG0014391	Om002G086460	AT2G18950.1
OG0014394	Om002G087290	AT2G19620.1
OG0014395	Om002G087710	AT2G20000.1
OG0014396	Om002G087840	AT2G20050.1
OG0014397	Om002G087970	AT2G20240.1
OG0014398	Om002G088300	AT2G20515.1
OG0014399	Om002G088410	AT2G20590.1
OG0014400	Om008G329020, Om001G003880	AT2G20690.1
OG0014401	Om002G088250, Om005G187770	AT2G20780.1
OG0014402	Om002G088540	AT2G20750.1
OG0014403	Om003G089390	AT1G54350.1
OG0014404	Om003G089430	AT1G54310.2
OG0014405	Om003G089890	AT1G55820.1
OG0014406	Om003G089910	AT1G55805.1
OG0014407	Om003G090430	AT1G55480.1
OG0014408	Om003G090490	AT1G55370.2
OG0014409	Om003G090560	AT1G55350.5
OG0014410	Om008G362870	AT5G47720.2
OG0014411	Om003G090710	AT1G55250.1
OG0014412	Om003G092160	AT1G53770.2
OG0014413	Om003G092200	AT1G53710.1
OG0014414	Om003G092670	AT1G53590.1
OG0014415	Om003G093180	AT1G53280.1
OG0014416	Om003G093960, Om003G093970, Om003G093890	AT1G52830.1
OG0014418	Om003G094170	AT1G52720.1
OG0014419	Om003G094440	AT1G52520.1
OG0014420	Om003G094460	AT1G52510.1
OG0014421	Om003G094470	AT1G52500.2
OG0014422	Om003G094640	AT1G52330.2
OG0014423	Om003G094870	AT1G52155.1
OG0014424	Om003G095450	AT1G51790.2
OG0014425	Om003G095520	AT1G51730.1
OG0014426	Om003G095750	AT1G51550.1
OG0014427	Om003G096430	AT1G50890.1
OG0014428	Om003G096200	AT1G51080.1
OG0014429	Om003G095990	AT1G51350.1
OG0014430	Om005G211530	AT1G68080.1
OG0014431	Om003G096830	AT1G50600.2
OG0014432	Om003G096890	AT1G50570.1
OG0014434	Om003G097320	AT1G50240.2
OG0014435	Om003G097400	AT1G50170.1
OG0014436	Om003G097770	AT1G49820.1
OG0014437	Om003G097880	AT1G49730.1
OG0014438	Om003G098070	AT1G49570.1
OG0014439	Om002G066370	AT3G19080.3
OG0014440	Om003G098280	AT1G49405.1
OG0014441	Om003G098300	AT1G49380.1
OG0014442	Om003G098740	AT1G49130.1
OG0014443	Om003G098770	AT1G49040.1
OG0014444	Om003G098990	AT1G48910.1
OG0014445	Om003G098610	AT1G49170.1
OG0014446	Om003G099400	AT1G48550.1
OG0014447	Om003G099640	AT1G48360.2
OG0014448	Om003G099720	AT1G48270.1
OG0014449	Om003G100150	AT4G16260.1
OG0014450	Om003G100350	AT4G16144.1
OG0014451	Om006G253620	AT3G54230.2
OG0014452	Om003G100400	AT4G16130.1
OG0014453	Om003G100580	AT4G15980.2
OG0014454	Om003G100740	AT4G15910.1
OG0014455	Om003G100860	AT4G15810.1
OG0014456	Om008G339810	AT2G34680.2
OG0014457	Om008G339800	AT2G34670.2
OG0014458	Om008G339910	AT2G34585.1
OG0014459	Om006G256630	AT3G51940.2
OG0014460	Om006G256590	AT3G51990.1
OG0014462	Om006G256300	AT3G52210.3
OG0014463	Om006G256290	AT3G52220.1
OG0014464	Om006G256280	AT3G52230.1
OG0014465	Om006G256170	AT3G52290.1
OG0014467	Om006G255830	AT3G52540.1
OG0014468	Om006G255690	AT5G28390.1, AT3G52660.1
OG0014469	Om006G255660	AT3G52710.1
OG0014470	Om005G211620	AT1G68030.1
OG0014471	Om006G254770	AT3G53360.1
OG0014472	Om006G254700	AT3G53400.1
OG0014473	Om006G254130	AT3G53880.1
OG0014474	Om006G253870	AT3G54090.1
OG0014475	Om006G256720	AT3G51870.1
OG0014476	Om007G300690	AT5G14870.1
OG0014477	Om006G256860	AT3G51780.1
OG0014478	Om006G256880	AT3G51760.1
OG0014479	Om006G257100	AT3G51580.2
OG0014480	Om006G253260	AT3G54460.1
OG0014481	Om006G253200	AT3G54510.2
OG0014482	Om007G303890	AT3G54850.1
OG0014483	Om006G252280	AT3G55140.1
OG0014484	Om006G252160	AT3G55260.1
OG0014485	Om006G252150	AT3G55270.1
OG0014486	Om006G252040	AT3G55340.1
OG0014487	Om006G251810	AT3G55530.1
OG0014488	Om006G250750	AT3G56170.1
OG0014489	Om006G250710	AT3G56210.5
OG0014490	Om008G329510	AT2G40550.1
OG0014491	Om003G119390	AT3G56500.1
OG0014492	Om003G119680	AT3G56720.3
OG0014493	Om003G119740	AT3G56770.1
OG0014494	Om003G119780	AT3G56820.1
OG0014495	Om003G120320	AT3G57180.1
OG0014496	Om003G121160	AT3G57910.1
OG0014497	Om003G121520	AT3G58090.1
OG0014498	Om003G121580	AT3G58150.1
OG0014499	Om003G122200	AT3G58480.1
OG0014500	Om003G122360	AT3G58620.1
OG0014501	Om003G123200	AT3G59100.1
OG0014502	Om003G123220	AT3G59140.1
OG0014503	Om003G123230	AT3G59150.1
OG0014504	Om003G123650	AT3G59390.1
OG0014505	Om003G123670	AT3G59410.2
OG0014506	Om003G124240	AT3G59880.1
OG0014507	Om003G124280	AT3G59910.1
OG0014508	Om003G124570	AT3G60080.1
OG0014509	Om003G124920	AT3G60300.2
OG0014510	Om003G125020	AT3G60390.1
OG0014511	Om003G119620	AT3G56690.1
OG0014512	Om003G125610	AT3G60620.1
OG0014513	Om003G125720	AT3G60680.1
OG0014514	Om003G125930	AT3G60860.1
OG0014515	Om003G126030	AT3G61080.2
OG0014516	Om003G126720	AT3G61540.1
OG0014517	Om003G126980	AT3G61680.1
OG0014518	Om003G127250	AT3G61800.1
OG0014519	Om003G127420	AT3G61910.1
OG0014520	Om003G126230, Om003G127520	AT3G61980.1
OG0014521	Om003G127580, Om008G344870	AT3G62000.2
OG0014522	Om003G127590	AT3G62010.1
OG0014523	Om003G127740	AT3G62130.1
OG0014524	Om003G128080	AT3G62450.1
OG0014525	Om003G128600	AT3G62880.1
OG0014526	Om003G128950	AT3G63140.1
OG0014527	Om003G128960	AT3G63150.1
OG0014528	Om003G129130	AT3G63280.4
OG0014529	Om003G129220	AT3G63390.1
OG0014530	Om003G129250	AT3G63420.3
OG0014531	Om003G129340	AT3G63500.2
OG0014532	Om003G129350	AT3G63510.1
OG0014534	Om003G094200	AT1G52690.1
OG0014536	Om002G067200	AT3G45390.1, AT3G45330.1
OG0014537	Om006G252970	AT3G54710.1
OG0014538	Om003G112180, Om006G250940	AT3G56070.1
OG0014539	Om008G357050	AT5G44910.1
OG0014541	Om004G138270	AT1G75530.1
OG0014543	Om008G338510	AT2G35585.1
OG0014544	Om008G338000	AT2G35890.1
OG0014545	Om008G333320	AT2G38680.1
OG0014546	Om004G139730, Om008G323570	AT3G04900.1
OG0014547	Om004G130270	AT1G80320.1
OG0014548	Om004G132800, Om004G132820	AT1G78710.1
OG0014549	Om004G133740	AT1G78150.3
OG0014550	Om004G139950	AT1G74150.1
OG0014551	Om001G026570	AT4G30650.1
OG0014552	Om004G143910, Om002G053680	AT3G10595.1
OG0014553	Om001G028630	AT4G31920.1
OG0014554	Om001G022140	AT4G28160.1
OG0014555	Om001G030600	AT4G33240.1
OG0014556	Om002G047500, Om002G047510	AT3G05400.1
OG0014557	Om005G177580	AT1G02160.2
OG0014558	Om005G185590	AT1G07745.1
OG0014559	Om005G192410	AT1G12860.1
OG0014561	Om005G197000	AT1G16080.1
OG0014562	Om005G208720	AT1G69790.1
OG0014563	Om005G209250	AT1G69540.2
OG0014564	Om005G210970	AT1G68400.1
OG0014565	Om005G215910	AT1G54440.2
OG0014566	Om005G224560	AT1G62340.1
OG0014567	Om002G067860, Om002G067850	AT3G20180.2
OG0014568	Om002G087990	AT2G20250.2
OG0014569	Om002G084950	AT2G18050.1
OG0014570	Om002G074940	AT3G25110.1
OG0014571	Om002G073330, Om004G168810	AT3G24030.1
OG0014572	Om002G067010	AT3G19610.1
OG0014573	Om002G058640	AT3G14020.1
OG0014574	Om002G052980	AT3G10140.1
OG0014575	Om004G170420	AT5G06310.1
OG0014576	Om004G169600	AT5G06980.4
OG0014577	Om008G334900, Om008G334880, Om004G168990	AT5G19170.1
OG0014578	Om001G011070	AT4G23780.1, AT4G23770.1
OG0014579	Om001G007690, Om001G007670	AT4G21690.1
OG0014580	Om001G004020	AT4G19360.1
OG0014581	Om001G000670	AT4G17710.1
OG0014582	Om001G000110	AT4G17280.1
OG0014583	Om007G277120	AT1G32150.1
OG0014584	Om007G289170	AT1G29010.1
OG0014585	Om007G286580	AT4G25560.1
OG0014586	Om007G286310	AT4G25360.1
OG0014589	Om004G161030	AT5G13700.1
OG0014590	Om007G301370	AT5G14400.2
OG0014591	Om007G297000	AT5G17490.1
OG0014592	Om009G363730, Om007G306760	AT5G48630.2
OG0014593	Om007G318220	AT5G41780.1
OG0014594	Om006G247990	AT5G58210.1
OG0014595	Om006G246200	AT5G59430.1
OG0014596	Om006G243790	AT5G22400.1
OG0014597	Om006G243610, Om004G169400	AT5G22210.1
OG0014598	Om006G243550, Om006G243570	AT5G22190.1
OG0014599	Om006G241730	AT5G20030.1
OG0014600	Om006G231340	AT5G65740.2
OG0014601	Om006G230810	AT5G67410.1
OG0014603	Om005G201560	AT1G19610.1
OG0014607	Om005G214170	AT1G66110.1
OG0014611	Om002G084800	AT2G17940.1
OG0014616	Om006G254190	AT3G53820.1
OG0014619	Om008G346300	AT4G09940.2, AT4G09930.1
OG0014620	Om001G033340	AT4G34800.1
OG0014623	Om006G249910	AT5G56960.2
OG0014637	Om001G022560	AT4G28380.1
OG0014639	Om001G022940	AT4G28560.1
OG0014640	Om001G023030	AT4G28590.1
OG0014641	Om001G023140	AT4G28650.1
OG0014642	Om001G023200, Om001G023230	AT4G28680.5
OG0014643	Om001G023360	AT4G28740.1
OG0014644	Om004G135110	AT1G77150.1, AT1G77170.1
OG0014645	Om001G023640	AT4G28950.1
OG0014646	Om001G023650	AT4G28980.1
OG0014647	Om001G023810	AT4G29080.1
OG0014648	Om001G023930	AT4G29150.1
OG0014649	Om001G023950	AT4G29170.1
OG0014650	Om001G024210	AT4G29310.1
OG0014651	Om001G024250	AT4G29330.1
OG0014652	Om001G024440	AT4G29440.1
OG0014653	Om001G024500	AT4G29490.1
OG0014654	Om001G024560	AT4G29540.2
OG0014655	Om001G024690	AT4G29590.1
OG0014656	Om005G196520	AT1G77550.1
OG0014657	Om001G024840	AT4G29740.2
OG0014659	Om001G024970	AT4G29810.2
OG0014660	Om001G024980	AT4G29820.1
OG0014661	Om001G025970	AT4G30310.2
OG0014662	Om001G026830	AT4G30825.1
OG0014663	Om001G026860	AT4G30845.1
OG0014665	Om001G027000	AT4G30900.1
OG0014666	Om001G041910	AT4G38180.1
OG0014667	Om001G027410, Om001G027380	AT4G31115.2
OG0014668	Om001G027490	AT4G31200.1
OG0014669	Om001G027520	AT4G31240.1
OG0014670	Om001G027760	AT4G31390.1
OG0014671	Om001G027800	AT4G31420.2
OG0014672	Om005G186760	AT1G08720.1
OG0014673	Om001G028030	AT4G31600.1
OG0014674	Om001G028380	AT4G31790.1
OG0014675	Om001G028440	AT4G31805.1
OG0014676	Om001G028450	AT4G31810.1
OG0014677	Om001G028580	AT4G31890.1
OG0014678	Om001G028620	AT4G31910.1
OG0014679	Om001G028830	AT4G32060.1
OG0014680	Om001G029140	AT4G32340.1
OG0014681	Om001G029120	AT4G32350.1
OG0014682	Om001G029320	AT4G32420.1
OG0014684	Om001G029580	AT4G32630.2
OG0014685	Om001G030000	AT4G32900.2
OG0014686	Om001G029890	AT4G32810.2
OG0014687	Om001G029840	AT4G32790.1
OG0014689	Om001G032420	AT4G34240.1
OG0014690	Om001G030890	AT4G33490.2
OG0014691	Om001G030950	AT4G33510.1
OG0014692	Om001G030960	AT4G33520.2
OG0014693	Om001G030990	AT4G33540.1
OG0014695	Om001G031450	AT4G33730.1
OG0014696	Om001G032500	AT4G34280.1
OG0014697	Om001G032130	AT4G34140.1
OG0014698	Om001G031870	AT4G33990.1
OG0014699	Om001G031780	AT4G33945.1
OG0014700	Om001G032580	AT4G34360.1
OG0014701	Om001G032560	AT4G34340.1
OG0014702	Om001G032870	AT4G34540.1
OG0014703	Om001G032980	AT4G34620.1
OG0014704	Om002G083200	AT2G16940.2
OG0014705	Om005G220550	AT2G20410.1
OG0014706	Om001G034270	AT4G35250.1
OG0014707	Om001G034400	AT4G35300.1
OG0014708	Om001G034490	AT4G35350.1
OG0014709	Om007G291850	AT1G31160.1
OG0014710	Om007G292140	AT1G31360.3
OG0014711	Om007G292210	AT1G31460.1
OG0014712	Om007G292450	AT1G31780.1
OG0014713	Om007G292470	AT1G31800.1
