Orthogroup	Odontarrhena_muralis	Brassica_rapa
OG0011708	Om005G225800	XP_009112972.1
OG0011709	Om005G225490	XP_009112717.1, XP_033144319.1
OG0011710	Om005G225290	XP_009113042.1
OG0011711	Om005G225080	XP_009112700.1
OG0011712	Om002G056360	XP_009120540.2
OG0011713	Om001G018640	XP_009137576.1
OG0011714	Om003G119590	XP_009116366.1
OG0011715	Om008G328880	XP_009142716.1
OG0011716	Om008G329280	XP_009141928.1
OG0011717	Om008G329350	XP_009133446.1
OG0011718	Om002G051590	XP_009135068.1
OG0011719	Om002G051850	XP_009135985.1
OG0011720	Om002G052070	XP_009146928.1
OG0011721	Om002G052140	XP_009146923.1
OG0011722	Om002G052170	XP_009146920.1
OG0011723	Om002G052620	XP_009135038.1
OG0011724	Om003G114640	XP_009132491.1
OG0011725	Om002G053030, Om004G173440	XP_009146864.1
OG0011726	Om002G053150	XP_009146851.1
OG0011727	Om002G053330	XP_009122899.1
OG0011728	Om002G053770	XP_009135124.1, XP_009146814.1
OG0011729	Om002G053830	XP_009146810.1
OG0011730	Om002G053940	XP_009114935.1, XP_009122597.2
OG0011731	Om002G053950	XP_009122608.1
OG0011732	Om002G054030	XP_009146800.2
OG0011733	Om002G054130	XP_009122550.1
OG0011734	Om002G054260	XP_009146787.1
OG0011735	Om002G055230	XP_009146693.1
OG0011736	Om002G055670	XP_009146651.2
OG0011737	Om003G109320	XP_009118904.1
OG0011740	Om001G006520, Om007G317590	XP_009134049.1
OG0011741	Om008G350050, Om003G111830	XP_009132693.1
OG0011742	Om004G173860	XP_009132686.1
OG0011743	Om003G112040	XP_009132629.1
OG0011744	Om005G203150	XP_009132626.1
OG0011745	Om003G112170	XP_009140875.1
OG0011746	Om003G112470	XP_009119431.1
OG0011747	Om003G112600	XP_033138680.1
OG0011748	Om003G112620	XP_009132601.1
OG0011750	Om001G029630	XP_009127247.1
OG0011751	Om003G113620	XP_009132528.1, XP_009127243.1
OG0011752	Om003G113650	XP_009106741.1
OG0011753	Om003G107200	XP_009149941.1
OG0011754	Om001G021410	XP_009143940.1
OG0011755	Om003G115260	XP_009127149.1, XP_009132463.1
OG0011756	Om003G115760	XP_009119945.2
OG0011757	Om003G115630	XP_009127124.1
OG0011758	Om003G115580	XP_009127128.1, XP_009119933.1
OG0011759	Om003G115940	XP_009119960.1
OG0011760	Om003G116150	XP_009119978.1
OG0011761	Om003G116170	XP_009119981.1
OG0011762	Om003G116640	XP_009120018.1
OG0011763	Om005G226090	XP_009139850.1
OG0011764	Om003G117420	XP_009127002.1
OG0011765	Om003G117600	XP_009120078.1
OG0011766	Om003G117760	XP_009126984.1
OG0011767	Om003G117890	XP_009132354.1
OG0011768	Om003G118230	XP_009120117.2
OG0011769	Om003G118370	XP_009120124.1
OG0011770	Om003G118440	XP_009126960.1
OG0011771	Om006G250390	XP_009120171.1
OG0011772	Om006G249700	XP_009126899.1
OG0011773	Om006G249680	XP_009120231.1
OG0011774	Om006G249600	XP_033138480.1
OG0011775	Om006G249070	XP_009132118.1
OG0011776	Om006G248630	XP_009120290.1, XP_009126815.2
OG0011777	Om006G248400	XP_009120306.1
OG0011778	Om006G248380	XP_009132095.1
OG0011779	Om007G317770	XP_009141268.1
OG0011780	Om005G200140	XP_009124059.1
OG0011781	Om004G161680	XP_009125893.2
OG0011782	Om004G163110	XP_009131241.1
OG0011783	Om004G163180	XP_009121913.1, XP_009125831.1
OG0011784	Om004G163700	XP_009131208.1
OG0011785	Om004G164640	XP_009122013.1
OG0011786	Om004G164780	XP_009125273.2
OG0011788	Om004G165640	XP_009122065.1
OG0011789	Om004G166320	XP_009122115.1
OG0011790	Om006G232920	XP_009150532.1
OG0011791	Om004G166660	XP_009125358.1
OG0011792	Om004G166820	XP_009122515.1
OG0011793	Om003G124420, Om004G166850	XP_009122513.1
OG0011794	Om004G167240	XP_009122482.1
OG0011795	Om004G167320	XP_009122469.1
OG0011796	Om004G167410	XP_009131072.2
OG0011797	Om004G167460	XP_009131070.1
OG0011798	Om004G167600	XP_033142525.1
OG0011799	Om004G168340	XP_009131009.1
OG0011800	Om004G168540	XP_009131003.2
OG0011801	Om004G168950	XP_009122342.1
OG0011802	Om004G169120	XP_009122355.1
OG0011803	Om004G169130	XP_009122357.1
OG0011805	Om001G000950	XP_009136878.1, XP_009131083.1
OG0011806	Om001G001970	XP_033129080.1, XP_033133267.1
OG0011807	Om005G197430	XP_009110450.1
OG0011808	Om001G002340	XP_009131754.1
OG0011809	Om001G002350	XP_009131762.2
OG0011810	Om001G003230	XP_009132439.1
OG0011811	Om001G003650	XP_009132598.1
OG0011812	Om001G003840, Om001G003830	XP_009136999.2
OG0011813	Om001G004980	XP_009137021.1
OG0011814	Om001G005290	XP_009133343.1
OG0011815	Om001G005300	XP_009133354.1
OG0011816	Om001G005430	XP_033129277.1
OG0011817	Om001G005490	XP_009137035.1
OG0011818	Om001G005550	XP_009108460.2
OG0011819	Om001G005810	XP_009133632.1
OG0011820	Om001G005970	XP_009108469.1
OG0011821	Om001G005990	XP_009133798.1
OG0011822	Om001G006020	XP_009133787.1
OG0011823	Om001G006440	XP_018512518.2
OG0011824	Om007G317640, Om001G006480	XP_018509161.1
OG0011825	Om001G006510, Om007G317600	XP_009108521.1
OG0011826	Om001G007500	XP_009134929.1
OG0011827	Om001G007720	XP_009135061.1
OG0011828	Om001G007880	XP_009137211.1, XP_033136533.1
OG0011829	Om001G008390	XP_009135519.1
OG0011830	Om001G008550	XP_009135548.1
OG0011831	Om001G008650	XP_009135649.1
OG0011832	Om001G008740	XP_009135694.2, XP_033144980.1
OG0011833	Om001G008800	XP_018508197.2
OG0011834	Om001G009110	XP_009137260.1
OG0011835	Om001G006090	XP_009136517.1
OG0011836	Om001G010560	XP_009137134.1
OG0011837	Om001G011030	XP_009137362.1
OG0011838	Om001G011130	XP_033143307.1
OG0011839	Om007G308790, Om003G117970	XP_009137444.1
OG0011840	Om001G011280	XP_009137556.2
OG0011841	Om004G137510, Om001G011670	XP_009114862.1
OG0011842	Om001G003970	XP_009114857.1, XP_009151453.1
OG0011843	Om001G011830	XP_009114843.1
OG0011844	Om001G012200	XP_009114796.2
OG0011845	Om001G012320	XP_009151471.1
OG0011846	Om001G012340	XP_033147548.1, XP_009114792.2
OG0011847	Om001G013370	XP_009107928.2
OG0011848	Om001G013590	XP_009114722.1
OG0011849	Om001G013790	XP_009114719.1
OG0011850	Om005G187190	XP_009144616.1
OG0011851	Om001G014930	XP_033146673.1
OG0011852	Om001G015220	XP_009123062.1
OG0011853	Om004G176760	XP_009130651.1
OG0011854	Om001G015730	XP_009123040.2, XP_009145060.1
OG0011855	Om007G287420	XP_033133334.1, XP_033136532.1
OG0011856	Om007G287510	XP_009129552.1
OG0011857	Om007G286990	XP_009107412.1
OG0011858	Om007G287010, Om007G287000	XP_033137611.1
OG0011859	Om001G005330	XP_009107635.2
OG0011860	Om007G287660	XP_009107448.1
OG0011861	Om007G296910	XP_009126192.1
OG0011862	Om007G288350	XP_009113704.1
OG0011863	Om007G288790	XP_009109730.1
OG0011864	Om007G289410	XP_009109683.1
OG0011865	Om007G290060	XP_009102836.1
OG0011866	Om007G290240	XP_009115215.1, XP_009109638.2
OG0011867	Om007G290570	XP_033137259.1
OG0011868	Om007G290650	XP_009109615.1
OG0011869	Om007G291570	XP_009115036.1, XP_009102684.1
OG0011870	Om001G034800	XP_009151919.1
OG0011871	Om001G035760	XP_018511642.1
OG0011872	Om001G036100	XP_009144913.1
OG0011873	Om001G036930	XP_009109347.1
OG0011874	Om001G036950	XP_009140776.1
OG0011875	Om001G037340	XP_009109356.1
OG0011876	Om001G038220	XP_009135514.1
OG0011877	Om001G039260	XP_009109419.1
OG0011878	Om001G039310	XP_009109421.1
OG0011879	Om001G039570	XP_009109427.1
OG0011880	Om001G039640	XP_009138549.1
OG0011881	Om001G040040	XP_009126368.1
OG0011882	Om001G040430	XP_009109473.1
OG0011883	Om001G040840	XP_009109500.2
OG0011884	Om001G040890	XP_033129859.1
OG0011885	Om001G041030	XP_009109510.1
OG0011886	Om001G041060	XP_009101918.1, XP_009140424.1
OG0011887	Om001G041210	XP_009101928.1, XP_009133442.1
OG0011888	Om001G041280	XP_009101931.2
OG0011889	Om001G041410	XP_009109536.1
OG0011890	Om001G041470	XP_009109541.1
OG0011891	Om001G041820	XP_009101954.1
OG0011892	Om001G041800	XP_009109476.1
OG0011893	Om001G041940	XP_009101457.1
OG0011894	Om001G041950	XP_033137105.1, XP_009137090.1
OG0011895	Om007G307680	XP_009144652.1
OG0011896	Om007G313710	XP_009139698.1
OG0011897	Om007G313830	XP_009144669.1
OG0011898	Om007G313960	XP_009108080.1
OG0011899	Om007G313920	XP_009139714.1
OG0011900	Om007G314520	XP_009125057.1
OG0011901	Om007G315130	XP_009139810.1
OG0011902	Om007G315490	XP_033145968.1, XP_009125105.2
OG0011903	Om005G224150, Om005G224280, Om005G224290, Om008G339280	XP_033147209.1
OG0011904	Om008G339150	XP_009143698.1
OG0011905	Om007G292080	XP_009102664.1, XP_009114991.1
OG0011906	Om008G343140, Om007G286270, Om007G286280	XP_009137515.1
OG0011907	Om008G338630	XP_009143664.1
OG0011908	Om008G338940	XP_009133020.1
OG0011909	Om007G317970	XP_009140072.1
OG0011910	Om008G338310	XP_009141504.1
OG0011911	Om008G345910	XP_009134162.1
OG0011912	Om008G345880	XP_033135920.1
OG0011913	Om006G231050	XP_009113533.1
OG0011914	Om001G011180	XP_009134120.1
OG0011915	Om043G376250, Om008G344300	XP_009113518.1, XP_009134118.1
OG0011916	Om043G376300, Om008G344340	XP_009134114.1
OG0011917	Om008G344350, Om043G376310	XP_009113506.1
OG0011918	Om008G344370	NP_001288891.1
OG0011919	Om008G349830	XP_009113622.1
OG0011920	Om008G344460	XP_009134109.1
OG0011921	Om002G082470	XP_009134087.1
OG0011922	Om008G345320	XP_009124769.1
OG0011923	Om008G340490	XP_018514290.1
OG0011924	Om008G340580	XP_033146306.1, XP_009143817.1
OG0011925	Om008G340650	XP_009141351.1
OG0011926	Om008G340760	XP_009143830.1
OG0011927	Om008G340770	XP_009141341.2
OG0011928	Om008G340910	XP_009141336.1
OG0011929	Om008G341050	XP_009143844.1
OG0011930	Om008G341080	XP_009143847.1
OG0011932	Om005G179520	XP_009118749.1
OG0011933	Om008G341480	XP_009114014.1
OG0011934	Om008G341970	XP_009114035.1
OG0011935	Om008G342020	XP_009101834.1
OG0011936	Om008G342560	XP_009101842.1
OG0011937	Om008G342590	XP_033129191.1
OG0011938	Om008G342890	XP_009106518.1
OG0011939	Om008G342820	XP_033137753.1
OG0011940	Om008G346950, Om008G348250	XP_009113598.1
OG0011941	Om003G120300	XP_009108227.1
OG0011942	Om008G349970	XP_018509542.1
OG0011944	Om008G351460	XP_018508921.1
OG0011945	Om008G351810	XP_009124796.1
OG0011946	Om008G352740	XP_018512705.1
OG0011947	Om008G352360	XP_009114650.1
OG0011948	Om008G352160	XP_009114639.2
OG0011949	Om008G352900	XP_009134261.1
OG0011950	Om008G353320	XP_033136297.1
OG0011951	Om008G353430	XP_009133571.1
OG0011952	Om008G353630	XP_009114591.1
OG0011953	Om008G354410	XP_009114543.1
OG0011954	Om008G354460	XP_009114538.1
OG0011955	Om008G355500	XP_009121635.1
OG0011956	Om008G355710	XP_009121716.1
OG0011957	Om008G357680	XP_009101618.1
OG0011958	Om008G358190	XP_009101600.1
OG0011959	Om008G358650	XP_009101577.1
OG0011960	Om008G358860	XP_033139923.1
OG0011961	Om008G359010	XP_009140757.1
OG0011962	Om008G359640	XP_009114377.1
OG0011963	Om008G359670	NP_001288848.1
OG0011964	Om008G360930	XP_009101508.1
OG0011965	Om008G361550	XP_009101482.1
OG0011967	Om001G022620	XP_009108069.1
OG0011968	Om008G362430	XP_009101432.1
OG0011969	Om006G248250	XP_018512356.1, XP_009132093.1
OG0011970	Om003G100250	XP_009139958.1
OG0011971	Om003G106540	XP_009108067.1
OG0011972	Om003G104400	XP_009139649.1
OG0011973	Om003G104340	XP_009139643.1
OG0011974	Om002G074460	XP_009102472.1
OG0011975	Om002G074210	XP_009102501.1
OG0011976	Om003G103980	XP_009144679.1
OG0011977	Om003G103970	XP_009139619.1
OG0011978	Om003G103860	XP_009139609.1
OG0011980	Om003G103610	XP_009107494.1
OG0011981	Om003G103310	XP_009109567.2
OG0011982	Om003G103210	XP_009144691.2
OG0011983	Om003G102670	XP_009107774.1
OG0011984	Om003G102590	XP_009148506.1
OG0011985	Om003G102340	XP_009148149.1
OG0011986	Om003G102160	XP_033143239.1, XP_009107807.1
OG0011987	Om003G102090	XP_009147934.1
OG0011988	Om003G101530	XP_009136694.1
OG0011989	Om003G101340	XP_009136704.1
OG0011990	Om007G316500	XP_009140226.1
OG0011991	Om007G316760	XP_033145686.1
OG0011992	Om007G316900	XP_009139994.1
OG0011993	Om007G316950	XP_009140002.2
OG0011994	Om007G316980	XP_009140004.1
OG0011995	Om007G317070	XP_009140013.1
OG0011996	Om007G317100	XP_009140017.1
OG0011997	Om007G317870	XP_009140064.1
OG0011998	Om007G317780	XP_009140051.1
OG0011999	Om007G318120	XP_009140084.1
OG0012001	Om007G318170	XP_009140091.1
OG0012002	Om007G318460	XP_009140134.1
OG0012003	Om007G318550	XP_009125222.1
OG0012004	Om005G217000	XP_009142492.1, XP_009118155.1
OG0012005	Om008G318850	XP_009118176.1
OG0012006	Om008G318910	XP_009151299.1
OG0012007	Om008G319610	XP_033142835.1, XP_033142832.1
OG0012008	Om008G320120	XP_033147352.1
OG0012009	Om008G320530	XP_009142434.1, XP_009142616.2
OG0012010	Om008G320620	XP_009142427.1
OG0012011	Om003G096130	XP_009142680.1
OG0012012	Om003G126600	XP_009116812.1
OG0012013	Om001G029780	XP_009143187.1, XP_009142384.1
OG0012014	Om008G321470	XP_009143181.1
OG0012015	Om008G322080	XP_009142344.1
OG0012016	Om008G322140	XP_009143144.1
OG0012017	Om008G322710	XP_009143093.1
OG0012018	Om008G322750	XP_009143088.1, XP_009142311.1
OG0012019	Om008G323000	XP_009143065.1
OG0012020	Om008G323230	XP_009143047.1
OG0012021	Om008G323300	XP_009142269.1
OG0012022	Om006G241440	XP_009151680.1
OG0012023	Om008G325530	XP_009142179.1
OG0012024	Om008G325550	XP_009142920.1
OG0012025	Om008G325650	XP_009142912.1
OG0012026	Om008G325800	XP_009142152.1, XP_018513637.1
OG0012027	Om008G326180	XP_033144308.1
OG0012028	Om008G326200	XP_009142084.1
OG0012029	Om008G326420	XP_009142073.1
OG0012030	Om008G327010	XP_009142803.1
OG0012031	Om008G327670	XP_009142026.2
OG0012032	Om008G327420	XP_009133512.1
OG0012033	Om008G327290	XP_009142766.1
OG0012034	Om004G176890	XP_009130643.1
OG0012035	Om004G176610	XP_009122848.2
OG0012036	Om004G176510	XP_009130663.1, XP_033139510.1
OG0012037	Om004G175950	XP_009122796.1
OG0012038	Om004G175260	XP_009125462.1
OG0012039	Om004G174760	XP_009130727.1
OG0012040	Om004G173820	XP_033138490.1
OG0012041	Om004G173800	XP_009130952.1, XP_009122671.1
OG0012042	Om006G240920	XP_033141625.1
OG0012043	Om006G240950	XP_009126363.1
OG0012044	Om006G242080	XP_009126442.1
OG0012045	Om006G242100	XP_009126443.1
OG0012046	Om006G241990	XP_009126436.1, XP_009120820.1
OG0012047	Om006G241890	XP_009131782.1
OG0012048	Om006G242040	XP_009120817.2
OG0012049	Om006G243040	XP_009126510.1
OG0012050	Om006G243050	XP_033138513.1
OG0012051	Om006G243070	XP_009120712.1, XP_009126511.1
OG0012052	Om006G243200	XP_033138656.1
OG0012053	Om006G243720	XP_009120667.1
OG0012054	Om006G243830	XP_009126543.1
OG0012055	Om006G244110	XP_009126550.1
OG0012056	Om004G161170	XP_009121745.1
OG0012057	Om006G245020	XP_009126613.2
OG0012058	Om006G245410	XP_009126624.1
OG0012059	Om006G246850	XP_009120411.1, XP_033139706.1
OG0012060	Om006G247040	XP_009120406.2
OG0012061	Om006G247130	XP_009120398.1, XP_009132024.1
OG0012062	Om006G234370	XP_009130246.1
OG0012063	Om006G234190	XP_009112080.1
OG0012064	Om006G233760	XP_009150446.1
OG0012065	Om006G233750	XP_009150444.1
OG0012066	Om006G233620	XP_009130424.1
OG0012067	Om006G233350, Om003G102440	XP_009150487.1
OG0012068	Om006G233090	XP_009150517.1
OG0012069	Om006G232660	XP_033134617.1, XP_009150804.1
OG0012070	Om006G232500	XP_009112164.2
OG0012071	Om006G232330	XP_009150574.1
OG0012072	Om006G232010	XP_009150606.1
OG0012073	Om006G231730	XP_033128180.1
OG0012074	Om006G231690	XP_009150637.1
OG0012075	Om006G231240	XP_033135179.1
OG0012076	Om005G217480, Om006G259720, Om006G230580	XP_009103438.1
OG0012077	Om006G230520	XP_009103444.1
OG0012078	Om006G230510	XP_009103445.1
OG0012079	Om006G230430	XP_009103452.1
OG0012080	Om006G230400	XP_009103456.1, XP_009129261.1
OG0012081	Om006G230080	XP_009103477.1
OG0012082	Om006G229200	XP_009130571.1
OG0012083	Om006G229140	XP_009112278.1
OG0012084	Om004G157180	XP_009111516.1
OG0012085	Om004G157950	XP_009134528.1
OG0012086	Om005G178110	XP_033134763.1
OG0012087	Om004G157650	XP_009134546.1
OG0012088	Om005G178330	XP_009119706.1
OG0012089	Om005G178600	XP_009118805.1
OG0012090	Om004G158580	XP_009111385.1
OG0012091	Om004G158940	XP_009128522.1
OG0012092	Om004G159080	XP_033142121.1
OG0012093	Om004G159060	XP_033135308.1
OG0012094	Om004G158990	XP_009111339.1
OG0012095	Om004G159020	XP_009111337.1
OG0012097	Om004G159120	XP_009105319.1
OG0012098	Om004G159240	XP_033135294.1
OG0012099	Om004G159410	XP_009128523.1
OG0012100	Om004G159430	XP_009111316.1
OG0012101	Om004G159530	XP_009111310.1
OG0012102	Om004G159650	XP_009111303.1
OG0012103	Om004G159800	XP_009134435.1, XP_009144575.1
OG0012104	Om004G159910	XP_009111287.1
OG0012105	Om004G160170	XP_009134416.2
OG0012106	Om004G160590	XP_009111244.1
OG0012107	Om004G160780	XP_009122143.1
OG0012108	Om004G160790	XP_009122086.1
OG0012109	Om004G160800	XP_009122105.1
OG0012110	Om007G302240	XP_009121963.1
OG0012111	Om007G302290	XP_009121928.1
OG0012112	Om007G302720	XP_009134348.1, XP_009121870.1
OG0012113	Om007G293130	XP_009121796.1
OG0012114	Om007G293110	XP_009121772.1
OG0012115	Om007G293100	XP_009121761.1
OG0012116	Om007G292910	XP_009113937.1
OG0012117	Om007G277410	XP_009101740.1
OG0012118	Om007G277440	XP_009113956.1
OG0012119	Om007G277460	XP_009101746.1
OG0012120	Om008G322640, Om007G277810	XP_009101769.1
OG0012121	Om007G277940	XP_009123898.1
OG0012122	Om007G278280	XP_009141310.1, XP_009143864.1
OG0012123	Om007G278930	XP_009132882.1
OG0012124	Om007G279320	XP_009143971.1
OG0012125	Om007G279570	XP_009132859.1
OG0012126	Om007G279700	XP_009144010.1
OG0012127	Om007G280150	XP_009144052.1
OG0012128	Om007G280200	XP_033144332.1, XP_009144055.1
OG0012129	Om007G280330	XP_009132796.2
OG0012130	Om007G280630	XP_009141174.1, XP_009144227.1
OG0012131	Om007G280700	XP_009141144.1
OG0012132	Om007G281140	XP_009143638.1
OG0012133	Om007G281550	XP_009144297.2
OG0012134	Om007G281970	XP_009141036.1
OG0012135	Om007G281990	XP_009144334.1
OG0012136	Om007G282150	XP_009141026.1, XP_009133837.2
OG0012137	Om007G282170	XP_009144345.1
OG0012138	Om007G282430	XP_009144369.1
OG0012139	Om007G282820	XP_009144394.1
OG0012140	Om007G282840	XP_009130482.1
OG0012141	Om007G282920	XP_009124395.2
OG0012142	Om007G282330	XP_009144359.2
OG0012143	Om007G283230	XP_009140943.1
OG0012144	Om007G283540	XP_009140908.1
OG0012145	Om007G283600	XP_009103688.1
OG0012146	Om007G283690	XP_009140898.1
OG0012147	Om007G283700	XP_009140897.1
OG0012148	Om007G284220	XP_018508546.1, XP_009140835.1
OG0012149	Om007G284280	XP_009103627.1
OG0012150	Om007G284360	XP_009140820.2
OG0012151	Om007G284510	XP_033130654.1
OG0012152	Om007G284520	XP_033145822.1, XP_033138862.1
OG0012153	Om006G253500	XP_009116119.1
OG0012154	Om007G284660	XP_033145827.1
OG0012155	Om007G284640	XP_009103599.1
OG0012156	Om007G285240	XP_009103566.1
OG0012157	Om003G098040	XP_009114863.1
OG0012158	Om008G333830	XP_009117006.1
OG0012159	Om005G194530	XP_009103034.1
OG0012160	Om004G151160	XP_009117016.1
OG0012161	Om004G150310	XP_009140721.1
OG0012162	Om004G150920	XP_009117039.1
OG0012163	Om001G010320	XP_009140699.1
OG0012164	Om001G019440	XP_009143045.1
OG0012165	Om002G042840	XP_009147424.1
OG0012166	Om002G042660	XP_009147437.1, XP_033141055.1
OG0012167	Om002G078900	XP_033141418.1
OG0012168	Om004G177490	XP_009130613.1, XP_009125386.1
OG0012169	Om004G177440	XP_009131184.1
OG0012170	Om001G028750	XP_009138058.1
OG0012171	Om004G172370	XP_009142404.1
OG0012172	Om002G043040	XP_009147403.1
OG0012173	Om002G043080	XP_009147401.1
OG0012174	Om002G044070	XP_009147328.2
OG0012175	Om002G044580	XP_009119091.1
OG0012176	Om002G045100	XP_009134734.1
OG0012177	Om002G045160	XP_009102062.1
OG0012178	Om002G045240, Om002G073580	XP_009102068.1
OG0012179	Om002G045250	XP_009102069.1
OG0012180	Om002G045720	XP_009130412.1
OG0012181	Om002G045830	XP_009125007.1
OG0012182	Om002G045880	XP_009134754.1
OG0012183	Om002G046230	XP_009123985.1
OG0012184	Om002G046320	XP_009124993.1
OG0012185	Om002G046480	XP_009134780.1
OG0012186	Om002G046540	XP_009134785.1
OG0012187	Om001G021820, Om001G021810	XP_033144028.1
OG0012188	Om002G047180	XP_009124067.1, XP_009147267.1
OG0012189	Om002G047490	XP_009147246.1
OG0012190	Om002G047780	XP_009147218.1
OG0012191	Om003G127130	XP_009104344.1
OG0012192	Om002G072490, Om006G260780, Om006G260770	XP_009123713.1
OG0012193	Om002G048950	XP_009129662.1
OG0012195	Om004G170280	XP_009130941.1, XP_018510921.1
OG0012196	Om002G049500	XP_009147127.1
OG0012197	Om002G049570	XP_009134935.1
OG0012198	Om002G049620	XP_009124609.1
OG0012199	Om003G106730	XP_009124260.1
OG0012200	Om002G049890	XP_009147102.1
OG0012201	Om002G049940	XP_009147096.1
OG0012202	Om002G051190	XP_009146979.1
OG0012203	Om008G329850	XP_009141892.2
OG0012204	Om008G329860	XP_009143216.1
OG0012205	Om008G330050	XP_009141887.1
