Orthogroup	Eutrema_salsugineum	Odontarrhena_muralis
OG0017398	XP_006390585.1	Om004G141780
OG0017399	XP_006390604.1	Om004G141990
OG0017400	XP_006390646.1	Om004G142430
OG0017401	XP_024006368.1	Om004G133030
OG0017402	XP_024006487.1, XP_024008175.1	Om004G132670
OG0017403	XP_006389920.1	Om004G132140
OG0017404	XP_006389884.1	Om004G131690
OG0017405	XP_006389878.1	Om004G131600
OG0017406	XP_024010035.1	Om004G131360
OG0017407	XP_006389843.1	Om004G131230
OG0017408	XP_024007674.1	Om004G131110
OG0017409	XP_006389759.1	Om004G130060
OG0017410	XP_006389739.1	Om004G129830
OG0017411	XP_006389717.1	Om004G129650
OG0017412	XP_006389720.2	Om004G129630
OG0017413	XP_006389723.1	Om004G129610
OG0017414	XP_024015488.1	Om002G056860
OG0017415	XP_006407255.1	Om002G057170
OG0017416	XP_006407234.1	Om002G057430
OG0017417	XP_006407197.1	Om002G057840
OG0017418	XP_006407179.1	Om002G058060
OG0017419	XP_006407169.1	Om002G058180
OG0017420	XP_006407067.1	Om002G059570
OG0017421	XP_006407066.1	Om002G059580
OG0017422	XP_024015348.1	Om002G060210
OG0017423	XP_024015252.1	Om002G060320
OG0017424	XP_006407006.1	Om002G060340
OG0017426	XP_024014849.1	Om002G061240
OG0017427	XP_006406850.1	Om002G062240
OG0017428	XP_006406834.1	Om002G062570, Om002G062580
OG0017429	XP_006406806.1	Om002G063150
OG0017430	XP_006406677.1	Om002G064620
OG0017431	XP_006406604.1	Om002G065490
OG0017433	XP_006406547.1	Om002G066170
OG0017434	XP_006406523.1	Om002G066580
OG0017435	XP_024014882.1	Om002G067030
OG0017436	XP_024015804.1	Om002G067070
OG0017437	XP_006406470.1	Om002G067130
OG0017438	XP_006406466.1	Om002G067160
OG0017439	XP_006406465.1	Om002G067170
OG0017440	XP_006406259.1	Om002G069610
OG0017441	XP_006406286.1	Om002G069380
OG0017442	XP_024015699.1	Om002G069360
OG0017443	XP_006406250.1	Om002G069700
OG0017444	XP_006406249.1	Om002G069710
OG0017445	XP_006406162.1	Om002G070790
OG0017446	XP_024012347.1	Om003G112780
OG0017447	XP_006406133.1	Om002G071070
OG0017448	XP_006406064.1	Om002G071850
OG0017449	XP_006418849.1	Om002G072760
OG0017450	XP_006418740.1	Om002G074120
OG0017451	XP_006418738.1	Om002G074130
OG0017452	XP_006418700.1	Om002G074440
OG0017453	XP_006418684.1	Om002G074740
OG0017454	XP_006405235.1	Om004G150520
OG0017455	XP_006418510.1	Om002G076470
OG0017456	XP_006414211.1	Om002G078850
OG0017457	XP_006409693.1	Om008G327400
OG0017458	XP_006409682.1	Om002G079480
OG0017459	XP_006396122.1	Om002G077710
OG0017460	XP_006409677.1	Om002G079560
OG0017461	XP_024016512.1	Om002G080150
OG0017462	XP_006409477.1	Om002G082110
OG0017464	XP_006409337.1	Om002G083750
OG0017465	XP_006409308.1	Om002G084020
OG0017466	XP_006409261.1	Om002G084360
OG0017467	XP_006409244.1	Om002G084530
OG0017468	XP_024016596.1	Om002G085730
OG0017469	XP_024016046.1	Om002G086180
OG0017470	XP_006409058.1	Om002G087000
OG0017471	XP_006408924.1	Om002G087870
OG0017472	XP_006408950.1	Om002G088080
OG0017473	XP_006408957.1	Om002G088170
OG0017474	XP_006412961.1	Om001G022570
OG0017475	XP_006409016.1	Om002G088560
OG0017476	XP_024007387.1	Om008G324690
OG0017477	XP_006409011.2	Om002G088530
OG0017478	XP_006409026.2	Om002G088640
OG0017479	XP_006409030.1	Om002G088650
OG0017480	XP_006392558.1	Om003G089440
OG0017481	XP_024006026.1	Om003G089820
OG0017483	XP_006392620.1	Om003G090190
OG0017484	XP_006392664.1	Om003G090690
OG0017485	XP_024006127.1	Om003G090920
OG0017486	XP_006392683.1	Om003G090950
OG0017487	XP_006392685.1	Om003G090960
OG0017488	XP_006392701.1	Om003G091250
OG0017489	XP_006392735.1	Om003G091870
OG0017490	XP_006392766.2	Om003G092260
OG0017491	XP_006392827.2	Om003G093510
OG0017492	XP_006392834.2	Om003G093530
OG0017493	XP_006392899.1	Om003G094280
OG0017494	XP_006392906.1	Om003G094390
OG0017495	XP_006393128.1	Om003G096790
OG0017496	XP_006393132.1	Om003G096860
OG0017497	XP_006393166.1	Om003G097280
OG0017498	XP_006393197.1	Om003G097640
OG0017499	XP_006393324.1	Om003G098900
OG0017500	XP_006393336.1	Om003G099000
OG0017501	XP_006393338.1	Om003G099030
OG0017502	XP_006393372.1	Om003G099250
OG0017503	XP_006393385.2	Om003G099340
OG0017504	XP_006393423.1	Om003G099650
OG0017505	XP_006414369.2	Om003G100120
OG0017506	XP_024005859.1	Om003G100180
OG0017507	XP_006414446.1	Om003G100890
OG0017510	XP_006415471.1	Om007G291010
OG0017511	XP_006410597.1	Om008G340080
OG0017512	XP_006410589.1	Om008G340150
OG0017513	XP_006403836.1	Om006G256360
OG0017514	XP_006403834.1	Om006G256340
OG0017515	XP_006403779.1	Om006G255650
OG0017516	XP_006403768.1	Om006G255550
OG0017517	XP_024013547.1	Om006G255280
OG0017518	XP_006403738.1	Om006G255250
OG0017519	XP_006403663.1	Om006G254340
OG0017520	XP_006403656.1	Om006G254260
OG0017521	XP_006403655.1	Om006G254250
OG0017522	XP_024013832.1	Om006G254180
OG0017523	XP_024013742.1	Om006G253790
OG0017524	XP_006403576.1	Om006G253280
OG0017525	XP_006403600.1, XP_006391874.1	Om006G253610
OG0017526	XP_006403594.1	Om006G253550
OG0017527	XP_006403513.1	Om006G252660
OG0017528	XP_006403498.1	Om006G252470
OG0017529	XP_006403494.1	Om006G252420
OG0017530	XP_024013354.1	Om006G252030
OG0017531	XP_006403456.1	Om006G251910
OG0017532	XP_006403455.1	Om006G251890
OG0017533	XP_024013443.1	Om006G251640
OG0017534	XP_006403401.1	Om006G251170
OG0017535	XP_006403415.1	Om006G251310
OG0017536	XP_006403024.1	Om006G250890
OG0017537	XP_006402995.2	Om006G250490
OG0017538	XP_006402970.1	Om003G119520
OG0017539	XP_006402891.1	Om003G120420
OG0017540	XP_006402869.1	Om003G120690
OG0017541	XP_006402763.1	Om003G122440
OG0017542	XP_006402746.1	Om003G122640
OG0017543	XP_006402730.1	Om003G123070
OG0017545	XP_006402645.1	Om003G124220
OG0017546	XP_006402584.1	Om003G125080
OG0017547	XP_006403854.1	Om006G256570
OG0017549	XP_006402540.1	Om003G125880
OG0017550	XP_024013020.1	Om003G127260
OG0017551	XP_006402401.1	Om003G127790
OG0017552	XP_006402361.1	Om003G128200
OG0017553	XP_006402348.2	Om003G128360
OG0017554	XP_024012904.1	Om003G129190
OG0017555	XP_006402274.1	Om003G129270
OG0017556	XP_006402529.1	Om003G125980
OG0017557	XP_006392578.1	Om003G089690
OG0017558	XP_006392855.1	Om003G093840
OG0017559	XP_006392895.1	Om003G094250, Om003G094230
OG0017560	XP_006393053.1	Om003G095900
OG0017562	XP_006414438.1	Om003G100840
OG0017563	XP_006418981.1	Om006G267300
OG0017564	XP_006404333.1	Om006G263850
OG0017565	XP_006404099.1	Om006G259680
OG0017566	XP_024013522.1	Om006G256130
OG0017567	XP_006403835.1	Om006G256350
OG0017568	XP_006403906.1	Om006G257150
OG0017569	XP_006403735.1	Om006G255220
OG0017570	XP_006403731.2	Om006G255170, Om006G255180
OG0017572	XP_006403581.1	Om006G253340
OG0017573	XP_006403578.1	Om006G253300
OG0017574	XP_006403570.1	Om006G253230
OG0017575	XP_006403483.1	Om006G252200
OG0017576	XP_006403434.1	Om006G251630
OG0017577	XP_006403035.1	Om006G251020
OG0017578	XP_006403003.1	Om006G250620
OG0017579	XP_006402774.1	Om003G122300
OG0017580	XP_006402314.1	Om008G343250, Om003G128820
OG0017581	XP_006393794.1	Om006G229090
OG0017584	XP_006398483.1	Om005G206450
OG0017586	XP_024010108.1	Om008G353330
OG0017587	XP_006396869.1	Om008G351790
OG0017588	XP_006410642.1	Om008G339500, Om008G339490
OG0017589	XP_006410749.1	Om008G338080
OG0017590	XP_006411048.1	Om008G333960
OG0017592	XP_006411228.1	Om008G331160
OG0017593	XP_006411382.1	Om008G328600
OG0017595	XP_006411458.1	Om008G327640
OG0017597	XP_006411533.1	Om008G326330
OG0017598	XP_006416957.1	Om008G319910
OG0017599	XP_006389919.1	Om004G132120
OG0017600	XP_024009441.1	Om004G134160, Om001G019790
OG0017602	XP_006390364.1	Om004G138770
OG0017604	XP_006390606.1	Om004G142020
OG0017605	XP_024005815.1	Om001G021970
OG0017606	XP_006412992.1	Om001G022070
OG0017607	XP_006412747.1	Om001G025520
OG0017608	XP_006412676.1	Om001G026650
OG0017609	XP_006412571.1	Om001G028160
OG0017610	XP_006412364.1	Om001G030730
OG0017611	XP_024005650.1	Om001G030630
OG0017612	XP_006412205.1	Om001G032970
OG0017613	XP_024010655.1	Om006G244700
OG0017614	XP_024009088.1	Om005G178050
OG0017616	XP_006418182.2	Om005G181020
OG0017617	XP_006417997.1	Om005G183080
OG0017618	XP_006417878.2	Om005G184300, Om003G100730
OG0017619	XP_006417868.1	Om005G184390
OG0017620	XP_006417719.1	Om005G186110
OG0017621	XP_006417710.1	Om005G186220
OG0017622	XP_024008082.1	Om005G190850
OG0017623	XP_024008681.1	Om005G194170
OG0017624	XP_006417021.1	Om005G194470
OG0017625	XP_006416907.1	Om005G196140
OG0017627	XP_006416461.1	Om005G201830
OG0017628	XP_006416197.1	Om005G204950
OG0017629	XP_006416128.1	Om005G205680
OG0017630	XP_006390805.1	Om005G206710
OG0017631	XP_006390873.1	Om005G207540
OG0017632	XP_006390943.1	Om005G208430
OG0017633	XP_006391004.1	Om005G200190, Om005G209290
OG0017634	XP_006391058.1	Om005G209810
OG0017635	XP_006391148.1	Om005G211040
OG0017637	XP_006392401.1	Om005G218070, Om011G365330
OG0017638	XP_024013652.1	Om005G221530
OG0017639	XP_006391865.1	Om005G224820
OG0017641	XP_006391662.1	Om005G227810
OG0017642	XP_024016031.1	Om002G087910
OG0017643	XP_006409442.1	Om002G082450
OG0017644	XP_006413772.1	Om001G007420
OG0017645	XP_024015076.1	Om002G072130
OG0017647	XP_006406582.2	Om002G065680
OG0017648	XP_024015250.1	Om002G061200
OG0017649	XP_024011659.1	Om001G022060
OG0017650	XP_006407300.1	Om002G056590
OG0017651	XP_006407462.1	Om002G054580
OG0017652	XP_006407621.2	Om002G052710
OG0017653	XP_024014862.1	Om002G051080
OG0017654	XP_006407977.2	Om002G048620
OG0017655	XP_006406070.2	Om003G105800
OG0017656	XP_006408176.1	Om002G046330
OG0017657	XP_024014876.1	Om002G042880
OG0017658	XP_024012514.1	Om004G174950
OG0017659	XP_024012025.1	Om004G170730
OG0017660	XP_024004734.1	Om001G018000
OG0017661	XP_024011937.1	Om004G170080
OG0017662	XP_006399183.1	Om004G169510, Om004G169530
OG0017663	XP_006400999.1	Om004G169440, Om006G246710
OG0017664	XP_024012071.1	Om004G169300
OG0017665	XP_006404532.1	Om004G156890
OG0017666	XP_006396220.1	Om004G157250
OG0017667	XP_024013864.1	Om018G373900, Om004G153190
OG0017668	XP_006413646.1	Om001G009190
OG0017669	XP_006413686.2	Om001G008660
OG0017670	XP_006413810.1	Om001G006890
OG0017672	XP_006415464.2	Om007G291090
OG0017673	XP_006415656.1	Om007G288820
OG0017674	XP_006415727.1	Om007G288110
OG0017675	XP_006393625.1	Om007G287810
OG0017676	XP_006393680.1	Om007G287470
OG0017677	XP_006393589.1	Om007G287290
OG0017678	XP_024005697.1	Om007G286120
OG0017680	XP_006402846.2	Om007G280660
OG0017682	XP_006409898.1	Om007G283390
OG0017683	XP_006409876.1	Om007G283560
OG0017684	XP_006408713.1	Om007G284760
OG0017685	XP_024012633.1	Om004G167270
OG0017686	XP_006399487.1	Om004G166110
OG0017687	XP_024012214.1	Om004G163370
OG0017688	XP_006395094.1	Om007G304220
OG0017689	XP_024014554.1	Om007G316640
OG0017690	XP_006405509.1	Om007G316810
OG0017691	XP_006405386.1	Om007G318010
OG0017692	XP_006395635.1	Om006G273120
OG0017693	XP_006401402.1	Om003G118040
OG0017694	XP_006401005.2	Om006G246760
OG0017695	XP_006400970.1	Om006G246330
OG0017696	XP_006400796.1	Om006G244350
OG0017699	XP_006394860.2	Om006G240800
OG0017700	XP_024006776.1	Om006G234330
OG0017701	XP_006394061.1	Om006G232020
OG0017703	XP_006417693.1	Om005G186380
OG0017704	XP_024016454.1, XP_024016461.1	Om004G144910, Om004G144930
OG0017718	XP_024013768.1	Om006G254220
OG0017719	XP_006403791.2	Om006G255800, Om005G209030
OG0017721	XP_006394730.2	Om006G239430
OG0017724	XP_024015414.1	Om001G028050
OG0017725	XP_024004448.1, XP_006412755.1, XP_024004655.1	Om001G025710, Om001G025700
OG0017731	XP_006394368.2	Om006G235190, Om006G235180
OG0017738	XP_024004892.1	Om005G219540
OG0017752	XP_006412922.1	Om001G023280
OG0017754	XP_024005082.1	Om001G027450
OG0017755	XP_006412544.1	Om001G028500
OG0017756	XP_006412501.1	Om006G261370, Om001G029030
OG0017758	XP_006391232.1	Om001G011930
OG0017759	XP_006412180.1	Om001G033370
OG0017760	XP_006412144.1	Om001G033900
OG0017762	XP_006415220.1	Om007G276990
OG0017763	XP_006415198.1	Om007G276840
OG0017764	XP_006415183.1	Om007G276770
OG0017765	XP_024004310.1	Om007G276510
OG0017768	XP_006392197.1	Om005G220160
OG0017769	XP_006392187.1	Om005G220390
OG0017770	XP_006392142.1	Om005G221170
OG0017771	XP_006391954.1	Om005G223920
OG0017773	XP_006398514.1	Om006G275430
OG0017778	XP_006395744.1	Om006G274280
OG0017779	XP_006395738.1	Om006G274190
OG0017780	XP_024006973.1	Om006G274100
OG0017781	XP_006395709.2	Om006G274010
OG0017782	XP_024007555.1	Om006G272250
OG0017784	XP_006395459.1	Om006G271350
OG0017786	XP_006395394.1	Om006G270900
OG0017788	XP_006395295.1	Om006G269390
OG0017790	XP_024009542.1	Om005G213780
OG0017791	XP_006391326.1	Om005G214430
OG0017792	XP_006391540.1	Om005G214800
OG0017793	XP_006391541.1	Om005G214810
OG0017795	XP_006391628.1	Om005G228360
OG0017796	XP_024004808.1	Om005G226190, Om005G226160
OG0017797	XP_006407643.1	Om002G052380
OG0017798	XP_006413030.1	Om001G021430
OG0017799	XP_006407413.1	Om002G055340
OG0017802	XP_006402037.1	Om003G111930
OG0017803	XP_006401964.1	Om003G112650
OG0017804	XP_006401780.1	Om001G030180
OG0017806	XP_006414062.1	Om001G002810
OG0017807	XP_006401612.1	Om003G115840
OG0017808	XP_024012168.1	Om003G115490
OG0017809	XP_006401236.1	Om006G249650
OG0017810	XP_006401179.1	Om006G248680
OG0017811	XP_006399818.1	Om004G161580
OG0017812	XP_006399789.1	Om004G161950
OG0017813	XP_006399667.1	Om004G163500
OG0017814	XP_024012216.1	Om004G165750
OG0017815	XP_006399483.2	Om004G166150
OG0017816	XP_006399411.1	Om004G166920
OG0017817	XP_006399350.2	Om004G167370
OG0017818	XP_006399344.2	Om004G167450
OG0017819	XP_006399340.2	Om004G167470
OG0017821	XP_006399233.1	Om004G168730
OG0017822	XP_024012713.1	Om004G168750
OG0017823	XP_024005778.1	Om001G000630
OG0017824	XP_006414173.1	Om001G001050
OG0017825	XP_024015495.1	Om002G072110
OG0017827	XP_006413978.1	Om001G004140
OG0017828	XP_006413796.1	Om001G007050
OG0017829	XP_006413642.1	Om001G009220
OG0017831	XP_024004506.1	Om001G010810
OG0017832	XP_006415085.1	Om001G012310
OG0017833	XP_006397426.1	Om001G013600
OG0017834	XP_024008645.1	Om001G013630
OG0017836	XP_006396019.1	Om001G014820
OG0017837	XP_006393725.1	Om001G015370
OG0017838	XP_006393752.2	Om001G015600
OG0017840	XP_006415632.1	Om007G289110
OG0017841	XP_024008822.1	Om007G290450
OG0017842	XP_006415521.2	Om007G290500
OG0017843	XP_006415460.1	Om007G291130
OG0017844	XP_006415452.1	Om007G291230
OG0017845	XP_024005255.1	Om001G034780
OG0017846	XP_006412074.1	Om001G035010
OG0017847	XP_006411926.1	Om001G037400
OG0017848	XP_006411913.1	Om001G037710
OG0017850	XP_006411881.1	Om001G038240
OG0017852	XP_006411826.1	Om001G039120
OG0017853	XP_006390828.1, XP_006404950.2	Om002G044650
OG0017854	XP_006411752.1	Om001G040220
OG0017857	XP_006405768.1	Om007G314670
OG0017858	XP_024014627.1	Om007G315640
OG0017859	XP_006410652.1	Om008G339370
OG0017861	XP_006397211.1	Om008G343770
OG0017862	XP_024010396.1	Om008G329600
OG0017864	XP_006410511.2	Om005G218900, Om005G228170
OG0017865	XP_006403365.2, XP_006391491.1	Om008G342350
OG0017866	XP_024013226.1	Om008G342660
OG0017867	XP_006411358.1	Om004G171360
OG0017868	XP_006397115.2	Om008G346420
OG0017869	XP_006397087.1	Om008G347120
OG0017870	XP_024010203.1	Om008G347430
OG0017873	XP_006396987.1	Om008G350570
OG0017874	XP_006396919.1	Om008G351430
OG0017875	XP_006396830.1	Om008G352710
OG0017876	XP_006396745.1	Om008G353470
OG0017878	XP_006398229.1	Om008G358470
OG0017879	XP_006398266.1	Om008G358850
OG0017880	XP_006398329.1	Om008G359920
OG0017881	XP_006398356.1	Om008G360960
OG0017883	XP_024011098.1	Om008G361690
OG0017885	XP_006398482.1	Om005G212750
OG0017887	XP_024013035.1	Om003G106010
OG0017889	XP_006391711.1	Om003G105240
OG0017890	XP_006414983.1	Om003G104800
OG0017893	XP_006414944.1	Om003G104300
OG0017894	XP_006414881.2	Om003G103890
OG0017896	XP_006414819.1	Om003G103510
OG0017897	XP_024004685.1	Om003G103500
OG0017899	XP_006414741.1	Om003G103190
OG0017901	XP_006414483.2	Om003G101360
OG0017903	XP_006405484.1	Om007G317060
OG0017905	XP_006397904.1	Om008G319950
OG0017906	XP_006397879.1	Om008G320230
OG0017908	XP_006397727.2	Om008G322150
OG0017909	XP_006397715.2	Om008G322260
OG0017910	XP_024010853.1	Om008G323030
OG0017911	XP_006397602.1	Om008G323840
OG0017912	XP_006411585.1	Om008G325660
OG0017913	XP_006411570.1	Om008G325840
OG0017914	XP_006411565.2	Om008G325990
OG0017915	XP_006411549.1	Om008G326150
OG0017917	XP_024003726.1	Om008G326920
OG0017918	XP_024012073.1	Om004G177000
OG0017919	XP_006398594.1	Om004G176980
OG0017920	XP_006398595.1	Om004G176970
OG0017921	XP_006398607.1	Om004G176830
OG0017922	XP_006398646.1	Om004G176400
OG0017923	XP_006402585.1	Om003G125070
OG0017925	XP_024012692.1	Om006G241290
OG0017926	XP_006400640.1	Om006G242470
OG0017927	XP_024011643.1	Om006G245330
OG0017928	XP_006400940.1	Om006G245920
OG0017929	XP_024012312.1	Om006G247120
OG0017930	XP_006394149.1	Om006G232960
OG0017931	XP_024007340.1	Om006G232670
OG0017932	XP_006393844.1	Om006G229600
OG0017933	XP_006393823.1	Om006G229430
OG0017934	XP_024007115.1	Om006G229250
OG0017936	XP_024010010.1	Om004G157070
OG0017937	XP_006396202.2	Om004G157080
OG0017938	XP_006396218.1	Om004G157240
OG0017940	XP_006396291.2	Om004G158150
OG0017941	XP_006396297.1	Om004G158220
OG0017942	XP_024009966.1	Om004G158600
OG0017943	XP_006396448.1	Om004G159830
OG0017944	XP_024016719.1	Om007G278420
OG0017945	XP_006410310.1	Om007G280050
OG0017946	XP_024003978.1	Om007G282130
OG0017947	XP_006410032.1	Om007G282260
OG0017948	XP_024008089.1	Om005G185710
OG0017949	XP_006408649.2	Om007G285050
OG0017950	XP_006392929.2	Om003G094630
OG0017951	XP_006398015.1	Om004G149300
OG0017953	XP_006408511.1	Om002G042680
OG0017954	XP_006408523.1	Om002G042590
OG0017955	XP_006407958.2	Om002G048870
OG0017956	XP_006408541.2	Om002G042420
OG0017957	XP_006408561.1	Om002G042100
OG0017958	XP_024015108.1	Om002G042050
OG0017959	XP_006398549.1	Om004G175720
OG0017961	XP_006398560.1	Om004G177380
OG0017965	XP_006413141.1	Om001G018870
OG0017966	XP_006408374.1	Om002G044240
OG0017967	XP_006408316.1	Om002G044790
OG0017968	XP_006408299.1	Om002G045000
OG0017969	XP_006408295.2	Om002G045040
OG0017970	XP_006408289.1	Om002G045110
OG0017972	XP_006408181.1	Om002G046270
OG0017973	XP_006408173.1	Om002G046360
OG0017974	XP_006408155.1	Om002G046570
OG0017975	XP_006407523.1	Om002G053750
OG0017976	XP_024015016.1	Om002G047450
OG0017977	XP_024015017.1	Om002G047440
OG0017978	XP_006408049.1	Om002G047810
OG0017979	XP_006408033.1	Om002G048070
OG0017982	XP_006407816.1	Om002G050400
OG0017983	XP_006407782.1	Om002G050700
OG0017984	XP_006409431.1	Om002G051210
OG0017986	XP_006411162.1	Om008G332090
OG0017987	XP_006410800.1	Om008G337400
OG0017989	XP_006410810.1	Om008G337240
OG0017991	XP_024003916.1	Om008G334390
OG0017993	XP_006416922.1	Om005G196020
OG0017994	XP_006416898.1	Om005G196240
OG0017995	XP_006416895.1	Om005G196270
OG0017996	XP_006416760.2	Om005G197910
OG0017997	XP_024008240.1	Om005G199000
OG0017998	XP_006416615.1	Om005G199890
OG0017999	XP_006416593.2	Om005G200280
OG0018000	XP_006416540.1	Om005G200900
OG0018001	XP_006416425.1	Om005G202310
OG0018002	XP_006416420.1	Om005G202360
OG0018003	XP_006416418.1	Om005G202370
OG0018004	XP_006416414.1	Om005G202420
OG0018005	XP_006416293.1	Om005G203830
OG0018008	XP_006416152.1	Om005G205350
OG0018009	XP_006416115.1	Om004G143440
OG0018010	XP_006416062.1	Om004G144370
OG0018011	XP_024008463.1	Om004G145140
OG0018013	XP_006415862.1	Om004G147370
OG0018014	XP_006415788.1	Om004G148240
OG0018015	XP_006413428.1	Om007G286050
OG0018016	XP_006413361.2	Om007G285860
OG0018019	XP_024014210.1	Om004G151390
OG0018028	XP_006404692.1	Om004G153750
OG0018030	XP_006417141.1	Om005G192970
OG0018031	XP_006393717.1	Om005G190150
OG0018032	XP_006417447.1	Om005G189250
OG0018033	XP_006417553.1	Om005G187880
OG0018034	XP_006417629.1	Om005G186960
OG0018035	XP_006417772.1	Om005G185580
OG0018036	XP_006417810.1	Om005G185080
OG0018037	XP_006390316.1	Om005G183580
OG0018038	XP_006417962.1	Om005G183470
OG0018039	XP_006418006.1	Om005G182960
OG0018040	XP_006418024.1	Om005G182820
OG0018041	XP_006418081.1	Om005G182100
OG0018042	XP_006418090.1	Om005G181980
OG0018043	XP_006418164.1	Om005G181170
OG0018044	XP_006418166.1	Om005G181150
OG0018045	XP_006404782.1	Om005G180470
OG0018046	XP_006418304.1	Om005G179560
OG0018047	XP_006418400.1	Om005G178700
OG0018048	XP_006418423.2	Om005G178450
OG0018049	XP_006418473.1	Om005G177830
OG0018050	XP_006418474.2	Om005G177820
