Orthogroup	Eutrema_salsugineum	Aethionema_saxatile
OG0014144	XP_006404422.1	As010G224070
OG0014145	XP_006404425.1	As010G224080
OG0014146	XP_006418880.1	As010G224430
OG0014147	XP_006418895.1	As010G224560
OG0014148	XP_024009503.1, XP_006418935.1	As010G224690
OG0014149	XP_006390520.1	As010G224760, As010G239800
OG0014150	XP_006418991.1	As010G224910
OG0014151	XP_024009638.1	As010G224950
OG0014152	XP_006419019.1	As010G225130
OG0014153	XP_006419047.1	As010G225300
OG0014154	XP_006419053.1	As010G225330
OG0014155	XP_024009629.1	As010G225640
OG0014156	XP_006419082.2	As010G225710
OG0014157	XP_006419096.1	As010G225910
OG0014158	XP_006404482.1	As010G226360
OG0014159	XP_006404510.2	As010G226380
OG0014160	XP_006404508.1	As010G226390
OG0014161	XP_006408048.1	As010G226450
OG0014162	XP_006397751.1	As010G226470
OG0014163	XP_024010016.1	As010G227120
OG0014164	XP_024005973.1	As010G227490
OG0014165	XP_006391243.1	As010G228100
OG0014166	XP_006391259.1	As010G228260
OG0014167	XP_006391214.1	As010G228610
OG0014168	XP_006391805.1	As010G229030
OG0014169	XP_024009267.1	As010G229940
OG0014170	XP_006391200.1	As010G230020
OG0014171	XP_006391118.1	As010G231210
OG0014172	XP_024008091.1	As010G231600
OG0014173	XP_006389809.1	As010G231660
OG0014174	XP_006391037.1	As010G232280
OG0014175	XP_006391030.1	As010G232400
OG0014176	XP_006391025.1	As010G232460
OG0014177	XP_006391022.1	As010G232480
OG0014178	XP_006391000.2	As010G232660
OG0014179	XP_006390949.1	As010G232980
OG0014180	XP_024009526.1	As010G233270
OG0014181	XP_006390864.1	As010G233520
OG0014182	XP_006390857.1	As010G233580
OG0014183	XP_006390802.2	As010G234030
OG0014184	XP_006390793.1	As010G234120
OG0014185	XP_006390784.1	As010G234200
OG0014186	XP_006390774.1	As010G234270
OG0014187	XP_006390769.1	As010G234310
OG0014188	XP_006390750.1	As010G234500
OG0014189	XP_006390734.2	As010G234660
OG0014190	XP_006390733.1	As010G234670
OG0014191	XP_006390720.1	As010G234830
OG0014192	XP_006390719.1	As010G234840
OG0014193	XP_006390010.1	As010G235250
OG0014194	XP_006390062.1	As010G235700
OG0014195	XP_024012878.1	As010G235750
OG0014196	XP_024009017.1	As010G235850
OG0014197	XP_006390103.1	As010G236170
OG0014198	XP_006390107.1	As010G236210
OG0014199	XP_006390124.1	As010G236330
OG0014200	XP_024009233.1, XP_006405096.1	As010G236400
OG0014201	XP_024012523.1	As010G236510
OG0014202	XP_024004305.1	As010G236710
OG0014203	XP_006390178.1	As010G236900
OG0014204	XP_006390206.1	As010G237150
OG0014205	XP_006390240.1	As010G237430
OG0014206	XP_006390242.1	As010G237450
OG0014207	XP_006390245.1	As010G237480
OG0014208	XP_006390258.1	As010G237620
OG0014209	XP_006390274.1	As010G237720, As010G237730
OG0014210	XP_006390293.2	As010G237950
OG0014211	XP_006390320.1	As010G238240
OG0014212	XP_024009138.1	As010G238250
OG0014213	XP_006390348.1	As010G238460
OG0014214	XP_006390351.1	As010G238490
OG0014215	XP_024006419.1	As010G238660
OG0014216	XP_006390389.1	As010G238750
OG0014217	XP_006390400.1	As010G238840
OG0014218	XP_006390424.1	As010G239070
OG0014219	XP_024009312.1	As010G239120
OG0014220	XP_006390436.1	As010G239190
OG0014221	XP_006390446.1	As010G239250
OG0014222	XP_006390460.1, XP_024005491.1	As010G239310
OG0014223	XP_006390464.1	As010G239370
OG0014224	XP_024008423.1	As010G239500
OG0014225	XP_006390488.1	As010G239550
OG0014226	XP_024012593.1	As010G239640
OG0014227	XP_006390499.1	As010G239680
OG0014228	XP_024005661.1, XP_006390503.1	As010G239710
OG0014229	XP_006390509.1	As010G239780
OG0014230	XP_006390515.2	As010G239840
OG0014231	XP_006390552.1	As010G240170
OG0014232	XP_006390576.1	As010G240460
OG0014233	XP_006390583.1	As010G240520
OG0014235	XP_006390620.1	As010G241000
OG0014236	XP_006390635.1	As010G241090
OG0014237	XP_006390639.1	As010G241110
OG0014238	XP_006416703.1	As010G241140
OG0014239	XP_006390653.1	As010G241290
OG0014240	XP_006390654.1	As010G241300
OG0014241	XP_006390660.1	As010G241360
OG0014242	XP_006390680.1	As010G241540
OG0014243	XP_024006415.1	As010G242280
OG0014244	XP_006389933.1	As010G242370
OG0014245	XP_006389923.1	As010G242460
OG0014246	XP_006389918.1	As010G242520
OG0014247	XP_006389900.1	As010G242700
OG0014248	XP_024007596.1	As010G242730
OG0014249	XP_006389896.1	As010G242740
OG0014250	XP_006389889.1	As010G242820
OG0014251	XP_024007290.1	As010G242840
OG0014252	XP_006389840.1	As010G243300
OG0014253	XP_006389819.1	As010G243500
OG0014254	XP_006389789.1	As010G243810
OG0014255	XP_024015648.1	As010G243820
OG0014256	XP_006389782.2	As010G243870
OG0014257	XP_006389781.1	As010G243880
OG0014258	XP_006404811.2	As010G243930
OG0014259	XP_006389743.1	As010G244260
OG0014260	XP_006389706.1	As010G244320
OG0014261	XP_006389710.2	As010G244350
OG0014262	XP_006389713.1	As010G244400
OG0014263	XP_006389730.1	As010G244520
OG0014264	XP_006389729.1	As010G244540
OG0014265	XP_024015631.1	As011G244620
OG0014266	XP_024015181.1	As011G244770
OG0014267	XP_006407250.1	As011G245060
OG0014268	XP_006407158.1	As011G245830
OG0014269	XP_006407155.2	As011G245850
OG0014270	XP_006401735.1	As011G246030
OG0014271	XP_006407133.1	As011G246090
OG0014272	XP_024015748.1	As011G246100
OG0014274	XP_006407065.1	As011G246740
OG0014275	XP_024015658.1	As011G247010
OG0014276	XP_006407033.2	As011G247030
OG0014277	XP_024015570.1	As011G247070
OG0014278	XP_006407007.1	As011G247260
OG0014279	XP_024015676.1	As011G247390
OG0014280	XP_006406949.1	As011G247780
OG0014281	XP_006406944.1	As011G247810
OG0014282	XP_006406903.1	As011G248110
OG0014283	XP_006397354.1	As011G248170
OG0014284	XP_006406885.1	As011G248250
OG0014285	XP_006406879.2	As011G248270
OG0014286	XP_006406842.1	As011G248530
OG0014287	XP_006406827.1	As011G248810
OG0014288	XP_006406804.1	As011G249010
OG0014289	XP_006406781.1	As011G249160
OG0014290	XP_006406758.1	As011G249310
OG0014291	XP_006406747.1	As011G249390
OG0014292	XP_006406710.1	As011G249690
OG0014293	XP_006406706.1	As011G249720
OG0014294	XP_006406686.1	As011G249890
OG0014295	XP_024015425.1	As011G250090
OG0014296	XP_006406634.1	As011G250310
OG0014297	XP_006409867.1	As011G250510
OG0014298	XP_006406597.1	As011G250580
OG0014299	XP_006406574.1	As011G250790
OG0014300	XP_006406566.1	As011G250890
OG0014301	XP_006406554.1	As011G251000
OG0014303	XP_006406526.1	As011G251290
OG0014304	XP_006406525.1	As011G251300
OG0014305	XP_006406524.1	As011G251310
OG0014306	XP_006393215.1	As011G251430, As012G272630
OG0014307	XP_006406500.1	As011G251500
OG0014308	XP_006406498.1	As011G251560
OG0014309	XP_006393201.1	As011G251670, As012G272520
OG0014310	XP_024015576.1	As011G251870
OG0014311	XP_006406446.1	As011G251960
OG0014312	XP_006406445.1	As011G251990
OG0014313	XP_024015782.1	As011G252530
OG0014315	XP_006406387.1	As011G252650
OG0014316	XP_024014588.1	As011G252760
OG0014317	XP_006406376.1	As011G252790
OG0014318	XP_006406374.2	As011G252810
OG0014319	XP_006406350.1	As011G253030
OG0014320	XP_024015533.1	As011G253090
OG0014321	XP_006406339.1	As011G253100
OG0014322	XP_006406337.1	As011G253120
OG0014323	XP_006406261.1	As011G253430
OG0014324	XP_006406277.1	As011G253560
OG0014325	XP_006406279.1	As011G253580
OG0014326	XP_006406288.1	As011G253640
OG0014327	XP_006406290.1	As011G253660
OG0014328	XP_006406245.1	As011G253780
OG0014329	XP_006406231.1	As011G253990
OG0014330	XP_006406146.1	As011G254550
OG0014331	XP_006400559.1	As011G254770
OG0014332	XP_006406120.1	As011G254790
OG0014333	XP_006406105.1	As011G254940
OG0014334	XP_006406031.1	As011G255360
OG0014335	XP_006406017.1	As011G255450
OG0014336	XP_024015207.1	As011G255470
OG0014337	XP_006418850.1	As011G255650
OG0014338	XP_006414825.1	As011G255740
OG0014339	XP_024009589.1	As011G256210, As011G256220
OG0014340	XP_006418767.2	As011G256380
OG0014341	XP_006396125.1	As011G256480
OG0014342	XP_006418748.1	As011G256500
OG0014343	XP_006418747.1	As011G256510
OG0014344	XP_024009222.1	As011G256810
OG0014345	XP_006418696.1	As011G256930
OG0014346	XP_024009561.1	As011G257740
OG0014347	XP_006418643.1	As011G257750
OG0014348	XP_006418633.1	As011G258100
OG0014349	XP_006418554.1	As011G258780
OG0014350	XP_024009525.1	As011G258790
OG0014351	XP_006418560.1	As011G258880
OG0014352	XP_006409685.1	As011G259220
OG0014353	XP_006409175.1	As011G260760
OG0014354	XP_006407652.1	As011G260990
OG0014355	XP_006408983.1	As011G261150
OG0014356	XP_006418587.1	As011G261300
OG0014357	XP_006418586.1	As011G261310
OG0014358	XP_006396126.1	As011G261430
OG0014359	XP_006396130.1	As011G261500
OG0014360	XP_006396136.1	As011G261560
OG0014361	XP_006396162.1	As011G261670
OG0014362	XP_006409704.1, XP_006408827.1	As011G261790
OG0014363	XP_006409544.1	As011G261840
OG0014364	XP_006409701.1	As011G261870
OG0014365	XP_006409674.1	As011G262050
OG0014366	XP_006409665.1	As011G262170
OG0014367	XP_006409659.1	As011G262210
OG0014368	XP_006409645.1	As011G262330
OG0014369	XP_006409644.1	As011G262340
OG0014370	XP_006412366.1	As011G262390
OG0014371	XP_006409633.1	As011G262400
OG0014372	XP_006409621.1	As011G262460
OG0014373	XP_006409603.1	As011G262570
OG0014374	XP_006417748.1	As011G262660
OG0014375	XP_024016464.1	As011G262940
OG0014376	XP_024016644.1	As011G262990
OG0014377	XP_024016593.1	As011G263040
OG0014378	XP_006409440.1	As011G263350
OG0014379	XP_024007635.1	As011G263450
OG0014380	XP_006409406.1	As011G263560
OG0014381	XP_006409369.1	As011G263770
OG0014382	XP_006409359.1	As011G263860
OG0014383	XP_006409321.1	As011G264380
OG0014384	XP_024016578.1	As011G264520
OG0014385	XP_024016497.1	As011G264700
OG0014386	XP_006409156.1	As011G265310
OG0014387	XP_006409122.1	As011G265540
OG0014388	XP_006409121.1	As011G265550
OG0014389	XP_006409106.1	As011G265670
OG0014390	XP_006409097.1	As011G265700
OG0014391	XP_006409095.1	As011G265710
OG0014392	XP_024016406.1	As011G265990
OG0014393	XP_006409041.2, XP_006409042.1	As011G266210
OG0014394	XP_006408880.1	As011G266320
OG0014395	XP_006408914.1, XP_024014296.1	As011G266620
OG0014396	XP_006408919.1	As011G266670
OG0014397	XP_006408939.1	As011G266890
OG0014398	XP_006408976.1	As011G267190
OG0014399	XP_006408990.1	As011G267260
OG0014400	XP_006409007.1	As011G267370
OG0014401	XP_006395993.1	As011G267500
OG0014402	XP_006409012.1	As011G267530
OG0014403	XP_006392553.1	As012G267690
OG0014404	XP_006392557.2	As012G267740
OG0014405	XP_024006095.1	As012G268050
OG0014406	XP_006392603.1	As012G268070
OG0014407	XP_006392635.1	As012G268440
OG0014408	XP_024006304.1	As012G268600
OG0014409	XP_006392645.1	As012G268630
OG0014410	XP_024010969.1	As012G268670
OG0014411	XP_006392666.1	As012G268780
OG0014412	XP_006392751.1	As012G269440
OG0014413	XP_006392760.1	As012G269480
OG0014414	XP_006392778.2	As012G269640
OG0014415	XP_006392805.1	As012G269840
OG0014416	XP_024006100.1	As012G270260, As012G270320
OG0014417	XP_006392865.1	As012G270340, As012G270390
OG0014418	XP_024005951.1	As012G270480
OG0014419	XP_006392912.1	As012G270640
OG0014420	XP_006392914.1	As012G270650
OG0014421	XP_006392913.1	As012G270660
OG0014422	XP_006392931.1	As012G270730
OG0014423	XP_006392952.1	As012G270910
OG0014424	XP_006392994.2	As012G271270
OG0014425	XP_024005996.1	As012G271340
OG0014426	XP_006393035.1	As012G271480
OG0014427	XP_006393100.1	As012G271590
OG0014428	XP_006393085.1	As012G271700
OG0014429	XP_006393063.1	As012G271820
OG0014430	XP_006391187.1	As012G272040
OG0014431	XP_024006003.1	As012G272060
OG0014432	XP_006393139.1	As012G272090
OG0014433	XP_006393150.1	As012G272180
OG0014434	XP_024006362.1	As012G272330
OG0014435	XP_006393176.1	As012G272360
OG0014436	XP_006393212.1	As012G272610
OG0014437	XP_024006019.1	As012G272680
OG0014438	XP_006393244.1	As012G272790
OG0014439	XP_024015786.1	As012G272820
OG0014440	XP_006393260.1	As012G272940
OG0014441	XP_006393262.1	As012G272960
OG0014442	XP_006393308.1	As012G273210
OG0014443	XP_024006007.1	As012G273260
OG0014444	XP_006393332.1	As012G273390
OG0014445	XP_006393299.1	As012G273450
OG0014446	XP_006393395.1	As012G273650
OG0014447	XP_024006654.1	As012G273830
OG0014448	XP_006393446.1	As012G273910
OG0014449	XP_006414372.1	As012G274230
OG0014450	XP_006414386.2	As012G274370
OG0014451	XP_006403602.1	As012G277900, As012G274400
OG0014452	XP_006414390.1	As012G274430
OG0014453	XP_024005699.1	As012G274550
OG0014454	XP_006414427.1, XP_024004783.1	As012G274640
OG0014455	XP_024004697.1	As012G274710
OG0014456	XP_006410616.1	As012G275090
OG0014457	XP_024003681.1	As012G275110
OG0014458	XP_006410605.1	As012G275250
OG0014459	XP_024013401.1	As012G275490
OG0014460	XP_006403855.1	As012G275530
OG0014461	XP_006395288.2	As012G275770
OG0014462	XP_024013495.1	As012G275780
OG0014463	XP_006403825.1	As012G275790
OG0014464	XP_006403824.1	As012G275800
OG0014465	XP_006403817.1	As012G275900
OG0014466	XP_006403804.2	As012G275960
OG0014467	XP_006403796.1	As012G276070
OG0014468	XP_006403781.1	As012G276200
OG0014469	XP_006403780.1	As012G276210
OG0014470	XP_006391192.2	As012G276840
OG0014471	XP_006403701.1	As012G276970
OG0014472	XP_006403693.1	As012G277110
OG0014473	XP_006403644.1	As012G277720
OG0014474	XP_006403618.1	As012G278180
OG0014475	XP_006403873.1	As012G278600
OG0014476	XP_006400000.1	As012G278810
OG0014477	XP_006403882.1	As012G278870
OG0014478	XP_006403884.1	As012G278900
OG0014479	XP_006403902.1	As012G279510
OG0014480	XP_006403573.1	As012G280110
OG0014481	XP_006403564.1	As012G280250
OG0014482	XP_006403526.1	As012G280870
OG0014483	XP_006403487.1	As012G281500
OG0014484	XP_006403480.1	As012G281610
OG0014485	XP_006403479.1	As012G281620
OG0014486	XP_024013535.1	As012G281730
OG0014487	XP_006403449.1	As012G282010
OG0014488	XP_006403015.1	As012G282660
OG0014489	XP_006403011.1	As012G282700
OG0014490	XP_006411319.1	As012G282780
OG0014491	XP_006402978.1	As012G282970
OG0014492	XP_006402957.1	As012G283170
OG0014493	XP_006402950.1	As012G283230
OG0014494	XP_006402946.1	As012G283250
OG0014495	XP_006402900.1	As012G283690, As012G283730
OG0014496	XP_006402826.1	As012G284320
OG0014497	XP_024012738.1	As012G284520
OG0014498	XP_006402804.1, XP_006390393.2	As012G284560
OG0014499	XP_024013017.1	As012G284750
OG0014500	XP_006402767.1	As012G284880
OG0014501	XP_006402721.1	As012G285220
OG0014502	XP_006402717.1	As012G285240
OG0014503	XP_024012987.1	As012G285250
OG0014504	XP_006402693.1	As012G285430
OG0014505	XP_024012816.1	As012G285450
OG0014506	XP_006402643.1	As012G285860
OG0014507	XP_006402640.1	As012G285900
OG0014508	XP_024012779.1	As012G286000
OG0014509	XP_006402597.1	As012G286230
OG0014510	XP_006402586.1	As012G286300
OG0014511	XP_006402960.1	As012G286620
OG0014512	XP_006402564.1	As012G286740
OG0014513	XP_006402555.2	As012G286800
OG0014514	XP_006402534.1	As012G286980, As012G287000
OG0014515	XP_006402521.1	As012G287090
OG0014516	XP_006402472.1	As012G287520
OG0014517	XP_006402456.1	As012G287690
OG0014518	XP_006402440.1	As012G287810
OG0014520	XP_006402423.1	As012G287970
OG0014521	XP_006402422.1	As012G287980
OG0014522	XP_006402420.1	As012G287990
OG0014523	XP_006402406.1	As012G288090
OG0014524	XP_006402373.1	As012G288360
OG0014525	XP_006402332.1	As012G288530
OG0014526	XP_006402306.1	As012G289020
OG0014527	XP_006402304.1	As012G289030
OG0014528	XP_024012783.1	As012G289190
OG0014529	XP_006402281.1	As012G289290
OG0014530	XP_006402277.1	As012G289320
OG0014531	XP_006391482.1, XP_006405525.1	As012G289440
OG0014532	XP_006392235.1	As012G289450
OG0014533	XP_006403739.1	As012G289500
OG0014637	XP_006412962.1	As001G000280
OG0014638	XP_024016472.1	As001G000430
OG0014639	XP_006412938.1	As001G000490
OG0014640	XP_006412934.1	As001G000510
OG0014641	XP_006412927.2	As001G000560
OG0014643	XP_006412916.1	As001G000670
OG0014644	XP_006390118.1	As001G000810
OG0014645	XP_006412894.1	As001G000830
OG0014646	XP_006412893.1	As001G000840
OG0014647	XP_024004660.1	As001G000900
OG0014648	XP_006412875.1	As001G000980
OG0014649	XP_006412870.1	As001G001010
OG0014650	XP_006412853.1	As001G001150
OG0014651	XP_006412852.1	As001G001160
OG0014652	XP_024005181.1	As001G001250
OG0014653	XP_006412835.1	As001G001350
OG0014654	XP_024004610.1	As001G001390
OG0014655	XP_006412824.1	As001G001400
OG0014656	XP_006395965.1	As001G001530
OG0014657	XP_006412813.1	As001G001550
OG0014659	XP_006412804.1	As001G001700
OG0014660	XP_024005350.1	As001G001710
OG0014661	XP_006412722.1	As001G002320
OG0014662	XP_006412666.2	As001G002960
OG0014663	XP_006412660.1	As001G002990
OG0014664	XP_006404919.1	As001G003040
OG0014665	XP_006412651.1	As001G003050
OG0014666	XP_006411599.2	As001G003100
OG0014667	XP_006412631.1	As001G003340
OG0014668	XP_006412617.1	As001G003420
OG0014669	XP_024005264.1	As001G003460
OG0014670	XP_006412598.1	As001G003670
OG0014671	XP_006412594.1	As001G003700
OG0014672	XP_006417654.1	As001G003910
OG0014673	XP_006412577.1	As001G003920
OG0014674	XP_006412554.1	As001G004060
OG0014675	XP_006412551.1	As001G004100
OG0014676	XP_006412552.1	As001G004110
OG0014677	XP_006412539.1	As001G004270
OG0014678	XP_006412537.1	As001G004290
OG0014679	XP_006412519.1	As001G004520
OG0014680	XP_006412485.1	As001G004830
OG0014681	XP_006412483.1	As001G004870
OG0014682	XP_024005132.1	As001G004960
OG0014683	XP_006405226.1	As001G005090
OG0014684	XP_024005703.1	As001G005340
OG0014685	XP_006412415.1	As001G005800
OG0014686	XP_006412429.1	As001G006080
OG0014687	XP_006412431.1	As001G006240
OG0014689	XP_006412252.1	As001G009970
OG0014690	XP_006412352.1	As001G010050
OG0014691	XP_006412348.1	As001G010380
OG0014692	XP_024005236.1	As001G010460
OG0014693	XP_006412345.1	As001G010510
OG0014695	XP_006412318.1	As001G012190
OG0014696	XP_006412244.1	As001G012730
OG0014697	XP_006412269.1	As001G013580
OG0014698	XP_024012412.1	As001G013750
OG0014699	XP_006412294.1	As001G013810
OG0014700	XP_006412236.1	As001G013910
OG0014701	XP_006412238.1	As001G014070
OG0014702	XP_006412216.1	As001G014240
OG0014703	XP_006412204.1	As001G014330
OG0014704	XP_024016428.1	As001G014900, As001G014910, As011G263760
OG0014705	XP_006405973.1	As001G014940, As001G018320
OG0014706	XP_006412128.1	As001G015520
OG0014707	XP_006412119.1	As001G015610
OG0014708	XP_006412113.1	As001G015650
OG0014709	XP_006415364.1	As001G015790
OG0014710	XP_006415334.1	As001G015930
OG0014711	XP_006415325.1	As001G015990
OG0014712	XP_006415304.1	As001G016240
OG0014713	XP_006415302.1	As001G016250
OG0014714	XP_024008147.1	As001G016410
OG0014715	XP_006415279.1	As001G016420
OG0014716	XP_006415237.1	As001G016730
OG0014717	XP_024008376.1	As001G016770
OG0014718	XP_006415219.1	As001G016790
OG0014719	XP_006415217.2	As001G016800
OG0014720	XP_006415208.1	As001G016900
OG0014721	XP_024008382.1	As001G017020
OG0014722	XP_006415182.1	As001G017040
OG0014723	XP_006414285.1	As001G017390
OG0014724	XP_006414284.1	As001G017410
OG0014725	XP_006414294.1	As001G017480
OG0014726	XP_024005860.1	As001G017520
OG0014727	XP_024005861.1	As001G017530
OG0014728	XP_006414304.1	As001G017550
OG0014729	XP_024004679.1	As001G017640
OG0014730	XP_006414329.1	As001G017860
OG0014731	XP_006414354.2	As001G018120
OG0014732	XP_006414365.1	As001G018300
OG0014733	XP_006392526.2	As001G018350
OG0014734	XP_006392509.1	As001G018510
