Orthogroup	Eutrema_salsugineum	Erysimum_linariifolium
OG0014546	XP_006398136.1	El007G362520, El007G362530, El005G239690, El005G239670
OG0014547	XP_006389780.1	El001G005260
OG0014548	XP_006389962.2	El004G232090
OG0014549	XP_006390017.1	El004G231480
OG0014550	XP_024009334.1	El004G226700
OG0014551	XP_006412679.1	El003G152360
OG0014553	XP_006412536.2	El003G150950
OG0014554	XP_024005611.1	El003G155800
OG0014555	XP_006412375.1	El003G149430
OG0014556	XP_006408082.1	El005G240300
OG0014557	XP_006418505.1	El002G082440
OG0014558	XP_024008622.1	El002G090390
OG0014559	XP_006417184.1	El002G096440
OG0014561	XP_006416847.1	El002G100140
OG0014562	XP_006390970.1	El004G221060
OG0014563	XP_024011321.1, XP_024010817.1	El004G220730
OG0014564	XP_006391142.1	El004G219140
OG0014565	XP_024016653.1	El004G210770
OG0014566	XP_006391901.1	El004G198220
OG0014568	XP_006408940.1	El005G278670
OG0014569	XP_006409202.1	El005G275680
OG0014570	XP_006418665.1	El005G268590
OG0014571	XP_006418793.1	El005G267150
OG0014572	XP_006406480.1	El005G257130
OG0014573	XP_024015183.1	El005G250140
OG0014574	XP_006407605.1	El005G245460
OG0014575	XP_006399101.1	El001G075830, El001G075620
OG0014576	XP_006399177.1	El001G074850
OG0014578	XP_024004505.1	El003G161190
OG0014579	XP_006413746.1	El003G164240
OG0014580	XP_024004747.1	El003G166730
OG0014581	XP_024004764.1	El003G169200
OG0014582	XP_006414248.1	El003G169810
OG0014583	XP_006415248.1	El002G119510
OG0014584	XP_006415622.1	El002G114630
OG0014585	XP_006413295.1	El003G158950
OG0014586	XP_006413314.1	El003G159180
OG0014587	XP_006409999.1	El006G303500
OG0014588	XP_006414153.1	El003G168620
OG0014589	XP_006399866.1	El001G067960
OG0014590	XP_024012541.1	El001G067090
OG0014591	XP_024012483.1	El001G063450
OG0014593	XP_006405309.1	El003G193290
OG0014594	XP_006401117.1	El007G333330
OG0014595	XP_006400962.1	El007G331720
OG0014596	XP_006400744.1	El001G058110
OG0014597	XP_024012098.1	El001G058320
OG0014599	XP_006400568.1	El001G060130
OG0014600	XP_006393991.1	El007G324320
OG0014601	XP_006393942.1	El007G323760
OG0014603	XP_006416487.1	El002G103890, El004G206490, El004G206440
OG0014607	XP_006391346.1	El004G215160, El004G215150, El004G215140
OG0014611	XP_006409219.1	El005G275520
OG0014612	XP_006404904.2	El006G317650
OG0014613	XP_006405206.1	El006G314650
OG0014614	XP_024004164.1	El006G291300
OG0014616	XP_006403649.1	El001G024480
OG0014619	XP_024011256.1	El001G009570
OG0014620	XP_006412183.1	El003G147630
OG0014621	XP_006396545.2	El003G177360, El003G179050, El003G177430, El003G192540, El003G191500
OG0014623	XP_006401262.2	El007G334920
OG0014637	XP_006412962.1	El003G155540
OG0014638	XP_024016472.1	El005G277200
OG0014639	XP_006412938.1	El003G155300
OG0014640	XP_006412934.1	El003G155270
OG0014641	XP_006412927.2	El003G155220
OG0014643	XP_006412916.1	El003G155100
OG0014644	XP_006390118.1	El004G230190
OG0014645	XP_006412894.1	El003G154840
OG0014646	XP_006412893.1	El003G154830
OG0014647	XP_024004660.1	El003G154650
OG0014648	XP_006412875.1	El003G154560
OG0014649	XP_006412870.1	El003G154540
OG0014650	XP_006412853.1	El003G154360
OG0014651	XP_006412852.1	El003G154350
OG0014652	XP_024005181.1	El003G154220
OG0014653	XP_006412835.1	El003G154160
OG0014654	XP_024004610.1	El003G153800, El003G153960
OG0014655	XP_006412824.1	El003G153930, El003G154050
OG0014656	XP_006395965.1	El004G230630
OG0014657	XP_006412813.1	El003G153580
OG0014659	XP_006412804.1	El003G153370
OG0014660	XP_024005350.1	El003G153360
OG0014661	XP_006412722.1	El003G152760
OG0014662	XP_006412666.2	El003G152210
OG0014663	XP_006412660.1	El003G152180
OG0014664	XP_006404919.1	El006G317440
OG0014665	XP_006412651.1	El003G152120
OG0014666	XP_006411599.2	El003G141640
OG0014667	XP_006412631.1	El003G151840
OG0014668	XP_006412617.1	El003G151750
OG0014669	XP_024005264.1	El003G151720
OG0014670	XP_006412598.1	El003G151570
OG0014671	XP_006412594.1	El003G151540
OG0014672	XP_006417654.1	El002G091480
OG0014673	XP_006412577.1	El003G151340
OG0014674	XP_006412554.1	El003G151140
OG0014675	XP_006412551.1	El003G151120
OG0014676	XP_006412552.1	El003G151110
OG0014677	XP_006412539.1	El003G151010
OG0014678	XP_006412537.1	El003G150960
OG0014679	XP_006412519.1	El003G150800
OG0014680	XP_006412485.1	El003G150520
OG0014681	XP_006412483.1	El003G150490
OG0014682	XP_024005132.1	El003G150420
OG0014683	XP_006405226.1	El006G314080, El006G314090
OG0014684	XP_024005703.1	El003G150120
OG0014685	XP_006412415.1	El003G149780
OG0014686	XP_006412429.1	El003G149890
OG0014687	XP_006412431.1	El003G149930
OG0014689	XP_006412252.1	El003G148250
OG0014690	XP_006412352.1	El003G149190
OG0014691	XP_006412348.1	El003G149160
OG0014692	XP_024005236.1	El003G149150
OG0014693	XP_006412345.1	El003G149130
OG0014695	XP_006412318.1	El003G148900
OG0014696	XP_006412244.1	El003G148190
OG0014697	XP_006412269.1	El003G148380
OG0014698	XP_024012412.1	El003G148550, El003G148540
OG0014699	XP_006412294.1	El003G148680
OG0014700	XP_006412236.1	El003G148130
OG0014701	XP_006412238.1	El003G148150
OG0014702	XP_006412216.1	El003G147900
OG0014703	XP_006412204.1	El003G147790
OG0014704	XP_024016428.1	El005G274180
OG0014705	XP_006405973.1	El005G278850
OG0014706	XP_006412128.1	El003G147140
OG0014707	XP_006412119.1	El003G146980
OG0014708	XP_006412113.1	El003G146940
OG0014709	XP_006415364.1	El002G118190
OG0014710	XP_006415334.1	El002G118580, El002G118560
OG0014711	XP_006415325.1	El002G118720
OG0014712	XP_006415304.1	El002G118950
OG0014713	XP_006415302.1	El002G118970
OG0014714	XP_024008147.1	El002G119120
OG0014715	XP_006415279.1	El002G119130
OG0014716	XP_006415237.1	El002G119600
OG0014717	XP_024008376.1	El002G119650
OG0014718	XP_006415219.1	El002G119700
OG0014719	XP_006415217.2	El002G119710
OG0014720	XP_006415208.1	El002G119750
OG0014721	XP_024008382.1	El002G119930
OG0014722	XP_006415182.1	El002G119950
OG0014723	XP_006414285.1	El003G170100
OG0014724	XP_006414284.1	El003G170110
OG0014725	XP_006414294.1	El003G170400
OG0014727	XP_024005861.1	El003G170450
OG0014728	XP_006414304.1	El003G170470
OG0014729	XP_024004679.1	El003G170620
OG0014730	XP_006414329.1	El003G170810
OG0014731	XP_006414354.2	El003G171250
OG0014732	XP_006414365.1	El003G171330
OG0014733	XP_006392526.2	El004G210740
OG0014734	XP_006392509.1	El004G202990
OG0014735	XP_006392487.1	El004G209380
OG0014736	XP_024014016.1	El004G217740
OG0014737	XP_006392464.1	El004G208860
OG0014738	XP_006392459.1	El004G208800
OG0014739	XP_024004328.1	El004G207480
OG0014740	XP_006392408.1	El004G206900
OG0014741	XP_006392402.1	El004G206420
OG0014742	XP_006392342.1	El004G204740
OG0014743	XP_006392274.1	El004G202680
OG0014745	XP_006412812.1	El003G153570
OG0014746	XP_006392177.1	El004G201310
OG0014747	XP_006392163.1	El004G201050
OG0014748	XP_006392105.1	El004G200320
OG0014749	XP_006392072.1	El004G200150
OG0014750	XP_024004100.1	El004G199770
OG0014751	XP_006391948.1	El004G198890
OG0014752	XP_006391919.1	El004G198530
OG0014753	XP_006398492.1	El001G035990
OG0014754	XP_024011022.1	El001G036230
OG0014755	XP_006398526.2	El001G036250
OG0014756	XP_024011033.1	El001G036310
OG0014757	XP_006395877.1	El001G036510
OG0014758	XP_024007534.1	El001G036580
OG0014759	XP_024007189.1	El001G036600
OG0014760	XP_006395862.1	El001G036630
OG0014761	XP_006395858.1	El001G036670
OG0014762	XP_006395849.1	El001G036780
OG0014763	XP_006395844.1	El001G036830
OG0014764	XP_006395810.1	El001G037120
OG0014765	XP_006395759.1	El001G037880
OG0014766	XP_006395751.1	El001G037970
OG0014767	XP_006395750.1	El001G037980
OG0014768	XP_006395740.1	El001G038100
OG0014769	XP_006395705.1	El001G038510
OG0014770	XP_006395703.1	El001G038530
OG0014771	XP_006395688.1	El001G038730
OG0014772	XP_024007653.1	El001G038800
OG0014773	XP_006395668.1	El001G039000
OG0014774	XP_006395626.1	El001G039790
OG0014775	XP_006395608.1	El001G040100
OG0014776	XP_006395606.1	El001G040120
OG0014777	XP_024007497.1	El001G040270
OG0014778	XP_006395596.1	El001G040310
OG0014779	XP_006395582.1	El001G040390
OG0014780	XP_006395544.1	El001G040960
OG0014781	XP_006395530.1	El001G041190
OG0014782	XP_006395526.1	El001G041230
OG0014783	XP_006395507.1	El001G041460
OG0014784	XP_006395499.1	El001G041590
OG0014785	XP_006395488.1	El001G041740
OG0014786	XP_006395480.1	El001G041800
OG0014787	XP_006395463.1	El001G042070
OG0014788	XP_006395440.1	El001G042410
OG0014789	XP_006395417.1	El001G042540
OG0014790	XP_006395405.1	El001G042700
OG0014791	XP_006395388.1	El001G042990
OG0014792	XP_006395386.1	El001G043000
OG0014793	XP_006395361.1	El001G043670
OG0014794	XP_024007126.1	El001G044050
OG0014795	XP_024007657.1	El001G044150
OG0014796	XP_006405635.1	El003G189150
OG0014797	XP_006395276.1	El001G045620
OG0014798	XP_006395254.1	El001G046230
OG0014799	XP_006405704.1	El003G188040
OG0014800	XP_006391989.1	El004G199350
OG0014801	XP_024010550.1	El004G217270
OG0014802	XP_006391474.1	El004G217180
OG0014803	XP_006391470.1	El004G217150
OG0014804	XP_006391437.1	El004G216320
OG0014805	XP_006391398.1	El004G215710
OG0014806	XP_006391386.1	El004G215570
OG0014807	XP_006391357.1	El004G215330
OG0014808	XP_006391347.1	El004G215180
OG0014809	XP_006391324.1	El004G214810
OG0014810	XP_006391313.1	El004G214560
OG0014811	XP_006391519.1	El004G214280
OG0014812	XP_006391528.1	El004G213990
OG0014813	XP_006391547.1	El004G213680
OG0014814	XP_006391569.1	El004G212560
OG0014815	XP_006397407.1	El004G211810
OG0014816	XP_006397403.1	El004G211740
OG0014817	XP_024014157.1, XP_006392024.1	El004G211490
OG0014818	XP_006390235.1	El004G211190
OG0014819	XP_024009504.1	El004G211140
OG0014820	XP_006404452.2	El004G211090
OG0014821	XP_006397386.1	El007G326610
OG0014822	XP_006397390.1	El004G211020
OG0014823	XP_006415605.1	El002G128590
OG0014824	XP_006396449.1	El004G210910
OG0014826	XP_006391589.1	El004G193780
OG0014827	XP_006404001.1	El001G020920
OG0014828	XP_006395666.1	El001G039070
OG0014829	XP_006391609.1	El004G194050
OG0014830	XP_006391614.1	El004G194110
OG0014831	XP_006391616.1	El004G194130
OG0014832	XP_006391622.1	El004G194260
OG0014833	XP_006391693.1	El004G195160
OG0014834	XP_006391712.1	El004G195470
OG0014835	XP_006391729.1	El004G195700
OG0014836	XP_024015677.1	El004G195940
OG0014837	XP_006391742.1	El004G195960
OG0014838	XP_024016420.1	El004G195980
OG0014839	XP_006391747.1	El004G196050
OG0014840	XP_006391748.1	El004G196060
OG0014841	XP_006391776.1	El004G196540
OG0014842	XP_006391715.1	El004G197090
OG0014843	XP_024015569.1	El004G197350
OG0014844	XP_006391823.1	El004G197530
OG0014845	XP_006391825.1	El004G197550
OG0014846	XP_006391827.1	El004G197570
OG0014847	XP_006391855.1	El004G197980
OG0014848	XP_006407322.1	El005G248340
OG0014849	XP_006413004.1	El003G155960
OG0014850	XP_006413253.1	El003G158540
OG0014852	XP_006413218.1	El003G158290
OG0014853	XP_024004692.1	El003G158220
OG0014854	XP_006411386.1	El006G288190
OG0014855	XP_006405735.1	El003G183960, El003G183880, El003G185400, El003G183900, El003G183750, El003G183810
OG0014856	XP_006411377.1	El006G288310
OG0014857	XP_024003784.1	El006G288520
OG0014858	XP_024003860.1	El006G288360
OG0014859	XP_024016762.1	El006G288630
OG0014860	XP_006411337.1	El006G288800
OG0014861	XP_024016724.1	El006G288850
OG0014862	XP_006407714.1	El005G244260
OG0014863	XP_024015552.1	El005G244280
OG0014864	XP_006407704.1	El005G244380
OG0014865	XP_006407699.1	El005G244420
OG0014866	XP_006407691.2	El005G244480
OG0014867	XP_006407674.1	El005G244630
OG0014868	XP_006418812.1	El005G244740
OG0014869	XP_006407649.1	El005G244850
OG0014870	XP_006407645.2	El005G244910
OG0014871	XP_006407644.1	El005G244920
OG0014872	XP_006407631.1	El005G245060
OG0014873	XP_006407629.1	El005G245070
OG0014874	XP_006407624.1	El005G245130
OG0014875	XP_006398815.1	El001G079080
OG0014876	XP_006407610.1	El005G245340
OG0014877	XP_006407609.1	El005G245350
OG0014878	XP_006407592.1	El005G245560
OG0014879	XP_006407584.1	El005G245660
OG0014880	XP_006407578.1	El005G245700
OG0014881	XP_006407573.1	El005G245740
OG0014882	XP_006407518.1	El005G246090
OG0014883	XP_006401327.1	El007G335560
OG0014884	XP_006407476.1	El005G246500
OG0014885	XP_006407487.1	El005G246360
OG0014886	XP_006407473.1	El005G246550
OG0014887	XP_006407469.2	El005G246620
OG0014888	XP_006407455.1	El005G246870
OG0014889	XP_006407378.1	El005G247850
OG0014890	XP_006407361.1	El005G247990
OG0014891	XP_006407371.1	El005G247900
OG0014892	XP_006407340.1	El005G248150
OG0014893	XP_006397338.1	El001G011480
OG0014894	XP_006402253.1	El007G345160
OG0014895	XP_006397340.1	El001G011510
OG0014896	XP_006396315.1	El007G344880
OG0014897	XP_006406254.1	El005G259870
OG0014898	XP_006402144.1	El007G344180
OG0014899	XP_006417717.1	El002G090910
OG0014901	XP_006402080.1	El007G343580
OG0014902	XP_006402070.2	El007G343500
OG0014903	XP_006402058.1	El007G343360
OG0014904	XP_006402036.1	El007G343130
OG0014905	XP_006401992.1	El007G342790
OG0014907	XP_024012599.1	El007G342280
OG0014908	XP_006401928.1	El007G342160
OG0014909	XP_024011619.1	El007G342140
OG0014910	XP_006391903.1	El007G342100
OG0014911	XP_006401880.1	El007G341710
OG0014912	XP_024012063.1	El007G341550
OG0014913	XP_006401865.1	El007G341540
OG0014914	XP_024012643.1	El007G341480
OG0014915	XP_006401856.1	El007G341460
OG0014916	XP_006401855.1	El007G341450
OG0014917	XP_006401831.1	El007G341200
OG0014918	XP_006401815.1	El007G341050
OG0014919	XP_006401812.1	El007G341000
OG0014920	XP_006401776.1	El007G340710
OG0014921	XP_006401720.1	El007G339840
OG0014922	XP_006401741.1	El007G340030
OG0014923	XP_006401755.1	El007G340210
OG0014924	XP_006401705.1	El007G339670
OG0014925	XP_006401702.1	El007G339640
OG0014926	XP_006401687.1	El007G339460
OG0014927	XP_006401652.1	El007G338870
OG0014928	XP_006401575.2	El007G338000
OG0014929	XP_006401524.1	El007G337510
OG0014931	XP_006401468.1	El007G347980
OG0014932	XP_006401454.1	El007G336690
OG0014933	XP_024011991.1	El007G336620
OG0014934	XP_006401436.1	El007G336530
OG0014935	XP_006401375.1	El007G336030
OG0014936	XP_024012112.1	El007G335940
OG0014937	XP_006401351.1	El007G335840
OG0014939	XP_006401304.1	El007G335340
OG0014940	XP_006401293.1	El007G335220
OG0014941	XP_024011860.1	El007G335210
OG0014942	XP_006401251.1	El007G334820
OG0014943	XP_006401249.1	El007G334800
OG0014944	XP_006401248.1	El007G334790
OG0014945	XP_006401210.1	El007G334310
OG0014946	XP_006401183.1	El007G333940
OG0014947	XP_006401181.2	El007G333920
OG0014948	XP_024012252.1	El007G333810
OG0014949	XP_006401162.2	El007G333720
OG0014950	XP_006401151.1	El007G333630
OG0014951	XP_006401127.1	El007G333400
OG0014952	XP_006401125.1	El007G333380
OG0014953	XP_006397365.1	El005G264570
OG0014954	XP_006397362.1	El001G011600
OG0014955	XP_006399831.1	El001G068310
OG0014956	XP_006399832.2	El001G068300
OG0014957	XP_006399800.1	El001G068610
OG0014958	XP_024012211.1	El001G068840
OG0014959	XP_006399733.1	El001G069360
OG0014960	XP_006399706.1	El001G069660
OG0014962	XP_006399661.1	El001G070110
OG0014963	XP_006399648.1	El001G070240
OG0014964	XP_024012353.1	El001G070330
OG0014965	XP_006399635.1	El001G070350
OG0014966	XP_024012074.1	El001G070560
OG0014967	XP_024011419.1	El001G070840
OG0014968	XP_006399600.2	El001G070870
OG0014969	XP_006411015.1	El006G292090
OG0014970	XP_006399589.1	El001G070980
OG0014971	XP_006399586.1	El001G071010
OG0014972	XP_006399583.1	El001G071040
OG0014973	XP_006399566.1	El001G071220
OG0014974	XP_006399563.2	El001G071230
OG0014975	XP_006399548.1	El001G071450
OG0014976	XP_006399543.1	El001G071480
OG0014977	XP_006399539.1	El001G071550
OG0014978	XP_006399533.1	El001G071610
OG0014979	XP_006399514.1	El001G071790
OG0014980	XP_006399513.1	El001G071810
OG0014981	XP_006399486.1	El001G072040
OG0014982	XP_006399450.1	El002G125140, El001G072370
OG0014983	XP_006399441.1	El001G072420
OG0014984	XP_006399424.1	El001G072580
OG0014985	XP_006399423.1	El001G072590
OG0014986	XP_006399387.1	El001G072910
OG0014987	XP_006399325.1	El001G073440
OG0014988	XP_006399322.1	El001G073470
OG0014989	XP_006399292.1	El001G073750
OG0014990	XP_006399242.1	El001G074170
OG0014991	XP_024012618.1	El001G074270
OG0014992	XP_024012573.1	El001G074370
OG0014993	XP_024012413.1	El001G074460
OG0014994	XP_024004457.1	El003G169920
OG0014995	XP_006414236.1	El003G169730
OG0014996	XP_024004717.1	El003G169710
OG0014997	XP_006414191.1	El003G169140
OG0014998	XP_006414189.1	El003G169130
OG0014999	XP_006414107.1	El003G168190
OG0015000	XP_006414097.1	El003G168050
OG0015001	XP_024005336.1	El003G167910
OG0015002	XP_024004344.1	El003G167890
OG0015003	XP_006414073.1	El003G167840
OG0015004	XP_006414056.1	El003G167570
OG0015005	XP_006414054.1	El003G167540
OG0015006	XP_006414016.2	El003G167110
OG0015007	XP_006414003.1	El003G167000
OG0015008	XP_006413982.1	El003G166700
OG0015009	XP_024005651.1	El003G166260
OG0015010	XP_006413941.1	El003G166250
OG0015011	XP_006413936.1	El003G166200
OG0015012	XP_006413905.1	El003G165750
OG0015013	XP_024004488.1	El003G165330
OG0015014	XP_006413853.1	El003G165260
OG0015015	XP_006413844.1	El003G165190
OG0015016	XP_006416644.1	El002G102150
OG0015017	XP_006413812.1	El003G164900
OG0015018	XP_006413800.1	El003G164800
OG0015019	XP_006399938.1	El001G067230
OG0015020	XP_006413788.1	El003G164730
OG0015021	XP_006413775.1	El003G164590
OG0015022	XP_006413771.1	El003G164530
OG0015023	XP_024005764.1	El003G164490
OG0015024	XP_006413749.1	El003G164260
OG0015025	XP_006413733.1	El003G164120
OG0015026	XP_024005159.1	El003G164070
OG0015027	XP_006413703.1	El003G163720
OG0015028	XP_006413651.1	El003G162980
OG0015029	XP_006413630.1	El003G162800
OG0015030	XP_006413611.1	El003G162620
OG0015031	XP_006413603.1	El003G162580
OG0015033	XP_024005496.1	El003G160940
OG0015034	XP_006413470.1	El003G160670
OG0015035	XP_006415147.1	El002G120340
OG0015036	XP_006415141.1	El002G120400
OG0015037	XP_024008188.1	El002G120440
OG0015038	XP_024008222.1	El002G120630
OG0015039	XP_006415127.1	El002G120650
OG0015040	XP_024009006.1	El002G120960
OG0015041	XP_006415114.1, XP_006415111.1	El002G120980
OG0015042	XP_006415109.1	El002G121020
OG0015043	XP_006415097.2	El002G121070
OG0015044	XP_006396079.1	El002G122600
OG0015045	XP_006396075.1	El002G122640
OG0015046	XP_006396070.1	El002G122910
OG0015047	XP_006397416.1	El002G123240
OG0015048	XP_006397442.1	El002G123940
OG0015049	XP_006397449.1	El002G123850
OG0015050	XP_006397450.1	El002G123820
OG0015051	XP_024010627.1	El002G123580
OG0015052	XP_024013098.1	El002G125020
OG0015053	XP_006396020.1	El002G125220
OG0015054	XP_024008823.1	El002G125240
OG0015055	XP_006414526.1	El002G125250
OG0015056	XP_006396015.1	El002G125410
OG0015057	XP_006393728.2	El002G128000
OG0015058	XP_006393744.1	El002G127770
OG0015059	XP_006393751.1	El002G127610
OG0015060	XP_006393775.1	El002G127240
OG0015061	XP_024007274.1	El002G127080
OG0015062	XP_024007634.1	El002G126910
OG0015063	XP_006395991.1	El002G126760, El002G126780
OG0015064	XP_006396001.2	El002G126310
OG0015065	XP_006393684.1	El002G128450
OG0015066	XP_006414367.1	El003G171350
OG0015067	XP_006393531.1	El002G130620
