Orthogroup	Conringia_planisiliqua	Odontarrhena_muralis
OG0015696	CP7_g45572_DN3_SP3_c.t1	Om005G204630
OG0015697	CP7_g45567_DN3_SP0_c.t1	Om005G204680
OG0015698	CP7_g45539_DN2_SP1_c.t1	Om005G204980
OG0015699	CP7_g45524_DN2_SP0_c.t1	Om005G205120
OG0015700	CP7_g45516_DN3_SP0_c.t1	Om005G205200
OG0015701	CP7_g45504_DN3_SP8_c.t1	Om005G205330
OG0015702	CP7_g45490_DN3_SP3_c.t1	Om005G205550
OG0015703	CP7_g45489_DN3_SP7_c.t1	Om005G205570
OG0015704	CP7_g45483_DN3_SP0_c.t1	Om005G205630
OG0015705	CP7_g45475_DN3_SP6_c.t1	Om005G206950
OG0015706	CP7_g45465_DN3_SP7_c.t1	Om004G143400
OG0015707	CP7_g45443_DN3_SP0_c.t1	Om004G143760
OG0015708	CP7_g45399_DN3_SP8_c.t1	Om004G144460
OG0015709	CP7_g45387_DN3_SP7_c.t1	Om004G144550
OG0015710	CP7_g45379_DN3_SP0_c.t1	Om004G144690
OG0015711	CP1_g36989_DN3_SP6_c.t1	Om005G184550
OG0015712	CP7_g45311_DN3_SP0_c.t1	Om004G145510
OG0015713	CP7_g45300_DN3_SP0_c.t1	Om004G145990
OG0015714	CP7_g45284_DN3_SP2_c.t1	Om004G146220
OG0015715	CP9_g28494_DN3_SP1_c.t1	Om005G209830
OG0015716	CP7_g45267_DN2_SP0_c.t1	Om004G146590
OG0015717	CP9_g28466_DN3_SP3_c.t1	Om005G210360
OG0015718	CP7_g45252_DN3_SP5_c.t1	Om004G146780
OG0015719	CP7_g45238_DN3_SP8_c.t1	Om004G147020
OG0015720	CP7_g45229_DN3_SP6_c.t1	Om003G124950
OG0015721	CP7_g45198_DN3_SP8_c.t1	Om004G147610
OG0015722	CP7_g45174_DN3_SP0_c.t1	Om004G131990
OG0015723	CP7_g45171_DN3_SP0_c.t1	Om006G263420
OG0015724	CP7_g45761_DN3_SP3_c.t1	Om005G202140
OG0015725	CP1_g38673_DN3_SP5_c.t1	Om004G149350
OG0015726	CP1_g38676_DN3_SP3_c.t1	Om006G238540
OG0015727	CP7_g45133_DN3_SP2_c.t1	Om004G151810
OG0015728	CP19_g18230_DN2_SP0_c.t1	Om007G280240
OG0015729	CP19_g18223_DN3_SP3_c.t1	Om002G051420
OG0015730	CP19_g18214_DN3_SP0_c.t1	Om005G185130
OG0015732	CP19_g18196_DN3_SP7_c.t1	Om007G291210
OG0015733	CP19_g18189_DN3_SP8_c.t1	Om007G315270
OG0015734	CP16_g55380_DN3_SP8_c.t1	Om004G150560
OG0015735	CP19_g18180_DN3_SP7_c.t1	Om007G285620
OG0015736	CP19_g18176_DN3_SP6_c.t1	Om007G285670
OG0015737	CP19_g18169_DN3_SP8_c.t1	Om007G285690
OG0015738	CP19_g18168_DN3_SP0_c.t1	Om008G333230
OG0015739	CP19_g18156_DN2_SP8_c.t1	Om006G273970
OG0015740	CP19_g18142_DN3_SP0_c.t1	Om007G285930
OG0015741	CP19_g18136_DN3_SP4_c.t1	Om007G286000
OG0015743	CP19_g18108_DN3_SP2_c.t1	Om007G286320
OG0015744	CP19_g18090_DN3_SP3_c.t1	Om007G286560
OG0015745	CP19_g18098_DN3_SP8_c.t1	Om007G286430, Om011G365030
OG0015746	CP19_g18100_DN3_SP6_c.t1	Om007G286400
OG0015747	CP8_g53127_DN3_SP8_c.t1	Om003G127070
OG0015748	CP1_g37126_DN3_SP5_c.t1	Om005G186450
OG0015749	CP5_g1223_DN3_SP5_c.t1	Om001G021450
OG0015750	CP5_g1231_DN3_SP8_c.t1	Om001G021270
OG0015751	CP16_g55278_DN3_SP3_c.t1	Om004G151690
OG0015752	CP16_g55177_DN3_SP7_c.t1	Om004G154600
OG0015753	CP16_g55188_DN3_SP5_c.t1	Om001G007990
OG0015754	CP16_g55136_DN3_SP0_c.t1	Om003G095560
OG0015755	CP16_g55035_DN3_SP8_c.t1	Om004G152330, Om004G155250
OG0015756	CP16_g55017_DN3_SP0_c.t1	Om002G046770
OG0015757	CP16_g55000_DN3_SP8_c.t1	Om004G152090
OG0015758	CP16_g54993_DN3_SP4_c.t1	Om004G152020
OG0015759	CP16_g54985_DN3_SP8_c.t1	Om004G151310
OG0015760	CP5_g1220_DN3_SP5_c.t1	Om001G021460
OG0015761	CP16_g54947_DN3_SP7_c.t1	Om004G154470
OG0015762	CP16_g54918_DN3_SP6_c.t1	Om004G154340
OG0015764	CP3_g13921_DN3_SP1_c.t1	Om006G253350
OG0015765	CP16_g54875_DN3_SP8_c.t1	Om004G153820
OG0015766	CP16_g54837_DN2_SP0_c.t1	Om004G153550
OG0015767	CP16_g54825_DN3_SP6_c.t1	Om004G153500
OG0015768	CP16_g54824_DN3_SP8_c.t1	Om004G153490
OG0015769	CP16_g54800_DN3_SP6_c.t1	Om004G155840
OG0015770	CP16_g54791_DN3_SP8_c.t1	Om004G155890
OG0015771	CP16_g54781_DN3_SP8_c.t1	Om004G156000
OG0015772	CP16_g54739_DN3_SP1_c.t1	Om004G156420
OG0015773	CP10_g43804_DN3_SP3_c.t1	Om001G033090
OG0015774	CP16_g54728_DN3_SP0_c.t1	Om004G156570
OG0015776	CP1_g37760_DN3_SP8_c.t1	Om005G194750
OG0015777	CP1_g37744_DN3_SP8_c.t1	Om005G194510
OG0015778	CP1_g37735_DN3_SP8_c.t1	Om005G194420
OG0015779	CP1_g37734_DN3_SP6_c.t1	Om005G194410
OG0015780	CP1_g37732_DN3_SP0_c.t1	Om005G194390
OG0015781	CP1_g37723_DN3_SP6_c.t1	Om005G194270
OG0015782	CP1_g37705_DN3_SP8_c.t1	Om005G193980
OG0015783	CP1_g37701_DN3_SP2_c.t1	Om005G194020
OG0015784	CP1_g37686_DN3_SP7_c.t1	Om005G193810
OG0015785	CP1_g37691_DN3_SP8_c.t1	Om005G193860
OG0015786	CP1_g37671_DN3_SP0_c.t1	Om005G193650
OG0015787	CP1_g37654_DN3_SP8_c.t1	Om005G193390
OG0015788	CP1_g37625_DN3_SP0_c.t1	Om005G192940
OG0015790	CP1_g37620_DN3_SP8_c.t1	Om005G192860
OG0015791	CP1_g37598_DN3_SP0_c.t1	Om005G192540
OG0015792	CP1_g37566_DN3_SP1_c.t1	Om005G192130
OG0015793	CP1_g37559_DN3_SP8_c.t1	Om005G192040
OG0015794	CP1_g37549_DN3_SP5_c.t1	Om005G191950
OG0015795	CP1_g37544_DN3_SP8_c.t1	Om005G191880
OG0015796	CP1_g37539_DN3_SP7_c.t1	Om005G191790
OG0015797	CP1_g37526_DN3_SP1_c.t1	Om005G191590
OG0015798	CP1_g37527_DN3_SP7_c.t1	Om005G191600
OG0015799	CP1_g37513_DN3_SP8_c.t1	Om005G191380
OG0015800	CP1_g37476_DN3_SP0_c.t1	Om005G190940
OG0015801	CP1_g37463_DN3_SP8_c.t1	Om005G190810
OG0015802	CP1_g37451_DN3_SP8_c.t1	Om005G190560
OG0015803	CP2_g49096_DN3_SP8_c.t1	Om005G223560
OG0015804	CP1_g37432_DN3_SP4_c.t1	Om005G190290
OG0015805	CP1_g37416_DN3_SP3_c.t1	Om005G190020
OG0015806	CP1_g37387_DN3_SP5_c.t1	Om005G189650
OG0015807	CP1_g37382_DN3_SP8_c.t1	Om005G189530
OG0015808	CP1_g37379_DN2_SP0_c.t1	Om005G189510
OG0015809	CP1_g37369_DN3_SP8_c.t1	Om005G189380
OG0015810	CP1_g37346_DN3_SP6_c.t1	Om005G189170
OG0015811	CP1_g37344_DN3_SP2_c.t1	Om005G189150
OG0015812	CP1_g37327_DN3_SP8_c.t1	Om005G188910, Om002G078120
OG0015814	CP1_g37264_DN3_SP0_c.t1	Om005G188130
OG0015815	CP1_g37266_DN3_SP1_c.t1	Om005G188160
OG0015816	CP1_g37270_DN3_SP8_c.t1	Om005G188210
OG0015817	CP12_g31271_DN2_SP0_c.t1	Om005G188260
OG0015818	CP1_g37291_DN3_SP3_c.t1	Om005G188520
OG0015820	CP1_g37226_DN3_SP1_c.t1	Om005G187550
OG0015821	CP1_g37225_DN3_SP8_c.t1	Om005G187540
OG0015822	CP1_g37209_DN3_SP8_c.t1	Om005G187390
OG0015823	CP1_g37204_DN2_SP0_c.t1	Om005G187320
OG0015824	CP1_g37203_DN3_SP0_c.t1	Om005G187300
OG0015825	CP1_g37193_DN3_SP8_c.t1	Om005G187150
OG0015826	CP1_g37182_DN3_SP0_c.t1	Om005G187040
OG0015827	CP1_g37159_DN3_SP0_c.t1	Om005G186810
OG0015828	CP1_g37140_DN3_SP0_c.t1	Om005G186620
OG0015829	CP1_g37150_DN3_SP0_c.t1	Om005G186720
OG0015830	CP1_g37092_DN3_SP7_c.t1	Om005G186050
OG0015831	CP1_g37060_DN3_SP8_c.t1	Om005G185530
OG0015832	CP1_g37058_DN3_SP0_c.t1	Om005G185560
OG0015833	CP2_g48838_DN3_SP0_c.t1	Om002G082350
OG0015834	CP1_g37034_DN2_SP0_c.t1	Om005G185300
OG0015836	CP1_g36991_DN3_SP0_c.t1	Om005G184570
OG0015837	CP1_g36985_DN3_SP1_c.t1	Om005G184470
OG0015838	CP1_g36982_DN3_SP2_c.t1	Om005G184440
OG0015839	CP1_g36941_DN3_SP6_c.t1	Om005G184050
OG0015840	CP1_g36972_DN3_SP4_c.t1	Om005G184330
OG0015841	CP1_g36970_DN3_SP8_c.t1	Om005G184310
OG0015842	CP1_g36956_DN1_SP0_c.t1	Om005G184180
OG0015843	CP1_g36951_DN3_SP8_c.t1	Om005G184160
OG0015844	CP1_g36938_DN3_SP4_c.t1	Om005G184020
OG0015845	CP1_g36937_DN3_SP0_c.t1	Om005G184010
OG0015846	CP1_g36935_DN1_SP0_c.t1	Om005G183970
OG0015847	CP1_g36930_DN3_SP0_c.t1	Om005G183920
OG0015848	CP1_g36887_DN3_SP0_c.t1	Om005G183390
OG0015849	CP1_g36878_DN3_SP8_c.t1	Om005G183250
OG0015850	CP2_g48786_DN3_SP2_c.t1	Om007G309140
OG0015851	CP1_g36877_DN1_SP0_c.t1	Om005G183240
OG0015852	CP1_g36875_DN3_SP2_c.t1	Om005G183220
OG0015853	CP1_g36835_DN3_SP0_c.t1	Om005G182800
OG0015854	CP1_g36830_DN3_SP0_c.t1	Om005G182750
OG0015856	CP1_g36564_DN3_SP0_c.t1	Om005G182320
OG0015857	CP1_g36569_DN3_SP7_c.t1	Om005G185840
OG0015858	CP1_g36575_DN3_SP2_c.t1	Om005G182200
OG0015859	CP1_g36578_DN3_SP4_c.t1	Om005G182160
OG0015860	CP1_g36580_DN3_SP2_c.t1	Om005G182150
OG0015861	CP1_g36589_DN3_SP0_c.t1	Om005G182030
OG0015863	CP6_g7299_DN3_SP1_c.t1	Om001G016900
OG0015864	CP1_g36674_DN3_SP0_c.t1	Om005G181070
OG0015865	CP1_g36677_DN3_SP1_c.t1	Om005G181040
OG0015866	CP1_g36678_DN3_SP2_c.t1	Om005G181030
OG0015867	CP1_g36717_DN3_SP0_c.t1	Om005G180490
OG0015868	CP1_g36694_DN3_SP0_c.t1	Om005G180830
OG0015869	CP1_g36728_DN3_SP8_c.t1	Om005G180330
OG0015870	CP1_g36731_DN3_SP0_c.t1	Om005G180300
OG0015871	CP1_g36732_DN3_SP1_c.t1	Om005G180290
OG0015872	CP1_g36743_DN3_SP6_c.t1	Om005G180150
OG0015873	CP1_g36758_DN3_SP8_c.t1	Om005G179960
OG0015874	CP1_g36789_DN3_SP0_c.t1	Om005G179620
OG0015875	CP1_g36799_DN3_SP3_c.t1	Om005G179480
OG0015876	CP10_g42646_DN3_SP0_c.t1, CP1_g36806_DN3_SP8_c.t1	Om005G179410
OG0015877	CP1_g36542_DN3_SP2_c.t1	Om005G179170
OG0015878	CP1_g36813_DN3_SP8_c.t1	Om005G179310
OG0015879	CP1_g36534_DN3_SP7_c.t1	Om005G179100
OG0015880	CP1_g36532_DN3_SP4_c.t1	Om005G179080
OG0015881	CP1_g36489_DN3_SP7_c.t1	Om005G178610
OG0015883	CP1_g36442_DN3_SP8_c.t1	Om005G178090
OG0015884	CP1_g36438_DN3_SP7_c.t1	Om005G178140
OG0015885	CP1_g36430_DN3_SP0_c.t1	Om005G177900
OG0015886	CP1_g36429_DN3_SP1_c.t1	Om005G177890
OG0015887	CP1_g36427_DN3_SP8_c.t1	Om005G177880
OG0015888	CP1_g36423_DN2_SP8_c.t1	Om005G177840
OG0015889	CP1_g36420_DN3_SP1_c.t1	Om005G177810
OG0015890	CP1_g36418_DN2_SP0_c.t1	Om005G177790
OG0015891	CP1_g36412_DN1_SP0_c.t1	Om005G177720
OG0015892	CP1_g36404_DN3_SP2_c.t1	Om005G177650
OG0015893	CP10_g43515_DN3_SP8_c.t1	Om005G177570
OG0015894	CP11_g32580_DN3_SP0_c.t1	Om007G302100
OG0015895	CP11_g32511_DN3_SP8_c.t1	Om007G301170
OG0015896	CP11_g32526_DN1_SP1_c.t1	Om007G301360
OG0015897	CP11_g32546_DN3_SP8_c.t1	Om007G301620
OG0015898	CP11_g32553_DN3_SP5_c.t1	Om007G301700
OG0015899	CP11_g32560_DN3_SP4_c.t1	Om007G301790
OG0015900	CP11_g32501_DN3_SP6_c.t1	Om007G301030
OG0015901	CP11_g32493_DN3_SP7_c.t1	Om007G300900
OG0015902	CP11_g32489_DN2_SP0_c.t1	Om007G300810
OG0015903	CP11_g32420_DN3_SP1_c.t1	Om007G299750
OG0015904	CP11_g32427_DN3_SP8_c.t1	Om007G299830
OG0015905	CP11_g32434_DN3_SP8_c.t1	Om007G299980
OG0015906	CP11_g32441_DN2_SP0_c.t1	Om007G300070
OG0015909	CP11_g32346_DN3_SP2_c.t1	Om007G298640
OG0015910	CP10_g42248_DN3_SP8_c.t1	Om002G043840
OG0015911	CP11_g32358_DN3_SP8_c.t1	Om007G298830
OG0015912	CP11_g32319_DN3_SP0_c.t1	Om007G298210
OG0015913	CP11_g32307_DN3_SP1_c.t1	Om007G298050
OG0015914	CP11_g32284_DN3_SP8_c.t1	Om007G297740
OG0015915	CP11_g32275_DN3_SP8_c.t1	Om007G297640
OG0015917	CP11_g32251_DN3_SP1_c.t1	Om007G297310
OG0015918	CP11_g32234_DN3_SP8_c.t1	Om007G297150
OG0015919	CP11_g32236_DN1_SP0_c.t1	Om007G297170
OG0015920	CP11_g32225_DN3_SP0_c.t1	Om007G297060
OG0015921	CP11_g32214_DN3_SP6_c.t1	Om007G296830
OG0015922	CP11_g32207_DN3_SP8_c.t1	Om007G296720
OG0015923	CP11_g32205_DN3_SP3_c.t1	Om007G296700
OG0015924	CP11_g32180_DN3_SP1_c.t1	Om007G296360
OG0015925	CP11_g32176_DN3_SP0_c.t1	Om007G296290
OG0015926	CP8_g54513_DN3_SP7_c.t1	Om007G296060
OG0015927	CP8_g54512_DN3_SP8_c.t1	Om007G296050
OG0015928	CP8_g54501_DN3_SP0_c.t1	Om007G295900
OG0015929	CP8_g54499_DN3_SP8_c.t1	Om007G295870
OG0015930	CP1_g37143_DN3_SP0_c.t1	Om005G186640
OG0015931	CP8_g54473_DN3_SP0_c.t1	Om007G295420
OG0015932	CP8_g54467_DN3_SP0_c.t1	Om007G295320
OG0015933	CP8_g54466_DN3_SP6_c.t1	Om007G295310
OG0015934	CP8_g54456_DN3_SP8_c.t1	Om007G295180
OG0015935	CP8_g54418_DN3_SP3_c.t1	Om007G294860
OG0015936	CP2_g48520_DN3_SP8_c.t1	Om007G294660
OG0015937	CP2_g48549_DN3_SP0_c.t1	Om007G294330
OG0015940	CP2_g48585_DN3_SP2_c.t1	Om007G293870
OG0015941	CP2_g48598_DN3_SP7_c.t1	Om004G131440
OG0015942	CP2_g48610_DN3_SP2_c.t1	Om007G293570
OG0015943	CP2_g48611_DN3_SP4_c.t1	Om007G293560
OG0015944	CP2_g48643_DN3_SP4_c.t1	Om007G293300
OG0015946	CP3_g14496_DN1_SP0_c.t1	Om006G261320
OG0015947	CP2_g48682_DN3_SP1_c.t1	Om007G303540
OG0015948	CP12_g29913_DN3_SP5_c.t1	Om002G061350
OG0015950	CP2_g48752_DN3_SP2_c.t1	Om007G305980, Om009G363090
OG0015951	CP2_g48783_DN3_SP8_c.t1	Om010G364920, Om007G309280
OG0015952	CP2_g48797_DN3_SP5_c.t1	Om007G308030
OG0015953	CP2_g48790_DN3_SP4_c.t1	Om007G308240
OG0015954	CP11_g32279_DN3_SP0_c.t1	Om007G297660
OG0015955	CP11_g33278_DN3_SP0_c.t1	Om004G169760
OG0015956	CP11_g33282_DN3_SP3_c.t1	Om004G169690
OG0015957	CP11_g32586_DN3_SP8_c.t1	Om007G302140
OG0015958	CP11_g32587_DN3_SP8_c.t1	Om007G302150
OG0015959	CP11_g33270_DN3_SP0_c.t1	Om004G169900
OG0015961	CP2_g48823_DN3_SP8_c.t1	Om002G084040
OG0015963	CP2_g48818_DN3_SP0_c.t1	Om008G358740
OG0015964	CP11_g33227_DN3_SP7_c.t1	Om004G170390
OG0015965	CP11_g33217_DN3_SP0_c.t1	Om004G170480
OG0015966	CP11_g33202_DN3_SP6_c.t1	Om004G170660
OG0015967	CP11_g33197_DN3_SP7_c.t1	Om004G170720
OG0015968	CP11_g33309_DN2_SP1_c.t1	Om004G170960
OG0015969	CP11_g33311_DN3_SP5_c.t1	Om004G170980
OG0015970	CP11_g33312_DN3_SP8_c.t1	Om004G170990
OG0015971	CP11_g33324_DN3_SP0_c.t1	Om004G171140
OG0015973	CP11_g33331_DN3_SP7_c.t1	Om004G171210
OG0015974	CP11_g33334_DN3_SP0_c.t1	Om004G171240
OG0015975	CP11_g33336_DN3_SP5_c.t1	Om004G171260
OG0015976	CP11_g33359_DN3_SP7_c.t1	Om004G171660
OG0015978	CP11_g33371_DN3_SP5_c.t1	Om004G171890
OG0015979	CP11_g33378_DN3_SP0_c.t1	Om004G171960
OG0015980	CP11_g33387_DN3_SP1_c.t1	Om004G172050
OG0015981	CP11_g33406_DN3_SP8_c.t1	Om004G172400
OG0015982	CP7_g46040_DN1_SP0_c.t1	Om005G198110
OG0015983	CP11_g33430_DN3_SP0_c.t1	Om004G172680
OG0015984	CP11_g33438_DN3_SP6_c.t1	Om004G172780
OG0015985	CP11_g33449_DN3_SP8_c.t1	Om004G172900
OG0015986	CP2_g48502_DN3_SP0_c.t1	Om006G240720
OG0015987	CP2_g48500_DN3_SP3_c.t1	Om006G240710
OG0015988	CP2_g48497_DN3_SP1_c.t1	Om006G240690
OG0015989	CP2_g48491_DN3_SP5_c.t1	Om006G240640
OG0015990	CP2_g48440_DN3_SP8_c.t1	Om006G240050
OG0015991	CP2_g48428_DN1_SP0_c.t1	Om006G239920
OG0015992	CP2_g48409_DN3_SP0_c.t1	Om006G239620
OG0015993	CP2_g48404_DN3_SP0_c.t1	Om006G239510
OG0015994	CP2_g48398_DN3_SP2_c.t1	Om006G239460
OG0015995	CP2_g48392_DN3_SP8_c.t1	Om006G239410
OG0015996	CP2_g48355_DN3_SP6_c.t1	Om006G238970
OG0015997	CP2_g48358_DN3_SP4_c.t1	Om006G239000
OG0015998	CP2_g48374_DN3_SP8_c.t1	Om006G239160
OG0015999	CP2_g48375_DN3_SP0_c.t1	Om006G239170
OG0016000	CP2_g48334_DN3_SP1_c.t1	Om006G238750
OG0016001	CP2_g48328_DN3_SP0_c.t1	Om006G238700
OG0016002	CP2_g48310_DN3_SP8_c.t1	Om006G238410
OG0016003	CP2_g48307_DN3_SP5_c.t1	Om006G238370
OG0016004	CP2_g48301_DN2_SP0_c.t1	Om006G238300
OG0016005	CP12_g31028_DN3_SP8_c.t1	Om002G076000
OG0016006	CP2_g48280_DN3_SP0_c.t1	Om006G238060
OG0016007	CP2_g48275_DN3_SP8_c.t1	Om006G237970
OG0016008	CP2_g48244_DN3_SP8_c.t1	Om006G237590
OG0016009	CP2_g48238_DN3_SP8_c.t1	Om006G237510
OG0016010	CP2_g48216_DN3_SP5_c.t1	Om006G237280
OG0016011	CP2_g48214_DN3_SP0_c.t1	Om006G237250
OG0016012	CP2_g48213_DN3_SP1_c.t1	Om006G237240
OG0016013	CP2_g48189_DN3_SP8_c.t1	Om006G237020
OG0016014	CP2_g48167_DN3_SP0_c.t1	Om006G236750
OG0016015	CP2_g48165_DN3_SP0_c.t1	Om006G236730
OG0016016	CP2_g48145_DN3_SP8_c.t1	Om006G236520
OG0016017	CP2_g48135_DN3_SP8_c.t1	Om006G236400
OG0016018	CP2_g48102_DN3_SP0_c.t1	Om006G236010
OG0016019	CP2_g48098_DN3_SP6_c.t1	Om006G235960
OG0016020	CP2_g48082_DN3_SP0_c.t1	Om006G235730
OG0016021	CP2_g48073_DN3_SP8_c.t1	Om006G235650
OG0016022	CP2_g48072_DN3_SP5_c.t1	Om006G235640
OG0016023	CP2_g48045_DN3_SP1_c.t1	Om006G235330
OG0016024	CP2_g48040_DN3_SP8_c.t1	Om006G235170
OG0016025	CP2_g48030_DN3_SP0_c.t1	Om006G235040
OG0016026	CP2_g48018_DN3_SP4_c.t1	Om006G234890
OG0016027	CP2_g48009_DN1_SP0_c.t1	Om006G234800
OG0016028	CP2_g48002_DN3_SP0_c.t1	Om006G234650
OG0016029	CP8_g53879_DN3_SP8_c.t1	Om006G247330
OG0016030	CP8_g53863_DN3_SP0_c.t1	Om006G247520
OG0016031	CP8_g53855_DN3_SP5_c.t1	Om006G247610
OG0016032	CP8_g53854_DN3_SP0_c.t1	Om006G247620
OG0016033	CP8_g53848_DN3_SP3_c.t1	Om006G247690
OG0016034	CP8_g53845_DN3_SP7_c.t1	Om006G247750
OG0016035	CP8_g53825_DN3_SP4_c.t1	Om006G247960
OG0016036	CP8_g53823_DN3_SP3_c.t1	Om006G247980
OG0016037	CP3_g14235_DN3_SP0_c.t1	Om006G257430
OG0016038	CP3_g14241_DN3_SP5_c.t1	Om006G257510
OG0016039	CP3_g14260_DN3_SP8_c.t1	Om006G257720
OG0016040	CP3_g14301_DN3_SP0_c.t1	Om006G258230
OG0016042	CP3_g14337_DN3_SP8_c.t1	Om006G258690
OG0016043	CP3_g14343_DN3_SP1_c.t1	Om006G258760
OG0016044	CP3_g14355_DN3_SP6_c.t1	Om006G259030
OG0016045	CP3_g14366_DN3_SP4_c.t1	Om006G259160
OG0016046	CP3_g14376_DN3_SP0_c.t1	Om006G259290
OG0016047	CP3_g14405_DN3_SP0_c.t1	Om006G259980
OG0016048	CP3_g14413_DN3_SP6_c.t1	Om006G260140
OG0016049	CP3_g14417_DN3_SP7_c.t1	Om006G260220
OG0016050	CP2_g48376_DN3_SP0_c.t1	Om006G239200
OG0016051	CP3_g14442_DN3_SP8_c.t1	Om006G260440
OG0016052	CP3_g14470_DN3_SP4_c.t1	Om006G260920
OG0016053	CP3_g14479_DN3_SP8_c.t1	Om006G261040
OG0016054	CP3_g14480_DN3_SP4_c.t1	Om006G261070
OG0016055	CP7_g44908_DN3_SP8_c.t1	Om007G290350
OG0016056	CP3_g14540_DN3_SP0_c.t1	Om006G262490
OG0016057	CP3_g14543_DN3_SP8_c.t1	Om006G262530
OG0016058	CP3_g14548_DN3_SP7_c.t1	Om006G262630
OG0016059	CP3_g14553_DN3_SP8_c.t1	Om006G262770
OG0016060	CP3_g14562_DN3_SP3_c.t1	Om006G262920
OG0016061	CP3_g14565_DN3_SP8_c.t1	Om006G263030
OG0016062	CP2_g48008_DN3_SP8_c.t1	Om006G234780
OG0016063	CP3_g14570_DN3_SP8_c.t1	Om006G263170
OG0016064	CP3_g14574_DN3_SP1_c.t1	Om006G263300
OG0016065	CP3_g14586_DN3_SP8_c.t1	Om007G295190
OG0016066	CP3_g14593_DN3_SP8_c.t1	Om006G263710
OG0016067	CP3_g14606_DN3_SP0_c.t1	Om006G263750
OG0016068	CP3_g14614_DN3_SP4_c.t1	Om004G134580, Om006G263910
OG0016069	CP3_g14630_DN3_SP7_c.t1	Om006G264060
OG0016070	CP3_g14639_DN3_SP0_c.t1	Om006G264300
OG0016071	CP3_g14640_DN3_SP7_c.t1	Om006G264410
OG0016072	CP3_g14655_DN3_SP7_c.t1	Om006G265640
OG0016073	CP3_g14659_DN3_SP8_c.t1	Om006G265750
OG0016074	CP3_g14660_DN3_SP8_c.t1	Om006G265760
OG0016075	CP3_g14661_DN3_SP7_c.t1	Om006G265770
OG0016077	CP3_g14706_DN3_SP8_c.t1	Om006G266450
OG0016078	CP3_g14718_DN3_SP8_c.t1	Om006G266660
OG0016079	CP3_g14724_DN3_SP6_c.t1	Om006G266860
OG0016080	CP3_g14747_DN3_SP0_c.t1	Om006G267110
OG0016081	CP3_g14859_DN3_SP5_c.t1	Om006G268100
OG0016082	CP3_g14885_DN3_SP8_c.t1	Om004G174430
OG0016083	CP3_g14891_DN3_SP8_c.t1	Om001G040130
OG0016084	CP3_g15235_DN3_SP0_c.t1	Om006G247340
OG0016085	CP3_g15736_DN3_SP1_c.t1	Om002G077560
OG0016086	CP3_g15777_DN3_SP8_c.t1	Om006G268380
OG0016087	CP3_g15848_DN3_SP7_c.t1	Om006G268570
OG0016088	CP11_g32292_DN3_SP1_c.t1	Om008G328940
OG0016090	CP10_g42497_DN3_SP8_c.t1	Om006G268540
OG0016091	CP1_g36807_DN3_SP8_c.t1	Om005G179400
OG0016092	CP9_g28392_DN3_SP0_c.t1	Om005G211340
OG0016093	CP9_g28303_DN3_SP8_c.t1	Om005G212350
OG0016094	CP9_g28381_DN3_SP8_c.t1	Om005G211520
OG0016095	CP9_g28396_DN3_SP7_c.t1	Om005G211280
OG0016096	CP9_g28361_DN3_SP8_c.t1	Om005G211790
OG0016097	CP9_g28451_DN3_SP8_c.t1	Om005G210580
OG0016098	CP9_g28471_DN3_SP8_c.t1	Om005G210280
OG0016099	CP10_g43209_DN3_SP7_c.t1	Om002G056250
OG0016100	CP9_g28459_DN3_SP1_c.t1	Om005G210470
OG0016101	CP9_g28477_DN3_SP0_c.t1	Om005G210040
OG0016103	CP9_g28485_DN3_SP2_c.t1	Om005G209940
OG0016104	CP9_g28489_DN3_SP2_c.t1	Om005G209890
OG0016105	CP9_g28490_DN3_SP7_c.t1	Om007G301960, Om005G209880
OG0016106	CP9_g28508_DN3_SP3_c.t1	Om005G209720
OG0016107	CP9_g28528_DN2_SP0_c.t1	Om005G209490
OG0016108	CP9_g28529_DN3_SP0_c.t1	Om004G150580, Om005G209480
OG0016109	CP9_g28547_DN3_SP2_c.t1	Om005G209320
OG0016110	CP9_g28551_DN3_SP0_c.t1	Om005G209310
OG0016111	CP9_g28563_DN3_SP0_c.t1	Om005G209170
OG0016112	CP9_g28594_DN3_SP0_c.t1	Om005G208540
OG0016114	CP9_g28614_DN3_SP8_c.t1	Om005G208320
OG0016115	CP9_g28626_DN3_SP1_c.t1	Om005G208190
OG0016116	CP9_g28632_DN3_SP0_c.t1	Om005G208090
OG0016117	CP2_g48507_DN3_SP0_c.t1	Om006G240770
OG0016118	CP9_g28684_DN3_SP1_c.t1	Om005G207360
OG0016119	CP11_g32477_DN3_SP0_c.t1	Om005G207330
OG0016120	CP9_g28704_DN3_SP8_c.t1	Om005G207100
OG0016121	CP9_g28720_DN3_SP8_c.t1	Om005G206960
OG0016122	CP9_g28737_DN3_SP0_c.t1	Om005G206700
OG0016123	CP9_g28739_DN3_SP3_c.t1	Om005G206680
OG0016124	CP9_g28753_DN3_SP3_c.t1	Om005G206560
OG0016125	CP9_g28755_DN3_SP0_c.t1	Om005G206520
OG0016126	CP9_g28760_DN3_SP1_c.t1	Om005G206460
OG0016127	CP9_g28769_DN3_SP2_c.t1	Om005G206330
OG0016128	CP9_g28774_DN3_SP8_c.t1	Om005G206220
OG0016129	CP9_g28778_DN3_SP0_c.t1	Om005G206150, Om006G266870
OG0016130	CP9_g28782_DN3_SP5_c.t1	Om005G206080
