Orthogroup	Conringia_planisiliqua	Aethionema_saxatile
OG0012966	CP5_g1343_DN3_SP0_c.t1, CP5_g1342_DN3_SP0_c.t1	As001G026300, As004G097540
OG0012967	CP13_g19256_DN3_SP8_c.t1	As001G026440
OG0012968	CP13_g19233_DN3_SP0_c.t1	As001G026690
OG0012969	CP13_g19232_DN3_SP0_c.t1	As001G026700
OG0012970	CP13_g19220_DN3_SP8_c.t1	As001G026790
OG0012971	CP13_g19205_DN3_SP4_c.t1	As001G026950
OG0012972	CP13_g19181_DN3_SP0_c.t1	As001G027170
OG0012973	CP13_g19180_DN3_SP2_c.t1	As001G027180
OG0012974	CP13_g19178_DN3_SP8_c.t1	As001G027210
OG0012975	CP13_g19158_DN3_SP2_c.t1	As001G027410
OG0012976	CP13_g19133_DN3_SP8_c.t1	As001G027660
OG0012977	CP13_g19128_DN3_SP5_c.t1	As001G027710
OG0012979	CP2_g48848_DN3_SP0_c.t1	As001G028130
OG0012980	CP5_g1630_DN3_SP4_c.t1	As001G028280, As004G077830
OG0012981	CP9_g28256_DN3_SP0_c.t1	As001G028310
OG0012982	CP9_g28255_DN3_SP0_c.t1	As001G028320
OG0012983	CP39_g21143_DN3_SP8_c.t1	As001G028420
OG0012984	CP39_g21142_DN2_SP0_c.t1	As001G028430, As004G077710
OG0012985	CP9_g28231_DN3_SP0_c.t1	As001G028490
OG0012986	CP9_g28214_DN3_SP7_c.t1	As001G028670
OG0012987	CP9_g28169_DN3_SP8_c.t1	As001G028970
OG0012988	CP9_g28156_DN3_SP0_c.t1	As001G029050
OG0012989	CP9_g28155_DN3_SP8_c.t1	As001G029060
OG0012990	CP9_g27885_DN3_SP3_c.t1	As001G029360
OG0012991	CP9_g27785_DN3_SP0_c.t1	As001G029440
OG0012992	CP9_g27741_DN3_SP0_c.t1	As001G029490
OG0012993	CP9_g27714_DN3_SP8_c.t1	As001G029500
OG0012994	CP9_g27639_DN3_SP3_c.t1	As001G029580
OG0012995	CP5_g2389_DN3_SP7_c.t1	As001G029970
OG0012996	CP28_g34061_DN2_SP0_c.t1	As001G030060
OG0012997	CP5_g2123_DN3_SP0_c.t1, CP12_g30715_DN3_SP7_c.t1	As001G030140
OG0012998	CP13_g19045_DN3_SP8_c.t1	As001G030240
OG0012999	CP13_g19061_DN3_SP0_c.t1	As001G030390
OG0013000	CP13_g19089_DN3_SP0_c.t1	As001G030650
OG0013001	CP13_g19090_DN3_SP0_c.t1	As001G030670
OG0013002	CP13_g19100_DN3_SP2_c.t1	As001G030720
OG0013003	CP13_g19101_DN3_SP8_c.t1	As001G030730
OG0013004	CP2_g48875_DN3_SP8_c.t1	As001G030820, As001G030830
OG0013005	CP2_g48877_DN3_SP1_c.t1	As001G030860
OG0013006	CP2_g48879_DN3_SP8_c.t1	As001G030890
OG0013007	CP2_g48880_DN3_SP1_c.t1	As001G030920
OG0013008	CP2_g48881_DN3_SP8_c.t1	As001G030930
OG0013009	CP2_g48884_DN3_SP8_c.t1	As001G030960
OG0013010	CP2_g48903_DN3_SP3_c.t1	As001G031120
OG0013011	CP2_g48910_DN3_SP8_c.t1	As001G031190
OG0013012	CP2_g48935_DN3_SP0_c.t1, CP2_g48929_DN3_SP1_c.t1	As001G031260
OG0013013	CP2_g48937_DN3_SP8_c.t1	As001G031360
OG0013014	CP2_g48942_DN3_SP1_c.t1	As001G031390
OG0013015	CP1_g37579_DN3_SP3_c.t1	As001G031500
OG0013016	CP2_g48968_DN3_SP5_c.t1	As001G031620
OG0013017	CP2_g48980_DN3_SP0_c.t1	As001G031720
OG0013018	CP2_g49004_DN3_SP0_c.t1	As001G031900
OG0013019	CP2_g49007_DN3_SP0_c.t1	As001G031930
OG0013020	CP2_g49036_DN3_SP8_c.t1	As001G032100
OG0013021	CP2_g49040_DN1_SP0_c.t1	As001G032130, As008G185320
OG0013022	CP2_g49043_DN3_SP8_c.t1	As001G032170
OG0013023	CP16_g54729_DN3_SP1_c.t1	As001G032180
OG0013024	CP19_g18059_DN3_SP1_c.t1	As002G032520
OG0013025	CP19_g18043_DN3_SP0_c.t1	As002G032630
OG0013026	CP19_g18039_DN3_SP3_c.t1	As002G032660
OG0013027	CP19_g18035_DN3_SP7_c.t1	As002G032690
OG0013028	CP19_g18020_DN3_SP0_c.t1	As002G032830
OG0013029	CP5_g1948_DN3_SP8_c.t1	As002G032870
OG0013030	CP4_g24591_DN3_SP2_c.t1	As002G033090, As002G038070
OG0013031	CP4_g24603_DN3_SP0_c.t1	As002G033220
OG0013032	CP4_g24620_DN3_SP3_c.t1	As002G033470
OG0013034	CP4_g24632_DN3_SP3_c.t1	As002G033600
OG0013035	CP4_g24654_DN3_SP3_c.t1	As002G033820
OG0013036	CP4_g24665_DN3_SP2_c.t1	As002G033870
OG0013037	CP10_g42870_DN3_SP0_c.t1	As002G033910
OG0013038	CP10_g42886_DN3_SP5_c.t1	As002G034060, As002G034050
OG0013040	CP10_g42925_DN3_SP0_c.t1	As002G034450
OG0013041	CP10_g42926_DN3_SP8_c.t1	As002G034460, As002G034620, As002G034550
OG0013042	CP10_g42958_DN3_SP8_c.t1	As002G035000
OG0013043	CP10_g42965_DN3_SP0_c.t1	As002G035180
OG0013044	CP19_g18217_DN3_SP0_c.t1	As002G035240
OG0013045	CP10_g42972_DN2_SP0_c.t1	As002G035270
OG0013046	CP10_g42976_DN3_SP0_c.t1	As002G035330
OG0013047	CP10_g42978_DN3_SP4_c.t1	As002G035350
OG0013048	CP10_g42979_DN3_SP4_c.t1	As002G035360
OG0013049	CP10_g43001_DN3_SP3_c.t1	As002G035640
OG0013050	CP10_g43003_DN3_SP8_c.t1	As002G035660
OG0013051	CP8_g54366_DN3_SP8_c.t1	As002G035730
OG0013052	CP10_g43028_DN3_SP0_c.t1	As002G036090
OG0013053	CP10_g43030_DN3_SP0_c.t1	As002G036100
OG0013054	CP10_g43034_DN3_SP8_c.t1	As002G036160
OG0013055	CP10_g43051_DN3_SP2_c.t1	As002G036430
OG0013056	CP1_g37419_DN3_SP1_c.t1	As008G186240, As002G036600
OG0013057	CP10_g43087_DN3_SP8_c.t1	As002G037040
OG0013058	CP10_g43117_DN3_SP2_c.t1	As002G037400
OG0013059	CP10_g43120_DN3_SP8_c.t1	As002G037430
OG0013060	CP10_g43166_DN3_SP6_c.t1	As002G038180
OG0013061	CP10_g43167_DN3_SP8_c.t1	As002G038190
OG0013062	CP10_g43173_DN3_SP8_c.t1	As002G038480
OG0013063	CP10_g43177_DN3_SP0_c.t1	As002G038730
OG0013064	CP4_g25634_DN3_SP4_c.t1	As007G177910, As002G038790
OG0013065	CP10_g43194_DN3_SP8_c.t1	As002G038880
OG0013066	CP5_g1200_DN3_SP5_c.t1	As002G039180
OG0013068	CP26_g51204_DN3_SP8_c.t1	As002G040090
OG0013069	CP26_g51168_DN3_SP8_c.t1	As002G040170
OG0013070	CP69_g34235_DN3_SP4_c.t1	As002G040200
OG0013071	CP8_g52189_DN3_SP8_c.t1	As002G040650
OG0013072	CP8_g52281_DN3_SP8_c.t1	As002G040860
OG0013074	CP8_g52542_DN3_SP7_c.t1	As002G041650
OG0013075	CP8_g52594_DN3_SP3_c.t1	As002G041750
OG0013076	CP8_g52725_DN3_SP1_c.t1	As002G041920
OG0013077	CP8_g52731_DN3_SP8_c.t1	As002G041970
OG0013078	CP8_g52843_DN3_SP8_c.t1	As002G042200
OG0013079	CP8_g52925_DN3_SP8_c.t1	As002G042400
OG0013080	CP12_g30908_DN2_SP0_c.t1	As002G042410, As011G257720
OG0013081	CP8_g52992_DN3_SP8_c.t1	As002G042880
OG0013082	CP8_g53012_DN3_SP0_c.t1	As002G043140
OG0013083	CP8_g53018_DN3_SP2_c.t1	As002G043260
OG0013084	CP8_g53059_DN3_SP4_c.t1	As002G043460
OG0013085	CP8_g53107_DN3_SP0_c.t1	As002G043590
OG0013086	CP8_g53115_DN3_SP0_c.t1	As002G043680
OG0013087	CP8_g53131_DN3_SP0_c.t1	As002G043830
OG0013088	CP8_g53149_DN3_SP8_c.t1	As002G043890
OG0013089	CP8_g53174_DN3_SP1_c.t1	As002G044050
OG0013090	CP8_g53184_DN3_SP0_c.t1	As002G044140
OG0013091	CP8_g53227_DN3_SP2_c.t1	As002G044460
OG0013092	CP8_g53245_DN3_SP6_c.t1	As002G044690
OG0013093	CP8_g53312_DN3_SP8_c.t1	As002G045230
OG0013094	CP5_g1226_DN3_SP8_c.t1	As002G045280
OG0013095	CP8_g53380_DN3_SP4_c.t1	As002G045550
OG0013096	CP8_g53379_DN3_SP8_c.t1	As002G045560
OG0013097	CP8_g53377_DN3_SP0_c.t1	As002G045580
OG0013099	CP8_g53368_DN3_SP0_c.t1	As002G045670
OG0013100	CP8_g53367_DN3_SP3_c.t1	As002G045680
OG0013101	CP8_g53366_DN3_SP8_c.t1	As002G045690
OG0013102	CP8_g53399_DN3_SP1_c.t1	As002G046020
OG0013103	CP8_g53405_DN3_SP8_c.t1	As002G046080
OG0013104	CP8_g53421_DN3_SP0_c.t1	As002G046290
OG0013105	CP10_g43842_DN3_SP7_c.t1	As002G046320
OG0013106	CP8_g53445_DN3_SP0_c.t1	As002G046570
OG0013107	CP8_g53454_DN3_SP0_c.t1	As002G046610
OG0013108	CP8_g53455_DN3_SP4_c.t1	As002G046620
OG0013109	CP8_g53456_DN3_SP7_c.t1	As002G046630
OG0013110	CP8_g53458_DN1_SP0_c.t1	As002G046660
OG0013111	CP8_g53461_DN3_SP5_c.t1	As002G046670
OG0013112	CP8_g53471_DN2_SP0_c.t1	As002G046960, As004G086310, As002G046940, As002G046750
OG0013113	CP8_g53498_DN3_SP8_c.t1	As002G047050
OG0013114	CP19_g17958_DN3_SP8_c.t1	As002G047080, As006G134560
OG0013115	CP8_g53501_DN3_SP8_c.t1	As002G047100
OG0013116	CP8_g53528_DN3_SP8_c.t1	As002G047260
OG0013117	CP8_g53549_DN3_SP0_c.t1	As002G047420
OG0013118	CP8_g53559_DN3_SP0_c.t1	As002G047520
OG0013119	CP8_g53578_DN3_SP8_c.t1	As002G047700
OG0013120	CP8_g53594_DN1_SP0_c.t1	As002G047850
OG0013121	CP8_g53600_DN3_SP0_c.t1	As002G047910
OG0013122	CP8_g53618_DN3_SP8_c.t1	As002G048080
OG0013123	CP8_g53635_DN3_SP0_c.t1	As002G048180
OG0013124	CP8_g53709_DN3_SP2_c.t1	As002G048850
OG0013125	CP8_g53719_DN3_SP8_c.t1	As002G048940
OG0013126	CP8_g53721_DN3_SP0_c.t1	As002G048960
OG0013127	CP8_g53731_DN2_SP2_c.t1	As002G049040
OG0013128	CP8_g53732_DN3_SP1_c.t1	As002G049050
OG0013129	CP8_g53748_DN3_SP0_c.t1	As002G049190
OG0013130	CP8_g53772_DN1_SP0_c.t1	As002G049430
OG0013131	CP8_g53784_DN3_SP7_c.t1	As002G049550
OG0013132	CP8_g53807_DN3_SP1_c.t1	As002G049880
OG0013133	CP8_g53812_DN3_SP8_c.t1	As002G049910
OG0013134	CP6_g7117_DN3_SP5_c.t1	As002G050020
OG0013135	CP2_g48249_DN3_SP0_c.t1	As002G050090
OG0013136	CP2_g48833_DN3_SP7_c.t1	As002G050130
OG0013137	CP11_g32635_DN3_SP0_c.t1	As002G050340
OG0013138	CP11_g32641_DN3_SP6_c.t1	As002G050390
OG0013139	CP11_g32643_DN3_SP8_c.t1	As002G050410
OG0013140	CP11_g32669_DN3_SP0_c.t1	As002G050690
OG0013141	CP11_g32679_DN3_SP8_c.t1	As002G050790
OG0013143	CP11_g32701_DN3_SP5_c.t1	As002G050940
OG0013144	CP11_g32703_DN3_SP0_c.t1	As002G051970, As002G050960
OG0013145	CP11_g32711_DN3_SP0_c.t1	As002G051050
OG0013146	CP11_g32713_DN3_SP8_c.t1	As002G051070
OG0013147	CP11_g32718_DN3_SP8_c.t1	As002G051110
OG0013148	CP11_g32746_DN3_SP8_c.t1	As002G051390
OG0013149	CP11_g32753_DN3_SP0_c.t1	As002G051490
OG0013150	CP11_g32766_DN3_SP8_c.t1	As002G051590
OG0013151	CP11_g32769_DN3_SP8_c.t1	As002G051610
OG0013152	CP11_g32772_DN3_SP0_c.t1	As002G051640
OG0013153	CP11_g32782_DN3_SP8_c.t1	As002G051760
OG0013154	CP11_g32793_DN3_SP1_c.t1	As002G051880
OG0013155	CP11_g32794_DN3_SP7_c.t1	As002G051890
OG0013156	CP11_g32804_DN3_SP6_c.t1	As002G051980
OG0013157	CP11_g32805_DN3_SP2_c.t1	As002G051990
OG0013159	CP11_g32845_DN2_SP2_c.t1	As002G052370
OG0013160	CP11_g32910_DN3_SP8_c.t1	As002G053120
OG0013161	CP11_g32950_DN3_SP3_c.t1	As002G053500
OG0013162	CP11_g32953_DN3_SP2_c.t1	As002G053530
OG0013163	CP11_g32979_DN3_SP7_c.t1	As002G053770
OG0013164	CP11_g32987_DN3_SP8_c.t1	As002G053850
OG0013165	CP11_g32989_DN3_SP0_c.t1	As002G053880
OG0013166	CP11_g32998_DN3_SP4_c.t1	As002G053970
OG0013167	CP11_g33010_DN3_SP7_c.t1	As002G054090
OG0013168	CP11_g33012_DN3_SP5_c.t1	As002G054110
OG0013169	CP11_g33013_DN3_SP8_c.t1	As002G054120
OG0013170	CP11_g33019_DN3_SP8_c.t1	As002G054160
OG0013171	CP11_g33044_DN3_SP3_c.t1	As002G054380
OG0013172	CP2_g48270_DN3_SP8_c.t1	As009G217140, As002G054500
OG0013173	CP11_g33061_DN3_SP0_c.t1	As002G054580
OG0013174	CP11_g33080_DN3_SP2_c.t1	As002G054750
OG0013175	CP11_g33082_DN3_SP1_c.t1	As002G054760
OG0013176	CP11_g33114_DN3_SP1_c.t1	As002G055010
OG0013177	CP11_g33122_DN3_SP0_c.t1	As002G055060
OG0013178	CP11_g33124_DN3_SP0_c.t1	As002G055070
OG0013179	CP11_g33169_DN3_SP0_c.t1	As002G055460
OG0013180	CP2_g48096_DN3_SP6_c.t1	As002G055530
OG0013181	CP11_g33182_DN3_SP0_c.t1	As002G055570
OG0013183	CP6_g7078_DN3_SP2_c.t1	As003G055890
OG0013184	CP6_g7069_DN2_SP0_c.t1	As003G055980
OG0013185	CP6_g7052_DN3_SP7_c.t1	As003G056080
OG0013186	CP6_g7051_DN3_SP7_c.t1	As003G056090
OG0013187	CP6_g7027_DN3_SP8_c.t1	As003G056370
OG0013188	CP6_g6991_DN3_SP8_c.t1	As003G056610
OG0013189	CP6_g6987_DN3_SP1_c.t1	As003G056640
OG0013190	CP6_g6986_DN3_SP6_c.t1	As003G056650
OG0013191	CP13_g19921_DN3_SP0_c.t1	As003G056910
OG0013192	CP6_g6957_DN3_SP2_c.t1, CP6_g6956_DN3_SP3_c.t1	As003G057010
OG0013193	CP6_g6944_DN3_SP8_c.t1	As003G057120
OG0013194	CP6_g6936_DN3_SP0_c.t1	As003G057200
OG0013195	CP6_g6932_DN3_SP8_c.t1	As003G057240
OG0013196	CP6_g6927_DN3_SP8_c.t1	As004G088190, As003G057280
OG0013197	CP6_g6916_DN3_SP6_c.t1	As003G057360
OG0013198	CP6_g6903_DN3_SP0_c.t1	As003G057470
OG0013199	CP6_g6901_DN2_SP0_c.t1	As003G057500
OG0013200	CP6_g6900_DN3_SP0_c.t1	As003G057510
OG0013201	CP16_g55187_DN3_SP0_c.t1	As003G057720
OG0013202	CP6_g6816_DN2_SP0_c.t1	As003G058300
OG0013203	CP3_g13603_DN2_SP0_c.t1	As003G058310
OG0013204	CP6_g6815_DN3_SP8_c.t1	As003G058330
OG0013205	CP5_g268_DN2_SP0_c.t1	As003G058370
OG0013206	CP6_g6781_DN3_SP8_c.t1	As003G058700, As003G058660
OG0013207	CP6_g6729_DN2_SP0_c.t1	As003G059160
OG0013208	CP6_g6715_DN3_SP3_c.t1	As003G059390
OG0013209	CP6_g6689_DN3_SP1_c.t1	As003G059650
OG0013211	CP19_g18458_DN3_SP8_c.t1	As003G060270
OG0013212	CP9_g28591_DN3_SP8_c.t1	As003G060300
OG0013213	CP19_g18438_DN3_SP1_c.t1	As003G060440
OG0013214	CP19_g18417_DN3_SP0_c.t1	As003G060600
OG0013215	CP19_g18312_DN3_SP2_c.t1	As003G061510
OG0013216	CP19_g18283_DN3_SP0_c.t1	As003G061820
OG0013218	CP19_g18266_DN3_SP0_c.t1	As003G061990
OG0013219	CP19_g18265_DN3_SP7_c.t1	As003G062000
OG0013220	CP19_g18242_DN3_SP0_c.t1	As003G062190
OG0013221	CP7_g44610_DN3_SP2_c.t1	As003G062350
OG0013222	CP7_g44587_DN2_SP0_c.t1	As003G062450
OG0013223	CP7_g44554_DN3_SP0_c.t1	As003G062750
OG0013224	CP7_g44550_DN3_SP4_c.t1	As003G062780
OG0013225	CP8_g54316_DN3_SP8_c.t1	As003G062890
OG0013226	CP19_g18077_DN3_SP4_c.t1	As003G062900
OG0013227	CP11_g33192_DN3_SP1_c.t1	As003G062920
OG0013228	CP7_g44516_DN3_SP8_c.t1	As003G062990
OG0013229	CP7_g44487_DN3_SP1_c.t1	As003G063230
OG0013230	CP7_g44484_DN3_SP3_c.t1	As003G063250
OG0013231	CP7_g44471_DN3_SP0_c.t1	As003G063320
OG0013232	CP7_g44455_DN3_SP7_c.t1	As003G063400
OG0013233	CP7_g44432_DN3_SP1_c.t1	As003G063480
OG0013234	CP7_g44386_DN3_SP0_c.t1	As003G063610
OG0013235	CP7_g44334_DN3_SP0_c.t1	As003G063780
OG0013236	CP7_g44213_DN3_SP0_c.t1	As003G063860
OG0013237	CP7_g44163_DN3_SP5_c.t1	As003G063920, As004G080210
OG0013238	CP1_g41173_DN1_SP0_c.t1	As003G064220
OG0013239	CP1_g39030_DN3_SP3_c.t1	As003G064460
OG0013241	CP7_g44809_DN3_SP6_c.t1	As003G064940
OG0013242	CP1_g39944_DN3_SP8_c.t1	As003G064950
OG0013243	CP1_g38643_DN3_SP8_c.t1	As003G065250
OG0013244	CP1_g39138_DN3_SP0_c.t1, CP1_g39139_DN1_SP0_c.t1	As003G065350
OG0013245	CP10_g43548_DN2_SP0_c.t1, CP1_g38407_DN3_SP0_c.t1	As003G065440
OG0013246	CP1_g38432_DN3_SP8_c.t1	As003G065510
OG0013247	CP1_g39692_DN3_SP8_c.t1	As003G066020
OG0013248	CP1_g39621_DN3_SP0_c.t1	As003G066040
OG0013249	CP1_g39613_DN3_SP8_c.t1	As003G066060
OG0013250	CP1_g38639_DN3_SP3_c.t1	As003G066370, As003G066380
OG0013251	CP1_g38516_DN3_SP2_c.t1	As003G066640
OG0013252	CP7_g45100_DN3_SP6_c.t1	As003G067320
OG0013253	CP7_g45102_DN3_SP5_c.t1	As003G067640
OG0013254	CP7_g45079_DN3_SP4_c.t1	As003G068480
OG0013255	CP7_g45073_DN3_SP6_c.t1	As003G068580
OG0013256	CP7_g45071_DN3_SP0_c.t1	As003G068630
OG0013257	CP7_g45034_DN3_SP2_c.t1	As003G069200
OG0013258	CP7_g45020_DN3_SP3_c.t1	As003G069290
OG0013259	CP7_g45009_DN3_SP0_c.t1	As003G069500
OG0013260	CP7_g45002_DN3_SP0_c.t1	As003G069700
OG0013261	CP12_g30850_DN3_SP3_c.t1	As003G069710
OG0013262	CP7_g44988_DN2_SP2_c.t1	As003G069860
OG0013263	CP7_g44972_DN3_SP6_c.t1	As003G070010
OG0013264	CP7_g44911_DN3_SP7_c.t1	As003G070280
OG0013265	CP7_g44872_DN3_SP0_c.t1	As003G070830
OG0013266	CP5_g471_DN3_SP0_c.t1	As003G071670
OG0013267	CP5_g467_DN3_SP6_c.t1	As005G105870, As003G071700
OG0013268	CP5_g446_DN3_SP8_c.t1	As003G071940
OG0013269	CP5_g422_DN3_SP7_c.t1	As003G072170
OG0013270	CP5_g419_DN3_SP4_c.t1	As003G072210
OG0013271	CP5_g413_DN3_SP4_c.t1	As003G072260
OG0013272	CP10_g43740_DN3_SP7_c.t1	As011G264800, As003G072280
OG0013273	CP5_g390_DN3_SP8_c.t1	As003G072470
OG0013274	CP5_g377_DN3_SP7_c.t1	As003G072570
OG0013275	CP5_g376_DN3_SP8_c.t1	As003G072580
OG0013276	CP5_g373_DN3_SP8_c.t1	As003G072610
OG0013277	CP5_g370_DN3_SP8_c.t1	As003G072630
OG0013278	CP5_g364_DN3_SP7_c.t1	As003G072690
OG0013279	CP5_g354_DN3_SP8_c.t1	As003G072820
OG0013280	CP5_g351_DN3_SP8_c.t1	As003G072850
OG0013281	CP5_g320_DN3_SP7_c.t1	As003G073160
OG0013282	CP5_g302_DN3_SP6_c.t1	As003G073310
OG0013283	CP5_g301_DN3_SP1_c.t1	As003G073320
OG0013284	CP5_g295_DN3_SP0_c.t1	As003G073380
OG0013285	CP5_g264_DN3_SP7_c.t1	As003G073700
OG0013286	CP5_g222_DN3_SP1_c.t1	As003G074200
OG0013287	CP3_g14016_DN3_SP0_c.t1	As003G074220
OG0013288	CP5_g195_DN3_SP4_c.t1	As003G074610
OG0013289	CP5_g194_DN3_SP0_c.t1	As003G074620
OG0013290	CP5_g190_DN3_SP0_c.t1	As003G074660
OG0013291	CP5_g171_DN3_SP6_c.t1	As003G074830
OG0013292	CP5_g170_DN3_SP8_c.t1	As003G074840
OG0013293	CP5_g169_DN3_SP8_c.t1	As003G074850
OG0013294	CP7_g45114_DN3_SP6_c.t1	As003G074870
OG0013295	CP5_g166_DN2_SP0_c.t1	As003G074880
OG0013296	CP5_g126_DN3_SP0_c.t1	As003G075400
OG0013297	CP5_g125_DN3_SP8_c.t1	As003G075410
OG0013298	CP5_g124_DN3_SP6_c.t1	As003G075420
OG0013299	CP5_g111_DN3_SP0_c.t1	As003G075580, As003G075570
OG0013300	CP5_g106_DN3_SP8_c.t1	As012G273680, As003G075610
OG0013301	CP5_g94_DN3_SP3_c.t1	As003G075730
OG0013302	CP5_g59_DN3_SP8_c.t1	As003G076060
OG0013303	CP5_g52_DN3_SP0_c.t1	As003G076120
OG0013304	CP5_g48_DN3_SP3_c.t1	As003G076170
OG0013305	CP5_g34_DN3_SP0_c.t1	As003G076370
OG0013306	CP5_g12_DN3_SP8_c.t1	As003G076380, As005G111710
OG0013307	CP5_g20_DN3_SP2_c.t1	As003G076470
OG0013308	CP5_g24_DN3_SP0_c.t1	As003G076510
OG0013309	CP5_g7_DN3_SP8_c.t1	As003G076590
OG0013310	CP16_g54802_DN3_SP2_c.t1	As004G076720
OG0013311	CP5_g2061_DN3_SP8_c.t1	As004G076830
OG0013312	CP5_g1972_DN3_SP8_c.t1	As004G076950
OG0013313	CP5_g1950_DN3_SP0_c.t1	As004G076990
OG0013314	CP5_g1857_DN3_SP2_c.t1	As004G077050
OG0013315	CP5_g1823_DN3_SP7_c.t1	As004G077120
OG0013316	CP5_g1795_DN3_SP0_c.t1	As004G077230
OG0013317	CP5_g1784_DN3_SP1_c.t1	As004G077280
OG0013318	CP5_g1779_DN3_SP5_c.t1	As004G077300
OG0013319	CP5_g1739_DN3_SP8_c.t1	As004G077330
OG0013321	CP5_g1715_DN3_SP8_c.t1	As004G077460
OG0013322	CP5_g1668_DN3_SP8_c.t1	As004G077660
OG0013323	CP5_g1641_DN3_SP8_c.t1	As004G077730
OG0013324	CP5_g1637_DN3_SP6_c.t1	As004G077770
OG0013325	CP5_g1628_DN3_SP0_c.t1	As004G077840
OG0013326	CP5_g1623_DN3_SP8_c.t1	As004G077870
OG0013327	CP5_g1622_DN3_SP8_c.t1	As004G077880
OG0013328	CP5_g1592_DN3_SP1_c.t1	As004G078030
OG0013329	CP5_g1560_DN2_SP0_c.t1	As004G078180
OG0013331	CP5_g1490_DN2_SP1_c.t1, CP5_g1482_DN3_SP8_c.t1	As004G078590
OG0013332	CP5_g1481_DN2_SP0_c.t1	As004G078600
OG0013333	CP8_g54460_DN3_SP8_c.t1	As004G078850
OG0013334	CP7_g44731_DN3_SP0_c.t1	As004G079230
OG0013335	CP3_g14844_DN3_SP4_c.t1	As004G079250
OG0013336	CP20_g4329_DN3_SP6_c.t1	As004G079330
OG0013338	CP4_g25201_DN3_SP0_c.t1	As004G079530
OG0013339	CP4_g25206_DN3_SP5_c.t1	As004G079570
OG0013340	CP4_g25222_DN3_SP3_c.t1	As004G079780
OG0013341	CP20_g4107_DN3_SP8_c.t1	As004G080070
OG0013342	CP20_g4048_DN3_SP8_c.t1	As004G080180
OG0013343	CP20_g4004_DN3_SP4_c.t1	As004G080290
OG0013344	CP20_g4000_DN3_SP3_c.t1	As004G080300
OG0013345	CP20_g3999_DN3_SP8_c.t1	As004G080310
OG0013346	CP20_g3973_DN3_SP1_c.t1	As004G080360
OG0013347	CP20_g3956_DN3_SP8_c.t1	As004G080380
OG0013348	CP8_g54344_DN3_SP0_c.t1	As004G080530
OG0013349	CP34_g51507_DN3_SP3_c.t1	As004G080590
OG0013350	CP10_g43728_DN3_SP3_c.t1	As004G080720
OG0013351	CP1_g41429_DN3_SP8_c.t1	As004G080770
OG0013352	CP14_g23549_DN2_SP0_c.t1	As004G080800
OG0013353	CP14_g23526_DN3_SP4_c.t1	As004G080820
OG0013354	CP14_g23484_DN3_SP8_c.t1	As004G080840
OG0013355	CP4_g25326_DN3_SP8_c.t1	As004G081160
OG0013356	CP4_g25384_DN3_SP1_c.t1	As004G081640
OG0013357	CP4_g25385_DN3_SP1_c.t1	As004G081650
OG0013358	CP4_g25389_DN2_SP0_c.t1	As004G081690
OG0013359	CP4_g25199_DN3_SP5_c.t1	As004G081850
OG0013360	CP13_g20346_DN3_SP0_c.t1	As004G081890
OG0013361	CP13_g20349_DN3_SP0_c.t1	As004G081930
OG0013362	CP13_g20353_DN3_SP0_c.t1	As004G081970
OG0013363	CP13_g20364_DN3_SP8_c.t1	As004G082030
OG0013364	CP13_g20425_DN3_SP4_c.t1	As004G082100
OG0013365	CP13_g20459_DN3_SP6_c.t1	As004G082190
OG0013366	CP1_g38530_DN3_SP6_c.t1	As004G082200
OG0013367	CP13_g20612_DN3_SP4_c.t1	As004G082350
OG0013368	CP13_g20752_DN3_SP0_c.t1	As004G082440
OG0013369	CP1_g38282_DN3_SP7_c.t1	As004G082490
OG0013370	CP13_g20817_DN3_SP1_c.t1	As004G082520
OG0013371	CP22_g17227_DN3_SP7_c.t1	As004G082600
OG0013372	CP4_g24796_DN3_SP0_c.t1	As004G082660
OG0013373	CP22_g17339_DN3_SP1_c.t1	As004G082670
OG0013374	CP22_g17360_DN3_SP2_c.t1	As004G082700
OG0013375	CP13_g20237_DN3_SP0_c.t1	As004G082730
OG0013376	CP22_g17685_DN3_SP6_c.t1	As004G082770
OG0013377	CP4_g24922_DN3_SP7_c.t1	As004G082790
OG0013378	CP22_g17682_DN3_SP7_c.t1	As004G082800
OG0013379	CP22_g17664_DN3_SP7_c.t1	As004G082820
OG0013380	CP22_g17625_DN3_SP0_c.t1	As004G082870
OG0013381	CP2_g48239_DN2_SP0_c.t1	As004G083000
OG0013382	CP4_g25166_DN3_SP3_c.t1	As004G083060
OG0013383	CP20_g4130_DN3_SP0_c.t1	As004G083160
OG0013384	CP20_g4145_DN3_SP5_c.t1	As004G083260
OG0013385	CP20_g4149_DN3_SP6_c.t1	As004G083310
OG0013386	CP20_g4162_DN3_SP2_c.t1	As004G083390
OG0013387	CP20_g4181_DN3_SP0_c.t1	As004G083430
OG0013388	CP7_g44548_DN3_SP8_c.t1	As004G083500
OG0013389	CP20_g4205_DN3_SP5_c.t1	As004G083610
OG0013390	CP20_g4290_DN3_SP1_c.t1	As004G084170
OG0013391	CP20_g4312_DN3_SP1_c.t1	As004G084270
OG0013392	CP20_g4330_DN3_SP0_c.t1	As004G084440
OG0013393	CP20_g4335_DN3_SP8_c.t1, CP59_g6668_DN2_SP0_c.t1	As004G084460
OG0013394	CP20_g4345_DN3_SP8_c.t1	As004G084510
