Orthogroup	Cardamine_glauca	Erysimum_linariifolium
OG0013676	Cg005G176490	El006G302360
OG0013677	Cg005G176560	El006G302420
OG0013678	Cg003G098630	El007G341670
OG0013679	Cg005G177000	El006G302960
OG0013680	Cg005G177290	El006G303180
OG0013681	Cg005G177330	El006G303230
OG0013682	Cg005G177890	El006G304180
OG0013683	Cg005G178260	El006G304470
OG0013684	Cg001G000340	El003G141930
OG0013685	Cg005G178930	El006G305370
OG0013686	Cg005G179110	El006G305510
OG0013687	Cg005G179340	El006G305820
OG0013688	Cg005G179370	El006G305860
OG0013689	Cg005G179510	El006G306000, El006G306030
OG0013690	Cg005G179580	El006G306100
OG0013691	Cg005G179780	El006G306410
OG0013692	Cg005G182350	El006G308380
OG0013693	Cg005G182260	El006G308250
OG0013694	Cg005G181520	El006G307440
OG0013695	Cg005G181170	El004G194530, El006G307250
OG0013696	Cg005G182760	El006G309540
OG0013697	Cg005G182780	El006G309590
OG0013698	Cg005G183190	El006G309920
OG0013699	Cg005G183410	El005G274570
OG0013700	Cg005G184510	El006G310970
OG0013701	Cg005G184580	El006G311000
OG0013702	Cg005G176380	El006G302290
OG0013703	Cg006G202600	El002G130260
OG0013704	Cg005G184610	El006G311240
OG0013705	Cg005G184990	El006G311460
OG0013706	Cg005G185300	El006G311840
OG0013707	Cg005G185480	El006G312400
OG0013708	Cg005G185980	El006G312580
OG0013709	Cg004G119660	El005G238540
OG0013710	Cg005G186170	El006G312820
OG0013711	Cg005G186350	El006G313250
OG0013712	Cg005G186450	El006G313360
OG0013713	Cg005G186610	El006G313520, El002G129330
OG0013714	Cg005G187270	El006G313890
OG0013715	Cg001G013150	El003G156640
OG0013716	Cg001G013710	El003G157360
OG0013717	Cg004G116710	El005G235690
OG0013719	Cg004G116230	El005G235160
OG0013720	Cg004G116200	El005G235130
OG0013721	Cg004G116190	El005G235120
OG0013722	Cg004G116110	El005G235050
OG0013723	Cg008G281950	El001G082240
OG0013724	Cg008G282000	El001G082180
OG0013725	Cg008G282050	El001G082100
OG0013726	Cg001G018250	El001G082060
OG0013727	Cg003G103520	El007G335920, El001G054330
OG0013728	Cg003G102360	El007G337210
OG0013729	Cg004G117080	El005G236110
OG0013730	Cg004G117100	El005G236130
OG0013731	Cg004G117380	El005G236390
OG0013732	Cg004G117410	El005G236430
OG0013733	Cg004G117550	El005G236580
OG0013734	Cg008G312690	El007G349550
OG0013735	Cg004G117830	El005G236950
OG0013736	Cg004G118150	El005G237250
OG0013737	Cg004G118380	El005G237500
OG0013738	Cg004G118460	El005G237580
OG0013739	Cg004G118510	El005G237640
OG0013740	Cg001G013480	El003G157070
OG0013741	Cg004G119240	El005G237890
OG0013742	Cg004G119420	El005G238130
OG0013743	Cg004G119490	El005G238230
OG0013744	Cg004G119510	El005G238260
OG0013745	Cg004G119590	El005G238450
OG0013746	Cg004G119600	El005G238460
OG0013747	Cg004G119810	El005G238730
OG0013748	Cg004G120000	El005G238970
OG0013749	Cg004G119950	El005G238920
OG0013750	Cg004G120170	El005G239140
OG0013751	Cg004G120180	El005G239150
OG0013752	Cg004G120240	El005G239220
OG0013753	Cg004G120280	El005G239260
OG0013754	Cg004G120490	El005G239580
OG0013755	Cg004G120560	El005G239650
OG0013756	Cg004G120640	El005G239750
OG0013757	Cg004G120700	El005G239840
OG0013758	Cg004G120980	El005G240090
OG0013759	Cg004G121140	El005G240250
OG0013760	Cg004G121040	El005G240140
OG0013761	Cg004G121480	El005G240630
OG0013762	Cg004G121570	El005G240730, El007G348230
OG0013763	Cg004G121790	El005G240990
OG0013764	Cg004G121810	El005G241020
OG0013765	Cg004G122130	El005G241340
OG0013766	Cg004G122340	El005G241560
OG0013767	Cg004G122450	El005G241720
OG0013768	Cg004G122710	El005G241940
OG0013769	Cg004G145000	El005G270130
OG0013770	Cg004G122830	El005G242070
OG0013771	Cg004G123210	El005G242410
OG0013772	Cg004G123480	El005G242680
OG0013773	Cg003G082700	El001G007910
OG0013774	Cg004G123840	El005G243130
OG0013775	Cg004G123860	El005G243150
OG0013776	Cg004G124090	El005G243460
OG0013777	Cg004G124140	El005G243530
OG0013778	Cg004G124330	El005G243770
OG0013779	Cg004G124560	El005G244020
OG0013780	Cg005G165720	El006G289190
OG0013781	Cg005G165990	El006G289480
OG0013782	Cg005G166080	El006G289600
OG0013783	Cg002G050500	El001G027070
OG0013784	Cg005G166280	El006G289830
OG0013785	Cg005G166500	El006G290080
OG0013786	Cg005G166600	El006G290150
OG0013787	Cg005G166670	El006G290260
OG0013788	Cg005G166700	El006G297390, El006G290310
OG0013789	Cg005G167010	El006G290720
OG0013790	Cg005G167110	El006G290870
OG0013791	Cg005G167120	El006G290890
OG0013793	Cg005G179040	El006G305460
OG0013794	Cg005G167300	El006G291100
OG0013795	Cg005G167410	El006G291210
OG0013796	Cg005G167580	El008G368360, El006G291410
OG0013797	Cg005G170560	El006G294900
OG0013798	Cg005G170290	El006G294570
OG0013799	Cg005G169970	El006G294150
OG0013800	Cg005G169880	El006G294050
OG0013801	Cg005G169800	El006G293810
OG0013802	Cg005G169740	El006G293700
OG0013803	Cg005G169660	El006G293640
OG0013804	Cg005G169590	El006G293580
OG0013805	Cg005G169510	El006G293530
OG0013806	Cg005G169210	El006G293180
OG0013807	Cg005G168920	El006G292770
OG0013808	Cg005G168900	El006G292750
OG0013809	Cg005G168800	El006G292630
OG0013810	Cg005G168330	El006G292210
OG0013811	Cg005G168340	El006G292220, El001G008430
OG0013812	Cg005G168370	El006G292250
OG0013813	Cg001G033120	El003G181990
OG0013814	Cg005G170780	El006G295220
OG0013816	Cg006G230650	El002G099300
OG0013817	Cg006G229680	El002G100280
OG0013818	Cg006G229440	El002G100510
OG0013819	Cg006G229420	El002G100530
OG0013820	Cg006G229350	El002G100600, El002G100590
OG0013821	Cg006G229250	El002G100710
OG0013822	Cg006G229140	El002G100820
OG0013823	Cg006G232330	El002G097270
OG0013824	Cg006G228790	El002G101270
OG0013825	Cg006G228660	El002G101410
OG0013826	Cg006G228650	El002G101420
OG0013828	Cg006G228570	El002G101520
OG0013829	Cg006G228230	El002G101890
OG0013830	Cg006G228120	El002G102010
OG0013831	Cg006G227790	El002G102390
OG0013832	Cg006G227910	El002G102200, El002G102220, El002G102240
OG0013833	Cg006G228020	El002G102120
OG0013834	Cg006G228050	El002G102100
OG0013835	Cg006G227660	El002G102540
OG0013836	Cg006G227440	El002G102780
OG0013837	Cg006G226900	El002G103360
OG0013838	Cg006G226860	El002G103400
OG0013839	Cg006G226850	El002G103420
OG0013840	Cg006G226770	El002G103520
OG0013841	Cg006G226700	El002G103560
OG0013842	Cg006G226600	El002G103680
OG0013843	Cg006G226430	El002G103880
OG0013844	Cg006G226400	El002G103910
OG0013846	Cg006G226090	El002G104200
OG0013847	Cg006G225910	El002G104380
OG0013848	Cg006G225500	El002G104860
OG0013849	Cg006G225200	El002G105160
OG0013850	Cg006G225000	El002G105360
OG0013851	Cg006G224680	El002G105780
OG0013852	Cg006G224590	El002G105870
OG0013853	Cg006G224580	El002G105880, El002G105890
OG0013854	Cg006G224450	El002G106010
OG0013855	Cg006G224410	El002G106050
OG0013856	Cg006G224340	El002G106140
OG0013857	Cg006G224260	El002G106550, El002G106220
OG0013858	Cg006G223950	El002G106530
OG0013860	Cg006G223180	El002G107920
OG0013861	Cg006G223160	El002G107940
OG0013862	Cg006G223140	El002G107960
OG0013863	Cg006G222470	El002G108700
OG0013864	Cg006G221870	El002G109420
OG0013865	Cg006G221850	El002G109490
OG0013866	Cg006G221450	El002G109950
OG0013867	Cg006G221110	El002G110330
OG0013868	Cg006G221100	El002G110610, El002G110720
OG0013869	Cg006G221080	El002G110640
OG0013870	Cg006G220910	El002G111300
OG0013871	Cg006G220760	El002G111180
OG0013872	Cg006G220470	El002G111700
OG0013873	Cg006G220450	El002G111720, El002G110440
OG0013874	Cg006G220330	El002G111870
OG0013875	Cg006G219640	El002G112570
OG0013876	Cg007G267510	El004G217960
OG0013877	Cg006G219420	El002G112800
OG0013878	Cg006G219300	El002G112930
OG0013879	Cg006G204170	El002G128400
OG0013880	Cg001G016480	El003G160320
OG0013881	Cg001G016310	El003G160170
OG0013882	Cg001G016120	El003G159990
OG0013883	Cg001G016110	El003G159980
OG0013884	Cg001G015950	El003G159810
OG0013885	Cg001G015710	El003G159520
OG0013886	Cg001G015660	El003G159470
OG0013887	Cg001G015630	El003G159440
OG0013888	Cg001G007760	El003G150130
OG0013889	Cg005G188380	El006G315120
OG0013890	Cg005G188930	El006G315800
OG0013891	Cg005G188910	El006G315780
OG0013892	Cg005G188970	El006G315840
OG0013893	Cg001G007190	El003G149560
OG0013894	Cg005G189080	El006G315930
OG0013895	Cg005G189090	El006G315940
OG0013897	Cg005G189160	El006G316050
OG0013898	Cg005G188870	El006G315850, El006G315580
OG0013899	Cg005G188830	El006G315470
OG0013900	Cg005G191110	El006G318250
OG0013901	Cg005G191720	El006G319060
OG0013902	Cg007G276730	El004G228920
OG0013903	Cg007G276720	El004G228910
OG0013904	Cg005G192080	El006G319540
OG0013905	Cg005G192370	El006G319810
OG0013906	Cg005G192520	El006G320060
OG0013907	Cg005G192900	El006G320330
OG0013908	Cg005G192920	El006G320350
OG0013909	Cg005G192970	El006G320390
OG0013910	Cg005G193080	El006G320580
OG0013911	Cg005G193360	El006G321100
OG0013912	Cg005G193610	El006G321290
OG0013913	Cg005G193850	El006G321610
OG0013914	Cg006G229750	El002G100210
OG0013915	Cg006G230690	El002G099260
OG0013916	Cg006G231170	El002G098730
OG0013917	Cg006G231190	El002G098710
OG0013918	Cg006G231350	El002G098570
OG0013919	Cg006G231580	El002G098250
OG0013920	Cg006G231780	El002G098080
OG0013921	Cg006G232150	El002G097470
OG0013922	Cg006G232200	El002G097430
OG0013923	Cg006G232270	El002G097360
OG0013924	Cg006G232320	El002G097280, El002G097710
OG0013925	Cg006G232440	El002G097140
OG0013926	Cg006G232620	El002G096950
OG0013927	Cg006G232920	El002G096570
OG0013928	Cg006G233180	El002G096300
OG0013929	Cg006G233200	El002G096280
OG0013930	Cg006G233880	El002G095400
OG0013931	Cg006G233970	El002G095290
OG0013932	Cg006G233980	El002G095280
OG0013933	Cg006G234170	El002G095100
OG0013934	Cg006G234230	El002G095020
OG0013935	Cg006G234880	El002G094160
OG0013936	Cg006G234950	El002G094060
OG0013937	Cg006G235180	El002G093850
OG0013938	Cg004G144680	El005G269930
OG0013939	Cg004G144670	El005G269920
OG0013940	Cg008G307590	El001G047970
OG0013942	Cg006G236080	El002G092870
OG0013943	Cg006G236440	El002G092420
OG0013944	Cg006G236480	El002G092380
OG0013945	Cg006G236600	El002G092280
OG0013946	Cg006G236640	El002G092240
OG0013947	Cg006G236690	El002G092170
OG0013948	Cg006G236730	El002G092120
OG0013949	Cg006G236790	El002G092060
OG0013950	Cg006G237390	El002G091370
OG0013951	Cg006G237510	El002G091250
OG0013952	Cg006G237560	El002G091200
OG0013953	Cg006G237630	El002G091140
OG0013954	Cg002G048530	El001G029280
OG0013955	Cg006G238210	El002G090510
OG0013957	Cg006G238760	El002G089880
OG0013958	Cg006G238900	El002G089730
OG0013959	Cg006G239080	El002G089570
OG0013960	Cg006G239190	El002G089460
OG0013961	Cg006G239200	El002G089450
OG0013962	Cg006G239500	El002G088390, El002G089110
OG0013963	Cg006G239770	El002G088810
OG0013964	Cg006G239930	El002G088660
OG0013965	Cg001G009100	El002G088530
OG0013966	Cg006G240510	El002G088100
OG0013967	Cg006G240630	El002G087920
OG0013968	Cg006G240710	El002G087830
OG0013969	Cg006G241010	El002G087530
OG0013970	Cg006G241300	El002G087190
OG0013971	Cg006G241440	El002G087030
OG0013972	Cg006G241480	El002G086990, El002G089930
OG0013973	Cg006G241660	El002G086790
OG0013974	Cg006G241900	El002G086540
OG0013975	Cg006G242150	El002G086270
OG0013976	Cg006G242230	El002G086140
OG0013977	Cg006G242270	El002G086100
OG0013978	Cg006G242940	El002G085290
OG0013979	Cg006G243200	El002G084990
OG0013980	Cg006G243300	El002G084850
OG0013981	Cg006G243330	El002G084820
OG0013982	Cg006G243720	El002G084360
OG0013983	Cg006G244090	El006G287760
OG0013984	Cg006G244200	El002G083850
OG0013985	Cg006G244380	El002G083690
OG0013986	Cg006G244410	El002G083670
OG0013987	Cg006G244440	El002G083640
OG0013988	Cg006G244460	El002G083620
OG0013989	Cg006G244520	El002G083560
OG0013990	Cg006G244810	El002G083220
OG0013991	Cg006G244730	El002G083310
OG0013992	Cg006G244910	El002G083120
OG0013993	Cg006G245110	El002G082820
OG0013994	Cg006G245130	El002G082800
OG0013995	Cg005G163950	El006G287160
OG0013996	Cg006G245170	El002G082750
OG0013997	Cg002G058920	El001G017660
OG0013998	Cg006G245450	El002G082420
OG0013999	Cg008G294100	El001G067630
OG0014000	Cg008G294800	El001G066900
OG0014001	Cg008G299580	El001G061270
OG0014002	Cg008G294660	El001G067030
OG0014003	Cg008G294630	El001G067060
OG0014004	Cg008G294250	El001G067470
OG0014005	Cg008G294990	El001G066710
OG0014006	Cg008G295780	El001G065970
OG0014007	Cg008G295980	El001G065700
OG0014008	Cg008G295990	El001G065690
OG0014009	Cg008G296000	El001G065680
OG0014010	Cg008G296050	El001G065620
OG0014011	Cg008G296080	El001G065590
OG0014012	Cg008G296210	El001G065430
OG0014013	Cg008G296220	El001G065420
OG0014014	Cg008G296370	El001G065260
OG0014015	Cg008G296470	El001G065160
OG0014016	Cg008G296500	El001G065120
OG0014017	Cg008G296770	El001G064500
OG0014018	Cg008G296970	El001G064250
OG0014019	Cg008G297040	El001G064170
OG0014020	Cg008G297230	El001G063950
OG0014021	Cg008G297450	El001G063820
OG0014022	Cg008G297530	El001G063730
OG0014023	Cg008G297700	El001G063540
OG0014024	Cg008G297690	El001G063550
OG0014025	Cg008G297900	El001G063260
OG0014026	Cg008G298480	El001G062520
OG0014027	Cg007G277820	El004G230170
OG0014028	Cg008G298540	El001G062460
OG0014029	Cg008G298750	El001G062260
OG0014030	Cg008G298850	El001G062160
OG0014031	Cg008G298920	El001G062070
OG0014032	Cg008G299060	El001G061940, El001G061900
OG0014033	Cg008G299320	El001G061580
OG0014034	Cg008G299620	El001G061230
OG0014035	Cg008G299760	El001G061040
OG0014036	Cg008G306180	El001G051260
OG0014037	Cg008G306260	El001G051090
OG0014038	Cg008G306280	El001G051050
OG0014039	Cg008G306300	El001G051030
OG0014040	Cg008G306370	El001G050870
OG0014041	Cg008G306480	El001G050730
OG0014042	Cg008G319520	El007G359290
OG0014043	Cg008G306850, Cg008G306820	El001G049710
OG0014044	Cg008G307140	El001G049170, El001G049180, El001G049190
OG0014045	Cg008G307560	El001G048110
OG0014046	Cg008G310980, Cg008G309220	El007G346900
OG0014047	Cg008G309250, Cg008G311050	El007G346950
OG0014048	Cg008G311190, Cg008G309340	El007G347020
OG0014049	Cg008G309380, Cg008G311230	El007G347080
OG0014050	Cg008G312520	El007G349110
OG0014051	Cg008G311520, Cg008G309690	El007G347540
OG0014052	Cg008G293670	El001G068130
OG0014053	Cg008G287710	El001G074950
OG0014054	Cg008G287860	El001G074790
OG0014055	Cg008G287760	El001G074900
OG0014056	Cg008G295040	El001G066660
OG0014057	Cg008G287500	El001G075230
OG0014058	Cg008G287460	El001G075270
OG0014059	Cg008G287430	El001G075300
OG0014060	Cg008G287370	El001G075360
OG0014061	Cg008G313660	El007G351220
OG0014062	Cg008G287020	El001G075980
OG0014063	Cg008G286950	El001G076060
OG0014064	Cg008G286830	El001G076180
OG0014065	Cg008G286750	El001G075670, El001G076270
OG0014066	Cg008G286700	El001G039310
OG0014067	Cg008G286640	El001G076390
OG0014068	Cg008G286560	El001G076480
OG0014069	Cg008G286450	El001G076580
OG0014070	Cg008G286320	El001G076770
OG0014071	Cg008G286290	El001G076800, El003G181180
OG0014072	Cg008G286120	El001G077010
OG0014073	Cg008G286070	El001G077070
OG0014074	Cg008G285660	El001G077720
OG0014075	Cg008G285710	El001G077660
OG0014076	Cg008G285770	El001G077510, El001G077470
OG0014077	Cg008G285780	El001G077460, El001G077500
OG0014078	Cg008G285580	El001G077800
OG0014079	Cg008G285550	El001G077830
OG0014080	Cg008G285520	El001G077900
OG0014081	Cg008G285480	El001G077930
OG0014083	Cg008G285150	El001G078170
OG0014084	Cg008G305760	El001G051850
OG0014085	Cg008G305340	El001G052600
OG0014086	Cg008G305350	El001G052590
OG0014087	Cg008G304910	El001G053050
OG0014088	Cg008G304010	El001G055580
OG0014089	Cg008G304080	El001G055450
OG0014090	Cg008G304100	El001G055420
OG0014091	Cg008G303980	El006G313010, El001G055620
OG0014092	Cg008G303940	El001G055680
OG0014093	Cg008G303580	El001G056110
OG0014094	Cg008G303390	El001G056330, El002G129820
OG0014095	Cg004G143640	El007G345380
OG0014096	Cg008G302770	El001G057120
OG0014097	Cg008G302750	El001G057140
OG0014098	Cg003G108730	El007G329870
OG0014099	Cg003G109180	El007G329370
OG0014100	Cg003G109220	El007G329310
OG0014101	Cg003G109480	El007G329070
OG0014102	Cg001G012430	El003G155780
OG0014103	Cg003G109840	El007G328670
OG0014104	Cg003G109930	El007G328590
OG0014105	Cg003G110170	El007G328330
OG0014106	Cg003G110430	El007G327990
OG0014107	Cg003G110510	El007G327880
OG0014108	Cg003G110540	El007G327850
OG0014109	Cg003G110650	El007G327780
OG0014110	Cg003G110750	El007G327710
OG0014111	Cg003G110870	El007G327560
OG0014112	Cg003G110880	El007G327550
OG0014113	Cg003G106330	El007G332700
OG0014114	Cg003G106190	El007G332830
OG0014115	Cg003G105940	El007G333120
OG0014116	Cg002G055370	El001G021740
OG0014117	Cg002G055420	El001G021670
OG0014118	Cg002G055480, Cg006G209330	El001G021610
OG0014119	Cg002G055530	El001G021560
OG0014120	Cg002G055770	El001G021310
OG0014121	Cg002G055950	El001G021070
OG0014122	Cg002G056140, Cg002G056150	El001G020800
OG0014123	Cg002G056160	El001G020790
OG0014124	Cg002G056330	El001G020590
OG0014125	Cg002G056460	El001G020460, El001G039330
OG0014126	Cg002G056950	El001G019960
OG0014127	Cg002G057040	El001G019730
OG0014128	Cg002G057120	El001G019640
OG0014129	Cg002G057480	El001G019340
OG0014130	Cg008G320110, Cg002G057530	El001G019270
OG0014131	Cg002G057740	El001G019020
OG0014132	Cg002G057820	El001G018840
OG0014133	Cg002G058250	El001G018350
OG0014134	Cg002G058400	El001G018210
OG0014135	Cg002G058700	El001G017850
OG0014136	Cg002G058800	El001G017770
OG0014137	Cg002G058930	El001G017630
OG0014138	Cg003G082690	El001G007890
OG0014139	Cg002G059210	El001G017310, El003G181460
OG0014140	Cg002G059310	El001G017240
OG0014141	Cg002G059640	El001G016810
OG0014142	Cg002G059720	El001G016730
OG0014143	Cg002G059730	El001G016720
OG0014144	Cg002G060020	El001G016370, El001G016410
OG0014145	Cg002G060050	El001G016400, El001G016360
OG0014146	Cg002G060630	El001G015840
OG0014147	Cg002G060840	El001G015660
OG0014148	Cg002G061040	El001G015360
OG0014149	Cg007G274190	El004G226130
OG0014150	Cg002G061400	El001G014860
OG0014151	Cg002G061440	El001G014800
OG0014152	Cg002G061640	El001G014600
OG0014153	Cg002G062070	El001G014240
OG0014154	Cg002G062110	El001G014110
OG0014155	Cg002G062360	El001G013950
OG0014156	Cg002G062430	El001G013840
OG0014157	Cg002G062730	El001G013650
OG0014158	Cg002G063990	El001G012470
OG0014159	Cg002G064050	El001G012400
OG0014160	Cg002G064060	El001G012390
OG0014161	Cg002G064190	El001G012260
OG0014162	Cg005G160060	El006G282640
OG0014163	Cg003G088180	El001G011470
OG0014164	Cg002G066680, Cg002G066510	El001G012080
OG0014165	Cg007G267560	El004G218040
OG0014166	Cg007G267470	El004G217790
OG0014167	Cg007G267800	El004G218290
OG0014168	Cg007G247450	El004G197240
OG0014169	Cg007G267940	El004G218500
OG0014170	Cg007G267920	El004G218480
OG0014171	Cg007G268810	El004G219440
OG0014172	Cg007G268880	El004G219510
OG0014173	Cg007G280720	El003G183300, El004G233870
OG0014174	Cg007G269680	El004G220310
OG0014175	Cg007G269580	El004G220400
OG0014176	Cg007G269530	El004G220460
OG0014177	Cg007G269510	El002G112240, El004G220490
OG0014178	Cg007G269920	El004G220740
OG0014179	Cg007G270330	El004G221230
OG0014180	Cg007G270770	El004G221860
OG0014181	Cg007G271040	El004G222230
OG0014182	Cg007G271090	El004G222280
OG0014183	Cg007G271630	El004G223000
OG0014184	Cg007G271730	El004G223120
OG0014185	Cg007G271810	El004G223190
OG0014186	Cg007G271900	El004G223280
