Orthogroup	Cardamine_glauca	Odontarrhena_muralis
OG0015623	Cg005G167170	Om008G332520
OG0015624	Cg005G167220	Om008G332610
OG0015625	Cg005G167270	Om008G332650
OG0015626	Cg005G170640	Om008G337970
OG0015627	Cg005G170260	Om008G337380
OG0015628	Cg003G085870, Cg003G089100	Om008G332970
OG0015629	Cg005G170160	Om008G337210
OG0015630	Cg005G169930	Om008G336880
OG0015631	Cg005G169780	Om008G336580
OG0015632	Cg005G169570	Om008G336340
OG0015633	Cg005G169520	Om008G336270
OG0015634	Cg005G169410	Om008G336100
OG0015635	Cg005G169420	Om008G336110
OG0015636	Cg004G143250	Om002G075310
OG0015637	Cg005G169310	Om008G335970
OG0015638	Cg005G169270	Om008G335930
OG0015639	Cg005G169260	Om008G335920
OG0015640	Cg005G169160	Om008G335800
OG0015641	Cg005G168970	Om008G335430
OG0015642	Cg005G168840	Om008G335240
OG0015643	Cg005G168820	Om008G335220
OG0015644	Cg005G167650	Om008G333340
OG0015645	Cg005G167730	Om008G333430
OG0015646	Cg005G167760	Om008G333540
OG0015647	Cg005G168190	Om008G334250
OG0015648	Cg005G168220	Om008G334300
OG0015649	Cg005G168320	Om008G334560
OG0015651	Cg005G170770	Om008G338120
OG0015652	Cg006G230220	Om005G196450
OG0015653	Cg006G230180	Om005G196490
OG0015654	Cg006G229830	Om005G196990
OG0015655	Cg006G229690	Om005G197180
OG0015656	Cg006G229520	Om005G197390
OG0015657	Cg006G229330	Om005G197610
OG0015658	Cg006G228980	Om005G198020
OG0015659	Cg006G228890	Om005G198100
OG0015660	Cg006G228710	Om005G198390
OG0015661	Cg006G228480	Om005G198780
OG0015662	Cg006G228490	Om005G198770
OG0015663	Cg006G228510	Om005G198750
OG0015664	Cg006G228550	Om005G198710
OG0015665	Cg006G228600	Om005G198630
OG0015666	Cg006G228380	Om005G198870
OG0015667	Cg006G228240	Om005G199160
OG0015668	Cg006G227800	Om005G199810
OG0015669	Cg006G227850	Om005G199700
OG0015670	Cg006G227870	Om005G199670
OG0015671	Cg006G228000	Om005G199560
OG0015672	Cg007G274150	Om004G140700
OG0015673	Cg006G227350	Om005G200470
OG0015674	Cg006G227170	Om005G200680
OG0015675	Cg006G227130	Om005G200720
OG0015676	Cg006G227040	Om005G200840
OG0015677	Cg006G226930	Om005G200930
OG0015678	Cg006G226890	Om005G200970
OG0015679	Cg006G226680	Om005G201230
OG0015680	Cg006G226640	Om005G201260
OG0015681	Cg006G226610	Om005G201290
OG0015682	Cg006G226570	Om005G201390
OG0015683	Cg006G225850	Om005G202260
OG0015684	Cg006G225480	Om005G202610
OG0015685	Cg006G225450	Om005G202640
OG0015686	Cg006G225360	Om005G202710
OG0015687	Cg006G225120	Om005G203030
OG0015688	Cg006G224940	Om005G203260
OG0015689	Cg006G224440	Om005G203890
OG0015690	Cg006G224380	Om005G203960
OG0015691	Cg006G224370	Om005G203970
OG0015692	Cg006G224270	Om005G204140
OG0015693	Cg006G224220	Om005G204180
OG0015694	Cg006G224200	Om005G204200
OG0015695	Cg006G240980	Om005G182660
OG0015696	Cg006G223840	Om005G204630
OG0015697	Cg006G223760	Om005G204680
OG0015698	Cg006G223480	Om005G204980
OG0015699	Cg006G223310	Om005G205120
OG0015700	Cg006G223230	Om005G205200
OG0015701	Cg006G223130	Om005G205330
OG0015702	Cg006G222960	Om005G205550
OG0015703	Cg006G222950	Om005G205570
OG0015704	Cg006G222890	Om005G205630
OG0015705	Cg006G222780	Om005G206950
OG0015706	Cg006G222670	Om004G143400
OG0015707	Cg006G222450	Om004G143760
OG0015708	Cg006G222000	Om004G144460
OG0015709	Cg006G221920	Om004G144550
OG0015710	Cg006G221840	Om004G144690
OG0015711	Cg006G239170	Om005G184550
OG0015712	Cg006G221040	Om004G145510
OG0015713	Cg006G220920	Om004G145990
OG0015714	Cg006G220720	Om004G146220
OG0015715	Cg007G269360	Om005G209830
OG0015716	Cg006G220530	Om004G146590
OG0015717	Cg007G269010	Om005G210360
OG0015718	Cg006G220370	Om004G146780
OG0015719	Cg006G220260	Om004G147020
OG0015720	Cg006G220120	Om003G124950
OG0015721	Cg006G219770	Om004G147610
OG0015722	Cg006G219530	Om004G131990
OG0015723	Cg006G219500	Om006G263420
OG0015724	Cg006G225920	Om005G202140
OG0015725	Cg006G204200	Om004G149350
OG0015726	Cg006G204180	Om006G238540
OG0015727	Cg006G219140	Om004G151810
OG0015728	Cg001G016680	Om007G280240
OG0015729	Cg001G016610	Om002G051420
OG0015730	Cg001G016530	Om005G185130
OG0015732	Cg001G016320	Om007G291210
OG0015733	Cg001G016230	Om007G315270
OG0015734	Cg005G188130	Om004G150560
OG0015735	Cg001G016140	Om007G285620
OG0015736	Cg001G016100	Om007G285670
OG0015737	Cg001G016040	Om007G285690
OG0015738	Cg001G016030	Om008G333230
OG0015739	Cg001G015920	Om006G273970
OG0015740	Cg001G015750	Om007G285930
OG0015741	Cg001G015700	Om007G286000
OG0015743	Cg001G015430	Om007G286320
OG0015745	Cg001G015330	Om007G286430, Om011G365030
OG0015746	Cg001G015350	Om007G286400
OG0015747	Cg003G098430	Om003G127070
OG0015748	Cg006G237580	Om005G186450
OG0015749	Cg001G012860	Om001G021450
OG0015750	Cg001G012940	Om001G021270
OG0015751	Cg005G188370	Om004G151690
OG0015752	Cg005G189180	Om004G154600
OG0015753	Cg005G189120	Om001G007990
OG0015754	Cg005G189810	Om003G095560
OG0015755	Cg005G190880	Om004G152330, Om004G155250
OG0015756	Cg005G191120	Om002G046770
OG0015757	Cg005G191230	Om004G152090
OG0015758	Cg005G191330	Om004G152020
OG0015759	Cg005G191430	Om004G151310
OG0015760	Cg001G012840	Om001G021460
OG0015761	Cg005G191640	Om004G154470
OG0015762	Cg005G191870	Om004G154340
OG0015763	Cg005G192200	Om004G154050
OG0015764	Cg002G052190	Om006G253350
OG0015765	Cg005G192380	Om004G153820
OG0015766	Cg005G192730	Om004G153550
OG0015767	Cg005G192940	Om004G153500
OG0015768	Cg005G192950	Om004G153490
OG0015769	Cg005G193130	Om004G155840
OG0015770	Cg005G193210	Om004G155890
OG0015771	Cg005G193320	Om004G156000
OG0015772	Cg005G193800	Om004G156420
OG0015773	Cg005G193900	Om001G033090
OG0015774	Cg005G193920	Om004G156570
OG0015776	Cg006G231380	Om005G194750
OG0015777	Cg006G231530	Om005G194510
OG0015778	Cg006G231640	Om005G194420
OG0015779	Cg006G231650	Om005G194410
OG0015780	Cg006G231670	Om005G194390
OG0015781	Cg006G231760	Om005G194270
OG0015782	Cg006G231940	Om005G193980
OG0015783	Cg006G231990	Om005G194020
OG0015784	Cg006G232140	Om005G193810
OG0015785	Cg006G232090	Om005G193860
OG0015786	Cg006G232290	Om005G193650
OG0015787	Cg006G232410	Om005G193390
OG0015788	Cg006G232690	Om005G192940
OG0015790	Cg006G232740	Om005G192860
OG0015791	Cg006G232950	Om005G192540
OG0015792	Cg006G233300	Om005G192130
OG0015793	Cg006G233360	Om005G192040
OG0015794	Cg006G233420	Om005G191950
OG0015795	Cg006G233480	Om005G191880
OG0015796	Cg006G233540	Om005G191790
OG0015797	Cg006G233640	Om005G191590
OG0015798	Cg006G233630	Om005G191600
OG0015799	Cg006G233790	Om005G191380
OG0015800	Cg006G234150	Om005G190940
OG0015801	Cg006G234270	Om005G190810
OG0015802	Cg006G234430	Om005G190560
OG0015803	Cg007G248740	Om005G223560
OG0015804	Cg006G234570	Om005G190290
OG0015805	Cg006G234740	Om005G190020
OG0015806	Cg006G235060	Om005G189650
OG0015807	Cg006G235140	Om005G189530
OG0015808	Cg006G235160	Om005G189510
OG0015809	Cg006G235270	Om005G189380
OG0015810	Cg006G235450	Om005G189170
OG0015811	Cg006G235480	Om005G189150
OG0015812	Cg006G235650	Om005G188910, Om002G078120
OG0015813	Cg006G235760	Om005G188770
OG0015814	Cg006G236200	Om005G188130
OG0015815	Cg006G236180	Om005G188160
OG0015816	Cg006G236140	Om005G188210
OG0015817	Cg006G236090	Om005G188260
OG0015818	Cg006G235930	Om005G188520
OG0015819	Cg006G236380	Om005G187940
OG0015820	Cg006G236620	Om005G187550
OG0015821	Cg006G236630	Om005G187540
OG0015822	Cg006G236770	Om005G187390
OG0015823	Cg006G236810	Om005G187320
OG0015824	Cg006G236830	Om005G187300
OG0015825	Cg006G236920	Om005G187150
OG0015826	Cg006G237030	Om005G187040
OG0015827	Cg006G237250	Om005G186810
OG0015828	Cg006G237440	Om005G186620
OG0015829	Cg006G237360	Om005G186720
OG0015830	Cg006G237950	Om005G186050
OG0015831	Cg006G238350	Om005G185530
OG0015832	Cg006G238330	Om005G185560
OG0015833	Cg002G066060	Om002G082350
OG0015834	Cg006G238560	Om005G185300
OG0015835	Cg006G238830	Om005G184990
OG0015836	Cg006G239150	Om005G184570
OG0015837	Cg006G239220	Om005G184470
OG0015838	Cg006G239250	Om005G184440
OG0015839	Cg006G239650	Om005G184050
OG0015840	Cg006G239400	Om005G184330
OG0015841	Cg006G239420	Om005G184310
OG0015842	Cg006G239540	Om005G184180
OG0015843	Cg006G239560	Om005G184160
OG0015844	Cg006G239680	Om005G184020
OG0015845	Cg006G239690	Om005G184010
OG0015846	Cg006G239710	Om005G183970
OG0015847	Cg006G239760	Om005G183920
OG0015848	Cg007G255870, Cg006G240240	Om005G183390
OG0015849	Cg006G240380	Om005G183250
OG0015850	Cg008G312110	Om007G309140
OG0015852	Cg006G240490	Om005G183220
OG0015853	Cg006G240870	Om005G182800
OG0015854	Cg006G240920	Om005G182750
OG0015855	Cg006G241230	Om005G182340
OG0015856	Cg006G241250	Om005G182320
OG0015857	Cg006G241310	Om005G185840
OG0015858	Cg006G241370	Om005G182200
OG0015859	Cg006G241400	Om005G182160
OG0015860	Cg006G241410	Om005G182150
OG0015861	Cg006G241500	Om005G182030
OG0015862	Cg006G241850	Om005G181550
OG0015863	Cg001G025550	Om001G016900
OG0015864	Cg006G242420	Om005G181070
OG0015865	Cg006G242450	Om005G181040
OG0015866	Cg006G242460	Om005G181030
OG0015867	Cg006G242860	Om005G180490
OG0015868	Cg006G242630	Om005G180830
OG0015869	Cg006G242980	Om005G180330
OG0015870	Cg006G242990	Om005G180300
OG0015871	Cg006G243000	Om005G180290
OG0015872	Cg006G243150	Om005G180150
OG0015873	Cg006G243260	Om005G179960
OG0015874	Cg006G243570	Om005G179620
OG0015875	Cg006G243700	Om005G179480
OG0015876	Cg006G243770	Om005G179410
OG0015877	Cg006G243990	Om005G179170
OG0015878	Cg006G243880	Om005G179310
OG0015879	Cg006G244040	Om005G179100
OG0015880	Cg006G244050	Om005G179080
OG0015881	Cg006G244490	Om005G178610
OG0015882	Cg006G244630	Om005G178480
OG0015883	Cg006G245010	Om005G178090
OG0015884	Cg006G245060	Om005G178140
OG0015885	Cg006G245140	Om005G177900
OG0015886	Cg006G245150	Om005G177890
OG0015887	Cg006G245160	Om005G177880
OG0015888	Cg006G245190	Om005G177840
OG0015889	Cg006G245220	Om005G177810
OG0015890	Cg006G245230	Om005G177790
OG0015891	Cg006G245300	Om005G177720
OG0015892	Cg006G245380	Om005G177650
OG0015893	Cg006G245440	Om005G177570
OG0015894	Cg008G294020	Om007G302100
OG0015895	Cg008G294760	Om007G301170
OG0015896	Cg008G294610	Om007G301360
OG0015897	Cg008G294370	Om007G301620
OG0015898	Cg008G294300	Om007G301700
OG0015899	Cg008G294220	Om007G301790
OG0015900	Cg008G294870	Om007G301030
OG0015901	Cg008G294970	Om007G300900
OG0015902	Cg008G295000	Om007G300810
OG0015903	Cg008G295810	Om007G299750
OG0015904	Cg008G295730	Om007G299830
OG0015905	Cg008G295660	Om007G299980
OG0015906	Cg008G295570	Om007G300070
OG0015908	Cg008G296200	Om007G299140
OG0015909	Cg008G296550	Om007G298640
OG0015910	Cg004G117660	Om002G043840
OG0015911	Cg008G296430	Om007G298830
OG0015912	Cg008G296780	Om007G298210
OG0015913	Cg008G296890	Om007G298050
OG0015914	Cg008G297070	Om007G297740
OG0015915	Cg008G297130	Om007G297640
OG0015917	Cg008G297520	Om007G297310
OG0015918	Cg008G297660	Om007G297150
OG0015919	Cg008G297640	Om007G297170
OG0015920	Cg008G297740	Om007G297060
OG0015921	Cg008G297860	Om007G296830
OG0015922	Cg008G297930	Om007G296720
OG0015923	Cg008G297950	Om007G296700
OG0015924	Cg008G298230	Om007G296360
OG0015925	Cg008G298320	Om007G296290
OG0015926	Cg008G298550	Om007G296060
OG0015927	Cg008G298560	Om007G296050
OG0015928	Cg008G298700	Om007G295900
OG0015929	Cg008G298730	Om007G295870
OG0015930	Cg006G237420	Om005G186640
OG0015931	Cg008G299010	Om007G295420
OG0015932	Cg008G299120	Om007G295320
OG0015933	Cg008G299130	Om007G295310
OG0015934	Cg008G299200	Om007G295180
OG0015935	Cg008G299610	Om007G294860
OG0015936	Cg008G305970	Om007G294660
OG0015937	Cg008G306270	Om007G294330
OG0015939	Cg008G306360	Om007G294280
OG0015940	Cg008G306760	Om007G293870
OG0015941	Cg008G306910	Om004G131440
OG0015942	Cg008G307050	Om007G293570
OG0015943	Cg008G307060	Om007G293560
OG0015944	Cg008G307450	Om007G293300
OG0015946	Cg002G058120	Om006G261320
OG0015947	Cg008G308050	Om007G303540
OG0015948	Cg001G014370	Om002G061350
OG0015950	Cg008G309640, Cg008G311470	Om007G305980, Om009G363090
OG0015951	Cg008G312080	Om010G364920, Om007G309280
OG0015952	Cg008G312600	Om007G308030
OG0015953	Cg008G312290	Om007G308240
OG0015954	Cg008G297110	Om007G297660
OG0015955	Cg008G287680	Om004G169760
OG0015956	Cg008G287720	Om004G169690
OG0015957	Cg008G293970	Om007G302140
OG0015958	Cg008G293960	Om007G302150
OG0015959	Cg008G287610	Om004G169900
OG0015960	Cg008G287360	Om004G170170
OG0015961	Cg008G313620	Om002G084040
OG0015962	Cg006G204560	Om001G015250
OG0015963	Cg008G313350	Om008G358740
OG0015964	Cg008G287180	Om004G170390
OG0015966	Cg008G286940	Om004G170660
OG0015967	Cg008G286890	Om004G170720
OG0015968	Cg008G286760	Om004G170960
OG0015969	Cg008G286740	Om004G170980
OG0015970	Cg008G286720	Om004G170990
OG0015971	Cg008G286610	Om004G171140
OG0015972	Cg008G286590	Om004G171160
OG0015973	Cg008G286540	Om004G171210
OG0015974	Cg008G286490	Om004G171240
OG0015975	Cg008G286470	Om004G171260
OG0015976	Cg008G286210	Om004G171660
OG0015977	Cg004G131290	Om002G060310
OG0015978	Cg008G286080	Om004G171890
OG0015979	Cg008G286010	Om004G171960
OG0015980	Cg008G285950	Om004G172050
OG0015981	Cg008G285750	Om004G172400
OG0015982	Cg006G228900	Om005G198110
OG0015983	Cg008G285470	Om004G172680
OG0015984	Cg008G285350	Om004G172780
OG0015985	Cg008G285250	Om004G172900
OG0015986	Cg008G305790	Om006G240720
OG0015987	Cg008G305770	Om006G240710
OG0015988	Cg008G305730	Om006G240690
OG0015989	Cg008G305610	Om006G240640
OG0015990	Cg008G304920	Om006G240050
OG0015991	Cg008G304780	Om006G239920
OG0015992	Cg008G304570	Om006G239620
OG0015993	Cg008G304520	Om006G239510
OG0015994	Cg008G304470	Om006G239460
OG0015995	Cg008G304400	Om006G239410
OG0015996	Cg008G304030	Om006G238970
OG0015997	Cg008G304060	Om006G239000
OG0015998	Cg008G304190	Om006G239160
OG0015999	Cg008G304200	Om006G239170
OG0016000	Cg008G303790	Om006G238750
OG0016001	Cg008G303730	Om006G238700
OG0016002	Cg008G303530	Om006G238410
OG0016003	Cg008G303490	Om006G238370
OG0016004	Cg008G303410	Om006G238300
OG0016005	Cg004G143650	Om002G076000
OG0016006	Cg008G303230	Om006G238060
OG0016007	Cg008G303170	Om006G237970
OG0016008	Cg008G302850	Om006G237590
OG0016009	Cg008G302780	Om006G237510
OG0016010	Cg003G108640	Om006G237280
OG0016011	Cg003G108660	Om006G237250
OG0016012	Cg002G071790	Om006G237240
OG0016013	Cg003G108850	Om006G237020
OG0016014	Cg003G109090	Om006G236750
OG0016015	Cg003G109110	Om006G236730
OG0016016	Cg003G109310	Om006G236520
OG0016017	Cg003G109400	Om006G236400
OG0016018	Cg003G109830	Om006G236010
OG0016019	Cg003G109870	Om006G235960
OG0016020	Cg003G110020	Om006G235730
OG0016021	Cg003G110120	Om006G235650
OG0016022	Cg003G110130	Om006G235640
OG0016023	Cg003G110350	Om006G235330
OG0016024	Cg003G110410	Om006G235170
OG0016025	Cg003G110530	Om006G235040
OG0016026	Cg003G110730	Om006G234890
OG0016027	Cg003G110820	Om006G234800
OG0016028	Cg003G110900	Om006G234650
OG0016029	Cg003G106360	Om006G247330
OG0016030	Cg003G106200	Om006G247520
OG0016031	Cg003G106130	Om006G247610
OG0016032	Cg003G106120	Om006G247620
OG0016033	Cg003G106060	Om006G247690
OG0016034	Cg003G106020	Om006G247750
OG0016035	Cg003G105820	Om006G247960
OG0016036	Cg003G105800	Om006G247980
OG0016037	Cg002G055520	Om006G257430
OG0016038	Cg002G055590	Om006G257510
OG0016039	Cg002G055760	Om006G257720
OG0016040	Cg002G056090	Om006G258230
OG0016042	Cg002G056440	Om006G258690
OG0016043	Cg002G056480	Om006G258760
OG0016044	Cg002G056680	Om006G259030
OG0016045	Cg002G056780	Om006G259160
OG0016046	Cg002G056870	Om006G259290
OG0016047	Cg002G057140	Om006G259980
OG0016048	Cg002G057220	Om006G260140
OG0016049	Cg002G057270	Om006G260220
OG0016050	Cg008G304210	Om006G239200
OG0016051	Cg002G057580	Om006G260440
OG0016052	Cg002G057830	Om006G260920
OG0016053	Cg002G057920	Om006G261040
OG0016054	Cg002G057930	Om006G261070
OG0016055	Cg006G216540	Om007G290350
OG0016056	Cg002G058510	Om006G262490
OG0016057	Cg002G058540	Om006G262530
OG0016058	Cg002G058570	Om006G262630
OG0016059	Cg002G058650, Cg002G058630	Om006G262770
OG0016060	Cg002G058730	Om006G262920
OG0016061	Cg002G058780	Om006G263030
OG0016062	Cg003G110830	Om006G234780
OG0016063	Cg002G058870	Om006G263170
OG0016064	Cg002G058910	Om006G263300
OG0016065	Cg002G058990	Om007G295190
OG0016066	Cg002G059080	Om006G263710
OG0016067	Cg002G059140	Om006G263750
OG0016068	Cg002G059230	Om004G134580, Om006G263910
OG0016069	Cg002G059350	Om006G264060
OG0016070	Cg002G059420	Om006G264300
OG0016071	Cg002G059430	Om006G264410
OG0016072	Cg002G059630	Om006G265640
OG0016073	Cg002G059670	Om006G265750
OG0016074	Cg002G059680	Om006G265760
OG0016075	Cg002G059690	Om006G265770
OG0016076	Cg002G059740	Om006G265860
OG0016077	Cg002G060060	Om006G266450
OG0016078	Cg002G060200	Om006G266660
OG0016079	Cg002G060260	Om006G266860
OG0016080	Cg002G060700	Om006G267110
OG0016081	Cg002G061490	Om006G268100
OG0016082	Cg002G062030	Om004G174430
OG0016083	Cg002G062090	Om001G040130
OG0016084	Cg002G063570	Om006G247340
OG0016085	Cg002G064580	Om002G077560
OG0016086	Cg002G064660	Om006G268380
OG0016087	Cg002G064820	Om006G268570
OG0016088	Cg002G064850	Om008G328940
OG0016090	Cg002G066290	Om006G268540
OG0016091	Cg006G243780	Om005G179400
OG0016092	Cg007G268300	Om005G211340
OG0016093	Cg007G267410	Om005G212350
OG0016094	Cg007G268080	Om005G211520
OG0016095	Cg007G268330	Om005G211280
OG0016096	Cg007G267880	Om005G211790
OG0016097	Cg007G268840	Om005G210580
OG0016098	Cg007G269060	Om005G210280
OG0016099	Cg004G128240	Om002G056250
OG0016100	Cg007G268920	Om005G210470
OG0016101	Cg007G269160	Om005G210040
OG0016102	Cg007G269220	Om005G209950
OG0016103	Cg007G269230	Om005G209940
OG0016104	Cg007G269300	Om005G209890
OG0016105	Cg007G269310	Om007G301960, Om005G209880
OG0016106	Cg007G269750	Om005G209720
OG0016107	Cg007G269560	Om005G209490
OG0016108	Cg007G269550	Om004G150580, Om005G209480
OG0016109	Cg007G269850	Om005G209320
OG0016110	Cg007G269860	Om005G209310
OG0016111	Cg007G269980	Om005G209170
OG0016112	Cg007G270280	Om005G208540
OG0016114	Cg007G270490	Om005G208320
OG0016115	Cg007G270610	Om005G208190
OG0016116	Cg007G270670	Om005G208090
OG0016117	Cg008G305850	Om006G240770
OG0016118	Cg007G271080	Om005G207360
OG0016119	Cg007G271110	Om005G207330
OG0016120	Cg007G271270	Om005G207100
OG0016121	Cg007G271370	Om005G206960
OG0016122	Cg007G271620	Om005G206700
OG0016123	Cg007G271640	Om005G206680
OG0016124	Cg007G271760	Om005G206560
OG0016125	Cg007G271790	Om005G206520
OG0016126	Cg007G271830	Om005G206460
OG0016127	Cg007G271920	Om005G206330
OG0016128	Cg007G271990	Om005G206220
OG0016129	Cg007G272030	Om005G206150, Om006G266870
OG0016130	Cg007G272070	Om005G206080
OG0016131	Cg007G272080	Om005G206070
OG0016132	Cg007G272110	Om005G206030
OG0016133	Cg007G272120	Om005G206010
OG0016134	Cg007G272160	Om005G205960
OG0016135	Cg007G272180	Om005G205930
OG0016136	Cg007G272490	Om004G143120
OG0016137	Cg007G278760	Om004G133770
OG0016138	Cg007G278650	Om004G134030
OG0016139	Cg007G278620	Om004G134050
OG0016140	Cg007G278550	Om004G134110
OG0016141	Cg007G278290	Om004G134450
OG0016142	Cg007G278260	Om004G134530
OG0016143	Cg007G278090	Om004G134800
OG0016144	Cg007G278020	Om004G134870
OG0016145	Cg007G277890	Om004G135050
OG0016146	Cg007G277550	Om004G135440
OG0016148	Cg007G277340	Om004G135670
OG0016149	Cg007G277260	Om004G135780
OG0016150	Cg007G277210	Om004G135890
OG0016151	Cg004G144910	Om002G076580
OG0016152	Cg007G277140	Om004G136020
OG0016153	Cg007G277120	Om004G136040
OG0016154	Cg007G277060	Om004G136160
OG0016155	Cg007G277050	Om004G136170
OG0016156	Cg007G276880	Om004G136580
OG0016157	Cg007G276860	Om004G136620
OG0016158	Cg007G276760	Om004G136720
OG0016159	Cg007G276710	Om004G137000
OG0016160	Cg007G276440	Om004G137090
OG0016161	Cg007G276210	Om004G137630
OG0016162	Cg007G276190	Om004G138440
OG0016163	Cg007G276130	Om004G138330
OG0016164	Cg006G203490	Om007G287740
OG0016165	Cg007G276010	Om004G138080
OG0016166	Cg007G275990	Om004G138060
OG0016167	Cg007G275950	Om004G138000
OG0016168	Cg007G275750	Om004G137830
OG0016169	Cg007G275560	Om004G138900
OG0016170	Cg007G275470	Om004G138790
OG0016171	Cg007G275390	Om004G138660
OG0016172	Cg007G275350	Om004G138600
OG0016173	Cg007G275260	Om004G138960
OG0016174	Cg007G275160	Om004G139090
OG0016175	Cg007G275110	Om004G139170
OG0016176	Cg007G275100	Om004G139180
OG0016177	Cg007G275040	Om004G139300
OG0016178	Cg007G275000	Om004G139390
OG0016179	Cg007G274770	Om004G139680
OG0016180	Cg007G274760	Om004G139690
OG0016181	Cg007G274710	Om004G139750
OG0016182	Cg007G274510	Om004G140110
OG0016183	Cg007G274430	Om006G260500, Om004G140230
OG0016185	Cg007G274060	Om004G140810
OG0016186	Cg007G273820	Om004G141170
OG0016187	Cg007G273780	Om004G141330
