Orthogroup	Cardamine_glauca	Aethionema_saxatile
OG0017381	Cg007G277350	As010G236720
OG0017382	Cg007G277270	As010G236820
OG0017384	Cg007G276850	As010G237310
OG0017385	Cg007G276450	As010G237630
OG0017386	Cg007G276350	As010G237700
OG0017387	Cg006G226290	As010G238070
OG0017388	Cg007G275460	As010G238560
OG0017389	Cg007G275150	As010G238860
OG0017390	Cg007G274790	As010G239180
OG0017391	Cg008G299890	As010G239320
OG0017394	Cg007G274180	As010G239810
OG0017395	Cg007G274080	As010G239930
OG0017396	Cg007G273840	As010G240210
OG0017397	Cg007G273770	As010G240300
OG0017398	Cg007G273610	As010G240530
OG0017399	Cg007G273440	As010G240810
OG0017400	Cg007G273050	As010G241210
OG0017401	Cg007G279210	As010G241910
OG0017402	Cg007G279450	As010G242120
OG0017403	Cg007G279830	As010G242500
OG0017404	Cg007G280140	As010G242890
OG0017405	Cg006G203170	As010G242950
OG0017406	Cg007G280350	As010G243120
OG0017407	Cg007G280460	As010G243240
OG0017408	Cg007G280530	As010G243360
OG0017409	Cg007G281380	As010G244090
OG0017410	Cg007G281540	As010G244270
OG0017411	Cg007G281700	As010G244440
OG0017412	Cg007G281720	As010G244460
OG0017413	Cg007G281830	As010G244580
OG0017415	Cg004G128990	As011G245010
OG0017416	Cg004G129170	As011G245220
OG0017417	Cg004G129420	As011G245530
OG0017418	Cg004G129590	As011G245660
OG0017419	Cg004G129680	As011G245740
OG0017420	Cg004G130690	As011G246720
OG0017421	Cg004G130700	As011G246730
OG0017422	Cg004G131190	As011G247160
OG0017423	Cg004G131300	As011G247250
OG0017424	Cg004G131450	As011G247270
OG0017425	Cg004G131700	As011G247530
OG0017426	Cg004G132040	As011G247820
OG0017427	Cg004G132670	As011G248460
OG0017428	Cg004G132890	As011G248670
OG0017429	Cg004G133240	As011G248990
OG0017430	Cg004G134460	As011G249950
OG0017431	Cg004G135100	As011G250500
OG0017432	Cg004G135120	As011G250530
OG0017433	Cg004G135670	As011G251100
OG0017434	Cg004G135920	As011G251320, As011G257260
OG0017435	Cg004G136380	As011G251690
OG0017437	Cg004G136470	As011G251800
OG0017438	Cg004G136520	As011G251830
OG0017439	Cg004G136530	As011G251850
OG0017440	Cg004G138570	As011G253410
OG0017441	Cg004G138310	As011G253620
OG0017443	Cg004G138650	As011G253740
OG0017444	Cg004G138660	As011G253750
OG0017445	Cg004G139680	As011G254470
OG0017446	Cg003G098120	As011G254660
OG0017447	Cg004G139930	As011G254670
OG0017448	Cg004G140630	As011G255200
OG0017449	Cg004G141310	As011G255660
OG0017450	Cg004G142350	As011G256590
OG0017451	Cg004G142360	As011G256600
OG0017452	Cg004G142650	As011G256900
OG0017453	Cg004G142780	As011G257510
OG0017454	Cg001G033790	As011G258860
OG0017455	Cg004G144990	As011G259390
OG0017456	Cg004G146630	As011G259850
OG0017457	Cg004G147600	As011G260710
OG0017458	Cg004G147920	As011G260920
OG0017459	Cg004G146100	As011G261410
OG0017460	Cg004G148010	As011G262020
OG0017461	Cg004G148340	As011G262190
OG0017462	Cg001G038870, Cg004G151770	As011G263070
OG0017463	Cg004G152150	As011G263370
OG0017464	Cg004G153080	As011G264230
OG0017465	Cg004G153440	As011G264420
OG0017467	Cg004G153910	As011G264750
OG0017468	Cg004G154630	As011G265270
OG0017469	Cg004G155030	As011G265620
OG0017470	Cg004G155740	As011G266090
OG0017471	Cg004G156430	As011G266720
OG0017472	Cg004G156700	As011G267000
OG0017473	Cg004G156750	As011G267080
OG0017474	Cg001G012180	As011G267310
OG0017475	Cg004G157220	As011G267470
OG0017476	Cg004G157200	As011G267490
OG0017477	Cg004G157150	As011G267540
OG0017478	Cg004G157330	As011G267600
OG0017479	Cg004G157360	As011G267610
OG0017480	Cg006G194090	As012G267760
OG0017481	Cg006G194450	As012G267990
OG0017482	Cg006G194590	As012G268170
OG0017483	Cg006G194700	As012G268300
OG0017484	Cg006G194980	As012G268760
OG0017485	Cg006G195070	As012G268860
OG0017486	Cg006G195100	As012G268880
OG0017487	Cg006G195110	As012G268890
OG0017488	Cg006G195290	As012G269090
OG0017489	Cg006G195660	As012G269340
OG0017490	Cg006G195910	As012G269510
OG0017491	Cg006G196600	As012G270000
OG0017492	Cg006G196620	As012G270020
OG0017493	Cg006G197160	As012G270550
OG0017494	Cg006G197230	As012G270610
OG0017495	Cg006G199150	As012G272020
OG0017496	Cg006G199200	As012G272070
OG0017497	Cg006G199470	As012G272300
OG0017498	Cg006G199700	As012G272490
OG0017499	Cg006G200690	As012G273340
OG0017500	Cg006G200790	As012G273400
OG0017501	Cg006G200810	As012G273420
OG0017502	Cg006G201190	As012G273520
OG0017503	Cg003G078850, Cg014G330680	As012G273580
OG0017504	Cg006G201530	As012G273840
OG0017505	Cg001G024950	As012G274210
OG0017506	Cg001G025000	As012G274240
OG0017507	Cg001G025540	As012G274740
OG0017508	Cg001G025650	As012G274840
OG0017510	Cg006G215990	As012G275060
OG0017511	Cg005G172110	As012G275330
OG0017513	Cg002G054630	As012G275720
OG0017514	Cg002G054610	As012G275730
OG0017515	Cg002G054050	As012G276220
OG0017516	Cg002G053930	As012G276290
OG0017518	Cg002G053660	As012G276570
OG0017519	Cg002G052830	As012G277530
OG0017520	Cg002G052780	As012G277590
OG0017521	Cg002G052770	As012G277600
OG0017522	Cg002G052710	As012G277660
OG0017523	Cg002G052530	As012G278100
OG0017524	Cg002G052140	As012G279520
OG0017526	Cg002G052270	As012G280000
OG0017527	Cg002G051600	As012G281010
OG0017528	Cg002G051470	As012G281300
OG0017529	Cg002G051430	As012G281340
OG0017530	Cg002G051160	As012G281740
OG0017531	Cg002G051000	As012G281930
OG0017532	Cg002G050980	As012G281950
OG0017534	Cg002G050420	As012G282370
OG0017535	Cg002G050550	As012G282420
OG0017536	Cg002G050240	As012G282570
OG0017537	Cg002G049950	As012G282840
OG0017539	Cg002G048970	As012G283850
OG0017540	Cg002G048790	As012G284040
OG0017541	Cg002G047700	As012G284930
OG0017542	Cg002G047540	As012G285060
OG0017543	Cg002G047420	As012G285160
OG0017544	Cg002G046740	As012G285820
OG0017545	Cg002G046720	As012G285830
OG0017546	Cg002G046190	As012G286320
OG0017547	Cg002G054820	As012G286730
OG0017548	Cg002G045840	As012G286890
OG0017549	Cg002G045810	As012G286940
OG0017550	Cg002G044870	As012G287820
OG0017551	Cg002G044420	As012G288120
OG0017552	Cg002G044060	As012G288460
OG0017553	Cg002G043960	As012G288680
OG0017554	Cg002G043370	As012G289260
OG0017555	Cg002G043280	As012G289360
OG0017556	Cg002G045710	As012G289400
OG0017751	Cg001G011840	As001G000580
OG0017752	Cg001G011810	As001G000610
OG0017753	Cg001G010940	As001G001420
OG0017754	Cg004G133920, Cg001G009360	As001G003390
OG0017755	Cg001G008660	As001G004160
OG0017756	Cg001G008260	As001G004690
OG0017758	Cg006G198770	As001G013660
OG0017759	Cg001G005410	As001G014550
OG0017760	Cg001G005080	As001G015100
OG0017761	Cg001G007300	As001G016170
OG0017762	Cg006G213810	As001G016780
OG0017763	Cg006G213570	As001G016950
OG0017764	Cg006G213410	As001G017030
OG0017765	Cg001G023860	As001G017220
OG0017766	Cg007G257320	As001G018460
OG0017767	Cg007G254180	As001G019040
OG0017768	Cg007G250910	As001G020500
OG0017769	Cg007G250840	As001G020560
OG0017770	Cg007G250340	As001G020980
OG0017771	Cg007G248650	As001G022000
OG0017772	Cg002G075670	As001G022330
OG0017773	Cg002G075600	As001G022390
OG0017774	Cg002G075550	As001G022440
OG0017775	Cg002G075490	As001G022510
OG0017776	Cg002G075350	As001G022640
OG0017777	Cg002G075090	As001G022880
OG0017778	Cg002G074170	As001G023820
OG0017779	Cg002G074090	As001G023890
OG0017780	Cg002G074000	As001G023950
OG0017781	Cg002G073790	As001G024030
OG0017782	Cg002G072050	As001G025500
OG0017783	Cg002G071860	As001G025670
OG0017784	Cg002G071110	As001G026190
OG0017785	Cg002G071080	As001G026220
OG0017786	Cg002G068480	As001G026760
OG0017787	Cg002G069360	As001G027160
OG0017788	Cg002G068030	As001G027740
OG0017789	Cg007G265520	As001G028890
OG0017790	Cg002G074910	As001G028930
OG0017791	Cg007G264760	As001G029180
OG0017794	Cg003G102270	As001G030080
OG0017795	Cg007G245930	As001G030620
OG0017796	Cg007G246960	As001G031410
OG0017797	Cg004G125340	As002G034690
OG0017798	Cg001G012880	As002G035490
OG0017799	Cg004G127550	As002G037590
OG0017800	Cg003G088330	As002G039270
OG0017801	Cg016G334190	As002G041910
OG0017802	Cg003G097380	As002G042770
OG0017803	Cg003G098080	As002G043470
OG0017804	Cg003G099500	As002G044490
OG0017805	Cg003G099560	As002G044580
OG0017806	Cg001G021980	As003G057210, As002G045270
OG0017808	Cg003G100900	As002G045720
OG0017809	Cg003G104760	As002G048870
OG0017810	Cg003G105270	As002G049360
OG0017811	Cg008G293430	As002G050380
OG0017812	Cg008G293160	As002G050620
OG0017814	Cg008G290660	As002G053060
OG0017815	Cg008G290380	As002G053360, As002G053380
OG0017816	Cg008G289740	As002G053910
OG0017817	Cg008G289390	As002G054300
OG0017818	Cg008G289340	As002G054350
OG0017819	Cg008G289320	As002G054370
OG0017820	Cg008G288840	As002G054830
OG0017821	Cg008G288330	As002G055250
OG0017823	Cg001G023300	As003G056020
OG0017824	Cg001G023000	As003G056300
OG0017825	Cg004G140820	As003G056940
OG0017826	Cg001G021880	As003G057310
OG0017827	Cg001G021270	As003G057790
OG0017828	Cg001G019720	As003G059180
OG0017829	Cg001G018390	As003G060560
OG0017830	Cg005G171890	As003G061150
OG0017831	Cg001G017290	As003G061670
OG0017832	Cg006G212080	As003G062790
OG0017833	Cg006G209970, Cg006G209990	As003G063560
OG0017834	Cg006G209770	As003G063980
OG0017835	Cg006G207930	As003G064210
OG0017836	Cg006G208310	As003G064280
OG0017837	Cg006G204730	As003G064570
OG0017838	Cg006G205200	As003G064660
OG0017839	Cg006G206390	As003G064880
OG0017840	Cg006G217910	As003G069280
OG0017841	Cg006G216440	As003G070390
OG0017842	Cg006G216370	As003G070610
OG0017844	Cg006G215860	As003G071150
OG0017847	Cg001G003040	As003G073350
OG0017848	Cg001G002940	As003G073450
OG0017849	Cg001G002820	As003G073610
OG0017850	Cg001G002710	As003G073750
OG0017851	Cg001G002420	As003G074080
OG0017852	Cg001G002110	As003G074370
OG0017853	Cg001G001770	As003G074740
OG0017854	Cg001G001380	As003G075140
OG0017855	Cg001G036340	As004G077270
OG0017856	Cg001G036650	As004G077320
OG0017857	Cg001G038100	As004G077760
OG0017858	Cg001G039700	As004G078410
OG0017859	Cg005G171650	As004G078680
OG0017860	Cg005G171420	As004G079810
OG0017861	Cg003G085770	As004G080340
OG0017862	Cg003G086360	As004G080510
OG0017863	Cg005G172220	As004G081010
OG0017864	Cg005G172970	As004G081610
OG0017866	Cg008G316500	As004G082620
OG0017867	Cg008G316600	As004G082640
OG0017868	Cg003G084860	As004G083290
OG0017869	Cg003G084010	As004G083560
OG0017870	Cg003G084000	As004G083580
OG0017871	Cg003G083450	As004G083910
OG0017872	Cg003G083140	As004G084070
OG0017873	Cg003G083100	As004G084110
OG0017874	Cg003G082460	As004G084470
OG0017875	Cg003G081770	As004G084840
OG0017876	Cg003G081130	As004G085320
OG0017877	Cg008G321890	As004G087610
OG0017878	Cg008G322660	As004G088030
OG0017879	Cg008G322990	As004G088280
OG0017880	Cg008G323700	As004G088820
OG0017881	Cg008G324070	As004G089080
OG0017882	Cg008G324250	As004G089160
OG0017883	Cg008G324480	As004G089540
OG0017884	Cg001G033330	As004G090170
OG0017885	Cg008G325380	As004G090570
OG0017886	Cg006G219510	As007G161930, As004G093870, As004G093880, As004G091090, As007G161910, As007G161890
OG0017888	Cg001G034010	As004G092540
OG0017889	Cg001G032170	As004G092760
OG0017891	Cg001G031050	As004G093400
OG0017892	Cg001G030870	As004G093470
OG0017893	Cg001G030080	As004G093760
OG0017894	Cg001G029270	As004G094490
OG0017895	Cg001G028750	As004G094830
OG0017896	Cg001G028400	As004G095090
OG0017897	Cg001G028390	As004G095100
OG0017898	Cg001G027970	As004G095250
OG0017900	Cg001G027490	As004G095630
OG0017901	Cg001G025870	As004G096650
OG0017902	Cg002G047990	As004G096840
OG0017903	Cg001G041180	As004G097370
OG0017904	Cg001G041880	As004G097740
OG0017906	Cg005G158810	As005G100150
OG0017907	Cg005G159160	As005G100470
OG0017908	Cg005G160350	As005G101690
OG0017909	Cg005G160460	As005G101780
OG0017911	Cg005G161590	As005G102970
OG0017912	Cg005G162770	As005G104210
OG0017913	Cg005G162910	As005G104340
OG0017914	Cg005G162960	As005G104420
OG0017915	Cg005G163130	As005G104570
OG0017916	Cg005G163920	As005G105090
OG0017917	Cg005G163770	As005G105220
OG0017918	Cg008G282190	As005G106330
OG0017919	Cg008G282210	As005G106350
OG0017920	Cg008G282220	As005G106360
OG0017921	Cg008G282360	As005G106510
OG0017922	Cg008G282700	As005G106910
OG0017923	Cg002G046200	As005G108240
OG0017924	Cg008G284330	As005G108460
OG0017925	Cg008G300180	As005G110150
OG0017926	Cg008G301150	As005G112220
OG0017928	Cg003G107240	As005G115480
OG0017929	Cg003G106520	As005G115920
OG0017930	Cg003G112390	As005G117490
OG0017931	Cg003G112650	As005G117740
OG0017932	Cg003G115330	As005G120290
OG0017934	Cg003G115600	As005G120600
OG0017935	Cg003G115760	As005G120760, As010G220320
OG0017936	Cg003G075940	As006G121040
OG0017937	Cg003G075950	As006G121050
OG0017938	Cg003G076100	As006G121160
OG0017939	Cg014G333180, Cg003G076400	As006G121500
OG0017940	Cg003G076890, Cg014G332710	As006G121930
OG0017941	Cg014G332660, Cg003G076940	As006G121960
OG0017942	Cg014G331640, Cg003G078050	As006G122340
OG0017943	Cg003G078400, Cg014G331220	As006G123210
OG0017945	Cg005G174880	As006G126920
OG0017946	Cg005G176990	As006G128580
OG0017947	Cg005G177220	As006G128660
OG0017949	Cg005G181950	As006G130630
OG0017950	Cg006G197400	As006G131380
OG0017951	Cg005G185340	As006G131640
OG0017952	Cg005G187080	As006G132110
OG0017953	Cg004G116580	As006G132850
OG0017954	Cg004G116480	As006G133060
OG0017955	Cg004G122280	As006G133140, As006G139910
OG0017956	Cg004G116310	As006G133160
OG0017957	Cg004G116050	As006G133450
OG0017958	Cg004G116000	As006G133510
OG0017959	Cg008G281870	As006G133620
OG0017960	Cg004G124220	As006G133770
OG0017961	Cg008G281940	As006G133800
OG0017962	Cg008G282030	As006G133940
OG0017963	Cg001G013750	As006G134390
OG0017965	Cg001G013900	As006G134540
OG0017966	Cg004G118030	As006G135860
OG0017967	Cg004G118500	As006G136360
OG0017970	Cg004G119260	As006G136640
OG0017971	Cg004G119300	As006G136650
OG0017972	Cg004G120150	As006G137710
OG0017973	Cg004G120230	As006G137800
OG0017974	Cg004G120430	As006G137970
OG0017975	Cg008G312590	As006G138490
OG0017977	Cg004G121130	As006G138580
OG0017978	Cg004G121420	As006G138980
OG0017979	Cg004G121580	As006G139130
OG0017980	Cg004G122300	As006G139930
OG0017981	Cg004G123610	As006G141210
OG0017982	Cg004G123730	As006G141370
OG0017984	Cg004G124440	As006G142070
OG0017985	Cg004G124450	As006G142090
OG0017986	Cg005G166910	As006G143810
OG0017987	Cg005G170280	As006G144840
OG0017988	Cg005G170210	As006G144910, As006G144920
OG0017989	Cg005G170190	As006G144960
OG0017990	Cg005G169190	As006G145960
OG0017991	Cg005G168290	As006G147540
OG0017993	Cg006G230550	As007G151950
OG0017994	Cg006G230330	As007G152140
OG0017995	Cg006G230300	As007G152170
OG0017996	Cg006G229020	As007G153340
OG0017997	Cg006G228330	As007G154090
OG0017998	Cg006G227730	As007G154470
OG0017999	Cg006G227480	As007G154980
OG0018000	Cg006G226980	As007G155450
OG0018001	Cg006G225780	As007G156340
OG0018002	Cg006G225730	As007G156420
OG0018003	Cg006G225720	As007G156430
OG0018004	Cg006G225680	As007G156470
OG0018006	Cg006G223490	As007G158510
OG0018007	Cg008G313380	As007G158780
OG0018008	Cg006G223110	As007G158940
OG0018009	Cg006G222650	As007G159340
OG0018010	Cg006G222150	As007G159680
OG0018011	Cg006G221420	As007G160230
OG0018012	Cg006G220750	As007G160750
OG0018013	Cg006G220060	As007G161410
OG0018014	Cg006G219400	As007G162210
OG0018015	Cg001G016450	As007G162950
OG0018017	Cg001G015410	As007G164800
OG0018018	Cg005G188960	As007G176790
OG0018019	Cg005G188980	As007G176910
OG0018020	Cg005G189200	As007G177340
OG0018021	Cg005G190240	As007G178230
OG0018022	Cg005G190520	As007G178520
OG0018023	Cg005G190790	As007G179040
OG0018024	Cg005G191130	As007G179270
OG0018025	Cg005G191190	As007G179410
OG0018026	Cg005G191450	As007G179640
OG0018027	Cg005G192060	As007G180020
OG0018028	Cg005G192590	As007G180350
OG0018029	Cg005G193470	As007G181000, As007G181010
OG0018030	Cg006G232660	As008G183940
OG0018031	Cg006G234660	As008G186130
OG0018032	Cg006G235390	As008G186990
OG0018033	Cg006G236430	As008G188140
OG0018034	Cg006G237100	As008G189190
OG0018035	Cg006G238310	As008G192070
OG0018036	Cg006G238800	As008G192850
OG0018037	Cg006G240070	As008G194020
OG0018038	Cg006G240150	As008G194150
OG0018039	Cg006G240720	As008G194710
OG0018040	Cg006G240850	As008G194840
OG0018041	Cg006G241460	As008G195610
OG0018042	Cg006G241550	As008G195700
OG0018043	Cg006G242330	As008G196480
OG0018044	Cg006G242350	As008G196500
OG0018045	Cg006G242880	As008G196780
OG0018046	Cg006G243610	As008G197700
OG0018047	Cg006G244430	As008G198540
OG0018048	Cg006G244660	As008G198840
OG0018049	Cg006G245200	As008G199330
OG0018050	Cg006G245210	As008G199350
OG0018051	Cg006G245250	As008G199390
OG0018053	Cg008G294320	As009G200250
OG0018054	Cg008G294860	As009G200390
OG0018055	Cg008G295200	As009G200710
OG0018056	Cg008G295590	As009G201270
OG0018057	Cg008G298020	As009G203700, As009G203690
OG0018058	Cg008G298440	As009G203980
OG0018059	Cg008G298640	As009G204180
OG0018060	Cg008G299330	As009G204760
OG0018061	Cg008G306420	As009G205810
OG0018063	Cg008G307530	As009G207000
OG0018064	Cg008G307640	As009G207090
OG0018065	Cg008G310790, Cg008G309120	As009G207770
OG0018066	Cg008G293790	As009G210250
OG0018067	Cg008G313360	As009G212080
OG0018068	Cg008G287000	As009G212550
OG0018069	Cg008G286650	As009G212930
OG0018071	Cg008G285610	As009G214310
OG0018074	Cg003G109070	As009G217960
OG0018075	Cg003G109120	As009G218000
OG0018077	Cg003G109270	As009G218160
OG0018078	Cg003G109570	As009G218390
OG0018079	Cg003G106210	As009G219730
OG0018080	Cg002G057090	As010G221500
OG0018081	Cg002G057850	As010G222210
OG0018082	Cg002G057970	As010G222290
OG0018083	Cg002G060180	As010G224160
OG0018084	Cg002G064390	As010G226600
OG0018085	Cg002G064740	As010G226980
OG0018086	Cg006G222820	As010G227230
OG0018088	Cg004G143150, Cg002G066790	As010G227610
OG0018090	Cg007G269020	As010G231490
OG0018091	Cg007G269180	As010G231730
OG0018093	Cg007G269670	As010G232300
OG0018094	Cg007G271740	As010G234130
OG0018096	Cg007G277970	As010G236140
OG0018097	Cg007G277870	As010G236260
OG0018098	Cg007G277790	As010G236310
OG0018099	Cg007G277030	As010G237120
OG0018100	Cg007G276380	As010G237670
OG0018101	Cg007G275760	As010G238280
OG0018102	Cg007G275660	As010G238410
OG0018103	Cg007G275620	As010G238450
OG0018104	Cg007G275200	As010G238810
OG0018105	Cg007G275180	As010G238830
OG0018106	Cg007G275070	As010G238930
OG0018108	Cg007G273480	As010G240700
OG0018109	Cg005G157510	As010G240760
OG0018110	Cg007G273100	As010G241180
OG0018111	Cg007G279890	As010G242560
OG0018112	Cg007G279970	As010G242690
OG0018113	Cg007G280070	As010G242790
OG0018114	Cg007G281680	As010G244420
OG0018115	Cg004G128500	As011G244670
OG0018116	Cg004G128710	As011G244790
OG0018117	Cg004G129010	As011G245030
OG0018119	Cg004G129100	As011G245120
OG0018121	Cg004G129650	As011G245710
OG0018122	Cg004G131270	As011G247240
OG0018123	Cg004G131670	As011G247500
OG0018124	Cg004G134590	As011G250080
OG0018125	Cg004G135110	As011G250520
OG0018126	Cg004G139280	As011G254150
OG0018127	Cg004G139490	As011G254250
OG0018128	Cg004G140260	As011G254920
OG0018129	Cg004G141530	As011G255840
OG0018130	Cg004G141560	As011G255930
OG0018132	Cg004G143510	As011G258240
OG0018133	Cg004G144740	As011G259010
OG0018134	Cg004G147710	As011G259190
OG0018135	Cg004G147260	As011G260510
OG0018136	Cg004G146140	As011G261360
OG0018137	Cg004G146120	As011G261390
