Orthogroup	Cochlearia_excelsa	Odontarrhena_muralis
OG0014336	g6521	Om002G072550
OG0014337	g11749	Om002G072750
OG0014338	g24576	Om003G103580
OG0014339	g13484	Om002G073310
OG0014340	g11726	Om002G073820
OG0014341	g13586	Om002G073910
OG0014342	g6456	Om002G073930
OG0014343	g6455	Om002G073950
OG0014344	g13515	Om002G074360
OG0014345	g13518	Om002G074480
OG0014346	g6409	Om002G075140
OG0014347	g13522, g6408	Om002G075190
OG0014348	g6398	Om002G075280
OG0014349	g13562	Om002G077130
OG0014350	g6366	Om002G076170
OG0014351	g13550	Om002G076150
OG0014352	g13666	Om002G079460
OG0014353	g6020	Om002G085530
OG0014354	g7478	Om002G078830
OG0014355	g11579	Om002G077790
OG0014356	g13417	Om004G141310
OG0014357	g13416	Om002G077740
OG0014358	g11596, g13584	Om002G077650
OG0014359	g13582	Om002G077610
OG0014360	g13579	Om003G123390
OG0014361	g13573	Om004G138470
OG0014362	g13672	Om002G079050
OG0014363	g14242	Om002G081810
OG0014364	g13664	Om002G079250
OG0014365	g14569	Om002G079640
OG0014366	g14450	Om002G080120
OG0014367	g13679	Om002G080180
OG0014368	g6196	Om005G228860
OG0014369	g13684	Om002G080220
OG0014370	g23188	Om001G030700
OG0014371	g6192	Om002G080980
OG0014372	g6188	Om002G080740
OG0014373	g13686	Om002G081060
OG0014374	g31095	Om002G082250
OG0014375	g6151	Om002G081960
OG0014376	g14232	Om002G082040
OG0014378	g39562, g6137	Om002G082460
OG0014379	g28246	Om001G016870
OG0014380	g14085	Om002G082660
OG0014381	g14059	Om002G083210
OG0014382	g14051	Om002G083410
OG0014383	g6094	Om002G083950
OG0014384	g6081	Om002G074050, Om002G084230
OG0014385	g6050	Om002G084380
OG0014386	g13958	Om002G085700
OG0014387	g13782	Om002G086070
OG0014388	g5993	Om002G086080
OG0014389	g13936	Om002G086370
OG0014390	g5987	Om002G086440
OG0014394	g13902	Om002G087290
OG0014395	g13871	Om002G087710
OG0014396	g13869	Om002G087840
OG0014397	g5921, g13862	Om002G087970
OG0014398	g5903	Om002G088300
OG0014399	g5897	Om002G088410
OG0014400	g13844	Om008G329020, Om001G003880
OG0014401	g5876	Om002G088250, Om005G187770
OG0014402	g5888	Om002G088540
OG0014403	g27972	Om003G089390
OG0014404	g39449	Om003G089430
OG0014405	g54363	Om003G089890
OG0014406	g54362	Om003G089910
OG0014407	g54320	Om003G090430
OG0014408	g36712	Om003G090490
OG0014409	g54322	Om003G090560
OG0014410	g10843	Om008G362870
OG0014411	g36704	Om003G090710
OG0014412	g36664	Om003G092160
OG0014413	g54303	Om003G092200
OG0014414	g36637	Om003G092670
OG0014415	g36618	Om003G093180
OG0014417	g54276	Om003G093920
OG0014418	g54270	Om003G094170
OG0014419	g36574	Om003G094440
OG0014420	g36573	Om003G094460
OG0014421	g36572	Om003G094470
OG0014422	g36562	Om003G094640
OG0014423	g36554	Om003G094870
OG0014424	g36523	Om003G095450
OG0014425	g54229	Om003G095520
OG0014426	g54214	Om003G095750
OG0014427	g36470	Om003G096430
OG0014428	g54194	Om003G096200
OG0014429	g28036	Om003G095990
OG0014430	g44862	Om005G211530
OG0014431	g54181, g36454	Om003G096830
OG0014433	g36445	Om003G097080
OG0014434	g36430, g54164	Om003G097320
OG0014435	g28058	Om003G097400
OG0014436	g36411	Om003G097770
OG0014437	g43449, g36405	Om003G097880
OG0014438	g54139	Om003G098070
OG0014439	g6833	Om002G066370
OG0014440	g36395	Om003G098280
OG0014441	g54124	Om003G098300
OG0014442	g36382	Om003G098740
OG0014443	g36374	Om003G098770
OG0014444	g54106	Om003G098990
OG0014445	g54118	Om003G098610
OG0014446	g36328	Om003G099400
OG0014447	g36321	Om003G099640
OG0014448	g28107	Om003G099720
OG0014449	g47147	Om003G100150
OG0014450	g24393	Om003G100350
OG0014451	g2303	Om006G253620
OG0014452	g24398	Om003G100400
OG0014453	g17610	Om003G100580
OG0014454	g47127	Om003G100740
OG0014455	g24417	Om003G100860
OG0014456	g37100	Om008G339810
OG0014457	g51461	Om008G339800
OG0014458	g51455	Om008G339910
OG0014459	g11339	Om006G256630
OG0014460	g11336	Om006G256590
OG0014461	g3237	Om006G269350
OG0014462	g2420	Om006G256300
OG0014463	g2419	Om006G256290
OG0014464	g2418	Om006G256280
OG0014465	g2414	Om006G256170
OG0014467	g19240	Om006G255830
OG0014468	g19226	Om006G255690
OG0014469	g19224	Om006G255660
OG0014470	g13638	Om005G211620
OG0014471	g11314	Om006G254770
OG0014472	g19198	Om006G254700
OG0014473	g11305	Om006G254130, Om006G254120
OG0014474	g19168	Om006G253870
OG0014475	g2445	Om006G256720
OG0014476	g29282	Om007G300690
OG0014477	g19293	Om006G256860
OG0014478	g11341	Om006G256880
OG0014479	g19304	Om006G257100
OG0014480	g2289	Om006G253260
OG0014481	g11297	Om006G253200
OG0014482	g2242	Om007G303890, Om006G252750
OG0014483	g2233	Om006G252280
OG0014484	g2222	Om006G252160
OG0014485	g2221, g19108	Om006G252150
OG0014486	g19100	Om006G252040
OG0014487	g2192	Om006G251810
OG0014488	g2165	Om006G250750
OG0014489	g2163	Om006G250710
OG0014490	g51920	Om008G329510
OG0014492	g19014	Om003G119680
OG0014493	g2055	Om003G119740
OG0014494	g2058	Om003G119780
OG0014495	g18996	Om003G120320
OG0014496	g18971	Om003G121160
OG0014497	g11222	Om003G121520
OG0014499	g18954	Om003G122200
OG0014500	g1988	Om003G122360
OG0014501	g2005	Om003G123200
OG0014502	g2007	Om003G123220
OG0014503	g18906	Om003G123230
OG0014504	g2020	Om003G123650
OG0014505	g18895	Om003G123670
OG0014506	g1957	Om003G124240
OG0014507	g1952	Om003G124280
OG0014508	g18870	Om003G124570
OG0014509	g1925	Om003G124920
OG0014510	g18825	Om003G125020
OG0014511	g19016	Om003G119620
OG0014512	g1901	Om003G125610
OG0014513	g1897, g18801	Om003G125720
OG0014514	g1885	Om003G125930
OG0014515	g1880	Om003G126030
OG0014516	g1842	Om003G126720
OG0014517	g1826	Om003G126980
OG0014518	g1813	Om003G127250
OG0014520	g11159	Om003G126230, Om003G127520
OG0014521	g11158	Om003G127580, Om008G344870
OG0014522	g11157	Om003G127590
OG0014523	g1774	Om003G127740
OG0014524	g11150	Om003G128080
OG0014525	g18740	Om003G128600
OG0014526	g18766	Om003G128950
OG0014527	g1741	Om003G128960
OG0014528	g18780	Om003G129130
OG0014529	g18787	Om003G129220
OG0014530	g18699	Om003G129250
OG0014531	g44659	Om003G129340
OG0014532	g44660	Om003G129350
OG0014533	g18711	Om003G129390
OG0014536	g19591	Om002G067200
OG0014537	g19138	Om006G252970
OG0014538	g11271	Om003G112180, Om006G250940
OG0014539	g40521	Om008G357050
OG0014541	g46213	Om004G138270
OG0014543	g51530	Om008G338510
OG0014544	g51550	Om008G338000
OG0014545	g38102	Om008G333320
OG0014547	g13598	Om004G130270
OG0014549	g46423	Om004G133740
OG0014550	g44544	Om004G139950
OG0014551	g23383	Om001G026570
OG0014552	g13103	Om004G143910, Om002G053680
OG0014553	g23294	Om001G028630
OG0014555	g23195, g42966, g18146	Om001G030600
OG0014556	g12557	Om002G047500, Om002G047510
OG0014557	g49275	Om005G177580
OG0014558	g27014	Om005G185590
OG0014559	g31413	Om005G192410
OG0014561	g31635	Om005G197000
OG0014562	g44725	Om005G208720
OG0014563	g45805	Om005G209250
OG0014564	g41556	Om005G210970
OG0014565	g43623, g43614, g35896	Om005G215910
OG0014566	g44218	Om005G224560
OG0014567	g11926	Om002G067860
OG0014567	g11932	Om002G067850
OG0014568	g5920	Om002G087990
OG0014569	g6028, g6077	Om002G084950
OG0014570	g6432	Om002G074940
OG0014571	g6469	Om002G073330, Om004G168810
OG0014572	g6786	Om002G067010
OG0014574	g12382	Om002G052980
OG0014575	g29684	Om004G170420
OG0014576	g45466, g29650	Om004G169600
OG0014577	g12601	Om008G334900, Om008G334880, Om004G168990
OG0014579	g47393	Om001G007690
OG0014580	g47305	Om001G004020
OG0014582	g47201, g24277	Om001G000110
OG0014583	g27774, g50626	Om007G277120
OG0014584	g32371	Om007G289170
OG0014585	g23758	Om007G286580
OG0014586	g17171	Om007G286310
OG0014589	g5253	Om004G161030
OG0014590	g29311	Om007G301370
OG0014591	g29129	Om007G297000
OG0014592	g18498	Om009G363730, Om007G306760
OG0014593	g46634	Om007G318220
OG0014594	g28691	Om006G247990
OG0014595	g28732, g39236, g1272	Om006G246200
OG0014596	g794	Om006G243790
OG0014597	g782	Om006G243610, Om004G169400
OG0014599	g693	Om006G241730
OG0014600	g132	Om006G231340
OG0014602	g27416	Om005G200540
OG0014607	g19570	Om005G214170
OG0014611	g13989	Om002G084800
OG0014616	g19173	Om006G254190
OG0014623	g28591	Om006G249910
OG0014637	g23555	Om001G022560
OG0014639	g23543	Om001G022940
OG0014640	g23540	Om001G023030
OG0014641	g23536	Om001G023140
OG0014643	g17025	Om001G023360
OG0014644	g44366	Om004G135110
OG0014645	g23515	Om001G023640
OG0014646	g23514	Om001G023650
OG0014647	g17015	Om001G023810
OG0014648	g23498	Om001G023930
OG0014649	g23496	Om001G023950
OG0014650	g23484	Om001G024210
OG0014651	g23478	Om001G024250
OG0014652	g23469	Om001G024440
OG0014653	g23466	Om001G024500
OG0014654	g23463	Om001G024560
OG0014655	g23462	Om001G024690
OG0014656	g25217	Om005G196520
OG0014657	g47703	Om001G024840
OG0014659	g17001	Om001G024970
OG0014660	g17000	Om001G024980
OG0014661	g23415	Om001G025970
OG0014662	g23377	Om001G026830
OG0014663	g16969	Om001G026860
OG0014665	g23367	Om001G027000
OG0014666	g53552	Om001G041910
OG0014667	g23351	Om001G027410, Om001G027380
OG0014668	g23346	Om001G027490
OG0014669	g47775	Om001G027520
OG0014670	g23330	Om001G027760
OG0014671	g23328	Om001G027800
OG0014672	g31134	Om005G186760
OG0014673	g23315	Om001G028030
OG0014674	g23308	Om001G028380
OG0014675	g23306	Om001G028440
OG0014676	g47793	Om001G028450
OG0014677	g23297	Om001G028580
OG0014678	g23295	Om001G028620
OG0014679	g23289	Om001G028830
OG0014680	g16923	Om001G029140
OG0014682	g23273	Om001G029320
OG0014684	g23251	Om001G029580
OG0014685	g16909	Om001G030000
OG0014686	g23240	Om001G029890
OG0014687	g23242	Om001G029840
OG0014689	g47873	Om001G032420
OG0014690	g23177	Om001G030890
OG0014691	g23174	Om001G030950
OG0014692	g18162	Om001G030960
OG0014693	g23170	Om001G030990
OG0014695	g23158	Om001G031450
OG0014696	g23106	Om001G032500
OG0014697	g18197	Om001G032130
OG0014698	g776	Om001G031870
OG0014699	g23143	Om001G031780
OG0014700	g18207	Om001G032580
OG0014701	g18204	Om001G032560
OG0014702	g47882	Om001G032870
OG0014703	g23069	Om001G032980
OG0014704	g13717	Om002G083200
OG0014705	g36245	Om005G220550
OG0014706	g23016	Om001G034270
OG0014707	g23011	Om001G034400
OG0014708	g23008	Om001G034490
OG0014709	g50578	Om007G291850
OG0014710	g32525	Om007G292140
OG0014711	g27743	Om007G292210
OG0014712	g50610	Om007G292450
OG0014713	g32539	Om007G292470
OG0014714	g27724	Om007G292700
OG0014715	g27723	Om007G292710
OG0014716	g32595	Om007G277040
OG0014717	g32600	Om007G277000
OG0014718	g32606	Om007G276980
OG0014719	g50633	Om007G276960
OG0014720	g32611	Om007G276900
OG0014721	g32621	Om007G276780
OG0014722	g27780	Om007G276760
OG0014723	g24305	Om007G276340
OG0014724	g47193	Om007G276330
OG0014725	g47188	Om007G276270
OG0014727	g47184	Om007G276210
OG0014728	g47182	Om007G276190
OG0014729	g24322	Om007G276080
OG0014730	g24333	Om007G275880
OG0014731	g24358	Om007G275660
OG0014732	g47156	Om007G275600
OG0014733	g43822	Om005G215920
OG0014734	g43873	Om006G259760
OG0014735	g41130	Om005G183600
OG0014736	g44899	Om005G212340
OG0014737	g41125	Om005G217270
OG0014738	g1695	Om005G217170
OG0014740	g41104	Om011G365830, Om005G218200
OG0014743	g44071	Om005G219670
OG0014744	g37236	Om008G334950
OG0014745	g47704	Om001G024850
OG0014746	g44122	Om005G220570
OG0014747	g41022	Om005G220870
OG0014748	g44143	Om005G221690
OG0014749	g40985	Om005G221930
OG0014750	g40975	Om005G222690
OG0014751	g40934	Om005G223960
OG0014752	g40929	Om005G224120
OG0014753	g10828	Om006G275490
OG0014754	g10805	Om002G066030
OG0014755	g10803	Om002G066040
OG0014756	g10799	Om006G275370
OG0014758	g10773	Om006G275150
OG0014759	g10771	Om008G361380
OG0014760	g10767	Om006G275120
OG0014761	g50606	Om006G275080
OG0014763	g10746	Om004G139250
OG0014764	g10731	Om006G274820
OG0014765	g10697	Om006G274440
OG0014766	g10687	Om006G274370
OG0014768	g10677	Om006G274220
OG0014769	g1544	Om006G273980
OG0014770	g10663	Om006G273950
OG0014771	g1551	Om006G273790
OG0014772	g1557	Om006G273750
OG0014773	g10647	Om006G273570
OG0014774	g10612	Om006G273020
OG0014775	g10597	Om006G272810
OG0014776	g10596	Om006G272800
OG0014777	g1583	Om006G272720
OG0014778	g10589	Om006G272680
OG0014779	g10584	Om006G272590
OG0014780	g16613	Om006G272310
OG0014781	g1596	Om006G272120
OG0014782	g10550	Om006G272080
OG0014783	g10539	Om006G271890
OG0014784	g1604	Om006G271840
OG0014785	g10523	Om006G271690
OG0014786	g10519	Om006G271650
OG0014788	g16566	Om006G271160
OG0014789	g10474	Om006G271080
OG0014790	g18228	Om006G270990
OG0014791	g4326	Om006G269720
OG0014792	g10450	Om006G269730
OG0014793	g4305	Om006G270490
OG0014794	g10403	Om006G270660
OG0014795	g4294	Om004G163870
OG0014798	g10324	Om006G269190
OG0014800	g40962	Om005G223020
OG0014801	g41782	Om005G212820
OG0014802	g44921	Om005G212910
OG0014803	g44928, g44927	Om005G212970
OG0014804	g41833	Om005G213300
OG0014806	g45001	Om005G213730
OG0014807	g45016	Om005G213950
OG0014808	g45023	Om005G214160
OG0014809	g41914	Om005G214440
OG0014810	g42007	Om005G214500
OG0014811	g45046	Om005G214550
OG0014812	g45056	Om005G214750
OG0014813	g45071	Om005G214970
OG0014814	g45099	Om005G215250
OG0014815	g45102	Om008G326000
OG0014816	g53640	Om005G215380
OG0014817	g49534	Om005G215680
OG0014819	g45130	Om005G215650
OG0014820	g18065	Om004G170550
OG0014821	g45138	Om001G035680
OG0014822	g45140	Om005G215740
OG0014823	g41232	Om005G215820
OG0014824	g45234	Om004G159870
OG0014825	g53688	Om004G157150
OG0014826	g40731	Om005G228570
OG0014827	g19344	Om006G258200
OG0014828	g10644	Om001G021940
OG0014829	g40757	Om005G228680
OG0014830	g40762	Om005G228580
OG0014831	g40764	Om005G228530
OG0014832	g40770	Om005G228400
OG0014833	g44263	Om005G227160
OG0014834	g40797	Om005G226910
OG0014835	g40786	Om005G226750
OG0014836	g1736	Om005G226440
OG0014837	g40840	Om005G226420
OG0014838	g40841	Om005G226410, Om005G226370, Om005G226400, Om005G226360
OG0014839	g37127	Om005G226260
OG0014840	g40843	Om005G226230
OG0014841	g40851	Om005G225790
OG0014842	g40868	Om005G225440
OG0014844	g40882	Om005G225170
OG0014845	g40884	Om005G225130
OG0014846	g40885	Om005G225110
OG0014847	g40892	Om005G224890
OG0014848	g13141	Om002G056270
OG0014849	g23583	Om001G021850
OG0014850	g23727	Om008G353550
OG0014852	g23712	Om001G018220
OG0014853	g17140	Om001G018480
OG0014854	g51978	Om008G328490
OG0014856	g38153	Om008G328650
OG0014857	g51965	Om008G328930
OG0014858	g51970	Om008G328720
OG0014859	g37369	Om008G329000
OG0014860	g51946	Om008G329260
OG0014861	g51944	Om008G329320
OG0014862	g7515	Om002G051580
OG0014863	g12410	Om002G051600
OG0014864	g7511	Om002G051650
OG0014865	g7508	Om002G051690
OG0014866	g12403	Om002G051820
OG0014867	g7491	Om002G052060
OG0014868	g7482	Om002G052180
OG0014869	g13059	Om002G052320
OG0014870	g7475	Om002G052360
OG0014871	g7474	Om002G052370
OG0014872	g7464	Om002G052530
OG0014873	g7463	Om002G052540
OG0014874	g7459	Om002G052640
OG0014875	g29834	Om004G174070
OG0014876	g7447	Om002G052910
OG0014877	g7446	Om002G052920
OG0014878	g7442	Om002G053080
OG0014879	g13082	Om002G053160
OG0014880	g7435	Om002G053200
OG0014881	g13086	Om002G053240
OG0014882	g7416	Om002G053800
OG0014883	g1071	Om003G119000
OG0014885	g13111	Om002G054230
OG0014886	g12337	Om002G054390
OG0014887	g12334	Om002G054500
OG0014888	g7386	Om002G054730
OG0014889	g7336	Om002G055660
OG0014891	g12295	Om002G055720
OG0014892	g7314	Om002G056070
OG0014893	g25946	Om005G207590
OG0014894	g1505	Om003G107240
OG0014895	g25976	Om003G107130
OG0014896	g1482	Om003G107760
OG0014897	g13395	Om002G069660
OG0014898	g1410	Om003G110470
OG0014899	g31111	Om005G186130
OG0014900	g1390	Om003G111440
OG0014901	g28280	Om003G111470
OG0014903	g1367	Om003G111720
OG0014904	g1346	Om003G111940
OG0014906	g41170	Om003G112750
OG0014907	g28344	Om003G112770
OG0014908	g41173	Om003G112850
OG0014909	g28348	Om003G112870
OG0014910	g44216	Om004G131610
OG0014911	g1306	Om003G113160, Om003G113150
OG0014912	g865	Om003G113220
OG0014913	g866	Om003G113230
OG0014914	g868	Om003G113270
OG0014915	g870	Om003G113290
OG0014916	g28362	Om003G113310
OG0014917	g28367	Om003G113560
OG0014918	g41226	Om005G186410
OG0014919	g884	Om003G113740
OG0014920	g892	Om003G114010
OG0014921	g41279	Om003G114740
OG0014922	g28406	Om003G114430
OG0014923	g41253	Om003G114280
OG0014924	g28423	Om003G114990
OG0014925	g28424	Om003G115030
OG0014926	g41294	Om003G115150
OG0014927	g935	Om003G115450
OG0014928	g957	Om003G116060
OG0014929	g977	Om003G116530
OG0014930	g31808	Om005G200660, Om007G296860
OG0014931	g39376	Om003G117140
OG0014932	g39374	Om003G117470
OG0014933	g1018	Om003G117550
OG0014934	g28517	Om003G117610
OG0014935	g28543	Om003G118360
OG0014936	g28550	Om003G118470
OG0014937	g1062	Om003G118620
OG0014939	g28562	Om006G250420
OG0014940	g1081	Om006G250300
OG0014941	g1082	Om006G250290
OG0014942	g1098	Om006G249830
OG0014943	g39326	Om006G249780
OG0014944	g28600	Om006G249770
OG0014945	g1108	Om006G249370
OG0014946	g39299	Om006G249000
OG0014947	g1120	Om006G248960
OG0014949	g1140	Om006G248450
OG0014950	g28669	Om006G248370
OG0014951	g28687	Om006G248080
OG0014952	g1154	Om006G248060
OG0014953	g41147	Om003G108690
OG0014954	g45666	Om007G313460
OG0014955	g29358	Om004G161440
OG0014956	g29357	Om004G161430
OG0014957	g45614	Om004G161810
OG0014958	g5299	Om004G162070
OG0014959	g29403	Om004G162670
OG0014960	g45581	Om004G163100
OG0014962	g29439	Om004G163620
OG0014963	g5373	Om004G163780
OG0014964	g29447	Om004G163890
OG0014965	g45565	Om004G163990
OG0014966	g5389	Om004G164320
OG0014967	g29465	Om004G164440
OG0014968	g29466	Om004G164480
OG0014969	g51700	Om008G334320
OG0014970	g29471	Om004G164620
OG0014971	g5394	Om004G164650
OG0014973	g29486	Om004G165020
OG0014974	g29487	Om004G165040
OG0014975	g45542	Om004G165340
OG0014976	g5409	Om004G165400
OG0014977	g45538	Om004G165440
OG0014979	g5423	Om004G165800
OG0014980	g29509	Om004G165810
OG0014981	g5432	Om004G166100
OG0014982	g45520	Om004G166490
OG0014983	g5450	Om004G166610
OG0014984	g29560	Om004G166760
OG0014985	g29561	Om004G166770
OG0014986	g5474	Om004G167130
OG0014987	g29588	Om004G167690
OG0014988	g5506	Om004G167720
OG0014989	g29602	Om004G168010
OG0014990	g5537	Om004G168550
OG0014991	g5540, g29625	Om004G168740
OG0014992	g5546	Om004G168900
OG0014993	g5552	Om004G169030
OG0014994	g17555	Om001G000040
OG0014995	g24267	Om001G000180
OG0014996	g47204	Om001G000200
OG0014997	g17526	Om001G000720
OG0014998	g24236	Om001G000810
OG0014999	g47265	Om001G002200
OG0015000	g17479	Om001G002360
OG0015001	g47278	Om001G002600
OG0015002	g24175	Om001G002620
OG0015003	g24171	Om001G002680
OG0015004	g47286	Om001G002860
OG0015005	g17459	Om001G002920
OG0015006	g47295	Om001G003430
OG0015007	g43474, g24150	Om001G003580
OG0015008	g47311, g17432	Om001G004050
OG0015009	g47318	Om001G004640
OG0015010	g24117	Om001G004650
OG0015011	g24108	Om001G004770
OG0015012	g17387	Om001G005440
OG0015013	g47346	Om001G006220
OG0015014	g47349	Om001G006290
OG0015016	g31747	Om005G199580
OG0015017	g47367	Om001G006880
OG0015018	g24024	Om001G007000
OG0015019	g5200	Om007G301520
OG0015020	g24016	Om001G007080
OG0015021	g24007	Om003G114810, Om001G007280
OG0015022	g47378	Om001G007430
OG0015023	g47381	Om001G007470
OG0015024	g23991	Om001G007610
OG0015025	g17321	Om001G007940
OG0015026	g23984	Om001G008010
OG0015027	g47404, g17313	Om001G008340
OG0015029	g47432	Om001G009420
OG0015030	g17277	Om001G009720
OG0015031	g47446	Om001G009760
OG0015032	g23916	Om001G010040
OG0015034	g17227	Om001G011650
OG0015035	g32637	Om001G011690
OG0015036	g27793	Om001G011730
OG0015037	g50670	Om001G011770
OG0015038	g32649	Om001G011860
OG0015039	g27796	Om001G011920
OG0015040	g27800	Om001G012070
OG0015041	g50689	Om001G012090
OG0015042	g50692	Om001G012120
OG0015043	g32664	Om001G012170
OG0015044	g32747	Om001G013180
OG0015046	g50751	Om001G013320
OG0015047	g27864	Om001G013440
OG0015048	g27884	Om001G013800
