Orthogroup	Cochlearia_excelsa	Erysimum_linariifolium
OG0015561	g7902	El005G236280
OG0015562	g7895	El005G236350
OG0015563	g7881	El005G236450
OG0015564	g7882	El005G236460
OG0015565	g7874	El005G236600
OG0015566	g45761	El005G236880
OG0015567	g12757	El005G236930
OG0015568	g7860	El005G236960
OG0015569	g7855	El005G237070
OG0015570	g7841	El005G237210
OG0015571	g12665	El005G237290
OG0015573	g12651	El005G237560
OG0015574	g7820	El005G237840
OG0015575	g7816	El005G238090
OG0015576	g7811	El005G238200
OG0015577	g12802	El005G238440
OG0015578	g7784	El005G238740
OG0015579	g7783	El005G238870
OG0015580	g7777, g7768	El005G238960
OG0015581	g7742	El005G239500
OG0015583	g12846	El005G240020
OG0015584	g12560	El005G240160
OG0015585	g12551	El005G240420
OG0015586	g12862	El005G240310
OG0015587	g12543	El005G240590
OG0015588	g7693	El005G240600
OG0015589	g12534	El005G240690
OG0015590	g12528	El005G240760
OG0015592	g12493	El005G241550
OG0015593	g12488	El005G241610
OG0015594	g12470	El005G242130
OG0015595	g12464	El005G242240
OG0015596	g12271	El005G248490
OG0015597	g12946	El005G242300
OG0015598	g12458	El005G242320
OG0015599	g12452	El005G242400
OG0015600	g12954	El005G242420
OG0015601	g7599	El005G242580
OG0015603	g7590	El005G242780
OG0015604	g12973	El005G242860
OG0015605	g7575	El005G243000
OG0015606	g12980	El005G243080
OG0015607	g12434	El005G243110
OG0015608	g7567	El005G243240
OG0015609	g7563	El005G243310
OG0015610	g12428	El005G243320
OG0015611	g12994	El005G243470
OG0015612	g7523	El005G244110
OG0015613	g7520	El005G244130
OG0015614	g37348	El006G289300
OG0015616	g38138	El006G289590
OG0015617	g51837	El006G289810
OG0015618	g51833	El006G289860
OG0015619	g37326	El006G290190
OG0015620	g51787	El006G290210
OG0015621	g37312	El006G290830
OG0015622	g51773	El006G290510
OG0015623	g51752	El006G290940
OG0015625	g51744	El006G291060
OG0015626	g38021	El006G295020
OG0015627	g38032	El006G294540
OG0015628	g1678	El005G248160
OG0015629	g51580	El006G294410
OG0015630	g51593	El006G294120
OG0015631	g38047	El006G293760
OG0015632	g38052	El006G293560
OG0015633	g51620	El006G293540
OG0015634	g38056	El006G293430
OG0015635	g37195	El006G293440
OG0015636	g6395	El005G268980
OG0015637	g37199	El006G293310
OG0015638	g37202	El006G293270
OG0015639	g38066	El006G293230
OG0015641	g37219	El006G292830
OG0015642	g51660	El006G292680
OG0015643	g38078	El006G292660
OG0015644	g51732	El006G291530
OG0015645	g37286	El006G291600
OG0015646	g37284	El006G291630
OG0015647	g37257	El006G292080
OG0015648	g51701	El006G292120
OG0015649	g37248	El006G292190
OG0015651	g51544	El006G295200
OG0015652	g49948	El002G099730
OG0015653	g49950	El002G099770
OG0015654	g31634	El002G100130
OG0015655	g49966	El002G100270
OG0015656	g31651	El002G100430
OG0015657	g31657	El002G100630
OG0015658	g31679	El002G101010
OG0015659	g31684	El002G101160
OG0015660	g27369	El002G101350
OG0015661	g50003	El002G101610
OG0015662	g31711	El002G101600
OG0015663	g31710	El002G101580
OG0015664	g27371	El002G101540
OG0015665	g49998	El002G101470
OG0015666	g50009, g31718	El002G101700
OG0015667	g31726	El002G101880
OG0015668	g31762	El002G102380
OG0015669	g31753	El002G102320
OG0015670	g50032	El002G102300
OG0015671	g31745	El002G102130
OG0015672	g44559	El004G226100
OG0015673	g31799	El002G102870
OG0015674	g50056	El002G102990
OG0015675	g31812	El002G103040
OG0015676	g31815	El002G103200
OG0015677	g27428	El002G103330
OG0015678	g31819	El002G103370
OG0015679	g31836	El002G103600
OG0015680	g50083	El002G103630
OG0015681	g31844	El002G103660
OG0015682	g27433	El002G103730
OG0015683	g50120	El002G104450
OG0015685	g31940	El002G104920
OG0015686	g31945	El002G105010
OG0015687	g31951	El002G105230
OG0015688	g31963	El002G105450
OG0015689	g27490	El002G106020
OG0015690	g50205	El002G106090
OG0015691	g50206	El002G106110
OG0015692	g32007	El002G106210
OG0015693	g32010	El002G106250
OG0015694	g27496	El002G106270
OG0015696	g32023	El002G107060, El002G106640
OG0015697	g50233	El002G107130
OG0015698	g32038	El002G107550
OG0015699	g32044	El002G107720
OG0015700	g50250	El002G107800
OG0015701	g50254	El002G107970
OG0015702	g27538	El002G108140
OG0015703	g50271	El002G108150
OG0015704	g27542	El002G108220
OG0015706	g32061	El002G108480
OG0015707	g32103	El002G108730
OG0015709	g32083	El002G109360
OG0015710	g32079	El002G109500
OG0015711	g49560	El002G089490
OG0015712	g32145	El002G111440
OG0015713	g32149	El002G111310
OG0015714	g32162	El002G111130
OG0015715	g44779	El004G220130
OG0015716	g32173	El002G110840
OG0015717	g45757	El004G219640
OG0015718	g50371	El002G111810
OG0015719	g32195	El002G111950
OG0015720	g32201	El002G112050
OG0015721	g32230	El002G112440
OG0015722	g50399	El002G112660
OG0015723	g27621	El002G112700
OG0015724	g31894	El002G104370
OG0015725	g53933	El002G128440
OG0015726	g28142	El002G128410
OG0015727	g32284	El002G113100
OG0015728	g47493	El003G160570
OG0015729	g47499	El003G160500
OG0015730	g17217	El003G160380
OG0015731	g17207	El003G160240
OG0015732	g23832	El003G160190
OG0015733	g23826	El003G160110
OG0015734	g38329	El006G314400
OG0015735	g17200	El003G160010
OG0015736	g47519	El003G159970
OG0015737	g47524	El003G159890
OG0015738	g23819	El003G159880
OG0015739	g23811	El003G159780
OG0015740	g23801	El003G159560
OG0015741	g23792	El003G159510
OG0015742	g23779	El003G159320
OG0015743	g47544	El003G159170
OG0015744	g47551	El003G158970
OG0015745	g17165	El003G159060
OG0015747	g28353	El007G341830
OG0015748	g49686	El002G091180
OG0015749	g23608	El003G156260
OG0015750	g47642	El003G156350
OG0015751	g36876	El006G315080
OG0015752	g38356	El006G316070
OG0015753	g51032	El006G315990
OG0015754	g38368	El006G316750
OG0015755	g38410	El006G317960
OG0015756	g38425	El006G318260
OG0015757	g38432	El006G318440
OG0015758	g38434	El006G318550
OG0015759	g38438	El006G318650
OG0015760	g47646	El003G156240
OG0015761	g38448	El006G318950
OG0015762	g38458	El006G319290
OG0015763	g38484	El006G319630
OG0015764	g19155	El001G025130
OG0015765	g50897	El006G319820
OG0015767	g38512	El006G320360
OG0015768	g38513	El006G320370
OG0015769	g38521	El006G320640
OG0015770	g50877	El006G320700
OG0015771	g38527	El006G321060
OG0015773	g50848	El006G321660
OG0015774	g50846	El006G321680
OG0015775	g45706	El006G321790
OG0015776	g27275	El002G098540
OG0015777	g31525	El002G098320
OG0015778	g27263	El002G098210
OG0015779	g31517	El002G098200
OG0015780	g31514	El002G098180
OG0015781	g31509	El002G098100
OG0015782	g31491	El002G097890
OG0015783	g27254	El002G097840
OG0015784	g49894	El002G097480
OG0015785	g49898	El002G097530
OG0015786	g31475	El002G097320
OG0015787	g31464	El002G097190
OG0015788	g27213	El002G096870
OG0015790	g49869	El002G096780
OG0015791	g31419	El002G096540
OG0015792	g31398	El002G096150
OG0015793	g31392	El002G096060
OG0015794	g49822	El002G095960
OG0015795	g31384	El002G095900
OG0015796	g31379	El002G095840
OG0015797	g31372	El002G095720
OG0015798	g49814	El002G095730
OG0015799	g31352	El002G095490
OG0015801	g31327	El002G094970
OG0015802	g27157	El002G094810
OG0015803	g40942	El004G199120
OG0015804	g27154	El002G094650
OG0015805	g27145	El002G094370
OG0015806	g49754, g49756	El002G093950
OG0015807	g49752	El002G093900
OG0015808	g31278	El002G093870
OG0015809	g31270	El002G093760
OG0015810	g49731	El002G093550
OG0015811	g31258	El002G093510
OG0015812	g49725	El002G093350
OG0015813	g27107	El002G093210
OG0015814	g49704	El002G092630
OG0015815	g31220	El002G092650
OG0015817	g49708	El002G092860
OG0015818	g27103	El002G093030
OG0015819	g31208	El002G092480
OG0015820	g31181	El002G092260
OG0015821	g27077	El002G092250
OG0015822	g31178	El002G092080
OG0015823	g31173, g27064	El002G092000
OG0015824	g31169	El002G091980
OG0015825	g27061	El002G091880
OG0015826	g49641	El002G091780
OG0015827	g27050	El002G091520
OG0015828	g49665	El002G091320
OG0015829	g27044	El002G091410
OG0015830	g27020	El002G090820
OG0015832	g31079	El002G090360
OG0015833	g40604	El001G046660
OG0015834	g49569	El002G090100
OG0015835	g31057	El002G089820
OG0015836	g31042	El002G089510
OG0015837	g31039	El002G089430
OG0015838	g49558	El002G089370
OG0015839	g31009	El002G088930
OG0015840	g49554	El002G089230
OG0015841	g31027	El002G089210
OG0015842	g26990	El002G089090
OG0015843	g49549	El002G089060
OG0015844	g26979	El002G088900
OG0015845	g26978	El002G088890
OG0015846	g31006	El002G088870
OG0015847	g31000	El002G088820
OG0015848	g26964	El002G088300
OG0015849	g30958	El002G107330, El002G088150
OG0015850	g10266	El007G348760
OG0015851	g30957	El002G106690, El002G088140
OG0015852	g30955	El002G088120
OG0015853	g30931	El002G087650
OG0015854	g49494	El002G087600
OG0015855	g30909	El002G087260
OG0015856	g30908	El002G087240
OG0015857	g26952	El002G087180
OG0015858	g30890	El002G087100
OG0015859	g30891	El002G087070
OG0015860	g30892	El002G087060
OG0015861	g49470	El002G086970
OG0015862	g30878	El002G086590
OG0015863	g17619	El001G059370
OG0015864	g30846	El002G085890
OG0015865	g26921	El002G085860
OG0015866	g49439	El002G085850
OG0015867	g30832	El002G085400
OG0015868	g49431	El002G085640
OG0015870	g30824	El002G085240
OG0015871	g49415	El002G085230
OG0015872	g30812	El002G085080
OG0015873	g49400	El002G084890
OG0015874	g26901	El002G084530
OG0015875	g26896	El002G084400
OG0015876	g30778	El002G084290
OG0015877	g49364	El002G084080
OG0015878	g26891	El002G084180
OG0015879	g49359	El002G084010
OG0015880	g26887	El002G083990
OG0015881	g49336	El002G083580
OG0015882	g26874	El002G083410
OG0015883	g30733	El003G180190, El002G083010
OG0015884	g26864	El002G082960
OG0015885	g49298	El002G082790
OG0015886	g30729	El002G082780
OG0015887	g26862	El002G082770
OG0015888	g49296	El002G082720
OG0015889	g26859	El002G082690
OG0015890	g26858	El002G082670
OG0015891	g49290	El002G082580
OG0015892	g30726	El002G082500
OG0015893	g27755	El002G082430
OG0015894	g29331	El001G067730
OG0015895	g29303	El001G066930
OG0015896	g45658	El001G067080
OG0015897	g45654	El001G067320
OG0015898	g45649	El001G067420
OG0015899	g5216	El001G067490
OG0015900	g29298	El001G066820
OG0015901	g29288	El001G066730
OG0015902	g5160	El001G066700
OG0015903	g5103	El001G065930
OG0015904	g5113	El001G066010
OG0015905	g5118	El001G066090
OG0015906	g45690	El001G066170
OG0015907	g29271	El001G066310
OG0015908	g45711	El001G065440
OG0015910	g12682	El005G236710
OG0015911	g5063	El001G065200
OG0015912	g29190	El001G064490
OG0015913	g5031	El001G064330
OG0015914	g29167	El001G064140
OG0015915	g29156	El001G064080
OG0015916	g5013	El001G064030
OG0015917	g4998	El001G063740
OG0015918	g29138	El001G063580
OG0015919	g4992	El001G063600
OG0015920	g29132	El001G063500
OG0015921	g41501	El001G063300
OG0015922	g28993	El001G063230
OG0015923	g28994	El001G063200
OG0015924	g4948	El001G062800
OG0015925	g4947	El001G062700
OG0015926	g41479	El001G062450
OG0015927	g4933	El001G062440
OG0015928	g4922	El001G062310
OG0015929	g4920	El001G062280
OG0015930	g27031	El002G091340
OG0015931	g29067	El001G061980
OG0015932	g41456, g29072	El001G061780
OG0015933	g4904	El001G061770
OG0015934	g4902	El001G061660
OG0015935	g29096	El001G061240
OG0015936	g4865	El001G051510
OG0015937	g10115, g4836	El001G051080
OG0015938	g18525	El001G050890
OG0015939	g4825, g18524	El001G050880
OG0015940	g18517	El001G049950
OG0015941	g10142	El001G049630
OG0015942	g4689	El001G049380
OG0015943	g4688	El001G049370
OG0015945	g4763	El007G345230
OG0015946	g19437	El001G018480
OG0015947	g4673	El007G345260
OG0015948	g7062	El003G158160
OG0015949	g10215	El007G346280
OG0015950	g10236	El007G347410
OG0015951	g10263	El007G348740
OG0015952	g10277	El007G349380
OG0015953	g10271	El007G348980
OG0015954	g29158	El001G064100
OG0015955	g29652	El001G075000
OG0015956	g5582	El001G074940
OG0015957	g5239	El001G067790
OG0015958	g29334	El001G067800
OG0015959	g29657	El001G075100
OG0015960	g29673	El001G075370
OG0015961	g10298	El006G317870
OG0015962	g1258	El002G128100
OG0015963	g10294	El007G350660
OG0015964	g45452	El001G075590
OG0015965	g5603	El001G075900
OG0015966	g45446	El001G076070
OG0015967	g45443	El001G076130
OG0015968	g45442	El001G076260
OG0015969	g5616	El001G076280
OG0015970	g45440	El001G076290
OG0015971	g5626	El001G076430
OG0015972	g45432	El001G076450
OG0015974	g5628	El001G076530
OG0015975	g5629	El001G076560
OG0015977	g12148	El005G251560
OG0015978	g45418	El001G077060
OG0015979	g29742	El001G077140
OG0015980	g29748	El001G077250
OG0015981	g5661	El001G077600
OG0015982	g49989	El002G101150
OG0015983	g29784	El001G077940
OG0015984	g45405	El001G078000
OG0015985	g5689	El001G078100
OG0015986	g10095	El001G051820
OG0015987	g625	El001G051840
OG0015988	g18544	El001G051860
OG0015989	g18548, g14919	El001G052190
OG0015990	g589	El001G053040
OG0015991	g10047	El001G053520
OG0015992	g576	El001G054320
OG0015993	g567	El001G054470
OG0015994	g564	El001G054520
OG0015995	g18565	El001G054730
OG0015996	g539	El001G055540
OG0015997	g541	El001G055510
OG0015998	g546	El001G055290
OG0015999	g547	El001G055280
OG0016001	g9995	El001G055850
OG0016002	g9992	El001G056160
OG0016003	g9990	El001G056190
OG0016004	g501	El001G056320
OG0016005	g13535	El005G269420
OG0016006	g9970	El001G056520
OG0016007	g9968	El001G056600
OG0016009	g9952	El001G057110
OG0016010	g9939	El007G329960
OG0016011	g9938	El007G329940
OG0016012	g9937	El001G041380
OG0016013	g435	El007G329750
OG0016014	g9905	El007G329460
OG0016015	g9901	El007G329440
OG0016016	g413	El007G329210
OG0016017	g9888	El007G329090
OG0016018	g384	El007G328690
OG0016019	g9873	El007G328640
OG0016020	g371	El007G328470
OG0016021	g359	El007G328380
OG0016022	g18605	El007G328370
OG0016023	g348	El007G328090
OG0016024	g343	El007G328010
OG0016026	g9837	El007G327730
OG0016027	g324	El007G327640
OG0016028	g9828	El007G327510
OG0016029	g1219	El007G332660
OG0016030	g1205	El007G332820
OG0016031	g1197	El007G332920
OG0016032	g1196	El007G332930
OG0016033	g1188	El007G333000
OG0016034	g1185	El006G304230, El007G333040
OG0016035	g28693	El007G333300
OG0016036	g1156	El007G333320
OG0016037	g19316	El001G021570
OG0016038	g11345	El001G021490
OG0016039	g19334	El001G021320
OG0016040	g2544	El001G020900
OG0016041	g2569	El001G020530
OG0016042	g19361	El001G020490
OG0016043	g2582	El001G020440
OG0016044	g2588	El001G020320
OG0016045	g19366	El001G020210
OG0016046	g19374	El001G020060
OG0016047	g19392	El001G019620
OG0016048	g19393	El001G019540
OG0016049	g2621	El001G019510
OG0016050	g548	El001G055260
OG0016051	g2628	El001G019210
OG0016052	g2646	El001G018830
OG0016053	g2674	El001G018650
OG0016054	g2675	El001G018630
OG0016055	g32418	El002G115940
OG0016056	g2711	El001G018070
OG0016057	g2717	El001G018040
OG0016058	g2718	El001G018000
OG0016059	g11390	El001G017920
OG0016060	g19469	El001G017840
OG0016061	g19480	El001G017790
OG0016062	g18623	El007G327620
OG0016063	g11393	El001G017710
OG0016064	g2767	El001G017670
OG0016065	g19497	El001G017520
OG0016066	g19493	El001G017460
OG0016067	g2751	El001G017370
OG0016068	g19500	El001G017290
OG0016069	g19503	El001G017210
OG0016070	g19508	El001G017130
OG0016071	g2732	El001G017120
OG0016072	g2772	El001G016840
OG0016073	g2776	El001G016780
OG0016074	g19515	El001G016770
OG0016075	g2780	El001G016760
OG0016076	g2785	El001G016710
OG0016077	g2811	El001G016350
OG0016078	g2818	El001G016170
OG0016079	g11420	El001G016080
OG0016080	g2871	El001G015810
OG0016081	g2941	El001G014760
OG0016082	g2987	El001G014290
OG0016083	g2992	El001G014200, El005G260980
OG0016084	g3208, g19607	El001G012680
OG0016085	g36968	El001G011870
OG0016086	g11508	El001G011820
OG0016087	g19619	El001G011770
OG0016088	g5023	El001G011740
OG0016089	g11518	El001G040280
OG0016090	g11523	El003G190950
OG0016091	g49382	El002G084280
OG0016092	g41574	El004G218830
OG0016093	g44900	El004G217730
OG0016094	g41577	El004G218720
OG0016095	g44852	El004G218870
OG0016096	g44875	El004G218430
OG0016097	g44824	El004G219470
OG0016098	g44797	El004G219700
OG0016099	g7305	El005G248300
OG0016100	g44814	El004G219560
OG0016101	g44788	El004G219810
OG0016103	g45767	El004G219960
OG0016104	g45770	El004G220070
OG0016105	g45771	El004G220080
OG0016106	g44775	El004G220240
OG0016107	g45792	El004G220420
OG0016109	g44758, g45802	El004G220640
OG0016110	g44757	El004G220650
OG0016111	g44750	El004G220800, El007G360500
OG0016112	g44717	El004G221160
OG0016113	g18014	El004G221360
OG0016114	g45828	El004G221480
OG0016115	g45830	El004G221680
OG0016116	g45835	El004G221750
OG0016117	g18542	El001G051720
OG0016118	g18010	El004G222270
OG0016119	g45872	El004G222290
OG0016120	g45882	El004G222480
OG0016121	g45883	El004G222680
OG0016122	g45904	El004G222990
OG0016123	g45906	El004G223010
OG0016124	g45913	El004G223150
OG0016125	g45914	El004G223170
OG0016126	g45918	El004G223210
OG0016127	g45926	El004G223300
OG0016128	g44650	El004G223360
OG0016130	g45933	El004G223480
OG0016131	g44644	El004G223490
OG0016132	g45940	El004G223520
OG0016133	g45942	El004G223540
OG0016134	g44635	El004G223580
OG0016135	g45946	El004G223600
OG0016136	g44619	El004G223990
OG0016137	g46421	El004G231460
OG0016138	g46404	El004G231260
OG0016139	g46402	El004G231240
OG0016140	g46396	El004G231080
OG0016141	g46379	El004G230760
OG0016143	g44362	El004G230520
OG0016146	g44378	El004G229900
OG0016148	g46304	El004G229660
OG0016149	g46301	El004G229570
OG0016150	g44394	El004G229490
OG0016151	g45136	El005G270070
OG0016152	g46277	El004G229400
OG0016153	g46275	El004G229380
OG0016154	g46269	El004G229280
OG0016155	g46268	El004G229270
OG0016156	g46260	El004G229060
OG0016158	g46252, g44410	El004G228950
OG0016159	g46249	El004G228900
OG0016160	g44420	El004G228620
OG0016161	g46223	El004G228290
OG0016162	g46221	El004G228260
OG0016163	g46216	El004G228160
OG0016164	g53964	El002G128950
OG0016165	g46204	El004G228020
OG0016166	g44456	El004G228000
OG0016167	g44464	El004G227970
OG0016168	g44471	El004G227800
OG0016169	g44481	El004G227620
OG0016170	g46178	El004G227540
OG0016171	g44495	El004G227460
OG0016172	g46171	El004G227420
OG0016173	g46168	El004G227320
OG0016174	g44512	El004G227230
OG0016175	g44513	El004G227180
OG0016176	g17981	El004G227170
