Orthogroup	Cochlearia_excelsa	Aethionema_saxatile
OG0013340	g37128	As004G079780
OG0013341	g25844	As004G080070
OG0013342	g25850	As004G080180
OG0013343	g40250	As004G080290
OG0013344	g40249	As004G080300
OG0013345	g40248	As004G080310
OG0013346	g25874	As004G080360
OG0013347	g25892	As004G080380
OG0013348	g670	As004G080530
OG0013349	g40226	As004G080590
OG0013350	g6042	As004G080720
OG0013351	g35895	As004G080770
OG0013352	g40206	As004G080800
OG0013353	g40207	As004G080820
OG0013354	g40209	As004G080840
OG0013355	g37973	As004G081160
OG0013356	g51372	As004G081640
OG0013357	g37961	As004G081650
OG0013358	g51369	As004G081690
OG0013359	g51521	As004G081850
OG0013360	g11125	As004G081890
OG0013361	g11128	As004G081930
OG0013362	g37059	As004G081970
OG0013363	g11137	As004G082030
OG0013364	g37043	As004G082100
OG0013365	g13632	As004G082190
OG0013366	g53970	As004G082200
OG0013367	g37029	As004G082350
OG0013368	g37019	As004G082440
OG0013369	g36324	As004G082490
OG0013370	g18442	As004G082520
OG0013371	g17172	As004G082600
OG0013372	g36970	As004G082660
OG0013374	g11142	As004G082700
OG0013375	g11098, g11091	As004G082730
OG0013376	g18452	As004G082770
OG0013377	g38088	As004G082790
OG0013378	g36975	As004G082800
OG0013379	g18456	As004G082820
OG0013380	g18463	As004G082870
OG0013381	g460	As004G083000
OG0013382	g51541	As004G083060
OG0013383	g40275	As004G083160
OG0013384	g40279	As004G083260
OG0013385	g40282	As004G083310
OG0013386	g40290	As004G083390
OG0013387	g40293	As004G083430
OG0013388	g32671	As004G083500
OG0013389	g40301	As004G083610
OG0013390	g40340	As004G084170
OG0013391	g40349	As004G084270
OG0013392	g40359	As004G084440
OG0013393	g43191	As004G084460
OG0013394	g40370	As004G084510
OG0013395	g40373	As004G084550
OG0013396	g40376	As004G084600
OG0013397	g25689	As004G084670
OG0013398	g25682	As004G084700
OG0013399	g25677	As004G084770
OG0013400	g25673	As004G084890
OG0013401	g40400	As004G085060
OG0013402	g25600	As004G085540
OG0013403	g25598	As004G085580
OG0013404	g25557	As004G085980
OG0013405	g25555	As004G086020
OG0013407	g25552	As004G086260
OG0013408	g11056	As004G086490
OG0013409	g40488	As004G086570, As006G134200
OG0013410	g40508, g11037	As004G087060
OG0013411	g40513	As004G087150
OG0013412	g11028	As004G087190
OG0013414	g40551	As008G186220, As004G087770
OG0013415	g40552	As004G087780, As004G093230
OG0013416	g10994	As004G087810
OG0013418	g40568	As004G088060
OG0013419	g40572	As004G088140
OG0013420	g10973	As004G088170
OG0013421	g10971	As004G088200
OG0013422	g43976	As004G088240
OG0013423	g40598	As004G088570
OG0013424	g40628	As004G088880
OG0013425	g686	As004G089300
OG0013426	g10872	As004G091180
OG0013427	g10873	As004G091190
OG0013428	g17924	As004G091320
OG0013429	g6360	As004G092310, As004G092410
OG0013430	g4767	As006G141320, As004G092770
OG0013431	g45553	As004G092870
OG0013432	g13524	As004G092970, As011G258550
OG0013433	g25004	As004G093000
OG0013434	g6422	As004G093440, As011G257580
OG0013435	g24729	As004G093750
OG0013436	g6453	As004G094000, As011G256570
OG0013437	g24664	As004G094530
OG0013438	g47015	As004G094630
OG0013439	g47029	As004G095050
OG0013440	g24571	As004G095130
OG0013441	g24563	As004G095200
OG0013442	g40346	As004G095430
OG0013443	g36067	As004G095480
OG0013444	g24525	As004G095640
OG0013445	g17710	As004G095980
OG0013446	g24492	As004G096080
OG0013447	g47087	As004G096120
OG0013448	g17689	As004G096160
OG0013449	g17687	As004G096170
OG0013450	g24446	As004G096590
OG0013451	g47109	As004G096610
OG0013452	g16863	As004G096820
OG0013453	g16853	As004G096970
OG0013454	g16845	As004G097160
OG0013455	g46665	As004G097490
OG0013457	g16783	As004G098010
OG0013458	g16768	As004G098320
OG0013459	g16760	As004G098410
OG0013460	g16757	As004G098490
OG0013461	g51578	As005G098690
OG0013462	g37761	As005G098980
OG0013463	g37133	As005G099040
OG0013464	g37749	As005G099160
OG0013465	g50835	As005G099180
OG0013466	g37735	As005G099300
OG0013467	g50830	As005G099400
OG0013469	g47693	As005G099960
OG0013470	g50809	As005G099980
OG0013471	g37703	As005G100080, As005G100050, As005G100070, As005G100060
OG0013472	g50806	As005G100100
OG0013473	g50787	As005G100440
OG0013474	g38249	As005G100680
OG0013475	g37660	As005G100740
OG0013476	g37657	As005G100770
OG0013477	g37655	As005G100790
OG0013478	g37653	As005G100820
OG0013479	g37644	As005G100980
OG0013480	g37638	As005G101100
OG0013481	g52290, g37636	As005G101120
OG0013482	g52285	As005G101210
OG0013483	g37631	As005G101220
OG0013484	g52262	As005G101490
OG0013485	g52222	As005G101830
OG0013486	g38238	As005G102450
OG0013487	g1929	As005G102500, As005G102510
OG0013488	g52186	As005G102530
OG0013489	g37559, g52181	As005G102590
OG0013490	g38234, g37553	As005G102660
OG0013491	g52164	As005G102810
OG0013492	g37545	As005G102830
OG0013493	g38229	As005G102910
OG0013494	g52152	As005G103170
OG0013495	g52134	As005G103320
OG0013496	g38221	As005G103530
OG0013497	g37506	As005G103790
OG0013498	g38211	As005G103930
OG0013499	g37495	As005G103990
OG0013500	g52113	As005G104060
OG0013501	g37482	As005G104270
OG0013502	g38200	As005G104350
OG0013503	g38198, g37475	As005G104400
OG0013504	g52078	As005G104650
OG0013505	g18952	As012G284770, As005G104860
OG0013506	g52030	As005G105120
OG0013507	g52041	As005G105200
OG0013508	g37401	As005G105780
OG0013510	g5824	As005G106680, As006G142210
OG0013511	g45291	As005G106770
OG0013512	g45300	As005G106950
OG0013513	g5804	As005G107000
OG0013514	g45302, g5801	As005G107090
OG0013515	g45309	As005G107170
OG0013516	g45311	As005G107220
OG0013517	g5794	As005G107320
OG0013518	g29858	As005G107370
OG0013519	g29854	As005G107660
OG0013520	g45342	As005G107880
OG0013521	g5775	As005G107890
OG0013522	g5731	As005G108330
OG0013524	g5723	As005G108430
OG0013525	g5719, g29833	As005G108530
OG0013526	g45365	As005G108540
OG0013527	g29826	As005G108670
OG0013528	g5715	As005G108790
OG0013529	g29806, g45378	As005G108950
OG0013530	g5708	As005G108960
OG0013531	g5702	As005G109160
OG0013532	g45391	As005G109240
OG0013533	g45393	As005G109270
OG0013535	g45394, g5696	As005G109350
OG0013536	g29799	As005G109360
OG0013537	g688	As005G110400
OG0013538	g15170, g42430, g42830, g8817, g42848	As009G209790
OG0013538	g22130, g49217, g21220, g30708, g8769, g21056	As005G110560
OG0013539	g28983, g655	As005G110580
OG0013540	g722	As005G111850
OG0013541	g723	As005G111940
OG0013542	g28907	As005G112550
OG0013543	g28895	As005G112980
OG0013544	g769	As005G113090
OG0013545	g41364	As005G113100
OG0013546	g777	As005G113200
OG0013547	g28859	As005G113690
OG0013548	g28858	As005G113700
OG0013549	g28855	As005G113760, As005G113740
OG0013550	g28844, g9693	As005G113970
OG0013551	g28843	As005G113990
OG0013552	g28842	As005G114000
OG0013553	g28830	As005G114110
OG0013554	g28824	As005G114190
OG0013555	g41314	As005G114550
OG0013556	g39232	As005G115580
OG0013557	g39234	As005G115640
OG0013558	g1270, g39237	As005G115650
OG0013559	g27645	As005G115780
OG0013560	g19521	As005G115980
OG0013561	g313	As005G116140
OG0013562	g307	As005G116210
OG0013563	g9811	As005G116470
OG0013564	g281, g41951	As005G116600
OG0013565	g9801	As005G116710
OG0013566	g9792	As005G116930
OG0013567	g257	As005G117020
OG0013568	g252	As005G117080
OG0013569	g9780	As005G117170
OG0013570	g9777	As005G117240
OG0013571	g2754	As005G117280
OG0013572	g9765	As005G117380
OG0013573	g9764	As005G117410
OG0013574	g9761, g231	As005G117480
OG0013575	g227	As005G117520
OG0013576	g218	As005G117580
OG0013577	g13765	As005G117710
OG0013578	g207	As005G117760
OG0013580	g187	As005G118140
OG0013581	g167	As005G118280
OG0013582	g9713	As005G118530
OG0013583	g133	As005G118790
OG0013585	g130	As005G118820
OG0013586	g9691	As005G118910
OG0013587	g116	As005G118990
OG0013588	g105	As005G119100
OG0013589	g103	As005G119120
OG0013590	g100	As005G119150
OG0013591	g84	As005G119290
OG0013592	g9670	As005G119340
OG0013593	g75	As005G119410
OG0013594	g9665	As005G119470
OG0013595	g68	As005G119530, As005G119920, As005G119520, As005G119510
OG0013596	g9664, g66	As005G119550
OG0013597	g60	As005G119660
OG0013598	g9647	As005G119830
OG0013599	g9646	As005G119840
OG0013600	g9640	As005G119960
OG0013601	g9637	As005G120100
OG0013605	g19627	As005G120730
OG0013606	g12	As005G120770
OG0013607	g19622	As005G120830
OG0013609	g25343	As006G121110
OG0013610	g25345	As006G121130
OG0013612	g25374	As006G121220
OG0013613	g25366	As006G121410
OG0013614	g25355	As006G121610
OG0013615	g25353, g45276	As006G121630
OG0013616	g25352	As006G121640
OG0013617	g39473	As006G121970
OG0013618	g39469	As006G122050
OG0013619	g25401	As006G122060
OG0013620	g25403	As006G122130
OG0013621	g25405	As006G122160
OG0013622	g39490	As006G122330
OG0013623	g25424	As006G122580
OG0013624	g25426	As006G122610
OG0013625	g39526	As006G122630
OG0013626	g39524	As006G122650
OG0013627	g25437	As006G122780
OG0013628	g25443	As006G122830
OG0013629	g25444	As006G122840
OG0013630	g25450	As006G122880
OG0013631	g49386	As006G123010
OG0013633	g39600	As006G123470
OG0013634	g39619	As006G123640
OG0013635	g39615	As006G123650
OG0013636	g39613	As006G123660
OG0013637	g39623	As006G123740
OG0013638	g39626, g25492	As006G123760
OG0013639	g39632	As006G123820
OG0013640	g25508	As006G123950
OG0013641	g25509	As006G123970
OG0013642	g39644	As006G124100
OG0013644	g25518	As006G124160
OG0013645	g11064	As006G124340
OG0013646	g39685	As006G124490
OG0013647	g39687	As006G124510
OG0013648	g39694	As006G124590
OG0013649	g39711	As006G124830
OG0013650	g11103	As006G124940
OG0013651	g39726	As006G125060
OG0013652	g39731	As006G125100
OG0013653	g51332	As006G125480
OG0013654	g39753	As006G125500
OG0013655	g39751	As006G125550
OG0013656	g51338	As006G125570
OG0013657	g39791	As006G125640
OG0013658	g39765	As006G126010
OG0013659	g37928	As006G126280
OG0013660	g39797	As006G126340
OG0013661	g39811	As006G126370
OG0013662	g51293	As006G126380
OG0013663	g51283	As006G126480
OG0013664	g51279	As006G126720
OG0013665	g39823	As006G126820
OG0013666	g51273	As006G126860
OG0013667	g37912	As006G127000
OG0013669	g39860	As006G127490
OG0013670	g39872	As006G127600
OG0013671	g39883	As006G127720
OG0013672	g39888	As006G127790
OG0013673	g37901	As006G127850
OG0013674	g39894	As006G127880
OG0013675	g39901	As006G127950
OG0013676	g37898	As006G128180
OG0013677	g37896	As006G128250
OG0013678	g1305	As006G128440
OG0013680	g51177	As006G128700
OG0013681	g39968	As006G128730
OG0013682	g51121	As006G129130
OG0013683	g51107	As006G129380
OG0013684	g18357	As006G129760
OG0013685	g40039	As006G129910
OG0013686	g40056	As006G129980
OG0013687	g53400	As006G130140
OG0013688	g40073	As006G130160
OG0013689	g40077	As006G130210
OG0013690	g53440, g40079	As006G130230
OG0013691	g40092	As006G130390
OG0013692	g40146	As006G130510
OG0013693	g40142	As006G130550
OG0013694	g36775	As006G130770
OG0013695	g40117	As006G130840
OG0013696	g40161	As006G131150, As006G131120
OG0013697	g40162	As006G131160, As006G131180
OG0013698	g40177	As006G131210
OG0013699	g40186	As006G131270
OG0013700	g40199	As006G131320
OG0013701	g40201	As006G131370
OG0013702	g38263	As006G131390
OG0013703	g37176	As006G131410
OG0013704	g38264	As006G131450
OG0013705	g14624, g38271	As006G131540
OG0013706	g36799	As006G131620
OG0013707	g38284	As006G131680
OG0013708	g36813	As006G131750
OG0013709	g7799	As006G137250, As006G131770
OG0013710	g38295	As006G131850
OG0013711	g38302	As006G131910
OG0013712	g38305	As006G131960
OG0013713	g53220	As006G131990
OG0013714	g38318	As006G132200
OG0013715	g23627	As006G132220
OG0013716	g17108	As006G132700
OG0013717	g12734	As006G132750
OG0013719	g7947	As006G133250
OG0013721	g7950	As006G133300
OG0013722	g7953	As006G133370
OG0013723	g1748	As006G133810
OG0013725	g5863	As006G133960
OG0013726	g5859	As006G134010
OG0013727	g39354	As006G134150
OG0013728	g995	As006G134450
OG0013729	g7911	As006G134990
OG0013730	g12742	As006G135010
OG0013731	g7892, g36219	As006G135220
OG0013732	g7883	As006G135250
OG0013733	g7875	As006G135420
OG0013734	g10285	As006G135570
OG0013735	g7861	As006G135700
OG0013737	g12766, g12654	As006G136230
OG0013738	g12650	As006G136320
OG0013739	g7828	As006G136370
OG0013740	g47624	As006G136450
OG0013741	g12624	As006G136610
OG0013742	g12788	As006G136810
OG0013743	g12791	As006G136910
OG0013744	g12793	As006G136930
OG0013745	g7804	As006G137170
OG0013746	g7803	As006G137180
OG0013747	g12797	As006G137390
OG0013748	g12609, g7767, g7776	As006G137500
OG0013749	g7771	As006G137540
OG0013750	g12598	As006G137720
OG0013751	g12597	As006G137730
OG0013752	g12595	As006G137810, As012G286990
OG0013753	g7747	As006G137850
OG0013754	g7741	As006G138020
OG0013755	g7737	As006G138080
OG0013756	g12578	As006G138190
OG0013757	g7723	As006G138280
OG0013758	g12564	As006G138480, As006G138520
OG0013759	g12859	As006G138560
OG0013760	g7712	As006G138670
OG0013761	g12536	As006G139050
OG0013762	g12531	As006G139120
OG0013763	g12515	As006G139380
OG0013764	g7681	As006G139400
OG0013765	g12499	As006G139730
OG0013767	g7645	As006G140120
OG0013768	g7632	As006G140300
OG0013770	g7627	As006G140410
OG0013771	g12451	As006G140830
OG0013772	g12968	As006G141130
OG0013774	g7571	As006G141460
OG0013775	g7569	As006G141480
OG0013776	g7553	As006G141760
OG0013777	g7550	As006G141830
OG0013778	g7541, g12414	As006G141970
OG0013779	g13007	As006G142170
OG0013780	g37357	As006G142530
OG0013781	g38140	As006G142790
OG0013782	g51856	As006G142880
OG0013783	g19060	As006G142970
OG0013784	g51835	As006G143050
OG0013785	g37329	As006G143300
OG0013786	g51788	As006G143370
OG0013787	g51786	As006G143470
OG0013788	g51780	As006G143500
OG0013789	g38123	As006G143750
OG0013790	g51757, g37310	As006G143820
OG0013791	g37309	As006G143940
OG0013792	g51749	As006G144040
OG0013793	g37829	As006G144060
OG0013794	g37305	As006G144150
OG0013795	g51740	As006G144240
OG0013796	g51736	As006G144390
OG0013797	g51561	As006G144540
OG0013798	g51575	As006G144830
OG0013799	g38042	As006G145130
OG0013800	g51600	As006G145210
OG0013801	g51602	As006G145300
OG0013802	g51607	As006G145390
OG0013803	g38051	As006G145450
OG0013804	g51618	As006G145510
OG0013805	g51621	As006G145590
OG0013806	g37204	As006G145940
OG0013807	g37223	As006G146360
OG0013808	g51650	As006G146380
OG0013809	g38080	As006G146730
OG0013810	g37242	As006G147910
OG0013811	g37241	As006G147930
OG0013812	g38087	As006G147950
OG0013813	g25300	As006G148390
OG0013814	g37141	As006G148770
OG0013816	g31584	As007G151890
OG0013817	g31643	As007G152790
OG0013819	g31655	As007G153020
OG0013820	g49978	As007G153080
OG0013821	g31660	As007G153160
OG0013822	g31668	As007G153240
OG0013824	g27365	As007G153600
OG0013825	g49997, g31694	As007G153750
OG0013826	g31695	As007G153760
OG0013828	g31704	As007G153900
OG0013829	g31727	As007G154180
OG0013830	g50018	As007G154340
OG0013831	g50036	As007G154520
OG0013832	g31750	As007G154680
OG0013833	g50027	As007G154740
OG0013834	g31743	As007G154770
OG0013835	g50040	As007G154800
OG0013836	g27413	As007G155030
OG0013837	g50066, g31818	As007G155500
OG0013838	g50068	As007G155540
OG0013839	g50069, g27429	As007G155550
OG0013840	g31830	As007G155610
OG0013841	g50072	As007G155650
OG0013842	g27432	As007G155750
OG0013843	g31865	As007G155890
OG0013844	g50093	As007G155910
OG0013845	g27442	As007G156030
OG0013846	g27443	As007G156080
OG0013847	g31896	As007G156230
OG0013848	g50142	As007G156640
OG0013849	g50153	As007G156850
OG0013850	g27480	As007G157030
OG0013851	g31986	As007G157270
OG0013852	g50190	As007G157360
OG0013853	g50191	As007G157370
OG0013854	g50200	As007G157520
OG0013855	g50203, g31998	As007G157600
OG0013856	g50207	As007G157680, As009G209870
OG0013857	g27494	As007G157760
OG0013858	g27511	As007G158100
OG0013860	g50252	As007G158830
OG0013861	g27533	As007G158850
OG0013862	g50253, g27534	As007G158870, As010G234440
OG0013863	g50294	As007G159510
OG0013864	g32080	As007G159930, As007G159920
OG0013865	g50314	As007G159940
OG0013866	g50334	As007G160200, As007G163880
OG0013867	g32140	As007G160450
OG0013868	g27583	As007G160470
OG0013869	g50345	As007G160500
OG0013870	g32150	As007G160630
OG0013871	g32158	As007G160740
OG0013872	g32181	As007G161040
OG0013873	g32183	As007G161060
OG0013874	g50374	As007G161160
OG0013875	g27617, g32246	As007G161790
OG0013876	g41653	As007G161990
OG0013877	g32259	As007G162020
OG0013878	g50405	As007G162120
OG0013879	g36169	As007G162340
OG0013880	g47508	As007G162880
OG0013881	g23831	As007G163020
OG0013882	g17198, g47517	As007G163460
OG0013883	g47518	As007G163480
OG0013884	g17189	As007G163720
OG0013885	g23796	As007G164350
OG0013886	g23789	As007G164420
OG0013887	g17179	As007G164460
OG0013888	g23252	As007G166900
OG0013889	g51037	As007G167130
OG0013890	g38342	As007G176850
OG0013891	g38341	As007G176860
OG0013892	g38347	As007G176890
OG0013893	g47836	As007G176960
OG0013894	g51033	As007G177050
OG0013895	g38349	As007G177060
OG0013897	g51029	As007G177550
OG0013898	g36878	As007G177690
OG0013899	g38338	As007G177720
OG0013900	g38424	As007G179250
OG0013901	g36916	As007G179820
OG0013902	g46250	As007G179990, As010G237370
OG0013903	g44412	As010G237390, As007G180000
OG0013904	g38479	As007G180040
OG0013905	g38488	As007G180260
OG0013906	g38504	As007G180410
OG0013907	g36942	As007G180570
OG0013908	g50887, g38511	As007G180590
OG0013909	g38514	As007G180630
OG0013911	g50867	As007G180930
OG0013913	g50850	As007G181980
OG0013914	g38556	As007G182230
OG0013915	g31579	As008G182290
OG0013916	g31545	As008G182730
OG0013917	g31544, g49917	As008G182740
OG0013918	g31534	As008G182840
OG0013919	g27265	As008G183060
OG0013920	g31507	As008G183170
OG0013921	g31480	As008G183550
OG0013922	g27248	As008G183570
OG0013923	g49884	As008G183690
OG0013924	g31474	As008G183800
OG0013925	g31460	As008G183900
OG0013926	g31448	As008G183970
OG0013927	g49860	As008G184330
OG0013928	g27194	As008G184540
OG0013929	g31401	As008G184570
OG0013930	g49798, g27181	As008G185340
OG0013932	g49788	As008G185480
OG0013933	g31333	As008G185630
OG0013934	g31330	As008G185700
