Orthogroup	Brassica_rapa	Odontarrhena_muralis
OG0012551	XP_009124728.1	Om002G057230
OG0012552	XP_009124729.1	Om002G057330
OG0012553	XP_009106938.1	Om003G091490
OG0012554	XP_033140880.1, XP_009117169.1	Om002G058910
OG0012555	XP_009146376.1	Om002G059310
OG0012556	XP_009146349.1, XP_009135385.1	Om002G059450
OG0012557	XP_009146328.1, XP_033148701.1	Om002G059810
OG0012558	XP_009146281.1	Om002G060370
OG0012559	XP_009146280.1	Om002G060390
OG0012560	XP_009146275.1	Om002G060450
OG0012562	XP_009135469.1	Om002G061740
OG0012563	XP_009135491.1	Om002G062680
OG0012564	XP_009114193.1	Om002G063250
OG0012565	XP_009114223.1	Om002G063350
OG0012566	XP_009146046.1	Om002G063540
OG0012567	XP_009146041.1	Om002G063580
OG0012568	XP_009114322.1	Om002G063600
OG0012569	XP_018514669.1	Om002G063930
OG0012570	XP_033148002.1	Om002G064320
OG0012571	XP_009145993.1	Om002G064330
OG0012572	XP_033147999.1	Om002G064350, Om002G064340
OG0012573	XP_033147252.1	Om002G064470
OG0012574	XP_009145910.1	Om002G065190
OG0012575	XP_033137540.1	Om002G065330
OG0012576	XP_009145892.1	Om002G065470
OG0012577	XP_009145883.2	Om002G065560
OG0012578	XP_009145865.1	Om002G065800
OG0012579	XP_009145844.1	Om002G066110
OG0012580	XP_009145823.1	Om002G066510
OG0012581	XP_009145816.1	Om002G066590
OG0012582	XP_009145786.1	Om002G066790
OG0012583	XP_009111465.1	Om002G067290
OG0012584	XP_009145693.1	Om002G067530, Om002G067590
OG0012585	XP_009135666.1	Om002G067810
OG0012586	XP_009145631.1	Om002G068190
OG0012587	XP_009145582.1	Om002G068690
OG0012588	XP_009147780.1	Om003G096110
OG0012589	XP_009145528.1	Om002G068920
OG0012590	XP_009145471.1	Om002G069680, Om002G069670
OG0012591	XP_009107812.1	Om003G102140
OG0012592	XP_009108499.1	Om002G071360
OG0012593	XP_018514772.1, XP_033144165.1	Om002G071650
OG0012594	XP_009102656.1	Om002G071790
OG0012595	XP_009102605.1	Om002G072520
OG0012596	XP_009102586.1	Om002G072810
OG0012597	XP_009135863.1	Om002G072870
OG0012598	XP_009102571.1	Om002G072990
OG0012599	XP_009102564.1	Om002G073030
OG0012600	XP_009148129.1	Om005G186790
OG0012601	XP_009102553.2, XP_009106233.1	Om002G073130
OG0012602	XP_018508253.1	Om002G073400
OG0012603	XP_009132589.1	Om002G079280
OG0012604	XP_009136082.1	Om002G074400
OG0012605	XP_009136129.2	Om002G075520
OG0012606	XP_009102475.1	Om002G075400
OG0012607	XP_009136140.1	Om002G076120
OG0012608	XP_009136198.1	Om004G137970
OG0012609	XP_009102257.1	Om002G072200, Om002G085340, Om002G085360
OG0012610	XP_009136188.1	Om002G077750
OG0012611	XP_009102354.1	Om005G222920
OG0012612	XP_009136180.1	Om002G077510
OG0012613	XP_009136175.1	Om002G077470
OG0012614	XP_009112260.2	Om002G077850
OG0012615	XP_009124800.1, XP_009112379.1	Om002G079520
OG0012616	XP_009136221.1	Om002G079530
OG0012617	XP_009123216.1	Om002G080820
OG0012618	XP_009123228.1	Om002G080380
OG0012619	XP_009123151.1	Om002G081310
OG0012620	XP_009119382.1	Om002G082050
OG0012621	XP_009136289.1	Om002G082060
OG0012622	XP_009121235.1	Om002G082140
OG0012623	XP_009112388.1	Om002G082570
OG0012624	XP_018509776.2, XP_009121184.1	Om002G082870
OG0012625	XP_009112405.1	Om002G082940
OG0012626	XP_009133249.2	Om008G333950
OG0012627	XP_009121190.2	Om002G083050
OG0012628	XP_009150846.1	Om002G083830
OG0012629	XP_009112436.1	Om002G084130
OG0012630	XP_009150789.1	Om002G084140
OG0012631	XP_009121097.1	Om002G084310
OG0012632	XP_009102294.1	Om002G084830
OG0012633	XP_009112464.1	Om002G084930
OG0012634	XP_009112466.1	Om002G085010
OG0012635	XP_009112494.1	Om002G085770
OG0012636	XP_009102256.1	Om002G085540
OG0012637	XP_009112573.1, XP_009102234.1	Om002G086580
OG0012638	XP_009102186.1	Om002G086820
OG0012639	XP_009124308.1, XP_009103383.1	Om002G087030
OG0012640	XP_009112620.1	Om002G087300
OG0012641	XP_009112638.1	Om002G087670
OG0012642	XP_033130578.1	Om002G087920
OG0012643	XP_009102020.1	Om002G088270, Om005G215300
OG0012644	XP_033131217.1	Om002G088570
OG0012645	XP_009106799.1	Om007G295330
OG0012646	XP_009106805.1	Om003G089530
OG0012647	XP_009144735.1	Om003G089830
OG0012648	XP_009147471.2	Om003G089840
OG0012649	XP_009106877.1	Om003G090440
OG0012650	XP_009106954.1	Om006G264360, Om003G091880
OG0012651	XP_009123972.2	Om003G092410
OG0012652	XP_018514985.1	Om003G092780
OG0012654	XP_033146885.1	Om003G093500
OG0012655	XP_009147654.1	Om003G093870
OG0012656	XP_009147660.1	Om003G094000
OG0012657	XP_009147689.1	Om003G094600
OG0012659	XP_009147733.1, XP_018514408.2	Om003G095510
OG0012660	XP_009147737.1, XP_033132385.1	Om003G095530
OG0012661	XP_009107177.1	Om003G095710
OG0012662	XP_009144930.1	Om003G096300, Om003G096340
OG0012663	XP_009144925.1	Om003G096210
OG0012664	XP_009147807.1	Om003G096610
OG0012665	XP_009147813.1	Om003G096740
OG0012666	XP_009147817.1	Om003G096760
OG0012667	XP_009147839.1	Om003G097070
OG0012668	XP_009107248.1	Om003G097650, Om009G363170
OG0012669	XP_009107254.1	Om003G097720
OG0012671	XP_009144978.1	Om003G098240
OG0012672	XP_009107183.1	Om003G096190, Om005G192100
OG0012673	XP_009144997.1	Om003G099060
OG0012674	XP_009107327.1	Om003G098930
OG0012675	XP_009147935.1	Om003G099010
OG0012676	XP_009147965.2	Om003G099410
OG0012677	XP_009147970.1	Om003G091020
OG0012678	XP_009107367.2	Om003G099700
OG0012679	XP_018514990.2	Om003G099710
OG0012680	XP_009136753.1	Om003G100220
OG0012681	XP_009146383.1, XP_009107889.1	Om003G100300
OG0012682	XP_009136733.2	Om003G100490
OG0012683	XP_009136728.1	Om003G100760
OG0012684	XP_009146645.1	Om003G100660
OG0012685	XP_009136717.3	Om003G100850
OG0012686	XP_009143727.1	Om008G339450
OG0012688	XP_009141383.1	Om008G340120
OG0012689	XP_018513653.1, XP_033134389.1	Om006G256610
OG0012690	XP_009115901.1	Om006G256600
OG0012691	XP_009115918.1	Om006G256450
OG0012692	XP_009139468.1	Om006G256150
OG0012693	XP_009139462.1	Om006G256030
OG0012694	XP_009115948.1	Om006G255870
OG0012695	XP_009115955.1	Om006G255790
OG0012696	XP_009115982.1	Om006G255520
OG0012697	XP_009148758.1, XP_009115999.1	Om006G255240
OG0012698	XP_033137050.1	Om006G254780
OG0012699	XP_009116039.1, XP_033131734.1	Om006G254610
OG0012700	XP_009151008.1	Om006G239470
OG0012701	XP_009139282.2	Om006G254080
OG0012702	XP_009103897.1, XP_009139272.1	Om006G253770
OG0012703	XP_009136630.1	Om006G256960
OG0012704	XP_009139251.1	Om006G253590
OG0012705	XP_009116131.1	Om006G253240
OG0012706	XP_009116178.1	Om006G252720
OG0012707	XP_009116194.1	Om006G252570
OG0012708	XP_009116232.1	Om006G251970, Om006G237140
OG0012709	XP_009116251.1	Om006G251820, Om007G279820
OG0012710	XP_009116260.1	Om006G251700
OG0012712	XP_009116273.1	Om006G251460
OG0012713	XP_009116327.1	Om006G250530
OG0012714	XP_009116337.1	Om006G250510
OG0012715	XP_009116353.1	Om003G119480
OG0012716	XP_018510024.1	Om003G119490
OG0012717	XP_009116362.1	Om003G119510
OG0012718	XP_033137131.1	Om003G119790
OG0012719	XP_033137132.1, XP_009116384.3	Om003G119800
OG0012720	XP_009143842.1	Om003G105850
OG0012722	XP_009116422.1	Om003G120310
OG0012723	XP_009116426.1	Om003G120330
OG0012724	XP_009139040.2, XP_009116434.3	Om003G120410
OG0012725	XP_009104082.1	Om003G121170
OG0012726	XP_009138949.1	Om003G122330
OG0012728	XP_009142879.1	Om008G326270
OG0012729	XP_009116575.1	Om003G123080
OG0012730	XP_033135987.1	Om003G123100
OG0012731	XP_009116636.1	Om003G123950, Om003G123960
OG0012732	XP_009104223.1	Om003G124110
OG0012733	XP_009116729.1	Om003G125420, Om003G125440
OG0012734	XP_033131203.1, XP_033134891.1	Om003G125460
OG0012735	XP_009138809.1	Om003G125910
OG0012736	XP_009116881.1	Om003G127680
OG0012737	XP_009116906.2	Om003G127970
OG0012738	XP_009116920.1	Om003G128130
OG0012739	XP_009138715.1	Om003G128520
OG0012740	XP_009138639.1	Om003G128990
OG0012741	XP_033136331.1	Om003G129080
OG0012742	XP_033128719.1, XP_009107252.1	Om003G101350
OG0012743	XP_009140711.1	Om004G150730
OG0012744	XP_009147888.1	Om003G097890
OG0012746	XP_009139250.1	Om006G253580
OG0012748	XP_018511249.1, XP_009102077.1, XP_033128537.1	Om006G251360, Om006G251400, Om008G353390, Om004G163980
OG0012750	XP_009105525.2, XP_009104261.1, XP_009138834.1	Om003G125110
OG0012751	XP_009119611.1	Om005G179580, Om005G190770
OG0012752	XP_009114394.1, XP_009101575.2	Om008G358720
OG0012753	XP_009117038.1	Om008G354970
OG0012755	XP_033142672.1, XP_009141982.1	Om008G328210
OG0012757	XP_009106401.1	Om004G134860
OG0012758	XP_018508710.1	Om004G138610
OG0012759	XP_009129498.1	Om001G023090
OG0012760	XP_033142653.1	Om001G023240
OG0012763	XP_009103746.1	Om006G231130, Om006G231110
OG0012764	XP_033133141.1, XP_033143371.1	Om001G038590
OG0012765	XP_009119308.1	Om005G181770
OG0012766	XP_009118540.1, XP_009119451.1	Om005G183890
OG0012767	XP_009110905.1, XP_033128426.1	Om005G186120
OG0012768	XP_009103271.1, XP_009110158.2	Om005G204380
OG0012771	XP_009111424.1	Om004G158160
OG0012772	XP_009112908.1	Om005G227180
OG0012773	XP_009112812.1	Om005G227860
OG0012774	XP_033136644.1, XP_009114704.1	Om002G086020
OG0012775	XP_009110086.1, XP_009145544.2	Om002G068780
OG0012776	XP_009145799.1, XP_033148725.1	Om002G066700
OG0012777	XP_009135441.1	Om001G002060, Om007G306620, Om002G060730
OG0012780	XP_009125645.1, XP_009122254.1	Om004G170210
OG0012781	XP_033132290.1	Om006G254160, Om003G106200
OG0012782	XP_009134004.1	Om004G155950
OG0012783	XP_018510211.1	Om006G239190
OG0012786	XP_009103657.1	Om007G283820
OG0012787	XP_009103628.1	Om007G284250
OG0012788	XP_009122395.2	Om004G168390
OG0012790	XP_009131368.2	Om007G302070
OG0012791	XP_009131451.1, XP_033137551.1	Om007G300090
OG0012792	XP_009121492.1	Om007G298530
OG0012793	XP_009121410.2, XP_009126168.1	Om007G297360
OG0012794	XP_009152105.3	Om006G272910
OG0012795	XP_009132167.1	Om006G250060
OG0012796	XP_009120304.1, XP_009126809.1	Om006G248480
OG0012798	XP_009131890.1	Om006G244230
OG0012801	XP_033140428.1, XP_009136451.1	Om006G236880
OG0012803	XP_009112055.1	Om006G234690
OG0012804	XP_009115546.1	Om004G143640
OG0012812	XP_009109506.2	Om005G211130
OG0012815	XP_009131470.1	Om007G299760
OG0012817	XP_009120946.1, XP_033142666.1	Om007G295350
OG0012827	XP_033134423.1, XP_009115268.1	Om004G158000, Om018G373730
OG0012828	XP_009106689.1	Om007G278020
OG0012836	XP_009144190.1	Om001G022050
OG0012837	XP_009144261.1	Om001G022260
OG0012838	XP_009109098.1	Om001G022430, Om001G022400
OG0012839	XP_009137800.1	Om001G022980, Om001G023020
OG0012840	XP_009129280.1	Om001G023380
OG0012841	XP_009148011.1	Om001G023860
OG0012842	XP_009128750.1	Om001G024420
OG0012843	XP_009128612.1	Om001G024550
OG0012844	XP_009141962.1	Om008G328810
OG0012845	XP_009137871.1	Om001G025090
OG0012846	XP_009127879.2	Om001G026050
OG0012847	XP_009137928.1	Om001G026300
OG0012848	XP_009137947.1	Om001G026480
OG0012849	XP_009137972.1	Om001G026850
OG0012850	XP_009108962.1	Om001G026880
OG0012851	XP_009127355.1	Om001G027200
OG0012852	XP_009108951.1	Om001G027310
OG0012853	XP_033132370.1	Om001G027540
OG0012854	XP_009138009.1	Om001G027850
OG0012855	XP_009138055.1	Om008G350320, Om001G028640
OG0012856	XP_009126418.2	Om001G028810
OG0012857	XP_009126233.1	Om001G029090, Om001G029110
OG0012858	XP_009138077.1	Om001G029160
OG0012859	XP_009125997.2	Om001G029330
OG0012860	XP_009125885.1	Om001G029430
OG0012861	XP_009125813.1	Om001G029530
OG0012862	XP_009125656.1	Om001G029640
OG0012863	XP_009138154.1	Om001G030200
OG0012864	XP_009125264.1	Om001G030020
OG0012865	XP_009138143.1	Om001G029820
OG0012866	XP_009125584.1	Om001G029730
OG0012867	XP_009125048.1	Om001G030330
OG0012868	XP_009121901.1	Om001G030900
OG0012869	XP_009122119.1	Om001G030870
OG0012870	XP_009122349.1	Om001G030850
OG0012871	XP_009121595.2	Om001G030940
OG0012872	XP_009108788.1	Om001G031020
OG0012873	XP_009120730.1	Om001G031250
OG0012875	XP_009118740.1	Om001G031750
OG0012876	XP_009114462.1	Om001G032470
OG0012877	XP_009117488.1	Om001G031900
OG0012878	XP_009114053.1	Om001G032540
OG0012879	XP_009108669.1	Om001G033350
OG0012880	XP_033139720.1	Om001G033360
OG0012881	XP_009106209.2	Om001G033700
OG0012882	XP_009147305.1	Om001G035720
OG0012883	XP_009105253.1	Om001G033930
OG0012884	XP_009136155.1	Om001G039180
OG0012885	XP_009115022.1	Om007G291720
OG0012886	XP_009115018.1	Om007G291750
OG0012887	XP_009102666.1	Om007G292060
OG0012888	XP_009108118.1	Om007G292180
OG0012889	XP_009114892.1	Om007G276890
OG0012890	XP_009114886.1	Om007G276850
OG0012891	XP_033146824.1	Om007G276640
OG0012892	XP_009145556.1	Om007G276120
OG0012893	XP_009136796.1	Om007G275970, Om007G275930
OG0012894	XP_009145719.1	Om007G275870
OG0012895	XP_009145725.1	Om007G275860
OG0012896	XP_009145837.1	Om007G275770
OG0012897	XP_009146012.1	Om007G275690
OG0012898	XP_009124517.1	Om007G275950, Om007G275910
OG0012899	XP_009113432.1	Om005G215980
OG0012900	XP_009113427.1	Om005G216050
OG0012901	XP_009113426.1	Om005G216080
OG0012902	XP_009119531.1	Om003G121030, Om002G053340
OG0012903	XP_009113408.1	Om005G217550
OG0012904	XP_009123461.1	Om005G217380
OG0012905	XP_009119596.1	Om005G217300
OG0012906	XP_009122983.1	Om005G216970, Om001G024160
OG0012907	XP_009124456.1	Om005G216960
OG0012908	XP_009113388.1	Om005G216920
OG0012909	XP_009113353.1	Om011G365620, Om020G374560
OG0012910	XP_009113351.1	Om011G365650, Om020G374520
OG0012911	XP_009102748.1	Om005G218790
OG0012912	XP_009113320.1	Om005G218970
OG0012913	XP_009113307.1	Om005G219350
OG0012914	XP_009102905.1	Om005G219510
OG0012915	XP_009103109.1, XP_009113279.2	Om005G219870
OG0012916	XP_009113285.1	Om005G219740
OG0012917	XP_009103213.1	Om005G219970
OG0012918	NP_001288895.1	Om005G220030
OG0012919	XP_009113204.1	Om005G220890
OG0012920	XP_009103823.1	Om005G220970
OG0012921	XP_018510951.1	Om005G221160
OG0012922	XP_009113182.1	Om005G221590
OG0012923	XP_009103885.1	Om005G221200
OG0012924	XP_009113176.1	Om005G221790
OG0012925	XP_009104349.1	Om005G222140
OG0012926	XP_009104359.1, XP_009113236.1	Om005G222150
OG0012927	XP_009113148.1	Om005G222160
OG0012928	XP_033128857.1	Om005G189900
OG0012929	XP_009104481.1	Om005G222700
OG0012930	XP_033134522.1	Om005G222740
OG0012931	XP_009113360.1, XP_009105767.1	Om005G223910
OG0012932	XP_009107101.1	Om006G275450
OG0012934	XP_033128858.1	Om001G007590
OG0012935	XP_009107133.1	Om006G275410
OG0012936	XP_009129223.1	Om002G057050
OG0012937	XP_009129217.1	Om006G275160
OG0012938	XP_009101328.1	Om004G163250
OG0012939	XP_009101310.1	Om006G275070
OG0012940	XP_009101289.1	Om006G274960
OG0012941	XP_009114217.2	Om008G336010
OG0012942	XP_009101259.1	Om005G225950
OG0012943	XP_009129130.1, XP_009101250.1	Om006G274530
OG0012944	XP_033129891.1	Om006G274290
OG0012945	XP_009152221.1	Om006G274240
OG0012946	XP_009148679.1	Om005G194030
OG0012947	XP_009114160.1	Om006G274050
OG0012948	XP_009114145.1	Om006G273740
OG0012949	XP_009152139.1	Om006G273550
OG0012950	XP_009152132.2	Om006G273450
OG0012951	XP_009152100.1	Om006G272870
OG0012953	XP_018515462.1	Om006G272620
OG0012955	XP_009129509.1	Om006G272510
OG0012956	XP_009121513.1	Om002G055570
OG0012957	XP_033135835.1	Om006G272280
OG0012958	XP_033141871.1	Om006G272110
OG0012959	XP_009152022.2	Om006G272090
OG0012960	XP_009152002.1	Om006G271830
OG0012961	XP_009151998.1	Om006G271790
OG0012962	XP_009129449.1	Om006G271640
OG0012963	XP_009151990.1	Om006G271630
OG0012964	XP_009151989.1	Om006G271580
OG0012965	XP_009151974.1	Om006G271330
OG0012966	XP_009140034.2	Om007G317370
OG0012967	XP_009111574.1	Om006G271150
OG0012968	XP_009129393.1	Om006G270970
OG0012969	XP_009129392.1, XP_033129883.1	Om006G270950
OG0012970	XP_009151909.1	Om006G269660
OG0012971	XP_009151891.1	Om004G135730
OG0012972	XP_009151860.2	Om006G270540
OG0012973	XP_009151857.1	Om006G270550
OG0012974	XP_009151856.2	Om006G270610
OG0012975	XP_009151835.1	Om006G252260
OG0012976	XP_009151800.1	Om007G287730
OG0012977	XP_009151795.2	Om006G269430
OG0012980	XP_009139796.1	Om007G314910
OG0012981	XP_009105257.2	Om005G212850
OG0012982	XP_009127529.2	Om005G212860
OG0012983	XP_009127516.1	Om005G213000
OG0012984	XP_009127515.1	Om005G213050
OG0012985	XP_009105242.1	Om005G213190
OG0012986	XP_009105226.1	Om005G213810
OG0012987	XP_009127476.1	Om005G213800
OG0012988	XP_033140105.1	Om005G214020
OG0012989	XP_009105191.1	Om005G214070
OG0012990	XP_009105155.1	Om005G214850
OG0012991	XP_009105151.1	Om005G215060
OG0012992	XP_018512423.1	Om005G215210
OG0012993	XP_009105147.1	Om005G215220
OG0012994	XP_009127391.1	Om005G215280
OG0012995	XP_018511561.1	Om007G314140
OG0012996	XP_009132510.1	Om005G215860
OG0012997	XP_009102612.1	Om001G012970
OG0012998	XP_009112861.1	Om005G228890
OG0012999	XP_009112841.1	Om005G228740
OG0013000	XP_009112821.1	Om005G228280
OG0013001	XP_009112820.1	Om005G228260
OG0013002	XP_009112815.1	Om005G227880
OG0013003	XP_009112814.1	Om005G227870
OG0013004	XP_009112803.1	Om005G227780
OG0013005	XP_009112801.1	Om005G227720
OG0013006	XP_009112796.1	Om005G227620
OG0013007	XP_009112795.1	Om005G227600
OG0013008	XP_009112902.1	Om005G227580
OG0013009	XP_033134086.1	Om005G227220
OG0013010	XP_009112766.1	Om005G226900
OG0013011	XP_009112759.1	Om005G226760
OG0013012	XP_009112940.1	Om005G226470
OG0013013	XP_009112947.1	Om005G226270
OG0013014	XP_009112955.1	Om005G226220
OG0013015	XP_009148566.1	Om005G192290
OG0013016	XP_009112985.1	Om005G225640
OG0013017	XP_009112713.1	Om005G225470
OG0013018	XP_009113052.1	Om005G225120
OG0013019	XP_009113055.1	Om005G225090
OG0013020	XP_009113080.1	Om005G224780
OG0013021	XP_009148634.1	Om005G191320
OG0013022	NP_001288949.1	Om005G224580
OG0013023	XP_009148044.1	Om005G224540
OG0013024	XP_009139582.1	Om003G094480
OG0013026	XP_009137570.1	Om001G018630
OG0013028	XP_009144808.2	Om001G018230
OG0013029	XP_033145361.1	Om007G313650
OG0013030	XP_009133479.1, XP_009142737.1	Om008G328330
OG0013031	XP_009142728.1	Om008G328590
OG0013032	XP_009141959.1	Om008G328840
OG0013033	XP_009141961.1	Om008G328820
OG0013034	XP_009133461.2	Om008G328980
OG0013035	XP_009133445.2	Om008G329340
OG0013036	XP_009141920.1	Om008G329470
OG0013037	XP_009146958.1	Om002G051490
OG0013038	XP_009146941.1	Om002G051660
OG0013040	XP_009146909.1	Om002G052280
OG0013041	XP_009146911.1	Om002G052290
OG0013042	XP_009146887.1	Om002G052650
OG0013044	XP_009137963.1	Om003G114240
OG0013045	XP_009123126.1	Om002G052940
OG0013046	XP_009146867.1	Om002G052990
OG0013047	XP_009146866.1, XP_009123090.1	Om002G053010
OG0013048	XP_009135026.1	Om002G053020
OG0013049	XP_009135108.1	Om002G053250
OG0013050	XP_009146840.2	Om002G053270
OG0013051	XP_009131746.1	Om006G241150
OG0013052	XP_009122708.1	Om002G053720
OG0013053	XP_009135121.1	Om002G053740
OG0013054	XP_009135125.1	Om002G053790
OG0013055	XP_009146802.1	Om002G054020
OG0013056	XP_009148452.1	Om005G190080
OG0013057	XP_009146745.1	Om002G054560
OG0013058	XP_009146704.2	Om002G055040
OG0013059	XP_009146702.1	Om002G055070, Om006G249590
OG0013060	XP_018513465.1	Om002G055630
OG0013061	XP_009146653.1	Om002G055640
OG0013062	XP_009146648.1	Om002G055700
OG0013063	XP_009146642.2	Om002G055750
OG0013064	XP_009144235.1	Om007G280790
OG0013065	XP_009135225.1	Om002G056000
OG0013066	XP_009137754.1	Om001G021880
OG0013067	XP_009143389.1, XP_009142120.1	Om008G333720
OG0013068	XP_009127373.1	Om003G107780
OG0013070	XP_009118907.1	Om003G106960
OG0013071	XP_009134033.1	Om003G109500
OG0013072	XP_009134036.1	Om003G109110
OG0013073	XP_009118900.1	Om005G198370
OG0013074	XP_009118897.1	Om003G110150
OG0013075	XP_009118896.1	Om003G110320
OG0013076	XP_009134052.1	Om003G110340, Om003G110450
OG0013077	XP_009134055.1	Om003G110810
OG0013078	XP_009134060.1	Om003G111380
OG0013079	XP_009134066.1	Om003G111880
OG0013080	XP_009102420.1	Om002G075100
OG0013081	XP_009132633.1	Om003G112020
OG0013082	XP_009132618.2	Om003G112160
OG0013083	XP_009140869.1	Om003G112260
OG0013084	XP_009132600.1	Om003G112630
OG0013085	XP_033138035.1	Om003G112860
OG0013087	XP_033140658.1	Om003G113090
OG0013088	XP_009127260.1	Om003G113190
OG0013089	XP_009106852.1	Om003G113360
OG0013090	XP_009132541.2	Om003G113490
OG0013091	XP_009119813.1	Om003G113980
OG0013092	XP_009119834.1	Om003G114230
OG0013093	XP_009119891.3	Om003G115040
OG0013094	XP_009143951.1	Om001G021420
OG0013095	XP_009127120.1	Om003G115710
OG0013096	XP_009127119.1	Om003G115700
OG0013098	XP_033140817.1	Om003G115620
OG0013099	XP_009127130.1	Om003G115570
OG0013100	XP_009127129.1	Om003G115560
