Orthogroup	Brassica_rapa	Aethionema_saxatile
OG0013292	XP_009128515.1	As003G074840
OG0013293	XP_033132964.1	As003G074850
OG0013294	XP_009109782.1	As003G074870
OG0013295	XP_009109436.2	As003G074880
OG0013296	XP_009101872.2	As003G075400
OG0013297	XP_009109466.1	As003G075410
OG0013298	XP_009122821.1	As003G075420
OG0013299	XP_009101886.1	As003G075580, As003G075570
OG0013300	XP_009109481.1	As012G273680, As003G075610
OG0013301	XP_009109499.1	As003G075730
OG0013302	XP_009109527.1	As003G076060
OG0013303	XP_009109533.1	As003G076120
OG0013304	XP_009109535.1	As003G076170
OG0013305	XP_033138137.1	As003G076370
OG0013306	XP_033129125.1	As003G076380
OG0013307	XP_009109558.1	As003G076470
OG0013309	NP_001288952.1	As003G076590
OG0013310	XP_009117370.2, XP_033145362.1	As004G076720
OG0013311	XP_009124245.2	As004G076830
OG0013312	XP_009124227.1	As004G076950
OG0013313	XP_009124220.1	As004G076990
OG0013314	XP_009139697.1	As004G077050
OG0013315	XP_009144670.1	As004G077120
OG0013316	XP_009102317.1	As004G077230
OG0013317	XP_009139733.1	As004G077280
OG0013318	XP_009139735.1	As004G077300
OG0013319	XP_009139741.1	As004G077330
OG0013321	XP_009139754.1	As004G077460
OG0013322	XP_009125064.1	As004G077660
OG0013323	XP_009139785.1	As004G077730
OG0013324	XP_009139788.1	As004G077770
OG0013325	XP_009125087.1	As004G077840
OG0013326	XP_009139798.1	As004G077870
OG0013327	XP_009139799.1	As004G077880
OG0013328	XP_009125096.1	As004G078030
OG0013329	XP_033145963.1	As004G078180
OG0013330	XP_009139915.1	As004G078510
OG0013331	XP_009124853.1	As004G078590
OG0013332	XP_033145584.1	As004G078600
OG0013333	XP_009126286.1	As004G078850
OG0013334	XP_009145230.1	As004G079230
OG0013335	XP_009150054.1	As004G079250
OG0013336	XP_009108181.1	As004G079330
OG0013337	XP_009151677.1	As004G079410
OG0013338	XP_033147158.1	As004G079530
OG0013339	XP_009143676.2	As004G079570
OG0013340	XP_009141472.1	As004G079780
OG0013341	XP_009134161.1	As004G080070
OG0013342	XP_009113534.1	As004G080180
OG0013343	XP_009134136.1	As004G080290
OG0013344	XP_009113530.1	As004G080300
OG0013345	XP_009134134.1	As004G080310
OG0013347	XP_009134125.1	As004G080380
OG0013348	XP_009131755.1	As004G080530
OG0013349	XP_033141801.1	As004G080590
OG0013350	XP_009121061.1	As004G080720
OG0013351	XP_009145111.1	As004G080770
OG0013353	XP_009124540.1	As004G080820
OG0013354	XP_009151420.1	As004G080840
OG0013355	XP_009143796.1	As004G081160
OG0013356	XP_009141333.1, XP_009132940.1	As004G081640
OG0013357	XP_009141332.1	As004G081650
OG0013358	XP_009141328.1	As004G081690
OG0013359	XP_009143668.2	As004G081850
OG0013360	XP_009101798.1	As004G081890
OG0013361	XP_009114012.1	As004G081930
OG0013362	XP_033128675.1	As004G081970
OG0013363	XP_009101813.1	As004G082030
OG0013364	XP_009101817.2	As004G082100
OG0013365	XP_009101825.2	As004G082190
OG0013366	XP_009107447.1	As004G082200
OG0013367	XP_009114040.1	As004G082350
OG0013368	XP_033134619.1	As004G082440
OG0013369	XP_009107355.1	As004G082490
OG0013370	XP_009123685.1	As004G082520
OG0013371	XP_009101846.1	As004G082600
OG0013372	XP_009143333.1	As004G082660
OG0013373	XP_018510432.1	As004G082670
OG0013374	XP_009113442.1	As004G082700
OG0013375	XP_009101758.1	As004G082730
OG0013376	XP_009113439.1	As004G082770
OG0013377	XP_009133227.1	As004G082790
OG0013378	XP_009113438.1	As004G082800
OG0013379	XP_009123013.1	As004G082820
OG0013380	XP_009113434.1	As004G082870
OG0013381	XP_009136392.1	As004G083000
OG0013382	XP_009141512.1	As004G083060
OG0013383	XP_009113577.1	As004G083160
OG0013384	XP_009113588.1	As004G083260
OG0013385	XP_009113591.1	As004G083310
OG0013386	XP_009113592.1	As004G083390
OG0013387	XP_009113599.1	As004G083430
OG0013388	XP_009151468.1	As004G083500
OG0013389	XP_009134187.1	As004G083610
OG0013390	XP_033142092.1	As004G084170
OG0013391	XP_009108197.1	As004G084270
OG0013392	XP_009108180.1	As004G084440
OG0013393	XP_009108179.1	As004G084460
OG0013394	XP_009108166.1	As004G084510
OG0013395	XP_009128673.1	As004G084550
OG0013396	XP_033134835.1	As004G084600
OG0013397	XP_009124794.1	As004G084670
OG0013398	XP_009124388.2	As004G084700
OG0013399	XP_009114659.1	As004G084770
OG0013400	XP_009114647.1	As004G084890
OG0013401	XP_009134262.1	As004G085060
OG0013402	XP_009114584.1	As004G085540
OG0013403	XP_033142037.1	As004G085580
OG0013404	XP_009134325.1	As004G085980
OG0013405	XP_009114524.2	As004G086020
OG0013406	XP_009114510.1	As004G086130
OG0013407	XP_009114523.1	As004G086260
OG0013408	XP_009123941.1	As004G086490
OG0013409	XP_009101713.1	As004G086570, As006G134200
OG0013410	XP_009123626.3	As004G087060
OG0013411	XP_009101641.1	As004G087150
OG0013412	XP_009113890.1	As004G087190
OG0013414	XP_009128780.1	As008G186220, As004G087770
OG0013415	XP_009101610.1	As004G087780, As004G093230
OG0013416	XP_009113869.1	As004G087810
OG0013417	XP_009101591.2	As004G088010
OG0013418	XP_009101587.1	As004G088060
OG0013419	XP_009101580.1	As004G088140
OG0013420	XP_009101576.1	As004G088170
OG0013421	XP_009114392.1	As004G088200
OG0013422	XP_033128248.1	As004G088240
OG0013423	XP_009128842.1	As004G088570
OG0013424	XP_009114354.1	As004G088880
OG0013425	XP_009120844.1	As004G089300
OG0013426	XP_009114282.1	As004G091180
OG0013427	XP_009114283.1, XP_009101427.1	As004G091190
OG0013428	XP_033132294.1	As004G091320
OG0013429	XP_009136157.1	As004G092310, As004G092410
OG0013430	XP_009124132.1	As006G141320, As004G092770
OG0013431	XP_009107659.1	As004G092870
OG0013432	XP_033144183.1	As004G092970, As011G258550
OG0013433	XP_009139658.1	As004G093000
OG0013434	XP_009102431.1	As004G093440, As011G257580
OG0013435	XP_009107685.1	As004G093750
OG0013436	XP_018513592.1	As004G094000, As011G256570
OG0013437	XP_009139608.1	As004G094530
OG0013438	XP_009107746.1	As004G094630
OG0013439	XP_009108081.1	As004G095050
OG0013440	XP_009108098.1	As004G095130
OG0013441	XP_009119946.1	As004G095200
OG0013442	XP_009108201.1	As004G095430
OG0013443	XP_033146651.1	As004G095480
OG0013444	XP_009119944.1	As004G095640
OG0013445	XP_009144704.1	As004G095980
OG0013446	XP_009144712.1	As004G096080
OG0013447	XP_009147899.1	As004G096120
OG0013448	XP_009147838.1	As004G096160
OG0013449	XP_009107829.1	As004G096170
OG0013450	XP_009136700.1, XP_009147242.1	As004G096590
OG0013451	XP_009146935.1	As004G096610
OG0013452	XP_009125125.1	As004G096820
OG0013453	XP_009139970.1	As004G096970
OG0013454	XP_009125134.1	As004G097160
OG0013455	XP_009140028.1	As004G097490
OG0013456	XP_009140071.1	As004G097810
OG0013457	XP_009140092.1	As004G098010
OG0013458	XP_033146221.1	As004G098320
OG0013459	XP_009125213.1	As004G098410
OG0013460	XP_009125220.1	As004G098490
OG0013461	XP_009133077.1	As005G098690
OG0013462	XP_009133829.1	As005G098980
OG0013463	XP_009142501.1	As005G099040
OG0013464	XP_009142508.1	As005G099160
OG0013465	XP_018514679.1	As005G099180
OG0013466	XP_009142518.1	As005G099300
OG0013467	XP_009142526.1	As005G099400
OG0013468	XP_033142834.1, XP_033142833.1	As005G099600
OG0013469	XP_033147353.1	As005G099960
OG0013470	XP_009142573.2	As005G099980
OG0013471	XP_009142578.1	As005G100080, As005G100050, As005G100070, As005G100060
OG0013472	XP_009142580.1	As005G100100
OG0013473	XP_009142428.1	As005G100440
OG0013474	XP_033148408.1	As005G100680
OG0013475	XP_009142651.1	As005G100740
OG0013476	XP_009142658.1	As005G100770
OG0013477	XP_009142660.1	As005G100790
OG0013478	XP_009142667.1	As005G100820
OG0013479	XP_009143214.1	As005G100980
OG0013480	XP_009143199.1	As005G101100
OG0013481	XP_009143197.1	As005G101120
OG0013482	XP_009142375.1	As005G101210
OG0013483	XP_009142371.1	As005G101220
OG0013484	XP_009143153.1	As005G101490
OG0013485	XP_009133724.1	As005G101830
OG0013486	XP_009133683.1	As005G102450
OG0013487	XP_009138861.1	As005G102500, As005G102510
OG0013488	XP_009143054.1	As005G102530
OG0013489	XP_009143049.1	As005G102590
OG0013490	XP_033148319.1	As005G102660
OG0013491	XP_009143023.2	As005G102810
OG0013492	XP_009143020.1	As005G102830
OG0013493	XP_009133668.1	As005G102910
OG0013494	XP_009142989.1	As005G103170
OG0013495	XP_009142231.1, XP_009133644.1	As005G103320
OG0013496	XP_009142224.1	As005G103530
OG0013497	XP_009142202.1	As005G103790
OG0013498	XP_009142929.1	As005G103930
OG0013499	XP_033145555.1	As005G103990
OG0013500	XP_009142176.1	As005G104060
OG0013501	XP_009133567.1	As005G104270
OG0013502	XP_009142150.1, XP_033139253.1	As005G104350
OG0013503	XP_033146038.1, XP_033139246.1	As005G104400
OG0013504	XP_009142880.2	As005G104650
OG0013505	XP_009104145.1	As012G284770, As005G104860
OG0013506	XP_009142802.1	As005G105120
OG0013507	XP_009142050.2	As005G105200
OG0013508	XP_009142004.1	As005G105780
OG0013510	XP_009130659.1, XP_033139523.1, XP_033139518.1	As005G106680, As006G142210
OG0013511	XP_009122849.1	As005G106770
OG0013512	XP_009122825.1	As005G106950
OG0013513	XP_009130670.1	As005G107000
OG0013514	XP_009122817.2	As005G107090
OG0013515	XP_009122809.1	As005G107170
OG0013516	XP_009122802.1	As005G107220
OG0013517	XP_009125440.1	As005G107320
OG0013518	XP_009122792.1	As005G107370
OG0013519	XP_009130751.1	As005G107660
OG0013520	XP_009122751.1	As005G107880
OG0013521	XP_009122750.1	As005G107890
OG0013522	XP_009125504.1	As005G108330
OG0013523	XP_009122696.1, XP_009125505.1	As005G108350
OG0013524	XP_009130766.1	As005G108430
OG0013525	XP_033138523.1	As005G108530
OG0013526	XP_033138511.1	As005G108540
OG0013527	XP_009122679.1	As005G108670
OG0013528	XP_009130783.1	As005G108790
OG0013529	XP_009122649.1	As005G108950
OG0013530	XP_009122647.1	As005G108960
OG0013531	XP_009122634.1	As005G109160
OG0013532	XP_009122629.1	As005G109240
OG0013533	XP_009122625.1	As005G109270
OG0013535	XP_009122621.1	As005G109350
OG0013536	XP_009122619.2	As005G109360
OG0013537	XP_009126405.1	As005G110400
OG0013539	XP_009120869.2	As005G110580
OG0013540	XP_009131802.1	As005G111850
OG0013541	XP_009120795.1	As005G111940
OG0013542	XP_009120736.1	As005G112550
OG0013543	XP_009126514.1, XP_009120703.1	As005G112980
OG0013544	XP_009120693.1	As005G113090
OG0013545	XP_009131853.1	As005G113100
OG0013546	XP_009126527.1	As005G113200
OG0013547	XP_009126567.2	As005G113690
OG0013548	XP_009120631.1	As005G113700
OG0013549	XP_009126574.1	As005G113760, As005G113740
OG0013550	XP_009126584.1	As005G113970
OG0013551	XP_009126586.1	As005G113990
OG0013552	XP_009120609.1, XP_009131904.1	As005G114000
OG0013553	XP_009121330.1, XP_009131908.2	As005G114110
OG0013554	XP_009120586.1	As005G114190
OG0013555	XP_033142417.1	As005G114550
OG0013556	XP_009120463.1	As005G115580
OG0013557	XP_009120455.1	As005G115640
OG0013558	XP_033137981.1	As005G115650
OG0013559	XP_009113717.1	As005G115780
OG0013560	XP_009150239.1, XP_009149933.1	As005G115980
OG0013561	XP_009112072.2	As005G116140
OG0013562	XP_009112073.1	As005G116210
OG0013563	XP_009112086.1	As005G116470
OG0013564	XP_009150417.1	As005G116600
OG0013565	XP_009150428.1	As005G116710
OG0013566	XP_009150466.1	As005G116930
OG0013567	XP_009150475.1	As005G117020
OG0013569	XP_009150495.1	As005G117170
OG0013570	XP_009150496.1	As005G117240
OG0013571	XP_009130447.1	As005G117280
OG0013572	XP_009150516.1	As005G117380
OG0013573	XP_009130453.1	As005G117410
OG0013574	XP_009150529.1	As005G117480
OG0013575	XP_018509708.1	As005G117520
OG0013576	XP_009150542.1	As005G117580
OG0013578	XP_009150552.1	As005G117760
OG0013579	XP_009150556.2	As005G117800
OG0013580	XP_009150580.1, XP_009130485.1	As005G118140
OG0013581	XP_009130496.1	As005G118280
OG0013582	XP_009150635.1	As005G118530
OG0013583	XP_009112196.1	As005G118790
OG0013584	XP_009150664.1	As005G118800
OG0013585	XP_009150668.1	As005G118820
OG0013586	XP_009150673.3	As005G118910
OG0013587	XP_009150680.1	As005G118990
OG0013588	XP_009150696.1	As005G119100
OG0013589	XP_009150701.1	As005G119120
OG0013590	XP_009130540.1	As005G119150
OG0013591	XP_009112370.1	As005G119290
OG0013592	XP_009147104.1	As005G119340
OG0013593	XP_009103442.1	As005G119410
OG0013594	XP_009112359.1	As005G119470
OG0013595	XP_009103449.1	As005G119530, As005G119920, As005G119520, As005G119510
OG0013596	XP_009103450.1	As005G119550
OG0013597	XP_009112351.1	As005G119660
OG0013598	XP_033132004.1, XP_033141236.1	As005G119830
OG0013599	XP_033131881.1	As005G119840
OG0013600	XP_009103494.1	As005G119960
OG0013601	XP_009103500.1	As005G120100
OG0013602	XP_009103540.2, XP_033139237.1, XP_033131235.1	As005G120440
OG0013603	XP_009112288.1	As005G120560
OG0013604	XP_009112283.2	As005G120630
OG0013605	XP_009112280.1	As005G120730
OG0013606	XP_009130574.1	As005G120770
OG0013607	XP_009112264.2	As005G120830
OG0013608	XP_009112266.2	As005G120850, As005G120860
OG0013609	XP_033143728.1	As006G121110
OG0013610	XP_009111514.1	As006G121130
OG0013611	XP_009134567.1	As006G121150
OG0013612	XP_009134530.1	As006G121220
OG0013613	XP_009134544.1	As006G121410
OG0013614	XP_033137166.1	As006G121610
OG0013615	XP_009111496.1	As006G121630
OG0013616	XP_009111497.1	As006G121640
OG0013617	XP_009111420.1	As006G121970
OG0013618	XP_033142070.1	As006G122050
OG0013619	XP_033136162.1	As006G122060
OG0013620	XP_009111403.1	As006G122130
OG0013621	XP_009111398.2	As006G122160
OG0013622	XP_009134487.2	As006G122330
OG0013623	XP_009111345.1	As006G122580
OG0013624	NP_001288912.1	As006G122610
OG0013625	XP_033142100.1	As006G122630
OG0013626	XP_009134465.2	As006G122650
OG0013628	XP_009134457.1	As006G122830
OG0013629	XP_009134456.1	As006G122840
OG0013630	XP_009134448.1	As006G122880
OG0013632	XP_009111294.1	As006G123160
OG0013633	XP_009144549.1	As006G123470
OG0013634	XP_009144540.1	As006G123640
OG0013635	XP_009111252.2	As006G123650
OG0013636	XP_009134399.1	As006G123660
OG0013637	XP_018513433.1	As006G123740
OG0013638	XP_009111249.1	As006G123760
OG0013639	XP_009122222.1	As006G123820
OG0013640	XP_009144522.1	As006G123950
OG0013641	XP_009122064.1	As006G123970
OG0013642	XP_009121917.1	As006G124100
OG0013643	XP_009134349.1	As006G124150
OG0013644	XP_009121881.1	As006G124160
OG0013645	XP_009101729.1	As006G124340
OG0013646	XP_009101738.1	As006G124490
OG0013647	XP_033137163.1	As006G124510
OG0013648	XP_009101748.1	As006G124590
OG0013649	XP_009101765.1	As006G124830
OG0013650	XP_009101774.1	As006G124940
OG0013651	XP_009113986.1	As006G125060
OG0013652	XP_009101787.1	As006G125100
OG0013653	XP_009141291.1	As006G125480
OG0013654	XP_009141295.1	As006G125500
OG0013655	XP_009141298.1	As006G125550
OG0013656	XP_009143878.1	As006G125570
OG0013657	XP_033143743.1	As006G125640
OG0013658	XP_009143922.1	As006G126010
OG0013659	XP_033142154.1	As006G126280
OG0013660	XP_009141242.2	As006G126340
OG0013661	XP_009144008.1	As006G126370
OG0013662	XP_009144014.1	As006G126380
OG0013663	XP_009132830.1	As006G126480
OG0013664	XP_009132827.1	As006G126720
OG0013665	XP_009144020.1	As006G126820
OG0013666	XP_009132821.2	As006G126860
OG0013667	XP_009144050.1	As006G127000
OG0013668	XP_009144237.2	As006G127460
OG0013669	XP_009144233.1	As006G127490
OG0013670	XP_009144258.1	As006G127600
OG0013671	XP_009141115.1	As006G127720
OG0013672	XP_033145613.1	As006G127790
OG0013673	XP_009141098.2	As006G127850
OG0013674	XP_009141094.2	As006G127880
OG0013675	XP_018514112.1	As006G127950
OG0013676	XP_009132725.1	As006G128180
OG0013677	XP_009132721.1	As006G128250
OG0013678	XP_009132570.2	As006G128440
OG0013679	XP_009133836.1	As006G128590
OG0013680	XP_009144358.1	As006G128700
OG0013681	XP_009144360.1	As006G128730
OG0013682	XP_009125047.1	As006G129130
OG0013683	XP_009140947.1	As006G129380
OG0013684	XP_009109552.2	As006G129760
OG0013685	XP_009103678.1	As006G129910
OG0013686	XP_009103664.1	As006G129980
OG0013687	XP_009103641.1	As006G130140
OG0013688	XP_009103639.1	As006G130160
OG0013689	XP_009103630.1	As006G130210
OG0013690	XP_009140831.1	As006G130230
OG0013691	XP_009103613.1	As006G130390
OG0013692	XP_009140753.1	As006G130510
OG0013693	XP_009133913.1	As006G130550
OG0013695	XP_009133901.1	As006G130840
OG0013696	XP_009106920.1	As006G131150, As006G131120
OG0013697	XP_009103557.1	As006G131160, As006G131180
OG0013698	XP_009140750.2	As006G131210
OG0013699	XP_009103549.1	As006G131270
OG0013700	XP_009133932.1	As006G131320
OG0013701	XP_009140622.1	As006G131370
OG0013702	XP_009117002.1	As006G131390
OG0013703	XP_009143561.1	As006G131410
OG0013704	XP_009140745.1	As006G131450
OG0013705	XP_009117004.1	As006G131540
OG0013706	XP_009133941.2	As006G131620
OG0013707	XP_009140740.1	As006G131680
OG0013708	XP_009117028.1	As006G131750
OG0013709	XP_009130406.1	As006G137250, As006G131770
OG0013710	XP_009133967.1	As006G131850
OG0013711	XP_009117030.1	As006G131910
OG0013712	XP_009140720.1	As006G131960
OG0013713	XP_009140716.1	As006G131990
OG0013714	XP_018513166.1	As006G132200
OG0013715	XP_009143565.1	As006G132220
OG0013716	XP_009137629.1	As006G132700
OG0013717	XP_009147427.2	As006G132750
OG0013718	XP_009124047.1	As006G133210
OG0013719	XP_009134582.1	As006G133250
OG0013720	XP_009134577.1	As006G133290
OG0013721	XP_009124049.1	As006G133300
OG0013722	XP_009151657.1	As006G133370
OG0013723	XP_009130618.1	As006G133810
OG0013724	XP_009125390.1	As006G133910
OG0013725	XP_009137692.1	As006G133960
OG0013727	XP_009121289.1	As006G134150
OG0013728	XP_009127031.1	As006G134450
OG0013729	XP_018513309.2	As006G134990
OG0013730	NP_001288840.1	As006G135010
OG0013731	XP_009147368.1	As006G135220
OG0013732	XP_009147364.2	As006G135250
OG0013733	XP_009118017.2	As006G135420
OG0013734	XP_009151623.1	As006G135570
OG0013735	XP_009118487.1	As006G135700
OG0013736	XP_033148246.1	As006G135980
OG0013737	XP_009130345.1	As006G136230
OG0013738	XP_009130353.1	As006G136320
OG0013739	XP_033148199.1	As006G136370
OG0013740	XP_009137646.1	As006G136450
OG0013741	XP_009134732.2	As006G136610
OG0013742	XP_033148250.1	As006G136810
OG0013743	XP_009102082.1	As006G136910
OG0013744	XP_009130390.1	As006G136930
OG0013745	XP_009130397.1	As006G137170
OG0013746	XP_009130399.1	As006G137180
OG0013747	XP_009124016.1	As006G137390
OG0013748	XP_009123999.1	As006G137500
OG0013749	XP_009134758.1	As006G137540
OG0013750	XP_009124994.1	As006G137720
OG0013751	XP_009123978.1	As006G137730
OG0013752	XP_009134768.1	As006G137810, As012G286990
OG0013753	XP_009134778.1	As006G137850
OG0013754	XP_009134788.2	As006G138020
OG0013755	XP_009124205.1	As006G138080
OG0013756	XP_009134805.1	As006G138190
OG0013757	XP_033147773.1	As006G138280
OG0013758	XP_009147264.1	As006G138480, As006G138520
OG0013759	XP_009147248.1	As006G138560
OG0013760	XP_009147259.1	As006G138670
OG0013761	XP_009134840.2	As006G139050
OG0013762	XP_009147215.1	As006G139120
OG0013763	XP_009134860.1	As006G139380
OG0013764	XP_009129618.1	As006G139400
OG0013765	XP_009129653.1	As006G139730
OG0013766	XP_009129665.1	As006G139990
OG0013767	XP_009134902.1	As006G140120
OG0013768	XP_009147139.1	As006G140300
OG0013769	XP_009113970.1	As006G140330
OG0013770	XP_009134926.1	As006G140410
OG0013771	XP_009147105.1	As006G140830
OG0013772	XP_009147076.1	As006G141130
OG0013773	XP_009108195.1	As006G141310
OG0013774	XP_009147039.1	As006G141460
OG0013775	XP_033148224.1	As006G141480
