Orthogroup	Brassica_rapa	Erysimum_linariifolium
OG0017001	XP_033137561.1	El001G081290
OG0017002	XP_033143828.1	El001G081050
OG0017003	XP_009125439.2	El001G080920
OG0017004	XP_009122799.1	El001G080910
OG0017005	XP_009122781.1	El001G080750
OG0017006	XP_009125463.2	El001G080110
OG0017007	XP_009122697.1	El001G079340
OG0017008	XP_009122640.1	El001G078570
OG0017009	XP_009120868.1	El001G060530
OG0017010	XP_009120831.1	El001G059920
OG0017011	XP_009131794.1	El001G059750
OG0017012	XP_009120818.1	El001G059840
OG0017013	XP_009131829.1	El001G059090
OG0017014	XP_009124331.1	El001G058950
OG0017015	XP_009131875.1	El001G058180
OG0017016	XP_009120639.1	El001G057730
OG0017017	XP_009126566.1	El001G057510
OG0017018	XP_009120512.1	El007G331040
OG0017019	XP_009126693.1	El007G331610
OG0017021	XP_009112102.1	El007G326950
OG0017022	XP_009150423.1	El007G326840
OG0017023	XP_009150467.1	El007G326530
OG0017024	XP_009112116.1	El007G326400
OG0017025	XP_009150562.1	El007G325500
OG0017026	XP_009150571.1	El007G325340
OG0017027	XP_009150577.1	El007G325250
OG0017028	XP_009130493.1	El007G325120
OG0017029	XP_009150598.1	El007G325100
OG0017030	XP_009150642.1	El007G324620
OG0017031	XP_009150647.1	El007G324540
OG0017032	XP_009112195.1	El007G324350
OG0017033	XP_009150671.2	El007G324240
OG0017034	XP_033129489.1	El007G324100
OG0017035	XP_009150689.2	El007G323930
OG0017036	XP_009150700.1	El007G323900
OG0017037	XP_009103447.1	El007G323460
OG0017038	XP_009112346.1	El007G323190
OG0017039	XP_009103491.1	El007G322890
OG0017040	XP_009112312.1	El007G322660
OG0017041	XP_018509633.1	El004G230440
OG0017042	XP_009150857.1	El007G322120
OG0017044	XP_009111523.1	El001G000040
OG0017045	XP_009111491.1	El001G000460
OG0017046	XP_009111422.1	El001G001120
OG0017047	XP_009111394.1	El001G001360
OG0017048	XP_009128509.2	El001G001420
OG0017049	XP_009134490.1	El001G001500
OG0017050	XP_009128510.1	El001G001610
OG0017051	XP_009113739.1	El002G113300
OG0017052	XP_009111318.1	El001G002390
OG0017053	XP_009111276.1	El001G003070
OG0017054	XP_009113934.1	El007G360350
OG0017055	XP_033128663.1	El007G359680
OG0017056	XP_009123899.1	El007G359340
OG0017057	XP_009113982.2	El007G359330
OG0017058	XP_033129179.1	El007G359180
OG0017059	XP_009132879.1	El006G299320
OG0017060	XP_009141194.1	El006G300460
OG0017061	XP_009132819.1	El006G300500
OG0017062	XP_009141162.1	El006G300860
OG0017063	XP_009141132.1	El006G301410
OG0017064	XP_009132757.1	El006G301760
OG0017065	XP_009141072.1	El006G302110
OG0017066	XP_009141035.1	El006G302780
OG0017067	XP_009144382.1	El006G303670, El006G303690
OG0017068	XP_009124370.1	El006G304330
OG0017069	XP_009103707.2	El006G304750
OG0017070	XP_009140928.1	El006G304880
OG0017071	XP_009140901.1	El006G305280
OG0017072	XP_009103649.1	El006G305690
OG0017073	XP_009133881.1	El006G305770
OG0017074	XP_009140821.1	El006G306250
OG0017075	XP_033142353.1	El006G308120
OG0017076	XP_009103564.1	El006G308690
OG0017077	XP_009140843.1	El006G310320
OG0017078	XP_009133937.1	El006G311010
OG0017079	XP_009133935.1	El006G310410
OG0017080	XP_033143416.1	El006G311400
OG0017081	XP_009133944.1	El006G311760
OG0017082	XP_009140741.1	El006G312060
OG0017083	XP_009140731.1	El006G312610
OG0017084	XP_009140728.2	El006G312800
OG0017085	XP_009116162.1	El006G313200
OG0017086	XP_009140698.1	El003G191170
OG0017087	XP_009140701.1	El006G313660
OG0017088	XP_033132922.1	El003G156680
OG0017089	XP_009143519.1	El003G156700
OG0017090	XP_009143477.1	El003G156730
OG0017092	XP_009143377.1	El003G156900
OG0017093	XP_009143332.1	El003G156960
OG0017094	XP_009124042.1	El005G235350
OG0017095	XP_009134599.1	El005G235370
OG0017096	XP_018513299.1	El005G235240
OG0017097	XP_009134581.1	El005G235150
OG0017098	XP_009107011.1	El005G234980
OG0017099	XP_009124820.1	El005G234890
OG0017100	XP_009137592.1	El003G158060
OG0017101	XP_009142392.1	El003G157940
OG0017102	XP_009142555.1	El003G157790
OG0017103	XP_009142899.1	El003G157460
OG0017104	XP_033139369.1	El003G157680
OG0017105	XP_009147380.1	El005G236270
OG0017106	XP_009147371.1	El005G236380
OG0017107	XP_033146785.1	El005G237040
OG0017108	XP_009147310.1	El005G237140
OG0017109	XP_033137312.1	El005G237170
OG0017110	XP_009130342.1	El005G237480
OG0017111	XP_009130356.1	El005G237620
OG0017112	XP_009130367.1	El005G237780
OG0017113	XP_009102063.2	El005G238040
OG0017114	XP_009130411.1	El005G238580
OG0017115	XP_009125015.1	El005G239250
OG0017116	XP_009124196.1	El005G239530
OG0017117	XP_009134792.1	El005G239630
OG0017118	XP_009147262.1	El005G240130
OG0017119	XP_009147232.1	El005G240390
OG0017120	XP_009124963.1	El005G240820
OG0017121	XP_009147203.1	El005G240830
OG0017122	XP_033147420.1	El005G241030
OG0017123	XP_009129632.2	El005G241130
OG0017124	XP_009129634.1	El005G241160
OG0017125	XP_009134897.1	El005G241690
OG0017126	XP_009147157.1	El005G241750
OG0017127	XP_009147150.1	El005G241820
OG0017128	XP_033142938.1	El005G242140
OG0017129	XP_009134941.1	El005G242230
OG0017130	XP_033146595.1	El007G361950, El005G242560
OG0017131	XP_009124351.1	El005G242690
OG0017132	XP_009147057.1	El005G242890
OG0017133	XP_009147040.1	El005G243100
OG0017134	XP_009147009.1	El005G243450
OG0017135	XP_009123984.1	El005G243480
OG0017136	XP_009123811.1	El005G243950
OG0017137	XP_009143225.1	El006G289260
OG0017138	XP_009143270.2	El006G289850
OG0017139	XP_033144415.1	El006G290250
OG0017140	XP_009141822.1	El006G290270
OG0017141	XP_009143307.1	El006G290430, El006G290390
OG0017142	XP_033143646.1	El006G290840
OG0017143	XP_009141791.1	El006G290910
OG0017144	XP_033143676.1	El006G291150
OG0017145	XP_033143683.1	El006G291170
OG0017146	XP_009141563.1	El006G294710
OG0017147	XP_033146811.1	El006G293840
OG0017148	XP_033143077.1	El006G293520
OG0017149	XP_009143489.1	El006G292850
OG0017150	XP_009141682.1	El006G292610
OG0017151	XP_033147989.1	El006G292550
OG0017152	XP_018514675.1	El006G291760
OG0017153	XP_033129073.1	El002G099380
OG0017154	XP_009148948.1	El002G099610
OG0017155	XP_009149041.1	El002G100050
OG0017156	XP_018510139.1, XP_018515272.1	El002G100500
OG0017157	XP_009117755.1	El002G100570
OG0017158	XP_009149140.1	El002G101110
OG0017159	XP_009117725.2	El002G101200
OG0017160	XP_009149170.1	El002G101330
OG0017161	XP_033130085.1	El002G101770
OG0017162	XP_009110346.2	El002G102500
OG0017163	XP_009110363.1	El002G102280
OG0017164	XP_009149291.1	El002G102660
OG0017165	XP_009149299.1	El002G102730
OG0017166	XP_009149333.2	El002G102770
OG0017167	XP_033136616.1	El002G102890
OG0017168	XP_009110299.1	El002G103380
OG0017169	XP_009149435.1	El002G103780
OG0017170	XP_009110271.1	El002G103870
OG0017171	XP_009147806.1	El002G135030
OG0017172	XP_033129829.1	El002G105300
OG0017173	XP_033128799.1	El002G105940
OG0017174	XP_009149678.1	El002G106120
OG0017175	XP_009149686.1	El002G106150
OG0017176	XP_009149691.1	El002G106190
OG0017177	XP_009149703.1	El002G106280
OG0017178	XP_009103245.1	El002G107370
OG0017179	XP_009115625.1	El002G107630
OG0017180	XP_009110130.1	El002G107740
OG0017181	XP_009103220.1	El002G120380
OG0017182	XP_009115603.1	El002G107900
OG0017183	XP_009115589.1	El002G108020
OG0017184	XP_009115568.1	El002G108230
OG0017185	XP_009103196.1	El002G108390
OG0017186	XP_009115480.1	El002G109350
OG0017187	XP_009115476.1	El002G109410
OG0017188	XP_009103120.1	El002G109990
OG0017189	XP_009115409.3	El002G111450
OG0017190	XP_009103082.1	El002G111710
OG0017191	XP_009115306.1	El002G112130
OG0017192	XP_009103048.1	El002G112450
OG0017193	XP_009109798.2	El002G113150
OG0017194	XP_009113759.1	El002G113140
OG0017195	XP_009102970.1	El002G113130
OG0017196	XP_009138061.1	El003G160300
OG0017197	XP_009142722.2	El006G288330
OG0017198	XP_009139068.1	El003G159330
OG0017199	XP_009137538.1	El003G158930
OG0017200	XP_009143973.1	El003G156270
OG0017202	XP_009140603.1	El006G315960
OG0017203	XP_009117081.1	El006G315590
OG0017204	XP_009140548.1	El006G316960
OG0017205	XP_009140525.1	El006G317250
OG0017206	XP_009117283.2	El006G318560
OG0017207	XP_009140445.1	El006G319040
OG0017209	XP_033134501.1	El006G319670
OG0017210	XP_009117354.2	El006G320280
OG0017211	XP_009140314.1	El006G320380
OG0017212	XP_009117389.1	El006G321050
OG0017213	XP_009117401.1	El006G321110
OG0017214	XP_009117410.1	El006G321240
OG0017215	XP_009140259.2	El006G321490
OG0017216	XP_009117432.1	El006G321520
OG0017217	XP_009148854.1	El002G098700
OG0017218	XP_009117933.1	El002G098030
OG0017219	XP_033129184.1	El002G097250
OG0017220	XP_018509500.1	El002G097060
OG0017221	XP_009118047.1	El002G096470
OG0017222	XP_009110615.1	El002G096430
OG0017223	XP_009110635.1	El002G096080
OG0017224	XP_033129280.1	El002G094760
OG0017225	XP_009148466.1	El002G094640
OG0017226	XP_009118216.1	El002G093930
OG0017227	XP_009148424.1	El002G093860
OG0017228	XP_009118208.1	El002G093820
OG0017229	XP_009144454.2	El002G093270
OG0017230	XP_009148288.1	El002G092660
OG0017231	XP_009148302.2	El002G092850
OG0017232	XP_009110832.1	El002G092230
OG0017233	XP_009148173.1	El002G091970
OG0017234	XP_009122981.1	El004G208260
OG0017235	XP_009148171.1	El002G091930
OG0017237	XP_009148166.1	El002G091850
OG0017238	XP_009130979.2	El001G074720
OG0017239	XP_009148108.2	El002G091260
OG0017240	XP_009118977.1	El002G089720
OG0017241	XP_009118541.1	El002G088770
OG0017242	XP_009110998.1	El002G088630
OG0017243	XP_009111015.1	El002G088250
OG0017244	XP_009119132.1	El002G087840
OG0017245	XP_009129770.1	El002G087610
OG0017246	XP_009119214.1	El002G087140
OG0017247	XP_009111069.1	El002G087090
OG0017248	XP_009119272.1	El002G086650
OG0017249	XP_009119304.1	El002G086380, El002G086340
OG0017250	XP_009119331.1	El002G085960
OG0017251	XP_009118674.1	El002G085900
OG0017252	XP_009118700.1	El002G085460
OG0017253	XP_009118696.2	El002G085520
OG0017254	XP_009119375.2	El002G085530
OG0017255	XP_009118693.1	El002G085560
OG0017256	XP_009119360.1	El002G085620
OG0017257	XP_033138357.1	El002G085150
OG0017258	XP_009111162.1	El002G085020
OG0017259	XP_009119640.1	El002G084060
OG0017260	XP_018511169.1	El002G084020
OG0017261	XP_009119730.1	El002G082970
OG0017262	XP_033137723.1	El002G082810
OG0017263	XP_009118860.1	El002G082520
OG0017264	XP_009119759.1	El002G082450
OG0017265	XP_009125986.2	El001G066920
OG0017266	XP_009125982.1	El001G066950
OG0017267	XP_009131414.1	El001G066970
OG0017268	XP_009121660.1	El001G067040
OG0017269	XP_009126022.2	El001G066500
OG0017270	XP_009126023.1	El001G066490
OG0017271	XP_009126025.1	El001G066460
OG0017272	XP_009121582.1	El001G062170, El001G066080, El001G062180
OG0017273	XP_009126042.1	El001G066240
OG0017274	XP_009121506.1	El001G065130
OG0017275	XP_009131538.1	El001G064600
OG0017276	XP_009126337.1	El001G064220
OG0017277	XP_009107536.1	El001G063240
OG0017278	XP_009126201.1	El001G063190
OG0017279	XP_009121054.1	El001G063050
OG0017280	XP_009105375.1	El004G218920
OG0017281	XP_009131705.1	El001G061600
OG0017282	XP_033138811.1	El001G061470
OG0017283	XP_009131719.1	El001G061450
OG0017284	XP_009120901.1	El001G061070
OG0017285	XP_018508088.1	El001G049390
OG0017286	XP_009151226.1	El001G048850
OG0017287	XP_009151262.1	El001G047700
OG0017288	XP_009129804.2	El007G345220
OG0017289	XP_009111883.1	El007G345390
OG0017290	XP_009151715.1	El007G346070, El005G269090
OG0017291	XP_009111834.1	El007G349100
OG0017292	XP_009151651.1	El007G348350
OG0017293	XP_009121739.1	El001G067980
OG0017294	XP_009131353.1	El001G068030
OG0017295	XP_009122300.1	El001G075030
OG0017296	XP_033136392.1	El001G038270
OG0017297	XP_033147046.1	El002G141290
OG0017298	XP_009151604.1	El007G351190
OG0017299	XP_009122141.1	El001G076970
OG0017300	XP_009122137.1	El001G077000
OG0017301	XP_009122134.1	El001G077030
OG0017302	XP_009130869.1	El001G077150
OG0017303	XP_033145072.1	El001G077590
OG0017304	XP_009151075.1	El001G052680
OG0017305	XP_033129853.1	El001G052610
OG0017306	XP_009151072.2	El001G052790
OG0017307	XP_009149244.1	El002G102050
OG0017308	XP_009151010.2	El001G054500
OG0017309	XP_009150998.1	El001G054750
OG0017310	XP_009111627.1	El001G055550
OG0017311	XP_009150965.1	El001G055430
OG0017312	XP_009150950.1	El001G055630
OG0017313	XP_009150934.1	El001G055870
OG0017314	XP_009150929.1	El001G055930
OG0017315	XP_009150924.1	El001G055940
OG0017316	XP_009130124.1	El001G056950
OG0017317	XP_009136390.1	El001G057020
OG0017318	XP_018512959.1	El007G329560
OG0017319	XP_009127047.1	El007G337520
OG0017320	XP_009112092.1	El007G329290
OG0017321	XP_009150112.1	El007G328860
OG0017322	XP_009112004.1	El007G328800
OG0017323	XP_009151320.1	El007G328740
OG0017324	XP_009151329.1	El007G328650
OG0017325	XP_009151336.1	El007G328540
OG0017326	XP_009112051.1	El007G327580
OG0017327	XP_009132037.1	El007G332890
OG0017328	XP_009132046.1	El007G332960
OG0017329	XP_009120358.1	El007G332990
OG0017330	XP_009115812.1	El001G021580
OG0017331	XP_009115778.1	El001G021240
OG0017332	XP_009115765.1	El001G021100
OG0017333	XP_009136558.1	El001G020890
OG0017334	XP_009115729.1	El001G020720
OG0017336	XP_033139998.1	El001G020090
OG0017337	XP_009126372.1	El001G060730
OG0017338	XP_009149785.1	El001G018570
OG0017339	XP_009150170.1	El001G018510
OG0017340	XP_009151364.1	El001G018150
OG0017341	XP_009150200.1	El001G017860
OG0017342	XP_009150922.1	El001G017780
OG0017343	XP_009150214.1	El001G017400
OG0017344	XP_033130008.1	El001G017280
OG0017345	XP_009149907.1	El001G016850
OG0017346	XP_009149948.1	El001G016340
OG0017347	XP_009150502.1	El001G016110
OG0017348	XP_009149974.2	El001G015770
OG0017349	XP_033129956.1	El003G175700
OG0017350	XP_009150086.1	El001G041180, El001G014090
OG0017351	XP_009150299.1	El001G012700
OG0017352	XP_033128015.1	El001G012710
OG0017353	XP_009117877.1	El001G012600
OG0017354	XP_009150291.1	El001G011790
OG0017355	XP_009151573.1	El001G060000
OG0017356	XP_009105328.1	El004G218200
OG0017357	XP_009105317.2	El004G218140
OG0017358	XP_009125945.1	El001G067890
OG0017359	XP_009105085.1	El004G218400
OG0017360	XP_009105092.1	El004G218300
OG0017361	XP_009105434.1	El004G219720
OG0017362	XP_009105464.1	El004G220210
OG0017363	XP_009127708.1	El004G220250
OG0017364	XP_009140364.2	El007G345100
OG0017366	XP_009105494.1	El004G220630
OG0017367	XP_033140913.1	El004G220910
OG0017368	XP_009104948.1	El004G222250
OG0017369	XP_018512283.1	El004G222260
OG0017370	XP_033130200.1	El004G222420
OG0017372	XP_009127843.1	El004G222950
OG0017373	XP_009105775.1	El004G222970
OG0017374	XP_018508573.1	El004G223350
OG0017376	XP_009104595.1	El004G231160
OG0017377	XP_009106408.1	El004G230560
OG0017378	XP_018508661.2	El004G230530
OG0017379	XP_009128224.1	El004G230430
OG0017380	XP_009104639.1	El004G230020
OG0017381	XP_009104661.1	El004G229670
OG0017382	XP_033131987.1	El004G229580
OG0017383	XP_009104664.2	El004G229560
OG0017384	XP_009106276.1	El004G229030
OG0017385	XP_033132108.1	El004G228630
OG0017386	XP_009128132.1	El004G228440
OG0017387	XP_009149459.1	El002G104030, El037G374560
OG0017388	XP_009106156.2	El004G227530
OG0017389	XP_009128056.1	El004G227220
OG0017390	XP_033131476.1	El004G226890
OG0017391	XP_009120888.1	El001G060930
OG0017392	XP_009128024.1	El004G226610
OG0017393	XP_009112619.2	El003G182410
OG0017394	XP_009106033.1	El004G226120
OG0017395	XP_009104800.1	El004G226040
OG0017396	XP_033131770.1	El004G225660
OG0017397	XP_009105993.1	El004G225500
OG0017398	XP_009104828.1	El004G225300
OG0017399	XP_009127963.1	El004G225110
OG0017400	XP_009105916.1	El004G224650
OG0017401	XP_009106564.1	El004G231920
OG0017402	XP_009106594.1	El004G232210
OG0017403	XP_009106632.1	El004G232580
OG0017404	XP_009104528.1	El004G233000
OG0017405	XP_009128367.1	El004G233060
OG0017406	XP_009106692.1	El004G233340
OG0017407	XP_009128383.1	El004G233440
OG0017408	XP_018508812.2	El004G233530
OG0017409	XP_033141111.1	El004G234370
OG0017410	XP_033131445.1	El004G234530
OG0017411	XP_009104429.2	El004G234690
OG0017412	XP_009104428.1	El004G234710
OG0017413	XP_018508578.1	El004G234730
OG0017414	XP_009124692.1	El005G248780
OG0017415	XP_009124720.2	El005G249090
OG0017416	XP_009135298.1	El005G249270
OG0017417	XP_009146477.1	El005G249500
OG0017418	XP_009146460.2	El005G249690
OG0017419	XP_033147819.1	El005G249790
OG0017420	XP_009146344.1	El005G250870
OG0017421	XP_009146342.1	El005G250880
OG0017422	XP_009116509.1	El005G251450
OG0017423	XP_009146284.1	El005G251570
OG0017424	XP_009135428.1	El005G251590
OG0017425	XP_009146257.1	El005G251910
OG0017426	XP_009135449.1	El005G252280
OG0017427	XP_009146153.1	El005G253030
OG0017428	XP_009146084.1	El005G253230
OG0017429	XP_009146059.1	El005G253590
OG0017430	XP_009145962.2	El005G254810
OG0017431	XP_009112721.1	El005G255740
OG0017432	XP_009145891.1	El005G255760
OG0017433	XP_009145839.2	El005G256390
OG0017435	XP_009145766.1	El005G257150
OG0017436	XP_009145763.1	El002G134200, El005G257190
OG0017437	XP_033142642.1	El005G257240
OG0017438	XP_009111576.1	El005G257280
OG0017439	XP_009111556.2	El005G257290
OG0017440	XP_009135757.1	El005G259780
OG0017441	XP_009145491.1	El005G259440
OG0017442	XP_018514753.1, XP_033144173.1	El005G259430
OG0017445	XP_009108841.1	El005G261340
OG0017446	XP_018512716.1	El007G342270
OG0017447	XP_009145302.1	El005G261770
OG0017448	XP_009102649.1	El005G264410
OG0017449	XP_009106378.1	El005G265620
OG0017450	XP_009102504.1	El005G267740
OG0017451	XP_009135901.2	El005G267750
OG0017452	XP_033144185.1	El005G268150
OG0017453	XP_009102454.1	El005G268390
OG0017454	XP_033146663.1	El006G314000
OG0017455	XP_009102372.1	El005G270100
OG0017456	XP_009130790.1	El005G271390
OG0017457	XP_009112246.1	El005G271690
OG0017458	XP_033143093.1	El005G271870
OG0017459	XP_009102352.1	El005G270820
OG0017460	XP_033130786.1	El005G271930
OG0017461	XP_009123192.1	El005G272190
OG0017462	XP_009121236.1	El005G273380
OG0017463	XP_033132102.1	El005G273650
OG0017464	XP_033130720.1	El005G274600
OG0017465	XP_009112429.1	El005G274850
OG0017466	XP_009150776.1	El005G275220
OG0017467	XP_009121078.1	El005G275340
OG0017468	XP_009150730.1	El005G276820
OG0017469	XP_009102219.1	El005G277280
OG0017470	XP_009102156.1	El005G277870
OG0017471	XP_009117507.1	El005G278540
OG0017472	XP_033130430.1	El005G278760
OG0017473	XP_009102038.1	El005G278830
OG0017474	XP_009109094.1	El003G155530
OG0017475	XP_009119394.1	El005G279460
OG0017476	XP_033144662.1	El005G279440
OG0017477	XP_018508780.1	El005G279270
OG0017478	XP_009117463.1	El005G279570
OG0017479	XP_009117460.1	El005G279590
OG0017480	XP_009143917.2	El002G141480
OG0017481	XP_018515489.1	El002G141000
OG0017482	XP_009106830.1	El002G140790
OG0017483	XP_009147499.1	El002G140650
OG0017485	XP_009147524.1	El002G140120
OG0017486	XP_009106904.1	El002G140070
OG0017487	XP_009106905.1	El002G140060
OG0017488	XP_018514950.1, XP_018509332.1	El002G139880
OG0017489	XP_009106953.1	El002G139500
OG0017490	XP_009144760.1	El002G139230
OG0017491	XP_009147631.1	El002G138120
OG0017492	XP_018514819.2	El002G138100
OG0017493	XP_009147675.2	El002G137470
OG0017494	XP_009147679.2	El002G137380
OG0017495	XP_009147821.1	El002G134840
OG0017496	XP_009147823.1	El002G134800
OG0017497	XP_009107229.1	El002G134530
OG0017498	XP_009147866.1	El002G134170
