Orthogroup	Arabidopsis_arenosa	Capsella_rubella
OG0017482	jg15514	XP_023638398.1
OG0017483	jg15486	XP_006290530.1
OG0017485	jg15473	XP_023637998.1
OG0017486	jg15442	XP_023638553.1
OG0017487	jg15431	XP_006293095.1
OG0017488	jg15377	XP_006293102.1
OG0017489	jg15367	XP_006290482.1
OG0017491	jg15330	XP_006290869.1
OG0017492	jg15317	XP_023639259.1
OG0017493	jg15312	XP_006290633.1
OG0017494	jg15292	XP_023638668.1
OG0017495	jg15255	XP_023637740.1
OG0017496	jg15248	XP_006290968.1
OG0017497	jg15234	XP_023638948.1
OG0017498	jg15226	XP_023638217.1
OG0017500	jg15202	XP_006292081.1
OG0017501	jg15194	XP_006291539.2
OG0017502	jg15184	XP_006293125.1
OG0017503	jg22150	XP_023644818.1
OG0017504	jg22070	XP_006281021.1
OG0017505	jg26760	XP_006298630.1
OG0017506	jg26761	XP_006297492.1
OG0017507	jg26807	XP_006296590.1
OG0017508	jg26831	XP_006298195.1
OG0017509	jg26829	XP_006299363.1
OG0017510	jg26850	XP_006298627.1
OG0017511	jg26891	XP_006299528.1
OG0017512	jg26938	XP_006296899.1
OG0017513	jg26941	XP_006300041.1
OG0017514	jg27034	XP_006296928.1
OG0017515	jg27139	XP_006297396.1
OG0017516	jg2173	XP_006302553.1
OG0017517	jg2214	XP_006301706.1
OG0017518	jg2229	XP_006301307.1
OG0017519	jg2314	XP_006300354.1
OG0017520	jg2329	XP_006300845.2
OG0017521	jg2346	XP_006302369.1
OG0017522	jg2366	XP_006300724.1
OG0017523	jg2364	XP_006301951.1
OG0017524	jg2390	XP_006301428.1
OG0017525	jg2405	XP_006302270.1
OG0017527	jg28007	XP_023642781.1
OG0017528	jg28062	XP_006296702.1
OG0017529	jg21796	XP_006279972.1
OG0017530	jg12958	XP_006292582.1
OG0017531	jg21370	XP_006280409.2
OG0017533	jg19351	XP_006296032.2
OG0017534	jg19337	XP_006295646.1
OG0017535	jg21981	XP_006281501.1
OG0017536	jg19305	XP_006295151.1
OG0017539	jg4026, jg1964	XP_006289151.2
OG0017540	jg19248	XP_006294771.1
OG0017543	jg19179	XP_006294312.1
OG0017544	jg19116	XP_006296215.1
OG0017545	jg19136	XP_006296384.1
OG0017546	jg19088	XP_006296442.1
OG0017547	jg19074	XP_006296161.1
OG0017548	jg19041	XP_023640083.1
OG0017549	jg19030	XP_006295334.1
OG0017550	jg19028	XP_006295208.1
OG0017551	jg19026	XP_006293561.1
OG0017552	jg1600	XP_023634305.1
OG0017553	jg18936	XP_023640408.1
OG0017554	jg18930	XP_006294974.1
OG0017555	jg18910	XP_023640841.1
OG0017556	jg7659	XP_023636528.1
OG0017558	jg7672	XP_006288940.1
OG0017559	jg7677	XP_006287437.1
OG0017560	jg7684	XP_006290219.2
OG0017561	jg7685	XP_006287381.1
OG0017562	jg7643	XP_006287388.1
OG0017563	jg31178	XP_006306382.1
OG0017564	jg16521	XP_023640150.1
OG0017565	jg16524	XP_006295725.1
OG0017566	jg16545	XP_006295119.1
OG0017567	jg16553	XP_006293601.1
OG0017568	jg16566	XP_006296082.1
OG0017569	jg16571	XP_023640013.1
OG0017570	jg16621	XP_006295523.1
OG0017571	jg16633	XP_023639428.1
OG0017572	jg16680	XP_006293624.2
OG0017573	jg16691	XP_006295338.1
OG0017574	jg17086	XP_006295387.1
OG0017575	jg17192	XP_006294577.1
OG0017576	jg17293	XP_006294008.1
OG0017577	jg17373	XP_006293946.1
OG0017578	jg17157	XP_006293552.1
OG0017579	jg32518	XP_023632982.1
OG0017580	jg32264	XP_006304203.2
OG0017581	jg32163	XP_006303324.1
OG0017582	jg32142	XP_006306516.1
OG0017583	jg32094	XP_006307085.1
OG0017585	jg32400	XP_006305708.1
OG0017586	jg31994	XP_006304773.1
OG0017587	jg31991	XP_023645298.1
OG0017588	jg7422	XP_006286353.1
OG0017589	jg7442	XP_006288370.1
OG0017590	jg7448	XP_006288463.1
OG0017592	jg7553	XP_023636715.1
OG0017593	jg7550	XP_006289911.1
OG0017595	jg6590	XP_006287857.1
OG0017596	jg6661	XP_023637219.1
OG0017597	jg6674	XP_023636613.1
OG0017598	jg6714	XP_006286774.1
OG0017599	jg28220	XP_006297999.1
OG0017600	jg28255	XP_023642098.1
OG0017601	jg28288	XP_006297349.1
OG0017602	jg28306	XP_006297401.1
OG0017603	jg28323	XP_006298953.1
OG0017604	jg20225	XP_006294521.1
OG0017605	jg20223	XP_006296016.1
OG0017607	jg20166	XP_006296068.1
OG0017609	jg20153	XP_006295982.1
OG0017610	jg20098	XP_006293665.1
OG0017611	jg20090	XP_006295780.1
OG0017612	jg20060	XP_006293856.1
OG0017613	jg20025	XP_006293597.1
OG0017614	jg19947	XP_006296060.1
OG0017615	jg19930	XP_006294765.1
OG0017616	jg19865	XP_006295645.2
OG0017617	jg9565	XP_023635554.1
OG0017618	jg19761	XP_006294155.1
OG0017619	jg19758	XP_023640468.1
OG0017621	jg19746	XP_023640812.1
OG0017622	jg19737	XP_006296456.1
OG0017623	jg28302	XP_006297235.1
OG0017624	jg19665	XP_023640199.1
OG0017625	jg19650	XP_023640633.1
OG0017626	jg19643	XP_006294124.1
OG0017627	jg19525	XP_023639547.1
OG0017628	jg19504	XP_006295729.1
OG0017629	jg19501	XP_023639870.1
OG0017630	jg19474	XP_006296392.1
OG0017632	jg24019	XP_006296858.1
OG0017633	jg24026	XP_023641693.1
OG0017634	jg24084	XP_006299858.1
OG0017635	jg24111	XP_006297680.1
OG0017636	jg24114	XP_023641527.1
OG0017637	jg20334, jg28514	XP_006281252.1
OG0017638	jg24164	XP_006296598.1
OG0017639	jg24165	XP_006297666.1
OG0017640	jg24187	XP_006299072.1
OG0017641	jg24206	XP_023641972.1
OG0017642	jg24211	XP_006297416.1
OG0017644	jg24338	XP_006297823.1
OG0017645	jg24360	XP_006296821.1
OG0017646	jg16828	XP_006296515.1
OG0017647	jg24411	XP_006299027.1
OG0017648	jg24424	XP_006300029.1
OG0017649	jg24452	XP_023642058.1
OG0017650	jg24535	XP_006297166.1
OG0017651	jg24536	XP_006298636.1
OG0017652	jg31211	XP_006303733.2
OG0017653	jg24570	XP_006298818.1
OG0017654	jg24585	XP_023641831.1
OG0017655	jg24594	XP_006297136.1
OG0017656	jg24601	XP_006299136.2
OG0017657	jg24612	XP_006296895.1
OG0017658	jg24635	XP_023642306.1
OG0017659	jg24644	XP_023642186.1
OG0017660	jg24667	XP_006299479.1
OG0017661	jg24688, jg24276	XP_006297628.1
OG0017662	jg24694	XP_006298457.2
OG0017663	jg24727	XP_023641530.1
OG0017664	jg5878	XP_006289921.1
OG0017665	jg24747	XP_006299231.1
OG0017666	jg24756	XP_006297635.2
OG0017667	jg24759	XP_006297031.1
OG0017668	jg24792	XP_006299627.1
OG0017669	jg24795	XP_006299039.1
OG0017670	jg24800	XP_006297094.1
OG0017671	jg27074	XP_023646003.1
OG0017672	jg24881	XP_006297249.1
OG0017673	jg24892	XP_023641155.1
OG0017674	jg24900	XP_006298914.1
OG0017675	jg24905	XP_006299975.1
OG0017676	jg24934	XP_006299115.1
OG0017678	jg24956	XP_006298444.1
OG0017679	jg24958	XP_023642504.1
OG0017680	jg24973	XP_006299707.2
OG0017681	jg25002	XP_006298497.1
OG0017682	jg25025	XP_023642069.1
OG0017683	jg25098	XP_006299290.1
OG0017684	jg25208	XP_023642478.1
OG0017685	jg25212	XP_006297521.1
OG0017686	jg25237	XP_023642511.1
OG0017687	jg25287	XP_023641447.1
OG0017688	jg25310	XP_006296816.1
OG0017689	jg25339	XP_006297495.1
OG0017690	jg25361	XP_006297053.1
OG0017691	jg25369	XP_006299919.1
OG0017692	jg25373	XP_023642155.1
OG0017693	jg25413	XP_006298979.1
OG0017694	jg25417	XP_006297223.1
OG0017695	jg25445	XP_023641093.1
OG0017696	jg25472	XP_023641401.1
OG0017697	jg25473	XP_006299283.1
OG0017698	jg27395	XP_006299538.1
OG0017699	jg25525	XP_006298363.1
OG0017700	jg25537	XP_023642184.1
OG0017702	jg25539	XP_006300173.1
OG0017703	jg25560	XP_006299691.2
OG0017704	jg25571, jg14287	XP_023642212.1
OG0017705	jg25604	XP_006299909.2
OG0017706	jg25608	XP_006298845.1
OG0017707	jg25661	XP_023641557.1
OG0017708	jg25680	XP_006297178.2
OG0017709	jg25746	XP_006297499.1
OG0017710	jg25750	XP_006299044.1
OG0017711	jg25861	XP_006298439.1
OG0017712	jg25903	XP_006297912.1
OG0017713	jg9849	XP_023634016.1
OG0017714	jg26003	XP_006299264.1
OG0017715	jg26117	XP_006299640.1
OG0017716	jg26120	XP_006297032.1
OG0017717	jg26121	XP_023642683.1
OG0017718	jg28783	XP_006304690.1
OG0017719	jg26127	XP_006298144.1
OG0017720	jg11911	XP_006286219.2
OG0017721	jg26248	XP_006298014.2
OG0017722	jg21984	XP_006282374.1
OG0017723	jg12565	XP_006282630.1
OG0017724	jg12557	XP_006285478.1
OG0017725	jg12531	XP_006286152.1
OG0017726	jg12506	XP_006283716.1
OG0017727	jg12379	XP_006283513.1
OG0017728	jg12378	XP_006285498.1
OG0017729	jg12235	XP_006285681.1
OG0017730	jg12233	XP_006284728.1
OG0017731	jg12232	XP_006284254.1
OG0017732	jg12208	XP_006286065.1
OG0017733	jg12144	XP_006284900.1
OG0017734	jg12052	XP_006283016.1
OG0017735	jg26634	XP_006300253.1
OG0017736	jg26571	XP_006298771.1
OG0017737	jg26561	XP_006297036.1
OG0017738	jg26536	XP_006296891.1
OG0017739	jg26476	XP_006299139.1
OG0017740	jg26444	XP_006300112.1
OG0017741	jg26435	XP_006296991.1
OG0017742	jg26424	XP_006298384.1
OG0017744	jg26337	XP_023641610.1
OG0017745	jg26319	XP_006297327.2
OG0017746	jg9398	XP_023635689.1
OG0017747	jg9399	XP_006303912.1
OG0017748	jg9402	XP_006285280.1
OG0017749	jg9403	XP_023634820.1
OG0017750	jg9415	XP_006285066.1
OG0017751	jg9420	XP_006285961.1
OG0017752	jg23133	XP_023641005.1
OG0017753	jg2086	XP_006300779.1
OG0017754	jg1965	XP_006302540.1
OG0017755	jg1947	XP_006302115.1
OG0017757	jg1854	XP_006302212.1
OG0017758	jg1857	XP_006288177.1
OG0017759	jg1906	XP_006302080.1
OG0017760	jg22324	XP_006280888.1
OG0017761	jg1539	XP_006301796.1
OG0017762	jg1538	XP_006302753.2
OG0017763	jg1506	XP_023643109.1
OG0017764	jg1492	XP_006302483.1
OG0017766	jg5743	XP_006288998.1
OG0017767	jg5703	XP_006287205.1
OG0017768	jg5668	XP_023636833.1
OG0017769	jg21604	XP_006281828.1
OG0017770	jg6808	XP_006289170.1
OG0017771	jg21383	XP_006280150.1
OG0017772	jg28190	XP_006299698.1
OG0017773	jg15125	XP_006292491.1
OG0017774	jg15111	XP_006292829.1
OG0017775	jg15007	XP_006292468.1
OG0017776	jg15006	XP_006291707.1
OG0017777	jg28400	XP_006306047.1
OG0017778	jg28406	XP_006306896.2
OG0017779	jg28414	XP_023645583.1
OG0017780	jg28436	XP_006306162.1
OG0017781	jg28444	XP_006304659.1
OG0017782	jg28448	XP_006305484.1
OG0017783	jg21614	XP_006279890.1
OG0017784	jg28540	XP_006305595.1
OG0017785	jg28545	XP_006307239.1
OG0017787	jg28647	XP_006306230.1
OG0017788	jg28683	XP_006306319.1
OG0017789	jg28718	XP_023645416.1
OG0017790	jg28719	XP_006306477.1
OG0017791	jg28728	XP_023645022.1
OG0017792	jg28731	XP_023644462.1
OG0017793	jg28737	XP_006303915.1
OG0017794	jg28755	XP_006306485.1
OG0017795	jg28805	XP_006306938.2
OG0017796	jg28829	XP_023632804.1
OG0017797	jg28847	XP_023646026.1
OG0017798	jg21348	XP_006302063.1
OG0017799	jg28869	XP_006304769.1
OG0017800	jg28877	XP_006306150.1
OG0017801	jg28899	XP_006306133.1
OG0017802	jg28914	XP_006307700.1
OG0017803	jg28932	XP_006304682.2
OG0017804	jg28940	XP_006304736.2
OG0017805	jg28953	XP_006304039.1
OG0017806	jg28962	XP_006304009.1
OG0017807	jg28975	XP_023645042.1
OG0017808	jg28985	XP_006304721.1
OG0017809	jg29022	XP_023644685.1
OG0017810	jg2037, jg29077	XP_023632847.1
OG0017811	jg29086	XP_006305486.1
OG0017812	jg29125	XP_023645535.1
OG0017814	jg29145	XP_006303500.1
OG0017815	jg29197	XP_006307081.1
OG0017816	jg21948	XP_006280270.1
OG0017817	jg29208	XP_006305019.1
OG0017818	jg29216	XP_006303278.1
OG0017819	jg29270	XP_023645698.1
OG0017820	jg29283	XP_023632624.1
OG0017821	jg29290	XP_023644726.1
OG0017822	jg29292	XP_006307382.1
OG0017823	jg29298	XP_006303629.1
OG0017824	jg29301	XP_006303656.1
OG0017825	jg29307	XP_006305957.1
OG0017826	jg29356	XP_006303544.1
OG0017827	jg29395	XP_006303673.1
OG0017828	jg29415	XP_023644878.1
OG0017829	jg29424	XP_006306425.1
OG0017830	jg29479	XP_006307419.1
OG0017831	jg29483	XP_023632645.1
OG0017832	jg29488	XP_006305142.1
OG0017833	jg29491	XP_023645083.1
OG0017834	jg29507	XP_006307666.1
OG0017835	jg29561	XP_023644694.1
OG0017836	jg29585	XP_006306543.2
OG0017837	jg29604	XP_006307499.2
OG0017838	jg29639	XP_006306821.1
OG0017839	jg29745	XP_006307710.2
OG0017841	jg17026, jg17025	XP_006295300.1
OG0017842	jg29826	XP_006305948.1
OG0017843	jg29830	XP_006307009.1
OG0017844	jg29844	XP_023645316.1
OG0017845	jg29874	XP_006304464.1
OG0017846	jg29888	XP_006306344.1
OG0017847	jg29893	XP_006304252.1
OG0017848	jg29914	XP_023645717.1
OG0017849	jg29950	XP_006305892.1
OG0017850	jg30015	XP_023645162.1
OG0017851	jg30041	XP_006303647.1
OG0017852	jg30045	XP_006307500.1
OG0017853	jg30089	XP_006307448.1
OG0017855	jg30114	XP_006306369.1
OG0017856	jg30224	XP_006307304.1
OG0017857	jg30247	XP_006306625.1
OG0017858	jg30262	XP_023633057.1
OG0017859	jg30289	XP_006303549.1
OG0017860	jg30308	XP_006305304.1
OG0017861	jg30316	XP_023645428.1
OG0017862	jg30355	XP_006303272.1
OG0017863	jg30358	XP_006305013.1
OG0017864	jg30372	XP_006305385.2
OG0017865	jg30378	XP_006306880.1
OG0017866	jg30382	XP_006304738.1
OG0017867	jg30379	XP_006306916.1
OG0017868	jg30393	XP_006306248.1
OG0017869	jg30429	XP_006303949.1
OG0017870	jg30438	XP_006304228.1
OG0017871	jg30484	XP_006305516.1
OG0017872	jg30499	XP_023644885.1
OG0017873	jg11963	XP_006283334.1
OG0017874	jg30604	XP_006304635.1
OG0017875	jg30638	XP_006304763.2
OG0017876	jg30698	XP_006305325.1
OG0017877	jg30718	XP_006304666.1
OG0017878	jg30723	XP_006305154.1
OG0017879	jg30725	XP_006303243.1
OG0017880	jg30733	XP_006305355.2
OG0017881	jg30760	XP_006307048.1
OG0017883	jg30808	XP_006305750.1
OG0017884	jg30820	XP_006305902.1
OG0017885	jg30823	XP_006304302.1
OG0017886	jg30835	XP_006306223.1
OG0017887	jg31940	XP_006307217.1
OG0017888	jg30839	XP_006304937.1
OG0017890	jg2801	XP_023643631.1
OG0017891	jg2792	XP_006301552.1
OG0017892	jg2764	XP_006301286.1
OG0017893	jg2746	XP_023643847.1
OG0017894	jg2729	XP_006302549.1
OG0017895	jg2715	XP_006302185.1
OG0017896	jg30871	XP_006304329.1
OG0017897	jg2696	XP_006301021.1
OG0017898	jg2689	XP_006300400.1
OG0017901	jg2677	XP_023643130.1
OG0017902	jg2657	XP_006302214.1
OG0017903	jg31941	XP_006307033.1
OG0017904	jg31955	XP_006305218.1
OG0017905	jg31958	XP_006306959.1
OG0017906	jg31976	XP_006305209.1
OG0017907	jg12783	XP_006284493.1
OG0017908	jg12567	XP_006282956.1
OG0017909	jg680	XP_006302608.2
OG0017910	jg688	XP_006301522.1
OG0017911	jg692	XP_006300315.2
OG0017912	jg696	XP_023643401.1
OG0017913	jg706	XP_006301825.2
OG0017914	jg707	XP_023643582.1
OG0017915	jg729	XP_006300876.1
OG0017916	jg751	XP_006301218.1
OG0017917	jg757	XP_006302331.1
OG0017918	jg869	XP_006302892.1
OG0017919	jg880	XP_023643502.1
OG0017920	jg884	XP_006302899.1
OG0017921	jg905	XP_006301740.2
OG0017922	jg957	XP_023643480.1
OG0017923	jg960	XP_006300508.1
OG0017924	jg1941, jg1943	XP_006301947.1
OG0017925	jg1106	XP_006301725.1
OG0017926	jg1137	XP_006302122.1
OG0017927	jg1194	XP_006302632.1
OG0017928	jg1349	XP_006302802.1
OG0017929	jg1938	XP_006302471.1
OG0017930	jg1407	XP_006301295.1
OG0017931	jg1423	XP_006302538.1
OG0017932	jg428	XP_006302880.1
OG0017933	jg13743	XP_023637887.1
OG0017934	jg27488	XP_006298726.1
OG0017935	jg358	XP_023644024.1
OG0017936	jg20400	XP_006280267.1
OG0017937	jg20399	XP_023644038.1
OG0017938	jg20390	XP_023641839.1
OG0017939	jg20369	XP_023633462.1
OG0017940	jg20274	XP_006281318.1
OG0017941	jg31268	XP_006305977.1
OG0017942	jg20705	XP_006281657.1
OG0017943	jg20762	XP_006281530.1
OG0017944	jg7803	XP_006287956.1
OG0017945	jg7781	XP_023636444.1
OG0017946	jg9504	XP_006283793.1
OG0017947	jg9491	XP_006283052.1
OG0017948	jg9438	XP_006294480.1
OG0017949	jg9437	XP_006294960.1
OG0017950	jg11027	XP_006284187.1
OG0017951	jg11023	XP_006283195.1
OG0017952	jg32483	XP_006305453.1
OG0017954	jg32910	XP_006306511.1
OG0017955	jg32928	XP_006306949.2
OG0017956	jg32926	XP_006306266.1
OG0017957	jg32946	XP_006306606.1
OG0017958	jg32973	XP_006303513.2
OG0017959	jg32981	XP_006306952.1
OG0017960	jg3151	XP_006300538.2
OG0017961	jg8279	XP_006282995.1
OG0017962	jg8283	XP_023634484.1
OG0017963	jg8291	XP_023634608.1
OG0017964	jg8313	XP_006282945.1
OG0017965	jg8316	XP_023633970.1
OG0017966	jg8337	XP_006284951.1
OG0017967	jg8338	XP_006284589.1
OG0017968	jg8340	XP_006284098.1
OG0017969	jg8348	XP_006283949.1
OG0017971	jg8387	XP_023635676.1
OG0017972	jg8421	XP_023635094.1
OG0017973	jg14295	XP_023637960.1
OG0017974	jg8432	XP_023634493.1
OG0017976	jg8505	XP_006283165.1
OG0017977	jg8506	XP_006283987.2
OG0017978	jg17339	XP_023640609.1
OG0017979	jg8532	XP_006285835.1
OG0017980	jg8593	XP_006285213.1
OG0017981	jg8615	XP_006284273.2
OG0017982	jg8619	XP_006285729.1
OG0017983	jg8642	XP_006283244.1
OG0017984	jg8660	XP_006282774.1
OG0017985	jg8706	XP_006284437.1
OG0017986	jg8791	XP_006285838.1
OG0017987	jg8834	XP_006284172.2
OG0017988	jg8876	XP_006286078.1
OG0017989	jg8919	XP_023634971.1
OG0017991	jg9147	XP_023634619.1
OG0017992	jg19991	XP_006294658.2
OG0017993	jg9111	XP_006283800.1
OG0017994	jg9085	XP_006284064.2
OG0017995	jg9026	XP_006283102.1
OG0017996	jg9018	XP_006284126.1
OG0017997	jg8996	XP_006285149.1
OG0017998	jg8983	XP_023634591.1
OG0017999	jg8966	XP_023635555.1
OG0018000	jg9214	XP_006283999.1
OG0018002	jg9242	XP_006284104.1
OG0018003	jg9256	XP_006285031.1
OG0018004	jg9619	XP_006285698.2
OG0018005	jg9267	XP_006283940.1
OG0018007	jg9288	XP_006284411.1
OG0018008	jg9309	XP_006282675.1
OG0018009	jg26668	XP_006300005.1
OG0018010	jg26694	XP_006297207.1
OG0018011	jg26709	XP_006298301.1
OG0018012	jg2901	XP_023643612.1
OG0018013	jg2890	XP_006300677.1
OG0018014	jg2884	XP_006301970.1
OG0018015	jg30968	XP_006304514.1
OG0018016	jg30983	XP_006307628.1
OG0018017	jg31087	XP_023633066.1
OG0018018	jg31141	XP_023646010.1
OG0018019	jg9887	XP_006285079.1
OG0018020	jg17350	XP_023640691.1
OG0018021	jg17138	XP_006294689.2
OG0018022	jg8026	XP_006288587.1
OG0018024	jg8148	XP_006287058.1
OG0018025	jg8144	XP_006286958.1
OG0018026	jg8117	XP_006288275.1
OG0018027	jg8211	XP_023637225.1
OG0018029	jg16517	XP_006294653.1
OG0018030	jg31163	XP_006304911.1
OG0018031	jg32481	XP_006307502.1
OG0018032	jg9771	XP_006284029.1
OG0018033	jg9741	XP_006283763.1
OG0018034	jg9716	XP_006282740.2
OG0018035	jg9720	XP_006285719.2
OG0018036	jg9701	XP_006284381.1
OG0018037	jg9699	XP_006285304.1
OG0018038	jg9683	XP_023633648.1
OG0018039	jg9654	XP_023635505.1
OG0018040	jg9642	XP_023634579.1
OG0018043	jg28649	XP_023645349.1
OG0018044	jg29202	XP_006306781.2
OG0018045	jg29364	XP_023633234.1
OG0018046	jg29473	XP_023645922.1
OG0018047	jg29702	XP_006305232.1
OG0018048	jg29824	XP_006304708.1
OG0018050	jg30395	XP_006303290.1
OG0018051	jg30872	XP_006303522.1
OG0018052	jg31028	XP_006304587.1
OG0018053	jg31078	XP_006304366.1
OG0018054	jg31108	XP_006306518.1
OG0018055	jg31569	XP_006303479.1
OG0018057	jg32492	XP_023633100.1
OG0018058	jg32503, jg32511	XP_023633264.1
OG0018059	jg32530	XP_006305212.2
OG0018060	jg32650	XP_006304191.1
OG0018061	jg32706	XP_023645266.1
OG0018063	jg436, jg440, jg433	XP_006301066.1
OG0018067	jg1805	XP_006302083.1
OG0018068	jg1934	XP_006301548.1
OG0018069	jg2021	XP_006300666.2
OG0018070	jg2088	XP_006302161.1
OG0018071	jg2357	XP_006301584.1
OG0018072	jg2386	XP_006300891.1
OG0018073	jg2452	XP_006303077.1
OG0018074	jg2518	XP_006301944.1
OG0018075	jg2727	XP_006301573.1
OG0018076	jg2835	XP_006302986.1
OG0018077	jg3041	XP_006303017.1
OG0018078	jg3059	XP_006302618.1
OG0018079	jg3094	XP_006302465.2
OG0018080	jg3112	XP_006300304.1
OG0018081	jg3282	XP_006301726.1
OG0018082	jg3361	XP_023644328.1
OG0018083	jg3497	XP_006301735.1
OG0018084	jg3599	XP_023643643.1
OG0018085	jg3710	XP_006301906.2
OG0018086	jg24009	XP_006299703.1
OG0018087	jg24696	XP_006299968.1
OG0018088	jg24708	XP_006297090.1
OG0018089	jg25256	XP_006299041.1
OG0018090	jg25924	XP_023641817.1
OG0018091	jg25977	XP_006296788.1
OG0018092	jg26025	XP_006297181.1
OG0018093	jg26035	XP_006299548.1
OG0018094	jg26589	XP_006299768.1
OG0018095	jg26598	XP_006298839.1
OG0018096	jg26871	XP_006299312.1
OG0018097	jg26964, jg26967	XP_006298633.1
OG0018098	jg27403	XP_023642414.1
OG0018099	jg27506	XP_023642619.1
OG0018100	jg27508	XP_006292165.2
OG0018101	jg27535	XP_006299420.1
OG0018102	jg27696	XP_006297524.1
OG0018103	jg27844	XP_006299587.1
OG0018104	jg28015	XP_006297760.1
OG0018105	jg28297	XP_006298516.2
OG0018106	jg28316	XP_006299647.1
OG0018107	jg16661	XP_006295724.2
OG0018108	jg16695	XP_023639957.1
OG0018109	jg16696	XP_023639925.1
OG0018110	jg16711	XP_006294654.2
OG0018111	jg16749	XP_006295878.1
OG0018112	jg16787	XP_006293725.1
OG0018113	jg16804	XP_006295886.1
OG0018114	jg16813	XP_006294044.2
OG0018115	jg16827	XP_006295650.1
OG0018116	jg16831	XP_023640736.1
OG0018117	jg16855	XP_006295562.2
OG0018118	jg16881	XP_006294605.1
OG0018119	jg16907	XP_023639338.1
OG0018120	jg17010	XP_006294708.1
OG0018121	jg17042	XP_006295087.1
OG0018122	jg17055	XP_006294117.1
OG0018123	jg17184	XP_006293630.1
OG0018124	jg18446	XP_006294782.1
OG0018125	jg18508	XP_006294511.1
OG0018126	jg18880	XP_006293457.1
OG0018127	jg18960	XP_023640409.1
OG0018128	jg19530	XP_006293827.1
OG0018129	jg20050	XP_023640802.1
OG0018130	jg12911	XP_006292592.2
OG0018131	jg12926	XP_023638020.1
OG0018132	jg12930	XP_006290757.1
OG0018133	jg12941	XP_006290812.1
OG0018134	jg12993	XP_006292570.2
OG0018135	jg13012	XP_006291752.1
OG0018136	jg13053	XP_006291544.1
OG0018137	jg13093	XP_023638383.1
OG0018138	jg13273	XP_006291719.1
OG0018139	jg13343	XP_006290673.1
OG0018140	jg13461	XP_006291087.1
OG0018141	jg13510	XP_006290355.1
OG0018142	jg13543	XP_006292354.1
OG0018143	jg13877	XP_006292528.1
OG0018144	jg13889	XP_006279463.1
OG0018145	jg13949	XP_006279358.1
OG0018146	jg14159	XP_006290369.1
OG0018147	jg14203	XP_006279364.2, XP_006290381.2
OG0018148	jg14205	XP_006292440.1, XP_006279388.1
OG0018149	jg14206	XP_023638777.1, XP_023633783.1
OG0018150	jg14290	XP_006291917.1
OG0018151	jg14651	XP_006291273.2
OG0018152	jg14686	XP_006299056.2
OG0018153	jg14709	XP_006291256.2
OG0018154	jg14867, jg14869	XP_006292615.1
OG0018155	jg15693, jg15161	XP_023638676.1
OG0018156	jg15178	XP_006292625.1
OG0018157	jg15457	XP_023638953.1
OG0018158	jg4127	XP_006286643.1
OG0018159	jg4571	XP_006288809.1
OG0018160	jg4643	XP_023637698.1
OG0018161	jg4860	XP_006288495.1
OG0018163	jg4960	XP_006286475.1
