Orthogroup	Arabidopsis_arenosa	Rorippa_islandica
OG0017230	jg3784	Roisl.0115s0021.1.p
OG0017231	jg3786	Roisl.0115s0019.1.p
OG0017232	jg3788	Roisl.0115s0008.1.p
OG0017234	jg3756	Roisl.0115s0051.1.p
OG0017235	jg3737	Roisl.0115s0069.1.p
OG0017236	jg3726	Roisl.0115s0079.1.p
OG0017237	jg3679	Roisl.0115s0130.1.p
OG0017238	jg3672	Roisl.0115s0138.1.p
OG0017239	jg3671	Roisl.0115s0139.1.p
OG0017240	jg3661	Roisl.0115s0150.1.p
OG0017241	jg3645	Roisl.0115s0173.1.p
OG0017242	jg3642	Roisl.0066s0338.1.p
OG0017243	jg3637	Roisl.0115s0180.1.p
OG0017244	jg3619	Roisl.0115s0196.1.p
OG0017245	jg3560	Roisl.0115s0253.1.p
OG0017246	jg3534	Roisl.0004s0041.1.p
OG0017247	jg3487	Roisl.0004s0085.1.p
OG0017248	jg3471	Roisl.0004s0099.1.p
OG0017249	jg3465	Roisl.0004s0103.1.p
OG0017250	jg3456	Roisl.0004s0109.1.p
OG0017251	jg3432	Roisl.0004s0136.1.p
OG0017252	jg3417	Roisl.0004s0149.1.p
OG0017253	jg3414	Roisl.0004s0152.1.p
OG0017254	jg3411	Roisl.0004s0156.1.p
OG0017255	jg3404	Roisl.0004s0162.1.p
OG0017256	jg3368	Roisl.0004s0193.1.p
OG0017257	jg3354	Roisl.0004s0203.1.p
OG0017258	jg3336	Roisl.0004s0218.1.p
OG0017259	jg3322	Roisl.0004s0228.1.p
OG0017260	jg13458	Roisl.0011s0523.1.p
OG0017261	jg3250	Roisl.0004s0298.1.p
OG0017262	jg3244	Roisl.0004s0306.1.p
OG0017263	jg3239, jg14165	Roisl.0004s0310.1.p
OG0017264	jg3236	Roisl.0004s0313.1.p
OG0017265	jg3212	Roisl.0004s0339.1.p
OG0017266	jg1352	Roisl.0214s0883.1.p
OG0017267	jg27868	Roisl.0066s0199.1.p
OG0017268	jg27916	Roisl.0066s0144.1.p
OG0017269	jg14533	Roisl.0209s0452.1.p
OG0017270	jg14527	Roisl.0209s0443.1.p
OG0017271	jg33816	Roisl.0007s0804.1.p
OG0017272	jg33792, jg33795	Roisl.0007s0774.1.p
OG0017273	jg33784	Roisl.0007s0771.1.p
OG0017274	jg33767	Roisl.0021s0504.1.p
OG0017275	jg28294	Roisl.0214s0494.1.p
OG0017276	jg33747	Roisl.0021s0522.1.p
OG0017277	jg33720	Roisl.0021s0535.1.p
OG0017278	jg33700	Roisl.0021s0550.1.p
OG0017279	jg33705	Roisl.0021s0547.1.p
OG0017281	jg33679	Roisl.0006s0527.1.p
OG0017282	jg33675	Roisl.0006s0524.1.p
OG0017283	jg33671	Roisl.0006s0521.1.p
OG0017284	jg33658	Roisl.0006s0503.1.p
OG0017285	jg33640	Roisl.0006s0487.1.p
OG0017286	jg33621	Roisl.0006s0467.1.p
OG0017287	jg33595	Roisl.0006s0446.1.p
OG0017288	jg33575	Roisl.0006s0432.1.p
OG0017289	jg11927	Roisl.0015s0164.1.p
OG0017290	jg16922	Roisl.0051s0013.1.p
OG0017291	jg33514	Roisl.0006s0381.1.p
OG0017292	jg18746	Roisl.0028s1044.1.p
OG0017293	jg18798	Roisl.0054s0035.1.p
OG0017294	jg18820	Roisl.0017s0014.1.p
OG0017296	jg6969	Roisl.0020s0011.1.p
OG0017297	jg21629	Roisl.0189s0108.1.p
OG0017298	jg11909	Roisl.0015s0153.1.p
OG0017299	jg11912	Roisl.0015s0156.1.p
OG0017300	jg11914	Roisl.0015s0158.1.p
OG0017301	jg11915	Roisl.0015s0160.1.p
OG0017302	jg11944	Roisl.0043s0021.1.p
OG0017303	jg11943	Roisl.0043s0023.1.p
OG0017304	jg11942	Roisl.0015s0184.1.p
OG0017305	jg11661	Roisl.0082s0042.1.p
OG0017306	jg11590	Roisl.0058s0068.1.p
OG0017307	jg11564	Roisl.0058s0056.1.p
OG0017308	jg11482	Roisl.0075s0057.1.p
OG0017309	jg29748	Roisl.0021s0382.1.p
OG0017310	jg11437	Roisl.0075s0086.1.p
OG0017311	jg11369	Roisl.0075s0141.1.p
OG0017312	jg11368	Roisl.0075s0142.1.p
OG0017313	jg11316	Roisl.0075s0202.1.p
OG0017314	jg11256	Roisl.0002s0241.1.p
OG0017315	jg11253	Roisl.0002s0237.1.p
OG0017316	jg11251	Roisl.0002s0234.1.p
OG0017317	jg11245	Roisl.0002s0225.1.p
OG0017318	jg11148	Roisl.0002s0140.1.p
OG0017319	jg11128	Roisl.0002s0119.1.p
OG0017320	jg11117	Roisl.0002s0106.1.p
OG0017321	jg21663	Roisl.0214s0103.1.p
OG0017322	jg1472	Roisl.0194s0058.1.p
OG0017323	jg2940	Roisl.0019s0190.1.p
OG0017324	jg2944	Roisl.0019s0186.1.p
OG0017325	jg2946	Roisl.0019s0182.1.p
OG0017326	jg2951	Roisl.0019s0177.1.p
OG0017327	jg1551, jg16972	Roisl.0051s0056.1.p
OG0017328	jg2979	Roisl.0019s0144.1.p
OG0017329	jg2981	Roisl.0019s0142.1.p
OG0017330	jg2999	Roisl.0019s0120.1.p
OG0017331	jg3004	Roisl.0019s0116.1.p
OG0017332	jg3009	Roisl.0019s0111.1.p
OG0017333	jg3016	Roisl.0019s0102.1.p
OG0017334	jg3058	Roisl.0004s0496.1.p
OG0017335	jg3116	Roisl.0004s0432.1.p
OG0017336	jg2461	Roisl.0019s0668.1.p
OG0017337	jg2462	Roisl.0019s0666.1.p
OG0017338	jg2471	Roisl.0019s0657.1.p
OG0017339	jg2484	Roisl.0019s0643.1.p
OG0017340	jg2500	Roisl.0019s0601.1.p
OG0017341	jg9590	Roisl.0022s0524.1.p
OG0017343	jg12833	Roisl.0009s0024.1.p
OG0017345	jg12568	Roisl.0009s0276.1.p
OG0017346	jg12605	Roisl.0009s0252.1.p
OG0017347	jg14008	Roisl.0208s0025.1.p
OG0017348	jg14009	Roisl.0208s0024.1.p
OG0017349	jg13616	Roisl.0025s0072.1.p
OG0017350	jg13658	Roisl.0188s0115.1.p
OG0017351	jg13555	Roisl.0025s0021.1.p
OG0017352	jg13523	Roisl.0011s0564.1.p
OG0017353	jg13374	Roisl.0011s0460.1.p
OG0017354	jg13357	Roisl.0011s0443.1.p
OG0017355	jg13338	Roisl.0011s0423.1.p
OG0017356	jg13229	Roisl.0011s0329.1.p
OG0017358	jg2549	Roisl.0019s0576.1.p
OG0017359	jg2543	Roisl.0019s0582.1.p
OG0017360	jg2538	Roisl.0019s0585.1.p
OG0017361	jg2534	Roisl.0019s0589.1.p
OG0017362	jg2511	Roisl.0019s0613.1.p
OG0017363	jg20516	Roisl.0005s0207.1.p
OG0017364	jg20521	Roisl.0005s0281.1.p
OG0017365	jg20531	Roisl.0005s0294.1.p
OG0017366	jg20616	Roisl.0012s0371.1.p
OG0017367	jg33195	Roisl.0006s0113.1.p
OG0017368	jg33199	Roisl.0006s0121.1.p
OG0017369	jg33281	Roisl.0006s0194.1.p
OG0017370	jg33310	Roisl.0006s0208.1.p, Roisl.0066s0380.1.p
OG0017372	jg33398	Roisl.0006s0294.1.p
OG0017373	jg33442	Roisl.0006s0307.1.p
OG0017375	jg33445	Roisl.0006s0312.1.p
OG0017376	jg33456	Roisl.0006s0321.1.p
OG0017377	jg33469	Roisl.0006s0334.1.p
OG0017378	jg21017	Roisl.0214s0310.1.p
OG0017379	jg21008	Roisl.0214s0297.1.p
OG0017380	jg12002	Roisl.0053s0089.1.p
OG0017381	jg20909	Roisl.0012s0089.1.p
OG0017383	jg18460	Roisl.0028s0762.1.p
OG0017384	jg18461	Roisl.0028s0763.1.p
OG0017385	jg18477	Roisl.0028s0777.1.p
OG0017386	jg18493	Roisl.0028s0793.1.p
OG0017387	jg18546	Roisl.0028s0849.1.p
OG0017388	jg18604	Roisl.0028s0901.1.p, Roisl.0028s0900.1.p
OG0017389	jg18613	Roisl.0028s0910.1.p
OG0017390	jg18631	Roisl.0028s0930.1.p
OG0017391	jg18659	Roisl.0028s0954.1.p
OG0017392	jg18672	Roisl.0028s0965.1.p
OG0017393	jg18713	Roisl.0028s1005.1.p
OG0017394	jg10645	Roisl.0091s0372.1.p
OG0017395	jg10658	Roisl.0091s0383.1.p
OG0017396	jg10685	Roisl.0091s0406.1.p
OG0017397	jg10675	Roisl.0091s0401.1.p
OG0017399	jg10726	Roisl.0091s0451.1.p
OG0017400	jg10763	Roisl.0091s0488.1.p
OG0017401	jg14466	Roisl.0209s0386.1.p
OG0017402	jg16735	Roisl.0046s0533.1.p
OG0017403	jg17378	Roisl.0029s0083.1.p
OG0017404	jg14964	Roisl.0046s1042.1.p
OG0017405	jg14950	Roisl.0046s1023.1.p
OG0017406	jg14933	Roisl.0046s1004.1.p
OG0017407	jg21933	Roisl.0189s0118.1.p
OG0017408	jg21852	Roisl.0189s0198.1.p
OG0017409	jg27289	Roisl.0214s0136.1.p
OG0017410	jg27270	Roisl.0038s0002.1.p
OG0017411	jg27409	Roisl.0066s0439.1.p
OG0017412	jg27614	Roisl.0045s0027.1.p
OG0017413	jg27646	Roisl.0045s0007.1.p
OG0017414	jg27750	Roisl.0066s0321.1.p
OG0017415	jg27758	Roisl.0066s0311.1.p
OG0017416	jg27828	Roisl.0066s0234.1.p
OG0017417	jg10251	Roisl.0091s0045.1.p
OG0017418	jg10277	Roisl.0091s0068.1.p
OG0017419	jg31277	Roisl.0015s0116.1.p
OG0017420	jg10297	Roisl.0091s0086.1.p
OG0017421	jg21396	Roisl.0014s0076.1.p
OG0017422	jg10551	Roisl.0091s0288.1.p
OG0017423	jg10509	Roisl.0091s0264.1.p
OG0017424	jg27365	Roisl.0188s0015.1.p
OG0017425	jg13758	Roisl.0184s0198.1.p
OG0017426	jg10465	Roisl.0091s0228.1.p
OG0017427	jg10418	Roisl.0091s0185.1.p
OG0017428	jg10415	Roisl.0091s0182.1.p
OG0017429	jg10384	Roisl.0091s0151.1.p
OG0017430	jg10365	Roisl.0091s0135.1.p
OG0017431	jg10604	Roisl.0091s0327.1.p
OG0017433	jg25947	Roisl.0074s0106.1.p
OG0017434	jg23884	Roisl.0016s0004.1.p
OG0017435	jg23885	Roisl.0016s0007.1.p
OG0017436	jg23891	Roisl.0016s0015.1.p
OG0017438	jg23913	Roisl.0016s0032.1.p
OG0017439	jg23929	Roisl.0016s0046.1.p
OG0017440	jg23931	Roisl.0016s0048.1.p
OG0017441	jg23932	Roisl.0016s0049.1.p
OG0017442	jg15252	Roisl.0046s1297.1.p
OG0017443	jg917	Roisl.0214s0569.1.p
OG0017444	jg23767	Roisl.0024s0651.1.p
OG0017445	jg23770	Roisl.0024s0653.1.p
OG0017446	jg23775	Roisl.0024s0658.1.p
OG0017447	jg23783	Roisl.0024s0668.1.p
OG0017449	jg23789	Roisl.0024s0673.1.p
OG0017450	jg23795	Roisl.0024s0678.1.p
OG0017451	jg16439	Roisl.0018s0485.1.p
OG0017452	jg16431	Roisl.0018s0477.1.p
OG0017453	jg16430	Roisl.0018s0476.1.p
OG0017455	jg16376	Roisl.0018s0446.1.p
OG0017456	jg16374	Roisl.0018s0443.1.p
OG0017457	jg16330	Roisl.0018s0397.1.p
OG0017458	jg16290	Roisl.0018s0349.1.p
OG0017459	jg16245	Roisl.0018s0308.1.p
OG0017460	jg16242	Roisl.0018s0305.1.p
OG0017461	jg16149	Roisl.0018s0214.1.p
OG0017462	jg16147	Roisl.0018s0212.1.p
OG0017463	jg16138	Roisl.0018s0204.1.p
OG0017464	jg16135	Roisl.0018s0201.1.p
OG0017468	jg16035	Roisl.0018s0095.1.p
OG0017469	jg16032	Roisl.0018s0093.1.p
OG0017470	jg15942	Roisl.0018s0019.1.p
OG0017471	jg15909	Roisl.0026s0005.1.p
OG0017472	jg15786	Roisl.0026s0127.1.p
OG0017473	jg15763	Roisl.0026s0141.1.p
OG0017474	jg15749	Roisl.0026s0158.1.p
OG0017475	jg15743	Roisl.0026s0164.1.p
OG0017478	jg15608	Roisl.0046s1641.1.p
OG0017479	jg15606	Roisl.0046s1639.1.p
OG0017480	jg15577	Roisl.0046s1610.1.p
OG0017481	jg15537	Roisl.0046s1575.1.p
OG0017482	jg15514	Roisl.0046s1554.1.p
OG0017483	jg15486	Roisl.0046s1538.1.p
OG0017486	jg15442	Roisl.0046s1499.1.p
OG0017487	jg15431	Roisl.0046s1484.1.p
OG0017488	jg15377	Roisl.0046s1427.1.p
OG0017489	jg15367	Roisl.0046s1414.1.p
OG0017491	jg15330	Roisl.0046s1372.1.p
OG0017492	jg15317	Roisl.0046s1358.1.p
OG0017493	jg15312	Roisl.0046s1353.1.p
OG0017494	jg15292	Roisl.0046s1337.1.p
OG0017495	jg15255	Roisl.0046s1301.1.p
OG0017496	jg15248	Roisl.0046s1293.1.p
OG0017498	jg15226	Roisl.0046s1276.1.p
OG0017499	jg15204	Roisl.0046s1253.1.p
OG0017500	jg15202	Roisl.0046s1251.1.p
OG0017501	jg15194	Roisl.0046s1239.1.p
OG0017502	jg15184	Roisl.0046s1234.1.p
OG0017503	jg22150	Roisl.0028s0779.1.p
OG0017504	jg22070	Roisl.0031s0122.1.p
OG0017505	jg26760	Roisl.0053s0226.1.p
OG0017506	jg26761	Roisl.0053s0225.1.p
OG0017507	jg26807	Roisl.0053s0196.1.p
OG0017508	jg26831	Roisl.0053s0175.1.p
OG0017509	jg26829	Roisl.0053s0179.1.p
OG0017510	jg26850	Roisl.0053s0164.1.p
OG0017511	jg26891	Roisl.0001s0528.1.p
OG0017512	jg26938	Roisl.0049s0029.1.p
OG0017513	jg26941	Roisl.0049s0024.1.p
OG0017514	jg27034	Roisl.0213s0720.1.p
OG0017515	jg27139	Roisl.0038s0055.1.p
OG0017516	jg2173	Roisl.0024s0046.1.p
OG0017517	jg2214	Roisl.0024s0086.1.p
OG0017518	jg2229	Roisl.0024s0097.1.p
OG0017519	jg2314	Roisl.0019s0796.1.p
OG0017520	jg2329	Roisl.0019s0779.1.p
OG0017521	jg2346	Roisl.0019s0774.1.p
OG0017522	jg2366	Roisl.0019s0759.1.p
OG0017523	jg2364	Roisl.0019s0757.1.p
OG0017524	jg2390	Roisl.0019s0730.1.p
OG0017525	jg2405	Roisl.0019s0715.1.p
OG0017527	jg28007	Roisl.0066s0061.1.p
OG0017528	jg28062	Roisl.0066s0017.1.p
OG0017529	jg21796	Roisl.0066s0408.1.p
OG0017530	jg12958	Roisl.0011s0055.1.p
OG0017531	jg21370	Roisl.0014s0034.1.p
OG0017533	jg19351	Roisl.0028s0541.1.p
OG0017534	jg19337	Roisl.0028s0553.1.p
OG0017535	jg21981	Roisl.0031s0037.1.p
OG0017536	jg19305	Roisl.0028s0588.1.p
OG0017539	jg1964	Roisl.0030s0011.1.p
OG0017540	jg19248	Roisl.0017s0400.1.p
OG0017542	jg19182	Roisl.0017s0335.1.p
OG0017543	jg19179	Roisl.0017s0333.1.p
OG0017544	jg19116	Roisl.0017s0308.1.p
OG0017545	jg19136	Roisl.0017s0288.1.p
OG0017546	jg19088	Roisl.0017s0275.1.p
OG0017547	jg19074	Roisl.0017s0261.1.p
OG0017548	jg19041	Roisl.0017s0223.1.p
OG0017549	jg19030	Roisl.0017s0212.1.p
OG0017550	jg19028	Roisl.0017s0210.1.p
OG0017551	jg19026	Roisl.0017s0209.1.p
OG0017553	jg18936	Roisl.0017s0122.1.p
OG0017554	jg18930	Roisl.0017s0117.1.p
OG0017555	jg18910	Roisl.0017s0097.1.p
OG0017556	jg7659	Roisl.0082s0156.1.p
OG0017557	jg11290	Roisl.0082s0165.1.p
OG0017558	jg7672	Roisl.0082s0167.1.p
OG0017559	jg7677	Roisl.0082s0172.1.p
OG0017560	jg7684	Roisl.0082s0177.1.p
OG0017561	jg7685	Roisl.0082s0178.1.p
OG0017562	jg7643	Roisl.0209s0238.1.p
OG0017563	jg31178	Roisl.0191s0434.1.p
OG0017564	jg16521	Roisl.0063s0035.1.p
OG0017565	jg16524	Roisl.0063s0039.1.p
OG0017566	jg16545	Roisl.0063s0051.1.p
OG0017567	jg16553	Roisl.0082s0148.1.p
OG0017568	jg16566	Roisl.0082s0133.1.p
OG0017569	jg16571	Roisl.0082s0128.1.p
OG0017570	jg16621	Roisl.0046s0645.1.p
OG0017571	jg16633	Roisl.0046s0629.1.p
OG0017572	jg16680	Roisl.0046s0584.1.p
OG0017573	jg16691	Roisl.0046s0569.1.p
OG0017574	jg17086	Roisl.0023s0052.1.p
OG0017575	jg17192	Roisl.0118s0005.1.p
OG0017576	jg17293	Roisl.0082s0462.1.p
OG0017577	jg17373	Roisl.0029s0091.1.p
OG0017578	jg17157	Roisl.0189s0083.1.p
OG0017579	jg32518	Roisl.0179s0104.1.p
OG0017580	jg32264	Roisl.0210s2123.1.p
OG0017581	jg32163	Roisl.0048s0018.1.p
OG0017582	jg32142	Roisl.0048s0022.1.p
OG0017583	jg32094	Roisl.0082s0528.1.p
OG0017585	jg32400	Roisl.0040s0069.1.p
OG0017586	jg31994	Roisl.0040s0077.1.p
OG0017587	jg31991	Roisl.0040s0079.1.p
OG0017588	jg7422	Roisl.0057s0029.1.p
OG0017589	jg7442	Roisl.0213s0654.1.p
OG0017590	jg7448	Roisl.0213s0650.1.p
OG0017592	jg7553	Roisl.0213s0557.1.p
OG0017593	jg7550	Roisl.0213s0558.1.p
OG0017595	jg6590	Roisl.0046s0352.1.p
OG0017596	jg6661	Roisl.0046s0412.1.p
OG0017597	jg6674	Roisl.0046s0423.1.p
OG0017598	jg6714	Roisl.0046s0443.1.p
OG0017599	jg28220	Roisl.0214s0414.1.p
OG0017600	jg28255	Roisl.0214s0442.1.p
OG0017601	jg28288	Roisl.0214s0489.1.p
OG0017602	jg28306	Roisl.0214s0508.1.p
OG0017603	jg28323	Roisl.0209s0781.1.p
OG0017604	jg20225	Roisl.0034s0076.1.p, Roisl.0067s0006.1.p
OG0017605	jg20223	Roisl.0067s0008.1.p
OG0017607	jg20166	Roisl.0067s0063.1.p
OG0017609	jg20153	Roisl.0067s0077.1.p
OG0017611	jg20090	Roisl.0035s0054.1.p
OG0017612	jg20060	Roisl.0035s0087.1.p
OG0017613	jg20025	Roisl.0035s0126.1.p
OG0017614	jg19947	Roisl.0028s0025.1.p
OG0017615	jg19917, jg19930	Roisl.0028s0047.1.p
OG0017616	jg19865	Roisl.0028s0085.1.p
OG0017617	jg9565	Roisl.0044s0014.1.p
OG0017618	jg19761	Roisl.0028s0176.1.p
OG0017619	jg19758	Roisl.0028s0179.1.p
OG0017620	jg19756	Roisl.0028s0181.1.p
OG0017621	jg19746	Roisl.0028s0191.1.p
OG0017622	jg19737	Roisl.0028s0198.1.p
OG0017623	jg28302	Roisl.0214s0503.1.p
OG0017624	jg19665	Roisl.0028s0273.1.p
OG0017625	jg19650	Roisl.0028s0290.1.p
OG0017626	jg19643	Roisl.0028s0294.1.p
OG0017627	jg19525	Roisl.0028s0396.1.p
OG0017628	jg19504	Roisl.0028s0413.1.p
OG0017629	jg19501	Roisl.0028s0415.1.p
OG0017630	jg19474	Roisl.0028s0438.1.p
OG0017633	jg24026	Roisl.0016s0146.1.p
OG0017634	jg24084	Roisl.0016s0196.1.p
OG0017635	jg24111	Roisl.0016s0219.1.p
OG0017636	jg24114	Roisl.0016s0222.1.p
OG0017637	jg20334, jg28514	Roisl.0005s0058.1.p
OG0017638	jg24164	Roisl.0016s0267.1.p
OG0017639	jg24165	Roisl.0016s0268.1.p
OG0017640	jg24187	Roisl.0016s0281.1.p
OG0017641	jg24206	Roisl.0016s0295.1.p
OG0017642	jg24211	Roisl.0016s0301.1.p
OG0017643	jg23578	Roisl.0024s0600.1.p
OG0017646	jg16828	Roisl.0006s0564.1.p
OG0017647	jg24411	Roisl.0039s0037.1.p
OG0017648	jg24424	Roisl.0039s0047.1.p
OG0017649	jg24452	Roisl.0039s0070.1.p
OG0017650	jg24535	Roisl.0039s0143.1.p
OG0017651	jg24536	Roisl.0039s0145.1.p
OG0017652	jg31211	Roisl.0191s0467.1.p
OG0017653	jg24570	Roisl.0079s0013.1.p
OG0017654	jg24585	Roisl.0079s0026.1.p
OG0017655	jg24594	Roisl.0079s0031.1.p
OG0017656	jg24601	Roisl.0079s0039.1.p
OG0017657	jg24612	Roisl.0079s0047.1.p
OG0017658	jg24635	Roisl.0079s0073.1.p
OG0017659	jg24644	Roisl.0079s0081.1.p
OG0017660	jg24667	Roisl.0079s0102.1.p
OG0017661	jg24688, jg24276	Roisl.0079s0127.1.p
OG0017662	jg24694	Roisl.0079s0133.1.p
OG0017663	jg24727	Roisl.0079s0168.1.p
OG0017664	jg5878	Roisl.0210s1741.1.p
OG0017665	jg24747	Roisl.0079s0190.1.p
OG0017666	jg24756	Roisl.0079s0199.1.p
OG0017667	jg24759	Roisl.0079s0202.1.p
OG0017668	jg24792	Roisl.0079s0234.1.p
OG0017669	jg24795	Roisl.0079s0238.1.p
OG0017670	jg24800	Roisl.0079s0242.1.p
OG0017671	jg27074	Roisl.0213s0693.1.p
OG0017672	jg24881	Roisl.0079s0310.1.p
OG0017673	jg24892	Roisl.0079s0320.1.p
OG0017674	jg24900	Roisl.0079s0330.1.p
OG0017675	jg24905	Roisl.0079s0338.1.p
OG0017676	jg24934	Roisl.0074s1021.1.p
OG0017678	jg24956	Roisl.0074s1004.1.p
OG0017679	jg24958	Roisl.0074s1002.1.p
OG0017680	jg24973	Roisl.0074s0985.1.p
OG0017681	jg25002	Roisl.0074s0950.1.p
OG0017682	jg25025	Roisl.0074s0930.1.p
OG0017683	jg25098	Roisl.0074s0861.1.p
OG0017684	jg25208	Roisl.0074s0755.1.p
OG0017685	jg25212	Roisl.0074s0751.1.p
OG0017686	jg25237	Roisl.0074s0725.1.p
OG0017687	jg25287	Roisl.0074s0680.1.p
OG0017688	jg25809, jg25310	Roisl.0074s0660.1.p
OG0017689	jg25339	Roisl.0074s0633.1.p
OG0017690	jg25361	Roisl.0074s0617.1.p
OG0017691	jg25369	Roisl.0074s0609.1.p
OG0017692	jg25373	Roisl.0074s0606.1.p
OG0017693	jg25413	Roisl.0074s0569.1.p
OG0017694	jg25417	Roisl.0074s0563.1.p
OG0017695	jg25445	Roisl.0074s0529.1.p
OG0017696	jg25472	Roisl.0074s0508.1.p
OG0017697	jg25473	Roisl.0074s0507.1.p
OG0017698	jg27395	Roisl.0188s0047.1.p
OG0017699	jg25525	Roisl.0074s0461.1.p
OG0017700	jg25537	Roisl.0074s0452.1.p
OG0017702	jg25539	Roisl.0074s0449.1.p
OG0017703	jg25560	Roisl.0074s0434.1.p
OG0017704	jg25571, jg14287	Roisl.0074s0424.1.p
OG0017705	jg25604	Roisl.0074s0391.1.p
OG0017706	jg25608	Roisl.0074s0386.1.p
OG0017707	jg25661	Roisl.0074s0330.1.p
OG0017708	jg25680	Roisl.0074s0316.1.p
OG0017709	jg25746	Roisl.0074s0268.1.p
OG0017710	jg25750	Roisl.0074s0265.1.p
OG0017711	jg25861	Roisl.0074s0184.1.p
OG0017712	jg25903	Roisl.0074s0149.1.p
OG0017713	jg9849	Roisl.0022s0267.1.p
OG0017714	jg26003	Roisl.0074s0061.1.p
OG0017715	jg26117	Roisl.0115s0282.1.p
OG0017716	jg26120	Roisl.0115s0286.1.p
OG0017717	jg26121	Roisl.0115s0287.1.p
OG0017718	jg28783	Roisl.0091s0702.1.p
OG0017719	jg26127	Roisl.0115s0293.1.p
OG0017720	jg11911	Roisl.0015s0154.1.p
OG0017721	jg26248	Roisl.0115s0407.1.p
OG0017722	jg21984	Roisl.0031s0040.1.p
OG0017723	jg12565	Roisl.0009s0279.1.p
OG0017724	jg12557	Roisl.0009s0292.1.p
OG0017725	jg12531	Roisl.0009s0320.1.p
OG0017726	jg12506	Roisl.0070s0017.1.p
OG0017727	jg12379	Roisl.0213s0786.1.p
OG0017728	jg12378	Roisl.0046s0001.1.p
OG0017729	jg12235	Roisl.0064s0029.1.p
OG0017730	jg12233	Roisl.0064s0027.1.p
OG0017731	jg12232	Roisl.0064s0023.1.p
OG0017732	jg12208	Roisl.0064s0012.1.p
OG0017733	jg12144	Roisl.0210s2223.1.p
OG0017734	jg12052	Roisl.0053s0136.1.p
OG0017735	jg26634	Roisl.0053s0313.1.p
OG0017736	jg26571	Roisl.0053s0371.1.p
OG0017737	jg26561	Roisl.0053s0381.1.p
OG0017738	jg26536	Roisl.0053s0404.1.p
OG0017739	jg26476	Roisl.0115s0598.1.p
OG0017740	jg26444	Roisl.0115s0572.1.p
OG0017741	jg26435	Roisl.0115s0557.1.p
OG0017742	jg26424	Roisl.0115s0548.1.p
OG0017744	jg26337	Roisl.0115s0492.1.p
OG0017745	jg26319	Roisl.0115s0475.1.p
OG0017748	jg9402	Roisl.0003s0019.1.p
OG0017749	jg9403	Roisl.0003s0018.1.p
OG0017750	jg9415	Roisl.0003s0011.1.p
OG0017751	jg9420	Roisl.0003s0006.1.p
OG0017752	jg23133	Roisl.0080s0066.1.p
OG0017753	jg2086	Roisl.0055s0006.1.p
OG0017754	jg1965	Roisl.0209s0016.1.p
OG0017755	jg1947	Roisl.0209s0001.1.p, Roisl.0213s0876.1.p
OG0017756	jg1795	Roisl.0195s0009.1.p
OG0017757	jg1854	Roisl.0022s0014.1.p
OG0017758	jg1857	Roisl.0022s0025.1.p
OG0017759	jg1906	Roisl.0022s0043.1.p
OG0017760	jg22324	Roisl.0080s0838.1.p
OG0017761	jg1539	Roisl.0194s0046.1.p
OG0017762	jg1538	Roisl.0194s0045.1.p
OG0017763	jg1506	Roisl.0189s0053.1.p
OG0017764	jg1492	Roisl.0071s0010.1.p
OG0017766	jg5743	Roisl.0210s1602.1.p
OG0017767	jg5703	Roisl.0210s1566.1.p
OG0017768	jg5668	Roisl.0210s1533.1.p
OG0017769	jg21604	Roisl.0068s0010.1.p
OG0017770	jg6808	Roisl.0046s0482.1.p
OG0017771	jg21383	Roisl.0014s0067.1.p
OG0017772	jg28190	Roisl.0214s0389.1.p
OG0017773	jg15125	Roisl.0046s1180.1.p
OG0017774	jg15111	Roisl.0046s1162.1.p
OG0017775	jg15007	Roisl.0046s1073.1.p
OG0017776	jg15006	Roisl.0046s1072.1.p
OG0017777	jg28400	Roisl.0210s0007.1.p
OG0017778	jg28406	Roisl.0210s0014.1.p
OG0017779	jg28414	Roisl.0210s0021.1.p
OG0017780	jg28436	Roisl.0210s0047.1.p
OG0017781	jg28444	Roisl.0210s0056.1.p
OG0017782	jg28448	Roisl.0210s0061.1.p
OG0017783	jg21614	Roisl.0191s0691.1.p
OG0017784	jg28540	Roisl.0210s0161.1.p
OG0017785	jg28545	Roisl.0210s0166.1.p
OG0017787	jg28647	Roisl.0210s0268.1.p
OG0017788	jg28683	Roisl.0210s0305.1.p
OG0017789	jg28718	Roisl.0210s0334.1.p
OG0017790	jg28719	Roisl.0210s0335.1.p
OG0017791	jg28728	Roisl.0210s0345.1.p
OG0017792	jg28731	Roisl.0210s0348.1.p
OG0017793	jg28737	Roisl.0210s0354.1.p
OG0017794	jg28755	Roisl.0210s0373.1.p
OG0017795	jg28805	Roisl.0091s0728.1.p
OG0017796	jg28829	Roisl.0091s0747.1.p
OG0017797	jg28847	Roisl.0091s0763.1.p
OG0017798	jg21348	Roisl.0014s0004.1.p
OG0017799	jg28869	Roisl.0091s0789.1.p
OG0017800	jg28877	Roisl.0091s0796.1.p
OG0017801	jg28899	Roisl.0091s0817.1.p
OG0017802	jg28914	Roisl.0091s0828.1.p
OG0017803	jg28932	Roisl.0091s0847.1.p
OG0017804	jg28940	Roisl.0091s0856.1.p
OG0017805	jg28953	Roisl.0091s0873.1.p
OG0017806	jg28962	Roisl.0091s0882.1.p
OG0017807	jg28975	Roisl.0091s0894.1.p
OG0017808	jg28985	Roisl.0091s0902.1.p
