Orthogroup	Arabidopsis_arenosa	Raphanus_sativus
OG0015116	jg2948	XP_018445805.1, XP_018433198.1, XP_018433224.1
OG0015117	jg2949	XP_018470253.1
OG0015118	jg2953	XP_018471626.1
OG0015119	jg2954	XP_018471623.1
OG0015121	jg2972	XP_018445739.1
OG0015122	jg21434	XP_018463011.1
OG0015123	jg2975	XP_018454776.1
OG0015124	jg3003	XP_018453319.1
OG0015125	jg3007	XP_018442183.1
OG0015126	jg3014	XP_018456873.1
OG0015127	jg9663	XP_018468754.1
OG0015128	jg3017	XP_018456636.1
OG0015129	jg3027	XP_018457908.1
OG0015130	jg3040	XP_018456840.1
OG0015131	jg3043	XP_018470960.1
OG0015132	jg3049	XP_018442147.1
OG0015133	jg17143	XP_018480736.1
OG0015134	jg17011	XP_018437360.1
OG0015135	jg3079	XP_018470874.1
OG0015136	jg3085	XP_018445594.1
OG0015138	jg3093	XP_018445175.1, XP_018445136.1
OG0015139	jg3110	XP_018446349.1
OG0015140	jg12990	XP_018459530.1
OG0015143	jg3120	XP_018442636.1, XP_018442644.1
OG0015144	jg3126	XP_018445817.1
OG0015145	jg3127	XP_018446766.1
OG0015146	jg3129	XP_018443111.1
OG0015147	jg2435	XP_018444805.1
OG0015148	jg2436	XP_018454654.1
OG0015149	jg2444	XP_018461270.1, XP_018470940.1
OG0015150	jg2445	XP_018456574.1
OG0015151	jg2453	XP_018453209.1
OG0015152	jg2460	XP_018452505.1
OG0015153	jg2469	XP_018470002.1
OG0015154	jg2476	XP_018468069.1
OG0015155	jg2477	XP_018453442.1, XP_018452279.1
OG0015156	jg2489	XP_018454660.1, XP_018465436.1
OG0015157	jg2496	XP_018455362.1
OG0015158	jg2499	XP_018456433.1
OG0015159	jg9588	XP_018477965.1
OG0015160	jg9571	XP_018450712.1, XP_018448087.1
OG0015161	jg9570	XP_018469650.1
OG0015162	jg9567	XP_018469655.1
OG0015163	jg9563	XP_018467780.1
OG0015164	jg9557	XP_018478650.1
OG0015165	jg9536	XP_018470196.1
OG0015166	jg9535	XP_018470193.1
OG0015167	jg9525	XP_018471541.1
OG0015168	jg9522	XP_018473236.1, XP_018472301.1
OG0015169	jg9519	XP_018481105.1, XP_018483512.1
OG0015170	jg9513	XP_018471339.1
OG0015172	jg502	XP_018456655.1
OG0015173	jg483	XP_018455677.1
OG0015174	jg469	XP_018454275.1
OG0015175	jg12569	XP_018446241.1
OG0015176	jg12606	XP_018483015.1
OG0015177	jg12637	XP_018478315.1
OG0015178	jg12640	XP_018482001.1
OG0015179	jg12642	XP_018443850.1
OG0015180	jg13990	XP_018438987.1, XP_018432525.1
OG0015181	jg14017	XP_018490904.1
OG0015182	jg13860	XP_018483292.1
OG0015183	jg13617	XP_018477416.1
OG0015184	jg13653	XP_018482459.1
OG0015185	jg13558	XP_018484574.1
OG0015186	jg13536	XP_018438673.1, XP_018482289.1
OG0015187	jg13514	XP_018478831.1
OG0015188	jg13490	XP_018455153.1
OG0015189	jg13477	XP_018437432.1, XP_018436830.1
OG0015190	jg13470	XP_018458732.1
OG0015192	jg13420	XP_018477497.1
OG0015193	jg13415	XP_018440749.1
OG0015194	jg13414	XP_018478093.1
OG0015195	jg13413	XP_018454441.1
OG0015196	jg13409	XP_018457056.1
OG0015197	jg13399	XP_018477129.1
OG0015198	jg13385	XP_018483090.1
OG0015199	jg13368	XP_018484499.1
OG0015200	jg13364	XP_018439678.1
OG0015201	jg13363	XP_018483622.1
OG0015202	jg13346	XP_018477653.1
OG0015203	jg13339	XP_018433213.1
OG0015204	jg13297	XP_018455683.1
OG0015205	jg13291	XP_018482732.1
OG0015206	jg13282	XP_018441239.1
OG0015207	jg13281	XP_018455881.1
OG0015208	jg30363	XP_018473128.1
OG0015209	jg13241	XP_018454356.1
OG0015210	jg13236	XP_018481413.1, XP_018480458.1
OG0015211	jg13230	XP_018457119.1
OG0015212	jg2595	XP_018454749.1
OG0015213	jg2585	XP_018455791.1
OG0015214	jg2535	XP_018466521.1, XP_018453082.1
OG0015216	jg2531	XP_018462191.1, XP_018455937.1
OG0015217	jg11242	XP_018442696.1
OG0015218	jg2520	XP_018457775.1
OG0015219	jg20483	XP_018434243.1
OG0015220	jg20484	XP_018433082.1
OG0015221	jg20500	XP_018484693.1
OG0015222	jg20507	XP_018457939.1
OG0015223	jg20524	XP_018477789.1
OG0015224	jg20562	XP_018442032.1
OG0015225	jg20563	XP_018477071.1
OG0015226	jg20564	XP_018434182.1
OG0015227	jg27847	XP_018441401.1
OG0015228	jg20597	XP_018484183.1
OG0015229	jg33106	XP_018448118.1
OG0015230	jg33109	XP_018443475.1
OG0015231	jg33114	XP_018451693.1
OG0015232	jg33122	XP_018435923.1
OG0015233	jg33123	XP_018451700.1
OG0015234	jg33125	XP_018468404.1
OG0015235	jg33129	XP_018438459.1
OG0015236	jg33132, jg33128	XP_018438485.1
OG0015237	jg33148	XP_018460810.1, XP_018447087.1
OG0015238	jg33164	XP_018447549.1
OG0015239	jg33181	XP_018486719.1
OG0015240	jg33182	XP_018479150.1
OG0015241	jg33192	XP_018480067.1, XP_018480157.1
OG0015242	jg33193	XP_018479870.1
OG0015243	jg33201	XP_018465009.1, XP_018489941.1
OG0015244	jg33229	XP_018447569.1
OG0015245	jg33253	XP_018481517.1
OG0015246	jg33254	XP_018479879.1
OG0015247	jg16668	XP_018485918.1
OG0015248	jg33289	XP_018436999.1
OG0015249	jg33294	XP_018437010.1
OG0015250	jg33295	XP_018482900.1
OG0015251	jg3711	XP_018452413.1
OG0015252	jg16958	XP_018477887.1
OG0015253	jg33331	XP_018449136.1
OG0015254	jg33342	XP_018490371.1
OG0015255	jg33406	XP_018443407.1
OG0015256	jg33414	XP_018451914.1
OG0015257	jg33419	XP_018437574.1
OG0015258	jg9880	XP_018446172.1
OG0015259	jg33440	XP_018432625.1
OG0015260	jg33441	XP_018432628.1
OG0015261	jg33451	XP_018460043.1, XP_018451646.1
OG0015262	jg33453	XP_018441959.1
OG0015263	jg33455	XP_018490587.1
OG0015264	jg33466	XP_018487003.1
OG0015265	jg33471	XP_018468557.1
OG0015266	jg33472	XP_018435048.1
OG0015267	jg33478	XP_018489334.1
OG0015268	jg33482	XP_018479632.1
OG0015269	jg33484	XP_018458100.1
OG0015270	jg21027	XP_018435035.1
OG0015271	jg21026	XP_018483016.1
OG0015272	jg21004	XP_018477201.1
OG0015273	jg20986	XP_018455088.1
OG0015274	jg20931	XP_018480565.1
OG0015275	jg20930	XP_018436872.1, XP_018480476.1
OG0015276	jg18457	XP_018485024.1
OG0015277	jg18467	XP_018475598.1
OG0015278	jg18474	XP_018437581.1
OG0015279	jg18475	XP_018436979.1
OG0015280	jg18488	XP_018478858.1
OG0015281	jg18513	XP_018434127.1
OG0015282	jg18516	XP_018434312.1
OG0015283	jg18518	XP_018434995.1
OG0015284	jg18520	XP_018440590.1
OG0015285	jg18532	XP_018475546.1
OG0015286	jg18548	XP_018483120.1
OG0015287	jg18567	XP_018433167.1
OG0015288	jg13676	XP_018437745.1
OG0015289	jg18618	XP_018478470.1
OG0015291	jg18622	XP_018441921.1
OG0015292	jg18627	XP_018439914.1
OG0015293	jg18629	XP_018441496.1
OG0015294	jg18630	XP_018440883.1
OG0015295	jg18663	XP_018477999.1
OG0015296	jg18669	XP_018434381.1
OG0015297	jg18674	XP_018483545.1
OG0015298	jg18684	XP_018482912.1
OG0015299	jg21131	XP_018474553.1
OG0015300	jg18711	XP_018459731.1, XP_018477421.1
OG0015301	jg18725	XP_018476388.1
OG0015302	jg10639	XP_018447196.1
OG0015303	jg10646	XP_018467902.1
OG0015304	jg10649	XP_018463577.1
OG0015305	jg10654	XP_018484601.1
OG0015306	jg10660	XP_018472001.1
OG0015307	jg10663	XP_018471683.1
OG0015308	jg10669	XP_018447068.1, XP_018451175.1
OG0015309	jg10691	XP_018468214.1, XP_018468285.1
OG0015310	jg10706	XP_018470973.1
OG0015311	jg10707	XP_018448220.1
OG0015312	jg10722	XP_018467685.1
OG0015313	jg10728	XP_018470533.1
OG0015314	jg10745	XP_018471258.1
OG0015315	jg10760	XP_018478923.1
OG0015316	jg10776	XP_018477690.1
OG0015317	jg10778	XP_018485364.1
OG0015318	jg10790	XP_018479209.1
OG0015320	jg10795	XP_018470339.1
OG0015321	jg17056	XP_018440882.1
OG0015322	jg10811	XP_018460907.1, XP_018464623.1
OG0015323	jg10838	XP_018480636.1
OG0015324	jg10840	XP_018485278.1
OG0015325	jg10841	XP_018485279.1, XP_018472087.1
OG0015326	jg10854	XP_018482978.1
OG0015327	jg10882	XP_018447150.1, XP_018447155.1
OG0015328	jg10902	XP_018471510.1
OG0015329	jg10905	XP_018449813.1
OG0015330	jg11980	XP_018463444.1, XP_018459706.1
OG0015331	jg20435	XP_018456682.1
OG0015332	jg13713	XP_018437726.1
OG0015333	jg14979, jg14981	XP_018437463.1
OG0015334	jg14953	XP_018433614.1
OG0015335	jg14951	XP_018480639.1, XP_018465300.1
OG0015336	jg14937	XP_018483968.1
OG0015337	jg14905	XP_018468440.1
OG0015338	jg14902	XP_018470304.1
OG0015339	jg14899	XP_018453773.1
OG0015340	jg14888	XP_018441995.1
OG0015341	jg14887	XP_018461861.1, XP_018468666.1
OG0015342	jg14878	XP_018481049.1, XP_018481050.1
OG0015343	jg21931	XP_018469969.1
OG0015344	jg21915	XP_018457888.1
OG0015345	jg21910	XP_018456927.1
OG0015346	jg21897	XP_018476954.1
OG0015347	jg21896	XP_018476953.1
OG0015348	jg21884	XP_018473260.1
OG0015349	jg21880	XP_018456762.1
OG0015350	jg21862	XP_018457883.1
OG0015351	jg21831	XP_018452206.1
OG0015352	jg21845	XP_018471774.1
OG0015353	jg21847	XP_018443775.1
OG0015354	jg21828	XP_018472690.1
OG0015355	jg21759	XP_018473396.1
OG0015356	jg21764	XP_018476885.1
OG0015357	jg21763	XP_018452332.1
OG0015358	jg27272	XP_018474582.1
OG0015359	jg27417	XP_018432584.1
OG0015360	jg27421	XP_018487288.1
OG0015361	jg27429	XP_018488863.1
OG0015362	jg27430	XP_018457455.1
OG0015363	jg27415	XP_018489617.1
OG0015364	jg27446	XP_018460358.1
OG0015365	jg27449	XP_018486273.1
OG0015366	jg27474	XP_018493392.1
OG0015367	jg27485	XP_018460301.1
OG0015368	jg27494	XP_018461559.1
OG0015369	jg27512	XP_018455662.1, XP_018453933.1
OG0015370	jg27551	XP_018466781.1
OG0015371	jg27562	XP_018436738.1
OG0015372	jg27563	XP_018457950.1
OG0015374	jg13899	XP_018484010.1
OG0015375	jg27694	XP_018486297.1
OG0015376	jg27700	XP_018491688.1, XP_018432741.1
OG0015377	jg27777	XP_018457440.1
OG0015378	jg27781	XP_018433608.1
OG0015379	jg10092	XP_018470457.1
OG0015380	jg10111	XP_018484326.1
OG0015381	jg10112	XP_018479122.1, XP_018449871.1
OG0015382	jg10229	XP_018479167.1, XP_018481604.1, XP_018467727.1
OG0015383	jg10231	XP_018444468.1
OG0015384	jg10235	XP_018478922.1
OG0015386	jg10276	XP_018460971.1, XP_018449891.1
OG0015387	jg10279	XP_018470990.1
OG0015388	jg10324	XP_018468438.1, XP_018468436.1
OG0015389	jg10591	XP_018477574.1
OG0015390	jg10561	XP_018451290.1
OG0015391	jg10539	XP_018471204.1
OG0015392	jg10500	XP_018471229.1
OG0015393	jg10493	XP_018472298.1
OG0015394	jg10487	XP_018472078.1
OG0015395	jg10481	XP_018448054.1
OG0015396	jg10478	XP_018447498.1
OG0015397	jg10451	XP_018469996.1
OG0015398	jg10450	XP_018469995.1
OG0015399	jg10445	XP_018471732.1
OG0015400	jg10438	XP_018448559.1, XP_018463667.1
OG0015401	jg10435	XP_018467708.1, XP_018482386.1
OG0015402	jg10432	XP_018471644.1
OG0015403	jg10431	XP_018471643.1
OG0015404	jg5931	XP_018470817.1
OG0015405	jg10413	XP_018468329.1
OG0015406	jg10412	XP_018468086.1
OG0015407	jg10401	XP_018450880.1, XP_018449288.1
OG0015408	jg10395	XP_018481932.1
OG0015409	jg12925	XP_018439890.1, XP_018439888.1
OG0015410	jg10381	XP_018469546.1
OG0015411	jg10377	XP_018471210.1
OG0015412	jg32600	XP_018455836.1, XP_018455862.1
OG0015413	jg10366	XP_018471984.1
OG0015414	jg10611	XP_018471781.1
OG0015417	jg6676	XP_018434412.1
OG0015418	jg511	XP_018434373.1
OG0015419	jg21133	XP_018484876.1
OG0015420	jg21115	XP_018456639.1
OG0015421	jg11018	XP_018470639.1
OG0015422	jg10995	XP_018470873.1, XP_018470862.1
OG0015423	jg10964	XP_018471492.1
OG0015424	jg11014	XP_018450783.1
OG0015425	jg10962	XP_018469319.1, XP_018482445.1
OG0015426	jg10951	XP_018446566.1
OG0015427	jg10936	XP_018452363.1
OG0015428	jg10934	XP_018449095.1
OG0015429	jg10918	XP_018456473.1
OG0015430	jg23894	XP_018489504.1, XP_018490162.1
OG0015431	jg23904	XP_018485637.1
OG0015432	jg23906	XP_018491278.1
OG0015433	jg23912	XP_018491517.1
OG0015434	jg23923	XP_018486756.1
OG0015435	jg23938	XP_018490997.1
OG0015436	jg23945	XP_018486818.1
OG0015437	jg23735	XP_018452944.1
OG0015438	jg23741	XP_018436515.1, XP_018434274.1
OG0015439	jg23752	XP_018440741.1
OG0015440	jg3405	XP_018453365.1
OG0015441	jg23763	XP_018437582.1, XP_018463816.1
OG0015442	jg13283	XP_018486733.1
OG0015443	jg23777	XP_018438938.1
OG0015444	jg23779	XP_018440130.1
OG0015445	jg23785	XP_018438937.1
OG0015446	jg23790	XP_018456538.1
OG0015447	jg16451	XP_018450938.1
OG0015448	jg16450	XP_018474407.1, XP_018458966.1
OG0015449	jg16449	XP_018459656.1
OG0015450	jg16445	XP_018459627.1
OG0015451	jg16443	XP_018466765.1
OG0015452	jg16437	XP_018459650.1, XP_018488085.1
OG0015453	jg16434	XP_018459647.1
OG0015454	jg16427	XP_018459638.1
OG0015455	jg16426	XP_018459637.1
OG0015456	jg16384	XP_018485693.1
OG0015457	jg16380	XP_018442348.1
OG0015458	jg16366	XP_018488078.1, XP_018464257.1
OG0015460	jg16349	XP_018460343.1
OG0015461	jg16344	XP_018481513.1, XP_018481516.1
OG0015462	jg16340	XP_018460341.1
OG0015463	jg16328	XP_018488761.1
OG0015464	jg16308	XP_018442667.1
OG0015465	jg16307	XP_018491338.1
OG0015466	jg16294	XP_018446275.1
OG0015467	jg16291	XP_018432582.1
OG0015468	jg16266	XP_018491272.1
OG0015469	jg16254	XP_018489590.1, XP_018465538.1
OG0015470	jg16251	XP_018486878.1
OG0015471	jg16248	XP_018488071.1
OG0015472	jg21869, jg20680	XP_018451988.1
OG0015473	jg16222	XP_018488069.1, XP_018491008.1
OG0015474	jg16210	XP_018489092.1, XP_018467222.1
OG0015476	jg16196	XP_018486392.1
OG0015477	jg16168	XP_018486081.1
OG0015478	jg16166	XP_018442581.1
OG0015479	jg16150	XP_018480182.1, XP_018490894.1
OG0015480	jg16143	XP_018483881.1, XP_018482955.1
OG0015481	jg16142	XP_018432547.1
OG0015482	jg17215	XP_018481620.1
OG0015483	jg16110	XP_018446534.1
OG0015484	jg16101	XP_018481546.1
OG0015485	jg16091	XP_018442558.1
OG0015486	jg31174	XP_018485620.1
OG0015487	jg16087	XP_018478425.1, XP_018478416.1
OG0015488	jg16080	XP_018482406.1
OG0015489	jg16072	XP_018446779.1
OG0015490	jg16051	XP_018491111.1
OG0015491	jg16046	XP_018492724.1
OG0015492	jg16023	XP_018446506.1
OG0015494	jg15984	XP_018446977.1
OG0015495	jg15983	XP_018444554.1
OG0015496	jg27093	XP_018492818.1
OG0015497	jg15955	XP_018461206.1, XP_018461496.1
OG0015498	jg15912	XP_018446363.1
OG0015500	jg15892	XP_018442264.1
OG0015501	jg15882	XP_018444999.1
OG0015502	jg15880	XP_018486341.1
OG0015503	jg15876	XP_018446786.1
OG0015504	jg15873	XP_018486812.1
OG0015505	jg15872	XP_018485880.1
OG0015506	jg15820	XP_018478677.1
OG0015507	jg15805	XP_018487266.1, XP_018462485.1
OG0015508	jg15804	XP_018486648.1
OG0015509	jg15798	XP_018446304.1, XP_018443634.1
OG0015510	jg15775	XP_018432702.1
OG0015511	jg15769	XP_018432858.1
OG0015512	jg15766	XP_018432872.1
OG0015513	jg15752	XP_018491723.1
OG0015515	jg17185	XP_018483761.1
OG0015517	jg15642	XP_018488375.1, XP_018488369.1
OG0015518	jg15632	XP_018458576.1, XP_018459890.1
OG0015520	jg14253	XP_018441368.1
OG0015521	jg15615	XP_018486946.1
OG0015522	jg15612	XP_018446100.1
OG0015523	jg15593	XP_018461218.1
OG0015524	jg15585	XP_018461216.1
OG0015525	jg15582	XP_018486521.1
OG0015526	jg15572	XP_018491341.1
OG0015527	jg15568	XP_018487138.1
OG0015528	jg15554	XP_018490674.1
OG0015529	jg15539	XP_018492517.1
OG0015530	jg15538	XP_018492518.1
OG0015531	jg15515	XP_018492308.1
OG0015532	jg529	XP_018456726.1
OG0015533	jg15477	XP_018493402.1
OG0015534	jg15474	XP_018432941.1
OG0015535	jg15470	XP_018480280.1
OG0015536	jg15464	XP_018477044.1
OG0015537	jg15461	XP_018481292.1
OG0015538	jg15454	XP_018463705.1
OG0015539	jg15452	XP_018484867.1
OG0015540	jg15444	XP_018446829.1
OG0015541	jg15434	XP_018491035.1
OG0015542	jg15430	XP_018492498.1, XP_018445861.1
OG0015543	jg15425	XP_018488734.1
OG0015544	jg15424	XP_018485671.1
OG0015545	jg15420	XP_018486945.1
OG0015546	jg2361	XP_018446527.1
OG0015547	jg15399	XP_018491965.1
OG0015548	jg15394	XP_018442115.1
OG0015549	jg15383	XP_018446151.1
OG0015550	jg15379	XP_018484100.1
OG0015551	jg15376	XP_018486810.1
OG0015552	jg15374	XP_018491556.1
OG0015553	jg15373	XP_018443910.1
OG0015555	jg32455, jg32443	XP_018451448.1
OG0015556	jg27039	XP_018484026.1
OG0015557	jg15333	XP_018460233.1, XP_018442861.1
OG0015558	jg15328	XP_018484635.1
OG0015559	jg15324	XP_018486256.1
OG0015560	jg15320	XP_018464825.1
OG0015561	jg15289	XP_018446622.1
OG0015562	jg28296	XP_018440635.1, XP_018441975.1
OG0015563	jg15240	XP_018483940.1
OG0015564	jg15229	XP_018461243.1, XP_018485730.1
OG0015565	jg15223	XP_018480086.1, XP_018464535.1
OG0015566	jg15205	XP_018489026.1
OG0015567	jg15193	XP_018486116.1
OG0015568	jg15186	XP_018484775.1
OG0015569	jg15183	XP_018432848.1
OG0015570	jg15170	XP_018481417.1, XP_018481430.1
OG0015571	jg22148	XP_018447390.1
OG0015572	jg22134	XP_018457668.1
OG0015574	jg22065	XP_018457807.1
OG0015575	jg22053	XP_018473353.1
OG0015576	jg22051	XP_018471381.1
OG0015577	jg11061	XP_018477217.1
OG0015578	jg26758	XP_018485562.1
OG0015579	jg26759	XP_018433419.1
OG0015580	jg14056, jg26769	XP_018493403.1
OG0015581	jg26778	XP_018489429.1, XP_018486710.1
OG0015582	jg26787	XP_018486456.1
OG0015583	jg26808	XP_018485594.1
OG0015584	jg26810	XP_018489354.1, XP_018489350.1
OG0015585	jg26823	XP_018493193.1
OG0015586	jg26851	XP_018486564.1
OG0015587	jg26853	XP_018491511.1
OG0015588	jg26866	XP_018486883.1
OG0015589	jg26867	XP_018486672.1
OG0015590	jg26881	XP_018485844.1
OG0015591	jg26882	XP_018486070.1
OG0015592	jg26942	XP_018491790.1
OG0015593	jg26943	XP_018486326.1
OG0015594	jg26969	XP_018485861.1
OG0015595	jg26972	XP_018487024.1
OG0015596	jg26974	XP_018485801.1, XP_018463202.1
OG0015597	jg26996	XP_018432677.1
OG0015598	jg27002	XP_018459310.1
OG0015599	jg27024	XP_018486905.1
OG0015600	jg27029	XP_018491375.1
OG0015601	jg27045	XP_018493406.1
OG0015602	jg27091	XP_018492554.1
OG0015603	jg14029	XP_018491172.1
OG0015604	jg27123	XP_018486666.1
OG0015605	jg26739	XP_018493563.1
OG0015606	jg2175	XP_018464124.1, XP_018443447.1
OG0015607	jg2218	XP_018449723.1
OG0015608	jg2230	XP_018470145.1
OG0015609	jg2241	XP_018454632.1
OG0015610	jg2254	XP_018446294.1
OG0015611	jg2267	XP_018471346.1
OG0015612	jg2280	XP_018446833.1
OG0015613	jg2282	XP_018446147.1
OG0015614	jg2328	XP_018442230.1
OG0015615	jg2349	XP_018446081.1
OG0015616	jg2365	XP_018456190.1
OG0015619	jg2384	XP_018453042.1
OG0015620	jg6955	XP_018462338.1, XP_018454662.1
OG0015621	jg21353	XP_018484691.1
OG0015622	jg21455	XP_018483332.1, XP_018484000.1
OG0015623	jg21454	XP_018483333.1, XP_018479359.1
OG0015624	jg21427	XP_018482887.1
OG0015625	jg21405	XP_018482896.1, XP_018464975.1
OG0015626	jg27955	XP_018456586.1, XP_018456584.1
OG0015627	jg11856	XP_018450445.1
OG0015628	jg27983	XP_018434575.1
OG0015629	jg27987	XP_018492250.1
OG0015630	jg27998	XP_018454860.1
OG0015631	jg28004	XP_018434783.1
OG0015632	jg28008	XP_018453128.1
OG0015633	jg28019	XP_018488170.1
OG0015634	jg28064	XP_018455831.1
OG0015635	jg28067	XP_018434851.1
OG0015636	jg28079	XP_018454926.1
OG0015637	jg28118	XP_018441625.1
OG0015638	jg28122	XP_018440573.1
OG0015639	jg28127	XP_018465859.1, XP_018439097.1
OG0015640	jg19396	XP_018474760.1
OG0015641	jg19388	XP_018481327.1
OG0015642	jg19383	XP_018434285.1
OG0015643	jg19373	XP_018438002.1
OG0015644	jg19368	XP_018484383.1
OG0015645	jg13109	XP_018443292.1, XP_018443838.1
OG0015646	jg19353	XP_018439762.1, XP_018464387.1
OG0015647	jg19335	XP_018441935.1
OG0015648	jg19332	XP_018478244.1, XP_018434795.1
OG0015649	jg19298	XP_018438603.1
OG0015650	jg12849	XP_018446725.1
OG0015651	jg19280	XP_018476842.1
OG0015652	jg19277	XP_018484679.1
OG0015653	jg19249	XP_018478162.1
OG0015654	jg19227	XP_018440980.1
OG0015655	jg19224	XP_018440567.1
OG0015656	jg19222	XP_018476007.1
OG0015657	jg19219	XP_018437041.1
OG0015658	jg19187	XP_018434271.1
OG0015659	jg19185	XP_018472524.1
OG0015660	jg19177	XP_018434223.1
OG0015661	jg19161	XP_018472620.1
OG0015662	jg19093	XP_018441649.1
OG0015663	jg19079	XP_018433734.1
OG0015664	jg19072	XP_018464164.1, XP_018458418.1
OG0015665	jg25191	XP_018472674.1
OG0015666	jg19069	XP_018458475.1, XP_018462939.1
OG0015668	jg19056	XP_018478310.1
OG0015669	jg19048	XP_018483740.1, XP_018483738.1
OG0015670	jg19042	XP_018476318.1, XP_018476315.1
OG0015671	jg12965	XP_018436925.1
OG0015672	jg19039	XP_018441799.1
OG0015673	jg19018	XP_018441076.1, XP_018441103.1
OG0015674	jg19011	XP_018436379.1
OG0015675	jg18986	XP_018481564.1, XP_018484264.1
OG0015676	jg18982	XP_018435103.1
OG0015677	jg18981	XP_018436647.1
OG0015678	jg7176	XP_018458867.1
OG0015679	jg18973	XP_018483359.1
OG0015680	jg18947	XP_018438112.1
OG0015681	jg18939	XP_018439906.1
OG0015682	jg14096	XP_018434205.1
OG0015683	jg18924	XP_018459356.1
OG0015684	jg18922	XP_018437055.1
OG0015685	jg18883	XP_018476852.1, XP_018464776.1
OG0015686	jg18873	XP_018434850.1
OG0015687	jg18871	XP_018475700.1
OG0015688	jg18865	XP_018474585.1
OG0015689	jg18856	XP_018439641.1
OG0015690	jg18855	XP_018434918.1
OG0015691	jg18847	XP_018474061.1
OG0015692	jg18843	XP_018438376.1
OG0015693	jg18839	XP_018441744.1
OG0015694	jg18828	XP_018439281.1
OG0015695	jg7660	XP_018457019.1
OG0015696	jg7692	XP_018473144.1
OG0015697	jg7693	XP_018456085.1, XP_018456337.1
OG0015698	jg7695	XP_018476670.1
OG0015699	jg7700	XP_018454577.1
OG0015702	jg9353	XP_018480493.1
OG0015703	jg7610	XP_018469735.1
OG0015704	jg20926	XP_018480339.1
OG0015705	jg7586	XP_018454320.1, XP_018464896.1
OG0015707	jg16541	XP_018484907.1
OG0015708	jg16549	XP_018439375.1
OG0015709	jg16554	XP_018434328.1
OG0015710	jg16570	XP_018438977.1
OG0015711	jg16579	XP_018438972.1
OG0015713	jg16623	XP_018484491.1
OG0015714	jg16624	XP_018434440.1
OG0015716	jg16655	XP_018438865.1, XP_018438864.1
OG0015717	jg16671	XP_018439596.1
OG0015718	jg16684	XP_018434479.1, XP_018437076.1
OG0015719	jg16717	XP_018465087.1
OG0015720	jg16756	XP_018434405.1
OG0015721	jg16790	XP_018477660.1
OG0015722	jg16797	XP_018441945.1, XP_018437348.1
OG0015723	jg16798	XP_018480286.1
OG0015724	jg16807	XP_018480289.1
OG0015725	jg16848	XP_018477807.1
OG0015726	jg17132	XP_018437994.1, XP_018435106.1
OG0015727	jg17128	XP_018483795.1
OG0015728	jg17230	XP_018478609.1
OG0015729	jg17242	XP_018478237.1
OG0015730	jg17023	XP_018461463.1
OG0015731	jg17307	XP_018484811.1
OG0015732	jg17323	XP_018493384.1
OG0015733	jg17302	XP_018484807.1
OG0015734	jg17016	XP_018433519.1
