Orthogroup	Cardamine_amara	Brassica_rapa
OG0012004	evm.model.RL_6.2944	XP_009142492.1, XP_009118155.1
OG0012005	evm.model.RL_6.2942	XP_009118176.1
OG0012006	evm.model.RL_6.2936	XP_009151299.1
OG0012007	evm.model.RL_6.2884, evm.model.RL_6.2840	XP_033142835.1, XP_033142832.1
OG0012008	evm.model.RL_6.2846	XP_033147352.1
OG0012010	evm.model.RL_6.2803, evm.model.RL_6.2810	XP_009142427.1
OG0012011	evm.model.RL_6.2763	XP_009142680.1
OG0012012	evm.model.RL_7.224	XP_009116812.1
OG0012013	evm.model.RL_6.2739	XP_009143187.1, XP_009142384.1
OG0012014	evm.model.RL_6.2735	XP_009143181.1
OG0012015	evm.model.RL_6.2687	XP_009142344.1
OG0012016	evm.model.RL_6.2681	XP_009143144.1
OG0012017	evm.model.RL_6.2634	XP_009143093.1
OG0012018	evm.model.RL_2.987, evm.model.RL_6.2631	XP_009143088.1, XP_009142311.1
OG0012019	evm.model.RL_6.2603	XP_009143065.1
OG0012020	evm.model.RL_6.2588, evm.model.RL_6.2585	XP_009143047.1
OG0012021	evm.model.RL_6.2580	XP_009142269.1
OG0012022	evm.model.RL_4.1666	XP_009151680.1
OG0012023	evm.model.RL_6.2446	XP_009142179.1
OG0012024	evm.model.RL_6.2444	XP_009142920.1
OG0012025	evm.model.RL_6.2437	XP_009142912.1
OG0012026	evm.model.RL_6.2426	XP_009142152.1, XP_018513637.1
OG0012027	evm.model.RL_6.2404	XP_033144308.1
OG0012028	evm.model.RL_6.2403	XP_009142084.1
OG0012029	evm.model.RL_6.2382	XP_009142073.1
OG0012030	evm.model.RL_6.2336	XP_009142803.1
OG0012031	evm.model.RL_6.2316	XP_009142026.2
OG0012032	evm.model.RL_6.2303	XP_009133512.1
OG0012033	evm.model.RL_6.2294	XP_009142766.1
OG0012034	evm.model.RL_4.3214, evm.model.RL_4.3404, evm.model.RL_4.3395	XP_009130643.1
OG0012035	evm.model.RL_4.3370	XP_009122848.2
OG0012036	evm.model.RL_4.3360	XP_009130663.1, XP_033139510.1
OG0012037	evm.model.RL_4.3312	XP_009122796.1
OG0012038	evm.model.RL_4.3263.2.687c86dd	XP_009125462.1
OG0012039	evm.model.RL_4.3231	XP_009130727.1
OG0012040	evm.model.RL_4.3157	XP_033138490.1
OG0012041	evm.model.RL_4.3153	XP_009130952.1, XP_009122671.1
OG0012042	evm.model.RL_4.1701	XP_033141625.1
OG0012043	evm.model.RL_4.1703	XP_009126363.1
OG0012044	evm.model.RL_4.1609	XP_009126442.1, XP_033142551.1
OG0012045	evm.model.RL_4.1608, evm.model.RL_5.1996, evm.model.RL_5.2347, evm.model.RL_5.1995	XP_009126443.1
OG0012046	evm.model.RL_4.1616	XP_009126436.1, XP_009120820.1
OG0012047	evm.model.RL_4.1628	XP_009131782.1
OG0012048	evm.model.RL_4.1612.1.687c86d4	XP_009120817.2
OG0012049	evm.model.RL_4.1539	XP_009120717.1, XP_009126510.1
OG0012050	evm.model.RL_4.1538	XP_033138513.1
OG0012051	evm.model.RL_4.1536.1.687c86d4	XP_009120712.1, XP_009126511.1
OG0012052	evm.model.RL_4.1532	XP_033138656.1
OG0012053	evm.model.RL_4.1483	XP_009120667.1
OG0012054	evm.model.RL_4.1471	XP_009126543.1
OG0012055	evm.model.RL_4.1458, evm.model.RL_4.1489	XP_009126550.1
OG0012056	evm.model.RL_4.2265	XP_009121745.1
OG0012057	evm.model.RL_8.2109	XP_009126613.2
OG0012058	evm.model.RL_8.2078	XP_009126624.1
OG0012059	evm.model.RL_8.1982	XP_009120411.1, XP_033139706.1
OG0012060	evm.model.RL_8.1976	XP_009120406.2
OG0012061	evm.model.RL_8.1970	XP_009120398.1, XP_009132024.1
OG0012062	evm.model.RL_8.2400	XP_009130246.1
OG0012063	evm.model.RL_8.2413	XP_009112080.1
OG0012064	evm.model.RL_8.2450	XP_009150446.1
OG0012065	evm.model.RL_8.2451	XP_009150444.1
OG0012066	evm.model.RL_8.2472, evm.model.RL_8.2468, evm.model.RL_8.2465	XP_009130424.1
OG0012067	evm.model.RL_8.2494	XP_009150487.1
OG0012068	evm.model.RL_8.2521	XP_009150517.1
OG0012069	evm.model.RL_8.2556	XP_033134617.1, XP_009150804.1
OG0012070	evm.model.RL_8.2571	XP_009112164.2
OG0012071	evm.model.RL_8.2582	XP_009150574.1
OG0012072	evm.model.RL_8.2611	XP_009150606.1
OG0012073	evm.model.RL_8.2632	XP_033128180.1
OG0012074	evm.model.RL_8.2635	XP_009150637.1
OG0012075	evm.model.RL_8.2676	XP_033135179.1
OG0012076	evm.model.RL_8.2728	XP_009103438.1
OG0012077	evm.model.RL_8.2733	XP_009103444.1
OG0012078	evm.model.RL_8.2734	XP_009103445.1
OG0012079	evm.model.RL_8.2738	XP_009103452.1
OG0012080	evm.model.RL_8.2740	XP_009103456.1, XP_009129261.1
OG0012081	evm.model.RL_8.2771	XP_009103477.1
OG0012082	evm.model.RL_8.2842	XP_009130571.1
OG0012083	evm.model.RL_8.2849	XP_009112278.1
OG0012084	evm.model.RL_8.24	XP_009111516.1
OG0012085	evm.model.RL_8.97	XP_009134528.1
OG0012086	evm.model.RL_8.2882	XP_033134763.1
OG0012087	evm.model.RL_8.66	XP_009134546.1
OG0012088	evm.model.RL_5.14	XP_009119706.1
OG0012089	evm.model.RL_5.46	XP_009118805.1
OG0012090	evm.model.RL_8.153.1.687c8555	XP_009111385.1
OG0012091	evm.model.RL_8.200	XP_009128522.1
OG0012092	evm.model.RL_8.196	XP_033142121.1
OG0012093	evm.model.RL_8.193	XP_033135308.1
OG0012094	evm.model.RL_8.189	XP_009111339.1
OG0012095	evm.model.RL_8.187	XP_009111337.1
OG0012096	evm.model.RL_8.179	XP_018512846.2
OG0012097	evm.model.RL_8.177	XP_009105319.1
OG0012098	evm.model.RL_8.167	XP_033135294.1
OG0012100	evm.model.RL_8.235	XP_009111316.1
OG0012101	evm.model.RL_8.243	XP_009111310.1
OG0012102	evm.model.RL_8.248	XP_009111303.1
OG0012103	evm.model.RL_8.261	XP_009134435.1, XP_009144575.1
OG0012104	evm.model.RL_8.267	XP_009111287.1
OG0012105	evm.model.RL_8.291	XP_009134416.2
OG0012106	evm.model.RL_8.331	XP_009111244.1
OG0012107	evm.model.RL_8.347	XP_009122143.1
OG0012108	evm.model.RL_8.348	XP_009122086.1
OG0012109	evm.model.RL_8.349	XP_009122105.1
OG0012110	evm.model.RL_8.360	XP_009121963.1
OG0012111	evm.model.RL_8.364	XP_009121928.1
OG0012112	evm.model.RL_8.371	XP_009134348.1, XP_009121870.1
OG0012113	evm.model.RL_8.376	XP_009121796.1
OG0012114	evm.model.RL_8.378	XP_009121772.1
OG0012115	evm.model.RL_8.379	XP_009121761.1
OG0012116	evm.model.RL_4.448	XP_009113937.1
OG0012117	evm.model.RL_4.466	XP_009101740.1
OG0012118	evm.model.RL_4.471.2.687c86ce	XP_009113956.1
OG0012119	evm.model.RL_4.473	XP_009101746.1
OG0012120	evm.model.RL_4.508.1.687c86cf	XP_009101769.1
OG0012121	evm.model.RL_4.531	XP_009123898.1
OG0012122	evm.model.RL_6.1426	XP_009141310.1, XP_009143864.1
OG0012123	evm.model.RL_6.1366	XP_009132882.1
OG0012124	evm.model.RL_6.1325	XP_009143971.1
OG0012125	evm.model.RL_5.365, evm.model.RL_6.1350	XP_009132859.1
OG0012126	evm.model.RL_6.1304	XP_009144010.1
OG0012127	evm.model.RL_6.1276	XP_009144052.1
OG0012128	evm.model.RL_6.1262	XP_033144332.1, XP_009144055.1
OG0012129	evm.model.RL_6.1249	XP_009132796.2
OG0012130	evm.model.RL_6.1228	XP_009141174.1, XP_009144227.1
OG0012131	evm.model.RL_6.1220	XP_009141144.1
OG0012132	evm.model.RL_6.1179	XP_009143638.1
OG0012133	evm.model.RL_6.1140	XP_009144297.2
OG0012134	evm.model.RL_6.1102	XP_009141036.1
OG0012135	evm.model.RL_6.1097	XP_009144334.1
OG0012136	evm.model.RL_6.1084	XP_009141026.1, XP_009133837.2
OG0012137	evm.model.RL_6.1083	XP_009144345.1
OG0012138	evm.model.RL_6.1052	XP_009144369.1
OG0012139	evm.model.RL_6.1026	XP_009144394.1
OG0012140	evm.model.RL_6.1024	XP_009130482.1
OG0012141	evm.model.RL_6.1015	XP_009124395.2
OG0012142	evm.model.RL_6.1063	XP_009144359.2
OG0012143	evm.model.RL_6.985	XP_009140943.1
OG0012144	evm.model.RL_6.957	XP_009140908.1
OG0012145	evm.model.RL_6.947	XP_009103688.1
OG0012146	evm.model.RL_6.939	XP_009140898.1
OG0012147	evm.model.RL_6.938	XP_009140897.1
OG0012149	evm.model.RL_6.882	XP_009103627.1
OG0012150	evm.model.RL_6.875	XP_009140820.2
OG0012151	evm.model.RL_6.859	XP_033130654.1
OG0012152	evm.model.RL_6.854, evm.model.RL_6.852, evm.model.RL_6.855	XP_033145822.1, XP_033138862.1
OG0012153	evm.model.RL_7.946	XP_009116119.1
OG0012155	evm.model.RL_6.832	XP_009103599.1
OG0012156	evm.model.RL_6.756, evm.model.RL_6.753	XP_009103566.1
OG0012157	evm.model.RL_6.591, evm.model.RL_6.588	XP_009114863.1
OG0012158	evm.model.RL_6.566	XP_009117006.1
OG0012159	evm.model.RL_6.560	XP_009103034.1
OG0012160	evm.model.RL_6.553	XP_009117016.1
OG0012161	evm.model.RL_6.521	XP_009140721.1
OG0012162	evm.model.RL_6.492	XP_009117039.1
OG0012163	evm.model.RL_6.499	XP_009140699.1
OG0012164	evm.model.RL_2.2221	XP_009143045.1
OG0012165	evm.model.RL_1.84	XP_009147424.1
OG0012166	evm.model.RL_1.69	XP_033141055.1
OG0012167	evm.model.RL_1.38	XP_033141418.1
OG0012168	evm.model.RL_1.8	XP_009130613.1, XP_009125386.1
OG0012169	evm.model.RL_1.1	XP_009131184.1
OG0012170	evm.model.RL_2.2712	XP_009138058.1
OG0012171	evm.model.RL_2.2167, evm.model.RL_2.2642	XP_009142404.1
OG0012172	evm.model.RL_1.105	XP_009147403.1
OG0012173	evm.model.RL_1.109	XP_009147401.1
OG0012174	evm.model.RL_1.190, evm.model.RL_1.189, evm.model.RL_1.188	XP_009147328.2
OG0012175	evm.model.RL_1.235	XP_009119091.1
OG0012176	evm.model.RL_1.276	XP_009134734.1
OG0012177	evm.model.RL_1.284	XP_009102062.1
OG0012178	evm.model.RL_1.290	XP_009102068.1
OG0012179	evm.model.RL_1.291	XP_009102069.1
OG0012180	evm.model.RL_1.323	XP_009130412.1
OG0012181	evm.model.RL_1.331	XP_009125007.1
OG0012182	evm.model.RL_1.336	XP_009134754.1
OG0012183	evm.model.RL_1.363	XP_009135970.3, XP_009123985.1
OG0012184	evm.model.RL_1.370	XP_009124993.1
OG0012185	evm.model.RL_1.383	XP_009134780.1
OG0012186	evm.model.RL_1.389	XP_009134785.1
OG0012187	evm.model.RL_2.2309	XP_033144028.1
OG0012188	evm.model.RL_1.439	XP_009124067.1, XP_009147267.1
OG0012189	evm.model.RL_1.461	XP_009147246.1
OG0012190	evm.model.RL_1.486	XP_009147218.1
OG0012191	evm.model.RL_7.194	XP_009104344.1
OG0012195	evm.model.RL_4.2901	XP_009130941.1, XP_018510921.1
OG0012196	evm.model.RL_1.624	XP_009147127.1
OG0012197	evm.model.RL_1.630.2.687c87eb	XP_009134935.1
OG0012198	evm.model.RL_1.634.2.687c87eb	XP_009124609.1
OG0012199	evm.model.RL_2.601	XP_009124260.1
OG0012200	evm.model.RL_1.660	XP_009147102.1
OG0012201	evm.model.RL_1.664	XP_009147096.1
OG0012202	evm.model.RL_1.786.1.687c87eb	XP_009146979.1
OG0012203	evm.model.RL_6.2164	XP_009141892.2
OG0012204	evm.model.RL_6.2163	XP_009143216.1
OG0012205	evm.model.RL_6.2155	XP_009141887.1
OG0012206	evm.model.RL_6.2138	XP_009143237.1
OG0012207	evm.model.RL_6.2115	XP_009133402.1
OG0012208	evm.model.RL_6.2093	XP_009141840.1
OG0012209	evm.model.RL_6.2039	XP_009133350.2
OG0012210	evm.model.RL_6.2020	NP_001288941.1
OG0012211	evm.model.RL_6.2016	NP_001288933.1
OG0012212	evm.model.RL_6.1693	XP_009141548.1
OG0012213	evm.model.RL_6.1728	XP_009143595.1
OG0012214	evm.model.RL_4.801, evm.model.RL_4.803, evm.model.RL_4.800, evm.model.RL_4.799, evm.model.RL_4.798	XP_033134705.1
OG0012215	evm.model.RL_6.1756	XP_009143570.1
OG0012216	evm.model.RL_6.1766	XP_009141605.1
OG0012217	evm.model.RL_6.1775	XP_009143553.1
OG0012218	evm.model.RL_6.1780	XP_009143548.1
OG0012219	evm.model.RL_6.1801	XP_009143534.1
OG0012220	evm.model.RL_6.1894	XP_009133216.1
OG0012221	evm.model.RL_6.1903	XP_033148765.1
OG0012222	evm.model.RL_6.1948	XP_009143392.1
OG0012223	evm.model.RL_8.2179	XP_009136434.2
OG0012224	evm.model.RL_7.1160	XP_009115935.2
OG0012225	evm.model.RL_5.1372	XP_009148906.1
OG0012226	evm.model.RL_5.1411	XP_009117824.1
OG0012227	evm.model.RL_5.1413	XP_009148953.1, XP_033132705.1
OG0012228	evm.model.RL_5.1417	XP_009148956.2
OG0012229	evm.model.RL_5.1421	XP_009117813.1
OG0012231	evm.model.RL_5.1495	XP_009117764.1, XP_018515313.1
OG0012232	evm.model.RL_5.1513	XP_009149110.2
OG0012233	evm.model.RL_5.1516	XP_009110444.1
OG0012234	evm.model.RL_5.1519	XP_009110441.1
OG0012235	evm.model.RL_5.1529	XP_009149123.1
OG0012236	evm.model.RL_5.1539	XP_009149134.1
OG0012237	evm.model.RL_5.1617	XP_009149238.2
OG0012238	evm.model.RL_5.1642	XP_009117624.1
OG0012239	evm.model.RL_5.1673	XP_009149285.1
OG0012240	evm.model.RL_5.1674	XP_009149286.1
OG0012241	evm.model.RL_5.1736	XP_009110304.1
OG0012242	evm.model.RL_5.1744	XP_018510540.1
OG0012243	evm.model.RL_5.1755	XP_009149391.1
OG0012244	evm.model.RL_5.1787	XP_009149441.1
OG0012245	evm.model.RL_5.1800	XP_009149452.1
OG0012246	evm.model.RL_5.3691	XP_009103343.1
OG0012247	evm.model.RL_5.3680	XP_009103338.1
OG0012248	evm.model.RL_5.3662	XP_009149564.1
OG0012249	evm.model.RL_5.3614	XP_009149656.1
OG0012250	evm.model.RL_5.3568	XP_009103277.1
OG0012251	evm.model.RL_3.2182	XP_009106423.1
OG0012252	evm.model.RL_5.3558	XP_009110157.1, XP_009145383.1
OG0012253	evm.model.RL_5.3547	XP_009145371.1, XP_009103259.1
OG0012254	evm.model.RL_5.3545	XP_009103254.1, XP_009145368.1
OG0012255	evm.model.RL_5.3539	XP_009103250.1
OG0012256	evm.model.RL_5.3469	XP_009115577.1
OG0012257	evm.model.RL_5.3467	XP_009115571.1
OG0012258	evm.model.RL_5.3433	XP_009115541.2, XP_009115542.2
OG0012259	evm.model.RL_5.3426	XP_009115531.1
OG0012260	evm.model.RL_5.3403	XP_009115505.1
OG0012261	evm.model.RL_5.3389	XP_009115488.1
OG0012262	evm.model.RL_5.3386	XP_009103150.2, XP_009103140.1
OG0012263	evm.model.RL_5.3314	XP_009110033.1
OG0012264	evm.model.RL_5.3290	XP_009110018.1, XP_009115376.1
OG0012265	evm.model.RL_5.3279	XP_009103092.1
OG0012266	evm.model.RL_5.3269	XP_009115354.2
OG0012267	evm.model.RL_5.3264	XP_009103087.1
OG0012268	evm.model.RL_5.3255	XP_009110010.1
OG0012269	evm.model.RL_5.3250	XP_009109898.1
OG0012270	evm.model.RL_5.3216	XP_009109872.1
OG0012271	evm.model.RL_5.3197	XP_009113825.2
OG0012272	evm.model.RL_5.937	XP_009118206.2, XP_009148414.2
OG0012273	evm.model.RL_5.783	XP_009110841.1
OG0012274	evm.model.RL_7.1860	XP_009149744.1
OG0012275	evm.model.RL_2.1953	XP_009138030.1
OG0012276	evm.model.RL_2.1979	XP_009138315.1
OG0012277	evm.model.RL_2.1984	XP_033144732.1, XP_009138433.1
OG0012278	evm.model.RL_7.2012	XP_009149963.1
OG0012279	evm.model.RL_2.1990	XP_009137470.1, XP_009138492.1
OG0012280	evm.model.RL_2.2008	XP_009138673.1, XP_009137483.1
OG0012281	evm.model.RL_2.2074	XP_009139345.3, XP_009137540.1
OG0012282	evm.model.RL_2.2055	XP_009139210.2, XP_009137526.2
OG0012283	evm.model.RL_6.447, evm.model.RL_6.448, evm.model.RL_6.452	XP_033136662.1
OG0012284	evm.model.RL_8.1438	XP_009132476.1
OG0012286	evm.model.RL_6.445	XP_009133956.1
OG0012287	evm.model.RL_7.1647, evm.model.RL_7.1646	XP_009149921.1
OG0012288	evm.model.RL_6.331	XP_009140546.1
OG0012289	evm.model.RL_6.290	XP_009106572.1, XP_009140515.1
OG0012290	evm.model.RL_6.283	XP_009117261.1
OG0012291	evm.model.RL_6.280	XP_009140508.1
OG0012292	evm.model.RL_6.262	NP_001289001.1
OG0012293	evm.model.RL_4.1684	XP_009131745.1
OG0012294	evm.model.RL_6.195	XP_009140399.1
OG0012295	evm.model.RL_6.135	XP_033145420.1, XP_033135411.1
OG0012296	evm.model.RL_6.132	XP_009112533.1, XP_009140343.1
OG0012297	evm.model.RL_6.116	XP_033135412.1, XP_033145422.1
OG0012298	evm.model.RL_6.114	XP_033145383.1
OG0012299	evm.model.RL_6.113	XP_009117351.1
OG0012300	evm.model.RL_6.70	XP_009117678.2
OG0012301	evm.model.RL_6.43	XP_009117412.1
OG0012303	evm.model.RL_6.37	XP_009140267.1
OG0012304	evm.model.RL_4.276	XP_009101584.1
OG0012305	evm.model.RL_6.19	XP_009117440.1
OG0012306	evm.model.RL_6.16	XP_009140248.1
OG0012307	evm.model.RL_6.12	XP_009117445.1
OG0012308	evm.model.RL_6.9	XP_009134013.1, XP_033135822.1
OG0012309	evm.model.RL_6.2898	XP_009107386.1
OG0012310	evm.model.RL_5.1360.1.687c88b3, evm.model.RL_6.343	XP_009117849.1
OG0012311	evm.model.RL_5.1270	XP_009148713.1
OG0012312	evm.model.RL_5.1263	XP_009117927.1
OG0012313	evm.model.RL_5.1258	XP_009117928.1
OG0012314	evm.model.RL_5.1213	XP_009123955.1
OG0012315	evm.model.RL_5.1184	XP_033133787.1
OG0012316	evm.model.RL_5.1151	XP_009118043.2
OG0012318	evm.model.RL_5.1137.1.687c88b2	XP_009148565.1
OG0012319	evm.model.RL_5.1087	XP_009148608.1
OG0012321	evm.model.RL_5.1076	XP_009110676.1
OG0012322	evm.model.RL_5.1063.3.687c88b1	XP_009110685.1
OG0012324	evm.model.RL_5.1012	XP_009148483.3
OG0012325	evm.model.RL_5.1048	XP_009118172.1
OG0012326	evm.model.RL_5.967	XP_009118229.1
OG0012327	evm.model.RL_8.2268, evm.model.RL_5.957	XP_009148435.1
OG0012328	evm.model.RL_5.953	XP_018515020.1
OG0012329	evm.model.RL_5.936	XP_009118205.1
OG0012330	evm.model.RL_5.916	XP_009148383.1
OG0012331	evm.model.RL_5.899	XP_009148364.1
OG0012332	evm.model.RL_5.840	XP_009148283.1
OG0012333	evm.model.RL_5.855	XP_009118291.1
OG0012334	evm.model.RL_5.833	XP_009110804.1
OG0012335	evm.model.RL_5.830	XP_009148273.1
OG0012336	evm.model.RL_5.790	XP_009110838.1
OG0012337	evm.model.RL_5.780	XP_033133458.1
OG0012338	evm.model.RL_2.2302	XP_018513704.1
OG0012339	evm.model.RL_7.767	XP_009116287.1
OG0012340	evm.model.RL_5.757	XP_009118333.1
OG0012341	evm.model.RL_5.744	XP_033135421.1
OG0012342	evm.model.RL_5.716	XP_009148110.2
OG0012343	evm.model.RL_5.731	XP_009148122.1
OG0012344	evm.model.RL_5.710	XP_009148104.2
OG0012345	evm.model.RL_5.733	XP_009148127.1
OG0012346	evm.model.RL_5.697	XP_009148098.1
OG0012347	evm.model.RL_5.690	XP_009148086.1
OG0012348	evm.model.RL_5.643	XP_009148043.1
OG0012349	evm.model.RL_8.1804	XP_009132136.1
OG0012350	evm.model.RL_7.140, evm.model.RL_3.558	XP_009104377.1
OG0012351	evm.model.RL_6.463	XP_009140680.1
OG0012352	evm.model.RL_5.599	XP_009110944.1
OG0012353	evm.model.RL_5.574	XP_009118978.1
OG0012354	evm.model.RL_5.543	XP_009119016.1
OG0012355	evm.model.RL_6.1193	XP_009141125.1
OG0012356	evm.model.RL_6.479	XP_009140691.2
OG0012357	evm.model.RL_4.2767	XP_009119158.1
OG0012358	evm.model.RL_5.344	XP_009119234.1
OG0012359	evm.model.RL_5.320	XP_009119266.1, XP_009118624.1
OG0012360	evm.model.RL_5.318	XP_009111092.1
OG0012361	evm.model.RL_5.294	XP_009119302.1
OG0012362	evm.model.RL_5.272	XP_009111121.1
OG0012363	evm.model.RL_5.229	XP_009119368.2, XP_009118694.1
OG0012364	evm.model.RL_5.231	XP_009119367.1
OG0012365	evm.model.RL_5.243	XP_009118685.1
OG0012366	evm.model.RL_5.172, evm.model.RL_5.171	XP_033138291.1
OG0012367	evm.model.RL_5.152	XP_033133631.1
OG0012368	evm.model.RL_5.144	XP_009119605.2
OG0012369	evm.model.RL_5.112	XP_009111191.1, XP_009119622.1
OG0012370	evm.model.RL_5.24, evm.model.RL_5.77	XP_009118786.2
OG0012371	evm.model.RL_5.48	XP_009119682.1
OG0012372	evm.model.RL_5.42	XP_033138040.1
OG0012373	evm.model.RL_5.18	XP_009119701.1
OG0012374	evm.model.RL_5.20	XP_009119698.1
OG0012375	evm.model.RL_5.21	XP_009111209.1
OG0012377	evm.model.RL_8.2898	XP_033134753.1
OG0012378	evm.model.RL_8.2920	XP_033134764.1
OG0012379	evm.model.RL_4.2236	XP_009121717.2, XP_009125950.1
OG0012380	evm.model.RL_4.2168	XP_033137821.1
OG0012381	evm.model.RL_4.2190	XP_009131399.1
OG0012382	evm.model.RL_1.79	XP_009125024.1
OG0012383	evm.model.RL_4.2127	XP_009126027.1
OG0012384	evm.model.RL_4.2121	XP_009126029.1, XP_009121614.1
OG0012385	evm.model.RL_2.1284	XP_033137571.1
OG0012387	evm.model.RL_4.2095	XP_009121578.1
OG0012388	evm.model.RL_4.2066	XP_009121551.1
OG0012389	evm.model.RL_4.2058	XP_009121544.1
OG0012390	evm.model.RL_4.2050	XP_009121536.1, XP_009131509.1
OG0012391	evm.model.RL_4.2049	XP_009121537.2, XP_033138657.1
OG0012392	evm.model.RL_4.2034	XP_009121519.1
OG0012393	evm.model.RL_4.2024	XP_009126096.1
OG0012394	evm.model.RL_4.2011	XP_009126106.1
OG0012395	evm.model.RL_4.1986	XP_009131546.1
OG0012396	evm.model.RL_4.1979.2.687c86d6	XP_009121471.1
OG0012397	evm.model.RL_4.1968	XP_009121457.1
OG0012398	evm.model.RL_4.1881	XP_009126197.1, XP_009107532.1
OG0012399	evm.model.RL_4.1800	XP_009120964.2
OG0012400	evm.model.RL_4.1799	XP_033137444.1, XP_009126260.1
OG0012401	evm.model.RL_4.1794	XP_009120961.1
OG0012402	evm.model.RL_4.1783	XP_009120949.1
OG0012403	evm.model.RL_4.1730	XP_009126308.1
OG0012404	evm.model.RL_4.1729	XP_009126310.1, XP_009120906.2
OG0012405	evm.model.RL_4.1944	XP_009126152.1
OG0012406	evm.model.RL_4.1060	XP_009129877.1
OG0012407	evm.model.RL_4.1056	XP_009129874.2
OG0012408	evm.model.RL_4.1052	XP_009111749.1
OG0012409	evm.model.RL_4.1020	XP_009151218.2
OG0012410	evm.model.RL_3.1364	XP_009105640.1
OG0012411	evm.model.RL_4.919	XP_033140535.1, XP_009111874.2
OG0012412	evm.model.RL_4.889	XP_009129759.1
OG0012413	evm.model.RL_4.865	XP_009129750.1
OG0012414	evm.model.RL_4.847	XP_009151675.1
OG0012416	evm.model.RL_4.2851	XP_009122394.1
OG0012417	evm.model.RL_4.2855.1.687c86db	XP_009122310.1
OG0012419	evm.model.RL_7.516, evm.model.RL_4.2885.1.687c86dc	XP_033137763.1
OG0012420	evm.model.RL_4.2886	XP_009122270.1
OG0012421	evm.model.RL_4.759	XP_009151605.1
OG0012422	evm.model.RL_4.2278.2.687c86d8	XP_018512208.1, XP_009131341.1
OG0012423	evm.model.RL_4.2902	XP_009122248.2
OG0012424	evm.model.RL_4.2905	XP_009130938.1
OG0012425	evm.model.RL_4.2918	XP_009122227.1
OG0012426	evm.model.RL_4.2994	XP_033137768.1
OG0012428	evm.model.RL_4.3057	XP_009130839.1
OG0012429	evm.model.RL_4.3059	XP_009122568.1
OG0012430	evm.model.RL_4.3083	XP_009122591.1
OG0012431	evm.model.RL_4.1161	XP_009151110.1
OG0012432	evm.model.RL_4.1211	XP_009151047.1
OG0012433	evm.model.RL_4.1310	XP_009150946.1
OG0012434	evm.model.RL_4.1322	XP_009150943.1
OG0012435	evm.model.RL_4.1332	XP_009150930.1
OG0012436	evm.model.RL_4.1367	XP_009150888.1
OG0012437	evm.model.RL_4.1386	XP_009150871.1
OG0012438	evm.model.RL_4.1401	XP_009136377.1
OG0012439	evm.model.RL_4.1402	XP_009130121.1
OG0012440	evm.model.RL_4.1403	XP_009130122.1
OG0012441	evm.model.RL_8.2149	XP_009136400.2
OG0012442	evm.model.RL_8.2176	XP_009136429.1
OG0012443	evm.model.RL_8.2223	XP_009137070.1
OG0012444	evm.model.RL_8.2265	XP_009151308.1
OG0012445	evm.model.RL_8.2323	XP_009151373.2
OG0012446	evm.model.RL_8.2325	XP_009151375.1
OG0012447	evm.model.RL_8.2331	XP_009112028.1
OG0012448	evm.model.RL_8.2366	XP_009151416.1
OG0012449	evm.model.RL_8.1954	XP_009120389.1
OG0012450	evm.model.RL_8.1949, evm.model.RL_8.1946	XP_009120384.1
OG0012451	evm.model.RL_8.1905	XP_009126767.1
OG0012452	evm.model.RL_8.1900	XP_009132071.1
OG0012453	evm.model.RL_7.1307, evm.model.RL_7.1309	XP_009115752.2
OG0012454	evm.model.RL_7.1317	XP_009148081.1
OG0012455	evm.model.RL_7.1321	XP_033137096.1, XP_009136552.1
OG0012456	evm.model.RL_7.1390, evm.model.RL_7.1353, evm.model.RL_6.519, evm.model.RL_7.1312	XP_009101784.1
OG0012457	evm.model.RL_7.1356	XP_009101755.1, XP_033137088.1
OG0012458	evm.model.RL_7.1387	XP_018510600.1, XP_009101633.1
OG0012459	evm.model.RL_7.1447	XP_009152135.1
OG0012460	evm.model.RL_7.1459	XP_009149743.1
OG0012461	evm.model.RL_7.1489	XP_009149778.1
