Orthogroup	Cardamine_amara	Arabidopsis_lyrata_Rawat
OG0017805	evm.model.RL_8.1376	AL8G27310
OG0017806	evm.model.RL_2.1434	AL7G35500
OG0017808	evm.model.RL_8.1476	AL8G28950
OG0017809	evm.model.RL_8.1793	AL8G33090
OG0017810	evm.model.RL_8.1844	AL8G33720
OG0017811	evm.model.RL_4.2298	AL6G23890
OG0017812	evm.model.RL_4.2319	AL6G23630
OG0017814	evm.model.RL_4.2553	AL6G20750
OG0017815	evm.model.RL_4.2583	AL6G20420
OG0017816	evm.model.RL_4.2651	nbis-gene-1494
OG0017817	evm.model.RL_4.2691	nbis-gene-1490
OG0017818	evm.model.RL_4.2696	AL6G18930
OG0017820	evm.model.RL_4.2748	AL6G18380
OG0017821	evm.model.RL_4.2796	AL6G17800
OG0017823	evm.model.RL_2.1317	AL7G36930
OG0017824	evm.model.RL_2.1343	AL7G36610
OG0017825	evm.model.RL_1.2233	AL3G37990
OG0017826	evm.model.RL_2.1444	AL7G35380
OG0017827	evm.model.RL_2.1497	AL7G34670
OG0017828	evm.model.RL_2.1638	AL7G32800
OG0017829	evm.model.RL_2.1762	AL7G31010
OG0017830	evm.model.RL_6.1562	AL731U10010, AL4G30690
OG0017832	evm.model.RL_5.2621	AL1G47830
OG0017833	evm.model.RL_5.2515, evm.model.RL_5.2516	AL1G49860
OG0017834	evm.model.RL_5.2481	AL1G49940
OG0017835	evm.model.RL_5.2430	AL1G51060
OG0017836	evm.model.RL_5.2424	AL1G51200
OG0017837	evm.model.RL_5.2332	AL1G52300
OG0017838	evm.model.RL_5.2356	AL1G52080
OG0017839	evm.model.RL_5.2365	AL1G51770
OG0017840	evm.model.RL_5.3036	AL1G42310
OG0017842	evm.model.RL_5.2933	AL1G43910
OG0017843	evm.model.RL_5.2882	AL1G44550
OG0017844	evm.model.RL_5.2875	AL1G44610
OG0017845	evm.model.RL_2.3074	AL7G15650
OG0017847	evm.model.RL_2.3232	AL7G13750
OG0017848	evm.model.RL_2.3242	AL7G13650
OG0017849	evm.model.RL_2.3255	nbis-gene-1704
OG0017850	evm.model.RL_2.3264	AL7G13310
OG0017851	evm.model.RL_2.3289	AL7G12900
OG0017852	evm.model.RL_2.3312	AL7G12630
OG0017853	evm.model.RL_2.3343	AL7G12220, nbis-gene-1697
OG0017854	evm.model.RL_2.3385	AL7G11570
OG0017855	evm.model.RL_2.471	AL7G46310
OG0017856	evm.model.RL_2.454	AL7G46490
OG0017857	evm.model.RL_2.376	AL7G52130
OG0017858	evm.model.RL_2.272	AL7G50720
OG0017859	evm.model.RL_6.1583	AL4G30970
OG0017860	evm.model.RL_6.1604	AL4G31210
OG0017861	evm.model.RL_8.852	AL6G42810
OG0017862	evm.model.RL_8.873	AL6G42650
OG0017863	evm.model.RL_6.1527	AL4G30350
OG0017864	evm.model.RL_6.1455	AL4G29350
OG0017865	evm.model.RL_4.654	AL8G18550
OG0017866	evm.model.RL_4.677	AL8G18910
OG0017867	evm.model.RL_4.680	AL8G19060
OG0017868	evm.model.RL_8.801	AL6G43720
OG0017869	evm.model.RL_8.760	AL6G44080
OG0017870	evm.model.RL_8.759	AL6G44090
OG0017871	evm.model.RL_8.713	AL6G44730
OG0017872	evm.model.RL_8.695	AL6G45000
OG0017873	evm.model.RL_3.851, evm.model.RL_8.691	AL6G45040
OG0017874	evm.model.RL_8.644	AL6G45750
OG0017875	evm.model.RL_8.583	AL6G46720
OG0017876	evm.model.RL_8.524	AL6G47500
OG0017877	evm.model.RL_4.337	AL8G14090
OG0017878	evm.model.RL_4.281	AL8G13130
OG0017879	evm.model.RL_4.247	AL8G12770
OG0017880	evm.model.RL_4.191.2.687c86cd	AL8G12080
OG0017881	evm.model.RL_4.163	AL8G11730
OG0017882	evm.model.RL_4.139	AL8G11630
OG0017883	evm.model.RL_4.103	AL8G11350
OG0017884	evm.model.RL_2.620	AL7G44400
OG0017885	evm.model.RL_4.6.5.687c86cc	AL8G11100
OG0017886	evm.model.RL_5.3177	AL1G40510
OG0017887	evm.model.RL_2.638	AL7G44030
OG0017888	evm.model.RL_2.590	AL7G44720
OG0017889	evm.model.RL_2.755	AL9U12140
OG0017890	evm.model.RL_2.790	AL9U11560
OG0017891	evm.model.RL_2.795	AL9U11380
OG0017892	evm.model.RL_2.805	AL9U11220
OG0017894	evm.model.RL_2.861	AL7G42990
OG0017896	evm.model.RL_2.909	AL7G42380
OG0017897	evm.model.RL_2.910	AL7G42350
OG0017898	evm.model.RL_2.942	AL7G42040
OG0017899	evm.model.RL_2.949	AL7G41960
OG0017900	evm.model.RL_2.970	AL7G41620
OG0017901	evm.model.RL_2.1087	nbis-gene-1851
OG0017902	evm.model.RL_7.528	AL5G40040
OG0017903	evm.model.RL_2.38	AL7G49320
OG0017904	evm.model.RL_2.101.2.687c86df	AL7G48480
OG0017905	evm.model.RL_6.2861	AL4G46660
OG0017906	evm.model.RL_6.2831	AL4G46350
OG0017907	evm.model.RL_6.2799	AL4G45970
OG0017908	evm.model.RL_6.2680	AL4G44620
OG0017909	evm.model.RL_6.2666	AL4G44490
OG0017911	evm.model.RL_6.2548	AL4G43190
OG0017912	evm.model.RL_6.2436	AL4G41750
OG0017913	evm.model.RL_6.2423	AL4G41620
OG0017914	evm.model.RL_6.2418	AL4G41560
OG0017915	evm.model.RL_6.2406	AL4G41410
OG0017916	evm.model.RL_6.2329	AL4G40420
OG0017917	evm.model.RL_6.2345	AL4G40600
OG0017918	evm.model.RL_4.3406	AL6G10360
OG0017920	evm.model.RL_4.3403	AL6G10390
OG0017921	evm.model.RL_4.3390	AL6G10530
OG0017922	evm.model.RL_4.3351	AL6G11000
OG0017923	evm.model.RL_7.323	AL5G42650
OG0017925	evm.model.RL_4.1680	AL6G31180
OG0017926	evm.model.RL_4.1582	AL6G32270
OG0017927	evm.model.RL_8.2084	AL8G36680
OG0017928	evm.model.RL_8.2040	AL8G36100
OG0017930	evm.model.RL_8.2530	AL8G41850
OG0017931	evm.model.RL_8.2555.2.687c8562	AL8G42160
OG0017932	evm.model.RL_8.2808	AL8G45030
OG0017933	evm.model.RL_8.2817	AL8G45170
OG0017934	evm.model.RL_8.2830	AL8G45300
OG0017935	evm.model.RL_8.2851	AL8G45490
OG0017936	evm.model.RL_8.14	AL6G53480
OG0017937	evm.model.RL_8.15	AL6G53470
OG0017938	evm.model.RL_4.77, evm.model.RL_8.31	AL6G53300
OG0017940	evm.model.RL_8.112	AL6G52180
OG0017941	evm.model.RL_8.119	AL6G52230
OG0017942	evm.model.RL_8.230	AL6G52000
OG0017943	evm.model.RL_8.263	AL6G50710
OG0017945	evm.model.RL_6.1266	AL4G27090
OG0017946	evm.model.RL_6.1087	AL4G24710
OG0017947	evm.model.RL_6.1073	AL4G24470
OG0017948	evm.model.RL_5.637	AL1G18140
OG0017949	evm.model.RL_6.782	AL4G20840
OG0017950	evm.model.RL_5.3702	AL1G60550
OG0017952	evm.model.RL_6.495	AL4G17470
OG0017953	evm.model.RL_1.70	AL3G10680
OG0017954	evm.model.RL_1.60	AL3G10600
OG0017955	evm.model.RL_1.567	AL3G17280
OG0017956	evm.model.RL_1.44	AL3G10420
OG0017957	evm.model.RL_1.20	AL3G10100
OG0017958	evm.model.RL_1.17	AL3G10060
OG0017959	evm.model.RL_1.6	AL6G10030
OG0017960	evm.model.RL_1.765	AL3G19530
OG0017961	evm.model.RL_4.3432	AL6G10090
OG0017962	evm.model.RL_4.3422	AL6G10180
OG0017964	evm.model.RL_2.2206	nbis-gene-1773
OG0017965	evm.model.RL_2.2196	AL7G26060
OG0017966	evm.model.RL_1.207	AL3G12280
OG0017967	evm.model.RL_1.253	AL3G12940
OG0017968	evm.model.RL_1.266	AL3G13150
OG0017969	evm.model.RL_1.270	AL3G13220
OG0017970	evm.model.RL_1.277	AL3G13340
OG0017971	evm.model.RL_1.280	nbis-gene-1602, AL3G13360
OG0017972	evm.model.RL_1.366	AL3G14550
OG0017973	evm.model.RL_1.373	AL3G14630
OG0017974	evm.model.RL_1.392	AL3G14880
OG0017975	evm.model.RL_4.784	AL8G21050
OG0017976	evm.model.RL_1.458	AL3G15840
OG0017977	evm.model.RL_1.457	nbis-gene-664
OG0017978	evm.model.RL_1.488	AL3G16260
OG0017979	evm.model.RL_1.506	AL3G16480
OG0017980	evm.model.RL_1.570	AL3G17300
OG0017981	evm.model.RL_1.696	AL3G18850
OG0017982	evm.model.RL_1.709	AL3G18980
OG0017983	evm.model.RL_1.743	AL3G19270
OG0017984	evm.model.RL_1.788	nbis-gene-678
OG0017985	evm.model.RL_1.789	nbis-gene-680
OG0017986	evm.model.RL_6.2047	AL4G36710
OG0017987	evm.model.RL_6.1722	AL4G32400
OG0017988	evm.model.RL_6.1727	nbis-gene-1084
OG0017989	evm.model.RL_6.1730	AL4G32500
OG0017990	evm.model.RL_6.1851	AL4G33690
OG0017991	evm.model.RL_6.1915	AL4G35100
OG0017994	evm.model.RL_5.1408	AL1G27630
OG0017996	evm.model.RL_5.1536	AL1G29090
OG0017997	evm.model.RL_5.1601	AL1G29980
OG0017998	evm.model.RL_5.1658	AL1G30710
OG0017999	evm.model.RL_5.1690	AL1G31000
OG0018000	evm.model.RL_5.1738	AL1G31600
OG0018001	evm.model.RL_5.1848.1.687c88b7	AL1G33000
OG0018002	evm.model.RL_5.1853	AL1G33070
OG0018003	evm.model.RL_5.1854	AL1G33080
OG0018004	evm.model.RL_5.3700	AL1G33130
OG0018006	evm.model.RL_5.3518	AL1G35990
OG0018007	evm.model.RL_4.766	AL8G20620
OG0018008	evm.model.RL_5.3484	AL1G36370
OG0018009	evm.model.RL_5.3445	AL1G36870
OG0018010	evm.model.RL_5.3405	AL1G37460
OG0018011	evm.model.RL_5.3346	AL1G38450
OG0018012	evm.model.RL_5.3283	AL1G39240
OG0018013	evm.model.RL_5.3222	AL1G39970
OG0018014	evm.model.RL_5.3168	AL1G40630
OG0018015	evm.model.RL_2.1957	AL7G28760
OG0018017	evm.model.RL_2.2052	AL7G27740
OG0018018	evm.model.RL_6.403	AL4G16190
OG0018019	evm.model.RL_6.400	AL4G16100
OG0018020	evm.model.RL_6.379	AL4G15780
OG0018021	evm.model.RL_6.321	AL4G14680
OG0018022	evm.model.RL_6.299	AL4G14260
OG0018023	evm.model.RL_6.281	AL4G13990
OG0018024	evm.model.RL_6.251	AL4G13610
OG0018025	evm.model.RL_6.242	AL4G13520
OG0018026	evm.model.RL_6.226	AL4G13190
OG0018027	evm.model.RL_6.173	AL4G12220
OG0018028	evm.model.RL_6.138	AL4G11870
OG0018030	evm.model.RL_5.1178	AL1G24950
OG0018031	evm.model.RL_5.992	AL1G22370
OG0018032	evm.model.RL_5.924	AL1G21450
OG0018033	evm.model.RL_5.821	AL1G20170
OG0018034	evm.model.RL_5.755	AL1G19370
OG0018035	evm.model.RL_5.626	AL1G17960
OG0018037	evm.model.RL_5.470	AL1G16080
OG0018039	evm.model.RL_5.421	AL1G15490
OG0018040	evm.model.RL_5.408	AL1G15300
OG0018041	evm.model.RL_5.345	AL1G14640
OG0018042	evm.model.RL_5.335	AL1G14560
OG0018043	evm.model.RL_5.268	AL1G13730
OG0018044	evm.model.RL_5.266	AL1G13710
OG0018045	evm.model.RL_5.211	AL1G13050
OG0018046	evm.model.RL_5.133	AL1G12170
OG0018047	evm.model.RL_5.53	AL1G11260
OG0018048	evm.model.RL_5.28	AL1G10980
OG0018049	evm.model.RL_8.2900	AL1G10370
OG0018050	evm.model.RL_8.2902	AL1G10360
OG0018051	evm.model.RL_8.2906	AL1G10310
OG0018052	evm.model.RL_4.2193	AL6G25030
OG0018053	evm.model.RL_4.2210	AL6G24830
OG0018055	evm.model.RL_4.2134.1.687c86d7	AL6G25770
OG0018056	evm.model.RL_4.2102	AL6G26170
OG0018057	evm.model.RL_4.1871	AL6G28810
OG0018058	evm.model.RL_4.1839	AL6G29300
OG0018059	evm.model.RL_4.1819	AL6G29520
OG0018060	evm.model.RL_4.1760	AL6G30300
OG0018061	evm.model.RL_4.1086	AL6G38740
OG0018062	evm.model.RL_2.597	AL294U10010, AL3G15340, AL3G15130
OG0018064	evm.model.RL_4.973	AL6G40660
OG0018065	evm.model.RL_4.883	AL8G22370
OG0018066	evm.model.RL_4.2261	AL6G24270
OG0018068	evm.model.RL_4.2926	AL6G16190
OG0018069	evm.model.RL_4.2959	AL6G15760
OG0018070	evm.model.RL_4.3028	AL6G14920
OG0018071	evm.model.RL_4.3061	AL6G14440
OG0018072	evm.model.RL_4.1290	AL6G35860
OG0018074	evm.model.RL_8.2208	AL8G38020
OG0018075	evm.model.RL_8.2213	AL8G38070
OG0018076	evm.model.RL_8.2228	AL8G38220
OG0018077	evm.model.RL_8.2230	AL8G38240
OG0018078	evm.model.RL_8.2257	AL8G38590
OG0018079	evm.model.RL_8.1937	AL8G34890
OG0018080	evm.model.RL_7.1420	AL5G29700
OG0018081	evm.model.RL_7.1482	AL5G28570
OG0018082	evm.model.RL_7.1493	AL5G28450
OG0018083	evm.model.RL_7.1687	AL5G25920
OG0018084	evm.model.RL_7.1975	AL5G21770
OG0018085	evm.model.RL_7.1962	AL5G21340
OG0018086	evm.model.RL_5.3456	AL1G36640
OG0018087	evm.model.RL_7.1950	AL5G21140
OG0018088	evm.model.RL_7.2011	AL5G20800
OG0018090	evm.model.RL_3.1266	AL2G27740
OG0018091	evm.model.RL_3.1280	AL2G27910
OG0018092	evm.model.RL_3.1295	AL2G28150
OG0018093	evm.model.RL_3.1310	AL2G28370
OG0018094	evm.model.RL_3.1530	AL2G30830
OG0018095	evm.model.RL_3.1566	AL2G31310
OG0018097	evm.model.RL_3.2125	AL2G37380
OG0018098	evm.model.RL_3.2116	AL2G37300
OG0018099	evm.model.RL_3.2048	AL2G36480
OG0018100	evm.model.RL_3.1994	AL2G35810
OG0018101	evm.model.RL_3.1940	nbis-gene-604
OG0018102	evm.model.RL_3.1931	AL2G35080
OG0018103	evm.model.RL_3.1927	AL2G35040
OG0018104	evm.model.RL_3.1885	AL2G34610
OG0018105	evm.model.RL_3.1883.5.687c84bd	AL2G34590
OG0018106	evm.model.RL_3.1873	AL2G34490
OG0018107	evm.model.RL_3.1823	AL2G33950
OG0018108	evm.model.RL_3.1706	AL2G32790
OG0018109	evm.model.RL_6.2961	AL4G47710
OG0018110	evm.model.RL_3.1653	AL2G32290
OG0018111	evm.model.RL_3.2323	nbis-gene-620
OG0018112	evm.model.RL_3.2332	nbis-gene-622
OG0018113	evm.model.RL_3.2343	nbis-gene-623
OG0018114	evm.model.RL_3.2493	AL2G41680
OG0018115	evm.model.RL_1.1175	AL3G24450
OG0018117	evm.model.RL_1.1223	AL3G24930
OG0018118	evm.model.RL_1.1233	AL3G25050
OG0018119	evm.model.RL_1.1234	AL3G25070
OG0018120	evm.model.RL_7.1884	AL5G22940
OG0018122	evm.model.RL_1.1430	AL3G27480
OG0018123	evm.model.RL_1.1458	AL3G27810
OG0018124	evm.model.RL_1.1715	AL3G31190
OG0018126	evm.model.RL_1.2122	AL3G36340
OG0018127	evm.model.RL_1.2135	AL3G36510
OG0018128	evm.model.RL_1.2193	AL3G37390
OG0018129	evm.model.RL_1.2291	AL3G38850
OG0018130	evm.model.RL_1.2294	AL3G38940
OG0018131	evm.model.RL_2.630	AL7G44200
OG0018132	evm.model.RL_1.2449	AL3G41930
OG0018133	evm.model.RL_1.2493	AL3G42490
OG0018134	evm.model.RL_1.2616	AL3G45270
OG0018135	evm.model.RL_1.2592	AL3G44840
OG0018136	evm.model.RL_1.2551	AL3G43590
OG0018137	evm.model.RL_1.2550	AL3G43580
OG0018139	evm.model.RL_1.2664	AL3G45540
OG0018140	evm.model.RL_1.2725	AL3G46770
OG0018141	evm.model.RL_1.2770	AL3G47400
OG0018143	evm.model.RL_1.2833.2.687c87f0	AL3G49200
OG0018144	evm.model.RL_1.2936	AL3G50480
OG0018145	evm.model.RL_1.3034	AL3G51870
OG0018146	evm.model.RL_1.3111	AL3G49000
OG0018147	evm.model.RL_1.3255	AL3G53720
OG0018148	evm.model.RL_1.3261	AL3G53800
OG0018149	evm.model.RL_5.3815	AL1G62190
OG0018151	evm.model.RL_5.1867	AL1G60340
OG0018152	evm.model.RL_5.1880	AL1G60010
OG0018153	evm.model.RL_5.2119	AL1G55850, AL8G35280
OG0018154	evm.model.RL_5.2101	AL1G56050
OG0018155	evm.model.RL_5.2160	AL1G55130
OG0018156	evm.model.RL_5.2	AL1G64600
OG0018157	evm.model.RL_5.316	AL1G14320
OG0018158	evm.model.RL_7.1108	AL5G33560
OG0018159	evm.model.RL_7.1082	AL5G33980
OG0018160	evm.model.RL_7.1067	AL5G34140
OG0018161	evm.model.RL_7.880	AL5G36070
OG0018164	evm.model.RL_7.723	AL5G37790
OG0018165	evm.model.RL_7.715	AL5G37930
OG0018166	evm.model.RL_7.623	AL5G39010
OG0018167	evm.model.RL_7.581	AL4G17380
OG0018168	evm.model.RL_7.509	AL5G40290
OG0018169	evm.model.RL_7.452	AL5G40970
OG0018170	evm.model.RL_7.327	AL5G42610
OG0018171	evm.model.RL_7.221	AL5G43870
OG0018172	evm.model.RL_7.109	AL5G45340
OG0018173	evm.model.RL_5.3869	AL1G62800
OG0018175	evm.model.RL_2.644	AL7G43990
OG0018176	evm.model.RL_7.1334	AL5G30660
OG0018177	evm.model.RL_7.1265, evm.model.RL_7.1262	AL5G31630
OG0018178	evm.model.RL_7.1072.1.687c84b7	AL5G34050
OG0018180	evm.model.RL_7.1025	AL5G34520
OG0018183	evm.model.RL_7.594	AL5G39300
OG0018187	evm.model.RL_3.377.2.687c84ba	AL2G15880
OG0018188	evm.model.RL_7.1070	AL5G34090
OG0018190	evm.model.RL_4.167	AL8G11740
OG0018191	evm.model.RL_5.3149	AL1G40820
OG0018192	evm.model.RL_4.622	AL8G18110
OG0018193	evm.model.RL_4.586	AL8G17770
OG0018194	evm.model.RL_6.1631	AL4G31510
OG0018195	evm.model.RL_6.1953	AL4G35720
OG0018196	evm.model.RL_4.1994	AL6G27390
OG0018198	evm.model.RL_6.2307	AL4G40130
OG0018199	evm.model.RL_6.2830	AL181U10030, AL4G46340
OG0018200	evm.model.RL_3.2418	AL2G40910
OG0018201	evm.model.RL_3.2278	AL2G39220
OG0018202	evm.model.RL_3.2234	AL2G38730
OG0018203	evm.model.RL_3.2005	AL2G35950
OG0018204	evm.model.RL_3.1769	AL2G33410
OG0018205	evm.model.RL_3.1668	AL2G32440
OG0018207	evm.model.RL_2.2520	AL7G22260
OG0018208	evm.model.RL_2.2329	AL7G24430
OG0018209	evm.model.RL_2.3137	AL7G14970
OG0018210	evm.model.RL_5.104, evm.model.RL_5.33	AL1G11850
OG0018211	evm.model.RL_4.771	AL8G20820
OG0018212	evm.model.RL_5.400	AL1G15180
OG0018213	evm.model.RL_5.490	AL1G16340
OG0018215	evm.model.RL_5.620	AL1G17910
OG0018216	evm.model.RL_5.639	AL1G18160
OG0018217	evm.model.RL_5.687, evm.model.RL_2.312	AL1G18700
OG0018218	evm.model.RL_5.1030	AL1G22780
OG0018219	evm.model.RL_5.1328	AL1G26780
OG0018220	evm.model.RL_5.1381	AL1G27380
OG0018221	evm.model.RL_5.1798	AL1G32390
OG0018222	evm.model.RL_5.3505	AL1G36130
OG0018223	evm.model.RL_2.1942	AL7G28990
OG0018224	evm.model.RL_3.1440	nbis-gene-585
OG0018225	evm.model.RL_3.1391	AL2G29190
OG0018226	evm.model.RL_3.1177	AL2G26900
OG0018227	evm.model.RL_3.1116	AL2G25960
OG0018228	evm.model.RL_3.578	AL2G18110
OG0018229	evm.model.RL_4.810	AL3G29190
OG0018230	evm.model.RL_3.271	AL2G13680
OG0018231	evm.model.RL_2.240	AL7G50260
OG0018235	evm.model.RL_1.1636	AL3G30090
OG0018236	evm.model.RL_1.1538	AL3G28840
OG0018237	evm.model.RL_1.1451	AL3G27730
OG0018238	evm.model.RL_1.1156	AL3G24220
OG0018239	evm.model.RL_3.1235	nbis-gene-564
OG0018240	evm.model.RL_1.787	nbis-gene-677
OG0018241	evm.model.RL_1.601	AL3G17720
OG0018242	evm.model.RL_1.335, evm.model.RL_1.2372, evm.model.RL_4.548	AL3G14080
OG0018243	evm.model.RL_4.3243	AL6G12260
OG0018244	evm.model.RL_4.3027	AL6G14960
OG0018245	evm.model.RL_4.2869	nbis-gene-865
OG0018246	evm.model.RL_4.2868	AL6G16890
OG0018247	evm.model.RL_4.2840	AL6G17280
OG0018248	evm.model.RL_4.2837	AL6G17310
OG0018249	evm.model.RL_4.2835	AL6G17340
OG0018252	evm.model.RL_2.1639	AL7G32790
OG0018253	evm.model.RL_5.2352	AL1G52140
OG0018254	evm.model.RL_5.3059	AL1G41990
OG0018255	evm.model.RL_2.2057	AL7G27680
OG0018256	evm.model.RL_2.2048	AL7G27780
OG0018259	evm.model.RL_6.833	AL4G21470
OG0018260	evm.model.RL_6.801	AL4G21130
OG0018261	evm.model.RL_6.723	AL4G19620
OG0018262	evm.model.RL_2.2013	AL7G28170
OG0018263	evm.model.RL_4.2728	AL6G18620
OG0018264	evm.model.RL_4.2429	AL6G22300
OG0018265	evm.model.RL_4.2347	AL6G23180
OG0018266	evm.model.RL_4.2258	AL6G24300
OG0018267	evm.model.RL_4.1875	AL6G28770
OG0018268	evm.model.RL_2.538	AL7G45890
OG0018269	evm.model.RL_4.1823	AL6G29480
OG0018270	evm.model.RL_4.1825	AL6G29460
OG0018273	evm.model.RL_8.1867	AL8G34020
OG0018274	evm.model.RL_8.2052	AL8G36270
OG0018275	evm.model.RL_4.1431	AL6G34060
OG0018276	evm.model.RL_4.1502	AL6G33170
OG0018277	evm.model.RL_4.1589	AL6G32190
OG0018278	evm.model.RL_4.1605	AL6G31970
OG0018279	evm.model.RL_4.1176	AL6G37510
OG0018280	evm.model.RL_4.1380	AL6G34730
OG0018281	evm.model.RL_8.2199	AL8G37930
OG0018282	evm.model.RL_8.2238	AL8G38350
OG0018283	evm.model.RL_8.2384	AL8G40100
OG0018285	evm.model.RL_8.2638	AL8G43100
OG0018286	evm.model.RL_8.2778	AL8G44660
OG0018287	evm.model.RL_5.669	nbis-gene-51
OG0018288	evm.model.RL_5.906	AL1G21190
OG0018291	evm.model.RL_5.3551	AL1G35560
OG0018292	evm.model.RL_5.3039	AL1G42260
OG0018293	evm.model.RL_3.857	nbis-gene-831, AL5G20670
OG0018298	evm.model.RL_3.1191	AL2G26790
OG0018299	evm.model.RL_3.1205	AL2G27080
OG0018300	evm.model.RL_1.685	nbis-gene-673
OG0018301	evm.model.RL_1.2237	AL3G38030
OG0018302	evm.model.RL_1.2418	AL3G41160
OG0018303	evm.model.RL_6.295	AL4G14190
OG0018305	evm.model.RL_7.1531	AL5G28140
OG0018306	evm.model.RL_7.1024	AL5G34550
OG0018308	evm.model.RL_4.1668	AL6G31330, AL6G31320
OG0018310	evm.model.RL_8.839	AL6G42970
OG0018311	evm.model.RL_2.2327	AL7G24450
OG0018312	evm.model.RL_2.2272	AL7G25160
OG0018313	evm.model.RL_2.2092.4.687c86e4	AL7G27270
OG0018315	evm.model.RL_2.1749	AL7G31150
OG0018317	evm.model.RL_2.544	AL7G45560
OG0018318	evm.model.RL_2.385	AL7G52510
OG0018319	evm.model.RL_2.105	AL7G48440
OG0018320	evm.model.RL_4.429	AL8G15570
OG0018321	evm.model.RL_8.1195	AL8G25100
OG0018322	evm.model.RL_8.1273	AL8G25980
OG0018337	evm.model.RL_2.1232	nbis-gene-1837
OG0018340	evm.model.RL_3.735	AL1G65400
OG0018341	evm.model.RL_3.642.2.687c84ba	AL1G66690
OG0018342	evm.model.RL_3.526	AL2G17190
OG0018344	evm.model.RL_7.2507	AL5G13410
OG0018347	evm.model.RL_3.1040	AL2G24890
OG0018348	evm.model.RL_3.1003	AL2G23920
OG0018349	evm.model.RL_3.950	AL2G22630
OG0018350	evm.model.RL_3.799	AL2G19680
OG0018351	evm.model.RL_3.202, evm.model.RL_3.683	nbis-gene-382
OG0018352	evm.model.RL_4.3358	AL6G10920
OG0018353	evm.model.RL_4.3222, evm.model.RL_4.3223, evm.model.RL_4.3227	AL6G12470
OG0018354	evm.model.RL_5.4007	AL1G64490
OG0018356	evm.model.RL_8.1083	AL8G23980
OG0018357	evm.model.RL_8.1105	AL8G24120
OG0018358	evm.model.RL_8.1106	AL8G24130
OG0018359	evm.model.RL_8.1138	AL8G24410
OG0018360	evm.model.RL_8.1170	AL8G24820
OG0018361	evm.model.RL_8.1208	AL8G25250
OG0018362	evm.model.RL_8.1228	AL8G25490
OG0018363	evm.model.RL_8.1278	AL8G26060
OG0018364	evm.model.RL_8.1290	AL8G26220
OG0018366	evm.model.RL_8.1667	nbis-gene-2144
OG0018368	evm.model.RL_4.748	AL8G19890
OG0018369	evm.model.RL_4.2302	AL6G23840
OG0018370	evm.model.RL_4.2712	AL6G18790
OG0018371	evm.model.RL_4.2813	AL6G17660
OG0018372	evm.model.RL_2.1361	AL7G36370
OG0018374	evm.model.RL_2.1481	AL7G34880
OG0018376	evm.model.RL_2.1614	AL7G33070
OG0018377	evm.model.RL_2.1875	AL2G21230, AL7G29790
OG0018378	evm.model.RL_5.2631	AL1G47730
OG0018379	evm.model.RL_5.2386	AL1G51550
OG0018380	evm.model.RL_5.2999	AL1G43060
OG0018381	evm.model.RL_2.3206	AL7G14040
OG0018383	evm.model.RL_2.3431	AL7G10940
OG0018384	evm.model.RL_2.1691	AL7G32040
OG0018385	evm.model.RL_2.383	AL7G52480
OG0018387	evm.model.RL_6.1491	AL4G29900
OG0018388	evm.model.RL_6.1490	AL4G29890
OG0018389	evm.model.RL_4.633	AL8G18290
OG0018391	evm.model.RL_5.2623	AL1G47810
OG0018392	evm.model.RL_8.697	AL6G44960
OG0018393	evm.model.RL_8.678	AL6G45210
OG0018397	evm.model.RL_4.353	AL8G14190, AL8G14390
OG0018398	evm.model.RL_4.290	AL185U10030
OG0018399	evm.model.RL_4.40	AL8G10440
OG0018400	evm.model.RL_1.2460	AL3G42050
OG0018401	evm.model.RL_2.592.1.687c86e1	AL7G44680
OG0018402	evm.model.RL_2.849	AL9U10120
OG0018403	evm.model.RL_2.877	AL7G42770
OG0018404	evm.model.RL_2.1018	AL7G40910
OG0018407	evm.model.RL_2.53	AL7G49180
OG0018408	evm.model.RL_2.64	AL7G49010
OG0018409	evm.model.RL_2.69	AL7G48930
OG0018410	evm.model.RL_2.131.2.687c86e0	AL7G48130
OG0018411	evm.model.RL_2.154	AL7G47810
OG0018413	evm.model.RL_4.2763	AL6G18230
OG0018414	evm.model.RL_6.2925	AL4G47320
OG0018415	evm.model.RL_6.2825	AL4G46300
OG0018416	evm.model.RL_6.2608	AL4G43890
OG0018418	evm.model.RL_2.868	AL7G42900
OG0018419	evm.model.RL_6.2310	AL4G40160
OG0018420	evm.model.RL_4.3369	AL6G10860
OG0018421	evm.model.RL_4.3269	AL6G11960
OG0018424	evm.model.RL_8.2120	AL8G37110
OG0018425	evm.model.RL_8.2423	AL8G40640
OG0018426	evm.model.RL_8.2827	AL8G45270
OG0018427	evm.model.RL_8.2845	AL8G45440
OG0018428	evm.model.RL_8.26	AL6G53340
OG0018429	evm.model.RL_8.287	AL6G50400
OG0018430	evm.model.RL_4.491	AL8G16300
OG0018432	evm.model.RL_6.1021	AL4G23690
OG0018433	evm.model.RL_6.1011	AL4G23630
OG0018434	evm.model.RL_6.897	AL4G22170
OG0018435	evm.model.RL_6.742	AL4G20050
OG0018436	evm.model.RL_6.740	AL4G20000
OG0018437	evm.model.RL_1.57	AL3G10570
OG0018440	evm.model.RL_1.11	AL3G10020
OG0018441	evm.model.RL_2.488	AL7G46140
OG0018442	evm.model.RL_1.90	AL3G10920
OG0018443	evm.model.RL_1.123	AL3G11330
