Orthogroup	Cardamine_amara	Arabidopsis_lyrata_NCBI
OG0016509	evm.model.RL_7.8	XP_002878522.1
OG0016510	evm.model.RL_5.3989	XP_002894555.1
OG0016511	evm.model.RL_5.3709	XP_020867992.1
OG0016513	evm.model.RL_2.1127	XP_020874591.1
OG0016515	evm.model.RL_2.827	XP_002863259.1
OG0016516	evm.model.RL_7.1288	XP_020882342.1
OG0016517	evm.model.RL_7.1084	XP_020881380.1
OG0016518	evm.model.RL_7.1000	XP_020881035.1
OG0016519	evm.model.RL_7.578.1.687c84b5	XP_002878171.2
OG0016520	evm.model.RL_7.557	XP_020879683.1
OG0016521	evm.model.RL_4.1081	XP_002863862.2
OG0016522	evm.model.RL_7.392	XP_020880119.1
OG0016523	evm.model.RL_6.214	XP_020885447.1
OG0016524	evm.model.RL_7.333	XP_020880057.1
OG0016525	evm.model.RL_7.259	XP_002876596.1
OG0016526	evm.model.RL_7.185	XP_020880842.1
OG0016527	evm.model.RL_2.1184	XP_020873984.1
OG0016528	evm.model.RL_4.237	XP_002863442.2
OG0016529	evm.model.RL_4.122	XP_002865159.2
OG0016530	evm.model.RL_4.10	XP_020871666.1
OG0016531	evm.model.RL_4.376	XP_002865325.1
OG0016532	evm.model.RL_7.2539	XP_020882584.1
OG0016533	evm.model.RL_6.1588	XP_020883017.1
OG0016535	evm.model.RL_6.1935	XP_020885831.1
OG0016536	evm.model.RL_6.2445	XP_002880030.1
OG0016537	evm.model.RL_6.2860, evm.model.RL_6.2858	XP_020883416.1
OG0016538	evm.model.RL_6.166	XP_002878636.2
OG0016539	evm.model.RL_3.2147.2.687c84bd	XP_020891585.1
OG0016540	evm.model.RL_2.596	XP_002870444.1
OG0016541	evm.model.RL_2.2265	XP_002867499.1
OG0016542	evm.model.RL_2.2798	XP_020875465.1
OG0016543	evm.model.RL_8.1127	XP_002864051.1
OG0016545	evm.model.RL_2.3495	XP_002868839.1
OG0016546	evm.model.RL_5.64_evm.model.RL_5.65	XP_002892087.1
OG0016547	evm.model.RL_5.306	XP_020869407.1
OG0016548	evm.model.RL_5.447	XP_020866789.1
OG0016549	evm.model.RL_5.579	XP_020867664.1
OG0016550	evm.model.RL_5.748	XP_002889718.1
OG0016551	evm.model.RL_5.768	XP_020866924.1
OG0016552	evm.model.RL_5.909	XP_020867882.1
OG0016553	evm.model.RL_5.984	XP_020870715.1
OG0016555	evm.model.RL_5.1067	XP_020868930.1
OG0016556	evm.model.RL_5.1208	XP_002892765.1
OG0016558	evm.model.RL_5.1392	XP_020871004.1
OG0016559	evm.model.RL_5.1589	XP_020867798.1
OG0016560	evm.model.RL_5.1615	XP_020870530.1
OG0016561	evm.model.RL_5.1809	XP_020867750.1
OG0016562	evm.model.RL_5.3678	XP_020868623.1
OG0016563	evm.model.RL_3.1402	XP_020891451.1
OG0016564	evm.model.RL_3.1232	XP_020889915.1
OG0016565	evm.model.RL_3.1156	XP_020889984.1
OG0016568	evm.model.RL_4.671	XP_020891142.1
OG0016569	evm.model.RL_1.2278	XP_002885592.2
OG0016570	evm.model.RL_1.1442	XP_020887185.1
OG0016571	evm.model.RL_1.1070	XP_020888317.1
OG0016572	evm.model.RL_1.993	XP_020888976.1
OG0016573	evm.model.RL_1.898	XP_020888379.1
OG0016574	evm.model.RL_1.688	XP_002884649.1
OG0016576	evm.model.RL_1.106	XP_020888144.1
OG0016577	evm.model.RL_4.3342	XP_020879245.1
OG0016578	evm.model.RL_4.3115	XP_002873137.2
OG0016579	evm.model.RL_4.2946	XP_020876053.1
OG0016580	evm.model.RL_4.2893	XP_002871220.1
OG0016581	evm.model.RL_4.2879.2.687c86db	XP_020878468.1
OG0016582	evm.model.RL_4.2830	XP_020875864.1
OG0016584	evm.model.RL_5.2535	XP_002891102.1
OG0016585	evm.model.RL_5.2618	XP_020866350.1
OG0016586	evm.model.RL_5.2654, evm.model.RL_5.2657	XP_002893750.1
OG0016587	evm.model.RL_2.1869	XP_002867702.1
OG0016588	evm.model.RL_2.1700	XP_002869857.1
OG0016589	evm.model.RL_5.2314	XP_002891300.1
OG0016590	evm.model.RL_1.1737	XP_002885245.1
OG0016591	evm.model.RL_2.1267	XP_002870121.1
OG0016592	evm.model.RL_5.3102	XP_020867829.1
OG0016594	evm.model.RL_6.1284	XP_002881204.1
OG0016595	evm.model.RL_6.1184	XP_002879288.2
OG0016596	evm.model.RL_6.1151	XP_002881120.1
OG0016597	evm.model.RL_6.848	XP_002879152.1, XP_002878119.1
OG0016598	evm.model.RL_4.2760	XP_020879012.1
OG0016599	evm.model.RL_4.2631	XP_002873410.1
OG0016600	evm.model.RL_4.2568	XP_020878010.1
OG0016601	evm.model.RL_4.2469	XP_002871461.1
OG0016602	evm.model.RL_4.2331	XP_002873585.1
OG0016604	evm.model.RL_4.2238	XP_002873633.1
OG0016606	evm.model.RL_4.836	XP_020891769.1
OG0016607	evm.model.RL_4.830	XP_002863907.1, XP_002863048.1
OG0016609	evm.model.RL_7.1492	XP_002875935.1
OG0016610	evm.model.RL_5.3350	XP_020870246.1
OG0016611	evm.model.RL_8.1894, evm.model.RL_3.681	XP_020878347.1
OG0016612	evm.model.RL_8.2029	XP_002864637.1
OG0016613	evm.model.RL_4.1253	XP_020878656.1
OG0016616	evm.model.RL_5.3220	XP_020867831.1
OG0016617	evm.model.RL_5.3135	XP_002890731.1
OG0016619	evm.model.RL_5.2043, evm.model.RL_5.2042, evm.model.RL_5.2041	XP_020866197.1
OG0016620	evm.model.RL_5.1948	XP_002891621.1
OG0016625	evm.model.RL_1.2962.1.687c87f0	XP_020888351.1
OG0016626	evm.model.RL_6.179	XP_020883057.1
OG0016627	evm.model.RL_6.351	XP_020885200.1
OG0016629	evm.model.RL_7.2231, evm.model.RL_7.2229, evm.model.RL_7.2232	XP_002877081.1
OG0016630	evm.model.RL_7.1616	XP_020880905.1
OG0016631	evm.model.RL_7.1406.2.687c9769	XP_002877714.1
OG0016632	evm.model.RL_7.1386	XP_020882288.1
OG0016633	evm.model.RL_7.643	XP_002876405.1
OG0016633	evm.model.RL_7.308	XP_020880440.1
OG0016635	evm.model.RL_8.425	XP_020876488.1, XP_020876451.1
OG0016636	evm.model.RL_8.71	XP_020878070.1
OG0016638	evm.model.RL_2.1816	XP_020873852.1, XP_020873849.1
OG0016639	evm.model.RL_1.1074	XP_020875785.1
OG0016641	evm.model.RL_5.391	XP_002892280.1
OG0016642	evm.model.RL_2.536, evm.model.RL_2.535	XP_020865709.1
OG0016643	evm.model.RL_3.640	XP_020869643.1
OG0016645	evm.model.RL_2.951	XP_020874515.1
OG0016657	evm.model.RL_2.2334	XP_002869514.1
OG0016658	evm.model.RL_2.2401, evm.model.RL_2.2357	XP_020874884.1
OG0016659	evm.model.RL_2.2359	XP_020874424.1
OG0016660	evm.model.RL_2.2361	XP_002867449.1
OG0016661	evm.model.RL_2.2366	XP_002869498.1
OG0016662	evm.model.RL_2.2399	XP_020873896.1
OG0016663	evm.model.RL_2.2429	XP_020875655.1
OG0016664	evm.model.RL_2.2442	XP_002867420.1
OG0016665	evm.model.RL_2.2500	XP_020872852.1
OG0016666	evm.model.RL_2.2524	XP_002867373.1
OG0016667	evm.model.RL_2.2527	XP_020875625.1
OG0016668	evm.model.RL_2.2528	XP_020874826.1
OG0016669	evm.model.RL_2.2637	XP_020874010.1
OG0016670	evm.model.RL_2.2648	XP_002869332.1
OG0016671	evm.model.RL_2.2699.3.687c86e6	XP_020872180.1
OG0016672	evm.model.RL_2.2754	XP_002867243.1
OG0016673	evm.model.RL_2.2792	XP_002869245.2
OG0016675	evm.model.RL_2.2858	XP_020875385.1
OG0016676	evm.model.RL_2.2866	XP_002867173.1
OG0016677	evm.model.RL_2.2871	XP_002869206.2
OG0016679	evm.model.RL_2.2941	XP_020873074.1
OG0016681	evm.model.RL_2.3000	XP_020874313.1
OG0016682	evm.model.RL_5.2821	XP_020870584.1
OG0016683	evm.model.RL_5.2804	XP_020868798.1
OG0016684	evm.model.RL_5.2798	XP_002891142.1
OG0016685	evm.model.RL_5.2796	XP_002891141.1
OG0016686	evm.model.RL_5.2735	XP_002890977.1
OG0016687	evm.model.RL_5.2725	XP_002893720.1
OG0016688	evm.model.RL_2.645	XP_002870416.1
OG0016689	evm.model.RL_3.762	XP_002894589.1
OG0016690	evm.model.RL_3.743	XP_020868332.1
OG0016691	evm.model.RL_7.717, evm.model.RL_3.702.3.687c84ba	XP_002894634.1
OG0016692	evm.model.RL_3.690	XP_020868292.1
OG0016693	evm.model.RL_3.659	XP_002891984.1
OG0016694	evm.model.RL_3.577	XP_020865643.1
OG0016695	evm.model.RL_3.564	XP_020891506.1
OG0016697	evm.model.RL_3.542	XP_002888203.2
OG0016698	evm.model.RL_3.485	XP_002886638.1
OG0016699	evm.model.RL_3.465	XP_020889969.1
OG0016700	evm.model.RL_3.464	XP_002886619.1
OG0016701	evm.model.RL_3.463	XP_020891213.1
OG0016702	evm.model.RL_3.388	XP_020890062.1
OG0016703	evm.model.RL_3.421_evm.model.RL_3.420	XP_002886567.1
OG0016704	evm.model.RL_3.278	XP_020891024.1
OG0016705	evm.model.RL_7.2718	XP_020882319.1
OG0016706	evm.model.RL_7.2631	XP_020880007.1
OG0016707	evm.model.RL_7.2618	XP_020879761.1
OG0016708	evm.model.RL_7.2583	XP_020881091.1
OG0016709	evm.model.RL_7.2543	XP_002876870.2
OG0016711	evm.model.RL_7.2513	XP_020881751.1
OG0016712	evm.model.RL_7.2472	XP_020882384.1
OG0016713	evm.model.RL_7.2440	XP_020882216.1
OG0016714	evm.model.RL_7.2416	XP_002875299.2
OG0016715	evm.model.RL_7.2376	XP_020882407.1
OG0016716	evm.model.RL_7.2360	XP_020880229.1
OG0016717	evm.model.RL_7.2251	XP_020880866.1
OG0016718	evm.model.RL_7.2226	XP_020882137.1
OG0016719	evm.model.RL_2.7	XP_002875422.1
OG0016720	evm.model.RL_7.2198	XP_002877109.1
OG0016721	evm.model.RL_7.2091	XP_002875510.2
OG0016722	evm.model.RL_1.2297	XP_020885998.1
OG0016725	evm.model.RL_3.1087	XP_002887102.1
OG0016726	evm.model.RL_3.1078	XP_020889946.1
OG0016727	evm.model.RL_3.1048	XP_002888548.1
OG0016729	evm.model.RL_3.1007	XP_020891032.1
OG0016730	evm.model.RL_3.970	XP_020891352.1
OG0016731	evm.model.RL_3.943	XP_002888424.1
OG0016732	evm.model.RL_3.932	XP_002886947.1
OG0016733	evm.model.RL_3.900	XP_002888327.1
OG0016734	evm.model.RL_3.800	XP_020890902.1
OG0016735	evm.model.RL_3.869	XP_002886790.1
OG0016736	evm.model.RL_3.797	XP_002886767.1
OG0016737	evm.model.RL_3.647	XP_002891990.2
OG0016738	evm.model.RL_3.775	XP_020868341.1
OG0016739	evm.model.RL_3.8	XP_020889713.1
OG0016740	evm.model.RL_3.12	XP_002891507.1
OG0016741	evm.model.RL_3.36	XP_020890676.1
OG0016742	evm.model.RL_3.208	XP_020865598.1
OG0016743	evm.model.RL_3.218	XP_002886454.1
OG0016744	evm.model.RL_3.255	XP_002888031.1
OG0016745	evm.model.RL_3.264	XP_020865662.1
OG0016746	evm.model.RL_3.260	XP_020891320.1
OG0016747	evm.model.RL_1.1153	XP_002882778.2
OG0016748	evm.model.RL_2.2093	XP_002869656.1
OG0016749	evm.model.RL_2.2127	XP_002869629.1
OG0016750	evm.model.RL_2.2131	XP_020873661.1
OG0016751	evm.model.RL_2.2134	XP_020873727.1
OG0016752	evm.model.RL_6.2195	XP_020883632.1
OG0016753	evm.model.RL_1.821	XP_020889485.1
OG0016754	evm.model.RL_1.861	XP_020887230.1
OG0016756	evm.model.RL_1.888	XP_002884755.1
OG0016758	evm.model.RL_4.3202	XP_020878459.1
OG0016759	evm.model.RL_1.912	XP_020888387.1
OG0016760	evm.model.RL_1.946	XP_002882665.2
OG0016761	evm.model.RL_1.974	XP_002882689.1
OG0016762	evm.model.RL_1.1012	XP_002884827.1
OG0016763	evm.model.RL_4.2587	XP_020878187.1
OG0016764	evm.model.RL_1.1052	XP_002882733.1
OG0016765	evm.model.RL_1.2617	XP_020889322.1
OG0016766	evm.model.RL_8.2461	XP_020881787.1
OG0016767	evm.model.RL_8.985	XP_020877456.1
OG0016768	evm.model.RL_8.1102	XP_002864034.1, XP_002862542.2
OG0016769	evm.model.RL_8.1104.1.687c8559	XP_002864036.2
OG0016770	evm.model.RL_8.1145	XP_002865791.1
OG0016771	evm.model.RL_8.1160	XP_020884082.1, XP_002865807.2
OG0016772	evm.model.RL_8.1203	XP_002864089.1
OG0016773	evm.model.RL_8.1210	XP_002864093.1
OG0016774	evm.model.RL_8.1275	XP_002864127.2
OG0016775	evm.model.RL_8.1277	XP_020871155.1
OG0016776	evm.model.RL_8.1283	XP_020866013.1
OG0016777	evm.model.RL_8.1286	XP_002864137.1
OG0016778	evm.model.RL_8.1312	XP_020871109.1
OG0016779	evm.model.RL_8.1318	XP_020880591.1
OG0016780	evm.model.RL_8.1370	XP_002865928.2
OG0016782	evm.model.RL_8.1403	XP_020883035.1
OG0016783	evm.model.RL_8.1445	XP_020871676.1
OG0016784	evm.model.RL_8.1613	XP_020886477.1
OG0016785	evm.model.RL_8.1665	XP_020871295.1
OG0016786	evm.model.RL_8.1707	XP_002864446.1
OG0016787	evm.model.RL_8.1734.1.687c855d	XP_020871931.1
OG0016788	evm.model.RL_8.1759	XP_002866168.1
OG0016789	evm.model.RL_8.1787.5.687c855d	XP_020877523.1
OG0016790	evm.model.RL_8.1819.1.687c855e	XP_020871733.1
OG0016791	evm.model.RL_8.1825	XP_020871181.1
OG0016792	evm.model.RL_8.1868	XP_020881277.1
OG0016793	evm.model.RL_4.2349	XP_020878388.1
OG0016794	evm.model.RL_4.2432	XP_020878313.1
OG0016795	evm.model.RL_4.2445	XP_020878522.1
OG0016796	evm.model.RL_4.2458	XP_002871469.1
OG0016797	evm.model.RL_4.2471	XP_020875894.1
OG0016798	evm.model.RL_4.2488	XP_002871446.1
OG0016799	evm.model.RL_4.2497.1.687c86d9	XP_002873484.2
OG0016800	evm.model.RL_4.2507, evm.model.RL_4.2503	XP_002873479.1
OG0016801	evm.model.RL_4.2514	XP_020876743.1
OG0016802	evm.model.RL_4.2534	XP_002871422.1
OG0016803	evm.model.RL_4.2548	XP_020879118.1
OG0016804	evm.model.RL_4.2549	XP_002873449.1
OG0016805	evm.model.RL_4.2572	XP_020879336.1
OG0016806	evm.model.RL_4.2585	XP_002871395.1
OG0016807	evm.model.RL_4.2646	XP_020878488.1
OG0016808	evm.model.RL_4.2655	XP_020877308.1
OG0016809	evm.model.RL_4.2663	XP_020877303.1
OG0016810	evm.model.RL_4.2667	XP_002871359.1
OG0016811	evm.model.RL_4.2668	XP_002873382.1
OG0016812	evm.model.RL_4.2718	XP_020877925.1
OG0016813	evm.model.RL_4.2744	XP_002871306.2
OG0016814	evm.model.RL_4.2750	XP_020878898.1
OG0016815	evm.model.RL_4.2753	XP_020878236.1
OG0016816	evm.model.RL_4.2811	XP_020876117.1
OG0016817	evm.model.RL_2.1366	XP_002868009.1
OG0016818	evm.model.RL_2.1371	XP_020872369.1
OG0016819	evm.model.RL_2.1387	XP_002870053.1
OG0016820	evm.model.RL_2.1421	XP_002870032.1
OG0016821	evm.model.RL_2.1460	XP_002867963.1
OG0016822	evm.model.RL_2.1480	XP_020874434.1
OG0016823	evm.model.RL_2.1493	XP_002867941.1
OG0016824	evm.model.RL_2.1522	XP_020872409.1
OG0016825	evm.model.RL_2.1563	XP_002869946.1
OG0016826	evm.model.RL_2.1565	XP_020872050.1
OG0016827	evm.model.RL_2.1577	XP_002869936.1
OG0016828	evm.model.RL_2.1585	XP_002867881.1
OG0016829	evm.model.RL_2.1613	XP_020874074.1
OG0016830	evm.model.RL_2.1629	XP_002869899.1
OG0016831	evm.model.RL_2.1652	XP_002867843.2
OG0016832	evm.model.RL_2.1676	XP_020873439.1
OG0016833	evm.model.RL_2.1694	XP_020873370.1
OG0016834	evm.model.RL_2.1738	XP_020873474.1
OG0016835	evm.model.RL_5.2616	XP_002893772.1
OG0016836	evm.model.RL_5.2563	XP_002893808.2
OG0016837	evm.model.RL_5.2554	XP_020868489.1
OG0016838	evm.model.RL_5.2526	XP_002891110.1
OG0016839	evm.model.RL_5.2520	XP_020868813.1
OG0016840	evm.model.RL_5.2448	XP_020870292.1
OG0016841	evm.model.RL_2.632	XP_002870428.1
OG0016842	evm.model.RL_5.2317	XP_002891298.1
OG0016843	evm.model.RL_5.2383.2.687c88bb	XP_002893943.1
OG0016844	evm.model.RL_5.2391	XP_020869128.1
OG0016845	evm.model.RL_8.1869	XP_002866241.1
OG0016846	evm.model.RL_5.2247	XP_020870936.1
OG0016847	evm.model.RL_5.2259	XP_002891361.1
OG0016848	evm.model.RL_5.2262	XP_020868435.1
OG0016849	evm.model.RL_5.2264	XP_002894037.1
OG0016850	evm.model.RL_5.3126	XP_002893484.1
OG0016851	evm.model.RL_5.3128.1.687c88c0	XP_020870503.1
OG0016852	evm.model.RL_5.2298	XP_020870160.1
OG0016853	evm.model.RL_5.3105	XP_020870196.1
OG0016854	evm.model.RL_5.3124	XP_020869939.1
OG0016855	evm.model.RL_5.3064	XP_020868995.1
OG0016858	evm.model.RL_5.3031	XP_002890786.1
OG0016860	evm.model.RL_5.2960	XP_020867535.1
OG0016861	evm.model.RL_6.468	XP_020883596.1
OG0016862	evm.model.RL_6.470	XP_002878863.1
OG0016863	evm.model.RL_5.2951	XP_002890830.1
OG0016864	evm.model.RL_5.2913	XP_002893582.1
OG0016866	evm.model.RL_5.2883	XP_020867053.1
OG0016867	evm.model.RL_5.2873	XP_020869494.1
OG0016868	evm.model.RL_5.2860	XP_002890893.1
OG0016869	evm.model.RL_2.3077	XP_020872814.1
OG0016870	evm.model.RL_2.3101	XP_002869062.1
OG0016871	evm.model.RL_2.3109	XP_002869056.1
OG0016872	evm.model.RL_2.3152.1.687c86e8	XP_020875620.1
OG0016873	evm.model.RL_2.3192	XP_002866993.1
OG0016874	evm.model.RL_2.3214	XP_002869013.1
OG0016875	evm.model.RL_2.3236	XP_020874415.1
OG0016876	evm.model.RL_6.172	XP_002878628.1
OG0016877	evm.model.RL_2.3311	XP_020874588.1
OG0016878	evm.model.RL_2.3334	XP_002868939.1
OG0016879	evm.model.RL_2.3361	XP_002868929.1
OG0016880	evm.model.RL_2.3371	XP_002866879.1
OG0016881	evm.model.RL_2.3379	XP_020874439.1
OG0016882	evm.model.RL_2.3384	XP_020874126.1
OG0016883	evm.model.RL_2.3415	XP_002866832.1
OG0016884	evm.model.RL_2.3433	XP_002868878.1
OG0016885	evm.model.RL_2.3447	XP_020872800.1
OG0016886	evm.model.RL_2.3455	XP_002868856.1
OG0016887	evm.model.RL_2.3473	XP_002866805.1
OG0016888	evm.model.RL_2.3476	XP_020873871.1
OG0016889	evm.model.RL_2.3489	XP_020875711.1
OG0016890	evm.model.RL_2.3496	XP_020872529.1
OG0016891	evm.model.RL_2.3500	XP_020872201.1
OG0016893	evm.model.RL_2.586	XP_020873943.1
OG0016894	evm.model.RL_2.545	XP_002870493.2, XP_002870495.1
OG0016895	evm.model.RL_2.455.1.687c86e0	XP_020875716.1
OG0016896	evm.model.RL_2.447	XP_020872371.1
OG0016897	evm.model.RL_2.295	XP_002870791.1
OG0016898	evm.model.RL_2.294	XP_020872972.1
OG0016899	evm.model.RL_2.291	XP_020872948.1
OG0016900	evm.model.RL_2.248	XP_002868697.1
OG0016901	evm.model.RL_2.242	XP_002868691.1
OG0016903	evm.model.RL_5.879	XP_020868762.1
OG0016904	evm.model.RL_1.53	XP_020886666.1
OG0016905	evm.model.RL_7.1777	XP_020880659.1
OG0016906	evm.model.RL_5.2774.1.687c88bd	XP_020867081.1
OG0016907	evm.model.RL_8.898	XP_002874524.1
OG0016908	evm.model.RL_8.910	XP_020877521.1
OG0016909	evm.model.RL_7.1660	XP_002877551.1
OG0016910	evm.model.RL_6.1520	XP_020885700.1
OG0016911	evm.model.RL_6.1465	XP_002879469.2
OG0016912	evm.model.RL_6.1452	XP_002881292.1
OG0016913	evm.model.RL_4.551.1.687c86cf	XP_002865435.2
OG0016915	evm.model.RL_4.630	XP_020869244.1
OG0016916	evm.model.RL_4.1021	XP_020876968.1
OG0016917	evm.model.RL_4.739	XP_002865567.1, XP_002865566.1
OG0016918	evm.model.RL_8.788	XP_002872481.1
OG0016919	evm.model.RL_8.784	XP_002872483.1
OG0016920	evm.model.RL_8.693	XP_002874655.1
OG0016921	evm.model.RL_8.638	XP_002872587.1
OG0016922	evm.model.RL_8.546	XP_020877657.1
OG0016923	evm.model.RL_8.511	XP_002874791.1
OG0016924	evm.model.RL_8.506	XP_020878596.1, XP_002874793.1
OG0016925	evm.model.RL_8.432	XP_020876496.1
OG0016926	evm.model.RL_8.416	XP_002874835.2
OG0016927	evm.model.RL_8.402.1.687c97bc	XP_020876423.1
OG0016928	evm.model.RL_5.693	XP_002892454.1
OG0016929	evm.model.RL_4.411	XP_020869320.1
OG0016930	evm.model.RL_4.265	XP_002863465.1
OG0016931	evm.model.RL_1.1361	XP_020886596.1
OG0016932	evm.model.RL_2.637	XP_002870422.1
OG0016933	evm.model.RL_4.35	XP_002863334.1
OG0016934	evm.model.RL_4.25	XP_002865111.2
OG0016935	evm.model.RL_4.69	XP_002865130.1
OG0016936	evm.model.RL_2.577	XP_020871866.1
OG0016937	evm.model.RL_2.621	XP_020874473.1
OG0016938	evm.model.RL_4.46	XP_002863342.1
OG0016939	evm.model.RL_2.623	XP_020874807.1
OG0016941	evm.model.RL_1.2451	XP_020886463.1
OG0016942	evm.model.RL_1.2453	XP_002885750.2
OG0016943	evm.model.RL_2.628	XP_002868421.1
OG0016944	evm.model.RL_1.2523	XP_020886282.1
OG0016945	evm.model.RL_2.606	XP_020874830.1
OG0016946	evm.model.RL_2.639	XP_020874290.1
OG0016947	evm.model.RL_2.797	XP_020875762.1
OG0016948	evm.model.RL_2.816	XP_020876178.1
OG0016949	evm.model.RL_2.856	XP_020872699.1
OG0016950	evm.model.RL_2.873	XP_002870359.1
OG0016951	evm.model.RL_2.913	XP_002870337.2
OG0016952	evm.model.RL_2.927	XP_002870332.2
OG0016953	evm.model.RL_2.1017	XP_020874242.1
OG0016954	evm.model.RL_2.1019	XP_002870275.1
OG0016955	evm.model.RL_2.1021	XP_020874251.1
OG0016956	evm.model.RL_2.1025	XP_020874809.1
OG0016958	evm.model.RL_2.1068	XP_002870237.1
OG0016959	evm.model.RL_2.239	XP_002870743.1
OG0016960	evm.model.RL_2.237	XP_020872951.1
OG0016961	evm.model.RL_8.2856	XP_020871738.1
OG0016962	evm.model.RL_2.34	XP_020874713.1
OG0016963	evm.model.RL_2.58	XP_020874308.1
OG0016964	evm.model.RL_2.146	XP_020874952.1
OG0016965	evm.model.RL_2.151	XP_002868586.1
OG0016966	evm.model.RL_2.156	XP_002868583.1
OG0016967	evm.model.RL_2.167	XP_020874693.1
OG0016968	evm.model.RL_2.177	XP_020874354.1
OG0016969	evm.model.RL_2.178	XP_020874355.1
OG0016970	evm.model.RL_8.228	XP_002872893.1
OG0016971	evm.model.RL_6.2960	XP_020883656.1
OG0016972	evm.model.RL_6.2958	XP_020885098.1
OG0016973	evm.model.RL_6.2934	XP_020882915.1
OG0016974	evm.model.RL_6.2905	XP_020884110.1
OG0016975	evm.model.RL_6.2894	XP_020884422.1
OG0016976	evm.model.RL_6.2835	XP_002882093.1
OG0016977	evm.model.RL_6.2827	XP_020883296.1
OG0016978	evm.model.RL_6.2801	XP_020882699.1
OG0016979	evm.model.RL_6.2767	XP_020883019.1
OG0016980	evm.model.RL_6.2683	XP_002880181.1
OG0016981	evm.model.RL_6.2633	XP_002880149.2
OG0016983	evm.model.RL_6.2533	XP_020883433.1
OG0016984	evm.model.RL_6.2522	XP_020882651.1
OG0016985	evm.model.RL_6.2515	XP_020885148.1
OG0016986	evm.model.RL_7.415	XP_020881016.1
OG0016987	evm.model.RL_6.2459	XP_020883362.1
OG0016988	evm.model.RL_6.2443	XP_002881890.1
OG0016989	evm.model.RL_6.2412	XP_002880007.1
OG0016991	evm.model.RL_6.2287	XP_020884164.1
OG0016992	evm.model.RL_6.2274	XP_020883865.1
OG0016993	evm.model.RL_4.3410	XP_020877369.1
OG0016994	evm.model.RL_4.3409	XP_020878666.1
OG0016995	evm.model.RL_4.3402	XP_020876632.1
OG0016996	evm.model.RL_4.3386	XP_002873011.2
OG0016997	evm.model.RL_4.3382	XP_002870921.1
OG0016998	evm.model.RL_4.3380.4.687c86de	XP_020878692.1
OG0016999	evm.model.RL_4.3377	XP_002873014.1
OG0017000	evm.model.RL_4.3352	XP_002873022.1
OG0017001	evm.model.RL_4.3349	XP_020878113.1
OG0017002	evm.model.RL_4.3329	XP_020879312.1
OG0017003	evm.model.RL_4.3316	XP_002870960.1
OG0017004	evm.model.RL_4.3315	XP_020878999.1
OG0017005	evm.model.RL_4.3301	XP_002870970.1
OG0017006	evm.model.RL_4.3261	XP_020877320.1
OG0017007	evm.model.RL_4.3189	XP_020879485.1
OG0017008	evm.model.RL_4.3124	XP_020878423.1
OG0017009	evm.model.RL_4.1683	XP_002871897.1
OG0017010	evm.model.RL_4.1624	XP_002871929.1
OG0017011	evm.model.RL_4.1610	XP_002873993.1
OG0017012	evm.model.RL_4.1614.4.687c86d4	XP_020879152.1
OG0017013	evm.model.RL_4.1561	XP_020877552.1
OG0017014	evm.model.RL_4.1550	XP_020876822.1
OG0017015	evm.model.RL_4.1481	XP_020877316.1
OG0017016	evm.model.RL_4.1456	XP_020879278.1
OG0017017	evm.model.RL_4.1445	XP_002872020.2
OG0017018	evm.model.RL_8.2068	XP_002866357.1
OG0017019	evm.model.RL_8.2033	XP_002866334.2
OG0017020	evm.model.RL_8.2387	XP_002866534.1
OG0017021	evm.model.RL_8.2429	XP_002866564.1
OG0017022	evm.model.RL_8.2442	XP_020869712.1
OG0017023	evm.model.RL_8.2480	XP_020881892.1
OG0017024	evm.model.RL_8.2488	XP_020869254.1
OG0017025	evm.model.RL_8.2566	XP_002864925.1
OG0017026	evm.model.RL_8.2579	XP_002864932.1
OG0017027	evm.model.RL_8.2588	XP_002866647.1
OG0017028	evm.model.RL_8.2598	XP_020879780.1
OG0017029	evm.model.RL_8.2599	XP_020871936.1
OG0017030	evm.model.RL_8.2636	XP_020882360.1
OG0017031	evm.model.RL_8.2645	XP_002864963.2
OG0017032	evm.model.RL_8.2663	XP_002864975.1
OG0017033	evm.model.RL_8.2674	XP_002866691.1
OG0017034	evm.model.RL_8.2682	XP_020884736.1
OG0017035	evm.model.RL_8.2694	XP_002866697.2
OG0017036	evm.model.RL_8.2697.1.687c8563	XP_002864995.2
