Orthogroup	Arabidopsis_arenosa	Brassica_napus
OG0015840	jg29031	XP_013697938.2, XP_013664548.1
OG0015841	jg29029	XP_048597890.1, XP_013716452.1
OG0015842	jg29019	XP_022559389.2, XP_013723208.2
OG0015843	jg29017	XP_048621583.1, XP_013657519.2
OG0015844	jg29003	XP_013723264.2, XP_013696751.1
OG0015845	jg29002	XP_013723265.2, XP_013696752.1
OG0015846	jg29000	XP_013716384.1
OG0015847	jg28995	XP_048597896.1
OG0015848	jg28944	XP_013716434.1
OG0015849	jg28933	XP_013716436.1
OG0015850	jg21381	XP_013644300.2, XP_013663333.2
OG0015851	jg28932	XP_013660617.2, XP_048621563.1
OG0015852	jg28930	XP_048594275.1, XP_048621556.1
OG0015853	jg28882	XP_022548874.2, XP_013665694.3
OG0015854	jg28876	XP_013666681.2, XP_022558379.2
OG0015855	jg28847	XP_022547880.2
OG0015856	jg28845	XP_013719897.2, XP_013695443.2
OG0015857	jg28837	XP_048594303.1, XP_048621999.1
OG0015858	jg28829	XP_048613723.1, XP_013698471.2
OG0015859	jg28824	XP_013666424.2, XP_013697759.1
OG0015860	jg28820	XP_048599386.1, XP_013693162.1
OG0015861	jg28812	XP_048613720.1, XP_013666245.3
OG0015862	jg28776	XP_013693782.1, XP_013666470.2
OG0015863	jg5931	XP_013744088.1, XP_013692511.1
OG0015864	jg28722	XP_013664833.1
OG0015865	jg28719	XP_048613672.1, XP_013666404.2
OG0015866	jg28718	XP_048597935.1, XP_013693014.1, XP_048599355.1
OG0015867	jg28671	XP_013696261.2, XP_013719149.2
OG0015868	jg28699	XP_048621948.1, XP_013694622.3
OG0015869	jg28657	XP_013719164.1, XP_013693610.1
OG0015870	jg28656	XP_013696902.1, XP_013719185.2
OG0015871	jg28655	XP_013696900.2, XP_013719314.1
OG0015872	jg28640	XP_022559074.2, XP_013719327.1
OG0015873	jg28624	XP_048597949.1, XP_013664865.1
OG0015874	jg28593	XP_013719243.1, XP_013698313.1
OG0015875	jg28580	XP_013719335.2, XP_013697509.1
OG0015876	jg28571	XP_013697896.1, XP_013719332.1
OG0015877	jg28547	XP_013666369.2, XP_013698462.2
OG0015878	jg28556	XP_013666367.1, XP_013698178.1
OG0015879	jg28539	XP_013666379.1, XP_013698064.1
OG0015880	jg28538	XP_013695958.1, XP_013666371.1
OG0015881	jg28500	XP_013696231.1, XP_013665593.1
OG0015882	jg28482	XP_013666322.2, XP_013697754.2
OG0015883	jg28448	XP_048599258.1, NP_001302866.1
OG0015884	jg28443	XP_013722260.2, XP_013730468.2
OG0015885	jg28434	XP_013730421.2, XP_013722162.2
OG0015886	jg28433	XP_013666266.2, XP_013653637.1
OG0015887	jg28432	XP_013730454.2, XP_013722245.1
OG0015888	jg28429	XP_013722165.3, XP_013730420.1
OG0015889	jg28426	XP_013666261.2, XP_022561854.1
OG0015890	jg28422	XP_013666262.1, XP_022558849.1
OG0015891	jg28414	XP_013698586.2, XP_048634552.1
OG0015892	jg28405	XP_013697076.1, XP_013666256.1
OG0015893	jg28398	XP_048628946.1, XP_013716507.1
OG0015894	jg5200	XP_048625162.1, XP_013665460.2
OG0015895	jg5277	XP_013712756.1, XP_013667683.1
OG0015896	jg5260	XP_013667677.1, XP_013713881.1
OG0015897	jg5238	XP_022549262.1, XP_048625149.1
OG0015898	jg5229	XP_013714693.1, XP_022575156.2
OG0015899	jg5222	XP_048625156.1, XP_013712841.2
OG0015900	jg5288	XP_013667691.1, XP_013714813.1
OG0015901	jg5297	XP_013726182.2
OG0015902	jg5301	XP_013714462.1, XP_013667703.2
OG0015903	jg5376	XP_048602335.1, XP_013662348.1
OG0015904	jg5369	XP_013723116.1, XP_013728210.1
OG0015905	jg5360	XP_013720977.1, XP_013667748.1
OG0015906	jg5355	XP_013662358.1
OG0015907	jg5342	XP_013729037.1, XP_013728150.2
OG0015908	jg5417	XP_013720958.1, XP_013667801.2
OG0015910	jg24072	XP_048632170.1, XP_013735699.2
OG0015911	jg5438	XP_013667604.2, XP_013666030.2
OG0015913	jg5490	XP_048602369.1, XP_013649829.2
OG0015914	jg5511	XP_048602375.1, XP_013649827.1
OG0015915	jg5517	XP_013667548.2, XP_013683065.1
OG0015916	jg5521	XP_013652424.2, XP_013675519.2
OG0015917	jg5551	XP_013649800.1, XP_013649802.2
OG0015918	jg5571	XP_013743085.2, XP_013743091.2
OG0015919	jg5569	XP_013746724.2, XP_013743086.2
OG0015920	jg5579	XP_048605011.1, XP_013707433.1
OG0015921	jg5590	XP_013683102.2, XP_013722328.2
OG0015922	jg5598	XP_013683105.2, XP_013722343.2
OG0015923	jg5600	XP_013722348.2, XP_013680682.2
OG0015924	jg5629	XP_048605262.1, XP_048605111.1
OG0015925	jg5631	XP_048625017.1, XP_013683124.2
OG0015926	jg5663	XP_048625015.1, XP_013690690.2
OG0015927	jg5664	XP_013690085.2, XP_013681935.2
OG0015928	jg5683	XP_013681864.2, XP_013730118.1
OG0015929	jg5685	XP_048627216.1, XP_013681863.1
OG0015930	jg29224	XP_013716108.2, XP_013672629.2
OG0015931	jg5713	XP_013667483.1, XP_013683185.2
OG0015932	jg5728	XP_013667475.2, XP_013683190.2
OG0015933	jg5729	XP_013727674.2, XP_013683527.2
OG0015934	jg5737	XP_013680708.1, XP_048624980.1
OG0015935	jg5769	XP_013727710.1
OG0015936	jg6535	XP_048617893.1, XP_013643812.2
OG0015937	jg6570	XP_013643970.1, XP_013643799.2
OG0015938	jg6579	XP_048603984.1
OG0015939	jg6580	XP_013692072.2, XP_013647294.1
OG0015940	jg6624	XP_022547980.2, XP_048625665.1
OG0015941	jg6646	XP_022547987.2, XP_013733013.1
OG0015942	jg6662	XP_013706269.2, XP_013707498.2
OG0015943	jg6663	XP_013643902.2, XP_013706268.2
OG0015944	jg6751	XP_048625632.1, XP_048591165.1, XP_013677660.3
OG0015945	jg21603	XP_013675525.1, XP_013659794.1, XP_022543992.2, XP_048618189.1
OG0015946	jg14705	XP_013672126.1, XP_013744944.1
OG0015947	jg21598	XP_013644135.2, XP_013644067.2
OG0015948	jg9823	XP_013698094.1, XP_013702811.1
OG0015949	jg21519	XP_013644157.2, XP_013707707.2
OG0015950	jg21445	XP_048618165.1, XP_013644186.2
OG0015951	jg21383	XP_013660760.2, XP_013724370.1
OG0015952	jg21364	XP_048591236.1, XP_048618156.1
OG0015953	jg21376	XP_013644295.1, XP_013663331.2
OG0015954	jg5515	XP_022565820.2, XP_048598204.1
OG0015955	jg4507	XP_013722555.1, XP_048624718.1
OG0015956	jg4514	XP_048603038.1, XP_013695931.2
OG0015957	jg5195	XP_022572669.2, XP_013727413.1
OG0015958	jg5194	XP_013666053.1, XP_013667882.1
OG0015959	jg4500	XP_013746765.1, XP_013715383.2
OG0015960	jg4458	XP_013670834.1, XP_022549414.2
OG0015961	jg21291	XP_022543501.2, XP_013644260.1
OG0015962	jg32639	XP_013717219.2, XP_013646117.1, XP_048598659.1
OG0015963	jg21298	XP_013644266.2, XP_013644265.3
OG0015964	jg4409	XP_013684188.1, XP_013715178.1
OG0015965	jg4393	XP_048624171.1, XP_022555072.2, XP_048598535.1
OG0015966	jg4375	XP_013718974.1, XP_013676132.2
OG0015967	jg4370	XP_013728506.2, XP_048598545.1
OG0015968	jg4351	XP_013728499.1, XP_013715261.3
OG0015969	jg4349	XP_013715285.2, XP_013728474.1
OG0015970	jg4348	XP_013728525.1, XP_013715270.2
OG0015971	jg4337	XP_013715689.2, XP_013728514.1
OG0015972	jg4335	XP_013715256.2, XP_013728477.1
OG0015973	jg4332	XP_013724025.1, XP_048607768.1, XP_048626713.1
OG0015974	jg4328	XP_022549396.2, XP_013736638.2
OG0015975	jg4326	XP_048623218.1, XP_013715573.2
OG0015976	jg4292	XP_013737858.1, XP_013715269.1
OG0015977	jg25537	XP_048609055.1, XP_013736295.2
OG0015978	jg4278	XP_013737846.1, XP_013715203.2
OG0015979	jg4271	XP_013715174.2, XP_013737842.1
OG0015980	jg4263	XP_013724303.2, XP_013678542.1
OG0015981	jg4238	XP_013715563.1, XP_048623237.1
OG0015982	jg30228	XP_022563623.1, XP_013731233.2
OG0015983	jg4210	XP_013729419.1, XP_022549368.2
OG0015984	jg4203	XP_013724541.2, XP_022554207.1
OG0015985	jg4191	XP_048624276.1, XP_022554201.1
OG0015986	jg6498	XP_013647249.1, XP_013647313.2
OG0015987	jg6496	XP_013643778.2, XP_013644009.2
OG0015988	jg6494	XP_013647248.2, XP_013647315.2
OG0015989	jg6487	XP_013675355.3, XP_013699926.2
OG0015990	jg6409	XP_013703786.1, XP_013643733.2
OG0015991	jg6392	XP_048628808.1, XP_013643724.2, XP_013707694.1
OG0015992	jg6366	XP_013647224.2, XP_013659138.1
OG0015993	jg6359	XP_013643706.2, XP_013676037.1
OG0015994	jg6352	XP_013647220.2, XP_013667377.1
OG0015995	jg6342	XP_013700432.1, XP_013678101.2
OG0015996	jg6292	XP_013711571.2, XP_048591060.1
OG0015997	jg6296	XP_013643427.2, XP_013710957.2
OG0015998	jg6313	XP_013660994.3, XP_013724658.2
OG0015999	jg6314	XP_048604302.1, XP_013700472.2
OG0016000	jg6266	XP_013700600.1, XP_013675368.2
OG0016001	jg6262	XP_013724645.1, XP_013659172.2
OG0016002	jg6237	XP_013643469.2, XP_022543373.2
OG0016003	jg6234	XP_022543370.2, XP_022562885.1
OG0016004	jg6223	XP_013661046.2, XP_013724620.2
OG0016005	jg26943	XP_013661775.1, XP_013702966.1
OG0016006	jg6200	XP_013643504.2, XP_022543363.1
OG0016007	jg6193	XP_013736870.2, XP_013643507.2
OG0016008	jg6157	XP_022563954.1, XP_013736893.2
OG0016009	jg6144	XP_013672930.1, XP_013672929.1
OG0016010	jg23036	XP_048632659.1, XP_048617972.1
OG0016011	jg23038	XP_013706615.2, XP_013736976.2
OG0016012	jg13383	XP_013736978.1, XP_013703764.1
OG0016013	jg23056	XP_048602821.1, XP_048602799.1
OG0016014	jg23081	XP_022572403.2, XP_048632663.1, XP_013724254.1
OG0016015	jg23083	XP_048595416.1, XP_013677641.2
OG0016016	jg23106	XP_048632677.1, XP_022562784.1
OG0016017	jg23115	XP_013749331.1, XP_013661100.1
OG0016018	jg23149	XP_013723394.2, XP_048607586.1
OG0016019	jg23157	XP_013723450.1, XP_013731369.1
OG0016020	jg23172	XP_048607570.1, XP_022544196.2
OG0016021	jg23184	XP_022543464.2, XP_013642173.1
OG0016022	jg23185	XP_048607564.1, XP_048637839.1
OG0016023	jg23209	XP_013642901.2, XP_048607555.1
OG0016024	jg23217	XP_013721107.2, XP_013642903.2
OG0016025	jg23229	XP_013642918.2, XP_013721077.1
OG0016026	jg23249	XP_013647028.1, XP_013721071.1
OG0016027	jg23262	XP_013696510.2, XP_013661198.2
OG0016028	jg23274	XP_048625774.1, XP_013661205.2
OG0016029	jg22791	XP_013683468.2
OG0016030	jg22775	XP_013742962.2
OG0016031	jg22767	XP_013716768.2, XP_013671820.1
OG0016032	jg22766	XP_013671821.1, XP_022549038.2
OG0016033	jg22760	XP_013716605.2, XP_013671815.1
OG0016034	jg22757	XP_048598928.1, XP_013671806.2
OG0016035	jg22730	XP_013716577.1, XP_013722221.1
OG0016036	jg22728	XP_013683764.1, XP_013682941.2
OG0016037	jg15015	XP_013663014.3, XP_022564124.1
OG0016038	jg15008	XP_013663007.2, XP_022546783.2
OG0016039	jg14988	XP_022572434.2
OG0016040	jg14951	XP_013737033.2, XP_013721796.1
OG0016041	jg14910	XP_013642677.2, XP_048601925.1
OG0016042	jg14905	XP_013646935.1, XP_013730636.1
OG0016043	jg14900	XP_022563238.2, XP_048596972.1
OG0016044	jg14888	XP_048622066.1, XP_048596969.1
OG0016045	jg14878	XP_048619499.1, XP_048632698.1
OG0016046	jg14862	XP_013737019.2, XP_022561990.2
OG0016047	jg14827, jg14828	XP_013743406.1, XP_013642376.1
OG0016049	jg14814	XP_022543199.1, XP_013718223.1
OG0016050	jg6316	NP_001303154.1, NP_001303079.1
OG0016051	jg14772	XP_013718141.1, XP_022548439.1
OG0016052	jg14740	XP_013746278.2, XP_013642426.2
OG0016053	jg14726	XP_022566782.1, XP_013642423.2
OG0016054	jg14725	XP_013732701.2, XP_013642432.2
OG0016055	jg31531	XP_022569563.2, XP_048596011.1
OG0016056	jg14660	XP_013727073.2, XP_013724867.1
OG0016057	jg14657	XP_013725127.2, XP_013724820.1
OG0016058	jg14652	XP_013725149.1, XP_013724855.1
OG0016059	jg14646	XP_048608821.1, XP_013672150.2
OG0016060	jg14638	XP_022548851.2, XP_048621443.1
OG0016061	jg14631	XP_013737733.2, XP_022548848.1
OG0016062	jg23263	XP_013647031.2, XP_013718909.1
OG0016063	jg14624	NP_001303116.1, XP_048608827.1, XP_022543200.1
OG0016064	jg14618	XP_013705068.1, XP_048620466.1, XP_048627396.1
OG0016066	jg14595	XP_013685289.2, XP_013706787.3
OG0016067	jg14589	XP_013703716.2, XP_013642616.2
OG0016068	jg14583	XP_013642629.2, XP_048606747.1
OG0016069	jg14574	XP_048638615.1, XP_013642634.2
OG0016070	jg19896, jg14566	XP_022543554.2, XP_013748392.1
OG0016071	jg14565	XP_013642658.2, XP_013748411.1
OG0016072	jg14537	XP_013748507.2, XP_013731684.1
OG0016073	jg14533	XP_013748549.2, XP_048606734.1
OG0016074	jg14532	XP_013731617.1, XP_013748562.1
OG0016075	jg14531	XP_013748569.2, XP_013731614.1
OG0016076	jg14527	XP_013710293.1, XP_013731604.2, XP_013665772.1
OG0016077	jg14493	XP_013642590.2, XP_013647828.1
OG0016078	jg14476	XP_013647840.1, XP_013642580.3
OG0016079	jg14464	XP_013711390.2, XP_013669099.2
OG0016080	jg14439	XP_013708286.1, XP_048600052.1
OG0016081	jg14350	XP_013668356.2, XP_013646896.2
OG0016082	jg14302	XP_013641310.1, XP_013642513.2
OG0016083	jg14295	XP_013645195.2, XP_022543951.1
OG0016084	jg14152	XP_013646954.1, XP_022565345.2
OG0016085	jg14029	XP_048607481.1, XP_048590803.1
OG0016086	jg14017	XP_013661402.2, XP_013706092.1
OG0016087	jg14005	XP_013661398.1, XP_013707779.1
OG0016088	jg13109	XP_048625055.1, XP_013667523.2
OG0016089	jg13283	XP_048628472.1, XP_048590795.1, XP_048608910.1
OG0016090	jg13990	XP_013750688.1, XP_013750739.2
OG0016091	jg28570	XP_013695805.2, XP_048594340.1
OG0016093	jg2280	XP_013707145.1, XP_048616134.1
OG0016094	jg2360	XP_013715942.1, XP_013701507.1
OG0016095	jg2384	XP_013703037.2, XP_013649297.2
OG0016096	jg2349	XP_013701854.2, XP_013674147.2
OG0016097	jg2436	XP_048591996.1, XP_048617106.1
OG0016098	jg2460	XP_013698721.1, XP_048592001.1
OG0016099	jg25207	XP_048632352.1, XP_013695376.1
OG0016100	jg2444	XP_022551776.2, XP_013689470.2
OG0016101	jg2469	XP_013747041.1, XP_013689511.2
OG0016102	jg2476	XP_022560766.2, XP_022544845.2
OG0016103	jg2477	XP_048592009.1, XP_013698902.2
OG0016104	jg2483	XP_013702653.2, XP_022544847.2
OG0016105	jg2484	XP_048614181.1, XP_013724739.2
OG0016106	jg2499	XP_013649355.2, XP_022560436.2
OG0016107	jg2517	XP_048617205.1, XP_013649363.2
OG0016108	jg2518	XP_013701623.1, XP_013649362.2
OG0016110	jg2535	XP_013700855.2, XP_013652328.1
OG0016111	jg2549	XP_013668479.1, XP_013690105.2
OG0016112	jg2585	XP_013728847.2, XP_013701072.2
OG0016113	jg2599	XP_013646807.2
OG0016114	jg2611, jg2615	XP_013642191.2, XP_013725756.1
OG0016115	jg2626	XP_013725759.1, XP_013642202.1
OG0016116	jg2632	XP_013649231.1, XP_013743710.1
OG0016117	jg6508	XP_013674405.1, XP_048629366.1, XP_013674469.1
OG0016119	jg2679	XP_013699320.2
OG0016120	jg2696	XP_048592096.1, XP_048617283.1
OG0016121	jg2709	XP_013702587.2, XP_048617290.1
OG0016122	jg2731	XP_048613024.1, XP_013729264.2
OG0016123	jg2733	XP_048613025.1, XP_048604381.1
OG0016124	jg2748	XP_048592116.1, XP_013702174.1
OG0016125	jg2750	XP_022544885.2, XP_013698993.1
OG0016126	jg2764	XP_013700745.1, XP_013649462.1
OG0016127	jg2776	XP_013702716.1, XP_013649480.1
OG0016128	jg2782	XP_013649488.1, XP_013676404.1
OG0016129	jg2786	XP_013649487.1, XP_013674786.1
OG0016130	jg2791	XP_048604388.1, XP_013707997.2
OG0016131	jg2792	XP_013649495.1, XP_013676398.1
OG0016132	jg2795	XP_013649498.1, XP_013676395.1
OG0016133	jg2797	XP_048592127.1, XP_013676394.1
OG0016134	jg2801	XP_048617315.1, XP_048592132.1
OG0016135	jg2803	XP_013676389.1, XP_013649505.1
OG0016136	jg2838	XP_013729741.1, XP_013691606.2
OG0016137	jg3487	XP_013693900.1, XP_013714660.1, XP_048630563.1
OG0016138	jg3474	XP_013650006.1, XP_013696008.3
OG0016139	jg3472	NP_001303108.1, XP_013650010.2
OG0016140	jg3463	XP_013696073.2, XP_048617501.1
OG0016141	jg3435	XP_013648689.2, XP_013664476.1
OG0016142	jg3432	XP_013693778.1, XP_048626325.1, XP_013684225.2
OG0016143	jg3413	NP_001302748.1, XP_013681349.2
OG0016144	jg3406	XP_013650042.2, XP_013660926.1
OG0016145	jg3389	XP_022571466.1, XP_048593640.1
OG0016146	jg3354	XP_048591725.1, XP_013681515.1
OG0016147	jg3341	XP_013648737.1, XP_048592278.1, XP_048617463.1
OG0016148	jg3334	XP_048592272.1, XP_013723519.1
OG0016149	jg3324	XP_013717819.1, XP_013723466.1
OG0016150	jg3318	XP_013717857.1, XP_013723495.1
OG0016151	jg27029	XP_013722946.1, XP_013736761.2
OG0016152	jg3310	XP_013717824.1, XP_022559752.1
OG0016153	jg3308	XP_013717962.1, XP_022560716.1
OG0016154	jg3301	XP_013717915.2, XP_013701729.1
OG0016155	jg3300	XP_013717913.1, XP_013701728.2
OG0016156	jg3284	XP_013717850.2, XP_048592255.1
OG0016157	jg3282	XP_048592254.1, XP_013701682.2
OG0016158	jg3274	XP_013717917.1, XP_013702030.1
OG0016159	jg3266	XP_013703041.1, XP_013717977.1
OG0016160	jg3243	XP_013717898.2, XP_013702361.1
OG0016162	jg3223	XP_013699300.1, XP_013717822.2
OG0016163	jg3213	XP_013717939.2, XP_048592229.1
OG0016164	jg32715	XP_013667428.2, XP_013675880.2
OG0016165	jg3203	XP_048617416.1, XP_013649899.1
OG0016166	jg3201	XP_048592226.1, XP_013701189.1
OG0016167	jg3197	XP_013702524.2, XP_013649904.1
OG0016168	jg3179	XP_013700809.2, XP_013649915.2
OG0016169	jg3161	XP_013649933.1, XP_013698898.1
OG0016170	jg3152	XP_013649937.1, XP_022560727.2
OG0016172	jg3140	XP_013700642.1, XP_013649952.2
OG0016173	jg3129	XP_013682511.1, XP_013648874.1
OG0016174	jg3120	XP_013743340.1, XP_013682506.1
OG0016177	jg3110	XP_048592205.1, XP_048617405.1
OG0016178	jg3106	XP_013652410.1
OG0016179	jg3086	XP_048617380.1, XP_013649751.1
OG0016180	jg3085	XP_013649716.2, XP_013649754.2
OG0016181	jg3079	XP_013737876.1, XP_013676732.1
OG0016182	jg3049	XP_013649686.1, XP_013708299.1
OG0016183	jg3041	XP_048592178.1, XP_022567488.1
OG0016185	jg3007	XP_048615995.1, XP_048591756.1
OG0016186	jg2979	XP_013676702.2, XP_013676656.2
OG0016187	jg2975	XP_022560244.2, XP_013649631.1
OG0016188	jg2972	XP_013702429.2, XP_048616001.1
OG0016189	jg2959	XP_013695439.1, XP_013676607.1
OG0016190	jg2954	XP_013676609.1, XP_013695456.2
OG0016191	jg2951	XP_013649598.1, XP_013701894.1
OG0016192	jg2949	XP_013719825.1, XP_013676617.1
OG0016193	jg2946	XP_013702669.1, XP_013649599.1
OG0016194	jg2939	XP_013648830.2, XP_048616019.1
OG0016195	jg2902	XP_048617345.1, XP_022571515.2
OG0016196	jg2886	XP_013743336.2, XP_048604540.1
OG0016197	jg2884	XP_013649556.1, XP_013702100.1
OG0016198	jg2882	XP_013649555.1, XP_013702017.1
OG0016199	jg3561	XP_013737428.1, XP_048603376.1
OG0016200	jg3575	XP_048617548.1, XP_013650112.2
OG0016201	jg3576	XP_013648643.2, XP_048616305.1
OG0016202	jg3580	XP_013650111.2, XP_048617552.1
OG0016203	jg3585	XP_013676913.1, XP_013650106.1
OG0016204	jg3614	XP_048628313.1, XP_013676889.1, XP_013674907.1
OG0016205	jg3644	XP_013648610.2, XP_013701610.1
OG0016206	jg3662	XP_048617593.1, XP_048592407.1
OG0016207	jg3672	XP_013725918.3, XP_048628926.1, XP_013676921.2
OG0016208	jg3751	XP_013714904.2, XP_048612102.1, XP_048604027.1
OG0016209	jg3752	XP_022544683.1, XP_013646722.1
OG0016210	jg3760	XP_013682286.1, XP_013652059.1
OG0016211	jg3762	XP_013648557.1, XP_013678620.1
OG0016212	jg3767	XP_013711464.1, XP_048592444.1
OG0016213	jg3780	XP_048617627.1, XP_013712176.2
OG0016214	jg3795	XP_013648762.1, XP_048616342.1
OG0016215	jg3790	XP_022544677.1, XP_048615783.1
OG0016216	jg13534	XP_013725655.1, XP_048633364.1
OG0016217	jg3789	XP_013678635.2, XP_013648536.1
OG0016218	jg25237	XP_048635886.1, XP_013685639.2
OG0016219	jg25254	XP_013673197.2, XP_022567376.1
OG0016220	jg25281	XP_013668256.1, XP_013749877.2
OG0016221	jg25285	XP_013673219.2, XP_048602832.1
OG0016222	jg25338	XP_013737765.1, XP_013749812.1
OG0016223	jg25358	XP_048593168.1, XP_022564045.1
OG0016224	jg25361, jg20701	XP_048595676.1, XP_013722644.1
OG0016225	jg25372	XP_048635837.1, XP_048613091.1
OG0016226	jg25406	XP_013643852.2, XP_013673275.2
OG0016228	jg25494	XP_022550953.1, XP_013644645.1
OG0016229	jg25502	XP_013684863.1, XP_022572145.1
OG0016230	jg25529	XP_013693513.2, XP_048612988.1
OG0016231	jg25583	XP_013702137.2, XP_013693105.1
OG0016232	jg25598	XP_013702328.1, XP_048612962.1
OG0016233	jg25616	XP_013680893.2, XP_048600836.1
OG0016234	jg25634	XP_013673076.1, XP_022543648.2
OG0016235	jg25636	XP_013703042.2, XP_013698115.1
OG0016236	jg25665	XP_013749735.2, XP_013697263.1
OG0016237	jg25677	XP_013697951.1, XP_013749730.2
OG0016238	jg25678	XP_013687291.1, XP_013749729.1
OG0016239	jg25679	XP_013690667.1, XP_013640032.1
OG0016240	jg25682	XP_013749616.1, XP_013749727.2
OG0016241	jg31912, jg1524	XP_013722728.2
OG0016242	jg25720	XP_013749589.1, XP_048630764.1, XP_013749703.1
OG0016243	jg25746	XP_013686761.1, XP_048602148.1
OG0016244	jg25769	XP_013690529.1, XP_048594773.1
OG0016245	jg25771	XP_048635713.1, XP_013697216.2
OG0016246	jg25773	XP_013749550.1, XP_013696889.2
OG0016247	jg25778	XP_048594759.1, XP_013692644.1
OG0016248	jg25781	XP_048594751.1, XP_013687447.1
OG0016249	jg25807	XP_022547642.1, XP_013693997.1
OG0016250	jg25843	XP_013684876.1, XP_013736355.2
OG0016251	jg25849	XP_022551923.2, XP_022543395.2
OG0016252	jg25852	XP_048609098.1, XP_048632443.1
OG0016253	jg25861	XP_048635660.1, XP_013639965.1, XP_013719105.2
OG0016254	jg25903	XP_013718760.1, XP_048635638.1, XP_022575344.1
OG0016255	jg25913	XP_013686000.2, XP_048614410.1, XP_022575340.1
OG0016256	jg25920	XP_013688301.2, XP_013718751.1
OG0016257	jg25927	XP_048635628.1, XP_022551633.1
OG0016258	jg25932	XP_013685977.3, XP_048635626.1, XP_013685971.2
OG0016259	jg25968	XP_013749404.2, XP_022560457.1
OG0016260	jg25985	XP_048632455.1, XP_013655115.1
OG0016261	jg25999	XP_013710105.1, XP_013747114.1
OG0016262	jg26020	XP_013749368.2, XP_048635583.1, XP_013744106.1
OG0016263	jg26026	XP_022547589.1, XP_013705607.1
OG0016264	jg26049	XP_013692173.1
OG0016265	jg26056	XP_048634888.1, XP_048630712.1, XP_048612537.1
OG0016267	jg26110	XP_013720576.1, XP_013684926.1
OG0016268	jg26118	XP_013675057.2, XP_013665746.1
OG0016269	jg26126	XP_048593915.1, XP_013648071.1
OG0016270	jg26127	XP_013667463.1, XP_013675692.1
OG0016271	jg26138	XP_013641048.2, XP_013648082.1
OG0016272	jg26206	XP_013703622.1, XP_013703936.1
OG0016273	jg706	XP_013714547.1, XP_013708678.1
OG0016274	jg26231	XP_013640674.2, XP_013678562.2
OG0016275	jg26241	XP_013678563.1, XP_013730063.2
