Orthogroup	Arabidopsis_arenosa	Aethionema_saxatile
OG0014480	jg15379	As012G280110
OG0014481	jg15384	As012G280250
OG0014482	jg15422	As012G280870
OG0014483	jg15452	As012G281500
OG0014484	jg15464	As012G281610
OG0014485	jg15465	As012G281620
OG0014486	jg15472	As012G281730
OG0014487	jg15493	As012G282010
OG0014488	jg15585	As012G282660
OG0014489	jg15591	As012G282700
OG0014490	jg19319	As012G282780
OG0014491	jg15622	As012G282970
OG0014492	jg15642	As012G283170
OG0014493	jg15646, jg15714	As012G283230
OG0014494	jg15704	As012G283250
OG0014496	jg15810	As012G284320
OG0014497	jg15830	As012G284520
OG0014498	jg15835	As012G284560
OG0014499	jg15874	As012G284750
OG0014500	jg15888	As012G284880
OG0014501	jg15951	As012G285220
OG0014502	jg15954	As012G285240
OG0014503	jg15955	As012G285250
OG0014504	jg15984	As012G285430
OG0014505	jg15986	As012G285450
OG0014506	jg16038	As012G285860
OG0014507	jg16041	As012G285900
OG0014508	jg16064	As012G286000
OG0014509	jg16087	As012G286230
OG0014510	jg16096	As012G286300
OG0014511	jg15637	As012G286620
OG0014512	jg16121	As012G286740
OG0014513	jg16127	As012G286800
OG0014514	jg16143	As012G286980, As012G287000
OG0014515	jg16156	As012G287090
OG0014516	jg16209	As012G287520
OG0014517	jg16230	As012G287690
OG0014518	jg16244	As012G287810
OG0014519	jg16254	As012G287910
OG0014520	jg16262	As012G287970
OG0014521	jg16264	As012G287980
OG0014522	jg16265	As012G287990
OG0014523	jg16283	As012G288090
OG0014524	jg16318	As012G288360
OG0014526	jg16386	As012G289020
OG0014527	jg16387	As012G289030
OG0014528	jg16417	As012G289190
OG0014529	jg16435	As012G289290
OG0014530	jg16437	As012G289320
OG0014531	jg16446	As012G289440
OG0014532	jg16447	As012G289450
OG0014533	jg16451	As012G289500
OG0014637	jg9599	As001G000280
OG0014638	jg28055	As001G000430
OG0014639	jg9575	As001G000490
OG0014640	jg9571	As001G000510
OG0014641	jg9567	As001G000560
OG0014642	jg9564	As001G000590
OG0014643	jg9557	As001G000670
OG0014644	jg3384	As001G000810
OG0014645	jg9536	As001G000830
OG0014646	jg9535	As001G000840
OG0014647	jg9525	As001G000900
OG0014648	jg9519	As001G000980
OG0014649	jg9517	As001G001010
OG0014650	jg9504	As001G001150
OG0014651	jg9503	As001G001160
OG0014652	jg9491	As001G001250
OG0014653	jg9486	As001G001350
OG0014654	jg9482	As001G001390
OG0014655	jg9473	As001G001400
OG0014656	jg3424	As001G001530
OG0014657	jg9454	As001G001550
OG0014658	jg9448, jg17061, jg17058	As001G001630, As001G001590
OG0014659	jg9438	As001G001700
OG0014660	jg9437	As001G001710
OG0014661	jg9381	As001G002320
OG0014662	jg9324	As001G002960
OG0014663	jg9320	As001G002990
OG0014664	jg16887	As001G003040
OG0014665	jg9309	As001G003050
OG0014666	jg8276	As001G003100
OG0014667	jg9288	As001G003340
OG0014668	jg9280	As001G003420
OG0014669	jg9277	As001G003460
OG0014670	jg9263	As001G003670
OG0014671	jg9260	As001G003700
OG0014672	jg29234	As001G003910
OG0014673	jg9242	As001G003920
OG0014675	jg9220	As001G004100
OG0014676	jg9219	As001G004110
OG0014677	jg9210	As001G004270
OG0014678	jg9207	As001G004290
OG0014679	jg9193	As001G004520
OG0014680	jg9160	As001G004830
OG0014682	jg9151	As001G004960
OG0014684	jg9127	As001G005340
OG0014685	jg9098	As001G005800
OG0014686	jg9108	As001G006080
OG0014687	jg9110	As001G006240
OG0014689	jg8934	As001G009970
OG0014690	jg9032	As001G010050
OG0014691	jg9029	As001G010380
OG0014692	jg9027	As001G010460
OG0014693	jg9021	As001G010510
OG0014694	jg23826, jg23833	As001G011180
OG0014695	jg8996	As001G012190
OG0014696	jg8928	As001G012730
OG0014697	jg8951	As001G013580
OG0014698	jg8966	As001G013750
OG0014699	jg8971	As001G013810
OG0014700	jg8920	As001G013910
OG0014701	jg8922	As001G014070
OG0014702	jg8899	As001G014240
OG0014703	jg8888	As001G014330
OG0014705	jg28257	As001G014940, As001G018320
OG0014706	jg8825	As001G015520
OG0014707	jg8816	As001G015610
OG0014708	jg8811	As001G015650
OG0014709	jg31722	As001G015790
OG0014710	jg31755	As001G015930
OG0014711	jg31774	As001G015990
OG0014712	jg31808	As001G016240
OG0014713	jg31810	As001G016250
OG0014714	jg31823	As001G016410
OG0014715	jg31824	As001G016420
OG0014716	jg31863	As001G016730
OG0014717	jg31872	As001G016770
OG0014718	jg31879	As001G016790
OG0014719	jg31881	As001G016800
OG0014720	jg31885	As001G016900
OG0014722	jg31904	As001G017040
OG0014723	jg10918	As001G017390
OG0014724	jg10919	As001G017410
OG0014725	jg10929	As001G017480
OG0014726	jg10933	As001G017520
OG0014727	jg10934	As001G017530
OG0014728	jg10936	As001G017550
OG0014729	jg10951	As001G017640
OG0014730	jg10964	As001G017860
OG0014731	jg11008	As001G018120
OG0014732	jg11018	As001G018300
OG0014733	jg1558	As001G018350
OG0014734	jg15774	As001G018510
OG0014735	jg1507	As001G018640
OG0014736	jg2282	As001G018810
OG0014737	jg1454	As001G018820
OG0014738	jg1447	As001G018850
OG0014739	jg1407	As001G019070
OG0014740	jg1361	As001G019150
OG0014741	jg1349	As001G019190
OG0014742	jg1201	As001G019580
OG0014743	jg1100	As001G020150
OG0014744	jg18947	As001G020320, As001G020330
OG0014745	jg9453	As001G020460
OG0014746	jg979	As001G020650
OG0014747	jg956	As001G020860
OG0014748	jg895	As001G021170
OG0014749	jg880	As001G021290
OG0014750	jg848	As001G021560
OG0014751	jg753	As001G022030
OG0014752	jg718	As001G022140
OG0014753	jg12898	As001G022210
OG0014754	jg12925	As001G022470
OG0014755	jg12928	As001G022490
OG0014756	jg12934	As001G022580
OG0014757	jg12958	As001G022720
OG0014758	jg1732, jg12965	As001G022780
OG0014759	jg12967	As001G022800
OG0014760	jg12969	As001G022820
OG0014761	jg12974	As001G022860
OG0014763	jg12990	As001G023000
OG0014764	jg13025	As001G023300
OG0014765	jg13076	As001G023660
OG0014766	jg13086	As001G023760
OG0014767	jg13093	As001G023770
OG0014768	jg13104	As001G023860
OG0014769	jg13143	As001G024060
OG0014770	jg13146	As001G024080
OG0014771	jg13165	As001G024230
OG0014772	jg13168	As001G024280
OG0014773	jg13186	As001G024430
OG0014774	jg13241	As001G024790
OG0014775	jg13273	As001G024990
OG0014776	jg13275	As001G025010
OG0014777	jg13282	As001G025070
OG0014778	jg13291	As001G025090
OG0014779	jg13297	As001G025170
OG0014780	jg13346	As001G025470
OG0014781	jg13363	As001G025590
OG0014782	jg13368	As001G025640
OG0014783	jg13385	As001G025790
OG0014784	jg13399	As001G025850
OG0014785	jg13409	As001G025950
OG0014786	jg13414	As001G026000
OG0014788	jg13490	As001G026400
OG0014789	jg13514	As001G026540
OG0014790	jg13530	As001G026670
OG0014791	jg13557	As001G026820
OG0014792	jg13558	As001G026830
OG0014793	jg13617	As001G027070
OG0014794	jg13653	As001G027230
OG0014795	jg13657	As001G027260
OG0014796	jg12502	As001G027770, As004G078300
OG0014797	jg13804	As001G027890
OG0014798	jg13860	As001G028090
OG0014799	jg12419	As004G077960, As001G028170
OG0014800	jg796	As001G028200
OG0014801	jg2241	As001G028270
OG0014802	jg2230	As001G028370
OG0014803	jg2226	As001G028400
OG0014804	jg2175	As001G028560
OG0014805	jg2105	As001G028800
OG0014806	jg2087	As001G028900
OG0014807	jg2059	As001G029010
OG0014808	jg2049	As001G029090
OG0014809	jg2019	As001G029190
OG0014810	jg2008	As001G029240
OG0014811	jg1985	As001G029270
OG0014812	jg1965	As001G029310
OG0014813	jg1934	As001G029390
OG0014814	jg1857	As001G029540
OG0014815	jg1818	As001G029640
OG0014816	jg1808	As001G029670
OG0014817	jg1763	As001G029780
OG0014818	jg1753	As001G029810
OG0014819	jg1747	As001G029830
OG0014820	jg1744	As001G029850
OG0014821	jg23380	As001G029900
OG0014822	jg1725	As001G029910
OG0014823	jg1587	As001G029960
OG0014824	jg1584	As001G029980
OG0014825	jg1717	As001G030030
OG0014826	jg356	As001G030170
OG0014827	jg14953	As001G030260
OG0014828	jg13189	As001G030380
OG0014829	jg377	As001G030440
OG0014830	jg387	As001G030490
OG0014831	jg389	As001G030510
OG0014832	jg394	As001G030580
OG0014833	jg469	As001G031010
OG0014834	jg483	As001G031090
OG0014835	jg502	As001G031200
OG0014836	jg526	As001G031290
OG0014837	jg529	As001G031320
OG0014838	jg530	As001G031330, As001G031340
OG0014839	jg535	As001G031370
OG0014840	jg536	As001G031380
OG0014841	jg569	As001G031530
OG0014842	jg603	As001G031740
OG0014843	jg624	As001G031820
OG0014844	jg631	As001G031870
OG0014845	jg633	As001G031890
OG0014846	jg635	As001G031910
OG0014847	jg671	As001G032040
OG0014848	jg25210	As002G032410
OG0014849	jg9636	As002G032480
OG0014850	jg9869	As002G032590
OG0014852	jg9839	As002G032840
OG0014853	jg9830	As002G032880
OG0014854	jg19396	As002G033180
OG0014855	jg12027	As002G033260
OG0014856	jg19388	As002G033290
OG0014857	jg19368	As002G033380
OG0014858	jg19383	As002G033490
OG0014859	jg19353	As002G033620
OG0014860	jg19335	As002G033760
OG0014861	jg19332	As002G033800
OG0014862	jg24827	As002G033940
OG0014863	jg24829	As002G033960
OG0014864	jg24844	As002G034040
OG0014865	jg24848	As002G034090
OG0014866	jg24854	As002G034180
OG0014867	jg24872	As002G034310
OG0014868	jg24884	As002G034400
OG0014869	jg24895	As002G034490
OG0014870	jg24898	As002G034670
OG0014871	jg24899	As002G034680
OG0014872	jg24912	As002G034930
OG0014873	jg24913	As002G034940
OG0014874	jg24917	As002G034990
OG0014875	jg4106	As002G035040, As005G108510
OG0014876	jg24937	As002G035230
OG0014877	jg24938	As002G035250
OG0014878	jg24958	As002G035460
OG0014879	jg24966	As002G035560
OG0014880	jg24970	As002G035590
OG0014881	jg24974	As002G035630
OG0014883	jg22514	As002G040530, As002G036390
OG0014884	jg25054	As002G036630
OG0014885	jg25040	As002G036780
OG0014886	jg25057	As002G036830
OG0014887	jg25062	As002G036930
OG0014888	jg25081	As002G037110, As002G037100
OG0014889	jg25157	As002G038310
OG0014890	jg25173	As002G038630
OG0014891	jg25165	As002G038750
OG0014892	jg25190	As002G038920
OG0014893	jg7026	As002G039340
OG0014894	jg21608	As002G039430
OG0014895	jg6970	As002G039440
OG0014896	jg21629	As002G039880
OG0014897	jg26354	As002G041360
OG0014898	jg21688	As002G041960
OG0014899	jg29181	As002G042150
OG0014900	jg21723	As002G042300
OG0014901	jg21725	As002G042320
OG0014902	jg21733	As002G042390
OG0014903	jg21741	As002G042600
OG0014904	jg21759	As002G042780
OG0014905	jg21790	As002G043290
OG0014906	jg21827	As002G043490
OG0014907	jg21828	As002G043500
OG0014908	jg21843	As002G043580
OG0014909	jg21845	As002G043600
OG0014910	jg21847	As002G043620
OG0014911	jg21880	As002G043860
OG0014912	jg21896	As002G043950
OG0014913	jg21897	As002G043960
OG0014914	jg21908	As002G043990
OG0014915	jg21910	As002G044010
OG0014916	jg21911	As002G044020
OG0014917	jg21931	As002G044190
OG0014918	jg21948	As006G143690, As002G044300
OG0014919	jg21952	As002G044330
OG0014920	jg21990	As002G044510
OG0014921	jg22053	As002G044720
OG0014922	jg22038	As002G044870
OG0014923	jg22025	As002G045010
OG0014924	jg22065	As002G045190
OG0014926	jg22081	As002G045350
OG0014927	jg22148	As002G045740
OG0014928	jg22235	As002G046160
OG0014929	jg22309	As002G046600
OG0014930	jg30406, jg30404	As002G046980
OG0014931	jg22357	As002G047140
OG0014932	jg22378	As002G047230
OG0014933	jg22386	As002G047290
OG0014934	jg22394	As002G047360
OG0014935	jg22460	As002G047870
OG0014936	jg22470	As002G047960
OG0014937	jg22481	As002G048060
OG0014939	jg22541	As002G048270
OG0014940	jg22555	As002G048370
OG0014941	jg22556	As002G048380
OG0014942	jg22595	As002G048720
OG0014943	jg22598	As002G048740
OG0014944	jg22599	As002G048750
OG0014945	jg22641	As002G049100
OG0014946	jg22668	As002G049310
OG0014947	jg22670	As002G049340
OG0014949	jg22687	As002G049530
OG0014950	jg22695	As002G049610
OG0014951	jg22718	As002G049930
OG0014952	jg22720	As002G049950
OG0014954	jg6955	As002G050080
OG0014955	jg5153	As002G050250
OG0014956	jg5154	As002G050260
OG0014957	jg5126	As002G050540
OG0014958	jg5102	As002G050740
OG0014959	jg5056	As002G051100
OG0014960	jg5025	As002G051360
OG0014961	jg4989	As002G051710, As002G051690
OG0014962	jg4986	As002G051740
OG0014963	jg4975	As002G051850
OG0014964	jg4966	As002G051900
OG0014965	jg4962	As002G051920
OG0014966	jg4940	As002G052130
OG0014967	jg4933	As002G052180
OG0014968	jg4932	As002G052190
OG0014969	jg18981	As002G052220
OG0014970	jg4923	As002G052280
OG0014971	jg4920	As002G052310
OG0014972	jg4916	As002G052340
OG0014973	jg4899	As002G052540
OG0014974	jg4898	As002G052560
OG0014975	jg4879	As002G052760
OG0014976	jg4876	As002G052800
OG0014977	jg4873	As002G052830
OG0014978	jg4869	As002G052920
OG0014979	jg4851	As002G053100
OG0014980	jg4850	As002G053110
OG0014981	jg4823	As002G053320
OG0014982	jg4783	As002G053600
OG0014983	jg4778	As002G053650
OG0014984	jg4762	As002G053780
OG0014985	jg4761	As002G053790
OG0014986	jg4731	As002G054080
OG0014987	jg4682	As002G054540
OG0014988	jg4680	As002G054570
OG0014989	jg4644	As002G054810
OG0014990	jg4603	As002G055170
OG0014991	jg4592	As002G055260
OG0014992	jg4581	As002G055340
OG0014993	jg4571	As002G055420
OG0014994	jg10902	As003G055600
OG0014995	jg10882	As003G055730
OG0014996	jg10880	As003G055750
OG0014997	jg10838	As003G056110
OG0014998	jg10837	As003G056130
OG0014999	jg10753	As003G056770
OG0015000	jg10745	As003G056950
OG0015001	jg10730	As003G057060
OG0015002	jg10728	As003G057080
OG0015003	jg10722	As003G057130
OG0015005	jg10707	As003G057270
OG0015006	jg10675	As003G057520
OG0015007	jg10663	As003G057590
OG0015008	jg10646	As003G057740
OG0015009	jg10611	As003G057950
OG0015010	jg10610	As003G057960
OG0015011	jg10604	As003G058020
OG0015012	jg10561	As003G058260
OG0015013	jg10499	As003G058670, As003G058710
OG0015014	jg10493	As003G058780
OG0015015	jg10487	As003G058830
OG0015016	jg30329	As003G058880
OG0015017	jg10451	As003G059070
OG0015018	jg10441	As003G059140
OG0015019	jg5245	As003G059260, As009G200120
OG0015020	jg10431	As003G059280
OG0015021	jg10418	As003G059490
OG0015022	jg10412	As003G059550
OG0015023	jg10407	As003G059580
OG0015024	jg10395	As003G059700
OG0015025	jg10381	As003G059820
OG0015026	jg10377	As003G059870
OG0015027	jg10345	As003G059990
OG0015028	jg10279	As003G060500
OG0015029	jg10257	As003G060660
OG0015030	jg10239	As003G060860
OG0015031	jg10235	As003G060910
OG0015032	jg10216	As003G061040
OG0015033	jg10092	As003G062040
OG0015034	jg10069	As003G062250
OG0015035	jg31934	As003G062320
OG0015036	jg31941	As003G062360
OG0015037	jg31945	As003G062390
OG0015038	jg31957	As003G062440
OG0015039	jg31958	As003G062460
OG0015040	jg31975	As003G062610
OG0015041	jg31977	As003G062630
OG0015042	jg31980	As003G062670
OG0015043	jg31984	As003G062730
OG0015044	jg32098	As003G063280
OG0015046	jg32107	As003G063350
OG0015047	jg32138	As003G063460
OG0015048	jg32211	As003G063800
OG0015049	jg32218	As003G063840
OG0015050	jg32219	As003G063850
OG0015051	jg32241	As003G063960
OG0015052	jg32271	As003G064090
OG0015053	jg32297	As003G064180
OG0015055	jg32299	As003G064200
OG0015056	jg32329	As003G064230
OG0015057	jg32614	As003G064580
OG0015058	jg32603	As003G064600
OG0015059	jg32595	As003G064650
OG0015060	jg32534	As003G064830
OG0015061	jg32518	As003G064890
OG0015062	jg32514	As003G064970
OG0015063	jg32503, jg32511	As003G065040
OG0015064	jg32492	As003G065110
OG0015065	jg32660	As003G065220
OG0015066	jg11021	As003G065290
OG0015067	jg32811	As003G065400
OG0015068	jg32799	As003G065470
OG0015069	jg32779	As003G065560
OG0015070	jg32755	As003G065820
OG0015071	jg32481	As003G066010
OG0015072	jg32706	As003G066280
OG0015073	jg32707	As003G066290
OG0015074	jg32713	As003G066300
OG0015075	jg21064	As003G066550
OG0015076	jg32833	As003G066600
OG0015077	jg31306	As003G067310
OG0015078	jg26498	As003G067480
OG0015079	jg31298	As003G068120
OG0015080	jg31299	As003G068230
OG0015081	jg23095	As003G068390, As009G218090
OG0015082	jg31343	As003G068640
OG0015084	jg31445	As003G069850
OG0015085	jg31500	As003G070140
OG0015086	jg31522	As003G070300
OG0015087	jg31542	As003G070450
OG0015088	jg31545	As003G070490
OG0015089	jg31549	As003G070650
OG0015090	jg31551	As003G070670
OG0015091	jg31609	As003G071110
OG0015092	jg31622	As003G071230
OG0015093	jg31626	As003G071250
OG0015094	jg8807	As003G071660
OG0015095	jg8789	As003G071880
OG0015096	jg8747	As003G072160
OG0015097	jg8740	As003G072230
OG0015098	jg8736	As003G072270
OG0015099	jg8731	As003G072330
OG0015100	jg8729	As003G072350
OG0015101	jg8712	As003G072450
OG0015102	jg8694	As003G072590
OG0015103	jg8658	As003G072990
OG0015104	jg8654	As003G073030
OG0015105	jg8652	As003G073040
OG0015106	jg8651	As003G073050
OG0015107	jg8742	As003G073080
OG0015108	jg8621	As003G073370
OG0015109	jg8615	As003G073430
OG0015110	jg8610	As003G073480
OG0015111	jg8607	As003G073510
OG0015112	jg8593	As003G073660
OG0015113	jg11939	As003G073820
OG0015114	jg8572	As003G073910
OG0015115	jg8554	As003G074100
OG0015116	jg8541	As003G074270
OG0015117	jg8535	As003G074340
OG0015118	jg8527	As003G074420
OG0015119	jg8523	As003G074450
OG0015120	jg8521	As003G074470
OG0015121	jg8505	As003G074680
OG0015122	jg8467	As003G075000
OG0015123	jg8465	As003G075030
OG0015124	jg8431	As003G075110
OG0015125	jg8408	As003G075470
OG0015126	jg8402	As003G075540
OG0015127	jg8383	As003G075720
OG0015128	jg8373, jg32607	As003G075830
OG0015129	jg8356	As003G076000
OG0015130	jg8350	As003G076040
OG0015131	jg8340	As003G076110
OG0015132	jg8337	As003G076140
OG0015133	jg8335	As003G076160
OG0015134	jg8288	As003G076420
OG0015135	jg8290	As003G076440
OG0015136	jg8294	As003G076480
OG0015137	jg8295	As003G076490
OG0015138	jg8308, jg8301	As003G076550
OG0015139	jg8310	As003G076570
OG0015140	jg8271	As003G076640
OG0015141	jg11840	As004G076680
OG0015142	jg12168	As004G076750
OG0015143	jg12038	As004G076850
OG0015144	jg12028	As004G076880
OG0015145	jg12052	As004G076960
OG0015146	jg1906	As004G076970
OG0015147	jg12198	As004G077210
OG0015148	jg12204	As004G077240
OG0015149	jg12254	As004G077440
OG0015150	jg12258	As004G077470
OG0015151	jg12302	As004G077510
OG0015152	jg12385	As004G077810
OG0015153	jg12402	As004G077850
OG0015154	jg12415	As004G077910
OG0015155	jg12485	As004G078220
OG0015156	jg12534	As004G078420
OG0015157	jg12553	As004G078560
OG0015158	jg12554	As004G078570
OG0015159	jg20516	As004G078640
OG0015160	jg31683	As004G078700
OG0015161	jg18627	As004G078840
OG0015162	jg18629	As004G078870
OG0015163	jg18631	As004G078890
OG0015164	jg14366	As004G079220
OG0015165	jg14369	As004G079260
OG0015166	jg31820	As004G079310
OG0015167	jg18679	As004G079440
OG0015168	jg18674	As004G079470
OG0015169	jg18672	As004G079500
OG0015170	jg18663	As004G079550
OG0015171	jg18659	As004G079610
OG0015172	jg32122	As004G080130
OG0015173	jg7253	As004G080240
OG0015174	jg7181	As004G080520
OG0015175	jg7176	As004G080540
OG0015176	jg7119	As004G080560
OG0015178	jg7102, jg7137	As004G080620
OG0015179	jg32291	As004G080630
OG0015180	jg7057	As004G080830
OG0015181	jg18532	As004G081070
OG0015182	jg18518	As004G081120
OG0015183	jg18516	As004G081180
OG0015184	jg18493	As004G081380
OG0015185	jg18488	As004G081430
OG0015186	jg18475	As004G081550
OG0015187	jg18474	As004G081560
OG0015188	jg18457	As004G081670
OG0015189	jg18446	As004G081800
OG0015190	jg20926	As004G081950
OG0015191	jg20930	As004G081980
OG0015192	jg20931	As004G081990
