Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_NCBI
OG0017918	XP_018438441.1	XP_002886567.1
OG0017919	XP_018434150.1	XP_020890075.1
OG0017920	XP_018463708.1, XP_018455288.1	XP_002886572.1
OG0017921	XP_018438082.1, XP_018441112.1	XP_020890062.1
OG0017922	XP_018439918.1	XP_020891213.1
OG0017923	XP_018452084.1	XP_002886619.1
OG0017924	XP_018444974.1, XP_018461592.1	XP_002888425.1
OG0017925	XP_018454295.1	XP_002888203.2
OG0017926	XP_018463360.1, XP_018454289.1	XP_020891443.1
OG0017927	XP_018435151.1	XP_020865643.1
OG0017928	XP_018457327.1	XP_020868947.1
OG0017929	XP_018451104.1	XP_002888424.1
OG0017930	XP_018434237.1	XP_020868285.1
OG0017931	XP_018457240.1	XP_020868292.1
OG0017932	XP_018456462.1	XP_002887917.1
OG0017933	XP_018480402.1, XP_018458466.1	XP_020880646.1
OG0017934	XP_018454342.1	XP_002883844.1
OG0017936	XP_018435072.1	XP_002863396.1
OG0017937	XP_018481035.1	XP_020881207.1
OG0017938	XP_018453078.1	XP_002865167.1
OG0017939	XP_018464025.1, XP_018485322.1	XP_020865684.1
OG0017940	XP_018439541.1	XP_002865111.2
OG0017941	XP_018440425.1	XP_002890726.1
OG0017942	XP_018477584.1	XP_020869320.1
OG0017943	XP_018437216.1	XP_002863598.1
OG0017944	XP_018457766.1	XP_020876423.1
OG0017945	XP_018465586.1, XP_018455666.1	XP_002874835.2
OG0017946	XP_018450484.1	XP_002867413.1
OG0017947	XP_018470103.1	XP_020873129.1
OG0017948	XP_018472275.1	XP_020872507.1
OG0017949	XP_018470695.1	XP_020872508.1
OG0017950	XP_018448067.1	XP_002868147.1
OG0017951	XP_018467668.1	XP_020873960.1
OG0017952	XP_018433928.1	XP_020869128.1
OG0017953	XP_018480580.1	XP_002891414.1
OG0017954	XP_018448136.1	XP_020868394.1
OG0017955	XP_018451613.1	XP_002891438.1
OG0017956	XP_018492292.1	XP_020868740.1
OG0017957	XP_018436222.1	XP_002894123.1
OG0017958	XP_018447785.1	XP_020867901.1
OG0017959	XP_018463800.1	XP_020868357.1
OG0017960	XP_018445148.1	XP_002887568.1
OG0017961	XP_018470405.1	XP_020872201.1
OG0017962	XP_018445582.1	XP_020872529.1
OG0017963	XP_018450777.1	XP_020875711.1
OG0017964	XP_018480213.1	XP_020873871.1
OG0017965	XP_018480211.1	XP_002866805.1
OG0017966	XP_018447484.1	XP_002868855.1
OG0017967	XP_018469239.1	XP_002868856.1
OG0017968	XP_018447414.1	XP_020874401.1
OG0017969	XP_018480220.1	XP_020872800.1
OG0017971	XP_018451328.1	XP_002866832.1
OG0017972	XP_018471021.1	XP_020874126.1
OG0017973	XP_018437905.1	XP_002877397.2
OG0017974	XP_018468032.1	XP_020874439.1
OG0017975	XP_018468379.1	XP_002866879.1
OG0017976	XP_018468113.1	XP_020872881.1
OG0017977	XP_018468117.1	XP_002868939.1
OG0017978	XP_018478295.1	XP_002880781.1
OG0017980	XP_018469984.1, XP_018469985.1, XP_018455829.1, XP_018455808.1	XP_020874516.1
OG0017981	XP_018480691.1	XP_020874889.1
OG0017983	XP_018472342.1, XP_018472352.1	XP_002869013.1
OG0017984	XP_018471400.1	XP_002866993.1
OG0017985	XP_018468185.1	XP_020875620.1
OG0017986	XP_018484244.1	XP_020872814.1
OG0017987	XP_018482030.1	XP_020875155.1
OG0017988	XP_018468318.1	XP_020874313.1
OG0017989	XP_018470044.1	XP_020874005.1
OG0017990	XP_018480082.1, XP_018470648.1	XP_020873074.1
OG0017991	XP_018463223.1	XP_002867243.1
OG0017993	XP_018456634.1	XP_002869245.2
OG0017994	XP_018469007.1	XP_002867211.2
OG0017995	XP_018468019.1	XP_002867173.1
OG0017996	XP_018463272.1	XP_002869206.2
OG0017997	XP_018464206.1	XP_002869193.1
OG0017998	XP_018481262.1	XP_020872414.1
OG0017999	XP_018472135.1, XP_018450561.1	XP_002867139.2
OG0018000	XP_018483922.1	XP_020872180.1
OG0018001	XP_018451325.1	XP_002869312.1
OG0018002	XP_018447838.1	XP_020875448.1
OG0018003	XP_018482369.1, XP_018482074.1	XP_002867300.1
OG0018004	XP_018459036.1	XP_002869517.2
OG0018005	XP_018470669.1	XP_002869332.1
OG0018006	XP_018480718.1	XP_020874010.1
OG0018007	XP_018485120.1	XP_002869344.1
OG0018008	XP_018470479.1	XP_020873956.1
OG0018009	XP_018463027.1	XP_020885932.1
OG0018010	XP_018434794.1, XP_018491209.1	XP_020885998.1
OG0018011	XP_018485619.1	XP_020888384.1
OG0018012	XP_018457468.1	XP_002888887.1
OG0018013	XP_018457384.1	XP_020890795.1
OG0018014	XP_018456866.1	XP_002888881.1
OG0018015	XP_018440344.1	XP_020868788.1
OG0018016	XP_018435815.1	XP_020868046.1
OG0018017	XP_018479856.1	XP_002890648.1
OG0018018	XP_018485785.1, XP_018485791.1	XP_020867042.1
OG0018019	XP_018447434.1	XP_002869656.1
OG0018020	XP_018490696.1	XP_020884535.1
OG0018021	XP_018436664.1	XP_020883596.1
OG0018022	XP_018455043.1, XP_018454506.1	XP_020879474.1
OG0018023	XP_018474378.1, XP_018474379.1	XP_002875013.1
OG0018024	XP_018472011.1	XP_020879360.1
OG0018025	XP_018457171.1	XP_002872919.1
OG0018026	XP_018466932.1	XP_020878288.1
OG0018027	XP_018456871.1	XP_002875033.1
OG0018028	XP_018439192.1, XP_018474364.1, XP_018460611.1	XP_020882775.1
OG0018029	XP_018461873.1	XP_002880360.1
OG0018030	XP_018447046.1	XP_002890687.1
OG0018031	XP_018451176.1	XP_020866940.1
OG0018032	XP_018468292.1	XP_020873588.1
OG0018033	XP_018455950.1	XP_020873487.1
OG0018034	XP_018447074.1	XP_002869566.1
OG0018035	XP_018447855.1	XP_002867510.1
OG0018036	XP_018457787.1	XP_020875635.1
OG0018037	XP_018471522.1	XP_020872611.1
OG0018038	XP_018470294.1	XP_002867491.1
OG0018039	XP_018458829.1	XP_002869537.1
OG0018040	XP_018485030.1	XP_020875015.1
OG0018042	XP_018474121.1	XP_020870210.1
OG0018043	XP_018441218.1	XP_002889454.1
OG0018044	XP_018438878.1	XP_020870329.1
OG0018045	XP_018436527.1	XP_002889775.1
OG0018046	XP_018489021.1	XP_020870798.1
OG0018047	XP_018449402.1	XP_002892696.1
OG0018048	XP_018488157.1	XP_002890012.1
OG0018049	XP_018479515.1	XP_020886479.1
OG0018050	XP_018464684.1, XP_018458998.1	XP_002890296.1
OG0018051	XP_018437941.1	XP_020866282.1
OG0018052	XP_018491692.1	XP_020868235.1
OG0018053	XP_018470427.1	XP_020868965.1
OG0018054	XP_018484184.1	XP_002893401.1
OG0018055	XP_018450027.1, XP_018485893.1	XP_002893609.1
OG0018056	XP_018488596.1	XP_002890996.1
OG0018057	XP_018449787.1	XP_002891251.2
OG0018058	XP_018453204.1	XP_002893944.1
OG0018059	XP_018448959.1, XP_018448730.1	XP_002893959.1
OG0018060	XP_018483816.1	XP_002891298.1
OG0018061	XP_018433949.1	XP_020870558.1
OG0018063	XP_018473629.1	XP_002886364.1
OG0018065	XP_018463520.1	XP_020869947.1
OG0018067	XP_018446177.1	XP_020890902.1
OG0018068	XP_018461593.1, XP_018442504.1	XP_002888422.1
OG0018069	XP_018485600.1	XP_020891352.1
OG0018070	XP_018447161.1	XP_020891051.1
OG0018071	XP_018468727.1	XP_020865913.1
OG0018072	XP_018464931.1, XP_018468825.1	XP_002887173.1
OG0018073	XP_018469249.1, XP_018455590.1	XP_002888680.2
OG0018074	XP_018457130.1	XP_002888716.1
OG0018075	XP_018447793.1	XP_002888819.1
OG0018076	XP_018463812.1, XP_018455697.1	XP_020891259.1
OG0018077	XP_018455388.1	XP_020891476.1
OG0018078	XP_018444137.1, XP_018468930.1	XP_020890176.1
OG0018079	XP_018445103.1	XP_020890833.1
OG0018080	XP_018446348.1	XP_002888986.2
OG0018081	XP_018444936.1	XP_002889067.1
OG0018083	XP_018455455.1	XP_020890854.1
OG0018084	XP_018454964.1	XP_002889232.2
OG0018085	XP_018439247.1	XP_002889287.1
OG0018086	XP_018486361.1	XP_020888141.1
OG0018087	XP_018486037.1, XP_018491155.1, XP_018490386.1, XP_018462747.1	XP_002882527.1
OG0018088	XP_018485771.1	XP_020887274.1
OG0018089	XP_018438830.1, XP_018437677.1	XP_020885864.1
OG0018090	XP_018440766.1	XP_020886475.1
OG0018091	XP_018490125.1	XP_020889532.1
OG0018092	XP_018485952.1	XP_020886323.1
OG0018093	XP_018492007.1	XP_020887457.1
OG0018094	XP_018487659.1, XP_018487661.1	XP_002885562.1
OG0018095	XP_018487296.1, XP_018487298.1	XP_020887667.1
OG0018096	XP_018493152.1	XP_002883595.1
OG0018098	XP_018491584.1	XP_002883803.1
OG0018099	XP_018453932.1	XP_020888660.1
OG0018100	XP_018446538.1, XP_018446537.1	XP_020889012.1
OG0018101	XP_018456043.1	XP_002885948.1
OG0018102	XP_018492363.1	XP_020886225.1
OG0018103	XP_018437363.1	XP_020887614.1
OG0018104	XP_018453039.1	XP_020886089.1
OG0018105	XP_018434256.1, XP_018440639.1	XP_020887701.1
OG0018107	XP_018479744.1, XP_018436205.1	XP_020883258.1
OG0018108	XP_018477322.1	XP_002878628.1
OG0018109	XP_018485107.1	XP_020885165.1
OG0018110	XP_018478351.1	XP_020885765.1
OG0018111	XP_018480933.1	XP_020883069.1, XP_020882977.1
OG0018112	XP_018484835.1	XP_002878675.1
OG0018113	XP_018480305.1, XP_018462255.1, XP_018438970.1	XP_020885104.1
OG0018114	XP_018483178.1, XP_018480299.1	XP_020885820.1
OG0018115	XP_018438529.1, XP_018438640.1	XP_002878692.1
OG0018117	XP_018484932.1	XP_002880534.1
OG0018118	XP_018437280.1, XP_018437277.1	XP_020882945.1
OG0018119	XP_018482427.1	XP_002878744.2
OG0018120	XP_018483777.1	XP_020883032.1
OG0018121	XP_018441467.1	XP_020884513.1
OG0018122	XP_018437303.1	XP_002880653.1
OG0018123	XP_018487965.1	XP_002878887.1
OG0018124	XP_018437718.1, XP_018478980.1	XP_020885572.1
OG0018125	XP_018434979.1	XP_020882981.1
OG0018126	XP_018478172.1, XP_018478191.1	XP_002881503.1
OG0018128	XP_018477491.1	XP_002881831.1
OG0018129	XP_018437762.1	XP_020885061.1
OG0018130	XP_018464029.1, XP_018434358.1	XP_020880178.1
OG0018131	XP_018435724.1	XP_020881001.1
OG0018132	XP_018481402.1, XP_018441225.1	XP_020881112.1
OG0018133	XP_018461687.1, XP_018481360.1	XP_020882228.1
OG0018134	XP_018437737.1	XP_020880007.1
OG0018135	XP_018435161.1	XP_020879761.1
OG0018136	XP_018483417.1	XP_020881093.1
OG0018137	XP_018434093.1	XP_020881242.1
OG0018138	XP_018481168.1	XP_002875293.1
OG0018139	XP_018452335.1	XP_002876981.1
OG0018140	XP_018439071.1	XP_020881453.1
OG0018141	XP_018485084.1	XP_020881133.1
OG0018142	XP_018481534.1	XP_002875407.1
OG0018143	XP_018454862.1, XP_018483671.1	XP_020879753.1
OG0018144	XP_018435649.1, XP_018437551.1, XP_018481330.1	XP_020882331.1
OG0018145	XP_018437803.1	XP_002877250.2
OG0018146	XP_018434812.1, XP_018434828.1	XP_020882327.1
OG0018147	XP_018436881.1	XP_002875680.1
OG0018148	XP_018493394.1	XP_020881322.1
OG0018149	XP_018471611.1	XP_020881584.1
OG0018150	XP_018436684.1	XP_020882333.1
OG0018151	XP_018436644.1	XP_020880370.1
OG0018152	XP_018436163.1	XP_002877623.1
OG0018153	XP_018492449.1, XP_018492450.1	XP_002877634.1
OG0018154	XP_018469391.1	XP_020879797.1
OG0018155	XP_018489100.1, XP_018463852.1	XP_020880747.1
OG0018156	XP_018480077.1, XP_018459778.1	XP_002877874.1
OG0018157	XP_018480133.1	XP_002876287.1
OG0018158	XP_018475425.1	XP_002873116.2
OG0018159	XP_018444595.1	XP_020875847.1
OG0018160	XP_018444395.1	XP_002873336.1
OG0018161	XP_018442587.1	XP_020879118.1
OG0018163	XP_018442760.1	XP_002871469.1
OG0018165	XP_018471670.1	XP_002873675.2
OG0018166	XP_018446488.1	XP_020878389.1
OG0018167	XP_018469608.1	XP_020877292.1
OG0018168	XP_018466619.1	XP_020879564.1
OG0018168	XP_018454042.1, XP_018452424.1	XP_020879565.1, XP_002874261.1
OG0018169	XP_018446868.1	XP_020877521.1
OG0018170	XP_018472503.1	XP_002874499.1
OG0018171	XP_018472666.1	XP_002874565.1
OG0018172	XP_018475550.1	XP_002872483.1
OG0018173	XP_018459673.1	XP_020879099.1
OG0018174	XP_018473601.1, XP_018473605.1	XP_020879208.1
OG0018175	XP_018455884.1, XP_018454384.1	XP_020879068.1
OG0018176	XP_018446021.1	XP_002868888.1
OG0018177	XP_018470043.1	XP_020872161.1
OG0018178	XP_018468018.1	XP_002869211.1
OG0018179	XP_018461581.1	XP_020872677.1, XP_020872306.1
OG0018180	XP_018471116.1, XP_018438588.1	XP_020872848.1
OG0018181	XP_018480775.1	XP_020875655.1
OG0018182	XP_018467914.1	XP_020873896.1
OG0018183	XP_018471171.1	XP_002869498.1
OG0018184	XP_018449790.1	XP_020872562.1
OG0018185	XP_018480680.1	XP_002867463.2
OG0018186	XP_018479080.1, XP_018479079.1, XP_018467771.1	XP_020872479.1
OG0018187	XP_018468852.1	XP_002869556.2
OG0018188	XP_018455995.1	XP_002867537.1
OG0018189	XP_018470773.1	XP_002869597.1
OG0018190	XP_018472262.1	XP_002869608.1
OG0018191	XP_018479086.1	XP_020873859.1
OG0018192	XP_018468402.1	XP_020873597.1
OG0018193	XP_018482344.1	XP_020873388.1
OG0018194	XP_018469917.1	XP_020873233.1
OG0018196	XP_018478775.1	XP_020873439.1
OG0018197	XP_018471225.1	XP_020873101.1
OG0018198	XP_018460178.1, XP_018450107.1	XP_002870046.1
OG0018199	XP_018451211.1	XP_020875025.1
OG0018200	XP_018477813.1	XP_020875477.1
OG0018201	XP_018458106.1	XP_002868426.1
OG0018202	XP_018445487.1	XP_020873935.1
OG0018203	XP_018442666.1	XP_020875484.1
OG0018204	XP_018481570.1	XP_002870825.1
OG0018205	XP_018459118.1, XP_018459121.1	XP_002870791.1
OG0018206	XP_018459122.1, XP_018459119.1	XP_020872972.1
OG0018207	XP_018463039.1, XP_018478461.1	XP_002870767.1
OG0018208	XP_018478730.1	XP_020873075.1
OG0018209	XP_018477834.1	XP_020875404.1
OG0018210	XP_018444289.1	XP_020874693.1
OG0018211	XP_018478770.1	XP_002866441.2
OG0018212	XP_018439043.1	XP_002863342.1
OG0018213	XP_018467188.1, XP_018481502.1	XP_020871033.1
OG0018214	XP_018455081.1	XP_020871681.1
OG0018215	XP_018480384.1	XP_002863846.1
OG0018216	XP_018435646.1	XP_002865604.1
OG0018217	XP_018433048.1	XP_002865637.2
OG0018218	XP_018484863.1, XP_018438314.1	XP_002864001.1
OG0018219	XP_018475848.1, XP_018449481.1	XP_002864049.1
OG0018220	XP_018476577.1	XP_002865791.1
OG0018221	XP_018461128.1	XP_020871997.1
OG0018222	XP_018472881.1	XP_002864089.1
OG0018223	XP_018455046.1	XP_002864123.1
OG0018224	XP_018465003.1	XP_020871155.1
OG0018225	XP_018454950.1	XP_002864137.1
OG0018226	XP_018450809.1	XP_020871947.1
OG0018227	XP_018483727.1	XP_020871239.1
OG0018228	XP_018456409.1	XP_020871022.1
OG0018229	XP_018450324.1, XP_018450910.1, XP_018435557.1	XP_002864953.1
OG0018230	XP_018438343.1	XP_002866749.1
OG0018231	YP_009046965.1	YP_009357317.1
OG0018232	XP_018474142.1	XP_002873889.2
OG0018234	XP_018450202.1	XP_020874515.1
OG0018235	YP_009046975.1, YP_009046959.1	YP_009357327.1, XP_020890200.1, XP_020876250.1, YP_009357311.1
OG0018236	XP_018465782.1, XP_018478128.1	XP_020878750.1
OG0018237	XP_018467433.1, XP_018465215.1, XP_018469753.1, XP_018474270.1	XP_020879022.1
OG0018238	YP_009046921.1	YP_009357274.1
OG0018261	XP_018458535.1	XP_002869791.1
OG0018262	XP_018489601.1	XP_020879843.1
OG0018263	XP_018484838.1	XP_002870698.1
OG0018264	XP_018444603.1	XP_020877816.1
OG0018265	XP_018459153.1, XP_018442111.1	XP_002871770.2
OG0018266	XP_018474850.1	XP_002878969.1
OG0018267	XP_018445662.1	XP_002873718.1
OG0018268	XP_018443190.1	XP_020876810.1
OG0018270	XP_018446903.1	XP_020879025.1
OG0018271	XP_018484960.1	XP_002868316.1
OG0018272	XP_018444825.1, XP_018471001.1, XP_018469721.1	XP_020876228.1
OG0018273	XP_018473699.1	XP_020879235.1
OG0018274	XP_018471917.1	XP_020879502.1
OG0018275	XP_018445364.1	XP_002873605.1
OG0018276	XP_018445598.1	XP_020877360.1
OG0018277	XP_018446702.1, XP_018446710.1	XP_020878388.1
OG0018280	XP_018452567.1	XP_002871422.1
OG0018281	XP_018444098.1	XP_020878311.1
OG0018282	XP_018444715.1	XP_020876648.1
OG0018283	XP_018470983.1	XP_002871388.1
OG0018284	XP_018475991.1	XP_002873412.1
OG0018285	XP_018444349.1	XP_020878495.1
OG0018286	XP_018445864.1	XP_002871359.1
OG0018287	XP_018446592.1	XP_002871343.1
OG0018288	XP_018445872.1	XP_002871314.1
OG0018289	XP_018444955.1	XP_002871275.1
OG0018290	XP_018472243.1	XP_020873718.1
OG0018292	XP_018481808.1	XP_002880897.1
OG0018293	XP_018481912.1	XP_002879077.1
OG0018294	XP_018438596.1, XP_018479808.1, XP_018464893.1	XP_020884678.1
OG0018296	XP_018439723.1	XP_020885296.1
OG0018297	XP_018434174.1	XP_002881031.1, XP_020874779.1
OG0018298	XP_018437808.1	XP_002879213.1
OG0018299	XP_018440163.1	XP_020885403.1
OG0018300	XP_018439091.1	XP_020885477.1
OG0018301	XP_018478970.1	XP_020885078.1
OG0018302	XP_018481521.1, XP_018476846.1	XP_020883428.1
OG0018303	XP_018439590.1	XP_020882665.1
OG0018304	XP_018485368.1	XP_002879445.1
OG0018306	XP_018469922.1	XP_020873504.1
OG0018307	XP_018484408.1	XP_020873358.1
OG0018308	XP_018478131.1	XP_002869674.1
OG0018309	XP_018468936.1, XP_018468932.1	XP_002867592.1
OG0018310	XP_018439751.1	XP_002891380.2
OG0018312	XP_018449442.1	XP_002890830.1
OG0018313	XP_018481713.1	XP_020869351.1
OG0018314	XP_018493395.1	XP_020866069.1
OG0018315	XP_018433406.1	XP_002890893.1
OG0018316	XP_018432965.1	XP_020868048.1
OG0018318	XP_018441345.1	XP_020869844.1
OG0018319	XP_018481133.1	XP_002875187.1
OG0018320	XP_018478996.1	XP_020881399.1, XP_020881394.1
OG0018322	XP_018488886.1	XP_002866649.1
OG0018323	XP_018490685.1	XP_002864904.1
OG0018324	XP_018457899.1	XP_002866564.1
OG0018326	XP_018492070.1	XP_002866480.1
OG0018327	XP_018491730.1	XP_002864771.1
OG0018328	XP_018492792.1	XP_020871837.1
OG0018329	XP_018493051.1	XP_002864756.1
OG0018330	XP_018452351.1	XP_020887688.1
OG0018331	XP_018454083.1	XP_002864728.1
OG0018332	XP_018460507.1, XP_018490382.1	XP_002866424.1
OG0018333	XP_018439795.1	XP_020878996.1
OG0018334	XP_018483101.1	XP_002874166.1
OG0018336	XP_018433711.1	XP_020877414.1
OG0018337	XP_018483158.1	XP_002872168.1
OG0018338	XP_018483155.1	XP_020876234.1
OG0018339	XP_018456151.1	XP_002872178.1
OG0018340	XP_018469234.1	XP_002873950.2
OG0018341	XP_018442175.1	XP_020877023.1
OG0018342	XP_018444621.1	XP_002871955.1
OG0018343	XP_018452465.1	XP_020886190.1
OG0018344	XP_018451989.1	XP_002866313.2
OG0018345	XP_018451990.1	XP_020868924.1
OG0018346	XP_018455594.1	XP_020881014.1
OG0018347	XP_018457652.1	XP_020887576.1
OG0018348	XP_018469760.1	XP_020881260.1
OG0018349	XP_018475398.1	XP_020881654.1
OG0018350	XP_018472612.1	XP_020883265.1
OG0018352	XP_018474763.1	XP_002864446.1
OG0018353	XP_018441652.1	XP_020881965.1
OG0018354	XP_018437953.1	XP_002877671.1
OG0018355	XP_018452027.1	XP_002874903.2
OG0018356	XP_018446869.1	XP_002871258.1
OG0018357	XP_018446929.1	XP_020876541.1
OG0018358	XP_018444374.1	XP_002873204.1
OG0018359	XP_018475865.1	XP_002871113.1
OG0018360	XP_018475900.1	XP_002872982.1
OG0018361	XP_018469057.1	XP_020878797.1
OG0018362	XP_018463576.1	XP_002873036.1
OG0018363	XP_018446447.1	XP_002870939.2
OG0018364	XP_018469486.1	XP_020879579.1
OG0018365	XP_018442102.1	XP_020877920.1
OG0018366	XP_018466559.1	XP_020877922.1
OG0018368	XP_018475812.1	XP_020875800.1
OG0018369	XP_018459323.1	XP_002884684.2
OG0018370	XP_018482840.1	XP_002870642.2
OG0018371	XP_018444193.1, XP_018464599.1	XP_020874952.1
OG0018372	XP_018456728.1	XP_020865770.1
OG0018373	XP_018446451.1	XP_020891642.1
OG0018374	XP_018452594.1	XP_002887801.1
OG0018375	XP_018452543.1	XP_020865865.1
OG0018376	XP_018443807.1	XP_002887778.2
OG0018377	XP_018468169.1, XP_018468172.1	XP_002887775.1
OG0018379	XP_018455741.1	XP_020891531.1
OG0018380	XP_018453205.1	XP_020890656.1
OG0018381	XP_018434339.1	XP_002893259.1
OG0018382	XP_018456379.1	XP_002889130.1
OG0018383	XP_018456194.1	XP_020891438.1
OG0018384	XP_018434698.1	XP_002883912.1
OG0018385	XP_018445391.1	XP_020890988.1
OG0018386	XP_018446586.1	XP_020890971.1
OG0018387	XP_018446494.1	XP_002887576.1
OG0018389	XP_018441384.1	XP_020887280.1
OG0018390	XP_018455878.1, XP_018457109.1	XP_002884076.1
OG0018391	XP_018450468.1	XP_020870484.1
OG0018392	XP_018457563.1	XP_002888427.1
OG0018393	XP_018451241.1	XP_020868448.1
OG0018394	XP_018439538.1, XP_018439550.1	XP_020869874.1
OG0018395	XP_018489463.1	XP_002891772.1
OG0018396	XP_018479910.1, XP_018481359.1	XP_020883184.1
OG0018397	XP_018476778.1, XP_018474073.1	XP_002879603.1
OG0018398	XP_018433708.1	XP_002881465.1
OG0018400	XP_018449893.1	XP_002870419.1
OG0018401	XP_018486061.1	XP_002868421.1
OG0018402	XP_018475456.1	XP_002863232.1
OG0018403	XP_018436125.1	XP_002863230.2
OG0018404	XP_018449445.1	XP_002863200.1
OG0018405	XP_018480956.1	XP_020874767.1
OG0018406	XP_018442416.1	XP_002870337.2
OG0018407	XP_018450686.1	XP_002870328.1
OG0018408	XP_018484124.1	XP_002868294.1
OG0018409	XP_018468419.1	XP_020874621.1
OG0018410	XP_018443179.1	XP_020874242.1
OG0018411	XP_018456765.1	XP_002888923.1
OG0018412	XP_018469420.1	XP_002887489.2
OG0018413	XP_018492622.1	XP_020868731.1
OG0018415	XP_018444184.1	XP_020889776.1
OG0018416	XP_018468133.1	XP_002887553.1
OG0018417	XP_018446273.1	XP_020865798.1
OG0018418	XP_018482099.1, XP_018482094.1, XP_018461149.1	XP_002881900.1
OG0018419	XP_018471274.1	XP_020889994.1
OG0018420	XP_018465727.1	XP_020865906.1
OG0018421	XP_018453438.1	XP_020890228.1
OG0018422	XP_018469402.1	XP_002869506.1
OG0018423	XP_018455380.1	XP_020874884.1
OG0018424	XP_018468997.1, XP_018468992.1	XP_020874604.1
OG0018425	XP_018479721.1, XP_018479719.1	XP_020872959.1
OG0018427	XP_018485518.1	XP_002877331.1
OG0018428	XP_018484373.1	XP_020880856.1
OG0018429	XP_018434684.1	XP_002875625.1
OG0018430	XP_018481776.1	XP_002875422.1
OG0018431	XP_018466609.1	XP_002865222.1
OG0018433	XP_018455731.1	XP_002865279.2
OG0018434	XP_018483949.1	XP_020885867.1
OG0018435	XP_018454109.1, XP_018454111.1	XP_020881937.1
OG0018436	XP_018484449.1, XP_018484415.1	XP_002891592.1
OG0018437	XP_018458562.1	XP_020870257.1
OG0018438	XP_018485692.1	XP_020870040.1
OG0018440	XP_018447210.1	XP_020868001.1
OG0018441	XP_018490222.1	XP_020870234.1
OG0018442	XP_018489431.1	XP_020868143.1
OG0018443	XP_018435793.1, XP_018435794.1	XP_002863703.2
OG0018444	XP_018474943.1	XP_020885665.1
OG0018445	XP_018440804.1	XP_020883011.1
OG0018446	XP_018437907.1	XP_020883105.1
OG0018447	XP_018438240.1	XP_002879552.1
OG0018448	XP_018439774.1	XP_020884544.1
OG0018449	XP_018451945.1	XP_020873058.1
OG0018451	XP_018483999.1	XP_002868013.1
OG0018452	XP_018470549.1	XP_002870076.1
