Orthogroup	Raphanus_sativus	Arabidopsis_arenosa
OG0014117	XP_018484567.1	jg8644
OG0014118	XP_018479022.1, XP_018469848.1, XP_018469862.1	jg8671
OG0014119	XP_018469847.1, XP_018469860.1, XP_018483520.1	jg8672
OG0014120	XP_018483641.1	jg8674
OG0014121	XP_018462567.1, XP_018469851.1, XP_018469838.1	jg8684
OG0014122	XP_018465336.1, XP_018468847.1	jg8692
OG0014123	XP_018477861.1	jg8696
OG0014124	XP_018471577.1	jg8697
OG0014125	XP_018472477.1	jg8709
OG0014126	XP_018478868.1	jg8728
OG0014127	XP_018459227.1, XP_018450031.1	jg8746
OG0014128	XP_018479028.1	jg8781
OG0014129	XP_018471649.1	jg8793
OG0014130	XP_018458161.1	jg12021
OG0014131	XP_018468533.1	jg8806
OG0014132	XP_018471341.1	jg8839
OG0014133	XP_018447172.1, XP_018446942.1	jg8848
OG0014134	XP_018471679.1	jg8870
OG0014135	XP_018468013.1	jg8903
OG0014136	XP_018480361.1	jg8913
OG0014137	XP_018471879.1	jg8925
OG0014138	XP_018471507.1	jg8942, jg21666
OG0014139	XP_018471080.1	jg9166
OG0014140	XP_018468057.1	jg9150
OG0014141	XP_018469152.1, XP_018469670.1	jg9510
OG0014143	XP_018470881.1	jg9128
OG0014144	XP_018448798.1	jg9124
OG0014145	XP_018480322.1	jg9112
OG0014146	XP_018470885.1	jg9108
OG0014147	XP_018452460.1, XP_018465046.1	jg9104
OG0014148	XP_018477644.1, XP_018471825.1	jg9095
OG0014150	XP_018468092.1	jg9070
OG0014151	XP_018465736.1	jg9066
OG0014152	XP_018469963.1	jg9064
OG0014153	XP_018477531.1	jg9047
OG0014154	XP_018470813.1	jg9037
OG0014155	XP_018450319.1	jg9019
OG0014156	XP_018466005.1	jg9009
OG0014157	XP_018468761.1	jg8974
OG0014158	XP_018483646.1, XP_018444249.1	jg8964
OG0014159	XP_018456170.1, XP_018452392.1	jg13073
OG0014161	XP_018485314.1, XP_018482365.1	jg9257
OG0014162	XP_018464533.1, XP_018446426.1	jg9263
OG0014163	XP_018450428.1, XP_018449798.1	jg9274
OG0014164	XP_018457463.1, XP_018455040.1	jg21777
OG0014165	XP_018457665.1	jg9300
OG0014166	XP_018460687.1, XP_018447922.1	jg9306
OG0014167	XP_018460696.1, XP_018449265.1	jg9318
OG0014168	XP_018483606.1	jg9321
OG0014169	XP_018439614.1	jg14571
OG0014170	XP_018433404.1	jg18607
OG0014171	XP_018492914.1	jg26676
OG0014172	XP_018486893.1, XP_018486909.1	jg26711
OG0014173	XP_018454702.1	jg2897
OG0014174	XP_018447401.1	jg2886
OG0014175	XP_018466714.1, XP_018444947.1	jg2880
OG0014176	XP_018453244.1, XP_018453225.1	jg2875
OG0014177	XP_018456746.1, XP_018456730.1	jg2867
OG0014179	XP_018452642.1	jg2828
OG0014180	XP_018457535.1	jg2827
OG0014181	XP_018484786.1	jg30877
OG0014182	XP_018449416.1, XP_018447421.1	jg30908
OG0014183	XP_018485538.1	jg12432
OG0014184	XP_018438443.1, XP_018438429.1	jg30955
OG0014185	XP_018442109.1	jg30980
OG0014186	XP_018486897.1	jg30982
OG0014187	XP_018486794.1	jg31076
OG0014188	XP_018441892.1, XP_018441854.1	jg31092
OG0014189	XP_018484239.1	jg31103
OG0014190	XP_018434928.1	jg31134
OG0014191	XP_018447702.1	jg31135
OG0014192	XP_018449184.1	jg31140
OG0014193	XP_018432915.1, XP_018432888.1	jg18080
OG0014194	XP_018489929.1	jg26911, jg26912
OG0014195	XP_018455437.1	jg8008
OG0014196	XP_018444860.1	jg8010
OG0014197	XP_018467272.1, XP_018454505.1, XP_018453889.1	jg8017
OG0014198	XP_018475958.1	jg8027
OG0014199	XP_018476451.1	jg8033
OG0014200	XP_018474686.1	jg8034
OG0014201	XP_018474449.1, XP_018474441.1	jg8044
OG0014202	XP_018474445.1	jg8048
OG0014203	XP_018461672.1, XP_018454908.1	jg8050
OG0014204	XP_018454019.1	jg8066
OG0014205	XP_018454672.1	jg8067
OG0014206	XP_018453029.1	jg8070
OG0014207	XP_018460594.1, XP_018460593.1	jg8077
OG0014208	XP_018452200.1	jg8082
OG0014209	XP_018461991.1, XP_018461993.1	jg8098
OG0014210	XP_018454771.1, XP_018453309.1	jg8143
OG0014211	XP_018448962.1, XP_018449191.1	jg9840
OG0014212	XP_018456889.1	jg8119
OG0014213	XP_018475319.1	jg8166
OG0014214	XP_018472372.1	jg8167
OG0014215	XP_018452788.1, XP_018460260.1	jg8184
OG0014216	XP_018473278.1	jg8192
OG0014217	XP_018453915.1	jg8196
OG0014218	XP_018456870.1	jg8212
OG0014219	XP_018452370.1	jg8214
OG0014220	XP_018454462.1	jg8215
OG0014221	XP_018466992.1, XP_018458920.1	jg8229
OG0014222	XP_018457749.1	jg8231
OG0014223	XP_018475368.1, XP_018462165.1	jg19497
OG0014224	XP_018484299.1	jg13226
OG0014225	XP_018447637.1	jg31246
OG0014226	XP_018460370.1, XP_018450908.1, XP_018450945.1	jg31150
OG0014227	XP_018450791.1	jg32470
OG0014228	XP_018451486.1	jg32471, jg32472
OG0014229	XP_018451177.1	jg32480
OG0014230	XP_018471257.1, XP_018464224.1	jg9775
OG0014231	XP_018468979.1	jg9708
OG0014232	XP_018451021.1, XP_018450998.1	jg9697
OG0014233	XP_018468138.1	jg9696
OG0014234	XP_018472408.1	jg9668
OG0014235	XP_018472407.1	jg9667
OG0014236	XP_018471725.1	jg9653
OG0014237	XP_018478169.1, XP_018458395.1	jg13189
OG0014238	XP_018469971.1, XP_018451169.1	jg9625
OG0014239	XP_018481670.1, XP_018469222.1	jg9624
OG0014240	XP_018471742.1	jg9613
OG0014241	XP_018458384.1, XP_018483827.1	jg13190
OG0014242	XP_018458387.1, XP_018477159.1	jg13213
OG0014243	XP_018448232.1, XP_018472140.1	jg29803
OG0014244	XP_018435187.1	jg29815
OG0014245	XP_018489628.1	jg29833
OG0014246	XP_018448264.1, XP_018473281.1	jg30487
OG0014247	XP_018433459.1	jg30643
OG0014248	XP_018468204.1	jg30984
OG0014249	XP_018447844.1, XP_018460371.1, XP_018458192.1	jg31156
OG0014250	XP_018488894.1, XP_018488896.1	jg31171
OG0014251	XP_018435764.1	jg31176
OG0014252	XP_018449998.1	jg31183, jg31185
OG0014253	XP_018450248.1	jg31216
OG0014254	XP_018450550.1, XP_018451253.1, XP_018474113.1	jg31275
OG0014255	XP_018489270.1, XP_018483348.1	jg31931
OG0014257	XP_018490196.1, XP_018488166.1, XP_018454620.1	jg33013, jg33012
OG0014258	XP_018455943.1	jg405
OG0014259	XP_018441073.1	jg1192, jg1190, jg1187, jg1191, jg1193
OG0014260	XP_018455196.1, XP_018458598.1, XP_018458600.1	jg2925
OG0014261	XP_018469433.1	jg3245
OG0014262	XP_018442754.1, XP_018442771.1	jg3341
OG0014263	XP_018445056.1, XP_018443786.1	jg3639
OG0014264	XP_018464959.1, XP_018481941.1	jg24089
OG0014265	XP_018461990.1, XP_018467599.1, XP_018489038.1	jg25260
OG0014266	XP_018486598.1, XP_018441838.1	jg25286
OG0014267	XP_018490002.1, XP_018491658.1	jg26454
OG0014268	XP_018435508.1	jg21320, jg26708
OG0014269	XP_018466535.1, XP_018487808.1	jg21331, jg27035
OG0014271	XP_018461393.1, XP_018455583.1	jg27582
OG0014273	XP_018438689.1	jg28115
OG0014274	XP_018480597.1, XP_018436989.1	jg16542
OG0014275	XP_018441741.1	jg16763
OG0014276	XP_018437544.1, XP_018461572.1, XP_018463516.1	jg16832
OG0014277	XP_018478004.1, XP_018461116.1, XP_018440594.1	jg16871
OG0014278	XP_018481838.1, XP_018483594.1	jg17316
OG0014279	XP_018433000.1	jg17817
OG0014280	XP_018475563.1, XP_018475710.1	jg18154
OG0014281	XP_018484354.1, XP_018460516.1, XP_018484353.1	jg18492
OG0014282	XP_018438544.1, XP_018482567.1	jg18642
OG0014283	XP_018434379.1	jg18665
OG0014284	XP_018439772.1	jg18678
OG0014286	XP_018476489.1	jg19329
OG0014287	XP_018456667.1	jg12910
OG0014288	XP_018479434.1, XP_018454129.1, XP_018435719.1	jg12940
OG0014289	XP_018477794.1, XP_018479415.1, XP_018454659.1	jg13154, jg13156
OG0014290	XP_018482154.1	jg13369
OG0014291	XP_018454092.1	jg13789, jg13787
OG0014292	XP_018439210.1	jg13804
OG0014293	XP_018483670.1, XP_018433114.1	jg13867
OG0014295	XP_018488784.1, XP_018488786.1, XP_018439620.1	jg14573
OG0014296	XP_018437374.1	jg14859
OG0014297	XP_018451687.1	jg14871
OG0014298	XP_018490483.1, XP_018460899.1	jg15318
OG0014299	XP_018485868.1, XP_018485889.1	jg15888
OG0014300	XP_018476294.1	jg4152, jg4151
OG0014301	XP_018443397.1	jg4265
OG0014302	XP_018468826.1, XP_018444611.1	jg4415
OG0014303	XP_018474883.1, XP_018446649.1	jg5065
OG0014304	XP_018475429.1	jg5356
OG0014306	XP_018463506.1, XP_018454759.1	jg7058
OG0014307	XP_018473085.1, XP_018472953.1	jg7209
OG0014308	XP_018459034.1, XP_018456593.1	jg7234
OG0014309	XP_018454745.1	jg7417
OG0014310	XP_018456427.1	jg7769
OG0014311	XP_018489071.1, XP_018489077.1, XP_018489635.1	jg8045
OG0014312	XP_018443343.1	jg8189
OG0014313	XP_018471905.1, XP_018461188.1	jg8952
OG0014314	XP_018470380.1	jg9339
OG0014315	XP_018477596.1	jg9816
OG0014316	XP_018481524.1, XP_018481987.1, XP_018481474.1	jg9855
OG0014317	XP_018468260.1, XP_018465222.1	jg10746
OG0014318	XP_018464275.1, XP_018463692.1	jg10948
OG0014319	XP_018455815.1	jg11509
OG0014320	XP_018448629.1	jg11928
OG0014321	XP_018460192.1, XP_018458614.1, XP_018454153.1	jg11994
OG0014322	XP_018460646.1	jg12351
OG0014323	XP_018455738.1	jg20508
OG0014324	XP_018456945.1	jg20906, jg20905
OG0014325	XP_018478300.1	jg20915
OG0014326	XP_018464541.1, XP_018479157.1, XP_018478979.1	jg20987
OG0014327	XP_018477591.1	jg21519
OG0014328	XP_018460330.1, XP_018465304.1	jg21661
OG0014329	XP_018452714.1	jg21715
OG0014330	XP_018472891.1	jg21733
OG0014331	XP_018475433.1, XP_018473820.1, XP_018460804.1	jg21734
OG0014332	XP_018469050.1	jg21739
OG0014334	XP_018452959.1, XP_018468104.1	jg22257
OG0014335	XP_018469203.1	jg22303
OG0014373	XP_018432953.1	jg14005
OG0014374	XP_018444920.1	jg14464
OG0014375	XP_018441689.1	jg14489
OG0014376	XP_018440118.1	jg14493
OG0014377	XP_018433629.1	jg14494
OG0014378	XP_018439385.1	jg14495
OG0014379	XP_018489167.1	jg14515
OG0014380	XP_018470420.1	jg22235
OG0014381	XP_018472395.1	jg14667
OG0014382	XP_018441572.1	jg14660
OG0014383	XP_018435032.1	jg14657
OG0014384	XP_018440764.1	jg14652
OG0014385	XP_018438701.1	jg14648
OG0014386	XP_018438926.1	jg14638
OG0014387	XP_018471860.1	jg14630
OG0014388	XP_018439846.1	jg14595
OG0014389	XP_018437383.1	jg14602
OG0014390	XP_018485788.1	jg31236
OG0014391	XP_018433441.1	jg14589
OG0014392	XP_018440403.1	jg14585
OG0014393	XP_018433396.1	jg14583
OG0014394	XP_018439268.1	jg12898
OG0014395	XP_018441208.1	jg12906
OG0014396	XP_018455961.1	jg13025
OG0014397	XP_018478540.1	jg12660
OG0014398	XP_018443851.1	jg12658
OG0014399	XP_018483925.1	jg12652
OG0014400	XP_018484656.1, XP_018484655.1	jg9342
OG0014401	XP_018450750.1, XP_018450751.1	jg11880
OG0014402	XP_018435090.1	jg32788
OG0014403	XP_018467994.1	jg5629
OG0014404	XP_018465537.1	jg5620
OG0014405	XP_018443877.1	jg5600
OG0014406	XP_018445859.1	jg5598
OG0014407	XP_018459152.1, XP_018446688.1	jg5590
OG0014408	XP_018453125.1, XP_018465286.1	jg5579
OG0014409	XP_018458521.1	jg5574
OG0014410	XP_018445968.1	jg5569
OG0014411	XP_018471172.1	jg5551
OG0014412	XP_018446030.1	jg5517
OG0014413	XP_018468815.1, XP_018442992.1, XP_018442422.1, XP_018434614.1	jg5515
OG0014414	XP_018462637.1	jg5511
OG0014415	XP_018470005.1	jg5504
OG0014416	XP_018471419.1	jg5490
OG0014418	XP_018445349.1	jg5438
OG0014419	XP_018452994.1	jg21384, jg2718
OG0014420	XP_018475289.1	jg5395
OG0014421	XP_018468753.1	jg9599
OG0014422	XP_018451776.1	jg5376
OG0014423	XP_018473391.1	jg5369
OG0014424	XP_018442402.1, XP_018446973.1	jg5360
OG0014425	XP_018468641.1	jg5350
OG0014426	XP_018470607.1	jg5325
OG0014427	XP_018467630.1	jg5321
OG0014428	XP_018468628.1	jg5320
OG0014429	XP_018446058.1	jg5301
OG0014430	XP_018446342.1	jg5291
OG0014431	XP_018446904.1	jg5288
OG0014432	XP_018454227.1	jg5278
OG0014433	XP_018449293.1	jg11391
OG0014434	XP_018446981.1	jg5277
OG0014435	XP_018468186.1	jg5275
OG0014436	XP_018473327.1	jg5273
OG0014437	XP_018444229.1	jg5260
OG0014438	XP_018446260.1	jg5245
OG0014439	XP_018462808.1	jg5238
OG0014440	XP_018473704.1	jg5229
OG0014441	XP_018446055.1	jg5224
OG0014442	XP_018446052.1	jg5222
OG0014443	XP_018443157.1, XP_018442770.1	jg5200
OG0014444	XP_018444267.1, XP_018444100.1	jg5199
OG0014445	XP_018444066.1, XP_018444623.1	jg5194
OG0014446	XP_018471645.1	jg5187
OG0014447	XP_018468140.1	jg5154
OG0014448	XP_018470451.1	jg5153
OG0014449	XP_018475389.1	jg5126
OG0014450	XP_018474646.1	jg5102
OG0014451	XP_018450093.1, XP_018450719.1, XP_018458142.1, XP_018458693.1	jg452, jg10797
OG0014452	XP_018468328.1	jg5076
OG0014453	XP_018445633.1	jg5072
OG0014454	XP_018445828.1	jg5061
OG0014455	XP_018470896.1	jg5056
OG0014456	XP_018444991.1	jg5012
OG0014457	XP_018476209.1	jg5004
OG0014458	XP_018485337.1	jg9573
OG0014459	XP_018442932.1, XP_018442920.1	jg4992
OG0014460	XP_018480441.1	jg13657
OG0014461	XP_018445936.1	jg4966
OG0014462	XP_018445808.1	jg4955
OG0014463	XP_018467538.1	jg4940
OG0014464	XP_018445719.1	jg4934
OG0014465	XP_018442668.1	jg4933
OG0014466	XP_018446547.1	jg4932
OG0014467	XP_018445274.1	jg4923
OG0014468	XP_018445277.1	jg4920
OG0014470	XP_018476884.1	jg4899
OG0014471	XP_018454474.1	jg4898
OG0014472	XP_018446684.1	jg4893
OG0014473	XP_018445688.1	jg4885
OG0014474	XP_018475962.1	jg4884
OG0014475	XP_018444820.1	jg4879
OG0014476	XP_018445233.1	jg4869
OG0014477	XP_018446174.1	jg4850
OG0014478	XP_018469634.1, XP_018475587.1, XP_018473590.1	jg4836
OG0014479	XP_018473215.1	jg4835
OG0014480	XP_018442780.1	jg4823
OG0014481	XP_018453220.1	jg11939
OG0014482	XP_018446383.1	jg4778
OG0014483	XP_018445990.1	jg4762
OG0014484	XP_018450094.1	jg4761
OG0014485	XP_018442225.1	jg4731
OG0014486	XP_018446585.1	jg4718
OG0014487	XP_018445278.1	jg4711
OG0014488	XP_018446179.1	jg4695
OG0014489	XP_018488202.1	jg26844
OG0014490	XP_018476153.1	jg4682
OG0014491	XP_018468401.1	jg4680
OG0014493	XP_018473254.1	jg4644
OG0014494	XP_018467392.1, XP_018467402.1	jg4633
OG0014495	XP_018446032.1	jg4603
OG0014496	XP_018475204.1	jg4592
OG0014497	XP_018475055.1	jg7877
OG0014498	XP_018484619.1, XP_018484599.1	jg9958
OG0014499	XP_018470851.1	jg9967
OG0014500	XP_018480527.1, XP_018471125.1	jg9979
OG0014501	XP_018467745.1, XP_018482305.1	jg9980
OG0014502	XP_018470786.1	jg9992
OG0014503	XP_018467949.1	jg9998
OG0014504	XP_018467940.1	jg10004, jg10002
OG0014505	XP_018483937.1	jg17436
OG0014506	XP_018436503.1	jg14367
OG0014507	XP_018436251.1, XP_018439961.1	jg21781
OG0014508	XP_018434917.1	jg17515
OG0014509	XP_018465546.1	jg17444
OG0014510	XP_018436869.1	jg17451
OG0014511	XP_018436622.1	jg17504
OG0014512	XP_018450918.1, XP_018460827.1	jg17506
OG0014513	XP_018478818.1	jg17525
OG0014514	XP_018436625.1	jg17534
OG0014515	XP_018483492.1	jg17591
OG0014516	XP_018485198.1	jg17613
OG0014517	XP_018435166.1	jg17637
OG0014518	XP_018479800.1	jg17645
OG0014519	XP_018464186.1	jg17646
OG0014520	XP_018480327.1	jg17681
OG0014521	XP_018484464.1	jg17721
OG0014522	XP_018439176.1	jg17731
OG0014523	XP_018484920.1	jg17758
OG0014524	XP_018485128.1	jg17761
OG0014525	XP_018442021.1	jg17768
OG0014526	XP_018437443.1	jg17773
OG0014527	XP_018439983.1	jg17785
OG0014528	XP_018440860.1	jg17793
OG0014529	XP_018440901.1	jg17797
OG0014530	XP_018436279.1	jg17814
OG0014531	XP_018480511.1	jg17829
OG0014532	XP_018484805.1	jg17833
OG0014533	XP_018434675.1	jg17841
OG0014534	XP_018480520.1	jg17842
OG0014535	XP_018478155.1	jg17860
OG0014536	XP_018434642.1	jg17900
OG0014537	XP_018478628.1	jg17903
OG0014538	XP_018440203.1	jg17968
OG0014539	XP_018440942.1	jg17984
OG0014540	XP_018441049.1	jg17986
OG0014541	XP_018439090.1	jg18031
OG0014542	XP_018440852.1	jg18042
OG0014543	XP_018434713.1	jg18050
OG0014544	XP_018433291.1	jg18059
OG0014545	XP_018473423.1	jg18068
OG0014546	XP_018472858.1	jg18073
OG0014547	XP_018474640.1	jg18139
OG0014548	XP_018440796.1	jg6048
OG0014549	XP_018489657.1	jg15796
OG0014550	XP_018482384.1, XP_018438632.1	jg18192
OG0014551	XP_018441794.1	jg18193
OG0014552	XP_018434183.1	jg18194
OG0014553	XP_018473415.1	jg18205
OG0014554	XP_018482092.1	jg18212
OG0014555	XP_018452938.1	jg10060
OG0014556	XP_018484660.1	jg18252
OG0014557	XP_018437329.1	jg18259
OG0014558	XP_018477264.1	jg18269
OG0014559	XP_018440998.1	jg18276
OG0014561	XP_018475853.1, XP_018472801.1	jg18335
OG0014562	XP_018441880.1	jg18318
OG0014563	XP_018473174.1	jg18300
OG0014564	XP_018441037.1	jg18295
OG0014565	XP_018472667.1	jg18354
OG0014566	XP_018472668.1, XP_018475131.1	jg18357
OG0014567	XP_018439259.1	jg18375
OG0014568	XP_018433239.1	jg18376
OG0014569	XP_018477162.1, XP_018433659.1	jg18439
OG0014570	XP_018477749.1	jg20867
OG0014571	XP_018480419.1	jg20844
OG0014572	XP_018483462.1	jg20831
OG0014573	XP_018484243.1	jg20826
OG0014574	XP_018477175.1	jg20824
OG0014575	XP_018452053.1	jg20820
OG0014576	XP_018455526.1	jg20807
OG0014577	XP_018478278.1	jg20800
OG0014578	XP_018478699.1	jg20778
OG0014579	XP_018478946.1	jg20777
OG0014580	XP_018483496.1	jg20775
OG0014581	XP_018478054.1	jg20769
OG0014582	XP_018472398.1, XP_018459285.1	jg9942
OG0014583	XP_018481737.1	jg9934
OG0014584	XP_018478523.1	jg9930
OG0014585	XP_018467751.1, XP_018466617.1	jg9923
OG0014586	XP_018463682.1, XP_018458374.1	jg9922
OG0014587	XP_018480422.1	jg9912
OG0014588	XP_018481933.1, XP_018463683.1	jg9910
OG0014589	XP_018482026.1	jg32811
OG0014590	XP_018484681.1	jg32799
OG0014591	XP_018486471.1	jg32790
OG0014592	XP_018432798.1	jg32766, jg32268
OG0014593	XP_018481326.1	jg32755
OG0014594	XP_018450542.1	jg31286
OG0014595	XP_018470214.1	jg32660
OG0014596	XP_018445854.1	jg3325
OG0014597	XP_018440709.1	jg32669, jg32680
OG0014598	XP_018451603.1	jg32694
OG0014599	XP_018433972.1	jg32713
OG0014601	XP_018438359.1	jg31298
OG0014602	XP_018451268.1	jg31299
OG0014603	XP_018447479.1	jg31306
OG0014604	XP_018451375.1, XP_018449235.1	jg31313
OG0014605	XP_018447619.1	jg31332
OG0014606	XP_018448318.1	jg31343
OG0014607	XP_018442981.1	jg31359
OG0014609	XP_018479905.1	jg31370
OG0014610	XP_018460111.1	jg31414
OG0014611	XP_018448330.1, XP_018450370.1	jg31445
OG0014612	XP_018491234.1	jg31466
OG0014613	XP_018489754.1	jg31483
OG0014614	XP_018489424.1	jg31500
OG0014615	XP_018439211.1	jg31522
OG0014616	XP_018435447.1	jg31531
OG0014617	XP_018464291.1	jg31542
OG0014618	XP_018468646.1	jg31549
OG0014619	XP_018490616.1	jg31551
OG0014620	XP_018470276.1	jg31605
OG0014621	XP_018479848.1	jg31609
OG0014622	XP_018467677.1	jg31611
OG0014623	XP_018449546.1	jg10024
OG0014624	XP_018464873.1	jg31619
OG0014625	XP_018442991.1	jg31622
OG0014626	XP_018484466.1	jg31626
OG0014627	XP_018487020.1	jg31655
OG0014628	XP_018459620.1	jg31658
OG0014629	XP_018458969.1	jg31663
OG0014630	XP_018458974.1	jg31692
OG0014631	XP_018487223.1	jg31722
OG0014632	XP_018449289.1	jg31728
OG0014633	XP_018486923.1	jg31746
OG0014634	XP_018451754.1	jg31755
OG0014635	XP_018463702.1, XP_018451755.1	jg31771
OG0014636	XP_018459276.1	jg31774
OG0014637	XP_018481289.1	jg31777
OG0014638	XP_018492053.1	jg31808
OG0014639	XP_018490694.1	jg31809
OG0014640	XP_018451288.1	jg31810
OG0014641	XP_018447060.1	jg31823
OG0014642	XP_018447676.1	jg31852
OG0014643	XP_018485768.1	jg31853
OG0014644	XP_018459157.1	jg31863
OG0014645	XP_018473340.1	jg31872
OG0014646	XP_018440991.1	jg31881
OG0014647	XP_018435837.1	jg31904
OG0014648	XP_018485100.1	jg13069
OG0014649	XP_018483249.1	jg13076
OG0014650	XP_018481147.1, XP_018481141.1	jg13102
OG0014651	XP_018483805.1	jg13119
OG0014652	XP_018454390.1	jg13143
OG0014654	XP_018434919.1	jg13146
OG0014655	XP_018478110.1	jg13165
OG0014656	XP_018478323.1	jg13168
OG0014657	XP_018433442.1	jg23706
OG0014658	XP_018433742.1	jg23702
OG0014659	XP_018457366.1	jg23679
OG0014660	XP_018434865.1, XP_018434867.1	jg23655
OG0014661	XP_018440390.1	jg23652
OG0014662	XP_018447746.1	jg23651
OG0014663	XP_018456165.1	jg23648
OG0014664	XP_018441347.1	jg23647
OG0014665	XP_018462525.1	jg23635
OG0014666	XP_018434885.1	jg23632
OG0014667	XP_018491146.1	jg23630
OG0014668	XP_018486408.1	jg23618
OG0014669	XP_018492367.1	jg23612
OG0014670	XP_018492366.1	jg23611
OG0014671	XP_018486653.1, XP_018491202.1	jg23607
OG0014672	XP_018487207.1, XP_018487205.1	jg23593
OG0014673	XP_018486820.1	jg23574
OG0014674	XP_018457511.1	jg23565
OG0014675	XP_018486102.1, XP_018436518.1	jg23529
OG0014676	XP_018438382.1	jg23525
OG0014677	XP_018493414.1	jg23506
OG0014678	XP_018488183.1	jg23495
OG0014679	XP_018491639.1	jg23490
OG0014680	XP_018488637.1	jg23480
OG0014681	XP_018432643.1	jg23470
OG0014682	XP_018452628.1	jg23464
OG0014683	XP_018490683.1	jg23449
OG0014684	XP_018491982.1	jg23445
OG0014685	XP_018433165.1	jg23443
OG0014686	XP_018492655.1	jg23439
OG0014687	XP_018459904.1, XP_018441828.1	jg23419
OG0014688	XP_018456913.1	jg23412
OG0014689	XP_018492570.1	jg23406
OG0014690	XP_018487145.1	jg23390
OG0014691	XP_018485544.1	jg23385
OG0014692	XP_018485408.1	jg23377
OG0014693	XP_018493039.1, XP_018463382.1	jg23336
OG0014694	XP_018486899.1	jg23315
OG0014695	XP_018432808.1	jg23314
OG0014696	XP_018457642.1	jg23311
OG0014697	XP_018491070.1	jg23309, jg27631
OG0014698	XP_018441958.1	jg23308
OG0014699	XP_018492383.1	jg19517
OG0014700	XP_018432864.1	jg23300
OG0014701	XP_018457977.1	jg23281
OG0014702	XP_018466011.1, XP_018457672.1	jg23279
OG0014703	XP_018452863.1	jg23274
OG0014704	XP_018492665.1	jg23263
OG0014705	XP_018457584.1	jg23262
OG0014706	XP_018492633.1, XP_018492593.1	jg23229
OG0014707	XP_018492802.1	jg23209
OG0014708	XP_018489804.1	jg23185
OG0014709	XP_018489216.1	jg23184
OG0014711	XP_018440525.1	jg23159
OG0014712	XP_018491728.1	jg23157
OG0014713	XP_018432799.1	jg23149
OG0014714	XP_018487157.1	jg23138
OG0014715	XP_018489875.1	jg23136
OG0014717	XP_018463144.1, XP_018452754.1	jg23115
OG0014718	XP_018483294.1	jg23106
OG0014719	XP_018435585.1, XP_018479278.1	jg23094
OG0014720	XP_018456830.1	jg23083
OG0014721	XP_018490745.1	jg23072
OG0014722	XP_018439873.1	jg23056
OG0014723	XP_018486628.1	jg13383
OG0014724	XP_018490900.1	jg23038
OG0014725	XP_018490901.1	jg23036
OG0014726	XP_018477341.1	jg23027
