Orthogroup	Raphanus_sativus	Cochlearia_excelsa
OG0018069	XP_018485600.1	g45043
OG0018070	XP_018447161.1	g44997
OG0018071	XP_018468727.1	g44859
OG0018072	XP_018464931.1, XP_018468825.1	g41567
OG0018075	XP_018447793.1	g45901
OG0018076	XP_018463812.1, XP_018455697.1	g13578
OG0018077	XP_018455388.1	g44553
OG0018078	XP_018444137.1, XP_018468930.1	g44547
OG0018080	XP_018446348.1	g46151
OG0018083	XP_018455455.1	g46429
OG0018084	XP_018454964.1	g46502
OG0018086	XP_018486361.1	g12692
OG0018088	XP_018485771.1	g7609
OG0018089	XP_018438830.1, XP_018437677.1	g7269
OG0018090	XP_018440766.1	g6909
OG0018091	XP_018490125.1	g6873
OG0018092	XP_018485952.1	g11982
OG0018093	XP_018492007.1	g11979
OG0018095	XP_018487296.1, XP_018487298.1	g13468
OG0018096	XP_018493152.1	g11664
OG0018098	XP_018491584.1	g13667
OG0018100	XP_018446538.1, XP_018446537.1	g46666
OG0018101	XP_018456043.1	g14318
OG0018102	XP_018492363.1	g14201
OG0018103	XP_018437363.1	g6108
OG0018104	XP_018453039.1	g6001
OG0018105	XP_018434256.1, XP_018440639.1	g5889
OG0018108	XP_018477322.1	g38478
OG0018109	XP_018485107.1	g50916
OG0018110	XP_018478351.1	g50912
OG0018111	XP_018480933.1	g38453
OG0018112	XP_018484835.1	g38440
OG0018115	XP_018438529.1, XP_018438640.1	g36911
OG0018117	XP_018484932.1	g38405
OG0018119	XP_018482427.1	g38388
OG0018121	XP_018441467.1	g38346
OG0018122	XP_018437303.1	g38339
OG0018123	XP_018487965.1	g38316
OG0018126	XP_018478172.1, XP_018478191.1	g37206
OG0018128	XP_018477491.1	g52050
OG0018129	XP_018437762.1	g37668
OG0018130	XP_018464029.1, XP_018434358.1	g10815
OG0018132	XP_018481402.1, XP_018441225.1	g10801
OG0018133	XP_018461687.1, XP_018481360.1	g10794
OG0018134	XP_018437737.1	g10745
OG0018135	XP_018435161.1	g10738
OG0018136	XP_018483417.1	g1522
OG0018137	XP_018434093.1	g10686
OG0018138	XP_018481168.1	g10597
OG0018139	XP_018452335.1	g1593
OG0018140	XP_018439071.1	g10499, g10575
OG0018141	XP_018485084.1	g10477
OG0018143	XP_018454862.1, XP_018483671.1	g10318
OG0018144	XP_018435649.1, XP_018437551.1, XP_018481330.1	g10314
OG0018145	XP_018437803.1	g3080
OG0018146	XP_018434812.1, XP_018434828.1	g19606
OG0018147	XP_018436881.1	g3113
OG0018148	XP_018493394.1	g3103
OG0018149	XP_018471611.1	g3094
OG0018150	XP_018436684.1	g2996
OG0018151	XP_018436644.1	g2722, g2719
OG0018152	XP_018436163.1	g223
OG0018153	XP_018492449.1, XP_018492450.1	g2684
OG0018154	XP_018469391.1	g2596
OG0018155	XP_018489100.1, XP_018463852.1	g19006
OG0018156	XP_018480077.1, XP_018459778.1	g19238
OG0018157	XP_018480133.1	g11280
OG0018158	XP_018475425.1	g5715
OG0018159	XP_018444595.1	g5552
OG0018160	XP_018444395.1	g5520
OG0018161	XP_018442587.1	g5420
OG0018163	XP_018442760.1	g5378
OG0018165	XP_018471670.1	g5181, g29304
OG0018166	XP_018446488.1	g41448
OG0018167	XP_018469608.1	g668
OG0018169	XP_018446868.1	g40212
OG0018171	XP_018472666.1	g25867
OG0018172	XP_018475550.1	g25840
OG0018173	XP_018459673.1	g40337
OG0018175	XP_018455884.1, XP_018454384.1	g25346
OG0018177	XP_018470043.1	g18207
OG0018178	XP_018468018.1	g18162
OG0018180	XP_018471116.1, XP_018438588.1	g47710
OG0018181	XP_018480775.1	g23506
OG0018182	XP_018467914.1	g23527
OG0018183	XP_018471171.1	g23549
OG0018184	XP_018449790.1	g47666
OG0018185	XP_018480680.1	g17062
OG0018187	XP_018468852.1	g17080
OG0018188	XP_018455995.1	g23670
OG0018189	XP_018470773.1	g17124
OG0018190	XP_018472262.1	g23694
OG0018191	XP_018479086.1	g23700
OG0018192	XP_018468402.1	g23716
OG0018193	XP_018482344.1	g23751
OG0018194	XP_018469917.1	g23837
OG0018196	XP_018478775.1	g47395
OG0018197	XP_018471225.1	g47346
OG0018198	XP_018460178.1, XP_018450107.1	g47265
OG0018199	XP_018451211.1	g24268
OG0018201	XP_018458106.1	g25207
OG0018202	XP_018445487.1	g46861
OG0018203	XP_018442666.1	g16738
OG0018205	XP_018459118.1, XP_018459121.1	g16896
OG0018207	XP_018463039.1, XP_018478461.1	g16886
OG0018208	XP_018478730.1	g16801
OG0018209	XP_018477834.1	g16778
OG0018210	XP_018444289.1	g16773
OG0018211	XP_018478770.1	g18598
OG0018212	XP_018439043.1	g40705
OG0018213	XP_018467188.1, XP_018481502.1	g39709
OG0018214	XP_018455081.1	g11128
OG0018215	XP_018480384.1	g10297
OG0018216	XP_018435646.1	g27792
OG0018217	XP_018433048.1	g10265
OG0018218	XP_018484863.1, XP_018438314.1	g4763
OG0018219	XP_018475848.1, XP_018449481.1	g26815
OG0018220	XP_018476577.1	g28258
OG0018221	XP_018461128.1	g1359
OG0018222	XP_018472881.1	g1349
OG0018223	XP_018455046.1	g41195, g41176
OG0018224	XP_018465003.1	g1323
OG0018225	XP_018454950.1	g1315
OG0018226	XP_018450809.1	g894
OG0018227	XP_018483727.1	g9905
OG0018228	XP_018456409.1	g9881
OG0018230	XP_018438343.1	g9637
OG0018231	YP_006666006.1	g30313, g30277, g30279, g20222, g20254, g30311
OG0018235	YP_009046975.1, YP_009046959.1	g19692, g19739, g19723, g19771
OG0018236	XP_018465782.1, XP_018478128.1	g4827
OG0018237	XP_018467433.1, XP_018465215.1, XP_018469753.1, XP_018474270.1	g28960
OG0018238	YP_009046921.1	g19757, g19706
OG0018243	XP_018435853.1	g41153
OG0018243	XP_018435997.1	g16746
OG0018261	XP_018458535.1	g23916
OG0018262	XP_018489601.1	g11411
OG0018264	XP_018444603.1	g4966, g4967
OG0018266	XP_018474850.1	g36792, g36789
OG0018267	XP_018445662.1	g29260
OG0018270	XP_018446903.1	g29299
OG0018271	XP_018484960.1	g24574
OG0018273	XP_018473699.1	g45651
OG0018274	XP_018471917.1	g45631
OG0018275	XP_018445364.1	g29365
OG0018276	XP_018445598.1	g5292
OG0018277	XP_018446702.1, XP_018446710.1	g5311
OG0018280	XP_018452567.1	g29496
OG0018281	XP_018444098.1	g45528
OG0018282	XP_018444715.1	g5441
OG0018283	XP_018470983.1	g5443
OG0018284	XP_018475991.1	g29553
OG0018285	XP_018444349.1	g29565
OG0018286	XP_018445864.1	g45507
OG0018287	XP_018446592.1	g29579
OG0018288	XP_018445872.1	g45497
OG0018289	XP_018444955.1	g5539
OG0018290	XP_018472243.1	g23807
OG0018293	XP_018481912.1	g40124
OG0018299	XP_018440163.1	g37883
OG0018300	XP_018439091.1	g39959
OG0018301	XP_018478970.1	g51221
OG0018302	XP_018481521.1, XP_018476846.1	g39893
OG0018303	XP_018439590.1	g37916
OG0018304	XP_018485368.1	g39749
OG0018306	XP_018469922.1	g23836
OG0018307	XP_018484408.1	g23778
OG0018308	XP_018478131.1	g17170
OG0018309	XP_018468936.1, XP_018468932.1	g17154
OG0018310	XP_018439751.1	g36263
OG0018312	XP_018449442.1	g32415
OG0018313	XP_018481713.1	g50544
OG0018314	XP_018493395.1	g32474
OG0018315	XP_018433406.1	g50557
OG0018316	XP_018432965.1	g27723
OG0018318	XP_018441345.1	g32617
OG0018319	XP_018481133.1	g1527
OG0018320	XP_018478996.1	g1542
OG0018322	XP_018488886.1	g183
OG0018324	XP_018457899.1	g284
OG0018326	XP_018492070.1	g371
OG0018327	XP_018491730.1	g381
OG0018328	XP_018492792.1	g18603
OG0018329	XP_018493051.1	g395
OG0018331	XP_018454083.1	g9906
OG0018332	XP_018460507.1, XP_018490382.1	g428
OG0018337	XP_018483158.1	g10070
OG0018339	XP_018456151.1	g613
OG0018342	XP_018444621.1	g28920
OG0018343	XP_018452465.1	g1275
OG0018344	XP_018451989.1	g28707
OG0018345	XP_018451990.1	g1246
OG0018347	XP_018457652.1	g1206
OG0018348	XP_018469760.1	g28670
OG0018349	XP_018475398.1	g39298
OG0018350	XP_018472612.1	g39305
OG0018352	XP_018474763.1	g1063
OG0018353	XP_018441652.1	g19393
OG0018356	XP_018446869.1	g5563
OG0018357	XP_018446929.1	g29643
OG0018359	XP_018475865.1	g5666
OG0018360	XP_018475900.1	g27965
OG0018362	XP_018463576.1	g11552
OG0018363	XP_018446447.1	g45297
OG0018364	XP_018469486.1	g5822
OG0018374	XP_018452594.1	g13601
OG0018375	XP_018452543.1	g44325
OG0018377	XP_018468169.1, XP_018468172.1	g46512
OG0018379	XP_018455741.1	g13615
OG0018381	XP_018434339.1	g19462
OG0018383	XP_018456194.1	g46325
OG0018384	XP_018434698.1	g14235
OG0018386	XP_018446586.1	g44405
OG0018387	XP_018446494.1	g44476
OG0018389	XP_018441384.1	g14021, g53180
OG0018390	XP_018455878.1, XP_018457109.1	g6052
OG0018391	XP_018450468.1	g17979
OG0018392	XP_018457563.1	g18057
OG0018393	XP_018451241.1	g54351
OG0018396	XP_018479910.1, XP_018481359.1	g37162
OG0018397	XP_018476778.1, XP_018474073.1	g38035, g51577
OG0018398	XP_018433708.1	g51601
OG0018400	XP_018449893.1	g46915
OG0018401	XP_018486061.1	g46879
OG0018402	XP_018475456.1	g46933
OG0018403	XP_018436125.1	g46935
OG0018404	XP_018449445.1	g24906, g46958
OG0018405	XP_018480956.1	g24654
OG0018407	XP_018450686.1	g17755
OG0018410	XP_018443179.1	g24497
OG0018413	XP_018492622.1	g27632
OG0018415	XP_018444184.1	g46147
OG0018416	XP_018468133.1	g44510
OG0018417	XP_018446273.1	g46160
OG0018420	XP_018465727.1	g44777
OG0018421	XP_018453438.1	g45786
OG0018422	XP_018469402.1	g17047
OG0018423	XP_018455380.1	g47669
OG0018427	XP_018485518.1	g3292
OG0018428	XP_018484373.1	g10454
OG0018429	XP_018434684.1	g3469
OG0018434	XP_018483949.1	g40536
OG0018435	XP_018454109.1, XP_018454111.1	g10408
OG0018436	XP_018484449.1, XP_018484415.1	g36465
OG0018438	XP_018485692.1	g36532
OG0018441	XP_018490222.1	g54260
OG0018442	XP_018489431.1	g36585
OG0018444	XP_018474943.1	g51411
OG0018445	XP_018440804.1	g51493
OG0018446	XP_018437907.1	g51505
OG0018447	XP_018438240.1	g51522
OG0018448	XP_018439774.1	g51528
OG0018449	XP_018451945.1	g47278
OG0018451	XP_018483999.1	g47256
OG0018452	XP_018470549.1	g47254
OG0018454	XP_018458763.1	g47246
OG0018456	XP_018477686.1, XP_018481975.1, XP_018481977.1, XP_018479225.1	g17749
OG0018459	XP_018469585.1	g11361
OG0018463	XP_018456008.1	g6244
OG0018465	XP_018452378.1	g13670
OG0018466	XP_018440959.1	g13717
OG0018468	XP_018444908.1	g47427
OG0018471	XP_018490989.1	g7933
OG0018472	XP_018469617.1	g47334
OG0018474	XP_018455669.1, XP_018455846.1	g40247
OG0018476	XP_018455984.1	g24118
OG0018477	XP_018457300.1	g47188
OG0018478	XP_018449412.1	g24291
OG0018479	XP_018438889.1	g16992
OG0018483	XP_018491626.1	g7944
OG0018484	XP_018492776.1	g11241
OG0018485	XP_018490990.1	g12717
OG0018488	XP_018433601.1	g19635
OG0018490	XP_018456209.1	g19629
OG0018491	XP_018456174.1	g9624
OG0018493	XP_018459642.1	g18786
OG0018494	XP_018459644.1	g11144
OG0018495	XP_018491858.1	g1756
OG0018498	XP_018491347.1	g1856
OG0018500	XP_018486845.1	g18894
OG0018501	XP_018460000.1	g18910
OG0018502	XP_018491527.1	g18949
OG0018503	XP_018451786.1	g11225
OG0018505	XP_018446236.1	g19024
OG0018506	XP_018491570.1	g2166
OG0018507	XP_018491033.1	g2255
OG0018508	XP_018464118.1	g19175
OG0018509	XP_018483825.1	g2335
OG0018510	XP_018483942.1	g2383
OG0018513	XP_018432862.1	g35821
OG0018517	XP_018444776.1	g44881
OG0018522	XP_018447758.1	g37364
OG0018526	XP_018454923.1	g40388
OG0018528	XP_018478784.1	g38496
OG0018529	XP_018461297.1, XP_018452565.1, XP_018463196.1	g1045
OG0018530	XP_018476743.1	g28174
OG0018532	XP_018490466.1	g50509
OG0018534	XP_018469216.1	g32674
OG0018535	XP_018475821.1	g40299
OG0018536	XP_018452337.1	g40361
OG0018537	XP_018465825.1, XP_018471904.1	g4809
OG0018538	XP_018440659.1	g10124
OG0018539	XP_018484967.1	g4788
OG0018540	XP_018464007.1, XP_018480975.1	g10148
OG0018541	XP_018462681.1	g10166
OG0018542	XP_018439880.1	g5914
OG0018543	XP_018436755.1	g13826
OG0018544	XP_018488915.1	g7421
OG0018545	XP_018470331.1	g31526
OG0018546	XP_018434441.1	g50802
OG0018547	XP_018440255.1	g37605
OG0018548	XP_018450041.1	g37016
OG0018550	XP_018477925.1	g24611
OG0018553	XP_018440465.1	g37473
OG0018554	XP_018439153.1	g52082
OG0018557	XP_018472735.1, XP_018466532.1	g37384
OG0018558	XP_018486410.1	g12691
OG0018564	XP_018492045.1	g12770
OG0018565	XP_018486533.1	g12633
OG0018566	XP_018490128.1, XP_018493273.1	g7821
OG0018567	XP_018487330.1	g12776
OG0018569	XP_018491431.1	g7753
OG0018570	XP_018492883.1	g12595
OG0018571	XP_018486453.1	g12821
OG0018572	XP_018434976.1	g7706
OG0018573	XP_018493434.1	g12858
OG0018574	XP_018486773.1	g12544
OG0018575	XP_018486045.1	g12878
OG0018576	XP_018491717.1, XP_018491718.1	g12465
OG0018577	XP_018441875.1	g7601
OG0018579	XP_018493173.1	g13004
OG0018581	XP_018491239.1	g7483
OG0018582	XP_018490089.1	g12388
OG0018584	XP_018484112.1	g46698, g16891
OG0018585	XP_018441555.1	g7354
OG0018586	XP_018436862.1	g12271
OG0018587	XP_018492788.1	g7284
OG0018588	XP_018441737.1, XP_018438828.1	g12256
OG0018589	XP_018434940.1	g13159
OG0018590	XP_018441338.1	g7253
OG0018592	XP_018438385.1, XP_018490392.1, XP_018459555.1	g7204
OG0018594	XP_018489335.1	g12149
OG0018598	XP_018490447.1, XP_018489353.1	g12056
OG0018599	XP_018441556.1	g6875
OG0018600	XP_018437766.1, XP_018439892.1	g10803
OG0018601	XP_018491582.1	g6821
OG0018602	XP_018487585.1	g6818
OG0018603	YP_006665990.1	g21349, g48620
OG0018604	XP_018437930.1	g6785
OG0018607	XP_018492589.1	g13367
OG0018608	XP_018491809.1	g13374
OG0018609	XP_018456721.1	g886
OG0018611	XP_018461177.1	g46705
OG0018612	XP_018481111.1	g10302
OG0018613	XP_018491557.1, XP_018462098.1	g13399
OG0018614	XP_018458242.1	g11868
OG0018616	XP_018468477.1	g45064
OG0018617	XP_018490229.1	g18067
OG0018618	XP_018492714.1	g43628
OG0018619	XP_018446988.1	g4898
OG0018621	XP_018463560.1	g19255
OG0018623	XP_018489382.1	g26857
OG0018624	XP_018490516.1	g26860
OG0018627	XP_018447119.1	g49421
OG0018629	XP_018448561.1, XP_018448560.1	g30851
OG0018630	XP_018470349.1	g30853
OG0018631	XP_018488081.1	g26934
OG0018632	XP_018471147.1, XP_018471061.1	g30896
OG0018635	XP_018435785.1	g30932
OG0018637	XP_018472600.1	g31026
OG0018638	XP_018489882.1	g31038
OG0018640	XP_018488579.1	g31059
OG0018641	XP_018493535.1	g49573
OG0018643	XP_018471693.1	g49603
OG0018644	XP_018486702.1	g31101
OG0018645	XP_018462336.1	g49650
OG0018646	XP_018434571.1	g31164
OG0018648	XP_018437793.1	g31217
OG0018649	XP_018470257.1	g31225
OG0018650	XP_018441760.1, XP_018432898.1	g27123
OG0018651	XP_018435049.1	g11127
OG0018652	XP_018439963.1	g27148
OG0018653	XP_018443328.1	g27167
OG0018655	XP_018474969.1	g31441
OG0018656	XP_018487523.1	g49882
OG0018657	XP_018435465.1	g31532
OG0018660	XP_018435989.1	g27307
OG0018661	XP_018435982.1	g49944
OG0018662	XP_018432563.1	g27311
OG0018665	XP_018461187.1, XP_018461171.1	g27362
OG0018666	XP_018467120.1	g49992
OG0018671	XP_018480019.1	g27454
OG0018672	XP_018468929.1	g27455
OG0018673	XP_018487618.1	g50130
OG0018674	XP_018477919.1	g18446
OG0018675	XP_018467067.1, XP_018473695.1	g50256
OG0018677	XP_018453361.1	g45941
OG0018678	XP_018445767.1	g23842
OG0018680	XP_018445270.1	g1825
OG0018683	XP_018455233.1	g36896
OG0018684	XP_018457635.1	g40874
OG0018687	XP_018452166.1	g40997
OG0018688	XP_018461933.1	g44136
OG0018689	XP_018457572.1	g44104
OG0018691	XP_018451968.1	g41106
OG0018693	XP_018485204.1	g36838
OG0018694	XP_018452264.1	g40776
OG0018696	XP_018439857.1	g10838
OG0018697	XP_018469245.1, XP_018455806.1	g25565
OG0018698	XP_018472273.1	g47711
OG0018700	XP_018463184.1	g54078
OG0018701	XP_018492085.1	g36347
OG0018706	XP_018450823.1	g54146
OG0018708	XP_018480210.1	g22662
OG0018709	XP_018477316.1, XP_018459478.1	g22714
OG0018712	XP_018448374.1, XP_018479013.1, XP_018479014.1	g22815
OG0018713	XP_018482011.1	g22817
OG0018714	XP_018447251.1	g47990
OG0018715	XP_018484880.1	g47984
OG0018716	XP_018471617.1	g22852
OG0018717	XP_018471772.1	g47980
OG0018718	XP_018451527.1	g47949
OG0018719	XP_018471728.1	g22967
OG0018720	XP_018479024.1	g22976
OG0018721	XP_018481759.1, XP_018464270.1, XP_018469705.1, XP_018467573.1	g47930
OG0018722	XP_018471340.1	g47907
OG0018723	XP_018451780.1	g23043
OG0018725	XP_018461190.1	g18195
OG0018726	XP_018483921.1	g23300
OG0018728	XP_018488782.1, XP_018488783.1	g19501
OG0018733	XP_018480598.1	g32063
OG0018736	XP_018453218.1	g47143
OG0018737	XP_018489082.1, XP_018489093.1	g49323
OG0018738	XP_018471180.1	g26951
OG0018739	XP_018487125.1	g30980, g30970
OG0018740	XP_018433290.1	g31004
OG0018742	XP_018487116.1	g31359
OG0018743	XP_018487823.1, XP_018487818.1	g32021
OG0018744	XP_018443909.1	g32093
OG0018745	XP_018435428.1, XP_018435421.1	g50305
OG0018746	XP_018485209.1	g32126
OG0018747	XP_018448114.1	g50341
OG0018748	XP_018473969.1	g32163
OG0018750	XP_018437850.1, XP_018448303.1	g32186
OG0018751	XP_018479288.1	g32199
OG0018752	XP_018439487.1	g32208
OG0018753	XP_018447754.1	g32364
OG0018755	XP_018447742.1	g28231
OG0018758	XP_018480903.1	g54253
OG0018761	XP_018454196.1	g40979
OG0018764	XP_018452202.1	g41094
OG0018766	XP_018462931.1, XP_018459085.1	g45104
OG0018769	XP_018456575.1, XP_018445605.1	g44817
OG0018770	XP_018444309.1	g46123
OG0018771	XP_018444139.1	g44374
OG0018772	XP_018457284.1	g46347
OG0018773	XP_018455152.1	g46458
OG0018774	XP_018454456.1	g46508
OG0018775	XP_018452937.1	g46510
OG0018779	XP_018437676.1, XP_018438829.1	g7270
OG0018783	XP_018491128.1	g6852
OG0018788	XP_018491585.1	g6226
OG0018792	XP_018435842.1, XP_018492464.1	g13795
OG0018793	XP_018441758.1	g13840
OG0018794	XP_018437956.1	g13836
OG0018795	XP_018478363.1	g50946
OG0018796	XP_018434748.1	g38430
OG0018797	XP_018480298.1	g38433
OG0018798	XP_018440704.1	g50970
OG0018801	XP_018438096.1	g38360
OG0018803	XP_018464445.1	g19805, g48688, g20861, g8528, g38831, g48554, g14735, g4594, g32860
OG0018810	XP_018436129.1	g51821
OG0018812	XP_018464506.1, XP_018473210.1	g37713
OG0018813	XP_018441692.1	g10811
OG0018814	XP_018483487.1, XP_018437406.1	g10708
OG0018817	XP_018438001.1	g11513
OG0018818	XP_018488821.1	g19595
OG0018821	XP_018453605.1	g24239
OG0018822	XP_018477851.1	g19389
OG0018824	XP_018437908.1	g52844, g52834
OG0018825	XP_018477214.1	g19187
OG0018826	XP_018491622.1	g11282
OG0018827	XP_018486778.1, XP_018432537.1	g11260
OG0018828	XP_018492661.1	g18824
OG0018830	XP_018465670.1, XP_018444152.1	g29694
OG0018832	XP_018481448.1, XP_018481468.1	g9956
OG0018834	XP_018477370.1	g10172
OG0018835	XP_018473528.1	g25952
OG0018836	XP_018474810.1, XP_018475060.1	g40203
OG0018837	XP_018469954.1	g40281
OG0018842	XP_018455672.1	g22761
OG0018843	XP_018447648.1	g22872
OG0018844	XP_018484068.1, XP_018484064.1	g22994
OG0018847	XP_018447430.1	g47665
OG0018849	XP_018448479.1	g17119
OG0018850	XP_018470182.1	g23686
OG0018851	XP_018478077.1, XP_018470914.1	g47585
OG0018852	XP_018467754.1	g23735
OG0018853	XP_018472308.1	g47510
OG0018855	XP_018470160.1	g53650, g17711
OG0018856	XP_018485354.1	g47014
OG0018858	XP_018442043.1	g54007
OG0018859	XP_018451797.1	g47084
OG0018860	XP_018482607.1	g46792
OG0018861	XP_018450822.1	g46675
OG0018862	XP_018449484.1	g36992
OG0018863	XP_018453275.1	g18450
OG0018864	XP_018475684.1	g18457
OG0018867	XP_018476828.1	g1446
OG0018868	XP_018487259.1	g1423
OG0018870	XP_018474610.1	g17187
OG0018871	XP_018452878.1	g28301
OG0018872	XP_018455506.1, XP_018464146.1	g28325
OG0018873	XP_018471916.1	g1327
OG0018874	XP_018474632.1, XP_018453651.1	g28345
OG0018875	XP_018476993.1	g1322
OG0018876	XP_018447528.1	g41177
OG0018877	XP_018475170.1	g41212
OG0018879	XP_018458900.1	g50764, g1113, g32264
OG0018882	XP_018433021.1	g9631
OG0018885	XP_018438919.1	g9647
OG0018888	XP_018457543.1	g39478
OG0018912	XP_018437328.1	g2707
OG0018915	XP_018455959.1	g16710
OG0018920	XP_018446972.1	g45691
OG0018922	XP_018442476.1	g5284
OG0018923	XP_018454066.1	g29434
OG0018925	XP_018470770.1	g45550
OG0018927	XP_018446181.1	g5497
OG0018929	XP_018457398.1	g25512
OG0018933	XP_018442323.1	g5550
OG0018934	XP_018485370.1	g38529
OG0018935	XP_018455810.1	g39674
OG0018937	XP_018470275.1	g17224
OG0018938	XP_018465743.1, XP_018450480.1	g32344
OG0018941	XP_018449878.1	g50649
OG0018943	XP_018483804.1	g16693
OG0018945	XP_018434866.1	g18676
OG0018947	XP_018434353.1	g209
OG0018948	XP_018487284.1	g288
OG0018950	XP_018468467.1	g672
OG0018953	XP_018453108.1, XP_018465111.1	g28812
OG0018957	XP_018452924.1	g28528
OG0018958	XP_018434699.1	g19416
OG0018959	XP_018449222.1	g5577
OG0018960	XP_018443138.1	g29688
OG0018978	XP_018440104.1	g27971
OG0018984	XP_018449940.1	g17862
OG0018987	XP_018465617.1	g1430
OG0018989	XP_018462127.1	g1381
OG0018990	XP_018453491.1, XP_018458599.1, XP_018458597.1	g44589
OG0018991	XP_018452975.1	g46097
OG0018992	XP_018446864.1	g46137
OG0018993	XP_018444934.1	g44500
OG0018997	XP_018476886.1	g28303
OG0018999	XP_018483354.1	g40557
OG0019001	XP_018455182.1	g40521
OG0019004	XP_018475658.1	g51364
OG0019005	XP_018479884.1	g51442
OG0019008	XP_018450721.1	g24157
OG0019009	XP_018470774.1	g47282
OG0019010	XP_018485365.1	g17483
OG0019011	XP_018444031.1	g46625
OG0019012	XP_018471315.1, XP_018467706.1	g47361
OG0019013	XP_018467709.1, XP_018482324.1	g24019
OG0019014	XP_018470575.1	g47176
OG0019015	XP_018466485.1, XP_018465511.1	g17562
OG0019016	XP_018449098.1, XP_018449074.1	g47190
OG0019025	XP_018442947.1, XP_018459341.1, XP_018442948.1, XP_018459345.1, XP_018480742.1, XP_018453721.1	g2308
OG0019027	XP_018455516.1	g39445
OG0019030	XP_018432606.1	g6361
OG0019032	XP_018434298.1	g13944
OG0019037	XP_018457706.1	g25764
OG0019039	XP_018440482.1	g13825
OG0019041	XP_018468417.1	g16717
OG0019044	XP_018478603.1	g52252
OG0019045	XP_018440277.1	g52249
OG0019046	XP_018463478.1	g37567
OG0019049	XP_018462919.1	g38201
