Orthogroup	Raphanus_sativus	Cardamine_hirsuta
OG0013719	XP_018442591.1, XP_018459839.1	CARHR214050
OG0013720	XP_018480704.1, XP_018460642.1	CARHR214220
OG0013721	XP_018460568.1, XP_018478591.1	CARHR214440
OG0013722	XP_018443945.1, XP_018462676.1	CARHR214670
OG0013723	XP_018478298.1	CARHR214890
OG0013724	XP_018483675.1	CARHR215130
OG0013725	XP_018464377.1, XP_018478978.1	CARHR215150
OG0013726	XP_018459925.1	CARHR055500
OG0013727	XP_018485098.1	CARHR215230
OG0013728	XP_018464568.1, XP_018484028.1	CARHR215300
OG0013729	XP_018483884.1	CARHR215730
OG0013730	XP_018477610.1	CARHR216140
OG0013731	XP_018443772.1, XP_018484840.1, XP_018484859.1	CARHR216450
OG0013732	XP_018484593.1	CARHR184430
OG0013733	XP_018485515.1	CARHR099770
OG0013734	XP_018485617.1	CARHR099680
OG0013735	XP_018486985.1	CARHR099500
OG0013736	XP_018488006.1, XP_018492575.1	CARHR099370
OG0013737	XP_018432764.1	CARHR099240
OG0013738	XP_018489116.1	CARHR099210
OG0013739	XP_018460317.1, XP_018462323.1	CARHR098980
OG0013740	XP_018459939.1, XP_018459945.1	CARHR098930
OG0013741	XP_018485498.1	CARHR098550
OG0013742	XP_018488932.1	CARHR098430
OG0013743	XP_018491950.1	CARHR098340
OG0013744	XP_018459038.1	CARHR056930
OG0013746	XP_018491562.1, XP_018489235.1	CARHR097830
OG0013747	XP_018433706.1	CARHR097720
OG0013748	XP_018458548.1	CARHR097620
OG0013749	XP_018486461.1	CARHR097590
OG0013750	XP_018458538.1, XP_018458539.1	CARHR097440
OG0013751	XP_018492435.1	CARHR097190
OG0013752	XP_018478884.1, XP_018471546.1	CARHR238260
OG0013754	XP_018471618.1	CARHR058190
OG0013755	XP_018466249.1, XP_018444756.1	CARHR292320
OG0013756	XP_018442156.1	CARHR057120
OG0013757	XP_018472070.1	CARHR056840
OG0013758	XP_018446437.1	CARHR056990
OG0013759	XP_018471580.1	CARHR057050
OG0013760	XP_018481543.1, XP_018474740.1	CARHR055530
OG0013761	XP_018452011.1	CARHR055640
OG0013762	XP_018457301.1, XP_018465043.1	CARHR055670
OG0013763	XP_018446989.1, XP_018462344.1	CARHR194050
OG0013764	XP_018442638.1, XP_018462585.1	CARHR194430
OG0013765	XP_018469642.1	CARHR194480
OG0013766	XP_018464808.1, XP_018465384.1, XP_018466329.1	CARHR194520
OG0013767	XP_018468656.1, XP_018460355.1	CARHR194590
OG0013768	XP_018476468.1, XP_018464991.1	CARHR194610
OG0013769	XP_018489954.1, XP_018489957.1	CARHR114790
OG0013770	XP_018482178.1, XP_018465283.1	CARHR184620
OG0013771	XP_018444474.1, XP_018444467.1	CARHR194860
OG0013772	XP_018441364.1, XP_018466181.1	CARHR182220
OG0013773	XP_018482990.1	CARHR182110
OG0013774	XP_018461201.1, XP_018483967.1	CARHR183850
OG0013775	XP_018461199.1, XP_018477283.1	CARHR183890
OG0013776	XP_018437438.1	CARHR162250
OG0013777	XP_018478904.1	CARHR162050
OG0013778	XP_018439451.1	CARHR162010
OG0013779	XP_018439390.1	CARHR161990
OG0013780	XP_018439395.1, XP_018439396.1	CARHR162000
OG0013781	XP_018439393.1, XP_018439394.1	CARHR161980
OG0013782	XP_018439392.1, XP_018439391.1	CARHR161970
OG0013783	XP_018433881.1, XP_018433863.1	CARHR161650
OG0013784	XP_018434162.1	CARHR161640
OG0013785	XP_018433147.1, XP_018433145.1	CARHR161570
OG0013786	XP_018484468.1	CARHR161500
OG0013787	XP_018463318.1, XP_018453446.1	CARHR161460
OG0013788	XP_018437403.1	CARHR161390
OG0013789	XP_018470285.1	CARHR161210
OG0013790	XP_018441051.1, XP_018463827.1	CARHR161060
OG0013791	XP_018433940.1	CARHR160950
OG0013792	XP_018439886.1, XP_018441808.1	CARHR143840
OG0013793	XP_018479987.1	CARHR000140
OG0013794	XP_018460680.1, XP_018446943.1	CARHR156840
OG0013795	XP_018492673.1	CARHR000440
OG0013796	XP_018487724.1	CARHR000500
OG0013797	XP_018488809.1, XP_018466806.1	CARHR000610, CARHR000590
OG0013798	XP_018479377.1, XP_018479374.1, XP_018484711.1	CARHR286740
OG0013799	XP_018438611.1	CARHR000810
OG0013800	XP_018432948.1, XP_018462598.1, XP_018470484.1	CARHR001230
OG0013801	XP_018432947.1	CARHR001240
OG0013802	XP_018490856.1	CARHR001290
OG0013803	XP_018490417.1, XP_018464354.1	CARHR001350
OG0013804	XP_018432594.1, XP_018492201.1	CARHR001460
OG0013805	XP_018469938.1	CARHR001570
OG0013806	XP_018492893.1	CARHR090580
OG0013807	XP_018443139.1	CARHR001800
OG0013808	XP_018475267.1	CARHR001870
OG0013809	XP_018447773.1, XP_018491610.1	CARHR001900
OG0013810	XP_018432565.1	CARHR001940
OG0013811	XP_018475504.1	CARHR002210
OG0013812	XP_018447072.1	CARHR002260
OG0013813	XP_018439189.1	CARHR002370
OG0013814	XP_018487896.1, XP_018490621.1	CARHR002400
OG0013815	XP_018451390.1	CARHR002500
OG0013816	XP_018470087.1, XP_018470245.1	CARHR002830
OG0013817	XP_018451629.1	CARHR003090
OG0013818	XP_018486660.1, XP_018488565.1	CARHR003310
OG0013819	XP_018447192.1, XP_018447201.1	CARHR003370
OG0013820	XP_018486873.1, XP_018452694.1	CARHR003870
OG0013821	XP_018443296.1	CARHR003930
OG0013822	XP_018490769.1	CARHR004120
OG0013823	XP_018471157.1, XP_018455110.1	CARHR004330
OG0013824	XP_018440698.1	CARHR004340
OG0013825	XP_018467452.1, XP_018492143.1	CARHR005480
OG0013826	XP_018467989.1	CARHR005500, CARHR038440
OG0013827	XP_018435598.1, XP_018461812.1	CARHR005830
OG0013828	XP_018486370.1	CARHR006110
OG0013829	XP_018487948.1	CARHR006600
OG0013830	XP_018485013.1	CARHR006610
OG0013831	XP_018449247.1, XP_018462290.1	CARHR006710
OG0013832	XP_018447631.1, XP_018450859.1	CARHR006810
OG0013833	XP_018439504.1, XP_018439517.1	CARHR007000
OG0013834	XP_018436188.1	CARHR007090
OG0013835	XP_018433301.1	CARHR215430
OG0013836	XP_018491525.1	CARHR007750
OG0013837	XP_018470371.1, XP_018449399.1	CARHR008010
OG0013838	XP_018467904.1	CARHR008200
OG0013839	XP_018438885.1, XP_018467476.1	CARHR008260
OG0013840	XP_018485770.1	CARHR056230
OG0013841	XP_018486152.1, XP_018447110.1	CARHR008290
OG0013842	XP_018490233.1	CARHR008780
OG0013843	XP_018451209.1, XP_018488850.1	CARHR008890
OG0013844	XP_018489083.1	CARHR008980
OG0013845	XP_018448963.1, XP_018448960.1	CARHR009150
OG0013846	XP_018474216.1	CARHR009230
OG0013847	XP_018449175.1, XP_018448983.1	CARHR009260
OG0013848	XP_018437951.1	CARHR009310
OG0013849	XP_018451102.1, XP_018451094.1	CARHR009400
OG0013850	XP_018437025.1	CARHR009430
OG0013851	XP_018468504.1	CARHR009550
OG0013852	XP_018471878.1	CARHR009690
OG0013853	XP_018437784.1, XP_018489013.1	CARHR009790
OG0013854	XP_018488570.1, XP_018488557.1	CARHR009890
OG0013855	XP_018433991.1	CARHR010250
OG0013856	XP_018466883.1, XP_018436488.1	CARHR010510
OG0013857	XP_018439626.1	CARHR010590
OG0013858	XP_018437122.1, XP_018489831.1	CARHR010620
OG0013859	XP_018437256.1, XP_018463026.1	CARHR010660
OG0013860	XP_018440101.1, XP_018433034.1	CARHR025880
OG0013862	XP_018492813.1	CARHR011000
OG0013863	XP_018452584.1	CARHR011130
OG0013864	XP_018488410.1	CARHR011210
OG0013865	XP_018486126.1	CARHR011240
OG0013866	XP_018447340.1, XP_018447362.1	CARHR011280
OG0013867	XP_018487590.1, XP_018449929.1	CARHR011310
OG0013868	XP_018487144.1	CARHR011450
OG0013869	XP_018436061.1	CARHR011470
OG0013871	XP_018441842.1	CARHR114210, CARHR246080
OG0013872	XP_018458042.1	CARHR012010
OG0013873	XP_018481688.1	CARHR012040
OG0013874	XP_018449118.1	CARHR012060
OG0013875	XP_018458306.1, XP_018458304.1	CARHR012120
OG0013876	XP_018438850.1, XP_018465258.1	CARHR012220
OG0013877	XP_018458307.1, XP_018463034.1	CARHR012230
OG0013878	XP_018450448.1, XP_018465299.1, XP_018451596.1	CARHR012300
OG0013879	XP_018486898.1	CARHR012320
OG0013880	XP_018448937.1	CARHR012330
OG0013881	XP_018481344.1	CARHR013040
OG0013882	XP_018435329.1	CARHR013100
OG0013883	XP_018451069.1	CARHR013170
OG0013884	XP_018451007.1, XP_018450994.1, XP_018451374.1	CARHR013190
OG0013885	XP_018441190.1	CARHR013280
OG0013886	XP_018436628.1, XP_018436668.1	CARHR013340
OG0013887	XP_018450601.1	CARHR026420
OG0013888	XP_018435401.1, XP_018447507.1	CARHR013550
OG0013889	XP_018488426.1, XP_018442592.1	CARHR013670
OG0013890	XP_018476788.1	CARHR265110
OG0013891	XP_018464559.1, XP_018450403.1	CARHR013780
OG0013892	XP_018469198.1	CARHR014090
OG0013893	XP_018467794.1	CARHR014120
OG0013894	XP_018441309.1, XP_018437017.1	CARHR014540
OG0013895	XP_018433891.1	CARHR014630
OG0013896	XP_018436760.1	CARHR014680
OG0013897	XP_018455432.1	CARHR014710
OG0013898	XP_018451150.1, XP_018447242.1	CARHR014770
OG0013899	XP_018470226.1, XP_018470076.1	CARHR014780
OG0013900	XP_018435472.1, XP_018436636.1	CARHR014890
OG0013901	XP_018437252.1	CARHR015210
OG0013902	XP_018441665.1	CARHR015220
OG0013903	XP_018434935.1, XP_018434924.1	CARHR015610
OG0013904	XP_018479817.1, XP_018479725.1	CARHR015760
OG0013905	XP_018477672.1	CARHR182880
OG0013906	XP_018487486.1	CARHR016200
OG0013907	XP_018438531.1	CARHR016460
OG0013908	XP_018470672.1	CARHR016590
OG0013910	XP_018493097.1	CARHR016760
OG0013911	XP_018450208.1, XP_018470454.1	CARHR016840
OG0013912	XP_018436892.1, XP_018454233.1	CARHR016960
OG0013913	XP_018472885.1, XP_018463604.1	CARHR017000
OG0013914	XP_018468332.1, XP_018463605.1	CARHR017020
OG0013915	XP_018450739.1	CARHR017190
OG0013916	XP_018450737.1	CARHR017210
OG0013917	XP_018434410.1	CARHR017300
OG0013918	XP_018479379.1, XP_018479393.1	CARHR017740
OG0013919	XP_018458612.1	CARHR017900
OG0013920	XP_018468180.1	CARHR265950
OG0013921	XP_018451423.1, XP_018460498.1	CARHR018000
OG0013922	XP_018451422.1	CARHR018010
OG0013923	XP_018449229.1	CARHR018020
OG0013924	XP_018445117.1	CARHR018110
OG0013925	XP_018480516.1	CARHR018170
OG0013926	XP_018432683.1, XP_018488274.1	CARHR018470
OG0013927	XP_018450811.1, XP_018448069.1	CARHR018580
OG0013928	XP_018434372.1	CARHR018600
OG0013929	XP_018437997.1	CARHR018690
OG0013930	XP_018433427.1	CARHR018800
OG0013932	XP_018482284.1, XP_018462226.1	CARHR019000
OG0013933	XP_018489314.1	CARHR019220
OG0013934	XP_018449321.1	CARHR019630
OG0013935	XP_018442185.1	CARHR019690
OG0013936	XP_018448035.1, XP_018448040.1	CARHR019750
OG0013937	XP_018451757.1, XP_018451749.1	CARHR019770
OG0013938	XP_018449370.1, XP_018449365.1	CARHR019790
OG0013939	XP_018448135.1	CARHR019970
OG0013940	XP_018493149.1	CARHR020010
OG0013941	XP_018467646.1	CARHR020100
OG0013942	XP_018447689.1	CARHR020150
OG0013943	XP_018466551.1, XP_018484629.1	CARHR020210
OG0013944	XP_018491924.1, XP_018491935.1	CARHR020230
OG0013945	XP_018480568.1	CARHR019840
OG0013946	XP_018484700.1	CARHR020300
OG0013947	XP_018442410.1, XP_018433137.1	CARHR020380
OG0013948	XP_018454722.1	CARHR145660
OG0013949	XP_018473625.1, XP_018450745.1	CARHR020580
OG0013950	XP_018481919.1, XP_018435961.1	CARHR020620
OG0013951	XP_018483457.1	CARHR262400
OG0013952	XP_018450729.1	CARHR020820
OG0013953	XP_018436110.1	CARHR020850, CARHR199460
OG0013954	XP_018451612.1	CARHR020980
OG0013955	XP_018469253.1	CARHR021230
OG0013956	XP_018469244.1	CARHR021740
OG0013957	XP_018486247.1	CARHR021750
OG0013958	XP_018436582.1	CARHR021760
OG0013959	XP_018465455.1, XP_018469317.1	CARHR021810
OG0013960	XP_018469325.1	CARHR021820
OG0013961	XP_018490249.1	CARHR022020
OG0013962	XP_018473133.1, XP_018437353.1	CARHR022240
OG0013963	XP_018483658.1, XP_018483634.1	CARHR022410
OG0013964	XP_018450939.1	CARHR022480
OG0013965	XP_018470063.1	CARHR022580
OG0013966	XP_018482552.1	CARHR226100
OG0013967	XP_018433878.1	CARHR023110
OG0013968	XP_018443246.1	CARHR023190
OG0013969	XP_018434323.1, XP_018443576.1	CARHR023310
OG0013970	XP_018439790.1	CARHR023330
OG0013971	XP_018491811.1	CARHR023340
OG0013973	XP_018455474.1, XP_018455473.1	CARHR289070
OG0013974	XP_018446523.1	CARHR290980
OG0013975	XP_018453252.1	CARHR291030
OG0013976	XP_018458003.1	CARHR291070
OG0013977	XP_018471965.1	CARHR291100
OG0013978	XP_018444529.1	CARHR291130
OG0013979	XP_018456091.1	CARHR291260
OG0013980	XP_018456822.1	CARHR064630
OG0013981	XP_018445045.1	CARHR064600
OG0013982	XP_018457714.1	CARHR064400
OG0013983	XP_018470100.1	CARHR064020
OG0013984	XP_018444625.1, XP_018461004.1	CARHR063980
OG0013985	XP_018452180.1, XP_018455511.1	CARHR063870
OG0013986	XP_018467911.1	CARHR063770
OG0013987	XP_018464402.1, XP_018457919.1	CARHR063740
OG0013988	XP_018451965.1, XP_018470239.1	CARHR063730
OG0013991	XP_018471526.1, XP_018464770.1	CARHR231510
OG0013992	XP_018454656.1	CARHR231540
OG0013993	XP_018434179.1	CARHR032200
OG0013994	XP_018457117.1	CARHR046890
OG0013995	XP_018457682.1	CARHR046900
OG0013996	XP_018454280.1	CARHR046910
OG0013997	XP_018456051.1	CARHR047860
OG0013998	XP_018457800.1	CARHR047920
OG0013999	XP_018471436.1	CARHR234510
OG0014001	XP_018452781.1	CARHR048340
OG0014002	XP_018434357.1, XP_018464028.1	CARHR143740
OG0014003	XP_018464284.1, XP_018453987.1	CARHR048680
OG0014004	XP_018454815.1	CARHR048740
OG0014005	XP_018446788.1	CARHR196610
OG0014006	XP_018452841.1	CARHR049110
OG0014007	XP_018452051.1	CARHR049460
OG0014008	XP_018452225.1	CARHR049560
OG0014009	XP_018458642.1, XP_018458630.1	CARHR049950
OG0014010	XP_018440351.1	CARHR050640
OG0014011	XP_018433538.1	CARHR050720
OG0014012	XP_018454723.1	CARHR051650
OG0014013	XP_018455793.1, XP_018437598.1	CARHR052200
OG0014014	XP_018440912.1	CARHR052180
OG0014015	XP_018457656.1, XP_018457658.1	CARHR051930
OG0014016	XP_018454189.1, XP_018455625.1	CARHR051800
OG0014017	XP_018485387.1	CARHR105080
OG0014018	XP_018436899.1	CARHR052270
OG0014019	XP_018446900.1, XP_018452674.1, XP_018461927.1	CARHR052540
OG0014020	XP_018439275.1	CARHR052750
OG0014021	XP_018457573.1, XP_018435091.1	CARHR052970
OG0014022	XP_018457496.1	CARHR053350
OG0014023	XP_018454292.1	CARHR283880
OG0014024	XP_018439452.1	CARHR053750
OG0014026	XP_018456994.1	CARHR053990
OG0014027	XP_018458173.1	CARHR055010
OG0014028	XP_018453182.1, XP_018453203.1	CARHR055200
OG0014029	XP_018458165.1	CARHR055350
OG0014030	XP_018440095.1	CARHR287510, CARHR287530
OG0014031	XP_018453066.1	CARHR046860
OG0014032	XP_018452728.1, XP_018452727.1	CARHR046730
OG0014033	XP_018452858.1	CARHR046620
OG0014034	XP_018454767.1, XP_018454975.1	CARHR046510
OG0014035	XP_018456908.1	CARHR046500
OG0014036	XP_018452968.1	CARHR046470
OG0014037	XP_018454546.1	CARHR046460
OG0014038	XP_018456270.1	CARHR046240
OG0014039	XP_018455678.1	CARHR046220
OG0014040	XP_018469204.1	CARHR259640
OG0014041	XP_018485201.1, XP_018464830.1	CARHR174610
OG0014042	XP_018482272.1, XP_018439045.1	CARHR173890
OG0014043	XP_018437083.1, XP_018478607.1	CARHR173850
OG0014044	XP_018433110.1, XP_018441245.1, XP_018463918.1	CARHR173570
OG0014045	XP_018477661.1	CARHR178100
OG0014046	XP_018434364.1	CARHR178210
OG0014047	XP_018485353.1	CARHR178260
OG0014048	XP_018438325.1, XP_018482226.1	CARHR178620
OG0014049	XP_018453266.1	CARHR178650
OG0014050	XP_018466145.1, XP_018464011.1	CARHR252460
OG0014051	XP_018456509.1	CARHR252300
OG0014052	XP_018452140.1	CARHR252560
OG0014053	XP_018476812.1	CARHR252600
OG0014054	XP_018470104.1	CARHR237240
OG0014055	XP_018470714.1	CARHR237320
OG0014056	XP_018470716.1	CARHR237360
OG0014057	XP_018438948.1	CARHR237680
OG0014058	XP_018448385.1	CARHR292020
OG0014059	XP_018468606.1, XP_018482758.1	CARHR237770
OG0014060	XP_018450972.1	CARHR222510
OG0014061	XP_018458239.1	CARHR222640
OG0014062	XP_018480935.1	CARHR037590
OG0014063	XP_018445644.1	CARHR037680
OG0014064	XP_018485167.1, XP_018464519.1	CARHR037700
OG0014065	XP_018461833.1, XP_018440500.1	CARHR038170
OG0014066	XP_018482169.1, XP_018466004.1	CARHR037890
OG0014067	XP_018465852.1, XP_018463930.1	CARHR037900
OG0014068	XP_018435242.1, XP_018435223.1, XP_018461834.1	CARHR038160
OG0014069	XP_018448784.1, XP_018448785.1	CARHR038090
OG0014070	XP_018465201.1, XP_018438403.1	CARHR038180
OG0014071	XP_018462313.1, XP_018490930.1	CARHR038840
OG0014072	XP_018490934.1, XP_018462318.1, XP_018463670.1, XP_018464350.1	CARHR038870
OG0014073	XP_018488096.1, XP_018490472.1	CARHR038900
OG0014074	XP_018447104.1	CARHR038960
OG0014075	XP_018433594.1	CARHR039080
OG0014076	XP_018432744.1	CARHR039090
OG0014077	XP_018447797.1	CARHR039390
OG0014078	XP_018447645.1, XP_018447644.1	CARHR039410
OG0014079	XP_018449361.1, XP_018488822.1	CARHR039420
OG0014080	XP_018492715.1	CARHR039440, CARHR039450
OG0014081	XP_018446569.1, XP_018446567.1	CARHR068220
OG0014082	XP_018444191.1, XP_018444214.1	CARHR068200
OG0014083	XP_018469144.1	CARHR149670
OG0014084	XP_018471336.1	CARHR293980
OG0014085	XP_018483959.1, XP_018484300.1	CARHR294020
OG0014086	XP_018459040.1, XP_018458405.1	CARHR294140
OG0014087	XP_018449141.1	CARHR294180
OG0014088	XP_018470927.1	CARHR294230
OG0014089	XP_018447315.1, XP_018450219.1	CARHR294310
OG0014090	XP_018451463.1	CARHR294420
OG0014091	XP_018451669.1	CARHR247930
OG0014092	XP_018482493.1	CARHR247910
OG0014093	XP_018470460.1	CARHR247820
OG0014094	XP_018447993.1	CARHR247790, CARHR247780
OG0014095	XP_018456011.1	CARHR247720
OG0014096	XP_018463648.1, XP_018447884.1	CARHR247650
OG0014097	XP_018448353.1, XP_018463651.1	CARHR247630
OG0014098	XP_018469714.1	CARHR247350
OG0014099	XP_018470114.1	CARHR247290
OG0014100	XP_018447804.1, XP_018447612.1	CARHR247280
OG0014101	XP_018447228.1, XP_018468030.1	CARHR247070
OG0014102	XP_018478282.1	CARHR184290
OG0014103	XP_018448140.1, XP_018459822.1	CARHR246710
OG0014104	XP_018468116.1	CARHR246650
OG0014105	XP_018468120.1, XP_018468118.1	CARHR246610
OG0014106	XP_018449892.1, XP_018459826.1	CARHR246510
OG0014107	XP_018459824.1, XP_018447145.1	CARHR246500
OG0014108	XP_018485505.1	CARHR102870, CARHR102880
OG0014109	XP_018449469.1, XP_018449470.1	CARHR246320
OG0014110	XP_018484020.1	CARHR246280
OG0014111	XP_018469671.1	CARHR246230
OG0014112	XP_018449859.1, XP_018482005.1	CARHR246100
OG0014113	XP_018468622.1, XP_018468614.1	CARHR245840
OG0014114	XP_018469451.1, XP_018469449.1	CARHR245800
OG0014115	XP_018470099.1	CARHR245550, CARHR258580
OG0014116	XP_018449015.1, XP_018449014.1, XP_018449013.1	CARHR245490
OG0014117	XP_018484567.1	CARHR245320
OG0014118	XP_018479022.1, XP_018469848.1, XP_018469862.1	CARHR245010
OG0014119	XP_018469847.1, XP_018469860.1, XP_018483520.1	CARHR244990
OG0014120	XP_018483641.1	CARHR244970
OG0014121	XP_018462567.1, XP_018469851.1, XP_018469838.1	CARHR244840
OG0014122	XP_018465336.1, XP_018468847.1	CARHR244770
OG0014123	XP_018477861.1	CARHR244730
OG0014124	XP_018471577.1	CARHR244720
OG0014125	XP_018472477.1	CARHR244610, CARHR292030, CARHR292040
OG0014126	XP_018478868.1	CARHR244460
OG0014127	XP_018459227.1, XP_018450031.1	CARHR244270
OG0014128	XP_018479028.1	CARHR244010
OG0014129	XP_018471649.1	CARHR243880
OG0014130	XP_018458161.1	CARHR216680
OG0014131	XP_018468533.1	CARHR243720
OG0014132	XP_018471341.1	CARHR243450
OG0014133	XP_018447172.1, XP_018446942.1	CARHR243360
OG0014134	XP_018471679.1	CARHR243120
OG0014135	XP_018468013.1	CARHR242920
OG0014136	XP_018480361.1	CARHR242350
OG0014137	XP_018471879.1	CARHR242470
OG0014138	XP_018471507.1	CARHR242610
OG0014139	XP_018471080.1	CARHR240180
OG0014140	XP_018468057.1	CARHR240350
OG0014141	XP_018469152.1, XP_018469670.1	CARHR240470
OG0014143	XP_018470881.1	CARHR240590
OG0014144	XP_018448798.1	CARHR240630
OG0014145	XP_018480322.1	CARHR240760
OG0014146	XP_018470885.1	CARHR240800
OG0014147	XP_018452460.1, XP_018465046.1	CARHR240830
OG0014148	XP_018477644.1, XP_018471825.1	CARHR240930
OG0014150	XP_018468092.1	CARHR241150
OG0014151	XP_018465736.1	CARHR241200
OG0014152	XP_018469963.1	CARHR241230
OG0014153	XP_018477531.1	CARHR160310, CARHR241410
OG0014154	XP_018470813.1	CARHR241520
OG0014155	XP_018450319.1	CARHR241660
OG0014156	XP_018466005.1	CARHR241740
OG0014157	XP_018468761.1	CARHR242020
OG0014158	XP_018483646.1, XP_018444249.1	CARHR242150
OG0014159	XP_018456170.1, XP_018452392.1	CARHR145190
OG0014160	XP_018448028.1, XP_018457576.1	CARHR239350
OG0014161	XP_018485314.1, XP_018482365.1	CARHR239340
OG0014162	XP_018464533.1, XP_018446426.1	CARHR239270
OG0014163	XP_018450428.1, XP_018449798.1	CARHR239150
OG0014164	XP_018457463.1, XP_018455040.1	CARHR256880
OG0014165	XP_018457665.1	CARHR238890
OG0014166	XP_018460687.1, XP_018447922.1	CARHR238830
OG0014167	XP_018460696.1, XP_018449265.1	CARHR238730
OG0014168	XP_018483606.1	CARHR238700
OG0014169	XP_018439614.1	CARHR156350
OG0014170	XP_018433404.1	CARHR129050
OG0014171	XP_018492914.1	CARHR100020
OG0014172	XP_018486893.1, XP_018486909.1	CARHR100200
OG0014173	XP_018454702.1	CARHR065560
OG0014174	XP_018447401.1	CARHR065460
OG0014175	XP_018466714.1, XP_018444947.1	CARHR065400
OG0014176	XP_018453244.1, XP_018453225.1	CARHR065310
OG0014177	XP_018456746.1, XP_018456730.1	CARHR065220
OG0014178	XP_018452553.1	CARHR065120
OG0014179	XP_018452642.1	CARHR064810
OG0014180	XP_018457535.1	CARHR064800
OG0014181	XP_018484786.1	CARHR023590
OG0014182	XP_018449416.1, XP_018447421.1	CARHR023810
OG0014183	XP_018485538.1	CARHR263660
OG0014184	XP_018438443.1, XP_018438429.1	CARHR024260
OG0014185	XP_018442109.1	CARHR024390
OG0014186	XP_018486897.1	CARHR024400
OG0014187	XP_018486794.1	CARHR025160
OG0014188	XP_018441892.1, XP_018441854.1	CARHR025330
OG0014189	XP_018484239.1	CARHR025450
OG0014190	XP_018434928.1	CARHR025680
