Orthogroup	Raphanus_sativus	Arabidopsis_thaliana
OG0013329	XP_018439609.1, XP_018439608.1	AT2G41160.1
OG0013330	XP_018478395.1	AT2G41040.1
OG0013331	XP_018477605.1	AT2G41020.1
OG0013332	XP_018484917.1	AT2G41000.2
OG0013333	XP_018441836.1, XP_018476958.1	AT2G40980.1
OG0013334	XP_018476045.1	AT2G40860.1
OG0013335	XP_018477186.1	AT2G40810.1
OG0013336	XP_018441811.1	AT2G40620.1
OG0013337	XP_018480535.1	AT2G40570.1
OG0013338	XP_018480998.1, XP_018461156.1	AT2G40550.1
OG0013339	XP_018441085.1	AT2G40410.2
OG0013340	XP_018474974.1	AT2G40160.2
OG0013341	XP_018476063.1	AT2G40030.1
OG0013342	XP_018441554.1	AT2G39930.1
OG0013343	XP_018483678.1, XP_018483677.1	AT2G39740.1
OG0013344	XP_018466219.1, XP_018483096.1	AT2G39690.5
OG0013345	XP_018483095.1	AT2G39580.2
OG0013346	XP_018440169.1	AT2G39270.1
OG0013347	XP_018476630.1	AT2G39170.1
OG0013348	XP_018434135.1	AT2G39140.1
OG0013349	XP_018474912.1	AT2G28290.5
OG0013350	XP_018476467.1	AT2G39010.1
OG0013351	XP_018484869.1	AT2G39000.1
OG0013352	XP_018472581.1	AT2G38680.1
OG0013353	XP_018489105.1, XP_018441670.1	AT3G47420.1
OG0013354	XP_018477820.1	AT2G24390.1
OG0013355	XP_018436805.1	AT2G38500.1
OG0013356	XP_018440126.1	AT3G43600.1
OG0013357	XP_018440084.1	AT2G37570.1
OG0013358	XP_018437061.1	AT2G38300.1
OG0013359	XP_018482706.1, XP_018462997.1	AT2G38060.2
OG0013360	XP_018474542.1	AT2G38025.1
OG0013361	XP_018437203.1	AT2G37925.1
OG0013362	XP_018439744.1	AT2G01460.1
OG0013363	XP_018459360.1	AT2G37670.2
OG0013364	XP_018440085.1	AT2G37585.1
OG0013365	XP_018483443.1, XP_018483444.1	AT2G37420.1
OG0013366	XP_018434198.1	AT2G37320.1
OG0013367	XP_018465238.1, XP_018439467.1	AT2G37290.2
OG0013369	XP_018433154.1	AT2G37035.1
OG0013370	XP_018473091.1, XP_018473270.1	AT2G37020.3
OG0013371	XP_018436946.1	AT2G36980.1
OG0013372	XP_018436940.1	AT3G20480.1
OG0013373	XP_018478251.1, XP_018478254.1	AT2G36895.3
OG0013374	XP_018470522.1, XP_018469662.1	AT4G25910.1
OG0013375	XP_018475207.1, XP_018475213.1	AT4G03965.1
OG0013376	XP_018460775.1, XP_018455125.1, XP_018453790.1	AT4G04180.1
OG0013377	XP_018442846.1	AT1G06440.1
OG0013378	XP_018433737.1	AT3G19860.2
OG0013379	XP_018441024.1	AT3G19870.2
OG0013380	XP_018483858.1	AT2G22660.2
OG0013381	XP_018452395.1	AT4G04790.1
OG0013382	XP_018473364.1	AT4G12030.2
OG0013383	XP_018459077.1, XP_018452873.1	AT4G12000.1
OG0013384	XP_018460443.1, XP_018454317.1	AT4G11860.1
OG0013385	XP_018472942.1, XP_018476921.1	AT4G12230.1
OG0013386	XP_018459370.1	AT4G12450.1
OG0013387	XP_018436641.1	AT2G21150.1
OG0013388	XP_018434495.1, XP_018463024.1	AT2G21440.1
OG0013389	XP_018436215.1	AT2G21610.2
OG0013390	XP_018440630.1	AT2G21710.1
OG0013391	XP_018437274.1	AT2G21890.1, AT2G21730.1
OG0013392	XP_018466201.1, XP_018466660.1	AT2G21940.4
OG0013393	XP_018482421.1	AT2G21990.1
OG0013394	XP_018440420.1, XP_018440452.1	AT2G22010.2
OG0013395	XP_018433636.1, XP_018478641.1	AT2G22120.2
OG0013396	XP_018478398.1	AT2G22270.1
OG0013397	XP_018483642.1	AT2G22300.1
OG0013398	XP_018482379.1, XP_018462362.1	AT2G22460.1
OG0013399	XP_018436202.1, XP_018484698.1, XP_018485053.1	AT2G22560.1
OG0013400	XP_018438024.1, XP_018484702.1	AT2G22630.1
OG0013401	XP_018480278.1	AT2G23030.1
OG0013402	XP_018459003.1	AT2G23780.1
OG0013403	XP_018440760.1, XP_018440889.1	AT2G23755.1
OG0013404	XP_018478752.1	AT2G25260.1
OG0013405	XP_018436955.1	AT2G25460.2
OG0013406	XP_018478453.1, XP_018479782.1	AT2G25180.1
OG0013407	XP_018477087.1	AT2G25870.1
OG0013408	XP_018477602.1	AT2G25910.2
OG0013409	XP_018463277.1, XP_018473473.1	AT2G26150.1
OG0013410	XP_018486758.1	AT2G26500.1
OG0013411	XP_018466138.1, XP_018480688.1	AT2G25100.1
OG0013412	XP_018441470.1	AT2G25050.1, AT3G32410.1
OG0013413	XP_018437723.1, XP_018437724.1	AT2G24970.1
OG0013414	XP_018481167.1, XP_018483595.1	AT2G26310.1
OG0013415	XP_018475895.1	AT2G25730.2
OG0013416	XP_018441927.1	AT2G25760.2
OG0013417	XP_018437821.1	AT1G44910.1
OG0013418	XP_018450548.1, XP_018451252.1	AT1G27460.1
OG0013419	XP_018486407.1, XP_018460615.1	AT1G43620.1
OG0013421	XP_018485910.1	AT1G43670.1
OG0013422	XP_018491361.1	AT1G43860.1
OG0013423	XP_018442064.1	AT1G44770.1
OG0013424	XP_018473405.1	AT1G44790.1
OG0013425	XP_018432581.1	AT1G38131.1, AT1G38065.1
OG0013426	XP_018493518.1	AT1G35620.1
OG0013427	XP_018432936.1	AT1G35530.2
OG0013428	XP_018458443.1	AT1G35340.1
OG0013429	XP_018447616.1	AT1G35330.1
OG0013430	XP_018488965.1, XP_018488971.1	AT1G35210.1
OG0013431	XP_018451688.1	AT1G34370.1
OG0013432	XP_018451277.1	AT1G34300.1
OG0013433	XP_018468373.1	AT1G34150.1
OG0013434	XP_018486151.1	AT1G34120.2
OG0013435	XP_018491476.1	AT2G26230.1
OG0013436	XP_018440335.1	AT1G33810.1
OG0013437	XP_018493172.1	AT1G33500.1
OG0013438	XP_018440145.1	AT1G33475.1
OG0013439	XP_018493184.1	AT1G33470.1
OG0013440	XP_018484956.1	AT1G33340.1
OG0013441	XP_018439355.1	AT1G33350.1
OG0013442	XP_018473523.1, XP_018447889.1	AT4G09720.3
OG0013443	XP_018472584.1	AT4G09020.1
OG0013444	XP_018468698.1, XP_018463052.1	AT4G10010.2
OG0013445	XP_018452750.1	AT4G10110.1
OG0013446	XP_018470878.1, XP_018454630.1	AT4G10130.1
OG0013447	XP_018443968.1	AT4G10380.1
OG0013448	XP_018452598.1, XP_018452600.1	AT4G10800.1
OG0013449	XP_018458953.1, XP_018454948.1	AT4G11030.1
OG0013450	XP_018457972.1	AT4G11060.1
OG0013451	XP_018453317.1, XP_018465316.1	AT4G11090.1
OG0013452	XP_018456457.1	AT4G11270.1
OG0013453	XP_018453242.1, XP_018453277.1	AT4G11300.1
OG0013454	XP_018452532.1	AT4G11330.1
OG0013455	XP_018462327.1, XP_018446749.1	AT5G19130.1
OG0013456	XP_018471278.1, XP_018468002.1, XP_018468575.1	AT5G19151.1
OG0013457	XP_018442393.1	AT5G19220.1
OG0013458	XP_018477967.1	AT5G26680.1
OG0013459	XP_018471047.1, XP_018454037.1	AT5G26610.1
OG0013460	XP_018471049.1, XP_018455663.1	AT5G26749.2
OG0013461	XP_018441510.1	AT5G26760.2
OG0013462	XP_018478314.1	AT5G27860.1
OG0013463	XP_018464478.1, XP_018435627.1	AT5G27730.1
OG0013464	XP_018440236.1, XP_018433002.1	AT5G27690.1
OG0013465	XP_018484152.1	AT5G27660.2
OG0013466	XP_018478976.1, XP_018465634.1	AT5G27600.1
OG0013467	XP_018484713.1	AT2G22650.1
OG0013468	XP_018460755.1, XP_018481611.1	AT2G20142.1
OG0013469	XP_018435813.1	AT2G20240.1
OG0013471	XP_018440723.1, XP_018436831.1	AT2G20820.2
OG0013472	XP_018464635.1, XP_018489781.1	AT3G46450.2
OG0013473	XP_018436482.1, XP_018464103.1	AT3G45830.1
OG0013474	XP_018484095.1, XP_018484149.1	AT2G47910.1
OG0013475	XP_018472265.1	AT2G47860.3
OG0013476	XP_018474925.1	AT2G47810.1
OG0013477	XP_018441503.1	AT2G47780.1
OG0013478	XP_018439799.1	AT2G47700.1
OG0013479	XP_018440307.1	AT2G47590.1
OG0013480	XP_018434053.1	AT2G47580.1
OG0013481	XP_018439085.1	AT2G40940.1
OG0013482	XP_018433967.1	AT2G47490.1
OG0013483	XP_018440985.1	AT2G47330.1
OG0013484	XP_018473086.1	AT2G47320.1
OG0013485	XP_018477423.1	AT2G47310.1
OG0013486	XP_018440347.1	AT2G47020.3
OG0013488	XP_018433880.1	AT2G46930.1
OG0013489	XP_018440364.1	AT3G10280.1, AT2G46720.1
OG0013490	XP_018482425.1, XP_018436920.1	AT2G46660.1
OG0013491	XP_018484900.1	AT2G46580.1
OG0013492	XP_018484898.1	AT2G46570.1
OG0013493	XP_018437889.1	AT2G46560.1
OG0013494	XP_018472960.1	AT2G46470.1
OG0013495	XP_018441365.1, XP_018441249.1	AT2G46380.1
OG0013496	XP_018440941.1, XP_018440946.1	AT2G46340.1
OG0013497	XP_018441889.1, XP_018441928.1	AT2G46320.1
OG0013498	XP_018434077.1, XP_018434062.1	AT2G46270.1
OG0013499	XP_018438235.1	AT2G46210.1
OG0013500	XP_018436617.1	AT2G45990.1
OG0013501	XP_018436612.1	AT2G45970.1
OG0013502	XP_018436604.1	AT2G45860.1
OG0013503	XP_018478179.1, XP_018479127.1	AT2G45850.1
OG0013504	XP_018437373.1	AT2G45600.1
OG0013505	XP_018480416.1	AT2G45520.1
OG0013506	XP_018476579.1	AT2G45320.1
OG0013507	XP_018440034.1, XP_018440036.1	AT2G45280.2
OG0013508	XP_018440001.1	AT2G45000.1
OG0013509	XP_018456437.1, XP_018482275.1	AT2G44925.1
OG0013510	XP_018440448.1	AT2G44660.1
OG0013511	XP_018438749.1	AT2G44600.1
OG0013512	XP_018433959.1	AT2G44580.1
OG0013513	XP_018441204.1	AT2G44500.1
OG0013514	XP_018464485.1, XP_018433764.1	AT2G44430.1
OG0013515	XP_018433133.1	AT2G44410.1
OG0013516	XP_018474538.1	AT2G44310.1
OG0013518	XP_018440924.1	AT2G44020.1
OG0013519	XP_018472607.1	AT2G43650.1
OG0013520	XP_018436489.1	AT3G45890.1
OG0013521	XP_018481230.1, XP_018483079.1	AT2G43540.1
OG0013522	XP_018439438.1	AT2G43420.1
OG0013523	XP_018485358.1	AT2G43250.1
OG0013524	XP_018435184.1	AT2G43190.1
OG0013525	XP_018472974.1	AT2G43030.1
OG0013526	XP_018473360.1	AT2G43010.5
OG0013527	XP_018480937.1	AT2G42975.1
OG0013528	XP_018473054.1	AT2G42780.1
OG0013529	XP_018462570.1, XP_018440767.1	AT2G42700.2
OG0013530	XP_018484203.1	AT2G42690.1
OG0013531	XP_018433743.1	AT2G42450.1
OG0013532	XP_018440520.1	AT5G48880.2
OG0013533	XP_018436735.1	AT2G42260.1
OG0013534	XP_018481467.1, XP_018485187.1	AT2G42220.1
OG0013535	XP_018437147.1	AT2G42110.1
OG0013536	XP_018441359.1	AT2G41670.1
OG0013537	XP_018441358.1, XP_018472982.1	AT2G41680.1
OG0013538	XP_018476058.1	AT2G41690.1
OG0013539	XP_018476057.1	AT2G41700.1
OG0013540	XP_018465021.1, XP_018478880.1	AT2G41705.1
OG0013541	XP_018477043.1	AT2G41370.1
OG0013542	XP_018482661.1	AT2G41330.1
OG0013543	XP_018490956.1	AT3G01370.1
OG0013544	XP_018490962.1	AT3G01360.1
OG0013545	XP_018439114.1	AT3G01320.1
OG0013546	XP_018438884.1	AT3G01175.1
OG0013547	XP_018462270.1, XP_018474770.1	AT4G07390.1
OG0013548	XP_018488631.1	AT3G02220.1
OG0013549	XP_018435257.1, XP_018435258.1	AT3G02430.1
OG0013550	XP_018439337.1	AT3G02650.1
OG0013551	XP_018490611.1	AT3G02740.1
OG0013552	XP_018489188.1, XP_018437345.1	AT3G02940.1
OG0013553	XP_018489247.1	AT3G03280.1
OG0013554	XP_018491399.1, XP_018491394.1	AT3G03320.1
OG0013555	XP_018486684.1	AT3G03560.1
OG0013556	XP_018440540.1	AT3G03630.1
OG0013557	XP_018433340.1, XP_018440068.1	AT3G03680.1
OG0013558	XP_018434414.1, XP_018440070.1	AT3G03690.1
OG0013559	XP_018489344.1	AT3G04440.1, AT3G03700.1
OG0013560	XP_018492268.1	AT3G03790.3
OG0013561	XP_018491751.1, XP_018434139.1	AT3G03870.2
OG0013562	XP_018488757.1	AT3G03890.1
OG0013563	XP_018486723.1, XP_018483063.1	AT3G04310.1
OG0013564	XP_018491245.1	AT3G04360.1
OG0013565	XP_018439234.1, XP_018437176.1	AT3G04550.1
OG0013566	XP_018486320.1	AT3G04560.1
OG0013567	XP_018486264.1	AT3G04640.1
OG0013568	XP_018493092.1	AT3G04650.1
OG0013569	XP_018490634.1, XP_018467537.1	AT3G04720.1
OG0013570	XP_018439566.1, XP_018493255.1	AT3G04780.1
OG0013571	XP_018493360.1	AT3G04870.1
OG0013572	XP_018487407.1, XP_018489461.1	AT3G04890.4
OG0013573	XP_018463428.1, XP_018489454.1	AT3G04950.1
OG0013574	XP_018485555.1	AT4G08630.1
OG0013575	XP_018491654.1	AT3G05250.1
OG0013576	XP_018493433.1	AT3G05350.1
OG0013577	XP_018488721.1	AT3G05400.1
OG0013578	XP_018489147.1, XP_018489003.1	AT3G05625.1
OG0013579	XP_018490088.1, XP_018438625.1	AT3G05725.1
OG0013580	XP_018489017.1, XP_018432611.1, XP_018492273.1	AT3G05910.1
OG0013581	XP_018489267.1, XP_018489806.1	AT3G05936.1
OG0013582	XP_018485521.1	AT3G05940.1
OG0013583	XP_018466216.1, XP_018487426.1, XP_018488416.1	AT3G06100.1
OG0013584	XP_018488358.1, XP_018462413.1	AT3G06170.1
OG0013585	XP_018488884.1	AT3G06390.1
OG0013586	XP_018492022.1	AT3G06480.1
OG0013588	XP_018437097.1, XP_018432960.1	AT3G06580.1
OG0013589	XP_018432884.1	AT3G66658.2
OG0013590	XP_018492936.1	AT3G06770.5
OG0013591	XP_018491708.1	AT3G07080.1
OG0013592	XP_018485583.1, XP_018485585.1	AT3G07130.2
OG0013593	XP_018492862.1	AT3G07140.1
OG0013594	XP_018492829.1	AT3G07180.1
OG0013595	XP_018491150.1	AT3G07400.1
OG0013596	XP_018491154.1, XP_018490326.1, XP_018462746.1	AT3G07450.1
OG0013597	XP_018491081.1	AT3G07720.1
OG0013598	XP_018488433.1, XP_018492581.1	AT3G07740.4
OG0013599	XP_018489927.1	AT3G08490.1
OG0013600	XP_018441872.1	AT3G08550.1
OG0013601	XP_018493017.1	AT3G08680.1
OG0013602	XP_018489624.1, XP_018489611.1	AT3G08920.1
OG0013603	XP_018492959.1	AT3G08960.1
OG0013604	XP_018472089.1	AT4G24270.2
OG0013605	XP_018486914.1, XP_018434823.1	AT3G09010.1
OG0013606	XP_018485705.1	AT3G09030.1
OG0013607	XP_018489478.1	AT3G09100.2
OG0013608	XP_018435327.1	AT3G09490.1
OG0013609	XP_018491238.1	AT3G09540.1
OG0013610	XP_018492746.1	AT3G09650.1
OG0013611	XP_018491408.1	AT3G09920.1
OG0013612	XP_018490005.1	AT3G09930.1
OG0013613	XP_018437073.1	AT3G10080.2
OG0013614	XP_018490050.1	AT3G10150.2
OG0013615	XP_018492805.1	AT3G10180.1
OG0013616	XP_018464580.1, XP_018441807.1	AT3G10420.2
OG0013617	XP_018435341.1, XP_018435335.1	AT3G10595.1
OG0013618	XP_018434480.1, XP_018439387.1	AT3G10630.1
OG0013619	XP_018435340.1	AT3G10800.1
OG0013620	XP_018440141.1	AT3G10810.1
OG0013621	XP_018489024.1, XP_018489213.1	AT3G10815.1
OG0013622	XP_018492607.1	AT3G10850.1
OG0013623	XP_018437319.1, XP_018437526.1	AT3G10910.1
OG0013625	XP_018488521.1	AT3G11090.1
OG0013626	XP_018441905.1, XP_018438724.1	AT3G11180.2
OG0013627	XP_018489206.1, XP_018488519.1	AT3G11220.1
OG0013628	XP_018487489.1, XP_018492778.1	AT3G11560.2
OG0013629	XP_018437302.1	AT3G11640.1
OG0013630	XP_018491216.1	AT3G12010.1
OG0013631	XP_018485563.1, XP_018464942.1	AT3G12080.1
OG0013632	XP_018492680.1	AT3G12120.1
OG0013633	XP_018487322.1	AT3G12180.1
OG0013634	XP_018486891.1	AT3G12370.1
OG0013635	XP_018487055.1, XP_018490424.1	AT3G12400.2
OG0013636	XP_018490593.1	AT3G12550.1
OG0013637	XP_018485902.1, XP_018485593.1	AT3G12680.1
OG0013638	XP_018488289.1, XP_018432580.1	AT3G12775.1
OG0013639	XP_018492761.1	AT3G12940.2
OG0013640	XP_018493082.1, XP_018488650.1	AT3G13130.1
OG0013641	XP_018433943.1	AT3G13220.1
OG0013642	XP_018489137.1, XP_018487275.1	AT3G13650.1
OG0013643	XP_018434801.1, XP_018439011.1	AT3G13880.1
OG0013644	XP_018433919.1, XP_018471716.1	AT3G46600.1
OG0013645	XP_018463106.1, XP_018438050.1, XP_018438048.1	AT3G14060.1
OG0013646	XP_018491923.1, XP_018485856.1, XP_018467243.1	AT3G14395.1
OG0013647	XP_018441857.1	AT3G14590.2
OG0013648	XP_018461780.1, XP_018485606.1	AT3G14750.1
OG0013649	XP_018485427.1, XP_018487255.1	AT3G14870.1
OG0013650	XP_018485591.1, XP_018485545.1	AT3G14930.1
OG0013651	XP_018492256.1, XP_018492262.1	AT3G15150.1
OG0013652	XP_018493237.1, XP_018492257.1	AT3G15200.1
OG0013653	XP_018489221.1	AT3G15240.2
OG0013654	XP_018489559.1	AT3G15280.1
OG0013655	XP_018491566.1	AT3G15354.3
OG0013656	XP_018486460.1, XP_018490789.1	AT3G15360.1
OG0013657	XP_018485976.1	AT3G15590.1
OG0013658	XP_018440643.1	AT3G15620.1
OG0013659	XP_018484060.1	AT5G39840.1
OG0013660	XP_018433771.1	AT3G15700.1
OG0013661	XP_018463722.1, XP_018434957.1	AT3G15790.1
OG0013662	XP_018488262.1	AT3G15970.1
OG0013663	XP_018486677.1, XP_018486670.1	AT3G16010.1
OG0013664	XP_018433438.1, XP_018433474.1	AT3G16090.1
OG0013665	XP_018438572.1	AT4G33465.2, AT4G14785.1
OG0013666	XP_018488585.1	AT3G16340.1
OG0013667	XP_018488593.1	AT3G16350.1
OG0013668	XP_018438615.1	AT3G16800.1
OG0013669	XP_018485805.1	AT3G16810.1
OG0013670	XP_018464912.1, XP_018437902.1	AT3G16900.1
OG0013671	XP_018466207.1, XP_018492571.1	AT3G16940.1
OG0013672	XP_018488260.1	AT3G16990.1
OG0013673	XP_018485767.1	AT3G17040.1
OG0013674	XP_018490286.1	AT3G17070.1, AT3G42570.1
OG0013675	XP_018438490.1	AT3G17090.1
OG0013676	XP_018439661.1, XP_018434707.1	AT3G17170.1
OG0013677	XP_018492777.1	AT3G17310.1
OG0013679	XP_018489345.1, XP_018491785.1	AT3G17350.1
OG0013680	XP_018491506.1, XP_018489630.1	AT3G17380.1
OG0013681	XP_018464850.1, XP_018490264.1, XP_018490291.1	AT3G17600.1
OG0013682	XP_018440893.1, XP_018489107.1	AT3G17630.1
OG0013683	XP_018485938.1	AT3G17640.1
OG0013684	XP_018437320.1	AT3G17668.1
OG0013685	XP_018432753.1	AT3G17670.2
OG0013686	XP_018432754.1	AT3G17675.1
OG0013687	XP_018489287.1, XP_018489521.1	AT3G17730.1
OG0013688	XP_018487566.1, XP_018489281.1	AT3G17740.1, AT3G17712.2
OG0013689	XP_018486690.1	AT3G17910.1
OG0013690	XP_018491309.1, XP_018491314.1	AT3G17920.1
OG0013691	XP_018488550.1, XP_018488567.1	AT3G18500.3
OG0013692	XP_018439824.1, XP_018492686.1	AT3G18750.1
OG0013693	XP_018492426.1	AT3G19240.1
OG0013694	XP_018492920.1, XP_018460671.1	AT3G19370.1
OG0013695	XP_018434335.1	AT3G19380.1
OG0013696	XP_018487218.1, XP_018493574.1	AT3G19480.1
OG0013697	XP_018463502.1, XP_018486531.1	AT3G19710.1
OG0013698	XP_018463628.1, XP_018488531.1	AT3G19840.1
OG0013699	XP_018434087.1	AT3G19895.1
OG0013700	XP_018493226.1	AT3G20150.1
OG0013701	XP_018491331.1	AT3G20230.1
OG0013702	XP_018490735.1, XP_018490738.1	AT3G20270.1
OG0013703	XP_018488941.1	AT3G20420.1
OG0013704	XP_018432570.1	AT3G20430.1
OG0013705	XP_018432569.1	AT3G20440.2
OG0013706	XP_018489351.1	AT3G20450.1
OG0013707	XP_018483131.1, XP_018483132.1	AT3G20490.1
OG0013708	XP_018438806.1, XP_018490240.1	AT3G20557.1
OG0013709	XP_018453200.1	AT1G60080.1
OG0013710	XP_018487190.1	AT3G20730.1
OG0013711	XP_018486066.1	AT3G20810.2
OG0013712	XP_018491257.1	AT3G20860.1
OG0013713	XP_018491808.1	AT3G20930.2
OG0013714	XP_018459103.1	AT5G39380.1
OG0013715	XP_018461178.1	AT5G39210.1
OG0013716	XP_018471770.1	AT4G24610.2
OG0013717	XP_018480364.1	AT5G38730.1
OG0013718	XP_018461624.1, XP_018477552.1	AT5G38630.1
OG0013719	XP_018442591.1, XP_018459839.1	AT5G38600.1
OG0013720	XP_018480704.1, XP_018460642.1	AT5G38380.1
OG0013721	XP_018460568.1, XP_018478591.1	AT5G38220.1
OG0013722	XP_018443945.1, XP_018462676.1	AT5G38070.1
OG0013723	XP_018478298.1	AT5G37850.1
OG0013724	XP_018483675.1	AT5G37710.1
OG0013725	XP_018464377.1, XP_018478978.1	AT5G37680.1
OG0013726	XP_018459925.1	AT1G54390.2
OG0013727	XP_018485098.1	AT5G37630.1
OG0013728	XP_018464568.1, XP_018484028.1	AT5G37590.1
OG0013729	XP_018483884.1	AT5G37360.1
OG0013730	XP_018477610.1	AT5G36950.1
OG0013731	XP_018443772.1, XP_018484840.1, XP_018484859.1	AT5G36290.1
OG0013732	XP_018484593.1	AT5G47860.1
OG0013733	XP_018485515.1	AT3G23790.1
OG0013734	XP_018485617.1	AT3G23700.1
OG0013735	XP_018486985.1	AT3G23580.1
OG0013736	XP_018488006.1, XP_018492575.1	AT3G23400.1
OG0013737	XP_018432764.1	AT3G23280.1
OG0013738	XP_018489116.1	AT3G23255.2
OG0013739	XP_018460317.1, XP_018462323.1	AT3G23070.1
OG0013740	XP_018459939.1, XP_018459945.1	AT3G22990.1
OG0013741	XP_018485498.1	AT3G22670.1
OG0013742	XP_018488932.1	AT3G22540.1
OG0013743	XP_018491950.1	AT3G22430.1
OG0013744	XP_018459038.1	AT1G65280.1
OG0013745	XP_018490402.1	AT3G22250.1
OG0013746	XP_018491562.1, XP_018489235.1	AT3G21870.1
OG0013747	XP_018433706.1	AT3G21770.1
OG0013748	XP_018458548.1	AT3G21680.1
OG0013749	XP_018486461.1	AT3G21620.1
OG0013750	XP_018458538.1, XP_018458539.1	AT3G21510.1
OG0013751	XP_018492435.1	AT3G21290.1
OG0013752	XP_018478884.1, XP_018471546.1	AT4G30360.1
OG0013754	XP_018471618.1	AT1G66250.1
OG0013755	XP_018466249.1, XP_018444756.1	AT1G66150.1
OG0013756	XP_018442156.1	AT1G65470.1
OG0013757	XP_018472070.1	AT1G65230.1
OG0013758	XP_018446437.1	AT1G65320.1
OG0013759	XP_018471580.1	AT1G65380.1
OG0013760	XP_018481543.1, XP_018474740.1	AT1G54400.1
OG0013761	XP_018452011.1	AT1G54570.1
OG0013762	XP_018457301.1, XP_018465043.1	AT1G54610.1
OG0013763	XP_018446989.1, XP_018462344.1	AT5G18940.1
OG0013764	XP_018442638.1, XP_018462585.1	AT5G18590.1
OG0013765	XP_018469642.1	AT5G18540.1
OG0013766	XP_018464808.1, XP_018465384.1, XP_018466329.1	AT5G18490.1
OG0013767	XP_018468656.1, XP_018460355.1	AT5G18430.1
OG0013768	XP_018476468.1, XP_018464991.1	AT5G18410.1
OG0013769	XP_018489954.1, XP_018489957.1	AT2G26070.2
OG0013770	XP_018482178.1, XP_018465283.1	AT2G23945.1
OG0013771	XP_018444474.1, XP_018444467.1	AT5G18200.1
OG0013772	XP_018441364.1, XP_018466181.1	AT5G49340.1
OG0013773	XP_018482990.1	AT5G49430.1
OG0013774	XP_018461201.1, XP_018483967.1	AT5G48360.1
OG0013775	XP_018461199.1, XP_018477283.1	AT5G48340.1
OG0013776	XP_018437438.1	AT3G52480.1
OG0013777	XP_018478904.1	AT3G52290.1
OG0013778	XP_018439451.1	AT3G52250.1
OG0013779	XP_018439390.1	AT3G52240.1
OG0013780	XP_018439395.1, XP_018439396.1	AT3G52230.1
OG0013781	XP_018439393.1, XP_018439394.1	AT3G52220.1
OG0013782	XP_018439392.1, XP_018439391.1	AT3G52210.3
OG0013783	XP_018433881.1, XP_018433863.1	AT3G51990.1
OG0013784	XP_018434162.1	AT3G51980.1
OG0013785	XP_018433147.1, XP_018433145.1	AT3G51940.2
OG0013786	XP_018484468.1	AT3G51870.1
OG0013787	XP_018463318.1, XP_018453446.1	AT3G51830.1
OG0013788	XP_018437403.1	AT3G51760.1
OG0013789	XP_018470285.1	AT3G51620.2
OG0013790	XP_018441051.1, XP_018463827.1	AT3G51480.1
OG0013791	XP_018433940.1	AT3G51360.9
OG0013792	XP_018439886.1, XP_018441808.1	AT2G01320.3
OG0013793	XP_018479987.1	AT1G02180.1
OG0013794	XP_018460680.1, XP_018446943.1	AT3G48110.1
OG0013795	XP_018492673.1	AT1G01920.1
OG0013796	XP_018487724.1	AT1G01830.1
OG0013797	XP_018488809.1, XP_018466806.1	AT1G01730.1
OG0013798	XP_018479377.1, XP_018479374.1, XP_018484711.1	AT3G28570.2
OG0013799	XP_018438611.1	AT1G01550.1
OG0013800	XP_018432948.1, XP_018462598.1, XP_018470484.1	AT1G01230.1
OG0013801	XP_018432947.1	AT1G01225.1
OG0013802	XP_018490856.1	AT1G01180.1
OG0013803	XP_018490417.1, XP_018464354.1	AT1G01110.2
OG0013804	XP_018432594.1, XP_018492201.1	AT1G01040.2
OG0013805	XP_018469938.1	AT2G41610.1
OG0013806	XP_018492893.1	AT3G15520.1
OG0013807	XP_018443139.1	AT1G02475.1
OG0013808	XP_018475267.1	AT1G02560.1
OG0013809	XP_018447773.1, XP_018491610.1	AT1G02610.1
OG0013810	XP_018432565.1	AT1G02660.1
OG0013811	XP_018475504.1	AT1G02870.1
OG0013812	XP_018447072.1	AT1G02910.1
OG0013813	XP_018439189.1	AT1G03030.1
OG0013814	XP_018487896.1, XP_018490621.1	AT1G03055.1
OG0013815	XP_018451390.1	AT1G03160.1
OG0013816	XP_018470087.1, XP_018470245.1	AT1G03457.2
OG0013817	XP_018451629.1	AT1G03760.1
OG0013818	XP_018486660.1, XP_018488565.1	AT1G03980.2
OG0013819	XP_018447192.1, XP_018447201.1	AT1G04020.1
OG0013820	XP_018486873.1, XP_018452694.1	AT1G04530.1
OG0013821	XP_018443296.1	AT1G04580.1
OG0013822	XP_018490769.1	AT1G04730.1
OG0013823	XP_018471157.1, XP_018455110.1	AT1G04930.2
OG0013824	XP_018440698.1	AT1G04940.1
OG0013825	XP_018467452.1, XP_018492143.1	AT1G05950.1
OG0013826	XP_018467989.1	AT1G05970.2
OG0013827	XP_018435598.1, XP_018461812.1	AT1G06270.1
OG0013828	XP_018486370.1	AT1G06500.1
OG0013829	XP_018487948.1	AT1G06923.1
OG0013830	XP_018485013.1	AT1G06930.1
OG0013831	XP_018449247.1, XP_018462290.1	AT1G07020.1
OG0013832	XP_018447631.1, XP_018450859.1	AT1G07120.1
OG0013833	XP_018439504.1, XP_018439517.1	AT1G07280.1
OG0013834	XP_018436188.1	AT1G07380.2
OG0013835	XP_018433301.1	AT5G37500.2
OG0013836	XP_018491525.1	AT1G07970.1
OG0013837	XP_018470371.1, XP_018449399.1	AT1G08180.1
OG0013838	XP_018467904.1	AT1G08315.1
