Orthogroup	Raphanus_sativus	Rorippa_islandica
OG0012610	XP_018456363.1, XP_018455835.1	Roisl.0080s0414.1.p
OG0012611	XP_018457815.1, XP_018465514.1	Roisl.0080s0430.1.p
OG0012612	XP_018456745.1	Roisl.0080s0457.1.p
OG0012613	XP_018456742.1	Roisl.0080s0458.1.p
OG0012614	XP_018471836.1	Roisl.0080s0475.1.p, Roisl.0011s0354.1.p
OG0012615	XP_018456374.1	Roisl.0080s0482.1.p
OG0012616	XP_018475113.1	Roisl.0080s0498.1.p
OG0012617	XP_018462912.1, XP_018457700.1	Roisl.0021s0635.1.p
OG0012618	XP_018475114.1	Roisl.0080s0504.1.p
OG0012619	XP_018470939.1	Roisl.0080s0509.1.p
OG0012620	XP_018455729.1, XP_018451180.1	Roisl.0080s0513.1.p
OG0012621	XP_018454563.1	Roisl.0080s0520.1.p
OG0012622	XP_018458026.1	Roisl.0080s0540.1.p
OG0012623	XP_018465357.1	Roisl.0080s0550.1.p
OG0012624	XP_018436082.1	Roisl.0185s0088.1.p
OG0012625	XP_018456234.1, XP_018470732.1	Roisl.0080s0567.1.p
OG0012626	XP_018457844.1, XP_018470733.1	Roisl.0080s0568.1.p
OG0012627	XP_018454327.1, XP_018454326.1	Roisl.0080s0577.1.p
OG0012628	XP_018462897.1, XP_018492329.1	Roisl.0018s0031.1.p
OG0012629	XP_018476588.1	Roisl.0080s0603.1.p
OG0012630	XP_018476590.1	Roisl.0080s0602.1.p
OG0012631	XP_018457077.1	Roisl.0080s0591.1.p
OG0012632	XP_018464655.1, XP_018456296.1	Roisl.0080s0590.1.p
OG0012633	XP_018458474.1, XP_018483899.1	Roisl.0184s0173.1.p
OG0012634	XP_018453005.1	Roisl.0080s0674.1.p
OG0012636	XP_018487645.1	Roisl.0115s0602.1.p
OG0012637	XP_018458030.1, XP_018454956.1	Roisl.0080s0695.1.p
OG0012638	XP_018455850.1, XP_018455847.1	Roisl.0080s0712.1.p
OG0012639	XP_018432917.1	Roisl.0053s0248.1.p
OG0012640	XP_018453571.1	Roisl.0080s0704.1.p
OG0012641	XP_018474980.1	Roisl.0080s0697.1.p
OG0012642	XP_018452448.1, XP_018455852.1	Roisl.0080s0717.1.p
OG0012643	XP_018473457.1	Roisl.0080s0757.1.p
OG0012644	XP_018457515.1	Roisl.0080s0760.1.p
OG0012645	XP_018457793.1	Roisl.0080s0769.1.p
OG0012646	XP_018456505.1	Roisl.0080s0807.1.p
OG0012647	XP_018452533.1	Roisl.0080s0805.1.p
OG0012648	XP_018450635.1	Roisl.0080s0810.1.p
OG0012649	XP_018471194.1	Roisl.0080s0828.1.p
OG0012650	XP_018453238.1, XP_018476735.1	Roisl.0080s0843.1.p
OG0012651	XP_018453020.1, XP_018462803.1	Roisl.0080s0852.1.p
OG0012652	XP_018457981.1, XP_018462804.1	Roisl.0080s0853.1.p
OG0012653	XP_018462805.1, XP_018457980.1	Roisl.0080s0854.1.p
OG0012654	XP_018475094.1, XP_018466635.1	Roisl.0080s0860.1.p
OG0012655	XP_018461973.1	Roisl.0080s0871.1.p
OG0012656	XP_018437588.1	Roisl.0191s0291.1.p
OG0012657	XP_018448628.1	Roisl.0046s0876.1.p
OG0012658	XP_018471992.1	Roisl.0046s0865.1.p
OG0012659	XP_018437205.1	Roisl.0046s0864.1.p
OG0012660	XP_018440441.1, XP_018433649.1	Roisl.0046s0830.1.p
OG0012661	XP_018438212.1	Roisl.0046s0818.1.p
OG0012662	XP_018462176.1, XP_018485829.1	Roisl.0046s0791.1.p
OG0012663	XP_018471425.1	Roisl.0052s0034.1.p
OG0012664	XP_018471422.1	Roisl.0052s0035.1.p
OG0012665	XP_018474754.1	Roisl.0052s0026.1.p
OG0012666	XP_018448078.1	Roisl.0052s0018.1.p
OG0012667	XP_018465896.1, XP_018455263.1	Roisl.0082s0446.1.p
OG0012668	XP_018476367.1, XP_018474540.1	Roisl.0082s0439.1.p
OG0012669	XP_018462034.1, XP_018458842.1	Roisl.0082s0434.1.p
OG0012670	XP_018457183.1	Roisl.0082s0432.1.p
OG0012671	XP_018453138.1	Roisl.0082s0426.1.p
OG0012672	XP_018452129.1	Roisl.0082s0415.1.p
OG0012673	XP_018457606.1	Roisl.0082s0413.1.p
OG0012674	XP_018452028.1	Roisl.0082s0412.1.p
OG0012675	XP_018469337.1	Roisl.0082s0408.1.p
OG0012676	XP_018444321.1	Roisl.0210s0481.1.p
OG0012677	XP_018442994.1	Roisl.0210s0478.1.p
OG0012678	XP_018446845.1	Roisl.0210s0476.1.p
OG0012679	XP_018446293.1	Roisl.0210s0468.1.p
OG0012680	XP_018444843.1	Roisl.0210s0455.1.p
OG0012681	XP_018444303.1	Roisl.0210s0443.1.p
OG0012682	XP_018445332.1, XP_018445158.1	Roisl.0210s0430.1.p
OG0012683	XP_018445333.1, XP_018445160.1	Roisl.0210s0429.1.p
OG0012684	XP_018469799.1	Roisl.0210s0426.1.p
OG0012685	XP_018442295.1	Roisl.0210s0400.1.p
OG0012686	XP_018487290.1	Roisl.0066s0445.1.p
OG0012688	XP_018469747.1	Roisl.0210s0396.1.p
OG0012689	XP_018469746.1	Roisl.0210s0394.1.p
OG0012690	XP_018469744.1	Roisl.0210s0392.1.p
OG0012691	XP_018472787.1	Roisl.0042s0001.1.p
OG0012692	XP_018445480.1	Roisl.0042s0003.1.p
OG0012693	XP_018446739.1	Roisl.0042s0007.1.p
OG0012694	XP_018443987.1	Roisl.0042s0010.1.p
OG0012695	XP_018443378.1, XP_018473577.1, XP_018473476.1	Roisl.0042s0019.1.p
OG0012696	XP_018474338.1, XP_018472615.1	Roisl.0042s0023.1.p
OG0012698	XP_018442847.1	Roisl.0042s0029.1.p
OG0012699	XP_018470181.1	Roisl.0042s0043.1.p
OG0012700	XP_018468697.1, XP_018445709.1	Roisl.0042s0049.1.p
OG0012701	XP_018445983.1	Roisl.0042s0071.1.p
OG0012702	XP_018446940.1	Roisl.0042s0069.1.p
OG0012703	XP_018442797.1	Roisl.0042s0083.1.p
OG0012704	XP_018445046.1	Roisl.0042s0103.1.p
OG0012705	XP_018454687.1, XP_018473361.1	Roisl.0042s0106.1.p
OG0012706	XP_018447720.1	Roisl.0185s0089.1.p
OG0012707	XP_018476869.1	Roisl.0042s0118.1.p
OG0012708	XP_018442140.1, XP_018442134.1	Roisl.0042s0137.1.p
OG0012709	XP_018475834.1, XP_018444232.1	Roisl.0042s0161.1.p
OG0012710	XP_018462727.1	Roisl.0028s0416.1.p
OG0012711	XP_018443905.1	Roisl.0042s0155.1.p
OG0012712	XP_018446339.1, XP_018446338.1	Roisl.0030s0211.1.p
OG0012713	XP_018442824.1	Roisl.0030s0208.1.p
OG0012714	XP_018442444.1	Roisl.0030s0196.1.p
OG0012715	XP_018475777.1	Roisl.0030s0192.1.p
OG0012716	XP_018443270.1, XP_018445462.1	Roisl.0030s0188.1.p
OG0012717	XP_018445615.1, XP_018442288.1	Roisl.0030s0187.1.p
OG0012718	XP_018442822.1, XP_018442675.1	Roisl.0030s0156.1.p
OG0012719	XP_018442674.1, XP_018442820.1	Roisl.0030s0155.1.p
OG0012720	XP_018446140.1	Roisl.0030s0153.1.p
OG0012721	XP_018445409.1	Roisl.0030s0147.1.p
OG0012722	XP_018474933.1	Roisl.0030s0143.1.p
OG0012723	XP_018444055.1	Roisl.0001s0063.1.p, Roisl.0030s0124.1.p
OG0012724	XP_018442598.1	Roisl.0030s0123.1.p
OG0012725	XP_018459494.1	Roisl.0030s0108.1.p
OG0012726	XP_018445490.1	Roisl.0030s0096.1.p
OG0012727	XP_018445507.1	Roisl.0030s0087.1.p
OG0012728	XP_018476411.1, XP_018475978.1	Roisl.0030s0079.1.p
OG0012729	XP_018444124.1, XP_018470959.1	Roisl.0030s0069.1.p
OG0012730	XP_018470956.1, XP_018470955.1	Roisl.0030s0067.1.p
OG0012731	XP_018446946.1	Roisl.0030s0047.1.p
OG0012732	XP_018481686.1	Roisl.0014s0014.1.p
OG0012733	XP_018475169.1	Roisl.0030s0026.1.p
OG0012734	XP_018470611.1	Roisl.0030s0022.1.p
OG0012736	XP_018464805.1, XP_018445670.1	Roisl.0034s0132.1.p
OG0012737	XP_018443068.1	Roisl.0034s0122.1.p
OG0012738	XP_018444725.1, XP_018475230.1	Roisl.0034s0103.1.p
OG0012739	XP_018458248.1	Roisl.0034s0089.1.p, Roisl.0213s0489.1.p
OG0012740	XP_018471574.1	Roisl.0034s0088.1.p
OG0012741	XP_018446501.1	Roisl.0034s0084.1.p
OG0012742	XP_018464099.1, XP_018443225.1	Roisl.0034s0074.1.p
OG0012744	XP_018471371.1	Roisl.0034s0022.1.p
OG0012745	XP_018472213.1	Roisl.0034s0024.1.p
OG0012746	XP_018471713.1, XP_018471807.1	Roisl.0034s0025.1.p
OG0012747	XP_018475810.1	Roisl.0034s0012.1.p
OG0012748	XP_018477020.1, XP_018458937.1	Roisl.0034s0001.1.p
OG0012749	XP_018482192.1, XP_018481868.1	Roisl.0009s0170.1.p
OG0012750	XP_018442608.1	Roisl.0009s0168.1.p
OG0012751	XP_018442609.1, XP_018467600.1	Roisl.0009s0167.1.p
OG0012752	XP_018466957.1	Roisl.0009s0162.1.p
OG0012753	XP_018440563.1, XP_018441213.1	Roisl.0061s0021.1.p
OG0012754	XP_018483221.1	Roisl.0009s0111.1.p
OG0012755	XP_018483581.1	Roisl.0009s0093.1.p
OG0012756	XP_018460160.1, XP_018442294.1	Roisl.0009s0083.1.p
OG0012757	XP_018444264.1	Roisl.0009s0032.1.p
OG0012758	XP_018445352.1	Roisl.0115s0038.1.p
OG0012759	XP_018469392.1, XP_018456729.1	Roisl.0115s0032.1.p
OG0012760	XP_018462614.1, XP_018441685.1	Roisl.0115s0024.1.p
OG0012761	XP_018477911.1	Roisl.0115s0011.1.p, Roisl.0194s0002.1.p
OG0012762	XP_018442363.1	Roisl.0115s0014.1.p
OG0012763	XP_018444318.1	Roisl.0115s0015.1.p
OG0012764	XP_018443126.1, XP_018475725.1	Roisl.0115s0041.1.p
OG0012765	XP_018462403.1, XP_018475726.1, XP_018449830.1	Roisl.0115s0048.1.p
OG0012766	XP_018444279.1	Roisl.0115s0057.1.p
OG0012767	XP_018453392.1, XP_018455098.1	Roisl.0115s0075.1.p
OG0012768	XP_018472176.1	Roisl.0115s0087.1.p
OG0012769	XP_018453355.1	Roisl.0214s0862.1.p
OG0012770	XP_018446573.1, XP_018466042.1	Roisl.0115s0128.1.p
OG0012771	XP_018463294.1, XP_018470830.1	Roisl.0115s0159.1.p
OG0012772	XP_018473564.1	Roisl.0184s0091.1.p
OG0012773	XP_018455703.1	Roisl.0115s0183.1.p
OG0012775	XP_018456517.1, XP_018456515.1	Roisl.0115s0193.1.p
OG0012776	XP_018453408.1	Roisl.0115s0207.1.p
OG0012777	XP_018456495.1	Roisl.0115s0217.1.p
OG0012778	XP_018442191.1, XP_018463882.1	Roisl.0115s0226.1.p
OG0012779	XP_018444783.1	Roisl.0115s0234.1.p
OG0012780	XP_018456184.1, XP_018456183.1	Roisl.0115s0240.1.p
OG0012781	XP_018466021.1, XP_018459806.1	Roisl.0115s0251.1.p
OG0012783	XP_018455905.1	Roisl.0004s0040.1.p
OG0012784	XP_018453418.1	Roisl.0004s0063.1.p
OG0012785	XP_018445762.1, XP_018452765.1	Roisl.0004s0072.1.p
OG0012786	XP_018452903.1	Roisl.0004s0076.1.p
OG0012787	XP_018445469.1, XP_018446264.1	Roisl.0004s0079.1.p
OG0012788	XP_018450152.1, XP_018450142.1	Roisl.0004s0083.1.p
OG0012789	XP_018452469.1, XP_018443022.1	Roisl.0004s0104.1.p
OG0012790	XP_018467355.1, XP_018452752.1	Roisl.0004s0117.1.p
OG0012791	XP_018446486.1	Roisl.0004s0140.1.p
OG0012792	XP_018457699.1	Roisl.0004s0150.1.p
OG0012793	XP_018456000.1, XP_018464128.1	Roisl.0004s0168.1.p
OG0012794	XP_018446333.1, XP_018442632.1	Roisl.0004s0182.1.p
OG0012795	XP_018442901.1	Roisl.0004s0186.1.p
OG0012796	XP_018446418.1	Roisl.0036s0051.1.p
OG0012797	XP_018444211.1	Roisl.0036s0050.1.p
OG0012798	XP_018466983.1, XP_018445729.1	Roisl.0004s0215.1.p
OG0012799	XP_018478069.1	Roisl.0004s0233.1.p
OG0012800	XP_018443549.1, XP_018443422.1	Roisl.0004s0254.1.p
OG0012801	XP_018442265.1	Roisl.0004s0285.1.p
OG0012802	XP_018456394.1	Roisl.0066s0249.1.p
OG0012803	XP_018463658.1, XP_018468669.1	Roisl.0004s0321.1.p
OG0012804	XP_018433412.1	Roisl.0006s0022.1.p, Roisl.0213s0009.1.p
OG0012805	XP_018445676.1, XP_018445651.1	Roisl.0004s0364.1.p
OG0012806	XP_018445972.1	Roisl.0004s0385.1.p
OG0012807	XP_018477705.1	Roisl.0036s0020.1.p
OG0012808	XP_018446816.1, XP_018446810.1, XP_018443063.1	Roisl.0004s0388.1.p
OG0012809	XP_018493259.1, XP_018439299.1	Roisl.0066s0214.1.p
OG0012811	XP_018465645.1, XP_018433610.1	Roisl.0066s0205.1.p
OG0012812	XP_018493302.1	Roisl.0066s0198.1.p
OG0012813	XP_018457001.1, XP_018492690.1	Roisl.0066s0192.1.p
OG0012814	XP_018483524.1	Roisl.0025s0051.1.p
OG0012815	XP_018440665.1, XP_018433428.1	Roisl.0066s0164.1.p
OG0012816	XP_018434814.1	Roisl.0066s0132.1.p
OG0012817	XP_018481053.1, XP_018481070.1	Roisl.0046s0928.1.p
OG0012818	XP_018469190.1, XP_018438130.1	Roisl.0046s0923.1.p
OG0012819	XP_018472114.1	Roisl.0046s0918.1.p
OG0012820	XP_018476428.1	Roisl.0017s0162.1.p
OG0012821	XP_018438389.1	Roisl.0209s0444.1.p
OG0012822	XP_018481318.1, XP_018482437.1	Roisl.0007s0809.1.p
OG0012823	XP_018450470.1	Roisl.0007s0799.1.p
OG0012824	XP_018480346.1	Roisl.0007s0777.1.p
OG0012825	XP_018440685.1	Roisl.0021s0505.1.p
OG0012826	XP_018442628.1	Roisl.0021s0511.1.p
OG0012827	XP_018450841.1	Roisl.0021s0513.1.p
OG0012828	XP_018450864.1	Roisl.0021s0541.1.p
OG0012829	XP_018469872.1, XP_018464279.1	Roisl.0021s0548.1.p
OG0012830	XP_018469854.1	Roisl.0021s0552.1.p
OG0012831	XP_018492009.1	Roisl.0021s0559.1.p
OG0012832	XP_018451626.1	Roisl.0006s0534.1.p
OG0012833	XP_018438185.1	Roisl.0006s0484.1.p
OG0012834	XP_018493222.1, XP_018451660.1	Roisl.0006s0466.1.p
OG0012835	XP_018465730.1, XP_018476558.1	Roisl.0006s0455.1.p
OG0012836	XP_018446208.1, XP_018481584.1	Roisl.0006s0427.1.p
OG0012837	XP_018441397.1, XP_018451382.1	Roisl.0006s0413.1.p
OG0012838	XP_018469601.1, XP_018444751.1	Roisl.0019s0817.1.p
OG0012839	XP_018479498.1	Roisl.0006s0400.1.p
OG0012840	XP_018486245.1	Roisl.0006s0384.1.p
OG0012841	XP_018491608.1	Roisl.0013s0061.1.p, Roisl.0006s0379.1.p
OG0012842	XP_018483558.1	Roisl.0028s1025.1.p
OG0012843	XP_018474078.1, XP_018481663.1, XP_018479903.1	Roisl.0028s1028.1.p
OG0012844	XP_018433485.1	Roisl.0028s1042.1.p
OG0012845	XP_018434084.1	Roisl.0028s1052.1.p
OG0012846	XP_018476474.1, XP_018476503.1	Roisl.0054s0032.1.p
OG0012847	XP_018434709.1, XP_018434728.1	Roisl.0054s0037.1.p
OG0012848	XP_018484351.1, XP_018437879.1	Roisl.0028s0812.1.p
OG0012849	XP_018433390.1	Roisl.0054s0041.1.p
OG0012850	XP_018480861.1	Roisl.0054s0043.1.p
OG0012851	XP_018484727.1	Roisl.0054s0047.1.p
OG0012852	XP_018436836.1	Roisl.0017s0017.1.p
OG0012853	XP_018436502.1	Roisl.0209s0272.1.p
OG0012854	XP_018443551.1	Roisl.0021s0216.1.p
OG0012855	XP_018440789.1	Roisl.0027s0120.1.p
OG0012856	XP_018440973.1	Roisl.0027s0107.1.p
OG0012857	XP_018472299.1	Roisl.0027s0088.1.p
OG0012858	XP_018472103.1	Roisl.0027s0074.1.p
OG0012859	XP_018458020.1	Roisl.0032s0100.1.p
OG0012860	XP_018461024.1, XP_018461568.1	Roisl.0214s0069.1.p
OG0012861	XP_018455874.1, XP_018455785.1	Roisl.0031s0061.1.p
OG0012862	XP_018453354.1, XP_018452318.1	Roisl.0214s0082.1.p
OG0012863	XP_018452004.1	Roisl.0214s0182.1.p
OG0012864	XP_018465703.1	Roisl.0214s0121.1.p
OG0012865	XP_018439384.1	Roisl.0191s0707.1.p
OG0012866	XP_018454288.1	Roisl.0191s0692.1.p
OG0012867	XP_018447837.1, XP_018472568.1	Roisl.0189s0109.1.p
OG0012868	XP_018458017.1	Roisl.0032s0104.1.p
OG0012869	XP_018457003.1	Roisl.0189s0110.1.p
OG0012870	XP_018448625.1	Roisl.0015s0148.1.p
OG0012871	XP_018449192.1	Roisl.0082s0049.1.p
OG0012872	XP_018484275.1	Roisl.0058s0067.1.p
OG0012873	XP_018487186.1	Roisl.0053s0182.1.p
OG0012874	XP_018449742.1	Roisl.0058s0053.1.p
OG0012875	XP_018445266.1, XP_018442311.1	Roisl.0075s0055.1.p
OG0012876	XP_018481819.1	Roisl.0075s0072.1.p
OG0012877	XP_018480050.1, XP_018480049.1, XP_018484393.1	Roisl.0075s0073.1.p
OG0012878	XP_018482476.1, XP_018482453.1	Roisl.0075s0092.1.p
OG0012879	XP_018480461.1	Roisl.0075s0097.1.p
OG0012880	XP_018480627.1	Roisl.0075s0100.1.p
OG0012881	XP_018447692.1, XP_018447685.1	Roisl.0075s0118.1.p
OG0012882	XP_018449627.1, XP_018464188.1	Roisl.0075s0134.1.p
OG0012883	XP_018440092.1	Roisl.0082s0091.1.p, Roisl.0075s0143.1.p
OG0012884	XP_018477622.1	Roisl.0075s0186.1.p
OG0012885	XP_018448075.1	Roisl.0075s0203.1.p
OG0012886	XP_018448568.1, XP_018447039.1	Roisl.0002s0273.1.p
OG0012887	XP_018470164.1	Roisl.0002s0239.1.p
OG0012888	XP_018470780.1	Roisl.0002s0217.1.p
OG0012889	XP_018471512.1	Roisl.0002s0210.1.p
OG0012890	XP_018450757.1	Roisl.0002s0206.1.p
OG0012891	XP_018451628.1	Roisl.0002s0167.1.p
OG0012892	XP_018468232.1, XP_018462963.1	Roisl.0002s0146.1.p
OG0012894	XP_018461769.1, XP_018484697.1	Roisl.0002s0098.1.p
OG0012895	XP_018484694.1, XP_018461766.1	Roisl.0002s0095.1.p
OG0012896	XP_018468601.1	Roisl.0002s0089.1.p
OG0012897	XP_018448553.1	Roisl.0002s0078.1.p
OG0012898	XP_018443515.1, XP_018457751.1	Roisl.0019s0194.1.p
OG0012899	XP_018463364.1, XP_018444310.1	Roisl.0019s0167.1.p
OG0012900	XP_018452295.1, XP_018452305.1	Roisl.0019s0159.1.p
OG0012901	XP_018457038.1	Roisl.0019s0135.1.p
OG0012902	XP_018469975.1, XP_018455671.1	Roisl.0019s0127.1.p
OG0012903	XP_018461940.1, XP_018458771.1	Roisl.0019s0105.1.p
OG0012904	XP_018460145.1	Roisl.0019s0099.1.p
OG0012905	XP_018453297.1	Roisl.0004s0521.1.p
OG0012906	XP_018442586.1	Roisl.0004s0520.1.p
OG0012907	XP_018456062.1, XP_018456054.1	Roisl.0004s0507.1.p
OG0012908	XP_018443927.1	Roisl.0004s0491.1.p
OG0012909	XP_018471043.1	Roisl.0004s0488.1.p
OG0012910	XP_018434563.1, XP_018434584.1	Roisl.0214s0499.1.p
OG0012911	XP_018445593.1	Roisl.0004s0471.1.p
OG0012912	XP_018446665.1	Roisl.0004s0456.1.p
OG0012913	XP_018446560.1	Roisl.0004s0446.1.p
OG0012914	XP_018468454.1, XP_018460278.1	Roisl.0004s0430.1.p
OG0012915	XP_018445565.1, XP_018445546.1	Roisl.0004s0421.1.p
OG0012916	XP_018453328.1	Roisl.0019s0695.1.p
OG0012917	XP_018455668.1	Roisl.0019s0693.1.p
OG0012918	XP_018444935.1	Roisl.0019s0685.1.p
OG0012919	XP_018468190.1	Roisl.0019s0677.1.p
OG0012920	XP_018469472.1	Roisl.0019s0672.1.p
OG0012921	XP_018472195.1	Roisl.0019s0608.1.p
OG0012922	XP_018463886.1, XP_018481522.1, XP_018479078.1	Roisl.0022s0522.1.p
OG0012923	XP_018482530.1, XP_018482533.1	Roisl.0066s0024.1.p
OG0012924	XP_018470537.1, XP_018470531.1	Roisl.0044s0017.1.p
OG0012925	XP_018453991.1, XP_018447240.1	Roisl.0044s0023.1.p
OG0012926	XP_018480660.1	Roisl.0012s0081.1.p
OG0012927	XP_018483514.1, XP_018483513.1	Roisl.0044s0067.1.p
OG0012928	XP_018460074.1, XP_018477276.1	Roisl.0044s0075.1.p
OG0012929	XP_018457754.1	Roisl.0010s0190.1.p
OG0012930	XP_018456483.1	Roisl.0010s0193.1.p
OG0012931	XP_018434272.1	Roisl.0208s0018.1.p
OG0012932	XP_018454277.1	Roisl.0050s0101.1.p
OG0012933	XP_018442958.1	Roisl.0009s0262.1.p
OG0012934	XP_018442247.1	Roisl.0009s0261.1.p
OG0012935	XP_018480605.1, XP_018481248.1	Roisl.0213s0770.1.p
OG0012936	XP_018477492.1	Roisl.0009s0222.1.p
OG0012937	XP_018476645.1, XP_018475042.1	Roisl.0012s0049.1.p
OG0012938	XP_018433714.1	Roisl.0184s0197.1.p
OG0012939	XP_018437695.1	Roisl.0037s0036.1.p
OG0012940	XP_018437691.1	Roisl.0037s0048.1.p
OG0012941	XP_018482462.1, XP_018480387.1	Roisl.0025s0094.1.p
OG0012942	XP_018477762.1	Roisl.0025s0014.1.p
OG0012943	XP_018434937.1	Roisl.0037s0055.1.p
OG0012944	XP_018479381.1, XP_018433929.1	Roisl.0011s0571.1.p
OG0012945	XP_018441291.1	Roisl.0011s0569.1.p
OG0012946	XP_018441748.1	Roisl.0035s0020.1.p
OG0012947	XP_018437692.1	Roisl.0037s0049.1.p
OG0012948	XP_018457988.1	Roisl.0011s0548.1.p
OG0012949	XP_018435670.1, XP_018482670.1	Roisl.0011s0539.1.p
OG0012950	XP_018480863.1, XP_018478790.1	Roisl.0011s0525.1.p
OG0012951	XP_018436691.1, XP_018477534.1	Roisl.0011s0506.1.p
OG0012952	XP_018452795.1	Roisl.0189s0138.1.p
OG0012953	XP_018484563.1	Roisl.0011s0489.1.p
OG0012954	XP_018456835.1	Roisl.0011s0435.1.p
OG0012955	XP_018467387.1, XP_018466536.1	Roisl.0011s0416.1.p
OG0012956	XP_018441402.1, XP_018462419.1	Roisl.0011s0397.1.p
OG0012957	XP_018480637.1	Roisl.0011s0384.1.p
OG0012958	XP_018441243.1, XP_018482730.1	Roisl.0011s0375.1.p
OG0012959	XP_018438353.1, XP_018466008.1	Roisl.0011s0361.1.p
OG0012960	XP_018477776.1, XP_018462351.1	Roisl.0011s0360.1.p
OG0012961	XP_018457120.1	Roisl.0011s0327.1.p
OG0012962	XP_018446747.1, XP_018446760.1	Roisl.0019s0543.1.p
OG0012963	XP_018457801.1, XP_018457712.1	Roisl.0019s0552.1.p
OG0012964	XP_018460413.1, XP_018452866.1	Roisl.0019s0557.1.p
OG0012965	XP_018443490.1, XP_018462358.1	Roisl.0019s0596.1.p
OG0012966	XP_018468834.1, XP_018461480.1	Roisl.0019s0622.1.p, Roisl.0193s0002.1.p
OG0012967	XP_018457132.1	Roisl.0061s0020.1.p, Roisl.0019s0617.1.p
OG0012968	XP_018452665.1	Roisl.0019s0615.1.p
OG0012969	XP_018482908.1	Roisl.0005s0200.1.p
OG0012970	XP_018455658.1	Roisl.0020s0033.1.p
OG0012971	XP_018433690.1	Roisl.0005s0233.1.p
OG0012972	XP_018482454.1	Roisl.0005s0244.1.p
OG0012973	XP_018460585.1, XP_018483179.1	Roisl.0005s0252.1.p
OG0012974	XP_018437410.1	Roisl.0005s0253.1.p
OG0012975	XP_018484692.1, XP_018478044.1	Roisl.0005s0260.1.p
OG0012976	XP_018465689.1, XP_018478708.1	Roisl.0005s0261.1.p
OG0012977	XP_018480561.1, XP_018480575.1	Roisl.0005s0273.1.p
OG0012978	XP_018461600.1, XP_018477837.1	Roisl.0005s0276.1.p
OG0012979	XP_018433420.1	Roisl.0188s0026.1.p
OG0012980	XP_018481284.1, XP_018480474.1	Roisl.0005s0291.1.p
OG0012982	XP_018455894.1	Roisl.0005s0323.1.p
OG0012983	XP_018484185.1	Roisl.0005s0366.1.p
OG0012984	XP_018450078.1	Roisl.0006s0020.1.p
OG0012985	XP_018447131.1	Roisl.0006s0021.1.p
OG0012986	XP_018480924.1	Roisl.0006s0027.1.p
OG0012987	XP_018438103.1	Roisl.0006s0037.1.p
OG0012988	XP_018462923.1	Roisl.0006s0077.1.p
OG0012989	XP_018472341.1	Roisl.0008s0256.1.p
OG0012990	XP_018486508.1, XP_018436740.1	Roisl.0006s0114.1.p
OG0012991	XP_018493422.1	Roisl.0006s0119.1.p
OG0012992	XP_018485571.1	Roisl.0006s0149.1.p
OG0012993	XP_018493058.1	Roisl.0006s0165.1.p
OG0012994	XP_018472797.1	Roisl.0006s0166.1.p
OG0012995	XP_018449371.1	Roisl.0006s0169.1.p
OG0012996	XP_018470783.1	Roisl.0006s0176.1.p
OG0012997	XP_018478287.1, XP_018486532.1	Roisl.0006s0191.1.p
OG0012998	XP_018486452.1, XP_018493027.1	Roisl.0006s0210.1.p
OG0012999	XP_018492785.1	Roisl.0006s0211.1.p
OG0013000	XP_018439431.1	Roisl.0006s0297.1.p
OG0013001	XP_018439412.1, XP_018466371.1	Roisl.0006s0296.1.p
OG0013002	XP_018486443.1, XP_018465801.1	Roisl.0006s0278.1.p
OG0013004	XP_018486826.1	Roisl.0006s0341.1.p
OG0013005	XP_018488780.1, XP_018490570.1	Roisl.0006s0355.1.p
OG0013006	XP_018489769.1, XP_018442488.1	Roisl.0006s0371.1.p
OG0013007	XP_018456608.1, XP_018456606.1	Roisl.0214s0320.1.p
OG0013008	XP_018478767.1, XP_018484147.1	Roisl.0214s0288.1.p
OG0013009	XP_018485301.1	Roisl.0214s0269.1.p
OG0013010	XP_018455084.1	Roisl.0214s0264.1.p
OG0013011	XP_018484584.1	Roisl.0214s0257.1.p
OG0013012	XP_018484364.1	Roisl.0028s0758.1.p
OG0013013	XP_018477285.1	Roisl.0028s0761.1.p
OG0013015	XP_018464144.1, XP_018454685.1	Roisl.0189s0254.1.p
OG0013016	XP_018483124.1, XP_018483123.1	Roisl.0028s0852.1.p
OG0013017	XP_018476385.1	Roisl.0028s0876.1.p
OG0013018	XP_018476056.1	Roisl.0028s0877.1.p
OG0013019	XP_018484003.1, XP_018460978.1, XP_018441060.1	Roisl.0028s0890.1.p
OG0013020	XP_018484192.1	Roisl.0028s0909.1.p
OG0013021	XP_018434772.1	Roisl.0028s0915.1.p
OG0013023	XP_018482056.1	Roisl.0028s0937.1.p
OG0013024	XP_018477741.1, XP_018478947.1	Roisl.0028s0953.1.p
OG0013025	XP_018442009.1, XP_018442008.1	Roisl.0028s0956.1.p
OG0013026	XP_018441940.1	Roisl.0028s0966.1.p
OG0013027	XP_018452991.1	Roisl.0189s0007.1.p
OG0013028	XP_018483542.1	Roisl.0028s0968.1.p
OG0013029	XP_018477694.1	Roisl.0028s0996.1.p
OG0013030	XP_018459732.1, XP_018480533.1	Roisl.0028s1002.1.p
OG0013031	XP_018451824.1	Roisl.0091s0371.1.p
OG0013033	XP_018449051.1, XP_018449246.1	Roisl.0091s0384.1.p
OG0013034	XP_018469977.1, XP_018469980.1	Roisl.0091s0418.1.p
OG0013035	XP_018436346.1	Roisl.0091s0409.1.p
