Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_Rawat
OG0015945	XP_018493460.1	AL3G18890
OG0015946	XP_018487438.1, XP_018486412.1	AL3G18920
OG0015947	XP_018438495.1	AL3G18980
OG0015948	XP_018485662.1	AL3G19000
OG0015949	XP_018434244.1	AL3G19030
OG0015950	XP_018491078.1	AL3G19060
OG0015951	XP_018439785.1	AL3G19150
OG0015952	XP_018486874.1	AL3G19230
OG0015953	XP_018485886.1	AL3G19240
OG0015954	XP_018493502.1	AL3G19390
OG0015955	XP_018486217.1, XP_018486199.1	AL3G19660
OG0015956	XP_018491875.1	AL3G19990
OG0015957	XP_018491877.1	AL3G20010
OG0015958	XP_018432548.1	AL3G20100
OG0015959	XP_018489477.1	AL3G20120
OG0015960	XP_018439328.1, XP_018438713.1	AL3G20150
OG0015961	XP_018439330.1	AL3G20320
OG0015962	XP_018487152.1	AL3G20330
OG0015963	XP_018440931.1	AL3G20360
OG0015964	XP_018491677.1	AL3G20460
OG0015965	XP_018492872.1	AL3G20630
OG0015966	XP_018489849.1	AL3G20710
OG0015967	XP_018487249.1	AL3G20750
OG0015968	XP_018466120.1, XP_018440537.1	AL3G20850
OG0015969	XP_018433587.1	AL3G20900
OG0015970	XP_018434877.1	AL3G20940
OG0015971	XP_018437330.1	AL3G20950
OG0015972	XP_018491116.1	AL3G21080
OG0015973	XP_018486916.1	AL3G21090
OG0015974	XP_018491411.1	AL3G21150
OG0015975	XP_018492102.1	AL3G21390
OG0015976	XP_018492100.1	AL3G21400
OG0015977	XP_018455701.1	nbis-gene-564
OG0015978	XP_018492031.1	AL3G21560
OG0015979	XP_018432695.1	AL3G21650
OG0015980	XP_018490764.1	AL3G21690
OG0015981	XP_018432623.1	AL3G21730
OG0015982	XP_018491373.1	AL3G21760
OG0015983	XP_018439551.1	AL3G21890
OG0015984	XP_018488917.1, XP_018491581.1	AL3G22140
OG0015985	XP_018491579.1	AL3G22160
OG0015986	XP_018488916.1	AL3G22170
OG0015987	XP_018492606.1	AL3G22360
OG0015988	XP_018486427.1	AL3G22480
OG0015989	XP_018489720.1, XP_018489586.1	AL3G22600
OG0015990	XP_018434487.1	nbis-gene-689
OG0015991	XP_018489741.1	AL3G22780
OG0015992	XP_018486975.1	AL3G22850
OG0015993	XP_018487047.1, XP_018432930.1	AL3G22910
OG0015994	XP_018486170.1	AL3G41170
OG0015995	XP_018432669.1	AL3G23140
OG0015996	XP_018492878.1	AL3G23630
OG0015997	XP_018492880.1	AL3G23650
OG0015998	XP_018487134.1	AL3G23730
OG0016000	XP_018491892.1	AL3G23990
OG0016001	XP_018437183.1	AL3G24160
OG0016002	XP_018440253.1	AL3G24260
OG0016003	XP_018492548.1	AL3G24430
OG0016004	XP_018487516.1	AL3G24550
OG0016005	XP_018437000.1	AL5G10680
OG0016006	XP_018491428.1	AL3G24850
OG0016007	XP_018488566.1	AL3G25460
OG0016008	XP_018488866.1	AL3G25660
OG0016009	XP_018490825.1	AL3G25850
OG0016010	XP_018487103.1	AL3G25870
OG0016011	XP_018493271.1	AL3G25990
OG0016012	XP_018459548.1, XP_018493358.1	AL3G26020
OG0016013	XP_018440948.1	AL3G26210
OG0016014	XP_018490095.1	AL3G26400
OG0016015	XP_018489293.1	AL3G26710
OG0016016	XP_018489051.1, XP_018486351.1	AL3G26830
OG0016017	XP_018435096.1	AL3G27070
OG0016018	XP_018432615.1	AL3G27180
OG0016019	XP_018489814.1	AL3G27200
OG0016020	XP_018432818.1, XP_018492755.1	AL3G27220
OG0016021	XP_018488893.1, XP_018488888.1	AL3G27430
OG0016022	XP_018487535.1, XP_018489855.1	AL3G27640
OG0016023	XP_018486179.1	AL3G27680
OG0016024	XP_018490973.1	AL3G27960
OG0016025	XP_018488576.1	AL3G28200
OG0016026	XP_018492928.1	AL7G26640
OG0016027	XP_018438233.1	AL3G28550
OG0016028	XP_018485483.1	AL3G28570
OG0016029	XP_018493139.1	AL3G28880
OG0016030	XP_018493308.1	AL3G29000
OG0016031	XP_018491016.1	AL3G29010
OG0016032	XP_018491018.1	AL3G29020
OG0016033	XP_018485681.1	AL3G29060
OG0016034	XP_018491970.1	AL3G29420
OG0016035	XP_018488398.1	AL3G29430
OG0016036	XP_018436824.1, XP_018467203.1	AL3G29630
OG0016037	XP_018463463.1	AL3G29880
OG0016038	XP_018434248.1	AL3G29980
OG0016039	XP_018435438.1, XP_018441785.1	AL3G30010
OG0016040	XP_018437187.1, XP_018439659.1	AL3G30190
OG0016041	XP_018486957.1	AL3G30290
OG0016042	XP_018435446.1, XP_018439473.1	AL3G30530
OG0016043	XP_018487140.1, XP_018487124.1, XP_018486747.1	AL3G30560
OG0016044	XP_018432752.1	AL3G30800
OG0016045	XP_018490868.1	AL3G30990
OG0016046	XP_018489349.1, XP_018460932.1	AL3G31060
OG0016047	XP_018491316.1	AL3G31100
OG0016048	XP_018492442.1, XP_018492436.1	AL3G31170
OG0016049	XP_018492990.1, XP_018492992.1	AL3G31200
OG0016050	XP_018492726.1	AL3G31220
OG0016051	XP_018489680.1	AL3G31270
OG0016052	XP_018482665.1	AL8G17940
OG0016053	XP_018489930.1	AL3G31450
OG0016054	XP_018432534.1	AL3G31660
OG0016055	XP_018492213.1	AL3G31850
OG0016056	XP_018434222.1	AL3G31950
OG0016057	XP_018489316.1	AL3G31990
OG0016058	XP_018437273.1	AL3G32150
OG0016059	XP_018491135.1	AL3G32180
OG0016060	XP_018493287.1	AL3G32260
OG0016061	XP_018434391.1, XP_018435456.1	AL3G32290
OG0016062	XP_018486338.1	AL3G32450
OG0016063	XP_018493491.1, XP_018464405.1	AL3G32490
OG0016064	XP_018493566.1	AL3G32550
OG0016065	XP_018489302.1	AL3G32580
OG0016066	XP_018488638.1	AL3G32600
OG0016067	XP_018432829.1	AL3G32590
OG0016068	XP_018486974.1, XP_018460674.1	AL3G32710
OG0016069	XP_018486924.1	AL3G32850
OG0016070	XP_018486176.1	AL3G32860
OG0016071	XP_018488239.1	AL3G33040
OG0016072	XP_018486225.1	AL3G33070
OG0016073	XP_018435463.1	AL3G33170
OG0016074	XP_018492600.1	AL3G33230
OG0016075	XP_018439677.1	AL3G33250
OG0016076	XP_018436521.1	nbis-gene-733
OG0016077	XP_018432879.1	AL3G33670
OG0016078	XP_018490331.1	AL3G33880
OG0016079	XP_018491327.1	AL3G33950
OG0016080	XP_018490731.1, XP_018486556.1	AL3G34000
OG0016081	XP_018488961.1	AL3G33310, AL3G34200
OG0016082	XP_018492668.1	AL3G34280
OG0016083	XP_018434790.1	AL3G34590
OG0016084	XP_018458260.1, XP_018458259.1	AL3G34640
OG0016085	XP_018490667.1	AL3G34700
OG0016086	XP_018490015.1	AL3G34770
OG0016088	XP_018469798.1	AL8G27270
OG0016089	XP_018449712.1	AL8G27260
OG0016090	XP_018472379.1	AL8G27230
OG0016091	XP_018456720.1	AL8G27060
OG0016092	XP_018456009.1	AL3G45400
OG0016093	XP_018483458.1	AL7G50500
OG0016094	XP_018483454.1	AL7G50510
OG0016095	XP_018459111.1	AL7G51210
OG0016096	XP_018442955.1	AL7G51520
OG0016097	XP_018482723.1	AL7G51740
OG0016098	XP_018484384.1	AL7G52030
OG0016100	XP_018462677.1, XP_018444800.1	AL7G52880
OG0016101	XP_018479607.1	AL7G46760
OG0016102	XP_018458520.1	AL7G46730
OG0016103	XP_018478812.1	AL7G46290
OG0016104	XP_018478200.1, XP_018479730.1	AL7G45460
OG0016105	XP_018434589.1, XP_018464357.1	AL8G20730
OG0016106	XP_018482564.1	AL8G20300
OG0016107	XP_018478718.1	AL8G20240
OG0016108	XP_018482550.1	AL8G20040
OG0016110	XP_018462709.1, XP_018433916.1	AL3G38000
OG0016111	XP_018437344.1, XP_018437341.1	AL3G37890
OG0016112	XP_018486131.1	AL3G37760
OG0016113	XP_018441173.1	AL3G54120
OG0016114	XP_018492316.1, XP_018492317.1	AL3G37190
OG0016115	XP_018493015.1	AL3G36890
OG0016116	XP_018459676.1	AL3G36750
OG0016117	XP_018485898.1	AL3G35750
OG0016118	XP_018486496.1	nbis-gene-748
OG0016119	XP_018458543.1	AL3G35680
OG0016120	XP_018490567.1	AL3G35640
OG0016121	XP_018492543.1	AL3G35430
OG0016122	XP_018486836.1	AL3G35400
OG0016123	XP_018492734.1	AL3G35340
OG0016124	XP_018458252.1	AL3G34780
OG0016125	XP_018484102.1	AL7G21840
OG0016126	XP_018470901.1	AL7G22290
OG0016127	XP_018465462.1, XP_018452042.1	AL8G17290
OG0016128	XP_018459505.1, XP_018445036.1	AL2G24300
OG0016129	XP_018446897.1	AL2G24280
OG0016130	XP_018445886.1	AL2G24070
OG0016131	XP_018468470.1	AL2G23880
OG0016132	XP_018468005.1	AL2G23800
OG0016133	XP_018453325.1	AL2G23740
OG0016134	XP_018445890.1, XP_018445889.1	AL2G22860
OG0016135	XP_018448679.1, XP_018462513.1	AL2G23210
OG0016136	XP_018443064.1	AL2G23270
OG0016137	XP_018468102.1	AL2G23290
OG0016138	XP_018461591.1, XP_018446265.1	AL2G22530
OG0016139	XP_018446183.1	AL2G19710
OG0016140	XP_018442606.1, XP_018444282.1	nbis-gene-447
OG0016141	XP_018472242.1	AL8G41170
OG0016142	XP_018450058.1	AL2G19270
OG0016143	XP_018462913.1, XP_018453718.1	AL2G19830
OG0016144	XP_018453295.1	AL1G64670
OG0016145	XP_018433018.1	AL1G64860
OG0016146	XP_018442961.1	AL6G30200
OG0016147	XP_018450263.1	AL6G30180
OG0016148	XP_018451429.1	AL6G30100
OG0016149	XP_018446899.1	AL6G30080
OG0016150	XP_018443965.1	AL6G29970
OG0016151	XP_018443284.1	AL6G29930
OG0016152	XP_018445989.1	AL6G29800
OG0016153	XP_018475411.1	AL6G29620
OG0016154	XP_018443127.1	AL6G29480
OG0016155	XP_018444471.1, XP_018444466.1	AL6G29430
OG0016156	XP_018444475.1	AL6G29420
OG0016157	XP_018483338.1	AL6G40560
OG0016158	XP_018483024.1, XP_018483033.1	AL8G23370
OG0016159	XP_018453113.1	AL8G23240
OG0016160	XP_018484862.1	AL8G23400
OG0016161	XP_018433745.1	AL8G22620
OG0016162	XP_018441954.1	AL3G48350
OG0016163	XP_018478620.1	AL5G32980
OG0016164	XP_018478521.1	AL5G32940
OG0016165	XP_018478644.1	AL5G32870
OG0016166	XP_018458905.1	AL5G32790
OG0016167	XP_018482791.1	AL5G33290, AL5G32740
OG0016168	XP_018440314.1	AL5G32590
OG0016169	XP_018478090.1	AL5G32410
OG0016170	XP_018477714.1	AL7G47290
OG0016171	XP_018478843.1	AL5G32380
OG0016172	XP_018434117.1	AL5G32250
OG0016173	XP_018434599.1	AL5G32240
OG0016174	XP_018470283.1	AL5G32200
OG0016175	XP_018441755.1	AL5G32070
OG0016176	XP_018456426.1	nbis-gene-1350
OG0016177	XP_018477528.1	AL5G32020
OG0016178	XP_018434899.1	AL5G31980
OG0016179	XP_018438228.1	AL5G31860
OG0016180	XP_018433642.1	AL5G31740
OG0016181	XP_018439731.1	AL5G31730
OG0016182	XP_018433344.1	AL5G31650
OG0016183	XP_018490367.1	AL1G10050
OG0016184	XP_018439139.1	AL1G10110
OG0016185	XP_018493376.1	AL1G10130
OG0016186	XP_018439041.1	AL1G10330
OG0016187	XP_018439030.1	AL1G10350
OG0016188	XP_018487015.1	AL1G10380
OG0016189	XP_018490811.1	AL1G10420
OG0016190	XP_018439532.1	AL1G10430
OG0016191	XP_018490810.1	AL1G10450
OG0016192	XP_018490812.1	AL1G10470
OG0016193	XP_018485635.1	AL1G10570
OG0016194	XP_018465158.1	AL1G10650
OG0016195	XP_018487879.1	AL1G10670
OG0016196	XP_018436364.1	AL1G10710
OG0016197	XP_018485928.1	nbis-gene-20
OG0016198	XP_018460527.1	AL1G10940
OG0016199	XP_018477769.1, XP_018461168.1	AL1G11020
OG0016200	XP_018437812.1	AL1G11160
OG0016201	XP_018482580.1	AL1G11180
OG0016202	XP_018485924.1	AL1G11220
OG0016203	XP_018486955.1	AL1G11590
OG0016204	XP_018482215.1	AL3G44770
OG0016205	XP_018442025.1	AL1G11650
OG0016206	XP_018467639.1	AL1G11660
OG0016207	XP_018463539.1	AL1G11740
OG0016208	XP_018467234.1	AL1G11850
OG0016210	XP_018436287.1	AL1G11980
OG0016211	XP_018432771.1	AL1G12070
OG0016212	XP_018484040.1	AL1G12210
OG0016213	XP_018432572.1	AL1G12550
OG0016214	XP_018441434.1	AL1G12740
OG0016215	XP_018482711.1	AL1G12910
OG0016216	XP_018482748.1	AL1G12920
OG0016217	XP_018482779.1, XP_018482805.1	AL1G12930
OG0016218	XP_018490511.1	AL1G13070
OG0016219	XP_018491840.1, XP_018491841.1	AL1G13150
OG0016220	XP_018491848.1	AL1G13180
OG0016221	XP_018485618.1	AL1G13300
OG0016222	XP_018450530.1	AL1G13390
OG0016223	XP_018492999.1	AL1G13640
OG0016224	XP_018489591.1, XP_018484520.1	AL1G13780
OG0016225	XP_018479663.1	AL1G13930
OG0016226	XP_018488617.1	AL1G14220
OG0016227	XP_018479322.1	AL1G14250
OG0016228	XP_018435539.1	AL1G14320
OG0016229	XP_018488865.1	AL1G14610
OG0016230	XP_018482098.1, XP_018439908.1	AL1G14620
OG0016231	XP_018480032.1	AL1G14690
OG0016232	XP_018478564.1	AL1G14700
OG0016233	XP_018451324.1	AL1G14720
OG0016234	XP_018467629.1	AL1G14810
OG0016235	XP_018488854.1	AL1G14870
OG0016236	XP_018490961.1, XP_018465405.1	AL1G14900
OG0016237	XP_018487029.1	AL1G15110
OG0016238	XP_018481821.1	AL1G15140
OG0016239	XP_018486904.1	AL1G15180
OG0016240	XP_018436938.1	nbis-gene-37
OG0016241	XP_018482548.1	AL1G15280
OG0016242	XP_018434700.1	AL1G15510
OG0016243	XP_018434717.1	AL1G15570
OG0016244	XP_018449694.1	AL1G15750
OG0016245	XP_018492033.1	AL1G15760
OG0016246	XP_018492034.1	AL1G15780
OG0016247	XP_018451235.1	AL1G15840
OG0016248	XP_018467548.1	AL1G65240
OG0016249	XP_018486130.1, XP_018486099.1	AL1G16410
OG0016250	XP_018489701.1, XP_018489678.1	AL1G16460
OG0016251	XP_018472726.1	AL1G16540
OG0016252	XP_018472566.1	AL1G16550
OG0016253	XP_018449067.1	AL1G16580
OG0016254	XP_018451142.1	AL1G16700
OG0016255	XP_018472499.1	AL1G16720
OG0016256	XP_018472611.1	AL1G16740
OG0016257	XP_018432638.1	AL1G16820
OG0016258	XP_018472507.1	AL1G16850
OG0016259	XP_018490250.1	AL1G16940
OG0016260	XP_018448199.1	AL1G17010
OG0016261	XP_018468633.1	AL1G17040
OG0016262	XP_018479438.1	AL1G17150
OG0016263	XP_018437182.1	AL1G17180
OG0016264	XP_018489390.1, XP_018461516.1	AL1G17400
OG0016266	XP_018468168.1	AL7G28850
OG0016267	XP_018450326.1	AL1G17610
OG0016268	XP_018450564.1	AL1G17710
OG0016269	XP_018482964.1	AL1G17720
OG0016270	XP_018436012.1	AL1G17920
OG0016271	XP_018471637.1	AL1G17940
OG0016272	XP_018435799.1	AL1G18130
OG0016273	XP_018447347.1	AL1G14800
OG0016274	XP_018434360.1	AL1G18500
OG0016275	XP_018484528.1	AL1G18580
OG0016276	XP_018436355.1	AL1G18600
OG0016277	XP_018438230.1	AL1G18680
OG0016278	XP_018490629.1	AL1G18900
OG0016279	XP_018490646.1	AL1G18950
OG0016280	XP_018451866.1	AL1G19020
OG0016281	XP_018466206.1	AL1G19040
OG0016282	XP_018433401.1	AL1G19070
OG0016283	XP_018490069.1	AL1G19120
OG0016284	XP_018492499.1	AL1G19160
OG0016285	XP_018433612.1	AL1G19190
OG0016286	XP_018433623.1	AL1G19200
OG0016287	XP_018493457.1	AL1G19470
OG0016288	XP_018451116.1	AL1G19620
OG0016289	XP_018448033.1	AL1G19630
OG0016290	XP_018474149.1	AL1G19730
OG0016291	XP_018448654.1	nbis-gene-290
OG0016292	XP_018468321.1	AL1G19960
OG0016293	XP_018448014.1	AL1G19970
OG0016294	XP_018460021.1, XP_018451225.1, XP_018483239.1	AL1G20140
OG0016295	XP_018468956.1	AL1G20230
OG0016296	XP_018460584.1	AL1G20390
OG0016297	XP_018438311.1	AL1G20400
OG0016298	XP_018438320.1	AL1G20410
OG0016299	XP_018488517.1, XP_018488526.1	AL1G20450
OG0016300	XP_018471940.1, XP_018436509.1	AL1G20510
OG0016301	XP_018433772.1	AL1G20950
OG0016302	XP_018440617.1	nbis-gene-62
OG0016303	XP_018489690.1	AL1G21340
OG0016304	XP_018463774.1	AL1G21360
OG0016305	XP_018490068.1	nbis-gene-67
OG0016306	XP_018490030.1	AL1G21810
OG0016308	XP_018467921.1, XP_018466026.1	AL6G42020
OG0016309	XP_018447752.1	AL1G22230
OG0016310	XP_018451857.1	AL9U11310
OG0016311	XP_018458310.1	AL1G22650
OG0016312	XP_018438387.1	AL1G22800
OG0016313	XP_018489233.1, XP_018448223.1	AL1G22830
OG0016314	XP_018449125.1	AL1G22940
OG0016315	XP_018436456.1	AL2G13500
OG0016316	XP_018483238.1	AL1G23300
OG0016317	XP_018488132.1	AL1G23530
OG0016318	XP_018432730.1	AL1G23540
OG0016319	XP_018448060.1	AL1G23690
OG0016320	XP_018439178.1	AL1G23770
OG0016321	XP_018437327.1	AL1G23840
OG0016322	XP_018439496.1, XP_018463245.1, XP_018481731.1	AL1G23890
OG0016323	XP_018484756.1, XP_018450388.1	AL1G23920
OG0016324	XP_018434897.1	AL1G24110
OG0016325	XP_018442314.1	AL1G24430
OG0016326	XP_018433052.1	AL1G24620
OG0016327	XP_018484144.1	AL1G24800
OG0016328	XP_018438504.1	AL1G24850
OG0016329	XP_018434559.1	AL1G24910
OG0016330	XP_018449451.1, XP_018449452.1, XP_018482409.1	AL1G24940
OG0016331	XP_018452401.1	AL1G25310
OG0016332	XP_018481845.1	AL1G25420
OG0016333	XP_018481980.1	AL1G25450
OG0016334	XP_018436826.1	AL1G25490
OG0016335	XP_018483103.1	AL1G25620
OG0016336	XP_018438029.1	AL1G25720
OG0016337	XP_018470052.1	AL1G25830
OG0016338	XP_018464571.1, XP_018435744.1	AL1G25820
OG0016339	XP_018434863.1	AL1G26010
OG0016340	XP_018433974.1	AL1G26040
OG0016341	XP_018433841.1	AL1G26070
OG0016342	XP_018444434.1	AL1G26160
OG0016343	XP_018442084.1	AL1G26180
OG0016344	XP_018442085.1	AL1G26190
OG0016345	XP_018436603.1	AL1G26240
OG0016346	XP_018438204.1	AL1G26490
OG0016347	XP_018447781.1	AL1G26530
OG0016348	XP_018470112.1	AL1G27280
OG0016349	XP_018472491.1	AL1G27420
OG0016350	XP_018464251.1, XP_018438276.1	AL1G27490
OG0016351	XP_018440535.1	AL1G27520
OG0016352	XP_018437446.1	AL1G27590
OG0016353	XP_018450715.1	AL1G27810
OG0016354	XP_018493002.1	AL1G27850
OG0016355	XP_018483979.1	AL2G37770
OG0016356	XP_018451125.1, XP_018487475.1	AL1G28200
OG0016357	XP_018435156.1	AL1G28230
OG0016358	XP_018433499.1	AL1G28470
OG0016359	XP_018437152.1	nbis-gene-94
OG0016360	XP_018449057.1	AL1G28630
OG0016361	XP_018459790.1, XP_018460754.1	AL1G28750
OG0016362	XP_018472191.1	AL1G28790
OG0016363	XP_018442271.1	AL1G28820
OG0016364	XP_018456077.1	AL1G28840
OG0016365	XP_018451770.1	AL1G29140
OG0016366	XP_018447721.1	AL1G29250
OG0016367	XP_018472968.1, XP_018479397.1, XP_018479404.1, XP_018479384.1	AL1G29400, nbis-gene-265
OG0016368	XP_018479422.1, XP_018451049.1	AL1G29420
OG0016369	XP_018479428.1	AL1G29450
OG0016370	XP_018455194.1, XP_018459068.1	AL8G24090, AL8G10070
OG0016371	XP_018451047.1, XP_018447218.1	AL1G29500
OG0016372	XP_018489887.1	AL1G29580
OG0016373	XP_018433527.1	AL6G40570
OG0016374	XP_018442238.1, XP_018456998.1	AL1G29720
OG0016375	XP_018437101.1	AL1G29750
OG0016376	XP_018437121.1	AL1G29770
OG0016377	XP_018482467.1	AL1G29780
OG0016378	XP_018473014.1, XP_018465551.1, XP_018450893.1	AL1G29840
OG0016379	XP_018440410.1	AL1G29890
OG0016380	XP_018450820.1	AL1G30090
OG0016381	XP_018442083.1, XP_018442080.1	AL1G30100
OG0016382	XP_018450819.1	nbis-gene-99
OG0016383	XP_018478636.1	AL4G19390
OG0016384	XP_018484890.1	AL1G30380
OG0016385	XP_018450247.1	nbis-gene-100
OG0016386	XP_018450242.1	AL1G30470
OG0016387	XP_018450241.1	AL1G30510
OG0016388	XP_018436913.1	AL1G30530
OG0016389	XP_018433255.1	AL1G30550
OG0016390	XP_018435711.1	AL1G30640
OG0016392	XP_018476791.1	AL8G26550
OG0016393	XP_018441396.1	AL1G31130
OG0016394	XP_018448256.1	AL1G31300
OG0016395	XP_018449510.1	AL1G31320
OG0016396	XP_018449663.1	AL1G31520
OG0016397	XP_018488973.1	AL1G31660
OG0016399	XP_018461748.1, XP_018486083.1	AL1G31780
OG0016400	XP_018450590.1	AL1G31880
OG0016401	XP_018492035.1	AL1G31900
OG0016402	XP_018455505.1	AL1G31930
OG0016403	XP_018439450.1	AL1G31960
OG0016404	XP_018438214.1	AL1G32240
OG0016405	XP_018492885.1	AL1G32370
OG0016406	XP_018486910.1	AL1G32530
OG0016407	XP_018492343.1	AL3G41710
OG0016408	XP_018441094.1	AL1G32850
OG0016409	XP_018433736.1	AL1G32860
OG0016410	XP_018466748.1	AL1G32940
OG0016411	XP_018468823.1	AL1G33460
OG0016412	XP_018492935.1	AL1G33490
OG0016413	XP_018433637.1	AL1G33890
OG0016414	XP_018441175.1	AL1G34100
OG0016415	XP_018459127.1, XP_018481169.1	AL1G34420
OG0016416	XP_018480304.1	AL4G13660
OG0016417	XP_018480868.1	AL1G34700
OG0016418	XP_018492710.1	AL1G34710
OG0016419	XP_018492509.1	AL1G34740
OG0016420	XP_018433099.1	AL1G34780
OG0016421	XP_018451640.1, XP_018448169.1	AL1G34790
OG0016422	XP_018433109.1	AL1G34800
OG0016423	XP_018488708.1	AL1G34920
OG0016424	XP_018473603.1	AL1G34940, AL3G43350
OG0016425	XP_018437435.1	AL1G34960
OG0016426	XP_018437425.1	AL1G34980
OG0016427	XP_018480547.1	AL1G35610
OG0016428	XP_018450106.1	AL1G35630
OG0016429	XP_018471284.1	AL1G35640
OG0016430	XP_018469506.1	AL1G35980
OG0016431	XP_018485308.1	AL1G36000
OG0016432	XP_018440674.1, XP_018433562.1	AL1G36070
OG0016433	XP_018433573.1	AL1G36080
OG0016434	XP_018432849.1	AL1G36140
OG0016435	XP_018434120.1	AL1G36230
OG0016436	XP_018433584.1	AL1G36320
OG0016437	XP_018441926.1	AL1G36340
OG0016438	XP_018441913.1	AL1G36350
OG0016439	XP_018491857.1	AL1G36570
OG0016440	XP_018437351.1	AL1G36630
OG0016441	XP_018452762.1	AL2G31430
OG0016442	XP_018453338.1, XP_018455464.1	AL2G31380
OG0016443	XP_018453360.1	AL2G31320
OG0016444	XP_018458004.1	AL2G31300
OG0016445	XP_018452593.1	AL2G31200
OG0016446	XP_018452325.1	AL2G31160
OG0016447	XP_018445252.1, XP_018460191.1	AL6G46970, AL2G31150
OG0016448	XP_018452697.1	AL2G31120
OG0016449	XP_018456092.1	AL2G31100
OG0016450	XP_018454256.1	AL2G30870
OG0016451	XP_018454246.1	AL2G30850
OG0016452	XP_018454241.1	AL2G30820
OG0016453	XP_018464861.1	AL1G52610
OG0016454	XP_018460772.1	AL2G30700
OG0016455	XP_018447209.1	AL2G30680
OG0016456	XP_018457603.1	AL2G30670
OG0016457	XP_018453482.1	AL2G22440, AL2G22410
OG0016458	XP_018472928.1	nbis-gene-588
OG0016459	XP_018453195.1	AL2G30080
OG0016460	XP_018457241.1	AL2G30010
OG0016461	XP_018469712.1	AL2G29930
OG0016462	XP_018469440.1	AL2G29640
OG0016463	XP_018442593.1	AL2G29500
OG0016464	XP_018457388.1, XP_018457378.1	AL2G29430
OG0016465	XP_018456308.1	AL2G29350
OG0016466	XP_018456072.1	AL2G29320
OG0016467	XP_018441240.1	AL1G47100
OG0016468	XP_018450970.1	AL1G47110
OG0016469	XP_018468301.1	AL1G47220
OG0016470	XP_018451681.1	AL1G47360
OG0016471	XP_018441367.1, XP_018447224.1	AL1G47510
OG0016472	XP_018441116.1	AL1G47630
OG0016473	XP_018443101.1	AL1G47660
OG0016474	XP_018485948.1	AL1G47690
OG0016476	XP_018456490.1	AL2G11730
OG0016477	XP_018457715.1	AL2G11810
OG0016478	XP_018465768.1	AL2G11820
OG0016479	XP_018476576.1	AL8G36770
OG0016480	XP_018452021.1	nbis-gene-379
OG0016481	XP_018457133.1	AL2G12680
OG0016482	XP_018457052.1	AL2G12910
OG0016483	XP_018440878.1	AL2G12960
OG0016484	XP_018457778.1	AL2G13000
OG0016485	XP_018453237.1	AL2G13010
OG0016486	XP_018452641.1	AL2G13020
OG0016487	XP_018454760.1	AL2G13030
OG0016488	XP_018456251.1	AL2G13040
OG0016489	XP_018454440.1	AL2G13350
OG0016490	XP_018456966.1	AL2G13400
OG0016491	XP_018466121.1	AL6G42030
OG0016492	XP_018454717.1	AL2G14140
OG0016493	XP_018458078.1, XP_018441896.1	AL2G14200
OG0016494	XP_018454783.1	AL2G14330
OG0016495	XP_018458053.1	AL2G14640
OG0016496	XP_018457765.1	AL2G14980
OG0016497	XP_018457237.1	AL6G43680
OG0016498	XP_018454885.1	AL2G15070
OG0016499	XP_018434656.1	AL2G15140
OG0016500	XP_018440015.1	AL2G15150
OG0016501	XP_018440421.1	AL2G15290
OG0016502	XP_018452891.1	AL2G15640
OG0016503	XP_018455624.1	AL2G15820
OG0016504	XP_018436868.1	AL2G16000
OG0016505	XP_018433590.1	AL2G16040
OG0016506	XP_018466702.1	AL2G16220
OG0016507	XP_018452086.1	AL2G16270
OG0016508	XP_018457341.1	AL2G16430
OG0016509	XP_018434429.1	AL3G53380
OG0016510	XP_018435538.1	AL2G16620
OG0016511	XP_018455714.1	AL2G16640
OG0016513	XP_018434779.1	AL2G16930
OG0016514	XP_018452618.1	AL2G17200
OG0016515	XP_018433073.1	AL2G17470
OG0016516	XP_018466730.1	AL2G17550
OG0016517	XP_018468720.1	AL7G24990
OG0016518	XP_018454293.1	AL2G17740
OG0016519	XP_018457578.1	AL2G17870
OG0016520	XP_018455933.1	AL2G17880
OG0016521	XP_018441074.1	AL2G18140
OG0016522	XP_018478834.1	AL2G18110
OG0016523	XP_018456993.1	AL2G18050
OG0016524	XP_018456278.1	AL3G45510
OG0016525	XP_018456277.1	AL1G67520
OG0016526	XP_018446777.1	AL2G19510
