Orthogroup	Capsella_rubella	Rorippa_islandica
OG0018095	XP_006298839.1	Roisl.0053s0344.1.p
OG0018096	XP_006299312.1	Roisl.0001s0545.1.p
OG0018097	XP_006298633.1	Roisl.0049s0002.1.p
OG0018098	XP_023642414.1	Roisl.0066s0420.1.p
OG0018099	XP_023642619.1	Roisl.0047s0043.1.p
OG0018100	XP_006292165.2	Roisl.0016s0012.1.p
OG0018101	XP_006299420.1	Roisl.0047s0028.1.p
OG0018102	XP_006297524.1	Roisl.0012s0004.1.p
OG0018103	XP_006299587.1	Roisl.0066s0225.1.p
OG0018104	XP_006297760.1	Roisl.0066s0046.1.p, Roisl.0066s0299.1.p
OG0018105	XP_006298516.2	Roisl.0214s0498.1.p
OG0018106	XP_006299647.1	Roisl.0214s0517.1.p
OG0018107	XP_006295724.2	Roisl.0046s0604.1.p
OG0018108	XP_023639957.1	Roisl.0046s0567.1.p
OG0018109	XP_023639925.1	Roisl.0046s0566.1.p
OG0018110	XP_006294654.2	Roisl.0046s0551.1.p
OG0018111	XP_006295878.1	Roisl.0046s0522.1.p
OG0018112	XP_006293725.1	Roisl.0006s0596.1.p
OG0018113	XP_006295886.1	Roisl.0006s0583.1.p
OG0018114	XP_006294044.2	Roisl.0006s0573.1.p
OG0018115	XP_006295650.1	Roisl.0006s0565.1.p
OG0018116	XP_023640736.1	Roisl.0006s0561.1.p
OG0018117	XP_006295562.2	Roisl.0021s0578.1.p
OG0018118	XP_006294605.1	Roisl.0021s0602.1.p
OG0018119	XP_023639338.1	Roisl.0004s0012.1.p
OG0018120	XP_006294708.1	Roisl.0214s0023.1.p
OG0018121	XP_006295087.1	Roisl.0023s0006.1.p
OG0018122	XP_006294117.1	Roisl.0023s0018.1.p
OG0018123	XP_006293630.1	Roisl.0036s0116.1.p
OG0018124	XP_006294782.1	Roisl.0028s0746.1.p
OG0018125	XP_006294511.1	Roisl.0028s0810.1.p
OG0018126	XP_006293457.1	Roisl.0017s0072.1.p
OG0018127	XP_006294410.1	Roisl.0053s0036.1.p
OG0018128	XP_006293827.1	Roisl.0028s0392.1.p
OG0018129	XP_023640802.1	Roisl.0035s0095.1.p
OG0018130	XP_006292592.2	Roisl.0011s0015.1.p
OG0018131	XP_023640958.1	Roisl.0023s0034.1.p
OG0018131	XP_023638020.1	Roisl.0011s0030.1.p
OG0018132	XP_006290757.1	Roisl.0011s0035.1.p
OG0018133	XP_006290812.1	Roisl.0011s0048.1.p
OG0018134	XP_006292570.2	Roisl.0011s0095.1.p
OG0018135	XP_006291752.1	Roisl.0011s0106.1.p
OG0018136	XP_006291544.1	Roisl.0011s0144.1.p
OG0018137	XP_023638383.1	Roisl.0011s0184.1.p
OG0018138	XP_006291719.1	Roisl.0011s0366.1.p
OG0018139	XP_006290673.1	Roisl.0011s0427.1.p
OG0018140	XP_006291087.1	Roisl.0011s0526.1.p
OG0018141	XP_006290355.1	Roisl.0011s0551.1.p
OG0018142	XP_006292354.1	Roisl.0025s0004.1.p
OG0018144	XP_006279463.1	Roisl.0041s0007.1.p
OG0018145	XP_006279358.1	Roisl.0087s0009.1.p
OG0018146	XP_006290369.1	Roisl.0037s0004.1.p
OG0018147	XP_006279364.2, XP_006290381.2	Roisl.0027s0044.1.p, Roisl.0027s0047.1.p
OG0018148	XP_006292440.1, XP_006279388.1	Roisl.0027s0050.1.p
OG0018149	XP_023638777.1, XP_023633783.1	Roisl.0027s0051.1.p
OG0018150	XP_006291917.1	Roisl.0019s0080.1.p
OG0018151	XP_006291273.2	Roisl.0046s0758.1.p
OG0018152	XP_006299056.2	Roisl.0074s0357.1.p
OG0018153	XP_006291256.2	Roisl.0046s0807.1.p
OG0018154	XP_006292615.1	Roisl.0046s0944.1.p
OG0018155	XP_023638676.1	Roisl.0026s0209.1.p
OG0018156	XP_006292625.1	Roisl.0046s1228.1.p
OG0018157	XP_023638953.1	Roisl.0046s1514.1.p, Roisl.0084s0001.1.p, Roisl.0046s1515.1.p, Roisl.0084s0002.1.p
OG0018159	XP_006288809.1	Roisl.0210s0472.1.p
OG0018160	XP_023637698.1	Roisl.0210s0545.1.p
OG0018161	XP_006288495.1	Roisl.0210s0748.1.p
OG0018163	XP_006286475.1	Roisl.0210s0847.1.p
OG0018164	XP_006289003.2	Roisl.0210s1133.1.p
OG0018165	XP_006289230.1	Roisl.0210s1155.1.p
OG0018166	XP_023637060.1	Roisl.0210s1612.1.p
OG0018167	XP_023637434.1	Roisl.0210s1701.1.p
OG0018168	XP_006288082.2	Roisl.0046s0225.1.p
OG0018169	XP_006288812.1	Roisl.0020s0041.1.p
OG0018170	XP_006286533.1	Roisl.0032s0085.1.p
OG0018171	XP_006287732.1	Roisl.0214s0055.1.p
OG0018172	XP_006289482.1	Roisl.0020s0065.1.p
OG0018173	XP_006289958.1	Roisl.0213s0652.1.p
OG0018175	XP_023637037.1	Roisl.0015s0030.1.p
OG0018176	XP_006285949.1	Roisl.0115s0685.1.p
OG0018177	XP_006284378.1	Roisl.0001s0034.1.p
OG0018178	XP_023634215.1	Roisl.0008s0295.1.p
OG0018181	XP_006284553.1	Roisl.0044s0061.1.p
OG0018182	XP_006283981.1	Roisl.0044s0026.1.p
OG0018183	XP_006283069.1	Roisl.0022s0531.1.p
OG0018184	XP_006282649.1	Roisl.0022s0516.1.p
OG0018185	XP_006284277.1	Roisl.0022s0487.1.p
OG0018187	XP_006282473.2	Roisl.0022s0420.1.p
OG0018188	XP_006284354.2	Roisl.0022s0352.1.p
OG0018189	XP_006285690.1	Roisl.0022s0331.1.p
OG0018190	XP_006285965.1	Roisl.0022s0309.1.p
OG0018191	XP_006284919.1	Roisl.0022s0303.1.p
OG0018192	XP_006283991.1	Roisl.0022s0274.1.p
OG0018193	XP_006285597.1	Roisl.0022s0206.1.p
OG0018194	XP_006285458.1	Roisl.0022s0089.1.p
OG0018195	XP_006282966.1, XP_023635341.1	Roisl.0008s0151.1.p
OG0018196	XP_006283610.1	Roisl.0091s0157.1.p
OG0018197	XP_006285896.1	Roisl.0091s0259.1.p
OG0018198	XP_006286121.1	Roisl.0091s0478.1.p
OG0018199	XP_006282785.1	Roisl.0091s0603.1.p
OG0018200	XP_006282743.2	Roisl.0075s0164.1.p
OG0018201	XP_006282611.2	Roisl.0043s0019.1.p
OG0018202	XP_006283039.1	Roisl.0053s0081.1.p
OG0018203	XP_006284219.1	Roisl.0210s2184.1.p
OG0018204	XP_006284829.1	Roisl.0213s0817.1.p
OG0018205	XP_006285062.1	Roisl.0022s0085.1.p
OG0018206	XP_006284417.1	Roisl.0022s0086.1.p
OG0018207	XP_006282494.2	Roisl.0009s0306.1.p
OG0018208	XP_006283337.1	Roisl.0009s0116.1.p
OG0018209	XP_006283184.1	Roisl.0009s0064.1.p
OG0018210	XP_006285424.1	Roisl.0009s0035.1.p
OG0018211	XP_006281983.1	Roisl.0080s0101.1.p
OG0018212	XP_006282278.1	Roisl.0005s0034.1.p
OG0018213	XP_006280433.1	Roisl.0012s0171.1.p
OG0018214	XP_006280569.1	Roisl.0012s0075.1.p
OG0018215	XP_006281058.1	Roisl.0041s0020.1.p
OG0018216	XP_006279776.1	Roisl.0184s0168.1.p
OG0018217	XP_023638856.1	Roisl.0014s0066.1.p
OG0018218	XP_006281240.1	Roisl.0068s0011.1.p
OG0018219	XP_006280686.1	Roisl.0214s0149.1.p
OG0018220	XP_006280990.1	Roisl.0214s0200.1.p
OG0018221	XP_006280862.1	Roisl.0012s0026.1.p
OG0018222	XP_006280344.1	Roisl.0012s0016.1.p
OG0018223	XP_006281361.1	Roisl.0189s0200.1.p
OG0018224	XP_006281831.1	Roisl.0189s0197.1.p
OG0018225	XP_006279605.1	Roisl.0189s0182.1.p
OG0018226	XP_006281494.1	Roisl.0031s0047.1.p
OG0018227	XP_006280363.1	Roisl.0080s0118.1.p
OG0018228	XP_006280572.1	Roisl.0080s0060.1.p
OG0018229	XP_006300430.1	Roisl.0024s0430.1.p
OG0018230	XP_006279534.1	Roisl.0024s0615.1.p
OG0018232	XP_023635946.1	Roisl.0210s1543.1.p
OG0018234	XP_023635641.1	Roisl.0075s0174.1.p, Roisl.0053s0015.1.p
OG0018236	XP_023636665.1	Roisl.0046s0336.1.p
OG0018237	XP_006289393.1	Roisl.0210s1728.1.p
OG0018240	XP_023642751.1	Roisl.0045s0030.1.p
OG0018261	XP_006294935.1	Roisl.0091s0006.1.p
OG0018262	XP_006291859.1	Roisl.0209s0393.1.p
OG0018263	XP_006284733.2	Roisl.0009s0186.1.p
OG0018265	XP_006289374.1	Roisl.0210s1449.1.p
OG0018267	XP_006287429.1	Roisl.0210s1234.1.p
OG0018268	XP_006290001.1	Roisl.0210s1224.1.p
OG0018270	XP_023637194.1	Roisl.0210s1166.1.p
OG0018271	XP_006285501.2	Roisl.0075s0129.1.p
OG0018272	XP_006290211.2	Roisl.0210s1135.1.p
OG0018273	XP_006289564.1	Roisl.0210s1117.1.p
OG0018275	XP_006290013.1	Roisl.0210s1017.1.p
OG0018276	XP_023636033.1	Roisl.0210s0993.1.p
OG0018280	XP_006289930.1	Roisl.0210s0764.1.p
OG0018281	XP_023636848.1	Roisl.0210s0743.1.p
OG0018282	XP_006288929.1	Roisl.0210s0698.1.p
OG0018283	XP_006287318.1	Roisl.0210s0696.1.p
OG0018284	XP_006294395.1	Roisl.0210s0674.1.p
OG0018285	XP_006287383.1	Roisl.0210s0642.1.p
OG0018286	XP_023635970.1	Roisl.0210s0626.1.p
OG0018287	XP_006289662.1	Roisl.0210s0602.1.p
OG0018288	XP_006290205.2	Roisl.0210s0570.1.p
OG0018289	XP_006286651.1	Roisl.0210s0491.1.p
OG0018291	XP_006301232.1	Roisl.0214s0830.1.p
OG0018292	XP_006294234.2	Roisl.0204s0129.1.p
OG0018293	XP_023640681.1	Roisl.0204s0123.1.p
OG0018294	XP_006295918.2	Roisl.0204s0112.1.p
OG0018295	XP_006296453.1	Roisl.0082s0546.1.p
OG0018297	XP_006293883.2	Roisl.0082s0704.1.p
OG0018299	XP_023640601.1	Roisl.0033s0002.1.p
OG0018300	XP_023639746.1	Roisl.0033s0008.1.p
OG0018301	XP_023639326.1	Roisl.0033s0091.1.p
OG0018303	XP_023640584.1	Roisl.0017s0471.1.p
OG0018305	XP_006282056.1	Roisl.0012s0183.1.p
OG0018306	XP_006283786.1	Roisl.0022s0090.1.p
OG0018307	XP_006283234.1	Roisl.0022s0173.1.p
OG0018308	XP_006283324.1	Roisl.0022s0183.1.p
OG0018309	XP_006283410.1	Roisl.0022s0226.1.p
OG0018310	XP_006305023.1	Roisl.0013s0181.1.p
OG0018311	XP_006306435.1	Roisl.0066s0342.1.p
OG0018312	XP_006304661.2	Roisl.0213s0238.1.p
OG0018313	XP_006303746.1	Roisl.0213s0313.1.p
OG0018314	XP_023632658.1	Roisl.0213s0318.1.p
OG0018315	XP_006303958.2	Roisl.0213s0336.1.p
OG0018316	XP_006305833.1	Roisl.0213s0472.1.p
OG0018317	XP_006303861.1	Roisl.0209s0199.1.p
OG0018318	XP_006306842.1	Roisl.0209s0181.1.p
OG0018319	XP_006291058.1	Roisl.0011s0198.1.p
OG0018320	XP_006292336.1	Roisl.0011s0244.1.p
OG0018321	XP_006292493.1, XP_006290412.1	Roisl.0210s1831.1.p
OG0018322	XP_006281975.1	Roisl.0024s0399.1.p
OG0018323	XP_006281123.2	Roisl.0024s0329.1.p
OG0018324	XP_006279547.1	Roisl.0024s0240.1.p
OG0018325	XP_023644765.1	Roisl.0080s0007.1.p
OG0018327	XP_023633440.1	Roisl.0080s0044.1.p
OG0018328	XP_023642342.1	Roisl.0080s0052.1.p
OG0018329	XP_006280830.1	Roisl.0080s0069.1.p
OG0018330	XP_006282008.2	Roisl.0080s0115.1.p
OG0018331	XP_006281454.1	Roisl.0080s0120.1.p
OG0018332	XP_006281921.1	Roisl.0080s0128.1.p
OG0018333	XP_006288759.1	Roisl.0210s2012.1.p
OG0018334	XP_006286357.2	Roisl.0046s0077.1.p
OG0018335	XP_006287713.2	Roisl.0046s0107.1.p
OG0018336	XP_006286492.1	Roisl.0046s0110.1.p
OG0018337	XP_006289632.1	Roisl.0046s0233.1.p
OG0018338	XP_006286987.1	Roisl.0046s0235.1.p
OG0018339	XP_006286485.1	Roisl.0046s0246.1.p
OG0018340	XP_006288499.1	Roisl.0210s1667.1.p
OG0018341	XP_006287301.1	Roisl.0210s1687.1.p
OG0018342	XP_006290000.1	Roisl.0210s1797.1.p
OG0018343	XP_006282115.1	Roisl.0080s0319.1.p
OG0018344	XP_023644696.1	Roisl.0080s0374.1.p
OG0018345	XP_006282116.1	Roisl.0080s0375.1.p
OG0018346	XP_006282033.2	Roisl.0080s0398.1.p
OG0018347	XP_006280196.1	Roisl.0080s0429.1.p
OG0018348	XP_006281531.1	Roisl.0080s0502.1.p
OG0018349	XP_006281714.1	Roisl.0080s0530.1.p
OG0018350	XP_006279666.2	Roisl.0080s0555.1.p
OG0018351	XP_023640298.1	Roisl.0080s0561.1.p
OG0018352	XP_006280289.1	Roisl.0080s0696.1.p
OG0018353	XP_006292362.2	Roisl.0046s0900.1.p
OG0018354	XP_006292208.1	Roisl.0046s0868.1.p
OG0018355	XP_006286768.1	Roisl.0082s0411.1.p
OG0018356	XP_023637175.1	Roisl.0210s0460.1.p
OG0018357	XP_006287355.1	Roisl.0210s0449.1.p
OG0018358	XP_006289707.1	Roisl.0042s0134.1.p
OG0018359	XP_006289677.2	Roisl.0030s0203.1.p
OG0018360	XP_006279336.1	Roisl.0034s0003.1.p
OG0018361	XP_006288786.1	Roisl.0034s0145.1.p
OG0018362	XP_006289936.1	Roisl.0034s0113.1.p
OG0018363	XP_006287367.1	Roisl.0034s0091.1.p
OG0018364	XP_023637638.1	Roisl.0034s0073.1.p
OG0018365	XP_006287696.1	Roisl.0034s0056.1.p
OG0018366	XP_023636551.1	Roisl.0034s0053.1.p
OG0018367	XP_023637588.1	Roisl.0034s0037.1.p
OG0018368	XP_023633497.1	Roisl.0034s0011.1.p
OG0018369	XP_006297232.1	Roisl.0079s0213.1.p
OG0018370	XP_006283308.1	Roisl.0009s0094.1.p
OG0018371	XP_006284262.1	Roisl.0009s0082.1.p
OG0018372	XP_023644149.1	Roisl.0115s0027.1.p
OG0018374	XP_006301270.1	Roisl.0115s0149.1.p
OG0018375	XP_006302315.1	Roisl.0115s0187.1.p
OG0018376	XP_006302347.1	Roisl.0115s0197.1.p
OG0018378	XP_023643665.1	Roisl.0004s0080.1.p
OG0018379	XP_006302670.1	Roisl.0004s0135.1.p
OG0018380	XP_006300985.1	Roisl.0004s0160.1.p
OG0018381	XP_006304645.1	Roisl.0191s0143.1.p
OG0018382	XP_006302156.1	Roisl.0004s0177.1.p
OG0018383	XP_006300530.2	Roisl.0004s0184.1.p
OG0018384	XP_006297214.1	Roisl.0045s0046.1.p
OG0018385	XP_006302024.2	Roisl.0004s0253.1.p
OG0018386	XP_006300792.1	Roisl.0004s0259.1.p
OG0018387	XP_006300983.1	Roisl.0004s0381.1.p
OG0018388	XP_006301028.2	Roisl.0004s0384.1.p
OG0018389	XP_006297198.1	Roisl.0066s0190.1.p
OG0018390	XP_006299554.1	Roisl.0066s0174.1.p
OG0018391	XP_006305012.1	Roisl.0007s0802.1.p
OG0018392	XP_006300882.1	Roisl.0209s0005.1.p
OG0018395	XP_006305331.1	Roisl.0006s0458.1.p
OG0018396	XP_006293413.1	Roisl.0028s1058.1.p
OG0018397	XP_006293494.1	Roisl.0028s1064.1.p
OG0018398	XP_006295397.1	Roisl.0017s0002.1.p
OG0018400	XP_006284979.1	Roisl.0015s0150.1.p
OG0018401	XP_006283919.1	Roisl.0015s0175.1.p
OG0018402	XP_006286165.1	Roisl.0202s0009.1.p
OG0018403	XP_006282837.2	Roisl.0179s0006.1.p
OG0018404	XP_023635271.1	Roisl.0082s0019.1.p
OG0018405	XP_006284568.1	Roisl.0075s0063.1.p
OG0018406	XP_006282716.1	Roisl.0075s0131.1.p
OG0018407	XP_006282787.1	Roisl.0075s0152.1.p
OG0018408	XP_006284593.1	Roisl.0075s0172.1.p
OG0018409	XP_006286105.1	Roisl.0002s0255.1.p
OG0018410	XP_006283247.1	Roisl.0002s0240.1.p
OG0018412	XP_023643960.1	Roisl.0019s0124.1.p
OG0018413	XP_023644641.1	Roisl.0015s0087.1.p
OG0018415	XP_023644317.1	Roisl.0004s0445.1.p
OG0018416	XP_006302656.1	Roisl.0004s0429.1.p
OG0018417	XP_006300670.1	Roisl.0004s0427.1.p
OG0018418	XP_006296265.1	Roisl.0028s0269.1.p
OG0018419	XP_006300668.1	Roisl.0019s0674.1.p
OG0018420	XP_023644349.1	Roisl.0019s0635.1.p
OG0018421	XP_023643997.1	Roisl.0019s0609.1.p
OG0018422	XP_006285533.1	Roisl.0022s0519.1.p
OG0018423	XP_006285035.2	Roisl.0022s0521.1.p
OG0018424	XP_006284813.1	Roisl.0044s0016.1.p
OG0018425	XP_023634350.1	Roisl.0009s0273.1.p
OG0018426	XP_006283555.1	Roisl.0009s0254.1.p
OG0018427	XP_023638603.1	Roisl.0037s0022.1.p
OG0018428	XP_006292889.1	Roisl.0025s0006.1.p
OG0018429	XP_006291646.2	Roisl.0208s0008.1.p
OG0018431	XP_006282326.1	Roisl.0005s0258.1.p
OG0018433	XP_006281436.1	Roisl.0012s0392.1.p
OG0018434	XP_023637067.1	Roisl.0012s0391.1.p
OG0018435	XP_006291564.2	Roisl.0025s0093.1.p
OG0018436	XP_006303447.1	Roisl.0006s0136.1.p
OG0018437	XP_006307693.1	Roisl.0006s0179.1.p
OG0018438	XP_006306411.2	Roisl.0006s0255.1.p
OG0018440	XP_006307254.1	Roisl.0006s0284.1.p
OG0018441	XP_006303255.1	Roisl.0006s0277.1.p
OG0018442	XP_006305421.1	Roisl.0006s0340.1.p
OG0018443	XP_006282272.1	Roisl.0214s0271.1.p
OG0018444	XP_006295951.1	Roisl.0028s0806.1.p
OG0018445	XP_006296159.1	Roisl.0028s0918.1.p
OG0018446	XP_006296059.2	Roisl.0028s0936.1.p
OG0018447	XP_006296437.1	Roisl.0028s0963.1.p
OG0018448	XP_006293882.1	Roisl.0028s0971.1.p
OG0018449	XP_006284712.1	Roisl.0091s0455.1.p
OG0018450	XP_006285069.2	Roisl.0091s0516.1.p
OG0018451	XP_006284032.1	Roisl.0091s0518.1.p
OG0018452	XP_006284666.1	Roisl.0091s0527.1.p
OG0018453	XP_006284726.2	Roisl.0009s0318.1.p
OG0018454	XP_006284200.1	Roisl.0091s0537.1.p
OG0018455	XP_006283936.1	Roisl.0091s0563.1.p
OG0018457	XP_023632748.1	Roisl.0005s0182.1.p
OG0018458	XP_006290333.2	Roisl.0046s1037.1.p
OG0018459	XP_006292643.2	Roisl.0046s0992.1.p
OG0018460	XP_006291802.1	Roisl.0011s0083.1.p
OG0018461	XP_006292985.1	Roisl.0046s0957.1.p
OG0018462	XP_006279733.1	Roisl.0189s0132.1.p
OG0018463	XP_006296589.1	Roisl.0188s0044.1.p
OG0018464	XP_006299388.2	Roisl.0038s0011.1.p
OG0018465	XP_023641334.1	Roisl.0066s0438.1.p
OG0018466	XP_006299838.1	Roisl.0066s0260.1.p
OG0018467	XP_006282470.1	Roisl.0091s0038.1.p
OG0018468	XP_006283747.1	Roisl.0091s0065.1.p
OG0018469	XP_006291945.1	Roisl.0188s0088.1.p
OG0018470	XP_023635681.1	Roisl.0091s0315.1.p
OG0018471	XP_006297157.1	Roisl.0016s0054.1.p
OG0018472	XP_006285037.2	Roisl.0091s0290.1.p
OG0018473	XP_006284440.2	Roisl.0091s0273.1.p
OG0018474	XP_006290190.1	Roisl.0032s0070.1.p
OG0018475	XP_006284258.1	Roisl.0091s0200.1.p
OG0018476	XP_023635189.1	Roisl.0091s0334.1.p
OG0018477	XP_006282848.1	Roisl.0091s0678.1.p
OG0018478	XP_023633684.1	Roisl.0091s0628.1.p
OG0018479	XP_023641652.1	Roisl.0016s0008.1.p
OG0018480	XP_023641209.1	Roisl.0016s0014.1.p
OG0018481	XP_006300107.1	Roisl.0016s0017.1.p
OG0018482	XP_006298917.1	Roisl.0016s0020.1.p
OG0018483	XP_006297148.1	Roisl.0016s0038.1.p
OG0018484	XP_023641457.1	Roisl.0016s0040.1.p
OG0018485	XP_006297906.1	Roisl.0016s0057.1.p
OG0018486	XP_006298677.1	Roisl.0016s0061.1.p
OG0018487	XP_006299114.1	Roisl.0016s0068.1.p
OG0018488	XP_006280630.1	Roisl.0024s0642.1.p
OG0018489	XP_006281944.2	Roisl.0024s0652.1.p
OG0018490	XP_023645516.1	Roisl.0024s0655.1.p
OG0018491	XP_006279760.1	Roisl.0024s0664.1.p
OG0018492	XP_023638365.1	Roisl.0018s0489.1.p
OG0018494	XP_006281476.1	Roisl.0018s0478.1.p
OG0018495	XP_006292839.1	Roisl.0018s0392.1.p
OG0018496	XP_023638340.1	Roisl.0018s0333.1.p
OG0018497	XP_006290098.1	Roisl.0015s0016.1.p
OG0018498	XP_006292599.2	Roisl.0018s0272.1.p
OG0018499	XP_006291675.2	Roisl.0018s0266.1.p
OG0018500	XP_006290261.1	Roisl.0018s0056.1.p
OG0018501	XP_006290872.1	Roisl.0018s0025.1.p
OG0018502	XP_006292874.1	Roisl.0026s0038.1.p
OG0018503	XP_006290306.2	Roisl.0026s0110.1.p
OG0018505	XP_006292645.1	Roisl.0046s1648.1.p
OG0018506	XP_006292388.1	Roisl.0046s1619.1.p
OG0018507	XP_006290823.1	Roisl.0046s1486.1.p
OG0018509	XP_006292855.1	Roisl.0046s1348.1.p
OG0018510	XP_006291405.1	Roisl.0046s1286.1.p
OG0018511	XP_006292482.2	Roisl.0046s1250.1.p
OG0018512	XP_023639076.1	Roisl.0046s1232.1.p
OG0018513	XP_023641983.1	Roisl.0049s0032.1.p
OG0018514	XP_006299442.1	Roisl.0213s0749.1.p
OG0018515	XP_006300589.1	Roisl.0024s0037.1.p
OG0018517	XP_023644151.1	Roisl.0019s0788.1.p
OG0018519	XP_006299461.1	Roisl.0066s0022.1.p
OG0018520	XP_006299777.1	Roisl.0206s0017.1.p
OG0018521	XP_006295669.1	Roisl.0028s0520.1.p
OG0018522	XP_006283804.1	Roisl.0015s0167.1.p
OG0018523	XP_023640752.1	Roisl.0017s0328.1.p
OG0018524	XP_006296158.2	Roisl.0017s0170.1.p
OG0018525	XP_023639813.1	Roisl.0017s0133.1.p
OG0018526	XP_006288167.1	Roisl.0213s0527.1.p
OG0018527	XP_023640715.1	Roisl.0082s0143.1.p
OG0018528	XP_006293521.1	Roisl.0046s0601.1.p
OG0018529	XP_006292441.1	Roisl.0208s0053.1.p
OG0018530	XP_006303707.2	Roisl.0179s0089.1.p
OG0018531	XP_006307546.1	Roisl.0210s2159.1.p
OG0018532	XP_023645754.1	Roisl.0048s0041.1.p
OG0018533	XP_006305423.1	Roisl.0048s0036.1.p, Roisl.0048s0037.1.p
OG0018534	XP_006307047.1	Roisl.0040s0075.1.p
OG0018535	XP_006289058.1	Roisl.0020s0093.1.p
OG0018536	XP_006287536.1	Roisl.0213s0569.1.p
OG0018537	XP_006287063.1	Roisl.0046s0345.1.p
OG0018539	XP_006287056.1	Roisl.0046s0389.1.p
OG0018540	XP_006288627.1	Roisl.0046s0408.1.p
OG0018541	XP_006286502.1	Roisl.0046s0464.1.p
OG0018542	XP_006297159.1	Roisl.0214s0437.1.p
OG0018543	XP_006299416.1	Roisl.0214s0488.1.p
OG0018544	XP_023638232.1	Roisl.0014s0027.1.p
OG0018545	XP_006293567.1	Roisl.0067s0005.1.p
OG0018546	XP_006294602.1	Roisl.0035s0050.1.p
OG0018547	XP_006296085.1	Roisl.0028s0049.1.p
OG0018548	XP_006281718.1	Roisl.0036s0112.1.p
OG0018549	XP_006298535.1	Roisl.0039s0006.1.p
OG0018550	XP_006282438.1	Roisl.0075s0075.1.p
OG0018551	XP_006294846.1	Roisl.0037s0034.1.p
OG0018552	XP_006296519.1	Roisl.0028s0316.1.p
OG0018553	XP_023640511.1	Roisl.0028s0321.1.p
OG0018554	XP_006294151.1	Roisl.0028s0335.1.p
OG0018555	XP_006293510.1	Roisl.0028s0435.1.p
OG0018556	XP_023637263.1	Roisl.0028s0387.1.p
OG0018558	XP_006297658.2	Roisl.0016s0131.1.p
OG0018559	XP_023642267.1	Roisl.0016s0160.1.p
OG0018560	XP_023642441.1	Roisl.0016s0182.1.p
OG0018561	XP_006298663.1	Roisl.0016s0195.1.p
OG0018562	XP_006300194.1	Roisl.0016s0210.1.p
OG0018563	XP_006298166.1	Roisl.0016s0217.1.p
OG0018564	XP_006300010.2	Roisl.0016s0266.1.p
OG0018565	XP_006298969.2	Roisl.0016s0283.1.p
OG0018566	XP_023642609.1	Roisl.0016s0286.1.p
OG0018567	XP_006296957.1	Roisl.0016s0293.1.p
OG0018568	XP_023642523.1	Roisl.0016s0383.1.p
OG0018569	XP_006298293.1	Roisl.0016s0394.1.p
OG0018572	XP_023642736.1	Roisl.0039s0058.1.p
OG0018573	XP_023642733.1	Roisl.0039s0059.1.p
OG0018574	XP_006296700.1	Roisl.0039s0092.1.p
OG0018575	XP_023642568.1	Roisl.0039s0111.1.p
OG0018577	XP_006298951.1	Roisl.0079s0123.1.p
OG0018578	XP_023641135.1	Roisl.0079s0148.1.p
OG0018579	XP_006296925.1	Roisl.0079s0236.1.p
OG0018581	XP_006297691.1	Roisl.0079s0312.1.p
OG0018582	XP_006299287.1	Roisl.0074s1028.1.p
OG0018583	XP_006298604.1	Roisl.0074s0909.1.p
OG0018584	XP_006283825.1	Roisl.0009s0321.1.p
OG0018585	XP_006300051.1	Roisl.0074s0828.1.p
OG0018586	XP_023641286.1	Roisl.0074s0738.1.p
OG0018587	XP_006299513.1	Roisl.0074s0729.1.p
OG0018589	XP_006297433.1	Roisl.0074s0678.1.p
OG0018590	XP_006298082.1	Roisl.0074s0668.1.p
OG0018591	XP_006299636.1	Roisl.0074s0667.1.p
OG0018592	XP_023641291.1	Roisl.0074s0588.1.p
OG0018593	XP_006299393.1	Roisl.0074s0524.1.p
OG0018594	XP_006296814.1	Roisl.0074s0453.1.p
OG0018595	XP_006299161.1	Roisl.0074s0427.1.p
OG0018596	XP_023642052.1	Roisl.0074s0417.1.p
OG0018597	XP_006297675.1	Roisl.0074s0296.1.p
OG0018598	XP_023641320.1	Roisl.0074s0230.1.p
OG0018599	XP_006297257.1	Roisl.0074s0086.1.p
OG0018600	XP_006290438.2	Roisl.0011s0033.1.p
OG0018601	XP_006296813.2	Roisl.0074s0014.1.p
OG0018602	XP_023641829.1	Roisl.0074s0010.1.p
OG0018605	XP_023642139.1	Roisl.0115s0271.1.p
OG0018606	XP_023641254.1	Roisl.0115s0275.1.p
OG0018607	XP_006297494.1	Roisl.0115s0319.1.p
OG0018608	XP_006299073.1	Roisl.0115s0431.1.p
OG0018609	XP_006280222.1	Roisl.0031s0028.1.p
OG0018610	XP_006283379.2	Roisl.0009s0319.1.p
OG0018611	XP_006285420.1	Roisl.0022s0064.1.p
OG0018612	XP_023633987.1	Roisl.0008s0055.1.p
OG0018615	XP_006291892.1	Roisl.0011s0099.1.p
OG0018616	XP_006302844.1	Roisl.0209s0010.1.p
OG0018617	XP_006279431.1	Roisl.0083s0013.1.p
OG0018619	XP_006289665.1	Roisl.0210s1605.1.p
OG0018620	XP_006286542.2	Roisl.0210s1538.1.p
OG0018621	XP_006292093.2	Roisl.0046s1209.1.p
OG0018622	XP_006290973.1	Roisl.0046s1182.1.p
OG0018623	XP_023632640.1	Roisl.0210s0027.1.p
OG0018624	XP_023644738.1	Roisl.0210s0032.1.p
OG0018625	XP_006306736.1	Roisl.0210s0033.1.p
OG0018626	XP_006304730.1	Roisl.0210s0156.1.p
