Orthogroup	Capsella_rubella	Cardamine_hirsuta
OG0016868	XP_006287616.1	CARHR254300
OG0016869	XP_006288122.1	CARHR251170
OG0016870	XP_023636398.1	CARHR251800
OG0016871	XP_006285108.1	CARHR247900
OG0016872	XP_006282615.2	CARHR245040
OG0016874	XP_006285775.1	CARHR235710
OG0016875	XP_006283883.1	CARHR235140
OG0016876	XP_006284539.1	CARHR234550
OG0016877	XP_023635133.1	CARHR234400
OG0016878	XP_006284935.2	CARHR233970
OG0016879	XP_006284081.1	CARHR233710
OG0016880	XP_006284496.1	CARHR233680, CARHR256870, CARHR035500
OG0016881	XP_006284263.1	CARHR233650
OG0016882	XP_006286042.1	CARHR233620
OG0016883	XP_006284742.1	CARHR233570
OG0016884	XP_006283882.1	CARHR233500
OG0016885	XP_006283381.1	CARHR233450
OG0016886	XP_023633621.1	CARHR233220
OG0016887	XP_023635073.1	CARHR231940
OG0016888	XP_023634389.1	CARHR230870
OG0016889	XP_006284828.1	CARHR230830
OG0016890	XP_006284192.1	CARHR227770
OG0016891	XP_006284507.1	CARHR226160
OG0016892	XP_006282927.2	CARHR225960
OG0016893	XP_023633950.1	CARHR225590
OG0016894	XP_006283658.1	CARHR216640, CARHR216650
OG0016895	XP_006282482.1	CARHR216180
OG0016896	XP_006283314.1	CARHR216150
OG0016897	XP_006291735.1	CARHR214300
OG0016898	XP_006285672.1	CARHR214060
OG0016899	XP_006283837.1	CARHR213310
OG0016900	XP_006282341.1	CARHR176500
OG0016902	XP_006281739.1	CARHR183980
OG0016903	XP_006279873.2	CARHR183120
OG0016904	XP_006279783.1	CARHR258250
OG0016905	XP_006282310.1	CARHR257720
OG0016906	XP_006281147.1	CARHR257430
OG0016907	XP_006281970.1	CARHR264300
OG0016908	XP_023640629.1	CARHR264510, CARHR264450
OG0016909	XP_006279823.1	CARHR264850
OG0016910	XP_023644022.1	CARHR265530
OG0016911	XP_006281705.1	CARHR265720
OG0016912	XP_023633474.1	CARHR270700
OG0016913	XP_023645829.1	CARHR270730
OG0016915	XP_006280557.1	CARHR281050
OG0016917	XP_023642861.1	CARHR288710
OG0016919	XP_006283406.1	CARHR234380
OG0016938	XP_006291528.1	CARHR155260
OG0016939	XP_006293159.1	CARHR155590
OG0016941	XP_006290923.1	CARHR157020
OG0016942	XP_006291484.1	CARHR156850
OG0016943	XP_006290943.1	CARHR156890
OG0016944	XP_006291354.1	CARHR156600
OG0016945	XP_006290756.1	CARHR143850
OG0016946	XP_006292767.1	CARHR144480
OG0016947	XP_006282582.1	CARHR216100
OG0016948	XP_006288775.2	CARHR194970
OG0016949	XP_006286355.1	CARHR195090
OG0016950	XP_006286507.2	CARHR195390
OG0016951	XP_006286620.1	CARHR195510
OG0016952	XP_006289865.1	CARHR195550
OG0016953	XP_006289979.1	CARHR248030
OG0016954	XP_006286488.1	CARHR195830
OG0016955	XP_006286806.2, XP_006279768.1	CARHR196030
OG0016956	XP_006289145.1	CARHR196720
OG0016957	XP_006287468.1	CARHR196830
OG0016958	XP_006287512.1	CARHR197050
OG0016960	XP_006290125.2	CARHR198140
OG0016961	XP_006288051.1	CARHR198340
OG0016962	XP_006297991.1	CARHR105120
OG0016963	XP_023634351.1	CARHR262260
OG0016964	XP_006289899.1	CARHR198860
OG0016965	XP_006307408.2	CARHR035510, CARHR035490
OG0016966	XP_006289334.1	CARHR199570
OG0016967	XP_006287632.1	CARHR199590
OG0016968	XP_006287089.1	CARHR199750
OG0016969	XP_006286905.1	CARHR199760
OG0016970	XP_006286900.1	CARHR199810
OG0016971	XP_006289105.1	CARHR199840
OG0016974	XP_006289187.1	CARHR200730
OG0016975	XP_023636280.1	CARHR200970
OG0016977	XP_006288309.1	CARHR201300
OG0016978	XP_023636542.1	CARHR201640
OG0016979	XP_006287247.2	CARHR201680
OG0016980	XP_006288354.2	CARHR201780
OG0016981	XP_006286562.1	CARHR202150
OG0016982	XP_006289750.1	CARHR202320
OG0016983	XP_023637226.1	CARHR202400
OG0016984	XP_006289611.1	CARHR202450
OG0016985	XP_006288295.1	CARHR202610
OG0016986	XP_006287606.1	CARHR203100
OG0016987	XP_006287209.1	CARHR203110
OG0016988	XP_006288455.1	CARHR203220
OG0016989	XP_006288985.1	CARHR203330
OG0016990	XP_006287462.1	CARHR203360
OG0016991	XP_006286993.1	CARHR203380
OG0016993	XP_023642680.1	CARHR089760
OG0016995	XP_006290041.1	CARHR203850
OG0016996	XP_006286969.1	CARHR203990
OG0016997	XP_023635904.1	CARHR204080
OG0016998	XP_006288067.1	CARHR204120
OG0016999	XP_023637530.1	CARHR204190
OG0017000	XP_006289496.1	CARHR204240
OG0017001	XP_006289976.2	CARHR204540
OG0017002	XP_006290148.1	CARHR204820
OG0017003	XP_023636912.1	CARHR204950
OG0017004	XP_006288467.1	CARHR205110
OG0017005	XP_006289619.1	CARHR205170
OG0017006	XP_006287545.1	CARHR205200
OG0017007	XP_006288140.1	CARHR205490
OG0017008	XP_006282624.1	CARHR232390
OG0017009	XP_006293527.1	CARHR118530
OG0017010	XP_023640826.1	CARHR118490
OG0017011	XP_006295133.1	CARHR118520
OG0017013	XP_006294627.1	CARHR118580
OG0017014	XP_006294319.2	CARHR119100
OG0017015	XP_006293662.1	CARHR119430
OG0017016	XP_023641040.1	CARHR119480
OG0017017	XP_006294962.1	CARHR120130
OG0017018	XP_006294571.1	CARHR120470
OG0017019	XP_006295501.1	CARHR120870
OG0017020	XP_006294973.1	CARHR120990
OG0017021	XP_006295161.1	CARHR121350
OG0017023	XP_006294373.2	CARHR121570
OG0017024	XP_006293428.1	CARHR121750
OG0017025	XP_006294916.1	CARHR121800
OG0017026	XP_006294171.1	CARHR122110
OG0017027	XP_006294115.1	CARHR123100
OG0017028	XP_006302266.1	CARHR046230
OG0017029	XP_006293988.1	CARHR124020
OG0017030	XP_006294907.2	CARHR124350
OG0017031	XP_006295360.1	CARHR124680
OG0017033	XP_023639574.1	CARHR125270
OG0017034	XP_006293721.1	CARHR125430
OG0017035	XP_006295070.1	CARHR125820
OG0017036	XP_006296172.1	CARHR126630
OG0017037	XP_006280791.1	CARHR180230
OG0017038	XP_023633488.1	CARHR180100
OG0017039	XP_006282375.1	CARHR179910
OG0017041	XP_023635433.1	CARHR178980
OG0017042	XP_023634783.1	CARHR232630
OG0017043	XP_006286259.1	CARHR232880
OG0017044	XP_006281480.1	CARHR269010
OG0017045	XP_006281077.1	CARHR181800
OG0017046	XP_006304802.1	CARHR037020
OG0017047	XP_006303838.1	CARHR036860
OG0017048	XP_006303972.1	CARHR027170
OG0017049	XP_006306060.1	CARHR027160
OG0017050	XP_006307469.1	CARHR027150
OG0017051	XP_006304172.1	CARHR036190
OG0017052	XP_006306977.1	CARHR036240
OG0017053	XP_006307420.2	CARHR036370
OG0017054	XP_023638523.1	CARHR144310
OG0017055	XP_006304878.2	CARHR027180
OG0017056	XP_006306641.2	CARHR027290
OG0017057	XP_006304021.1	CARHR027350
OG0017058	XP_023645844.1	CARHR027810
OG0017059	XP_006303823.2	CARHR028170
OG0017060	XP_006306451.1	CARHR028180
OG0017061	XP_006306398.2	CARHR028590
OG0017062	XP_006305242.1	CARHR029050
OG0017063	XP_006306190.1	CARHR029620
OG0017064	XP_023645208.1	CARHR029420
OG0017065	XP_023633048.1	CARHR029380
OG0017066	XP_023645853.1	CARHR029230
OG0017067	XP_006306994.1	CARHR029850
OG0017068	XP_023635400.1	CARHR217170
OG0017069	XP_006305070.1	CARHR029920
OG0017070	XP_006306773.1	CARHR030040
OG0017071	XP_006304686.1	CARHR030490
OG0017072	XP_006307144.2	CARHR030900
OG0017073	XP_006306212.2	CARHR287050
OG0017074	XP_023645836.1	CARHR031170
OG0017075	XP_023644440.1	CARHR033090
OG0017076	XP_006305360.1	CARHR031720
OG0017077	XP_006304723.2	CARHR031740
OG0017078	XP_006307290.2	CARHR031950
OG0017079	XP_006291507.2	CARHR145320
OG0017080	XP_023638381.1	CARHR145610
OG0017081	XP_006290315.1	CARHR145750
OG0017082	XP_006292862.1	CARHR145820
OG0017083	XP_023638597.1	CARHR145870
OG0017084	XP_006280180.1	CARHR280910
OG0017085	XP_023635568.1	CARHR280720
OG0017086	XP_006280460.1, XP_006307509.1	CARHR280500
OG0017087	XP_006280704.1	CARHR280450
OG0017088	XP_006281728.2	CARHR280060
OG0017089	XP_006279544.1	CARHR280020
OG0017090	XP_023639600.1	CARHR279950
OG0017092	XP_006281497.1	CARHR279810
OG0017093	XP_006279946.1	CARHR279700
OG0017095	XP_023636767.1	CARHR279490
OG0017097	XP_006280974.2	CARHR279370, CARHR279380
OG0017098	XP_023643254.1	CARHR279230
OG0017099	XP_006279657.1	CARHR279170
OG0017100	XP_006279728.1	CARHR279070
OG0017101	XP_006281930.1	CARHR279060
OG0017102	XP_006281610.1	CARHR293740
OG0017103	XP_006281672.1	CARHR293830
OG0017104	XP_006281261.2	CARHR278820
OG0017105	XP_006280506.1	CARHR278480
OG0017106	XP_006279545.1	CARHR278250
OG0017107	XP_006280465.1	CARHR278000
OG0017109	XP_006279975.1	CARHR277840
OG0017110	XP_023640035.1	CARHR277820
OG0017111	XP_006281427.2	CARHR277630
OG0017112	XP_023636806.1	CARHR277140
OG0017113	XP_006281235.1	CARHR276880
OG0017114	XP_023639591.1	CARHR276840
OG0017115	XP_006281155.2	CARHR276710
OG0017116	XP_006279581.1	CARHR276440
OG0017117	XP_006280092.1	CARHR275960
OG0017118	XP_006282179.2	CARHR275410, CARHR275400
OG0017119	XP_023639112.1	CARHR275310
OG0017120	XP_006279936.1	CARHR275250
OG0017121	XP_006287921.1	CARHR190470
OG0017122	XP_023635962.1	CARHR190420
OG0017123	XP_006289314.1	CARHR190370
OG0017124	XP_006287149.1	CARHR190120
OG0017125	XP_006287492.1	CARHR189860
OG0017126	XP_006287442.1	CARHR189710
OG0017127	XP_023636974.1	CARHR189570
OG0017128	XP_006289708.2	CARHR189550
OG0017129	XP_006287225.1	CARHR189040
OG0017130	XP_006289125.1	CARHR188890
OG0017131	XP_006286876.1	CARHR188760
OG0017132	XP_006288524.1	CARHR188610
OG0017134	XP_006289476.1	CARHR187910
OG0017135	XP_006289956.1	CARHR187830
OG0017136	XP_023637650.1	CARHR187360
OG0017137	XP_006289474.2	CARHR187380
OG0017138	XP_006287271.1	CARHR193540
OG0017139	XP_006286435.1	CARHR193360
OG0017140	XP_006286439.1	CARHR193270
OG0017141	XP_023635767.1	CARHR193040
OG0017142	XP_023636648.1	CARHR192900
OG0017143	XP_006286787.2	CARHR192610
OG0017144	XP_006287101.1	CARHR192530
OG0017145	XP_006287153.1	CARHR192480
OG0017146	XP_023636169.1	CARHR191900
OG0017147	XP_006286370.2	CARHR191850
OG0017149	XP_006288210.1	CARHR191200
OG0017150	XP_006287106.2	CARHR190940
OG0017151	XP_006289497.2	CARHR190760
OG0017152	XP_006288362.1	CARHR190610
OG0017153	XP_023642631.1	CARHR273730
OG0017154	XP_006279474.1	CARHR273510
OG0017155	XP_006280341.1	CARHR273330
OG0017156	XP_006280910.1	CARHR272840
OG0017157	XP_006293067.1	CARHR104480
OG0017158	XP_006281182.1	CARHR272410
OG0017159	XP_006280208.1	CARHR272350
OG0017160	XP_006281734.1	CARHR272320
OG0017161	XP_023643469.1	CARHR272310
OG0017162	XP_006281465.2	CARHR272010
OG0017163	XP_006280275.1	CARHR271740
OG0017164	XP_006280624.1	CARHR271590
OG0017165	XP_006281410.1	CARHR271520
OG0017166	XP_006280944.1	CARHR271270
OG0017167	XP_006281234.1	CARHR271020
OG0017168	XP_006284876.2	CARHR233560
OG0017169	XP_006280603.1	CARHR270870
OG0017170	XP_006304452.1	CARHR015290
OG0017171	XP_023645490.1	CARHR270650
OG0017173	XP_006281042.1	CARHR270300
OG0017174	XP_006280528.1	CARHR269990
OG0017175	XP_006279978.1	CARHR268670
OG0017176	XP_006280869.1	CARHR268560
OG0017177	XP_006281555.1	CARHR268300
OG0017178	XP_023633324.1	CARHR268230
OG0017179	XP_006280576.1	CARHR268220
OG0017180	XP_006279473.1	CARHR268160
OG0017181	XP_006291302.1	CARHR157910
OG0017182	XP_006292166.1	CARHR157880
OG0017183	XP_023639064.1	CARHR157740
OG0017184	XP_006292379.1	CARHR157720
OG0017185	XP_023635932.1	CARHR205770
OG0017186	XP_023637317.1	CARHR205990
OG0017187	XP_006289181.1	CARHR206010
OG0017188	XP_006289108.1	CARHR206040
OG0017189	XP_006288236.1	CARHR206030
OG0017190	XP_006287977.2	CARHR206090
OG0017191	XP_023637458.1	CARHR206100
OG0017192	XP_006289734.1	CARHR206340
OG0017193	XP_023636566.1	CARHR206400
OG0017194	XP_006286939.1	CARHR206730
OG0017195	XP_006283579.1	CARHR216510
OG0017196	XP_006288953.1	CARHR206980
OG0017197	XP_006287428.2	CARHR207400
OG0017198	XP_006287504.1	CARHR207520
OG0017199	XP_023637205.1	CARHR207930
OG0017200	XP_006289653.1	CARHR207970
OG0017201	XP_006289769.1	CARHR207980
OG0017202	XP_023637673.1	CARHR208110
OG0017203	XP_006287065.1	CARHR208140
OG0017204	XP_006289440.1	CARHR208360
OG0017206	XP_023635720.1	CARHR209740
OG0017207	XP_006288878.1	CARHR209900
OG0017208	XP_006288686.2	CARHR121210, CARHR210080
OG0017209	XP_006287521.1	CARHR210310
OG0017210	XP_023636399.1	CARHR210340
OG0017211	XP_006287800.1	CARHR210480
OG0017212	XP_023637127.1	CARHR173770
OG0017213	XP_006288593.1	CARHR210640
OG0017214	XP_006287501.1	CARHR210730
OG0017215	XP_006288190.1	CARHR210760
OG0017216	XP_006288692.1	CARHR211150
OG0017217	XP_006289577.1	CARHR211380
OG0017218	XP_006287399.1	CARHR211520
OG0017219	XP_006288448.1	CARHR211840
OG0017220	XP_023635984.1	CARHR212010
OG0017221	XP_006290105.1	CARHR212030
OG0017222	XP_006287224.1	CARHR212080
OG0017223	XP_023636160.1	CARHR212090
OG0017225	XP_006279330.1	CARHR212230
OG0017226	XP_006284132.1	CARHR261290
OG0017227	XP_006283874.1	CARHR213300
OG0017228	XP_006284823.1	CARHR287610
OG0017229	XP_006286074.1	CARHR212700
OG0017230	XP_006301534.1	CARHR074630
OG0017231	XP_023642973.1	CARHR074650
OG0017232	XP_023644162.1	CARHR074770
OG0017233	XP_006301858.2	CARHR074420
OG0017234	XP_023643980.1	CARHR074350
OG0017235	XP_006301563.1	CARHR074180
OG0017236	XP_006302489.1	CARHR074810
OG0017237	XP_023644062.1	CARHR073670
OG0017238	XP_006301911.1	CARHR073600
OG0017239	XP_023642905.1	CARHR073590
OG0017240	XP_023642912.1	CARHR073470
OG0017241	XP_006300655.1	CARHR073230
OG0017242	XP_006301385.2	CARHR036700
OG0017243	XP_006300415.1	CARHR073150
OG0017244	XP_023643993.1	CARHR072970
OG0017245	XP_023642968.1	CARHR072350
OG0017246	XP_023643483.1	CARHR072040
OG0017247	XP_006301526.1	CARHR071590
OG0017248	XP_006301191.1	CARHR071440
OG0017249	XP_006302665.2	CARHR071400
OG0017250	XP_006302561.1	CARHR071340
OG0017251	XP_006302296.1	CARHR071140
OG0017252	XP_006302284.1	CARHR071010
OG0017253	XP_006300581.1	CARHR070980
OG0017254	XP_006301847.1	CARHR070900
OG0017255	XP_006301167.2	CARHR070840
OG0017256	XP_006301154.1	CARHR070520
OG0017257	XP_006302409.1	CARHR070420
OG0017258	XP_006302476.1	CARHR070270
OG0017259	XP_023643988.1	CARHR070170
OG0017260	XP_006291048.1	CARHR148570
OG0017261	XP_006300580.2	CARHR069490
OG0017262	XP_006302588.1	CARHR069410
OG0017263	XP_006300675.1	CARHR069240
OG0017264	XP_006301090.1	CARHR069210
OG0017265	XP_023644068.1	CARHR068950
OG0017266	XP_023644084.1	CARHR054840
OG0017267	XP_006299666.1	CARHR281790, CARHR107600
OG0017268	XP_006299706.1	CARHR108210
OG0017269	XP_006290796.2	CARHR156090
OG0017270	XP_006290793.1	CARHR156040
OG0017271	XP_006303374.1	CARHR045970
OG0017272	XP_006304636.1	CARHR045770
OG0017273	XP_006305096.1	CARHR045750
OG0017274	XP_006304676.1	CARHR045570
OG0017275	XP_006299518.1	CARHR111350
OG0017276	XP_006303547.1	CARHR045400
OG0017277	XP_023645937.1	CARHR045280
OG0017279	XP_006304933.1	CARHR045150
OG0017280	XP_006303638.1	CARHR044920
OG0017281	XP_023645523.1	CARHR044810
OG0017282	XP_006303264.1	CARHR044790
OG0017283	XP_006305563.1	CARHR044740
OG0017285	XP_006304272.2	CARHR044430
OG0017286	XP_006305033.1	CARHR044230
OG0017287	XP_006306082.1	CARHR043970
OG0017288	XP_023645646.1	CARHR043860
OG0017289	XP_006285864.1	CARHR217390
OG0017290	XP_006295632.1	CARHR117660
OG0017291	XP_006307450.1	CARHR043330
OG0017292	XP_006295527.1	CARHR130380
OG0017293	XP_006295077.1	CARHR130890
OG0017294	XP_023639673.1	CARHR131190
OG0017295	XP_006282224.1	CARHR266100
OG0017296	XP_006287192.1	CARHR259210
OG0017297	XP_006281941.1	CARHR258960
OG0017298	XP_006283250.2	CARHR217230
OG0017299	XP_023634137.1	CARHR217280
OG0017300	XP_006286251.1	CARHR217300
OG0017301	XP_023634238.1	CARHR217310
OG0017302	XP_006283281.1	CARHR217680
OG0017303	XP_023634304.1	CARHR217620
OG0017304	XP_006282833.1	CARHR217590
OG0017305	XP_023634966.1	CARHR218170
OG0017306	XP_023635077.1	CARHR218610
OG0017307	XP_006285088.1	CARHR218720
OG0017308	XP_006283081.2	CARHR219180
OG0017309	XP_006303870.1	CARHR013220
OG0017310	XP_006282983.1	CARHR219560, CARHR219530
OG0017311	XP_006283664.1	CARHR220200
OG0017312	XP_023634931.1	CARHR220210
OG0017313	XP_006285700.1	CARHR220730
OG0017314	XP_006283437.1	CARHR221400
OG0017315	XP_006285282.1	CARHR221470
OG0017316	XP_006282519.1	CARHR221490
OG0017317	XP_006283295.1	CARHR221550
OG0017318	XP_006284374.1	CARHR289990
OG0017319	XP_006283023.1	CARHR290140
OG0017320	XP_006283848.1	CARHR290250
OG0017321	XP_006280930.2	CARHR258520
OG0017323	XP_006301604.1	CARHR065970
OG0017324	XP_006301377.2	CARHR066010
OG0017325	XP_023643723.1	CARHR066030
OG0017326	XP_006302297.1	CARHR066080
OG0017327	XP_023639408.1	CARHR117160
OG0017328	XP_006302279.1	CARHR066430
OG0017329	XP_023643404.1	CARHR066460
OG0017330	XP_006302164.1	CARHR066620
OG0017331	XP_006302928.1	CARHR066680
OG0017332	XP_006301238.1	CARHR066740
OG0017333	XP_023643198.1	CARHR066810
OG0017334	XP_006302366.2	CARHR067230
OG0017336	XP_006301727.1	CARHR061670
OG0017337	XP_006302450.1	CARHR061680
OG0017338	XP_006301060.1	CARHR061750
OG0017339	XP_006301179.1	CARHR061900
OG0017340	XP_006300934.1	CARHR062090
OG0017341	XP_023634446.1	CARHR236200
OG0017342	XP_006285432.1	CARHR236350
OG0017343	XP_006284475.1	CARHR212710
OG0017345	XP_006284264.1	CARHR262290
OG0017346	XP_006284382.1	CARHR262080
OG0017347	XP_023638686.1	CARHR153450
OG0017348	XP_006290637.1	CARHR153440
OG0017349	XP_023639147.1	CARHR292500
OG0017351	XP_006291192.1	CARHR149500
OG0017352	XP_006290252.1	CARHR149120
OG0017353	XP_006291255.1	CARHR147850
OG0017354	XP_006292214.1	CARHR147690
OG0017355	XP_006290800.1	CARHR147470
OG0017356	XP_006291040.1	CARHR288530
OG0017357	XP_006300387.1	CARHR062700
OG0017358	XP_023644188.1	CARHR062560
OG0017359	XP_006300946.2	CARHR062510
OG0017360	XP_006301111.2	CARHR062470
OG0017361	XP_023643279.1	CARHR062430
OG0017362	XP_023644175.1	CARHR062200
OG0017363	XP_006281103.1	CARHR176290
OG0017364	XP_006281352.1	CARHR176350
OG0017365	XP_006280036.1	CARHR176480
OG0017366	XP_006280203.1	CARHR177700
OG0017367	XP_006305418.1	CARHR040620
OG0017368	XP_006307478.1	CARHR040680, CARHR040600
OG0017369	XP_006307704.1	CARHR041520
OG0017370	XP_006307201.1	CARHR041680
OG0017371	XP_006299148.1	CARHR051420
OG0017372	XP_006306954.2	CARHR042330, CARHR091350
OG0017373	XP_006306897.1	CARHR042630
OG0017374	XP_006306295.1	CARHR042650
OG0017375	XP_006303334.1	CARHR042670
OG0017376	XP_006304576.1	CARHR042780
OG0017377	XP_006305856.1	CARHR042910
OG0017378	XP_006280454.1	CARHR181460
OG0017379	XP_006281304.1	CARHR181310
OG0017380	XP_006283033.1	CARHR216700
OG0017381	XP_006280847.2	CARHR180490
OG0017383	XP_006296231.1	CARHR127640
OG0017384	XP_006295766.1	CARHR127650
OG0017385	XP_006296191.2	CARHR127830
OG0017386	XP_006295320.1	CARHR127980
OG0017387	XP_006296471.1	CARHR128530
OG0017389	XP_006295596.1	CARHR129120
OG0017390	XP_006295668.1	CARHR129290
OG0017391	XP_006294954.1	CARHR129520
OG0017392	XP_006295041.1	CARHR129630
OG0017394	XP_006282954.1	CARHR226190
OG0017396	XP_006283429.1	CARHR225920
OG0017397	XP_023634804.1	CARHR225970
OG0017398	XP_006283518.1	CARHR225640
OG0017399	XP_006285406.1	CARHR225480
OG0017400	XP_023633851.1	CARHR225100
OG0017401	XP_006290707.1	CARHR154870
OG0017402	XP_006293397.2, XP_023640704.1	CARHR292820
OG0017403	XP_006294713.1	CARHR115270
OG0017404	XP_023638356.1	CARHR160430
OG0017405	XP_006292628.1	CARHR160270
OG0017406	XP_023639084.1	CARHR160150
OG0017408	XP_006280041.1	CARHR264610
OG0017409	XP_023634188.1	CARHR104090
OG0017410	XP_023634126.1	CARHR104000
OG0017411	XP_006297356.1	CARHR104740
OG0017412	XP_006297983.1	CARHR106170
OG0017413	XP_006298412.1	CARHR106340
OG0017414	XP_023642118.1	CARHR106800
OG0017415	XP_006298765.1	CARHR106910
OG0017416	XP_006297058.1	CARHR293400
OG0017417	XP_006290334.1	CARHR229720
OG0017418	XP_006284873.2	CARHR229440
OG0017419	XP_006307463.1	CARHR027100
OG0017420	XP_006283802.1	CARHR229250
OG0017421	XP_006280966.1	CARHR183490
OG0017422	XP_023634862.1	CARHR226990
OG0017423	XP_006283103.1	CARHR227260
OG0017424	XP_006298396.1	CARHR105070
OG0017425	XP_006292458.2	CARHR154000
OG0017426	XP_023635467.1	CARHR227640
OG0017427	XP_006282648.1	CARHR228140
OG0017428	XP_023635457.1	CARHR228160
OG0017429	XP_006284658.1	CARHR228480
OG0017430	XP_006285470.2	CARHR228650
OG0017431	XP_006282552.1	CARHR226530
OG0017433	XP_006298970.1	CARHR093600
OG0017434	XP_006300086.1	CARHR074880
OG0017435	XP_006297990.1	CARHR074920
OG0017436	XP_006298324.1	CARHR074980
OG0017437	XP_006299725.1	CARHR075100
OG0017438	XP_006299859.1	CARHR075120
OG0017439	XP_006298295.1	CARHR075260
OG0017440	XP_006297903.2	CARHR075280
OG0017441	XP_006299925.2	CARHR075290
OG0017442	XP_006291322.1	CARHR163090
OG0017444	XP_006282125.1	CARHR281450
OG0017445	XP_023638362.1	CARHR281480
OG0017446	XP_006280157.1	CARHR281530
OG0017447	XP_006281271.1	CARHR281640
OG0017448	XP_006280909.1	CARHR281690
OG0017449	XP_006280520.1	CARHR281700
OG0017450	XP_006280929.2	CARHR281750
OG0017451	XP_006292397.1	CARHR291530
OG0017452	XP_006281375.2	CARHR291610
OG0017453	XP_006293175.1	CARHR291620
OG0017454	XP_023637969.1	CARHR291680
OG0017455	XP_006293072.2	CARHR173360
OG0017456	XP_006292483.1	CARHR173340
OG0017457	XP_006293045.1	CARHR172910
OG0017458	XP_023638049.1	CARHR172530
OG0017459	XP_006291316.1	CARHR172140
OG0017460	XP_006290523.2	CARHR172110
OG0017461	XP_006291733.1	CARHR171300
OG0017462	XP_006292082.1	CARHR171270
OG0017463	XP_023638033.1	CARHR171200
OG0017464	XP_006292786.1	CARHR171170
OG0017465	XP_006293212.1	CARHR170730
OG0017466	XP_006282701.1	CARHR170690
OG0017467	XP_023638243.1	CARHR170500
OG0017468	XP_006290356.1	CARHR170200
