Orthogroup	Capsella_rubella	Arabidopsis_lyrata_Rawat
OG0016684	XP_006280114.1	AL8G44640
OG0016685	XP_006285468.1	AL7G18080
OG0016686	XP_023634226.1	AL7G18070
OG0016687	XP_006282959.1	AL7G18060
OG0016688	XP_006285071.1	AL7G18050
OG0016689	XP_006300707.1	AL2G28120
OG0016690	XP_023634221.1	AL7G18030
OG0016691	XP_023639006.1	nbis-gene-1234
OG0016692	XP_006284011.1	AL7G17980
OG0016693	XP_006285442.1	AL7G24440
OG0016694	XP_006285043.1	AL7G17470
OG0016695	XP_006283595.1	AL7G19830
OG0016696	XP_006304213.1	AL1G17900
OG0016697	XP_006282570.1	AL7G19840
OG0016698	XP_006284456.1	AL7G19960
OG0016699	XP_006283678.1	AL7G19980
OG0016700	XP_006283546.1	AL7G20050
OG0016701	XP_006282612.2	AL7G20170
OG0016702	XP_006285327.1	AL7G20200
OG0016703	XP_023635165.1	AL7G20380
OG0016704	XP_006284356.1	AL7G24420
OG0016705	XP_006283853.1	AL7G20640
OG0016706	XP_023634008.1	nbis-gene-1740
OG0016707	XP_023634003.1	AL7G20860
OG0016708	XP_006283303.1	AL7G20880
OG0016709	XP_006282632.1	AL7G20980
OG0016710	XP_023634910.1	AL7G21100
OG0016711	XP_006284792.1	AL7G21270
OG0016712	XP_006282458.1	AL7G21290
OG0016713	XP_006284642.2	AL7G21300
OG0016714	XP_006290257.1	AL5G27000
OG0016715	XP_006290614.1	AL5G26980
OG0016716	XP_006297761.1	AL3G38900
OG0016717	XP_006297015.1	AL3G39050
OG0016718	XP_006297731.1	AL3G39340
OG0016719	XP_006298381.2	nbis-gene-778
OG0016720	XP_023643248.1	AL2G32360
OG0016721	XP_006300448.1	AL2G32170
OG0016722	XP_006300828.2	AL2G32160
OG0016723	XP_006302242.1	AL2G31720
OG0016724	XP_006306762.1	AL1G36850
OG0016725	XP_006307154.1	AL1G37250
OG0016727	XP_023645818.1	AL1G37790
OG0016729	XP_023645894.1	AL1G38770
OG0016730	XP_006305125.1	AL1G38900
OG0016731	XP_006303626.1	AL1G38950
OG0016732	XP_006306437.1	AL1G39080
OG0016733	XP_006303169.1	AL1G39280
OG0016734	XP_006304208.2	AL1G39410
OG0016735	XP_006287578.1	AL6G51260
OG0016736	XP_023635908.1	AL6G51500
OG0016737	XP_023635969.1	AL6G52010
OG0016738	XP_006288361.1	AL6G52450
OG0016739	XP_023636323.1	AL6G52360
OG0016740	XP_006287774.1	AL6G52280
OG0016741	XP_023637404.1	AL7G39210, AL6G52150
OG0016742	XP_023636887.1	AL6G52140
OG0016743	XP_006287426.1	AL6G52980
OG0016744	XP_006288720.1	AL6G53150
OG0016745	XP_006289084.1	AL6G53290
OG0016746	XP_006302352.2	AL2G19130
OG0016747	XP_006287817.1	AL6G53420
OG0016748	XP_006286684.1	AL6G53450
OG0016749	XP_006294299.1	AL4G40370
OG0016750	XP_006300913.1	AL4G47010
OG0016751	XP_006303332.1	AL1G28330
OG0016753	XP_006294350.1	AL4G10110
OG0016754	XP_006296348.1	AL4G10130
OG0016755	XP_023633285.1	AL1G40370
OG0016756	XP_006303703.1	AL1G39690
OG0016757	XP_006284557.1	AL7G26720
OG0016758	XP_006283742.1	AL7G26270
OG0016759	XP_006282598.2	AL7G26080
OG0016760	XP_023635496.1	AL7G25410
OG0016761	XP_006284487.1	AL7G24960
OG0016762	XP_006284016.1	AL7G24870
OG0016763	XP_006285134.1	AL7G24860
OG0016764	XP_006283888.1	AL7G24840
OG0016765	XP_006284241.2	AL7G24730
OG0016766	XP_023634583.1	AL7G24610
OG0016767	XP_023634903.1	AL7G24540
OG0016768	XP_006285684.1	AL7G24380
OG0016769	XP_006283251.1	AL7G24260
OG0016770	XP_006291685.1	AL5G14010
OG0016771	XP_006307349.2	AL1G15820
OG0016772	XP_006304747.1	nbis-gene-51
OG0016774	XP_023632879.1	AL1G31690
OG0016775	XP_006307203.1	AL1G35760
OG0016777	XP_006306339.1	AL1G37180
OG0016778	XP_006303405.1	AL1G37500
OG0016780	XP_006305616.1	AL1G38440
OG0016781	XP_006305588.1	AL1G38880
OG0016782	XP_023646013.1	AL1G39590
OG0016783	XP_023644844.1	AL1G39990
OG0016784	XP_006303924.1	AL1G40930
OG0016785	XP_006304413.1	AL1G40980, AL1G40940
OG0016786	XP_006307064.1	AL1G40950
OG0016787	XP_006306066.1	AL1G42060
OG0016788	XP_023632964.1	AL1G44990
OG0016789	XP_006306724.1	AL1G49250
OG0016790	XP_006305696.1	AL1G46840
OG0016792	XP_023644535.1	AL1G57450, AL1G57440
OG0016794	XP_023646034.1	AL1G58990
OG0016795	XP_006307708.1	AL1G64030
OG0016796	XP_023644061.1	AL2G18380
OG0016796	XP_023642820.1	AL2G28890
OG0016797	XP_023644272.1	AL2G23710
OG0016798	XP_006300520.1	AL2G23730
OG0016799	XP_023634286.1	AL3G49140
OG0016799	XP_006288307.2, XP_023645762.1	AL2G27190, AL6G28820, AL4G14560
OG0016800	XP_006303098.2	AL173U10010, AL2G30280
OG0016800	XP_006303112.2	AL173U10030, AL2G30300
OG0016801	XP_006302277.1	AL2G36070
OG0016802	XP_006302322.1	AL2G36170
OG0016803	XP_023643951.1	AL2G37500
OG0016804	XP_006300218.2	AL3G21440
OG0016805	XP_006297260.1	AL3G22190
OG0016806	XP_006297464.1	AL3G24890
OG0016808	XP_006297576.1	AL3G33870
OG0016809	XP_023641862.1	AL3G38030
OG0016810	XP_006300091.1	AL8G18970, AL3G39000
OG0016811	XP_006297841.1	AL3G43270
OG0016812	XP_006298227.1	AL3G43880
OG0016814	XP_006298824.1	AL3G45710
OG0016815	XP_006299425.1	AL3G46900
OG0016816	XP_006298926.2	AL3G47600
OG0016817	XP_006298116.1	AL3G50810
OG0016818	XP_006298389.1	AL3G51010
OG0016819	XP_006296827.1	AL3G47800
OG0016820	XP_006296137.1	AL4G10180
OG0016821	XP_006294050.1	AL4G11210
OG0016822	XP_006295910.2	AL4G12280
OG0016823	XP_006295855.1	AL4G14470
OG0016824	XP_006294301.1	AL4G14680
OG0016825	XP_006295905.1	AL4G17000
OG0016826	XP_023639893.1	AL4G17020
OG0016827	XP_006296365.1	AL4G18620
OG0016828	XP_006293981.1	AL59U10050, AL4G24870
OG0016829	XP_006296387.2	AL4G26170
OG0016830	XP_023639565.1	AL4G27200
OG0016831	XP_006294424.1	AL4G29370
OG0016832	XP_006295315.1	AL4G31960
OG0016833	XP_006296048.1	AL4G32180
OG0016834	XP_023638792.1	AL358U10010
OG0016834	XP_023638790.1	AL5G11480
OG0016835	XP_006294345.1	AL92U10090, AL4G36420
OG0016836	XP_006293377.1	AL4G43160
OG0016837	XP_006290929.1	AL5G26910
OG0016838	XP_006295485.2	AL4G45270
OG0016840	XP_023638525.1	AL5G10830
OG0016841	XP_006293157.1	AL5G13630, AL5G13660
OG0016842	XP_006290691.1	AL5G14140
OG0016843	XP_006292727.1	AL5G14840
OG0016844	XP_006290401.1	AL5G18460
OG0016845	XP_006292319.1	AL5G19870
OG0016846	XP_023638849.1	AL5G20020
OG0016849	XP_006291704.2	AL5G22500
OG0016850	XP_006292966.1	AL5G22570
OG0016851	XP_006291100.1	AL5G23860
OG0016852	XP_006291907.1	AL5G25450
OG0016853	XP_023638666.1	AL5G25910
OG0016854	XP_006290855.1	AL5G26320
OG0016855	XP_006292661.1	AL5G26710
OG0016856	XP_006290947.1	AL5G30050
OG0016857	XP_006291095.1	AL5G30860
OG0016858	XP_006293263.1	AL5G33090
OG0016859	XP_006293052.1	AL5G34290
OG0016860	XP_023637217.1	AL6G11310
OG0016861	XP_006289342.1	nbis-gene-1509, nbis-gene-1508
OG0016862	XP_006286824.2	AL6G31810
OG0016863	XP_006290115.1	AL6G36430
OG0016864	XP_006288570.1	AL6G43010
OG0016865	XP_006288465.1	AL6G43670
OG0016866	XP_006287163.1	AL6G44780
OG0016867	XP_006288205.1	AL6G45670
OG0016868	XP_006287616.1	AL6G46770
OG0016869	XP_006288122.1	AL6G50130
OG0016870	XP_023636398.1	nbis-gene-1656
OG0016871	XP_006285108.1	AL7G10720
OG0016872	XP_006282615.2	AL7G14330
OG0016874	XP_006285775.1	AL7G24620
OG0016875	XP_006283883.1	AL7G25310
OG0016876	XP_006284539.1	AL7G25890
OG0016877	XP_023635133.1	AL7G26050
OG0016878	XP_006284935.2	AL7G26540
OG0016879	XP_006284081.1	AL7G26790
OG0016880	XP_006284496.1	nbis-gene-1777
OG0016881	XP_006284263.1	AL7G26850
OG0016882	XP_006286042.1	AL7G26880
OG0016883	XP_006284742.1	AL7G26920
OG0016884	XP_006283882.1	AL7G27010
OG0016885	XP_006283381.1	AL7G27060
OG0016886	XP_023633621.1	AL7G27270
OG0016887	XP_023635073.1	AL7G28670
OG0016888	XP_023634389.1	AL4G33900, AL7G29930, AL7G29910
OG0016889	XP_006284828.1	AL7G29960
OG0016890	XP_006284192.1	AL7G32930
OG0016891	XP_006284507.1	AL7G34790
OG0016892	XP_006282927.2	AL7G35040
OG0016893	XP_023633950.1	AL7G35510
OG0016894	XP_006283658.1	AL7G45090
OG0016896	XP_006283314.1	AL7G45560
OG0016897	XP_006291735.1	AL7G52510
OG0016898	XP_006285672.1	AL7G51920
OG0016899	XP_006283837.1	AL7G48490
OG0016900	XP_006282341.1	AL8G13160, AL8G13180
OG0016901	XP_006281823.1	AL8G15570
OG0016902	XP_006281739.1	AL8G21040
OG0016903	XP_006279873.2	AL8G21840
OG0016904	XP_006279783.1	AL8G24340, AL6G39810
OG0016905	XP_006282310.1	AL8G24800
OG0016906	XP_006281147.1	AL8G24990
OG0016907	XP_006281970.1	AL8G25820
OG0016908	XP_023640629.1	AL8G25920
OG0016909	XP_006279823.1	AL8G26230
OG0016910	XP_023644022.1	AL8G27010
OG0016913	XP_023645829.1	AL8G32860
OG0016914	XP_006280846.1	AL8G40660
OG0016915	XP_006280557.1	AL8G44810
OG0016917	XP_023642861.1	AL1G67110
OG0016919	XP_006283406.1	AL7G26070
OG0016921	XP_023635711.1, XP_023636404.1, XP_023636995.1	AL6G29200
OG0016938	XP_006291528.1	AL5G25400
OG0016939	XP_006293159.1	AL5G26180
OG0016940	XP_006292304.1	AL5G27940
OG0016941	XP_006290923.1	AL5G27660
OG0016942	XP_006291484.1	AL5G27450
OG0016943	XP_006290943.1	AL5G27500
OG0016944	XP_006291354.1	AL5G27200
OG0016945	XP_006290756.1	AL5G10290
OG0016946	XP_006292767.1	AL5G11020
OG0016947	XP_006282582.1	AL7G45890
OG0016948	XP_006288775.2	AL6G29300
OG0016949	XP_006286355.1	AL6G29080
OG0016950	XP_006286507.2	AL6G28870
OG0016951	XP_006286620.1	AL6G28760
OG0016952	XP_006289865.1	AL6G28720
OG0016953	XP_006289979.1	AL6G53510
OG0016954	XP_006286488.1	AL6G28450
OG0016955	XP_006286806.2, XP_006279768.1	AL6G28230
OG0016956	XP_006289145.1	AL6G27460
OG0016957	XP_006287468.1	nbis-gene-1528
OG0016958	XP_006287512.1	AL6G27150
OG0016959	XP_006288813.1	AL6G27080
OG0016960	XP_006290125.2	AL6G25990
OG0016961	XP_006288051.1	AL6G25770
OG0016962	XP_006297991.1	AL3G45230
OG0016963	XP_023634351.1	nbis-gene-1934
OG0016964	XP_006289899.1	AL6G25180
OG0016965	XP_006307408.2	AL1G51870
OG0016966	XP_006289334.1	AL6G24500
OG0016967	XP_006287632.1	AL6G24470
OG0016968	XP_006287089.1	AL6G24300
OG0016969	XP_006286905.1	AL6G24290
OG0016970	XP_006286900.1	AL6G24240
OG0016971	XP_006289105.1	AL6G24210
OG0016972	XP_006282723.2	AL7G45100
OG0016974	XP_006289187.1	AL6G23180
OG0016975	XP_023636280.1	AL6G22930
OG0016977	XP_006288309.1	AL6G22620
OG0016978	XP_023636542.1	AL6G22270
OG0016979	XP_006287247.2	AL6G22210
OG0016980	XP_006288354.2	AL6G22110
OG0016981	XP_006286562.1	AL6G21770
OG0016982	XP_006289750.1	AL6G21570
OG0016983	XP_023637226.1	AL6G21450
OG0016984	XP_006289611.1	AL6G21410
OG0016985	XP_006288295.1	AL6G21250
OG0016986	XP_006287606.1	AL6G20680
OG0016987	XP_006287209.1	AL6G20670
OG0016988	XP_006288455.1	AL6G20520
OG0016989	XP_006288985.1	AL6G20430
OG0016990	XP_006287462.1	AL6G20390
OG0016991	XP_006286993.1	AL6G20370
OG0016993	XP_023642680.1	AL3G27130
OG0016994	XP_023642258.1	nbis-gene-1498
OG0016995	XP_006290041.1	AL6G19940
OG0016996	XP_006286969.1	AL6G19800
OG0016997	XP_023635904.1	AL6G19720
OG0016998	XP_006288067.1	AL6G19680
OG0016999	XP_023637530.1	AL6G19620
OG0017000	XP_006289496.1	AL6G19520
OG0017001	XP_006289976.2	AL6G18930
OG0017002	XP_006290148.1	AL6G18710
OG0017003	XP_023636912.1	AL6G18620
OG0017004	XP_006288467.1	AL6G18440
OG0017005	XP_006289619.1	AL6G18360
OG0017006	XP_006287545.1	AL6G18330
OG0017007	XP_006288140.1	AL6G18040
OG0017008	XP_006282624.1	AL7G28170
OG0017009	XP_006293527.1	AL4G19620
OG0017010	XP_023640826.1	AL4G19530
OG0017011	XP_006295133.1	AL4G19550
OG0017013	XP_006294627.1	AL4G19680
OG0017014	XP_006294319.2	AL4G20170
OG0017015	XP_006293662.1	AL4G20800
OG0017016	XP_023641040.1	AL4G20840
OG0017017	XP_006294962.1	AL4G21470
OG0017018	XP_006294571.1	AL4G22530
OG0017019	XP_006295501.1	AL4G22050
OG0017020	XP_006294973.1	AL4G22010
OG0017021	XP_006295161.1	AL4G21630
OG0017022	XP_006301849.1	AL1G65070
OG0017024	XP_006293428.1	AL4G23160
OG0017025	XP_006294916.1	AL4G23230
OG0017026	XP_006294171.1	AL4G23490
OG0017027	XP_006294115.1	AL4G24540, AL4G24530
OG0017028	XP_006302266.1	AL1G56680
OG0017029	XP_006293988.1	AL4G25430
OG0017030	XP_006294907.2	AL4G25820
OG0017031	XP_006295360.1	AL4G26280
OG0017032	XP_023633709.1	AL7G12550
OG0017033	XP_023639574.1	AL4G26890
OG0017034	XP_006293721.1	AL4G27000
OG0017035	XP_006295070.1	AL4G27410
OG0017036	XP_006296172.1	AL4G28180
OG0017037	XP_006280791.1	AL8G16980
OG0017038	XP_023633488.1	AL8G16770
OG0017039	XP_006282375.1	AL8G16610
OG0017040	XP_006305753.1	AL1G13370
OG0017041	XP_023635433.1	AL8G15770
OG0017042	XP_023634783.1	AL7G27920
OG0017043	XP_006286259.1	AL7G27640
OG0017044	XP_006281480.1	AL8G31270
OG0017045	XP_006281077.1	AL8G18690
OG0017046	XP_006304802.1	AL1G53700
OG0017047	XP_006303838.1	AL1G53440
OG0017048	XP_006303972.1	AL1G41200
OG0017049	XP_006306060.1	AL1G41190
OG0017050	XP_006307469.1	AL1G41180
OG0017051	XP_006304172.1	AL1G52650
OG0017052	XP_006306977.1	AL1G52790
OG0017053	XP_006307420.2	AL1G52910
OG0017054	XP_023638523.1	AL5G10840
OG0017055	XP_006304878.2	AL1G41210
OG0017056	XP_006306641.2	AL1G41320
OG0017057	XP_006304021.1	AL1G41400
OG0017058	XP_023645844.1	AL1G41900
OG0017059	XP_006303823.2	AL1G42580
OG0017060	XP_006306451.1	AL1G42680
OG0017061	XP_006306398.2	AL1G43060
OG0017062	XP_006305242.1	AL1G43530
OG0017063	XP_006306190.1	AL1G43650
OG0017064	XP_023645208.1	AL1G43850
OG0017065	XP_023633048.1	AL1G43900
OG0017066	XP_023645853.1	AL1G44100
OG0017067	XP_006306994.1	AL1G44410
OG0017068	XP_023635400.1	AL7G43950
OG0017069	XP_006305070.1	AL1G44540
OG0017070	XP_006306773.1	AL1G44640
OG0017071	XP_006304686.1	AL1G45360
OG0017072	XP_006307144.2	AL1G49640
OG0017073	XP_006306212.2	AL1G49580
OG0017074	XP_023645836.1	AL1G45920
OG0017076	XP_006305360.1	AL1G46540
OG0017077	XP_006304723.2	AL1G46560
OG0017078	XP_006307290.2	AL1G46750
OG0017079	XP_006291507.2	AL5G12440
OG0017080	XP_023638381.1	AL5G12910
OG0017081	XP_006290315.1	AL5G13160
OG0017082	XP_006292862.1	AL5G13230
OG0017083	XP_023638597.1	AL5G13290
OG0017084	XP_006280180.1	AL8G44660
OG0017085	XP_023635568.1	AL8G44420
OG0017086	XP_006280460.1, XP_006307509.1	AL8G44210
OG0017087	XP_006280704.1	AL8G44170
OG0017088	XP_006281728.2	AL8G43760
OG0017089	XP_006279544.1	AL8G43730
OG0017090	XP_023639600.1	AL8G43660
OG0017091	XP_006301438.2	AL2G16400
OG0017092	XP_006281497.1	AL8G43540
OG0017093	XP_006279946.1	AL8G43420
OG0017094	XP_006280086.1	AL8G43170, AL8G43380
OG0017095	XP_023636767.1	AL8G43100
OG0017096	XP_006281979.1	AL8G43080
OG0017097	XP_006280974.2	AL8G42970
OG0017098	XP_023643254.1	AL8G42850
OG0017099	XP_006279657.1	AL8G42770
OG0017100	XP_006279728.1	AL8G42660
OG0017101	XP_006281930.1	nbis-gene-2210
OG0017102	XP_006281610.1	AL8G42540
OG0017103	XP_006281672.1	AL8G42440
OG0017104	XP_006281261.2	AL8G42290
OG0017105	XP_006280506.1	AL8G41900
OG0017106	XP_006279545.1	AL8G41680
OG0017107	XP_006280465.1	AL8G41360
OG0017108	XP_006281019.1	AL8G41270
OG0017109	XP_006279975.1	AL8G41160
OG0017110	XP_023640035.1	AL8G41140
OG0017111	XP_006281427.2	AL8G40860
OG0017112	XP_023636806.1	AL8G40380
OG0017113	XP_006281235.1	AL8G40100
OG0017114	XP_023639591.1	AL3G51110
OG0017115	XP_006281155.2	AL8G39920
OG0017116	XP_006279581.1	AL8G39610
OG0017117	XP_006280092.1	AL8G38980
OG0017118	XP_006282179.2	AL8G38350
OG0017119	XP_023639112.1	AL8G38240
OG0017120	XP_006279936.1	AL8G38170
OG0017121	XP_006287921.1	AL6G34230
OG0017122	XP_023635962.1	AL6G34300
OG0017123	XP_006289314.1	AL6G34350
OG0017124	XP_006287149.1	AL6G34650
OG0017125	XP_006287492.1	AL6G34960
OG0017126	XP_006287442.1	AL6G35110
OG0017127	XP_023636974.1	AL6G35320
OG0017128	XP_006289708.2	AL6G35330
OG0017129	XP_006287225.1	AL6G35960
OG0017130	XP_006289125.1	AL6G36150, AL6G36140
OG0017131	XP_006286876.1	AL6G36330
OG0017132	XP_006288524.1	AL6G36490
OG0017134	XP_006289476.1	AL6G37280
OG0017135	XP_006289956.1	AL6G37370
OG0017137	XP_006289474.2	AL5G44720
OG0017138	XP_006287271.1	AL6G30900
OG0017139	XP_006286435.1	AL6G31050
OG0017140	XP_006286439.1	AL6G31150
OG0017141	XP_023635767.1	AL6G31360
OG0017142	XP_023636648.1	AL6G31480
OG0017143	XP_006286787.2	AL6G31770
OG0017144	XP_006287101.1	AL6G31850
OG0017145	XP_006287153.1	AL6G31920
OG0017146	XP_023636169.1	AL6G32510
OG0017147	XP_006286370.2	AL6G32560
OG0017148	XP_006286974.1	AL6G32640
OG0017149	XP_006288210.1	AL6G33360
OG0017150	XP_006287106.2	AL6G33670
OG0017151	XP_006289497.2	AL6G33920
OG0017152	XP_006288362.1	AL6G34060
OG0017153	XP_023642631.1	AL8G36680
OG0017154	XP_006279474.1	AL8G36470
OG0017155	XP_006280341.1	AL8G36270
OG0017156	XP_006280910.1	AL8G35230
OG0017157	XP_006293067.1	AL5G22540
OG0017158	XP_006281182.1	AL8G34810
OG0017159	XP_006280208.1	nbis-gene-2168
OG0017160	XP_006281734.1	AL8G34710
OG0017161	XP_023643469.1	AL8G34700
OG0017162	XP_006281465.2	AL8G34310
OG0017163	XP_006280275.1	AL8G34040
OG0017164	XP_006280624.1	AL8G33900
OG0017165	XP_006281410.1	AL8G33820
OG0017167	XP_006281234.1	AL8G33200
OG0017168	XP_006284876.2	AL7G26930
OG0017169	XP_006280603.1	AL8G33010
OG0017170	XP_006304452.1	AL1G26780
OG0017171	XP_023645490.1	AL8G32750
OG0017172	XP_023633570.1	AL8G32700
OG0017173	XP_006281042.1	AL8G32430
OG0017174	XP_006280528.1	AL8G32140
OG0017175	XP_006279978.1	AL8G30850
OG0017176	XP_006280869.1	AL8G30750
OG0017177	XP_006281555.1	AL8G30430
OG0017178	XP_023633324.1	AL8G30350
OG0017179	XP_006280576.1	AL8G30340
OG0017180	XP_006279473.1	AL8G30270
OG0017181	XP_006291302.1	AL5G28590
OG0017182	XP_006292166.1	AL5G28570
OG0017183	XP_023639064.1	AL5G28450
OG0017184	XP_006292379.1	AL5G28430
OG0017185	XP_023635932.1	AL6G17680
OG0017186	XP_023637317.1	AL6G17340
OG0017187	XP_006289181.1	AL6G17310
OG0017188	XP_006289108.1	AL6G17290
OG0017189	XP_006288236.1	AL6G17280
OG0017190	XP_006287977.2	AL6G17230
OG0017191	XP_023637458.1	AL6G17210
OG0017192	XP_006289734.1	AL6G16950
OG0017193	XP_023636566.1	AL6G16890
OG0017194	XP_006286939.1	AL6G16550
OG0017195	XP_006283579.1	AL7G45150
OG0017196	XP_006288953.1	AL6G16290
OG0017197	XP_006287428.2	AL6G15760
OG0017198	XP_006287504.1	AL6G15640
OG0017199	XP_023637205.1	AL6G15150
OG0017200	XP_006289653.1	AL6G15120
OG0017201	XP_006289769.1	AL6G15090
OG0017202	XP_023637673.1	AL6G14990
OG0017203	XP_006287065.1	AL6G14960
OG0017204	XP_006289440.1	AL6G14590
OG0017205	XP_023637523.1	AL6G13670
OG0017207	XP_006288878.1	AL6G12790
OG0017208	XP_006288686.2	AL6G12580
OG0017209	XP_006287521.1	AL6G12260
OG0017210	XP_023636399.1	AL6G12240
OG0017211	XP_006287800.1	AL6G12120
OG0017212	XP_023637127.1	AL8G10390
OG0017213	XP_006288593.1	AL6G11990
OG0017214	XP_006287501.1	AL6G11910
OG0017215	XP_006288190.1	AL6G11860
OG0017216	XP_006288692.1	AL6G11430
OG0017217	XP_006289577.1	AL6G11170
OG0017218	XP_006287399.1	AL6G11000
OG0017219	XP_006288448.1	AL6G10600
OG0017221	XP_006290105.1	AL6G10380
OG0017222	XP_006287224.1	AL6G10330
OG0017223	XP_023636160.1	AL6G10320
OG0017225	XP_006279330.1	AL6G10150
OG0017226	XP_006284132.1	AL7G49080
OG0017227	XP_006283874.1	AL7G48480
OG0017228	XP_006284823.1	AL7G47840
OG0017229	XP_006286074.1	AL7G47370
OG0017230	XP_006301534.1	AL2G41700
OG0017232	XP_023644162.1	AL2G41730
OG0017233	XP_006301858.2	AL2G41460
OG0017234	XP_023643980.1	AL2G41380
OG0017235	XP_006301563.1	AL2G41170
OG0017236	XP_006302489.1	AL2G41060
OG0017237	XP_023644062.1	AL2G40580
OG0017238	XP_006301911.1	AL2G40510
OG0017239	XP_023642905.1	AL2G40500
OG0017240	XP_023642912.1	AL2G40400
OG0017241	XP_006300655.1	AL2G40210
OG0017242	XP_006301385.2	AL2G40180
OG0017243	XP_006300415.1	AL2G40100
OG0017244	XP_023643993.1	AL2G39920
OG0017245	XP_023642968.1	AL2G39200
OG0017246	XP_023643483.1	AL2G38950
OG0017247	XP_006301526.1	AL2G38440
OG0017248	XP_006301191.1	AL2G38240
OG0017249	XP_006302665.2	AL2G38190
OG0017250	XP_006302561.1	AL2G38090
OG0017251	XP_006302296.1	AL2G37840
OG0017252	XP_006302284.1	AL2G37690
OG0017253	XP_006300581.1	AL2G37660
OG0017254	XP_006301847.1	AL2G37620
OG0017255	XP_006301167.2	AL2G37560
OG0017256	XP_006301154.1	AL2G37180
OG0017257	XP_006302409.1	AL2G37050
OG0017258	XP_006302476.1	AL2G36880
OG0017259	XP_023643988.1	AL2G36750
OG0017260	XP_006291048.1	AL5G16520
OG0017261	XP_006300580.2	AL2G35950
OG0017262	XP_006302588.1	AL2G35870
OG0017263	XP_006300675.1	AL2G35810
OG0017264	XP_006301090.1	AL2G35780
OG0017265	XP_023644068.1	AL2G35530
OG0017266	XP_023644084.1	AL1G66620
OG0017267	XP_006299666.1	AL3G50300
OG0017268	XP_006299706.1	AL3G50820
OG0017269	XP_006290796.2	AL5G26670
OG0017270	XP_006290793.1	AL5G26590
OG0017271	XP_006303374.1	AL1G64510
OG0017272	XP_006304636.1	AL1G64300
OG0017273	XP_006305096.1	AL1G64260
OG0017274	XP_006304676.1	AL1G64000
OG0017275	XP_006299518.1	AL3G53800
OG0017276	XP_006303547.1	AL1G63800
OG0017277	XP_023645937.1	AL1G63630
OG0017279	XP_006304933.1	AL1G63500
OG0017280	XP_006303638.1	AL1G63310
OG0017281	XP_023645523.1	AL1G63240
OG0017282	XP_006303264.1	AL1G63210
OG0017283	XP_006305563.1	AL1G63140
OG0017284	XP_023644563.1	AL1G62970
OG0017285	XP_006304272.2	AL1G62800
OG0017286	XP_006305033.1	AL1G62630
OG0017287	XP_006306082.1	AL1G62350
OG0017288	XP_023645646.1	AL1G62190
OG0017289	XP_006285864.1	AL7G44170
OG0017290	XP_006295632.1	AL4G14830
OG0017291	XP_006307450.1	AL1G61470
OG0017292	XP_006295527.1	AL4G32230
OG0017293	XP_006295077.1	AL4G32790
OG0017294	XP_023639673.1	AL4G33000
OG0017295	XP_006282224.1	AL8G27710
OG0017296	XP_006287192.1	AL6G41330
OG0017297	XP_006281941.1	AL8G23780
OG0017298	XP_006283250.2	AL7G44000
OG0017299	XP_023634137.1	AL7G44030
OG0017300	XP_006286251.1	AL7G44050
OG0017301	XP_023634238.1	AL7G44120
OG0017302	XP_006283281.1	AL7G44390
OG0017303	XP_023634304.1	AL7G44380
OG0017304	XP_006282833.1	AL7G44370
OG0017305	XP_023634966.1	AL9U11670
OG0017306	XP_023635077.1	AL9U10970
OG0017307	XP_006285088.1	AL9U10680
OG0017308	XP_006283081.2	AL7G43140
OG0017309	XP_006303870.1	AL1G24530
OG0017310	XP_006282983.1	AL7G42760
OG0017311	XP_006283664.1	AL7G42210
OG0017312	XP_023634931.1	AL7G42200
OG0017313	XP_006285700.1	AL7G41620
OG0017314	XP_006283437.1	AL7G41010
OG0017315	XP_006285282.1	nbis-gene-1860
OG0017316	XP_006282519.1	AL7G40960
OG0017317	XP_006283295.1	AL7G40890
OG0017318	XP_006284374.1	nbis-gene-1851
OG0017319	XP_006283023.1	AL7G39670
OG0017320	XP_006283848.1	AL7G39570
OG0017321	XP_006280930.2	AL8G24100
OG0017323	XP_006301604.1	AL2G32750
OG0017324	XP_006301377.2	AL2G32790
OG0017325	XP_023643723.1	AL2G32810
OG0017326	XP_006302297.1	AL2G32860
OG0017328	XP_006302279.1	AL2G33160
OG0017329	XP_023643404.1	AL2G33190
OG0017330	XP_006302164.1	AL2G33350
OG0017331	XP_006302928.1	AL2G33410
OG0017332	XP_006301238.1	AL2G33460
OG0017333	XP_023643198.1	AL2G33550
OG0017334	XP_006302366.2	AL2G33970
OG0017336	XP_006301727.1	AL2G27800
OG0017337	XP_006302450.1	AL2G27810
OG0017338	XP_006301060.1	AL2G27910
