Orthogroup	Capsella_rubella	Camelina_sativa
OG0016477	XP_006302095.1	XP_010418358.1, XP_010430435.1, XP_010473579.1
OG0016478	XP_006300990.1	XP_010418357.1, XP_010473578.1, XP_010430433.1
OG0016479	XP_006280394.1	XP_010443807.1, XP_010483659.1
OG0016480	XP_006301892.1	XP_010430387.1, XP_010418315.1
OG0016481	XP_006301101.1	XP_010418299.1, XP_010430371.1, XP_010473521.1
OG0016482	XP_006302757.1	XP_010473514.1, XP_010430364.1, XP_010418285.1
OG0016483	XP_006300795.1	XP_010473504.1, XP_010418280.1, XP_010430357.1
OG0016484	XP_006302963.1	XP_010473501.1, XP_010418277.1, XP_010430355.1
OG0016485	XP_023643732.1	XP_010418276.1, XP_010473500.1, XP_010430354.1
OG0016486	XP_006302816.2	XP_010473499.1, XP_010418275.1, XP_010430353.1
OG0016487	XP_023644028.1	XP_010418274.1, XP_010473498.1, XP_010430352.1
OG0016488	XP_006300763.1	XP_010473496.1, XP_010430349.1, XP_019083660.1
OG0016489	XP_006302657.1	XP_010418244.1, XP_010473469.1, XP_010430306.1
OG0016490	XP_006302920.1	XP_010418241.1, XP_010430301.1
OG0016491	XP_006289117.1	XP_010455250.1, XP_010421738.1, XP_010438422.1
OG0016492	XP_006302821.1	XP_010418168.1, XP_010473412.1, XP_010430218.1
OG0016493	XP_006302374.1	XP_010430212.1, XP_010473406.1
OG0016494	XP_006303047.1	XP_010418148.1, XP_010430195.1, XP_010473395.1
OG0016495	XP_006302291.1	XP_010473367.1, XP_010430167.1
OG0016496	XP_006302068.1	XP_010430149.1, XP_010418106.1, XP_010473342.1
OG0016497	XP_006286995.1	XP_010455386.1, XP_010421908.1, XP_010437780.1
OG0016498	XP_006302941.1	XP_010473335.1, XP_010430140.1, XP_010418096.1
OG0016499	XP_006300457.1	XP_010473327.1, XP_010430120.1
OG0016500	XP_006300659.1	XP_010418088.1, XP_010473325.1, XP_019085206.1
OG0016501	XP_023643154.1	XP_010418058.1, XP_010473309.1, XP_010430100.1
OG0016502	XP_006302973.1	XP_010418031.1, XP_010430073.1, XP_010473267.1
OG0016503	XP_006301382.1	XP_010510913.1, XP_010473255.1, XP_019083044.1, XP_019082744.1
OG0016504	XP_023643506.1	XP_019101511.1, XP_019083620.1
OG0016505	XP_006300800.1	XP_010473234.1, XP_010417988.1, XP_010510937.1
OG0016506	XP_006302526.1	XP_010417980.1, XP_010473225.1, XP_010510947.1
OG0016507	XP_006300557.1	XP_010417975.1, XP_010473219.1, XP_010510951.1
OG0016508	XP_023643490.1	XP_010417963.1, XP_010473209.1, XP_010510957.1
OG0016509	XP_023641993.1	XP_010467829.1, XP_010490290.1, XP_010415793.2
OG0016510	XP_006300391.1	XP_010470157.1, XP_010414608.1, XP_010510974.1
OG0016511	XP_023644346.1	XP_010510978.1, XP_010414610.1, XP_010470159.1
OG0016512	XP_006302375.1	XP_010510992.2, XP_010414628.1, XP_010470170.1
OG0016513	XP_006301638.1	XP_010414638.1, XP_010470179.1, XP_010510998.1
OG0016514	XP_006302628.1	XP_019093060.1, XP_019101520.1, XP_010414664.1
OG0016515	XP_006302552.1	XP_010414700.1, XP_010511035.1, XP_010470218.1
OG0016516	XP_023644003.1	XP_010414708.1, XP_010470226.1, XP_010511043.1
OG0016517	XP_006282512.1	XP_010438568.1, XP_010433329.1, XP_010448092.1
OG0016518	XP_006302405.2	XP_010414727.2, XP_010511066.1, XP_010470249.1
OG0016519	XP_023644018.1	XP_010414739.1, XP_010470263.1, XP_010511081.1
OG0016520	XP_023643555.1	XP_010414741.1, XP_010470264.1, XP_010511083.1
OG0016521	XP_023643204.1	XP_019093271.1
OG0016522	XP_006301988.1	XP_010511089.1, XP_010470284.1, XP_010414767.1
OG0016523	XP_006302348.1	XP_010414775.1, XP_010511084.1, XP_010470288.1
OG0016524	XP_006298118.1	XP_010467195.1, XP_010518384.1
OG0016525	XP_006302070.2	XP_010470316.1, XP_010511355.1, XP_010414806.1
OG0016526	XP_023644058.1	XP_010439370.1
OG0016527	XP_023644186.1	XP_010415032.1, XP_010480294.1
OG0016528	XP_006301910.1	XP_010511313.1, XP_010480279.1, XP_010418948.1
OG0016529	XP_023643367.1	XP_010511302.1, XP_010415008.1, XP_010480273.1
OG0016530	XP_006302867.1	XP_010414984.1, XP_010480249.1, XP_010511280.1
OG0016531	XP_006301099.2	XP_010414975.1, XP_010480234.1, XP_010511263.1
OG0016532	XP_023643052.1	XP_010414976.1, XP_010480235.1, XP_010511264.1
OG0016533	XP_006302958.1	XP_010511254.1, XP_010414966.1, XP_010480224.1
OG0016534	XP_006300310.1	XP_010480219.1, XP_010511247.1, XP_010414956.1
OG0016536	XP_006300606.1	XP_019094619.1, XP_010511241.1, XP_010414948.1
OG0016537	XP_006300735.1	XP_010473660.1, XP_010418458.1, XP_010430529.1
OG0016538	XP_006301005.1	XP_010418476.1, XP_010474611.1, XP_019085720.1
OG0016539	XP_006279610.1	XP_010442204.1, XP_010442541.1
OG0016540	XP_006280980.1	XP_010440469.1, XP_010482210.1, XP_010442393.1
OG0016541	XP_006300433.2	XP_010473690.1, XP_010418485.1, XP_010430557.1
OG0016542	XP_023643654.1	XP_010430573.1, XP_010418503.1, XP_010473702.1
OG0016543	XP_006300998.1	XP_019085248.1, XP_010418510.1, XP_010473712.1
OG0016544	XP_006302383.2	XP_010418511.1, XP_010473714.1, XP_010430579.1
OG0016545	XP_006300704.2	XP_010430590.1, XP_010473720.1
OG0016547	XP_023643464.1	XP_010474624.2, XP_010419511.1, XP_010430605.1
OG0016548	XP_006302371.1	XP_010473737.1, XP_010496633.1
OG0016549	XP_006280370.1	XP_010494809.1, XP_010481459.1, XP_010441586.1
OG0016550	XP_006279931.2	XP_010494812.1, XP_019087754.1, XP_010481457.1
OG0016551	XP_006291608.1	XP_010513895.1, XP_010502148.1, XP_010424940.1
OG0016552	XP_006279851.1	XP_010494874.1, XP_010481407.1, XP_010441529.1
OG0016553	XP_006282005.1	XP_010494878.1, XP_010441526.2, XP_010481403.1
OG0016554	XP_006282360.2	XP_010494977.1, XP_010441465.1
OG0016555	XP_023636249.1	XP_010481371.1, XP_010441504.1, XP_010494925.1
OG0016556	XP_006291021.2	XP_010503512.1, XP_010426370.1, XP_010515191.1
OG0016557	XP_006279554.1	XP_010494535.1, XP_010481703.1, XP_010441822.1
OG0016558	XP_006282158.1	XP_010494526.1
OG0016559	XP_023640267.1	XP_010481711.1, XP_010494523.1
OG0016560	XP_023633678.1	XP_010438736.1, XP_010433479.1, XP_010448252.1
OG0016561	XP_006282040.1	XP_010480972.1, XP_010441842.1, XP_010481738.1, XP_010494513.1
OG0016562	XP_006280500.1	XP_010481747.1, XP_019097236.1, XP_019087732.1
OG0016563	XP_006290775.2	XP_010425110.1
OG0016564	XP_006288591.1	XP_010422416.1, XP_010431570.1, XP_010455855.1
OG0016565	XP_006287894.2	XP_010431908.1, XP_010455834.1, XP_010422369.1
OG0016566	XP_023637313.1	XP_010431984.1, XP_010422340.1
OG0016567	XP_006284336.1	XP_010433107.1, XP_010438311.1, XP_010447866.1
OG0016568	XP_006282664.1	XP_010447841.1, XP_010438287.1, XP_010433085.1
OG0016569	XP_006284138.1	XP_010433081.1, XP_010438285.1
OG0016570	XP_006294012.1	XP_010438272.1, XP_010447814.1, XP_010433070.1
OG0016571	XP_006295561.1	XP_010438271.1, XP_019086794.1, XP_010447813.1
OG0016572	XP_006291711.1	XP_010426137.1, XP_010515009.1, XP_010507261.1
OG0016573	XP_006279966.1	XP_019097425.1, XP_010442262.1, XP_010482091.1
OG0016574	XP_006285779.1	XP_010434851.1, XP_010449816.1, XP_010440182.1
OG0016575	XP_006304008.1	XP_010500310.1, XP_010479203.1
OG0016576	XP_006307365.1	XP_010500319.1, XP_010479218.1, XP_010461609.1
OG0016577	XP_006306985.1	XP_010500320.1, XP_010461608.1, XP_010479220.1
OG0016578	XP_006306591.1	XP_010500321.1, XP_010479222.1, XP_019091460.1
OG0016579	XP_023644802.1	XP_010479250.1, XP_010461644.1, XP_010500354.1
OG0016580	XP_006304702.1	XP_019094761.1, XP_010461650.1, XP_010500359.1
OG0016581	XP_006305144.2	XP_010500361.1, XP_010479257.1, XP_010461656.1
OG0016582	XP_023636925.1	XP_010430241.1, XP_010422543.1, XP_019090659.1
OG0016583	XP_006306015.1	XP_010461743.1, XP_010500424.1, XP_010479314.1
OG0016584	XP_006305959.1	XP_010500442.1, XP_010461717.1, XP_010479329.1
OG0016585	XP_023632548.1	XP_010500455.1, XP_019091540.1, XP_010479338.1
OG0016586	XP_006286933.2	XP_010422054.1, XP_010455516.1
OG0016587	XP_006305885.1	XP_010500463.1, XP_010479349.1
OG0016588	XP_006304442.1	XP_010461765.1, XP_010500470.1
OG0016589	XP_006306406.1	XP_010501910.1, XP_010463316.1, XP_010479376.1
OG0016590	XP_023645296.1	XP_010461778.1, XP_010479378.1, XP_010500485.1
OG0016591	XP_006305454.1	XP_010461780.1, XP_010479379.1, XP_010500486.1
OG0016592	XP_023645105.1	XP_010479381.1, XP_010500489.1, XP_010461783.1, XP_010461781.1
OG0016593	XP_006303848.1	XP_010479383.1, XP_010461787.1, XP_010500490.1
OG0016594	XP_023645954.1	XP_019094783.1, XP_019091362.1, XP_019097546.1
OG0016595	XP_006300780.1	XP_019083376.1, XP_010428498.1, XP_010471599.1
OG0016596	XP_006301765.1	XP_019083375.1, XP_019093609.1, XP_010428497.1
OG0016597	XP_006302167.1	XP_010428488.1, XP_010416350.1
OG0016598	XP_023635504.1	XP_019098274.1, XP_010436902.1
OG0016599	XP_006284708.1	XP_019088088.1
OG0016600	XP_023634558.1	XP_010436907.1, XP_019098273.1, XP_019098270.1, XP_010444871.1, XP_019098648.1
OG0016601	XP_006285782.1	XP_010497176.1, XP_010496647.1, XP_010446320.1
OG0016602	XP_023633793.1	XP_010431762.2, XP_010436922.1
OG0016603	XP_006285049.1	XP_010431765.1, XP_010436926.1
OG0016604	XP_023634613.1	XP_010436928.1, XP_010436929.1, XP_010446339.1
OG0016605	XP_023635535.1	XP_010431769.1, XP_010446341.1, XP_010436931.1
OG0016606	XP_023634788.1	XP_010431774.1, XP_010446346.1, XP_010436932.1
OG0016607	XP_006283705.1	XP_010431782.1, XP_010446355.1, XP_019087258.1
OG0016608	XP_023633979.1	XP_010431785.1, XP_010436944.1, XP_010446356.1
OG0016609	XP_006283462.1	XP_010436962.1, XP_010431805.1
OG0016610	XP_006283441.1	XP_010446374.1, XP_010436963.1, XP_010431807.1
OG0016611	XP_006283927.2	XP_010431808.1, XP_010436965.1, XP_010446375.1
OG0016612	XP_006284278.1	XP_010446380.1, XP_010436967.1, XP_010431809.1
OG0016613	XP_006283248.1	XP_010446402.1, XP_010431837.1, XP_019088495.1
OG0016614	XP_006283596.1	XP_010446420.1, XP_010436998.1
OG0016615	XP_006282679.1	XP_010446459.1, XP_010437038.1
OG0016617	XP_006283984.1	XP_010437051.1, XP_010446472.1
OG0016618	XP_006283504.1	XP_010437057.1, XP_010431906.1, XP_019088894.1
OG0016619	XP_006285428.1	XP_010446513.1, XP_010437078.1, XP_010431935.1
OG0016620	XP_023634942.1	XP_010431946.1, XP_010437097.1, XP_010446526.1
OG0016621	XP_023634645.1	XP_010437095.1, XP_010446528.1, XP_019086158.1
OG0016622	XP_006283278.1	XP_019086181.1, XP_010437101.1, XP_010446539.1
OG0016623	XP_023635086.1	XP_010431957.1, XP_010437106.1, XP_010446545.1
OG0016624	XP_023633757.1	XP_010431952.1
OG0016625	XP_006282671.2	XP_010431966.1, XP_010437111.1, XP_010446550.1
OG0016626	XP_023633770.1	XP_010446557.1, XP_010437115.1, XP_010431970.1
OG0016627	XP_006284174.1	XP_010431977.1, XP_010431978.1, XP_019089333.1
OG0016628	XP_006283375.1	XP_010437139.1, XP_010446569.1
OG0016629	XP_023634604.1	XP_010437149.1, XP_010431999.1, XP_010446590.1
OG0016630	XP_006283970.1	XP_010446605.1, XP_010432011.1
OG0016631	XP_006282520.2	XP_010446610.1, XP_010437166.1, XP_010432015.1
OG0016632	XP_006284228.1	XP_010432029.1, XP_010446621.1, XP_010437183.1
OG0016633	XP_023634895.1	XP_010444922.1, XP_010432043.1, XP_019088999.1
OG0016634	XP_006283983.2	XP_010446680.1, XP_010437242.1, XP_010432070.1
OG0016635	XP_006283164.1	XP_010437246.1, XP_010446684.1, XP_010432075.1
OG0016636	XP_006286082.1	XP_010437258.1, XP_010432086.1, XP_010446696.1
OG0016638	XP_006284543.1	XP_010432117.1, XP_010446728.1, XP_010437292.1
OG0016639	XP_006283712.1	XP_010446858.1, XP_010432211.1, XP_019088415.1
OG0016640	XP_023634871.1	XP_010444941.1, XP_010432124.1, XP_010437295.1
OG0016641	XP_006283881.1	XP_010432125.1, XP_010437297.1, XP_010446736.1
OG0016642	XP_006284240.1	XP_010446737.1, XP_010432129.1, XP_010432127.1, XP_019089002.1
OG0016643	XP_006285423.1	XP_010446742.1, XP_010437304.1, XP_010432136.1
OG0016644	XP_023634185.1	XP_010446789.1, XP_010437346.1
OG0016645	XP_006284619.1	XP_010432176.1, XP_010446795.1, XP_010437351.1
OG0016646	XP_006284660.1	XP_010437352.1, XP_010432177.1, XP_010446796.1
OG0016647	XP_006283031.1	XP_010437368.1, XP_010446816.1, XP_010432193.1
OG0016648	XP_023635060.1	XP_010432201.1, XP_010437382.1, XP_010446824.1
OG0016649	XP_006282841.1	XP_019089399.1, XP_010437387.1
OG0016650	XP_006285081.1	XP_010446834.1, XP_010446826.1, XP_010437383.1
OG0016651	XP_006283275.1	XP_019088713.1, XP_010446839.1, XP_010432202.1
OG0016652	XP_006285911.1	XP_010432206.1, XP_010446847.1
OG0016653	XP_006284178.1	XP_010446850.1, XP_019086191.1
OG0016654	XP_006282758.2	XP_019088419.1, XP_010446857.1
OG0016655	XP_006286145.1	XP_010437408.1, XP_010432219.1, XP_010446865.1
OG0016656	XP_006283206.1	XP_010432729.2, XP_010437917.1, XP_010447398.1
OG0016657	XP_006284610.1	XP_010446881.1, XP_010432233.1, XP_010437426.1
OG0016658	XP_006284954.1	XP_010437443.1, XP_010446899.1, XP_010432251.1
OG0016659	XP_006283761.1	XP_010432255.1, XP_010446902.1, XP_010437448.1
OG0016660	XP_006284026.2	XP_019089344.1, XP_010437453.1, XP_010432257.1
OG0016661	XP_006285677.1	XP_010432284.1, XP_010437473.1, XP_010446927.1
OG0016662	XP_023633710.1	XP_010446925.1, XP_010437474.1, XP_010432286.1
OG0016663	XP_006282994.1	XP_010446931.1, XP_010432288.1
OG0016664	XP_006283772.2	XP_010446960.1, XP_010432309.1, XP_010437500.1
OG0016665	XP_023632705.1	XP_010497766.1, XP_010480917.1, XP_010463145.1, XP_010501792.1
OG0016666	XP_006283193.1	XP_019088130.1, XP_010446942.1, XP_010432297.1
OG0016667	XP_006284015.1	XP_010446933.1, XP_010437483.1
OG0016668	XP_006284255.2	XP_010437503.1, XP_010432313.1, XP_010446963.1
OG0016669	XP_006284791.1	XP_010437582.1, XP_010447051.1, XP_010432391.1
OG0016670	XP_006283499.1	XP_010447052.1, XP_010432392.1, XP_010437584.1
OG0016671	XP_006284171.1	XP_010432402.1, XP_010447064.1, XP_010437600.1
OG0016672	XP_023635399.1, XP_023639826.1	XP_010447097.1, XP_010432427.1
OG0016673	XP_006285695.1	XP_010447107.1, XP_010432434.1
OG0016674	XP_006283479.1	XP_010437650.1, XP_010447116.1, XP_010432443.1
OG0016675	XP_006284455.1	XP_010432735.1, XP_010437920.1
OG0016676	XP_023633901.1	XP_010437912.1, XP_010447391.1, XP_010432719.1
OG0016677	XP_006280073.1	XP_010441781.1, XP_010482337.1
OG0016678	XP_006280874.1	XP_010442506.1, XP_010441790.1
OG0016679	XP_023635321.1	XP_010436288.1, XP_010437881.1, XP_010447361.1
OG0016680	XP_006283300.2	XP_010437853.1, XP_019088909.1, XP_010432662.1
OG0016681	XP_006284574.1	XP_010432641.1, XP_010437834.1, XP_010447321.1
OG0016682	XP_006283222.1	XP_010437833.1, XP_010447320.1, XP_010432640.1
OG0016683	XP_006284220.2	XP_010432581.1, XP_010437778.1, XP_019089716.1
OG0016684	XP_006280114.1	XP_010484585.1, XP_010444728.1, XP_010464846.1
OG0016685	XP_006285468.1	XP_010447237.1, XP_010432557.1
OG0016686	XP_023634226.1	XP_010437759.1, XP_010432556.1, XP_010436276.1, XP_010447236.1
OG0016687	XP_006282959.1	XP_010432554.1, XP_010437756.1, XP_010447234.1
OG0016688	XP_006285071.1	XP_010437757.1, XP_010432551.1, XP_010447229.1
OG0016689	XP_006300707.1	XP_010511932.1, XP_010415532.1, XP_010470881.1
OG0016690	XP_023634221.1	XP_010437754.1, XP_010432550.1, XP_010447233.1
OG0016691	XP_023639006.1	XP_010502802.1, XP_010514503.1, XP_010430826.1
OG0016692	XP_006284011.1	XP_010447224.1, XP_010437753.1, XP_010432547.1
OG0016693	XP_006285442.1	XP_010438500.1, XP_010433255.1, XP_010448020.1
OG0016694	XP_006285043.1	XP_010437696.1, XP_010447171.1, XP_010432493.1
OG0016695	XP_006283595.1	XP_010432776.1, XP_010437956.1, XP_010447444.1
OG0016696	XP_006304213.1	XP_010475538.1, XP_010487849.1
OG0016697	XP_006282570.1	XP_010432777.1, XP_010447447.1, XP_010437958.1
OG0016698	XP_006284456.1	XP_010432797.1, XP_010437978.1, XP_010447470.1
OG0016699	XP_006283678.1	XP_010437980.1, XP_010432801.1, XP_010447472.1
OG0016700	XP_006283546.1	XP_010432802.1, XP_010437981.1, XP_010447473.1
OG0016701	XP_006282612.2	XP_010447544.1, XP_010432813.1, XP_010437990.1
OG0016702	XP_006285327.1	XP_010432814.1, XP_010447545.1, XP_010437989.1
OG0016703	XP_023635165.1	XP_010432836.1, XP_010447529.1, XP_010438014.1
OG0016704	XP_006284356.1	XP_010448018.1, XP_010438497.1, XP_010433253.1
OG0016705	XP_006283853.1	XP_010438043.1, XP_010447561.1, XP_010432868.1
OG0016706	XP_023634008.1	XP_010447597.1, XP_010438063.1, XP_010432885.1
OG0016707	XP_023634003.1	XP_010438067.1, XP_019086641.1, XP_010447603.1
OG0016708	XP_006283303.1	XP_010432891.1, XP_010447604.1, XP_010438069.2
OG0016709	XP_006282632.1	XP_010438086.1, XP_010447623.1
OG0016710	XP_023634910.1	XP_010432917.1, XP_010447636.1, XP_010438099.1
OG0016711	XP_006284792.1	XP_010432935.2, XP_010447655.1, XP_010438122.1
OG0016712	XP_006282458.1	XP_019086666.1, XP_010438124.1, XP_010447658.1
OG0016713	XP_006284642.2	XP_010432938.1, XP_010438125.1, XP_010447659.1
OG0016714	XP_006290257.1	XP_010503381.1, XP_010426222.1
OG0016715	XP_006290614.1	XP_010515077.1, XP_010426217.1, XP_010503377.1
OG0016716	XP_006297761.1	XP_010512552.1, XP_010513009.1, XP_010466760.1, XP_010488473.1
OG0016717	XP_006297015.1	XP_010488485.1, XP_010513104.1
OG0016718	XP_006297731.1	XP_010513276.1, XP_010488505.1, XP_010466793.1
OG0016719	XP_006298381.2	XP_010513292.1, XP_010488512.1, XP_010466802.1
OG0016720	XP_023643248.1	XP_010428161.1, XP_010471299.1, XP_010416031.1
OG0016721	XP_006300448.1	XP_010471275.1, XP_010415998.1, XP_010428133.1
OG0016722	XP_006300828.2	XP_010428131.1, XP_010471274.1
OG0016723	XP_006302242.1	XP_010428064.1, XP_010415941.1
OG0016724	XP_006306762.1	XP_010498823.1, XP_010460100.1, XP_010477607.1
OG0016725	XP_006307154.1	XP_010462862.1, XP_010498857.1, XP_010477641.1
OG0016727	XP_023645818.1	XP_010498923.1, XP_010460174.1, XP_010477723.1
OG0016729	XP_023645894.1	XP_010498993.1, XP_010477807.1
OG0016730	XP_006305125.1	XP_010477811.1, XP_010460262.1, XP_010498995.1
OG0016731	XP_006303626.1	XP_010477820.1, XP_010460268.1, XP_010499000.1
OG0016732	XP_006306437.1	XP_010499015.1, XP_010460285.1, XP_010477835.1
OG0016733	XP_006303169.1	XP_010477851.1, XP_010460306.1, XP_010499038.1
OG0016734	XP_006304208.2	XP_010499050.1, XP_010477866.1, XP_010460320.1
OG0016735	XP_006287578.1	XP_010422661.1, XP_010429011.1
OG0016736	XP_023635908.1	XP_010422687.1, XP_010456986.1, XP_010428741.1
OG0016737	XP_023635969.1	XP_010428271.1, XP_019090534.1
OG0016738	XP_006288361.1	XP_010428013.1, XP_010456185.1, XP_010422747.1
OG0016739	XP_023636323.1	XP_010466759.1, XP_010424689.1, XP_010456195.1
OG0016740	XP_006287774.1	XP_010456211.1, XP_010427813.1, XP_010422765.1
OG0016741	XP_023637404.1	XP_010422782.1, XP_010456226.1, XP_010427652.1
OG0016742	XP_023636887.1	XP_010427634.1, XP_010422784.1, XP_010456225.1
OG0016743	XP_006287426.1	XP_010456279.1, XP_010427089.1
OG0016744	XP_006288720.1	XP_010419569.1, XP_010426903.1, XP_010456296.1
OG0016745	XP_006289084.1	XP_010426727.1, XP_010419557.1
OG0016746	XP_006302352.2	XP_010511110.1, XP_010414866.1, XP_010470319.1
OG0016747	XP_006287817.1	XP_010456324.1, XP_010426543.1, XP_010419538.1
OG0016748	XP_006286684.1	XP_010426531.1, XP_010419530.1
OG0016749	XP_006294299.1	XP_019098516.1, XP_010506002.2, XP_010508632.1, XP_010517710.1
OG0016750	XP_006300913.1	XP_010507891.1, XP_010518443.1
OG0016751	XP_006303332.1	XP_010476725.1, XP_010459156.1, XP_019095302.1, XP_010497711.1
OG0016753	XP_006294350.1	XP_010416842.1, XP_010428994.1
OG0016754	XP_006296348.1	XP_010428997.1, XP_010472080.1, XP_010416844.1
OG0016755	XP_023633285.1	XP_010477999.1, XP_010499160.1, XP_010460439.1
OG0016756	XP_006303703.1	XP_010477914.1, XP_010460363.1
OG0016757	XP_006284557.1	XP_010433533.1, XP_010448304.1, XP_010438784.1
OG0016758	XP_006283742.1	XP_010438724.1, XP_010433467.1, XP_010448239.1
OG0016759	XP_006282598.2	XP_010448215.1, XP_010433443.1, XP_010438701.1
OG0016760	XP_023635496.1	XP_010438623.1, XP_010433376.2, XP_019089728.1
OG0016761	XP_006284487.1	XP_010438565.1, XP_010448090.1, XP_010433326.1
OG0016762	XP_006284016.1	XP_010433314.1, XP_010448079.1, XP_010438551.1
OG0016763	XP_006285134.1	XP_010438550.1, XP_010433306.1, XP_010448080.1
OG0016764	XP_006283888.1	XP_010448076.1, XP_010438548.1, XP_010433309.1
OG0016765	XP_006284241.2	XP_010448064.1, XP_010438535.1, XP_010433293.1
OG0016766	XP_023634583.1	XP_010433274.1, XP_010438515.1, XP_010448045.1
OG0016767	XP_023634903.1	XP_010438505.1, XP_010448034.1, XP_010433263.1
OG0016768	XP_006285684.1	XP_010438493.1, XP_010448013.1
OG0016769	XP_006283251.1	XP_010438474.1, XP_010447994.1, XP_010433234.1
OG0016770	XP_006291685.1	XP_019102172.1, XP_010425195.1, XP_010502425.1
OG0016771	XP_006307349.2	XP_010475309.1, XP_010457698.1, XP_010485481.1
OG0016772	XP_006304747.1	XP_010462597.1, XP_019095083.1, XP_019094373.1
OG0016773	XP_006305223.1	XP_010496862.1, XP_010459034.1, XP_010476591.1, XP_010497153.1
OG0016774	XP_023632879.1	XP_010498321.1, XP_010477116.1, XP_019091018.1
OG0016775	XP_006307203.1	XP_010477492.1, XP_010459980.1, XP_010498702.1
OG0016777	XP_006306339.1	XP_010477634.1, XP_010498847.1, XP_010460125.1
OG0016778	XP_006303405.1	XP_010460150.1, XP_010498881.1
OG0016779	XP_023632835.1	XP_010501579.1
OG0016780	XP_006305616.1	XP_010498974.1, XP_010477776.1, XP_010460228.1
OG0016781	XP_006305588.1	XP_010477810.1, XP_010498994.1
OG0016782	XP_023646013.1	XP_010499076.1, XP_010460342.1, XP_010477889.1
