Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_amara
OG0016688	XP_002870416.1	evm.model.RL_2.645
OG0016689	XP_002894589.1	evm.model.RL_3.762
OG0016690	XP_020868332.1	evm.model.RL_3.743
OG0016691	XP_002894634.1	evm.model.RL_7.717, evm.model.RL_3.702.3.687c84ba
OG0016692	XP_020868292.1	evm.model.RL_3.690
OG0016693	XP_002891984.1	evm.model.RL_3.659
OG0016694	XP_020865643.1	evm.model.RL_3.577
OG0016695	XP_020891506.1	evm.model.RL_3.564
OG0016697	XP_002888203.2	evm.model.RL_3.542
OG0016698	XP_002886638.1	evm.model.RL_3.485
OG0016699	XP_020889969.1	evm.model.RL_3.465
OG0016700	XP_002886619.1	evm.model.RL_3.464
OG0016701	XP_020891213.1	evm.model.RL_3.463
OG0016702	XP_020890062.1	evm.model.RL_3.388
OG0016703	XP_002886567.1	evm.model.RL_3.421_evm.model.RL_3.420
OG0016704	XP_020891024.1	evm.model.RL_3.278
OG0016705	XP_020882319.1	evm.model.RL_7.2718
OG0016706	XP_020880007.1	evm.model.RL_7.2631
OG0016707	XP_020879761.1	evm.model.RL_7.2618
OG0016708	XP_020881091.1	evm.model.RL_7.2583
OG0016709	XP_002876870.2	evm.model.RL_7.2543
OG0016711	XP_020881751.1	evm.model.RL_7.2513
OG0016712	XP_020882384.1	evm.model.RL_7.2472
OG0016713	XP_020882216.1	evm.model.RL_7.2440
OG0016714	XP_002875299.2	evm.model.RL_7.2416
OG0016715	XP_020882407.1	evm.model.RL_7.2376
OG0016716	XP_020880229.1	evm.model.RL_7.2360
OG0016717	XP_020880866.1	evm.model.RL_7.2251
OG0016718	XP_020882137.1	evm.model.RL_7.2226
OG0016719	XP_002875422.1	evm.model.RL_2.7
OG0016720	XP_002877109.1	evm.model.RL_7.2198
OG0016721	XP_002875510.2	evm.model.RL_7.2091
OG0016722	XP_020885998.1	evm.model.RL_1.2297
OG0016725	XP_002887102.1	evm.model.RL_3.1087
OG0016726	XP_020889946.1	evm.model.RL_3.1078
OG0016727	XP_002888548.1	evm.model.RL_3.1048
OG0016729	XP_020891032.1	evm.model.RL_3.1007
OG0016730	XP_020891352.1	evm.model.RL_3.970
OG0016731	XP_002888424.1	evm.model.RL_3.943
OG0016732	XP_002886947.1	evm.model.RL_3.932
OG0016733	XP_002888327.1	evm.model.RL_3.900
OG0016734	XP_020890902.1	evm.model.RL_3.800
OG0016735	XP_002886790.1	evm.model.RL_3.869
OG0016736	XP_002886767.1	evm.model.RL_3.797
OG0016737	XP_002891990.2	evm.model.RL_3.647
OG0016738	XP_020868341.1	evm.model.RL_3.775
OG0016739	XP_020889713.1	evm.model.RL_3.8
OG0016740	XP_002891507.1	evm.model.RL_3.12
OG0016741	XP_020890676.1	evm.model.RL_3.36
OG0016742	XP_020865598.1	evm.model.RL_3.208
OG0016743	XP_002886454.1	evm.model.RL_3.218
OG0016744	XP_002888031.1	evm.model.RL_3.255
OG0016745	XP_020865662.1	evm.model.RL_3.264
OG0016746	XP_020891320.1	evm.model.RL_3.260
OG0016747	XP_002882778.2	evm.model.RL_1.1153
OG0016748	XP_002869656.1	evm.model.RL_2.2093
OG0016749	XP_002869629.1	evm.model.RL_2.2127
OG0016750	XP_020873661.1	evm.model.RL_2.2131
OG0016751	XP_020873727.1	evm.model.RL_2.2134
OG0016752	XP_020883632.1	evm.model.RL_6.2195
OG0016753	XP_020889485.1	evm.model.RL_1.821
OG0016754	XP_020887230.1	evm.model.RL_1.861
OG0016756	XP_002884755.1	evm.model.RL_1.888
OG0016758	XP_020878459.1	evm.model.RL_4.3202
OG0016759	XP_020888387.1	evm.model.RL_1.912
OG0016760	XP_002882665.2	evm.model.RL_1.946
OG0016761	XP_002882689.1	evm.model.RL_1.974
OG0016762	XP_002884827.1	evm.model.RL_1.1012
OG0016763	XP_020878187.1	evm.model.RL_4.2587
OG0016764	XP_002882733.1	evm.model.RL_1.1052
OG0016765	XP_020889322.1	evm.model.RL_1.2617
OG0016766	XP_020881787.1	evm.model.RL_8.2461
OG0016767	XP_020877456.1	evm.model.RL_8.985
OG0016768	XP_002864034.1, XP_002862542.2	evm.model.RL_8.1102
OG0016769	XP_002864036.2	evm.model.RL_8.1104.1.687c8559
OG0016770	XP_002865791.1	evm.model.RL_8.1145
OG0016771	XP_020884082.1, XP_002865807.2	evm.model.RL_8.1160
OG0016772	XP_002864089.1	evm.model.RL_8.1203
OG0016773	XP_002864093.1	evm.model.RL_8.1210
OG0016774	XP_002864127.2	evm.model.RL_8.1275
OG0016775	XP_020871155.1	evm.model.RL_8.1277
OG0016776	XP_020866013.1	evm.model.RL_8.1283
OG0016777	XP_002864137.1	evm.model.RL_8.1286
OG0016778	XP_020871109.1	evm.model.RL_8.1312
OG0016779	XP_020880591.1	evm.model.RL_8.1318
OG0016780	XP_002865928.2	evm.model.RL_8.1370
OG0016782	XP_020883035.1	evm.model.RL_8.1403
OG0016783	XP_020871676.1	evm.model.RL_8.1445
OG0016784	XP_020886477.1	evm.model.RL_8.1613
OG0016785	XP_020871295.1	evm.model.RL_8.1665
OG0016786	XP_002864446.1	evm.model.RL_8.1707
OG0016787	XP_020871931.1	evm.model.RL_8.1734.1.687c855d
OG0016788	XP_002866168.1	evm.model.RL_8.1759
OG0016789	XP_020877523.1	evm.model.RL_8.1787.5.687c855d
OG0016790	XP_020871733.1	evm.model.RL_8.1819.1.687c855e
OG0016791	XP_020871181.1	evm.model.RL_8.1825
OG0016792	XP_020881277.1	evm.model.RL_8.1868
OG0016793	XP_020878388.1	evm.model.RL_4.2349
OG0016794	XP_020878313.1	evm.model.RL_4.2432
OG0016795	XP_020878522.1	evm.model.RL_4.2445
OG0016796	XP_002871469.1	evm.model.RL_4.2458
OG0016797	XP_020875894.1	evm.model.RL_4.2471
OG0016798	XP_002871446.1	evm.model.RL_4.2488
OG0016799	XP_002873484.2	evm.model.RL_4.2497.1.687c86d9
OG0016800	XP_002873479.1	evm.model.RL_4.2507, evm.model.RL_4.2503
OG0016801	XP_020876743.1	evm.model.RL_4.2514
OG0016802	XP_002871422.1	evm.model.RL_4.2534
OG0016803	XP_020879118.1	evm.model.RL_4.2548
OG0016804	XP_002873449.1	evm.model.RL_4.2549
OG0016805	XP_020879336.1	evm.model.RL_4.2572
OG0016806	XP_002871395.1	evm.model.RL_4.2585
OG0016807	XP_020878488.1	evm.model.RL_4.2646
OG0016808	XP_020877308.1	evm.model.RL_4.2655
OG0016809	XP_020877303.1	evm.model.RL_4.2663
OG0016810	XP_002871359.1	evm.model.RL_4.2667
OG0016811	XP_002873382.1	evm.model.RL_4.2668
OG0016812	XP_020877925.1	evm.model.RL_4.2718
OG0016813	XP_002871306.2	evm.model.RL_4.2744
OG0016814	XP_020878898.1	evm.model.RL_4.2750
OG0016815	XP_020878236.1	evm.model.RL_4.2753
OG0016816	XP_020876117.1	evm.model.RL_4.2811
OG0016817	XP_002868009.1	evm.model.RL_2.1366
OG0016818	XP_020872369.1	evm.model.RL_2.1371
OG0016819	XP_002870053.1	evm.model.RL_2.1387
OG0016820	XP_002870032.1	evm.model.RL_2.1421
OG0016821	XP_002867963.1	evm.model.RL_2.1460
OG0016822	XP_020874434.1	evm.model.RL_2.1480
OG0016823	XP_002867941.1	evm.model.RL_2.1493
OG0016824	XP_020872409.1	evm.model.RL_2.1522
OG0016825	XP_002869946.1	evm.model.RL_2.1563
OG0016826	XP_020872050.1	evm.model.RL_2.1565
OG0016827	XP_002869936.1	evm.model.RL_2.1577
OG0016828	XP_002867881.1	evm.model.RL_2.1585
OG0016829	XP_020874074.1	evm.model.RL_2.1613
OG0016830	XP_002869899.1	evm.model.RL_2.1629
OG0016831	XP_002867843.2	evm.model.RL_2.1652
OG0016832	XP_020873439.1	evm.model.RL_2.1676
OG0016833	XP_020873370.1	evm.model.RL_2.1694
OG0016834	XP_020873474.1	evm.model.RL_2.1738
OG0016835	XP_002893772.1	evm.model.RL_5.2616
OG0016836	XP_002893808.2	evm.model.RL_5.2563
OG0016837	XP_020868489.1	evm.model.RL_5.2554
OG0016838	XP_002891110.1	evm.model.RL_5.2526
OG0016839	XP_020868813.1	evm.model.RL_5.2520
OG0016840	XP_020870292.1	evm.model.RL_5.2448
OG0016841	XP_002870428.1	evm.model.RL_2.632
OG0016842	XP_002891298.1	evm.model.RL_5.2317
OG0016843	XP_002893943.1	evm.model.RL_5.2383.2.687c88bb
OG0016844	XP_020869128.1	evm.model.RL_5.2391
OG0016845	XP_002866241.1	evm.model.RL_8.1869
OG0016846	XP_020870936.1	evm.model.RL_5.2247
OG0016847	XP_002891361.1	evm.model.RL_5.2259
OG0016848	XP_020868435.1	evm.model.RL_5.2262
OG0016849	XP_002894037.1	evm.model.RL_5.2264
OG0016850	XP_002893484.1	evm.model.RL_5.3126
OG0016851	XP_020870503.1	evm.model.RL_5.3128.1.687c88c0
OG0016852	XP_020870160.1	evm.model.RL_5.2298
OG0016853	XP_020870196.1	evm.model.RL_5.3105
OG0016854	XP_020869939.1	evm.model.RL_5.3124
OG0016855	XP_020868995.1	evm.model.RL_5.3064
OG0016858	XP_002890786.1	evm.model.RL_5.3031
OG0016860	XP_020867535.1	evm.model.RL_5.2960
OG0016861	XP_020883596.1	evm.model.RL_6.468
OG0016862	XP_002878863.1	evm.model.RL_6.470
OG0016863	XP_002890830.1	evm.model.RL_5.2951
OG0016864	XP_002893582.1	evm.model.RL_5.2913
OG0016866	XP_020867053.1	evm.model.RL_5.2883
OG0016867	XP_020869494.1	evm.model.RL_5.2873
OG0016868	XP_002890893.1	evm.model.RL_5.2860
OG0016869	XP_020872814.1	evm.model.RL_2.3077
OG0016870	XP_002869062.1	evm.model.RL_2.3101
OG0016871	XP_002869056.1	evm.model.RL_2.3109
OG0016872	XP_020875620.1	evm.model.RL_2.3152.1.687c86e8
OG0016873	XP_002866993.1	evm.model.RL_2.3192
OG0016874	XP_002869013.1	evm.model.RL_2.3214
OG0016875	XP_020874415.1	evm.model.RL_2.3236
OG0016876	XP_002878628.1	evm.model.RL_6.172
OG0016877	XP_020874588.1	evm.model.RL_2.3311
OG0016878	XP_002868939.1	evm.model.RL_2.3334
OG0016879	XP_002868929.1	evm.model.RL_2.3361
OG0016880	XP_002866879.1	evm.model.RL_2.3371
OG0016881	XP_020874439.1	evm.model.RL_2.3379
OG0016882	XP_020874126.1	evm.model.RL_2.3384
OG0016883	XP_002866832.1	evm.model.RL_2.3415
OG0016884	XP_002868878.1	evm.model.RL_2.3433
OG0016885	XP_020872800.1	evm.model.RL_2.3447
OG0016886	XP_002868856.1	evm.model.RL_2.3455
OG0016887	XP_002866805.1	evm.model.RL_2.3473
OG0016888	XP_020873871.1	evm.model.RL_2.3476
OG0016889	XP_020875711.1	evm.model.RL_2.3489
OG0016890	XP_020872529.1	evm.model.RL_2.3496
OG0016891	XP_020872201.1	evm.model.RL_2.3500
OG0016893	XP_020873943.1	evm.model.RL_2.586
OG0016894	XP_002870493.2, XP_002870495.1	evm.model.RL_2.545
OG0016895	XP_020875716.1	evm.model.RL_2.455.1.687c86e0
OG0016896	XP_020872371.1	evm.model.RL_2.447
OG0016897	XP_002870791.1	evm.model.RL_2.295
OG0016898	XP_020872972.1	evm.model.RL_2.294
OG0016899	XP_020872948.1	evm.model.RL_2.291
OG0016900	XP_002868697.1	evm.model.RL_2.248
OG0016901	XP_002868691.1	evm.model.RL_2.242
OG0016903	XP_020868762.1	evm.model.RL_5.879
OG0016904	XP_020886666.1	evm.model.RL_1.53
OG0016905	XP_020880659.1	evm.model.RL_7.1777
OG0016906	XP_020867081.1	evm.model.RL_5.2774.1.687c88bd
OG0016907	XP_002874524.1	evm.model.RL_8.898
OG0016908	XP_020877521.1	evm.model.RL_8.910
OG0016909	XP_002877551.1	evm.model.RL_7.1660
OG0016910	XP_020885700.1	evm.model.RL_6.1520
OG0016911	XP_002879469.2	evm.model.RL_6.1465
OG0016912	XP_002881292.1	evm.model.RL_6.1452
OG0016913	XP_002865435.2	evm.model.RL_4.551.1.687c86cf
OG0016915	XP_020869244.1	evm.model.RL_4.630
OG0016916	XP_020876968.1	evm.model.RL_4.1021
OG0016917	XP_002865567.1, XP_002865566.1	evm.model.RL_4.739
OG0016918	XP_002872481.1	evm.model.RL_8.788
OG0016919	XP_002872483.1	evm.model.RL_8.784
OG0016920	XP_002874655.1	evm.model.RL_8.693
OG0016921	XP_002872587.1	evm.model.RL_8.638
OG0016922	XP_020877657.1	evm.model.RL_8.546
OG0016923	XP_002874791.1	evm.model.RL_8.511
OG0016924	XP_020878596.1, XP_002874793.1	evm.model.RL_8.506
OG0016925	XP_020876496.1	evm.model.RL_8.432
OG0016926	XP_002874835.2	evm.model.RL_8.416
OG0016927	XP_020876423.1	evm.model.RL_8.402.1.687c97bc
OG0016928	XP_002892454.1	evm.model.RL_5.693
OG0016929	XP_020869320.1	evm.model.RL_4.411
OG0016930	XP_002863465.1	evm.model.RL_4.265
OG0016931	XP_020886596.1	evm.model.RL_1.1361
OG0016932	XP_002870422.1	evm.model.RL_2.637
OG0016933	XP_002863334.1	evm.model.RL_4.35
OG0016934	XP_002865111.2	evm.model.RL_4.25
OG0016935	XP_002865130.1	evm.model.RL_4.69
OG0016936	XP_020871866.1	evm.model.RL_2.577
OG0016937	XP_020874473.1	evm.model.RL_2.621
OG0016938	XP_002863342.1	evm.model.RL_4.46
OG0016939	XP_020874807.1	evm.model.RL_2.623
OG0016941	XP_020886463.1	evm.model.RL_1.2451
OG0016942	XP_002885750.2	evm.model.RL_1.2453
OG0016943	XP_002868421.1	evm.model.RL_2.628
OG0016944	XP_020886282.1	evm.model.RL_1.2523
OG0016945	XP_020874830.1	evm.model.RL_2.606
OG0016946	XP_020874290.1	evm.model.RL_2.639
OG0016947	XP_020875762.1	evm.model.RL_2.797
OG0016948	XP_020876178.1	evm.model.RL_2.816
OG0016949	XP_020872699.1	evm.model.RL_2.856
OG0016950	XP_002870359.1	evm.model.RL_2.873
OG0016951	XP_002870337.2	evm.model.RL_2.913
OG0016952	XP_002870332.2	evm.model.RL_2.927
OG0016953	XP_020874242.1	evm.model.RL_2.1017
OG0016954	XP_002870275.1	evm.model.RL_2.1019
OG0016955	XP_020874251.1	evm.model.RL_2.1021
OG0016956	XP_020874809.1	evm.model.RL_2.1025
OG0016958	XP_002870237.1	evm.model.RL_2.1068
OG0016959	XP_002870743.1	evm.model.RL_2.239
OG0016960	XP_020872951.1	evm.model.RL_2.237
OG0016961	XP_020871738.1	evm.model.RL_8.2856
OG0016962	XP_020874713.1	evm.model.RL_2.34
OG0016963	XP_020874308.1	evm.model.RL_2.58
OG0016964	XP_020874952.1	evm.model.RL_2.146
OG0016965	XP_002868586.1	evm.model.RL_2.151
OG0016966	XP_002868583.1	evm.model.RL_2.156
OG0016967	XP_020874693.1	evm.model.RL_2.167
OG0016968	XP_020874354.1	evm.model.RL_2.177
OG0016969	XP_020874355.1	evm.model.RL_2.178
OG0016970	XP_002872893.1	evm.model.RL_8.228
OG0016971	XP_020883656.1	evm.model.RL_6.2960
OG0016972	XP_020885098.1	evm.model.RL_6.2958
OG0016973	XP_020882915.1	evm.model.RL_6.2934
OG0016974	XP_020884110.1	evm.model.RL_6.2905
OG0016975	XP_020884422.1	evm.model.RL_6.2894
OG0016976	XP_002882093.1	evm.model.RL_6.2835
OG0016977	XP_020883296.1	evm.model.RL_6.2827
OG0016978	XP_020882699.1	evm.model.RL_6.2801
OG0016979	XP_020883019.1	evm.model.RL_6.2767
OG0016980	XP_002880181.1	evm.model.RL_6.2683
OG0016981	XP_002880149.2	evm.model.RL_6.2633
OG0016983	XP_020883433.1	evm.model.RL_6.2533
OG0016984	XP_020882651.1	evm.model.RL_6.2522
OG0016985	XP_020885148.1	evm.model.RL_6.2515
OG0016986	XP_020881016.1	evm.model.RL_7.415
OG0016987	XP_020883362.1	evm.model.RL_6.2459
OG0016988	XP_002881890.1	evm.model.RL_6.2443
OG0016989	XP_002880007.1	evm.model.RL_6.2412
OG0016991	XP_020884164.1	evm.model.RL_6.2287
OG0016992	XP_020883865.1	evm.model.RL_6.2274
OG0016993	XP_020877369.1	evm.model.RL_4.3410
OG0016994	XP_020878666.1	evm.model.RL_4.3409
OG0016995	XP_020876632.1	evm.model.RL_4.3402
OG0016996	XP_002873011.2	evm.model.RL_4.3386
OG0016997	XP_002870921.1	evm.model.RL_4.3382
OG0016998	XP_020878692.1	evm.model.RL_4.3380.4.687c86de
OG0016999	XP_002873014.1	evm.model.RL_4.3377
OG0017000	XP_002873022.1	evm.model.RL_4.3352
OG0017001	XP_020878113.1	evm.model.RL_4.3349
OG0017002	XP_020879312.1	evm.model.RL_4.3329
OG0017003	XP_002870960.1	evm.model.RL_4.3316
OG0017004	XP_020878999.1	evm.model.RL_4.3315
OG0017005	XP_002870970.1	evm.model.RL_4.3301
OG0017006	XP_020877320.1	evm.model.RL_4.3261
OG0017007	XP_020879485.1	evm.model.RL_4.3189
OG0017008	XP_020878423.1	evm.model.RL_4.3124
OG0017009	XP_002871897.1	evm.model.RL_4.1683
OG0017010	XP_002871929.1	evm.model.RL_4.1624
OG0017011	XP_002873993.1	evm.model.RL_4.1610
OG0017012	XP_020879152.1	evm.model.RL_4.1614.4.687c86d4
OG0017013	XP_020877552.1	evm.model.RL_4.1561
OG0017014	XP_020876822.1	evm.model.RL_4.1550
OG0017015	XP_020877316.1	evm.model.RL_4.1481
OG0017016	XP_020879278.1	evm.model.RL_4.1456
OG0017017	XP_002872020.2	evm.model.RL_4.1445
OG0017018	XP_002866357.1	evm.model.RL_8.2068
OG0017019	XP_002866334.2	evm.model.RL_8.2033
OG0017020	XP_002866534.1	evm.model.RL_8.2387
OG0017021	XP_002866564.1	evm.model.RL_8.2429
OG0017022	XP_020869712.1	evm.model.RL_8.2442
OG0017023	XP_020881892.1	evm.model.RL_8.2480
OG0017024	XP_020869254.1	evm.model.RL_8.2488
OG0017025	XP_002864925.1	evm.model.RL_8.2566
OG0017026	XP_002864932.1	evm.model.RL_8.2579
OG0017027	XP_002866647.1	evm.model.RL_8.2588
OG0017028	XP_020879780.1	evm.model.RL_8.2598
OG0017029	XP_020871936.1	evm.model.RL_8.2599
OG0017030	XP_020882360.1	evm.model.RL_8.2636
OG0017031	XP_002864963.2	evm.model.RL_8.2645
OG0017032	XP_002864975.1	evm.model.RL_8.2663
OG0017033	XP_002866691.1	evm.model.RL_8.2674
OG0017034	XP_020884736.1	evm.model.RL_8.2682
OG0017035	XP_002866697.2	evm.model.RL_8.2694
OG0017036	XP_002864995.2	evm.model.RL_8.2697.1.687c8563
OG0017037	XP_020890136.1	evm.model.RL_8.2736
OG0017038	XP_002865039.1	evm.model.RL_8.2754
OG0017039	XP_002864968.1	evm.model.RL_8.2784
OG0017041	XP_002887679.1	evm.model.RL_3.2140
OG0017042	XP_020871822.1	evm.model.RL_8.2850
OG0017043	XP_020889867.1, XP_020871743.1	evm.model.RL_8.2858
OG0017044	XP_020878527.1	evm.model.RL_8.10
OG0017045	XP_002875033.1	evm.model.RL_8.52
OG0017046	XP_020878288.1	evm.model.RL_8.118
OG0017047	XP_002872919.1	evm.model.RL_8.144
OG0017048	XP_020879360.1	evm.model.RL_8.146
OG0017049	XP_002875013.1	evm.model.RL_8.152
OG0017050	XP_002874983.1	evm.model.RL_8.227
OG0017051	XP_020870153.1	evm.model.RL_5.3125
OG0017052	XP_020878972.1	evm.model.RL_8.158
OG0017053	XP_002872832.1	evm.model.RL_8.276
OG0017054	XP_020882661.1	evm.model.RL_4.440
OG0017055	XP_020871033.1	evm.model.RL_4.497
OG0017056	XP_020871031.1	evm.model.RL_4.506
OG0017057	XP_020871044.1	evm.model.RL_4.507
OG0017058	XP_002865418.1	evm.model.RL_4.530
OG0017059	XP_002879414.2	evm.model.RL_6.1362
OG0017060	XP_002881202.1	evm.model.RL_6.1279
OG0017061	XP_002881198.1	evm.model.RL_6.1265
OG0017062	XP_020883431.1	evm.model.RL_6.1245
OG0017063	XP_002879306.1	evm.model.RL_6.1202
OG0017064	XP_002879283.1	evm.model.RL_6.1174
OG0017065	XP_002879267.1	evm.model.RL_6.1148
OG0017066	XP_020874440.1, XP_020885229.1	evm.model.RL_6.1101
OG0017068	XP_020885249.1	evm.model.RL_6.998
OG0017069	XP_002881005.1	evm.model.RL_6.976
OG0017070	XP_002881000.1	evm.model.RL_6.969
OG0017071	XP_002879098.1	evm.model.RL_6.942
OG0017072	XP_020883811.1	evm.model.RL_6.912
OG0017073	XP_002880952.1	evm.model.RL_6.908
OG0017074	XP_020885561.1	evm.model.RL_6.876
OG0017075	XP_020883133.1	evm.model.RL_6.774
OG0017076	XP_020883665.1	evm.model.RL_6.751
OG0017077	XP_002880816.1	evm.model.RL_6.715
OG0017078	XP_002878995.1	evm.model.RL_6.725
OG0017079	XP_020885257.1	evm.model.RL_6.722
OG0017080	XP_020884780.1	evm.model.RL_6.577
OG0017081	XP_002878969.1	evm.model.RL_6.570
OG0017082	XP_002880781.1	evm.model.RL_6.556
OG0017083	XP_020884531.1	evm.model.RL_6.538
OG0017084	XP_002880762.1	evm.model.RL_6.535
OG0017085	XP_020885231.1	evm.model.RL_6.531
OG0017086	XP_020874706.1	evm.model.RL_2.26
OG0017087	XP_002880709.1	evm.model.RL_6.502
OG0017088	XP_020872611.1	evm.model.RL_2.2264
OG0017089	XP_020875635.1	evm.model.RL_2.2262
OG0017090	XP_002869562.1	evm.model.RL_2.2259
OG0017091	XP_002867506.1	evm.model.RL_2.2251.3.687c86e5
OG0017092	XP_002869566.1	evm.model.RL_2.2250
OG0017093	XP_002867510.1	evm.model.RL_2.2246
OG0017094	XP_002884268.1	evm.model.RL_1.50
OG0017095	XP_020886667.1	evm.model.RL_1.52
OG0017096	XP_020888081.1	evm.model.RL_1.41, evm.model.RL_1.42
OG0017097	XP_020886461.1	evm.model.RL_1.35.4.687c87e9
OG0017098	XP_020886564.1	evm.model.RL_1.21
OG0017099	XP_020886381.1	evm.model.RL_1.13
OG0017100	XP_020873660.1	evm.model.RL_2.2156
OG0017101	XP_002869608.1	evm.model.RL_2.2643, evm.model.RL_2.2166
OG0017102	XP_020873483.1	evm.model.RL_2.2179
OG0017103	XP_002867537.1	evm.model.RL_2.2204
OG0017104	XP_002869597.1	evm.model.RL_2.2186
OG0017106	XP_020886902.1	evm.model.RL_1.132
OG0017107	XP_020889333.1	evm.model.RL_1.199
OG0017108	XP_020886252.1	evm.model.RL_1.209
OG0017109	XP_020886847.1	evm.model.RL_1.212
OG0017111	XP_020887898.1	evm.model.RL_1.252
OG0017112	XP_020888663.1	evm.model.RL_1.264
OG0017113	XP_002882300.1	evm.model.RL_1.285
OG0017114	XP_002884423.1	evm.model.RL_1.322
OG0017115	XP_020888475.1	evm.model.RL_1.378
OG0017116	XP_002884468.1	evm.model.RL_1.393
OG0017117	XP_020886522.1	evm.model.RL_1.402
OG0017118	XP_020886782.1	evm.model.RL_1.446
OG0017119	XP_002882417.1	evm.model.RL_1.470
OG0017120	XP_002884536.1	evm.model.RL_1.514
OG0017123	XP_020886925.1	evm.model.RL_1.537
OG0017124	XP_020886926.1	evm.model.RL_1.539
OG0017125	XP_020887523.1	evm.model.RL_1.582
OG0017126	XP_002882475.1	evm.model.RL_1.586
OG0017127	XP_020887451.1	evm.model.RL_1.593
OG0017128	XP_002884612.1	evm.model.RL_1.627
OG0017129	XP_002882501.2	evm.model.RL_1.638
OG0017130	XP_002884639.1	evm.model.RL_1.672
OG0017131	XP_002884647.1	evm.model.RL_1.683
OG0017132	XP_020889567.1	evm.model.RL_1.703
OG0017133	XP_002882544.1	evm.model.RL_1.717
OG0017134	XP_002882565.1	evm.model.RL_1.752
OG0017135	XP_002884676.1	evm.model.RL_1.755
OG0017136	XP_002884702.1	evm.model.RL_1.793
OG0017137	XP_002879864.1	evm.model.RL_6.2152
OG0017138	XP_020884180.1	evm.model.RL_6.2105
OG0017139	XP_002881665.1	evm.model.RL_6.2071
OG0017140	XP_020884598.1	evm.model.RL_6.2069
OG0017141	XP_002881659.1, XP_002879803.1	evm.model.RL_6.2064
OG0017142	XP_002881633.1	evm.model.RL_6.2031
OG0017143	XP_002862909.1, XP_002879785.1	evm.model.RL_6.2027
OG0017145	XP_020885531.1	evm.model.RL_6.2003
OG0017146	XP_020883730.1	evm.model.RL_6.1708
OG0017147	XP_002881465.1	evm.model.RL_6.1767
OG0017148	XP_020883838.1	evm.model.RL_6.1799
OG0017149	XP_002881512.1	evm.model.RL_6.1833
OG0017150	XP_020882976.1	evm.model.RL_6.1812
OG0017151	XP_002881548.1	evm.model.RL_6.1808
OG0017152	XP_020882844.1	evm.model.RL_6.1952
OG0017153	XP_002890098.1	evm.model.RL_5.1385
OG0017154	XP_002892871.1	evm.model.RL_5.1409, evm.model.RL_5.1410
OG0017155	XP_020867561.1	evm.model.RL_5.1452
OG0017157	XP_020870429.1	evm.model.RL_5.1503.1.687c88b4
OG0017158	XP_002890199.1	evm.model.RL_5.1546
OG0017159	XP_020866550.1	evm.model.RL_5.1556
OG0017160	XP_002890213.1	evm.model.RL_5.1567
OG0017161	XP_020867666.1	evm.model.RL_5.1599
OG0017162	XP_002892999.1	evm.model.RL_5.1666
OG0017163	XP_002892984.1	evm.model.RL_5.1639
OG0017164	XP_020866418.1	evm.model.RL_5.1680
OG0017165	XP_002893004.1	evm.model.RL_5.1689
OG0017166	XP_020867222.1	evm.model.RL_5.1694
OG0017167	XP_020868934.1	evm.model.RL_5.1706
OG0017168	XP_020867020.1	evm.model.RL_5.1748
OG0017169	XP_020870087.1	evm.model.RL_5.1779
OG0017170	XP_020870295.1	evm.model.RL_5.1790
OG0017171	XP_002891592.1	evm.model.RL_5.1976
OG0017172	XP_002890416.2	evm.model.RL_5.3652
OG0017173	XP_020869214.1	evm.model.RL_5.3603
OG0017174	XP_020867400.1	evm.model.RL_5.3590.1.687c88c3
OG0017175	XP_020866891.1	evm.model.RL_5.3588
OG0017176	XP_002890455.1	evm.model.RL_5.3583
OG0017177	XP_002890465.1	evm.model.RL_5.3574
OG0017178	XP_020867413.1	evm.model.RL_5.3530
OG0017180	XP_020867352.1	evm.model.RL_5.3502
OG0017181	XP_020866587.1	evm.model.RL_5.2677
OG0017182	XP_002890528.1	evm.model.RL_5.3493
OG0017183	XP_020868531.1	evm.model.RL_5.3481
OG0017184	XP_002890549.1	evm.model.RL_5.3463
OG0017185	XP_020866282.1	evm.model.RL_5.3452
OG0017186	XP_020868788.1	evm.model.RL_5.3385
OG0017187	XP_020868087.1	evm.model.RL_5.3379
OG0017188	XP_020868236.1	evm.model.RL_5.3347
OG0017189	XP_020868965.1	evm.model.RL_5.3312
