Orthogroup	Arabidopsis_lyrata_NCBI	Erysimum_linariifolium
OG0014885	XP_002884823.1	El005G246360
OG0014886	XP_002882715.1	El005G246550
OG0014887	XP_020888276.1	El005G246620
OG0014888	XP_002882723.1	El005G246870
OG0014889	XP_002884879.1	El005G247850
OG0014890	XP_002884889.1	El005G247990
OG0014891	XP_002884882.1	El005G247900
OG0014892	XP_020888318.1	El005G248150
OG0014893	XP_020877472.1	El001G011480
OG0014894	XP_002865749.1	El007G345160
OG0014895	XP_002874485.1	El001G011510
OG0014896	XP_020878542.1	El007G344880
OG0014897	XP_002885450.1	El005G259870
OG0014898	XP_020880388.1	El007G344180
OG0014899	XP_002889681.1	El002G090910
OG0014900	XP_002865816.1	El007G343630
OG0014901	XP_002865817.1	El007G343580
OG0014902	XP_002862984.2, XP_020871587.1	El007G343500
OG0014903	XP_002864077.1	El007G343360
OG0014904	XP_002864091.1	El007G343130
OG0014905	XP_020882918.1	El007G342790
OG0014907	XP_002862981.1	El007G342280
OG0014908	XP_002864121.1	El007G342160
OG0014909	XP_002865872.1	El007G342140
OG0014910	XP_020871145.1	El007G342100
OG0014911	XP_002864144.1	El007G341710
OG0014912	XP_020890172.1	El007G341550
OG0014913	XP_020890179.1	El007G341540
OG0014914	XP_002864156.1	El007G341480
OG0014915	XP_002865899.1	El007G341460
OG0014916	XP_002865900.2	El007G341450
OG0014917	XP_002865911.1, XP_002862543.1	El007G341200
OG0014918	XP_020868019.1	El007G341050
OG0014919	XP_020881351.1	El007G341000
OG0014920	XP_020871995.1	El007G340710
OG0014921	XP_002865969.1	El007G339840
OG0014922	XP_002864225.1	El007G340030
OG0014923	XP_020866763.1	El007G340210
OG0014924	XP_002864243.1	El007G339670
OG0014925	XP_020888513.1	El007G339640
OG0014926	XP_002865980.1	El007G339460
OG0014927	XP_020884385.1	El007G338870
OG0014928	XP_002864329.1	El007G338000
OG0014929	XP_020871989.1	El007G337510
OG0014931	XP_020890015.1	El007G347980
OG0014932	XP_020871602.1	El007G336690
OG0014933	XP_020871596.1	El007G336620
OG0014934	XP_002864399.1	El007G336530
OG0014935	XP_020891033.1	El007G336030
OG0014936	XP_002866130.1	El007G335940
OG0014937	XP_002864445.1	El007G335840
OG0014939	XP_002864470.1	El007G335340
OG0014940	XP_002864476.2	El007G335220
OG0014941	XP_020885444.1	El007G335210
OG0014942	XP_002864494.1	El007G334820
OG0014943	XP_020890930.1	El007G334800
OG0014944	XP_020890946.1	El007G334790
OG0014945	XP_020871747.1	El007G334310
OG0014946	XP_002864523.1	El007G333940
OG0014947	XP_020877208.1	El007G333920
OG0014948	XP_002866230.1	El007G333810
OG0014949	XP_020889662.1	El007G333720
OG0014950	XP_002864538.1	El007G333630
OG0014951	XP_002866251.1	El007G333400
OG0014952	XP_020872018.1	El007G333380
OG0014953	XP_020878944.1	El005G264570
OG0014954	XP_002872352.1	El001G011600
OG0014955	XP_020877587.1	El001G068310
OG0014956	XP_002873610.1	El001G068300
OG0014957	XP_020878743.1	El001G068610
OG0014958	XP_020877284.1	El001G068840
OG0014959	XP_002871515.1	El001G069360
OG0014960	XP_002871502.2	El001G069660
OG0014961	XP_020879446.1	El001G070080, El001G070070, El006G303810, El001G045160
OG0014962	XP_002873518.1	El001G070110
OG0014963	XP_020878518.1	El001G070240
OG0014964	XP_002871471.1	El001G070330
OG0014965	XP_002873507.1	El001G070350
OG0014966	XP_002871455.1	El001G070560
OG0014967	XP_020879522.1	El001G070840
OG0014968	XP_002873491.1	El001G070870
OG0014969	XP_002881566.1	El006G292090
OG0014970	XP_020876713.1	El001G070980
OG0014971	XP_002871443.1	El001G071010
OG0014972	XP_002873482.1	El001G071040
OG0014973	XP_020876754.1	El001G071220
OG0014974	XP_020876729.1	El001G071230
OG0014975	XP_020876767.1	El001G071450
OG0014976	XP_020876707.1	El001G071480
OG0014977	XP_020876749.1	El001G071550
OG0014978	XP_002871419.1	El001G071610
OG0014979	XP_002871411.1	El001G071790
OG0014980	XP_002871410.1	El001G071810
OG0014981	XP_002873433.1	El001G072040
OG0014982	XP_020877275.1	El002G125140, El001G072370
OG0014983	XP_020877277.1	El001G072420
OG0014984	XP_002873401.1	El001G072580
OG0014985	XP_020878585.1	El001G072590
OG0014986	XP_020877317.1	El001G072910
OG0014987	XP_020877029.1	El001G073440
OG0014988	XP_002871318.1	El001G073470
OG0014989	XP_002871303.1	El001G073750
OG0014990	XP_002873318.1	El001G074170
OG0014991	XP_002871274.1	El001G074270
OG0014992	XP_020876114.1	El001G074370
OG0014993	XP_020875847.1	El001G074460
OG0014994	XP_002870120.1	El003G169920
OG0014995	XP_020875333.1	El003G169730
OG0014996	XP_002870106.1	El003G169710
OG0014997	XP_002870087.1	El003G169140
OG0014998	XP_002870086.1	El003G169130
OG0014999	XP_002870046.1	El003G168190
OG0015000	XP_020872693.1	El003G168050
OG0015001	XP_020873058.1	El003G167910
OG0015002	XP_020872783.1	El003G167890
OG0015003	XP_002867982.1	El003G167840
OG0015004	XP_002867976.1	El003G167570
OG0015005	XP_020875072.1	El003G167540
OG0015006	XP_020874545.1	El003G167110
OG0015007	XP_020874541.1	El003G167000
OG0015008	XP_020875336.1	El003G166700
OG0015009	XP_002867926.1	El003G166260
OG0015010	XP_020874508.1	El003G166250
OG0015011	XP_020874059.1	El003G166200
OG0015012	XP_002867893.1	El003G165750
OG0015013	XP_020873101.1	El003G165330
OG0015014	XP_002869925.1	El003G165260
OG0015015	XP_002867872.1	El003G165190
OG0015016	XP_002892981.1	El002G102150
OG0015017	XP_020875590.1	El003G164900
OG0015018	XP_020872905.1	El003G164800
OG0015019	XP_020876222.1	El001G067230
OG0015020	XP_002867854.1	El003G164730
OG0015021	XP_002869885.1	El003G164590
OG0015022	XP_020873497.1	El003G164530
OG0015023	XP_020873325.1	El003G164490
OG0015024	XP_020873257.1	El003G164260
OG0015025	XP_020873824.1	El003G164120
OG0015026	XP_020873234.1	El003G164070
OG0015027	XP_020873610.1	El003G163720
OG0015028	XP_020873677.1	El003G162980
OG0015029	XP_020873339.1	El003G162800
OG0015030	XP_020873634.1	El003G162620
OG0015031	XP_002869799.1	El003G162580
OG0015033	XP_020873406.1	El003G160940
OG0015034	XP_002867679.1	El003G160670
OG0015035	XP_002891011.1	El002G120340
OG0015036	XP_020866584.1	El002G120400
OG0015037	XP_020870159.1	El002G120440
OG0015038	XP_020866610.1	El002G120630
OG0015039	XP_002893753.2	El002G120650
OG0015040	XP_002893759.1	El002G120960
OG0015041	XP_020867958.1	El002G120980
OG0015042	XP_020870499.1	El002G121020
OG0015043	XP_020866635.1	El002G121070
OG0015044	XP_002891083.1	El002G122600
OG0015045	XP_002891089.1	El002G122640
OG0015046	XP_020868951.1	El002G122910
OG0015047	XP_002891108.1	El002G123240
OG0015048	XP_002891182.1	El002G123940
OG0015049	XP_020866466.1	El002G123850
OG0015050	XP_020868625.1	El002G123820
OG0015051	XP_002891198.1	El002G123580
OG0015052	XP_020870094.1	El002G125020
OG0015053	XP_002893915.1	El002G125220
OG0015054	XP_002891221.2	El002G125240
OG0015055	XP_020870054.1	El002G125250
OG0015056	XP_002891225.1	El002G125410
OG0015057	XP_002893987.1	El002G128000
OG0015058	XP_002891285.2	El002G127770
OG0015059	XP_002893975.1	El002G127610
OG0015060	XP_020868437.1	El002G127240
OG0015061	XP_020869455.1	El002G127080
OG0015062	XP_020869343.1	El002G126910
OG0015063	XP_002893944.1	El002G126780
OG0015064	XP_002891251.2	El002G126310
OG0015065	XP_002891306.2	El002G128450
OG0015066	XP_020873959.1	El003G171350
OG0015067	XP_020869567.1	El002G130620
OG0015068	XP_020866594.1	El002G130480, El002G130440
OG0015069	XP_002891362.1	El002G130150
OG0015070	XP_002891343.1	El002G129420
OG0015071	XP_020866940.1	El002G126140
OG0015072	XP_020870558.1	El002G128850
OG0015073	XP_002891320.1	El002G128860
OG0015074	XP_020869075.1	El002G128920
OG0015075	XP_002863762.1	El007G357060
OG0015076	XP_020870512.1	El002G130960
OG0015077	XP_020867333.1	El002G113530
OG0015078	XP_020886699.1	El005G261590
OG0015079	XP_020866751.1	El002G113390
OG0015080	XP_020866752.1	El002G113400
OG0015081	XP_002866438.1	El007G329320
OG0015082	XP_002890765.1	El002G113850
OG0015083	XP_020867486.1	El002G114000
OG0015084	XP_020868984.1	El002G115090
OG0015085	XP_002893573.1	El002G115660
OG0015086	XP_020866852.1	El002G115840
OG0015087	XP_020867365.1	El002G116050
OG0015088	XP_020867363.1	El002G116080
OG0015089	XP_002893597.2	El002G116180
OG0015090	XP_020869707.1	El002G116200
OG0015091	XP_020869912.1	El002G117170
OG0015092	XP_002890884.1	El002G117300
OG0015093	XP_020867592.1	El002G117350
OG0015094	XP_002869091.1	El003G146900
OG0015095	XP_002869079.2	El003G146670
OG0015096	XP_020874218.1	El003G146340
OG0015097	XP_020873048.1	El003G146250
OG0015098	XP_020875264.1	El003G146190, El003G146220
OG0015099	XP_020874929.1	El003G146130
OG0015100	XP_020874031.1	El003G146090
OG0015101	XP_002867031.1	El003G145980
OG0015102	XP_002867017.1	El003G145800
OG0015103	XP_002869023.1	El003G145400
OG0015104	XP_002869018.1	El003G145360
OG0015105	XP_020873916.1	El003G145340
OG0015106	XP_002866988.1	El003G145330
OG0015107	XP_020873055.1	El003G146270
OG0015108	XP_020873203.1	El003G145000
OG0015109	XP_020874889.1	El003G144940
OG0015110	XP_002866961.1	El003G144890
OG0015111	XP_002866959.1	El003G144860
OG0015112	XP_020874516.1	El003G144670
OG0015113	XP_002868423.1	El003G182920
OG0015114	XP_020872541.1	El003G144590
OG0015115	XP_002866931.1	El003G144290
OG0015116	XP_020873028.1	El003G144130
OG0015117	XP_002868956.1	El003G144090
OG0015118	XP_002866918.1	El003G143920
OG0015119	XP_020874989.1	El003G143880
OG0015120	XP_002866916.1	El003G143860
OG0015121	XP_020872881.1	El003G143650
OG0015122	XP_020875133.1	El003G143260
OG0015123	XP_020872269.1	El003G143230
OG0015124	XP_002868920.2	El003G143130
OG0015125	XP_020875420.1	El003G142880
OG0015126	XP_002866841.1	El003G142790
OG0015127	XP_002868888.1	El003G142610
OG0015128	XP_020875535.1	El003G142500
OG0015129	XP_002868869.1	El003G142340
OG0015130	XP_002866818.1	El003G142270
OG0015131	XP_020874401.1	El003G142170
OG0015132	XP_002868855.1	El003G142140
OG0015133	XP_002868853.1	El003G142120
OG0015134	XP_002866790.1	El003G141760
OG0015135	XP_002866792.1	El003G141790
OG0015136	XP_020872867.1	El003G141830
OG0015137	XP_020872868.1	El003G141850
OG0015138	XP_002866799.2	El003G141900
OG0015139	XP_020873873.1	El003G141920
OG0015140	XP_020872833.1	El003G141590
OG0015141	XP_020874847.1	El003G181560
OG0015142	XP_020875005.1	El003G185250
OG0015143	XP_002870473.1	El003G184130
OG0015144	XP_002870468.1	El003G183970
OG0015145	XP_020874554.1	El003G184350
OG0015146	XP_002888408.1	El004G213200
OG0015147	XP_020875666.1	El003G185530
OG0015148	XP_002868526.1	El003G185600
OG0015149	XP_002870570.1	El003G186290
OG0015150	XP_020874154.1	El003G186340
OG0015151	XP_002870875.2	El003G186700
OG0015152	XP_020875113.1	El003G187510
OG0015153	XP_002868763.1	El003G188260
OG0015154	XP_020875111.1	El003G188170
OG0015155	XP_020872976.1	El003G188990
OG0015156	XP_002868707.1	El003G189510, El001G009960, El001G011700
OG0015157	XP_020872923.1	El003G189700
OG0015158	XP_020872970.1	El003G189710
OG0015159	XP_002865230.1	El007G363890
OG0015160	XP_002890918.1	El002G117980
OG0015161	XP_002881375.1	El006G295990
OG0015163	XP_002881378.1	El006G295950
OG0015164	XP_002875755.1	El001G014910
OG0015165	XP_020880656.1	El001G014940
OG0015166	XP_002890953.1	El002G119090
OG0015167	XP_020884544.1	El006G295560
OG0015168	XP_020884546.1	El006G295600
OG0015169	XP_002879553.1	El006G295620
OG0015170	XP_020884540.1	El006G295700
OG0015171	XP_002881393.1	El006G295740
OG0015172	XP_020867439.1	El002G123040
OG0015173	XP_020879258.1	El001G010130
OG0015174	XP_020877463.1	El001G010640
OG0015175	XP_002874554.1	El001G010680
OG0015176	XP_020877488.1	El001G010810
OG0015177	XP_020877534.1	El003G177680, El001G010910
OG0015178	XP_020877458.1	El001G010920
OG0015179	XP_020868905.1	El002G125180
OG0015180	XP_002872388.1	El001G011350
OG0015181	XP_020884898.1	El006G296990
OG0015182	XP_002879481.1	El006G297190
OG0015183	XP_020885500.1	El006G297600
OG0015184	XP_002881310.2	El006G297910
OG0015185	XP_020885284.1	El006G297980
OG0015186	XP_002879468.1	El006G298190
OG0015187	XP_002881297.1	El006G298200
OG0015188	XP_020883851.1	El006G298320
OG0015189	XP_020885572.1	El006G298460
OG0015190	XP_020879625.1	El007G358540
OG0015191	XP_002865450.1	El007G358380
OG0015192	XP_002865451.2	El007G358370
OG0015193	XP_002863715.1	El007G358040
OG0015194	XP_020879686.1	El007G358050
OG0015195	XP_002865475.1	El007G357980
OG0015196	XP_002865486.1	El007G357560
OG0015197	XP_002863742.1	El007G357520
OG0015198	XP_020883847.1	El007G356940
OG0015199	XP_020869468.1	El007G356630
OG0015200	XP_020879092.1	El001G060320
OG0015201	XP_020885196.1	El007G359710
OG0015202	XP_020891377.1	El007G356520
OG0015203	XP_002865541.1	El007G356490
OG0015204	XP_002874604.1	El001G009330
OG0015205	XP_020876794.1	El001G009230
OG0015206	XP_020876854.1	El001G009190
OG0015207	XP_020876855.1	El001G009180
OG0015208	XP_002874613.1	El001G009170
OG0015209	XP_020876688.1	El001G009040
OG0015210	XP_002872516.1	El001G008810
OG0015211	XP_002874639.1	El001G008330
OG0015212	XP_020878345.1	El001G008260
OG0015213	XP_020875857.1	El001G008210
OG0015214	XP_020879098.1	El001G008130
OG0015215	XP_020876555.1	El001G008110
OG0015216	XP_002874659.1	El001G008100
OG0015217	XP_002874675.1	El001G007940
OG0015218	XP_002872555.1	El001G007830
OG0015219	XP_020876071.1	El001G007730
OG0015220	XP_002872569.1	El001G007700
OG0015221	XP_020878225.1	El001G007380
OG0015222	XP_002872605.1	El001G007370
OG0015223	XP_020875880.1	El001G007060
OG0015224	XP_020877669.1	El001G006900
OG0015225	XP_020877743.1	El001G006720
OG0015226	XP_002865608.2	El007G350000
OG0015227	XP_002867763.2	El003G162950
OG0015228	XP_020877725.1	El001G005790
OG0015229	XP_020877655.1	El001G005760
OG0015230	XP_002874794.1	El001G005640
OG0015231	XP_020877636.1	El001G005620
OG0015232	XP_002874798.1	El001G005570
OG0015233	XP_002874804.1	El001G005400
OG0015234	XP_020876621.1	El001G005190
OG0015235	XP_002872725.1	El001G004960
OG0015236	XP_002874838.1	El001G004710
OG0015237	XP_020871091.1	El007G360910
OG0015238	XP_002863555.1	El007G361430
OG0015239	XP_020891077.1	El007G361480
OG0015240	XP_020871640.1	El007G361580
OG0015241	XP_002865252.1	El007G363200
OG0015242	XP_020871508.1	El007G363760
OG0015243	XP_020888030.1	El007G363980
OG0015244	XP_020867421.1	El007G364050
OG0015246	XP_020890793.1	El004G225930
OG0015247	XP_020866532.1	El007G364260
OG0015248	XP_002865215.1	El007G364270
OG0015249	XP_002894505.1	El002G140400
OG0015251	XP_002865197.1	El007G364930
OG0015252	XP_020881063.1	El007G365020
OG0015253	XP_020867955.1	El002G085220
OG0015254	XP_020885010.1	El007G342700
OG0015255	XP_020888114.1	El007G366020
OG0015256	XP_002870425.1	El003G182530
OG0015257	XP_020874475.1	El003G183080
OG0015258	XP_020885538.1	El007G366530
OG0015259	XP_020882605.1	El007G366510
OG0015260	XP_020874441.1	El003G183390
OG0015261	XP_002883646.1	El005G269530
OG0015262	XP_002870443.1	El003G183470
OG0015263	XP_002883670.1	El005G269980
OG0015264	XP_002870448.1	El003G183540
OG0015265	XP_020876612.1	El003G179630
OG0015266	XP_002885704.2	El005G268930
OG0015267	XP_002869733.1	El003G160620
OG0015268	XP_020876939.1	El003G179060
OG0015269	XP_020889352.1	El005G268280
OG0015270	XP_002883563.1	El005G268270
OG0015271	XP_020876285.1	El003G177960
OG0015272	XP_002868349.1	El003G177070
OG0015273	XP_002870363.1	El003G176800
OG0015274	XP_020874977.1	El003G176100
OG0015275	XP_002868320.1	El003G175990
OG0015276	XP_020874510.1	El003G175210
OG0015277	XP_002870311.2	El003G175030
OG0015278	XP_020872160.1	El003G175000
OG0015279	XP_002883407.1	El005G263980
OG0015280	XP_002870276.1	El003G174170
OG0015281	XP_020875502.1	El003G172980
OG0015282	XP_020887248.1	El005G259790
OG0015283	XP_020872924.1	El003G189880
OG0015284	XP_002870728.1	El003G190490
OG0015285	XP_020873175.1	El003G190830
OG0015286	XP_020875357.1	El003G190880
OG0015287	XP_020874698.1	El003G191280
OG0015288	XP_002868636.1	El003G191840
OG0015289	XP_020874063.1	El003G192600
OG0015290	XP_002883685.1	El005G270160
OG0015291	XP_002880341.1	El006G279740
OG0015292	XP_002882139.1	El006G279820
OG0015293	XP_020883162.1	El007G348520
OG0015294	XP_002880334.2, XP_020874844.1	El006G279870
OG0015295	XP_002882132.1	El006G280030
OG0015296	XP_020883154.1	El006G280050
OG0015297	XP_002882131.2	El006G280060
OG0015298	XP_002882124.1	El006G280210
OG0015299	XP_020883001.1	El006G280220
OG0015300	XP_002880311.1	El006G280260
OG0015301	XP_002881750.1	El006G288500
OG0015302	XP_020885532.1	El006G280300
OG0015303	XP_002885095.1	El005G252210
OG0015304	XP_020883222.1	El006G280830
OG0015305	XP_020884265.1	El006G280990
OG0015306	XP_002880272.1	El006G281010
OG0015307	XP_020882876.1	El006G281200
OG0015308	XP_020885069.1	El006G281260
OG0015309	XP_020882703.1	El006G281440
OG0015310	XP_020885062.1	El006G281560
OG0015311	XP_020884943.1	El006G281720
OG0015312	XP_002880214.1	El006G282070
OG0015313	XP_002882038.1	El006G282400
OG0015314	XP_002880188.1	El006G282760
OG0015315	XP_002880187.1	El006G282770
OG0015316	XP_002880185.1	El006G282790
OG0015317	XP_020884589.1	El006G283050
OG0015318	XP_002880167.1	El006G283170
OG0015319	XP_002880165.1	El006G283190
OG0015320	XP_020882744.1	El006G283220
OG0015321	XP_020883937.1	El006G283300
OG0015322	XP_020883047.1	El006G283430
OG0015323	XP_002880151.1	El006G283460
OG0015324	XP_020885644.1	El006G283580
OG0015325	XP_002880143.1	El006G283680
OG0015326	XP_020882768.1	El006G283970
OG0015327	XP_002881961.1	El006G284380
OG0015328	XP_020884276.1	El006G284710
OG0015329	XP_002880076.1	El006G284820
OG0015330	XP_002880057.1	El006G285170
OG0015331	XP_020883600.1	El006G285310
OG0015332	XP_020884207.1	El006G285410
OG0015333	XP_020884587.1	El006G285440
OG0015334	XP_020883354.1	El006G285640
OG0015335	XP_002881886.1	El006G285810
OG0015336	XP_020885319.1	El006G285930
OG0015337	XP_020885410.1	El006G286000
OG0015338	XP_002880006.2	El006G286130
OG0015339	XP_020882992.1	El006G286240
OG0015340	XP_002880004.1	El006G286250
OG0015341	XP_002881866.1	El006G286340
OG0015342	XP_020883439.1	El006G286420
OG0015343	XP_002881846.1	El006G286650
OG0015344	XP_002879962.1	El006G287210
OG0015345	XP_002881828.1	El006G286900
OG0015346	XP_002879936.1	El006G287830
OG0015347	XP_002873007.1	El001G081720
OG0015348	XP_002873008.1	El001G081710
OG0015349	XP_020878788.1	El001G081370
OG0015350	XP_020878300.1	El001G081330
OG0015351	XP_002870943.1	El001G081180
OG0015352	XP_020878182.1	El001G081140
OG0015353	XP_020878475.1	El001G081070
OG0015354	XP_020876146.1	El001G080930
OG0015355	XP_002870965.1	El001G080850
OG0015356	XP_020877618.1	El001G080260
OG0015357	XP_002870986.1	El001G080190
OG0015358	XP_020878037.1	El001G079870
OG0015359	XP_020875849.1	El001G079840
OG0015360	XP_020878483.1	El001G079810
OG0015361	XP_020878745.1	El001G079600
OG0015362	XP_020871055.1	El007G340360
OG0015363	XP_020879481.1	El001G079360
OG0015364	XP_020879354.1	El001G079320
OG0015365	XP_020876833.1	El001G079030
OG0015366	XP_002871388.1	El001G072200
OG0015367	XP_020879121.1	El001G078980
OG0015368	XP_002873115.1	El001G078850
OG0015369	XP_002873119.1	El001G078790
OG0015370	XP_002873123.1	El001G078720
OG0015371	XP_002871075.1	El001G078530
OG0015372	XP_020878106.1	El001G078260
OG0015373	XP_020878108.1	El001G078250
OG0015374	XP_002873945.1	El001G060960
