Orthogroup	Arabidopsis_lyrata_NCBI	Aethionema_saxatile
OG0017334	XP_002877756.1	As010G220880
OG0017335	XP_002876018.2	As010G221220
OG0017336	XP_020879797.1	As010G221300
OG0017337	XP_020878091.1	As010G221680
OG0017338	XP_002875933.1	As010G222310
OG0017339	XP_002877634.1	As010G222380
OG0017340	XP_002875909.1	As010G222650
OG0017341	XP_002877606.1	As010G222870
OG0017342	XP_020880356.1	As010G222970
OG0017343	XP_020881544.1	As010G223300
OG0017344	XP_020879672.1	As010G223390
OG0017345	XP_002877565.1	As010G223590
OG0017346	XP_020880765.1	As010G224100
OG0017347	XP_002877513.1	As010G224250
OG0017348	XP_002877491.1	As010G224520
OG0017349	XP_002868306.2	As010G224840
OG0017350	XP_020882333.1	As010G225360
OG0017351	XP_020882326.1	As010G226160
OG0017352	XP_020882327.1	As010G226190
OG0017353	XP_002877331.1	As010G226300
OG0017354	XP_020880183.1	As010G226990
OG0017355	XP_002873983.1	As010G227400
OG0017356	XP_002887144.1	As010G227670
OG0017357	XP_020890981.1	As010G227870
OG0017358	XP_002871585.1	As010G229080
OG0017359	XP_002888633.1	As010G229700
OG0017360	XP_002887148.1	As010G230590
OG0017361	XP_002888685.1	As010G231350
OG0017362	XP_002888705.1	As010G232110
OG0017363	XP_020889982.1	As010G232210
OG0017364	XP_002864008.1	As010G232530
OG0017365	XP_020890389.1	As010G232580
OG0017366	XP_002887239.1	As010G232600
OG0017367	XP_020890538.1	As010G232780
OG0017368	XP_020891070.1	As010G233550
OG0017369	XP_020891067.1	As010G233560
OG0017370	XP_002888793.1	As010G233670
OG0017371	XP_002887339.1	As010G233870
OG0017372	XP_002888819.1	As010G233990
OG0017373	XP_020866188.1, XP_020889709.1	As010G234010
OG0017374	XP_020890592.1	As010G234330
OG0017375	XP_020889797.1	As010G235480
OG0017376	XP_020890666.1	As010G235520
OG0017377	XP_002887686.1	As010G235990
OG0017378	XP_020891155.1	As010G236020
OG0017379	XP_002889139.1	As010G236110
OG0017380	XP_002887666.1	As010G236440
OG0017381	XP_020891474.1	As010G236720
OG0017382	XP_020890180.1	As010G236820
OG0017383	XP_020891319.1	As010G236840
OG0017384	XP_002889066.1	As010G237310
OG0017385	XP_020865899.1	As010G237630
OG0017386	XP_020889665.1	As010G237700
OG0017387	XP_002893065.1	As010G238070
OG0017388	XP_002887568.1	As010G238560
OG0017389	XP_002887551.1	As010G238860
OG0017390	XP_020891466.1	As010G239180
OG0017391	XP_002873946.2	As010G239320
OG0017392	XP_020889879.1	As010G239420
OG0017393	XP_020873887.1	As010G239520
OG0017394	XP_002887503.1	As010G239810
OG0017395	XP_020890520.1	As010G239930
OG0017396	XP_020891597.1	As010G240210
OG0017397	XP_002888923.1	As010G240300
OG0017398	XP_020890507.1	As010G240530
OG0017399	XP_002887466.1	As010G240810
OG0017400	XP_020890795.1	As010G241210
OG0017401	XP_020890467.1	As010G241910
OG0017402	XP_020890459.1	As010G242120
OG0017403	XP_002889232.2	As010G242500
OG0017404	XP_020890016.1	As010G242890
OG0017405	XP_020865602.1	As010G242950
OG0017406	XP_020890546.1	As010G243120
OG0017407	XP_002887806.1	As010G243240
OG0017408	XP_020891161.1	As010G243360
OG0017409	XP_020890175.1	As010G244090
OG0017411	XP_020891641.1	As010G244440
OG0017412	XP_020891640.1	As010G244460
OG0017413	XP_020891107.1	As010G244580
OG0017414	XP_020885864.1	As011G244800
OG0017415	XP_002884949.1	As011G245010
OG0017416	XP_020888715.1	As011G245220
OG0017417	XP_020888685.1	As011G245530
OG0017418	XP_020888911.1	As011G245660
OG0017419	XP_020888926.1	As011G245740
OG0017420	XP_020886815.1	As011G246720
OG0017421	XP_002882884.1	As011G246730
OG0017422	XP_020888829.1	As011G247160
OG0017423	XP_020886303.1	As011G247250
OG0017424	XP_002882915.1	As011G247270
OG0017426	XP_020889493.1	As011G247820
OG0017427	XP_020887440.1	As011G248460
OG0017428	XP_020889149.1	As011G248670
OG0017429	XP_002883027.1	As011G248990
OG0017430	XP_002883094.1	As011G249950
OG0017431	XP_002883132.1	As011G250500
OG0017432	XP_020889532.1	As011G250530
OG0017433	XP_020887457.1	As011G251100
OG0017434	XP_020887981.1	As011G251320, As011G257260
OG0017435	XP_020887491.1	As011G251690
OG0017436	XP_002885321.2	As011G251730
OG0017437	XP_002885324.1	As011G251800
OG0017438	XP_020887587.1	As011G251830
OG0017439	XP_020886411.1	As011G251850
OG0017440	XP_020887249.1	As011G253410
OG0017441	XP_002885434.1	As011G253620
OG0017442	XP_020889387.1	As011G253630
OG0017443	XP_002885454.1	As011G253740
OG0017444	XP_020888456.1	As011G253750
OG0017445	XP_020886716.1	As011G254470
OG0017446	XP_020873069.1	As011G254660
OG0017447	XP_002885522.1	As011G254670
OG0017448	XP_020888865.1	As011G255200
OG0017449	XP_002883453.1	As011G255660
OG0017451	XP_020887899.1	As011G256600
OG0017452	XP_002883551.1	As011G256900
OG0017453	XP_020887087.1	As011G257510
OG0017454	XP_002880696.1	As011G258860
OG0017455	XP_020887057.1	As011G259390
OG0017456	XP_020889549.1	As011G259850
OG0017457	XP_020888617.1	As011G260710
OG0017458	XP_002883803.1	As011G260920
OG0017459	XP_002885810.1	As011G261410
OG0017460	XP_002885891.1	As011G262020
OG0017461	XP_002883829.2	As011G262190
OG0017463	XP_020886225.1	As011G263370
OG0017464	XP_020887614.1	As011G264230
OG0017465	XP_020889261.1	As011G264420
OG0017466	XP_020887343.1, XP_020886304.1	As011G264660
OG0017467	XP_020885852.1	As011G264750
OG0017468	XP_020888399.1	As011G265270
OG0017469	XP_002886259.2	As011G265620
OG0017470	XP_020888902.1	As011G266090
OG0017471	XP_002886001.1	As011G266720
OG0017472	XP_002886274.1	As011G267000
OG0017473	XP_020887253.1	As011G267080
OG0017474	XP_020872562.1	As011G267310
OG0017475	XP_002884222.1	As011G267470
OG0017476	XP_002886304.1	As011G267490
OG0017477	XP_020887701.1	As011G267540
OG0017478	XP_002886313.1	As011G267600
OG0017479	XP_002884230.1	As011G267610
OG0017480	XP_020870487.1	As012G267760
OG0017481	XP_002891857.1	As012G267990
OG0017482	XP_002894523.1	As012G268170
OG0017483	XP_002891845.1	As012G268300
OG0017484	XP_020868739.1	As012G268760
OG0017485	XP_002891818.1	As012G268860
OG0017486	XP_020870242.1	As012G268880
OG0017487	XP_020870244.1	As012G268890
OG0017488	XP_002891797.1	As012G269090
OG0017489	XP_002891781.1	As012G269340
OG0017490	XP_002891766.1	As012G269510
OG0017491	XP_020867151.1	As012G270000
OG0017492	XP_002891728.1	As012G270020
OG0017493	XP_002891705.1	As012G270550
OG0017494	XP_002894385.1	As012G270610
OG0017495	XP_002894263.1	As012G272020
OG0017496	XP_002894260.1	As012G272070
OG0017497	XP_002894245.1	As012G272300
OG0017498	XP_002891545.1	As012G272490
OG0017499	XP_020868357.1	As012G273340
OG0017500	XP_020867901.1	As012G273400
OG0017501	XP_020866339.1	As012G273420
OG0017502	XP_002894123.1	As012G273520
OG0017503	XP_002872815.1	As012G273580
OG0017504	XP_020868394.1	As012G273840
OG0017505	XP_020873960.1	As012G274210
OG0017506	XP_002868147.1	As012G274240
OG0017507	XP_002870209.1	As012G274740
OG0017508	XP_020874637.1	As012G274840
OG0017509	XP_002870213.1	As012G274850
OG0017510	XP_002893618.1	As012G275060
OG0017511	XP_002881340.1	As012G275330
OG0017512	XP_020882747.1	As012G275390
OG0017513	XP_020880642.1	As012G275720
OG0017514	XP_020880637.1	As012G275730
OG0017515	XP_020881946.1	As012G276220
OG0017516	XP_002877887.1	As012G276290
OG0017517	XP_002877896.1	As012G276550
OG0017518	XP_002876179.1	As012G276570
OG0017519	XP_002876221.1	As012G277530
OG0017520	XP_020880452.1	As012G277590
OG0017521	XP_002876224.1	As012G277600
OG0017522	XP_020881323.1	As012G277660
OG0017523	XP_020881320.1	As012G278100
OG0017524	XP_002877978.1	As012G279520
OG0017525	XP_002876249.1	As012G279810
OG0017526	XP_020882447.1	As012G280000
OG0017527	XP_020879704.1	As012G281010
OG0017528	XP_002878012.1	As012G281300
OG0017529	XP_002878015.1	As012G281340
OG0017530	XP_020880457.1	As012G281740
OG0017531	XP_020880022.1	As012G281930
OG0017532	XP_002878034.1	As012G281950
OG0017533	XP_002876317.1	As012G282090
OG0017534	XP_002878051.1	As012G282370
OG0017535	XP_002876337.1	As012G282420
OG0017536	XP_002878065.1	As012G282570
OG0017537	XP_002878080.1	As012G282840
OG0017538	XP_020880242.1	As012G283060
OG0017539	XP_020881527.1	As012G283850
OG0017540	XP_002878159.1	As012G284040
OG0017541	XP_002878232.1	As012G284930
OG0017542	XP_020880573.1	As012G285060
OG0017543	XP_002876486.1	As012G285160
OG0017544	XP_020880945.1	As012G285820
OG0017545	XP_020879728.1	As012G285830
OG0017546	XP_020880129.1	As012G286320
OG0017547	XP_020882541.1	As012G286730
OG0017548	XP_002876581.1	As012G286890
OG0017549	XP_002876583.1	As012G286940
OG0017550	XP_002876639.1	As012G287820
OG0017551	XP_002876666.1	As012G288120
OG0017552	XP_002878468.1	As012G288460
OG0017553	XP_002878474.1	As012G288680
OG0017554	XP_020882121.1	As012G289260
OG0017555	XP_002876723.1	As012G289360
OG0017556	XP_020880421.1	As012G289400
OG0017751	XP_020872535.1	As001G000580
OG0017752	XP_020874604.1	As001G000610
OG0017753	XP_020872537.1	As001G001420
OG0017754	XP_020875706.1	As001G003390
OG0017755	XP_002869309.1	As001G004160
OG0017756	XP_020872423.1	As001G004690
OG0017757	YP_009357312.1, YP_009357326.1	As209G297110
OG0017758	XP_002891605.1	As001G013660
OG0017759	XP_020872044.1	As001G014550
OG0017760	XP_020874359.1	As001G015100
OG0017761	XP_002867211.2	As001G016170
OG0017762	XP_020870216.1	As001G016780
OG0017763	XP_020869844.1	As001G016950
OG0017764	XP_002890994.1	As001G017030
OG0017765	XP_020873934.1	As001G017220
OG0017766	XP_002891902.2	As001G018460
OG0017767	XP_002891959.1	As001G019040
OG0017768	XP_020890169.1	As001G020500
OG0017769	XP_020890491.1	As001G020560
OG0017770	XP_020891400.1	As001G020980
OG0017771	XP_020891312.1	As001G022000
OG0017772	XP_020880178.1	As001G022330
OG0017773	XP_002875066.1	As001G022390
OG0017774	XP_020881290.1	As001G022440
OG0017775	XP_020881112.1	As001G022510
OG0017776	XP_020882228.1	As001G022640
OG0017777	XP_002876773.1	As001G022880
OG0017778	XP_020880948.1	As001G023820
OG0017779	XP_002875187.1	As001G023890
OG0017781	XP_020881394.1, XP_020881399.1	As001G024030
OG0017782	XP_020879982.1	As001G025500
OG0017783	XP_002875340.1	As001G025670
OG0017784	XP_020882607.1	As001G026190
OG0017785	XP_020881453.1	As001G026220
OG0017786	XP_020880856.1	As001G026760
OG0017787	XP_020881937.1	As001G027160
OG0017788	XP_020880646.1	As001G027740
OG0017789	XP_020891051.1	As001G028890
OG0017790	XP_002876785.1	As001G028930
OG0017791	XP_002888465.1	As001G029180
OG0017792	XP_002888427.1	As001G029340
OG0017793	XP_002886950.1	As001G029350
OG0017794	XP_002864369.1	As001G030080
OG0017795	XP_020891375.1	As001G030620
OG0017796	XP_002886403.1	As001G031410
OG0017797	XP_002884751.2	As002G034690
OG0017798	XP_002869542.1	As002G035490
OG0017799	XP_020888220.1	As002G037590
OG0017800	XP_002872369.1	As002G039270
OG0017801	XP_002864049.1	As002G041910
OG0017802	XP_002864090.1	As002G042770
OG0017803	XP_002865866.1	As002G043470
OG0017804	XP_002864195.1	As002G044490
OG0017805	XP_020871947.1	As002G044580
OG0017806	XP_002870024.1	As003G057210, As002G045270
OG0017807	XP_002864310.1	As002G045440
OG0017808	XP_002866001.1	As002G045720
OG0017809	XP_020879931.1	As002G048870
OG0017810	XP_020881654.1	As002G049360
OG0017811	XP_002873605.1	As002G050380
OG0017812	XP_020877360.1	As002G050620
OG0017814	XP_020878311.1	As002G053060
OG0017815	XP_002871397.1	As002G053360, As002G053380
OG0017816	XP_020878495.1	As002G053910
OG0017817	XP_002871343.1	As002G054300
OG0017818	XP_020878164.1, XP_020878145.1	As002G054350
OG0017820	XP_002873336.1	As002G054830
OG0017821	XP_002871275.1	As002G055250
OG0017823	XP_002870091.1	As003G056020
OG0017824	XP_020872063.1	As003G056300
OG0017825	XP_020886952.1	As003G056940
OG0017826	XP_002867972.2	As003G057310
OG0017827	XP_020874816.1	As003G057790
OG0017828	XP_020872908.1	As003G059180
OG0017829	XP_020873491.1	As003G060560
OG0017830	XP_002862304.1, XP_020882824.1	As003G061150
OG0017831	XP_020873697.1	As003G061670
OG0017832	XP_002893770.1	As003G062790
OG0017833	XP_002891160.1	As003G063560
OG0017834	XP_020868791.1	As003G063980
OG0017835	XP_002893919.1	As003G064210
OG0017836	XP_020866534.1	As003G064280
OG0017837	XP_002891289.1	As003G064570
OG0017838	XP_002893972.2	As003G064660
OG0017839	XP_002893959.1	As003G064880
OG0017840	XP_002893541.1	As003G069280
OG0017841	XP_020867375.1	As003G070390
OG0017842	XP_020867373.1	As003G070610
OG0017843	XP_020869351.1	As003G071100
OG0017844	XP_020866069.1	As003G071150
OG0017845	XP_020875519.1	As003G071800
OG0017846	XP_002869070.1	As003G071980
OG0017847	XP_020874495.1	As003G073350
OG0017848	XP_002868999.1	As003G073450
OG0017849	XP_020873166.1	As003G073610
OG0017850	XP_020874623.1	As003G073750
OG0017851	XP_002866932.1	As003G074080
OG0017852	XP_002866920.1	As003G074370
OG0017853	XP_020872880.1	As003G074740
OG0017854	XP_020872065.1	As003G075140
OG0017855	XP_002870539.2	As004G077270
OG0017856	XP_002868533.2	As004G077320
OG0017857	XP_020872361.1	As004G077760
OG0017858	XP_020872937.1	As004G078410
OG0017859	XP_002881367.2	As004G078680
OG0017860	XP_020883105.1	As004G079810
OG0017861	XP_002872426.1	As004G080340
OG0017862	XP_002872417.2	As004G080510
OG0017863	XP_020883005.1	As004G081010
OG0017864	XP_020883190.1	As004G081610
OG0017865	XP_020871545.1	As004G082460
OG0017866	XP_020888527.1	As004G082620
OG0017867	XP_002863791.1	As004G082640
OG0017868	XP_002874600.1	As004G083290
OG0017869	XP_020878460.1	As004G083560
OG0017870	XP_002874614.1	As004G083580
OG0017871	XP_002874640.1	As004G083910
OG0017872	XP_020879099.1	As004G084070
OG0017873	XP_020876558.1	As004G084110
OG0017874	XP_002872578.1	As004G084470
OG0017875	XP_002874735.2	As004G084840
OG0017876	XP_020877692.1	As004G085320
OG0017877	XP_002865279.2	As004G087610
OG0017878	XP_020866142.1	As004G088030
OG0017879	XP_002865222.1	As004G088280
OG0017880	XP_020885397.1	As004G088820
OG0017881	XP_020881207.1	As004G089080
OG0017882	XP_002865167.1	As004G089160
OG0017883	XP_020865684.1	As004G089540
OG0017884	XP_002868426.1	As004G090170
OG0017885	XP_020871862.1	As004G090570
OG0017886	XP_002890709.2	As007G161930, As004G093870, As004G093880, As004G091090, As007G161910, As007G161890
OG0017887	XP_020873187.1	As004G092010
OG0017888	XP_020873935.1	As004G092540
OG0017889	XP_002863230.2	As004G092760
OG0017891	XP_020875764.1	As004G093400
OG0017892	XP_002863277.1	As004G093470
OG0017893	XP_020876554.1	As004G093760
OG0017894	XP_020874767.1	As004G094490
OG0017895	XP_002868337.1	As004G094830
OG0017896	XP_020872046.1	As004G095090
OG0017897	XP_002868316.1	As004G095100
OG0017898	XP_020875477.1	As004G095250
OG0017899	XP_002868294.1	As004G095310
OG0017900	XP_020872162.1	As004G095630
OG0017901	XP_002870229.2	As004G096650
OG0017902	XP_002878210.1	As004G096840
OG0017903	XP_002870698.1	As004G097370
OG0017904	XP_020875463.1	As004G097740
OG0017905	XP_020883419.1	As005G099870
OG0017906	XP_002882091.1	As005G100150
OG0017907	XP_002882074.1	As005G100470
OG0017908	XP_002882013.2	As005G101690
OG0017909	XP_002882007.1	As005G101780
OG0017910	XP_020884775.1	As005G102410
OG0017911	XP_002880097.1	As005G102970
OG0017912	XP_002880024.1	As005G104210
OG0017913	XP_002881883.1	As005G104340
OG0017914	XP_002880012.1	As005G104420
OG0017915	XP_002881874.1	As005G104570
OG0017916	XP_020884631.1	As005G105090
OG0017917	XP_020884224.1	As005G105220
OG0017918	XP_020876309.1	As005G106330
OG0017919	XP_020879337.1	As005G106350
OG0017920	XP_020879361.1	As005G106360
OG0017921	XP_020877922.1	As005G106510
OG0017922	XP_002873023.1	As005G106910
OG0017923	XP_002876552.1	As005G108240
OG0017924	XP_002873105.1	As005G108460
OG0017925	XP_020877023.1	As005G110150
OG0017926	XP_002871955.1	As005G112220
OG0017927	XP_020886409.1	As005G114540
OG0017928	XP_020886190.1	As005G115480
OG0017929	XP_020881014.1	As005G115920
OG0017930	XP_002864904.1	As005G117490
OG0017931	XP_002864917.1	As005G117740
OG0017932	XP_002865063.1	As005G120290
OG0017933	XP_002866759.1	As005G120430
OG0017934	XP_020871938.1	As005G120600
OG0017935	XP_020871820.1	As005G120760, As010G220320
OG0017936	XP_002875050.1	As006G121040
OG0017937	XP_020878530.1	As006G121050
OG0017938	XP_020879346.1	As006G121160
OG0017939	XP_002872950.2	As006G121500
OG0017940	XP_002872904.1	As006G121930
OG0017941	XP_002874995.1	As006G121960
OG0017942	XP_020877582.1	As006G122340
OG0017943	XP_002872842.1	As006G123210
OG0017944	XP_002879445.1	As006G125580
OG0017945	XP_020882665.1	As006G126920
OG0017946	XP_020885477.1	As006G128580
OG0017947	XP_020885083.1	As006G128660
OG0017948	XP_020868709.1	As006G129660
OG0017949	XP_002879063.1	As006G130630
OG0017950	XP_020870234.1	As006G131380
OG0017951	XP_020884535.1	As006G131640
OG0017952	XP_002878887.1	As006G132110
OG0017953	XP_002882179.1	As006G132850
OG0017954	XP_002882174.1	As006G133060
OG0017955	XP_020887543.1	As006G133140, As006G139910
OG0017956	XP_020885945.1	As006G133160
OG0017957	XP_020886562.1	As006G133450
OG0017958	XP_020886382.1	As006G133510
OG0017959	XP_002872982.1	As006G133620
OG0017960	XP_002884684.2	As006G133770
OG0017961	XP_020875800.1	As006G133800
OG0017962	XP_002872990.1	As006G133940
OG0017963	XP_020873799.1	As006G134390
OG0017964	XP_020873435.1	As006G134440
OG0017965	XP_020873456.1	As006G134540
OG0017966	XP_020889335.1	As006G135860
OG0017967	XP_002884370.1	As006G136360
OG0017968	XP_002884382.1	As006G136520
OG0017969	XP_002882296.2	As006G136570
OG0017970	XP_020887851.1	As006G136640
OG0017971	XP_020888938.1	As006G136650
OG0017972	XP_020885937.1	As006G137710
OG0017973	XP_020887954.1	As006G137800
OG0017974	XP_002884467.1	As006G137970
OG0017975	XP_020871578.1	As006G138490
OG0017976	XP_002884507.2	As006G138570
OG0017977	XP_020888112.1	As006G138580
OG0017978	XP_002884521.2	As006G138980
OG0017979	XP_020886800.1	As006G139130
OG0017980	XP_002882465.1	As006G139930
OG0017981	XP_020887989.1	As006G141210
OG0017982	XP_020885964.1	As006G141370
OG0017983	XP_020889463.1	As006G141650
OG0017984	XP_020887214.1	As006G142070
OG0017985	XP_002884698.1	As006G142090
OG0017986	XP_002881650.1	As006G143810
OG0017987	XP_020883184.1	As006G144840
OG0017988	XP_002879603.1	As006G144910, As006G144920
OG0017989	XP_020884562.1	As006G144960
OG0017990	XP_002881503.1	As006G145960
OG0017991	XP_002881563.2	As006G147540
OG0017993	XP_002892860.2	As007G151950
OG0017994	XP_002890108.1	As007G152140
OG0017995	XP_002890109.1	As007G152170
OG0017996	XP_002892929.1	As007G153340
OG0017997	XP_002892961.1	As007G154090
OG0017998	XP_020869445.1	As007G154470
OG0017999	XP_020869728.1	As007G154980
OG0018000	XP_020869850.1	As007G155450
OG0018001	XP_020868233.1	As007G156340
OG0018002	XP_020869060.1	As007G156420
OG0018003	XP_002890375.1	As007G156430
OG0018004	XP_020869054.1	As007G156470
OG0018005	XP_020870306.1	As007G157500
OG0018006	XP_020870940.1	As007G158510
OG0018007	XP_002865604.1	As007G158780
OG0018008	XP_020867328.1	As007G158940
OG0018009	XP_002890570.1	As007G159340
OG0018010	XP_002890590.1	As007G159680
OG0018011	XP_020869227.1	As007G160230
OG0018012	XP_002893401.1	As007G160750
OG0018013	XP_002893429.1	As007G161410
OG0018014	XP_020868731.1	As007G162210
OG0018015	XP_020873504.1	As007G162950
OG0018016	XP_020873718.1	As007G164020
OG0018017	XP_002869674.1	As007G164800
OG0018018	XP_020884513.1	As007G176790
OG0018019	XP_020884417.1	As007G176910
OG0018020	XP_020883032.1	As007G177340
