Orthogroup	Erysimum_linariifolium	Capsella_rubella
OG0018844	El005G271670	XP_023641915.1, XP_023641913.1, XP_006296262.2
OG0018845	El005G275210	XP_006299554.1
OG0018847	El007G366330, El007G322190	XP_006281252.1
OG0018848	El001G080790	XP_006287439.1
OG0018849	El001G076370	XP_006287719.1
OG0018850	El001G074880	XP_006288178.1
OG0018851	El001G074690	XP_006287355.1
OG0018852	El003G168640	XP_006285069.2
OG0018854	El003G162650	XP_006282470.1
OG0018855	El003G193400	XP_006285363.1
OG0018856	El003G168610	XP_023633626.1
OG0018858	El001G063440	XP_006289374.1
OG0018859	El001G046610	XP_023639206.1
OG0018860	El001G019320	XP_006292208.1
OG0018861	El001G060460	XP_023637367.1
OG0018862	El002G087160	XP_006304652.1
OG0018866	El002G110170	XP_006304126.1
OG0018867	El002G112620	XP_006304562.2
OG0018868	El002G117570	XP_023632964.1
OG0018871	El002G140710	XP_023633221.1
OG0018876	El004G219200	XP_006301122.1
OG0018877	El004G222490	XP_006303098.2, XP_006303112.2
OG0018878	El004G224670	XP_023643784.1
OG0018882	El005G267290	XP_006299165.1
OG0018885	El006G318430	XP_023639498.1
OG0018886	El006G317690	XP_023640018.1
OG0018889	El006G294160	XP_023640379.1, XP_006296005.2
OG0018890	El006G288010	XP_023640513.1
OG0018893	El001G042810	XP_006292354.1
OG0018894	El001G046270	XP_023638849.1
OG0018896	El001G056050, El001G055950	XP_023637482.1
OG0018898	El001G047780	XP_006288217.1
OG0018899	El001G009790	XP_023636403.1
OG0018900	El003G153110	XP_006282513.1
OG0018901	El003G159110	XP_006282516.1
OG0018902	El003G160810	XP_023634153.1
OG0018903	El003G185650	XP_006283473.1
OG0018904	El003G193030	XP_006284960.1
OG0018905	El003G193100	XP_006283184.1
OG0018906	El007G356620	XP_006282133.1
OG0018908	El007G343810	XP_006282381.1
OG0018911	El007G326970	XP_006280846.1
OG0018940	El004G221040	XP_006300392.2
OG0018941	El003G151870	XP_023633636.1
OG0018942	El002G118180	XP_006306362.2
OG0018943	El002G119010	XP_006303200.1
OG0018944	El004G209430	XP_023643351.1
OG0018945	El004G208590	XP_006302933.1
OG0018946	El004G206360	XP_023643304.1
OG0018947	El001G038010	XP_023638585.1
OG0018948	El001G038940	XP_006292192.1
OG0018949	El001G039110	XP_006292788.1
OG0018951	El001G043600, El001G043610	XP_006292292.2
OG0018953	El007G345190	XP_006280391.1
OG0018954	El007G344560	XP_006282350.1
OG0018955	El007G341170	XP_006280057.1
OG0018958	El001G072180	XP_006288929.1
OG0018960	El003G163660	XP_023643299.1
OG0018961	El002G120490	XP_006306820.1
OG0018963	El002G127560	XP_006305092.2
OG0018964	El003G144400	XP_006284684.1
OG0018966	El003G142040	XP_023633704.1
OG0018967	El006G295550	XP_006294940.1
OG0018968	El002G120230	XP_006305399.1
OG0018969	El006G298410	XP_006295461.1
OG0018970	El007G355350	XP_023633494.1
OG0018973	El003G177980	XP_006283821.1
OG0018975	El003G161080	XP_023633805.1
OG0018976	El007G322680	XP_006281378.1
OG0018978	El001G080470, El001G080540	XP_006288838.1
OG0018980	El006G308700	XP_006296236.1
OG0018982	El006G290930	XP_006295472.1
OG0018984	El002G099970	XP_023644764.1
OG0018985	El002G112790	XP_006306769.2
OG0018988	El002G095220	XP_023632674.1
OG0018991	El002G084950	XP_006305695.1
OG0018992	El002G084410	XP_023645606.1
OG0018993	El001G061700	XP_006290021.1
OG0018996	El001G018400	XP_006291175.1
OG0018997	El001G016880	XP_006292129.1
OG0018999	El001G013200	XP_006292479.1, XP_006279383.1
OG0019000	El004G220590	XP_006301824.2
OG0019001	El004G223640	XP_023643671.1
OG0019002	El004G231670	XP_006302785.2
OG0019003	El005G252630	XP_023642717.1
OG0019004	El005G253740	XP_006298086.1
OG0019006	El005G263910	XP_006300084.1
OG0019008	El005G276260	XP_006296736.1
OG0019009	El002G140930	XP_023645354.1
OG0019012	El002G133010	XP_023632864.1
OG0019013	El003G171930	XP_023635255.1
OG0019014	El001G024010	XP_006292739.1
OG0019015	El001G031930	XP_006292117.1
OG0019018	El002G135870	XP_006307201.1
OG0019022	El002G132180	XP_023645107.1, XP_023644527.1
OG0019023	El001G014030	XP_006292895.1
OG0019024	El001G020330	XP_006291976.1
OG0019025	El001G022760	XP_006292093.2
OG0019027	El001G026120	XP_023638953.1
OG0019028	El003G170680	XP_023634099.1
OG0019029	El006G292650	XP_006294778.1
OG0019031	El004G229010	XP_006302992.1
OG0019032	El006G285470	XP_006296265.1
OG0019034	El002G118010	XP_023632780.1
OG0019035	El003G150250	XP_023634936.1
OG0019036	El002G082510	XP_006306896.2
OG0019037	El002G087870	XP_006307001.1
OG0019038	El002G094040	XP_006303961.2
OG0019039	El002G095090	XP_023645867.1
OG0019040	El002G095560	XP_006306558.1
OG0019041	El007G349060	XP_006304156.1
OG0019043	El002G100680	XP_006303431.1
OG0019044	El005G276200	XP_023641950.1
OG0019045	El005G249980	XP_023641291.1
OG0019047	El005G236180	XP_006299242.2
OG0019048	El005G259700	XP_006297432.1
OG0019049	El001G000640	XP_006289418.1
OG0019050	El003G159310	XP_006283234.1
OG0019051	El001G067020	XP_023636627.1
OG0019052	El003G189900	XP_023634350.1
OG0019053	El007G330660	XP_006279798.1
OG0019054	El007G328850	XP_023641010.1
OG0019055	El002G084690	XP_023645820.1
OG0019056	El002G089630	XP_006307241.1
OG0019057	El002G089830	XP_023632602.1
OG0019058	El002G097730	XP_006303508.1
OG0019060	El002G112630	XP_023633027.1
OG0019061	El006G314390, El003G185360, El006G309870, El006G309800, El001G027160, El002G120580, El004G215530, El003G186100	XP_023644250.1
OG0019062	El002G134290	XP_006307458.1
OG0019064	El004G203020	XP_006302905.1
OG0019071	El004G219540	XP_006300954.2
OG0019076	El005G279580	XP_006298084.1
OG0019077	El006G319490	XP_023640793.1
OG0019078	El006G315390	XP_006294490.1
OG0019079	El006G313640	XP_006296017.1
OG0019080	El006G306950, El006G306800, El006G306770, El006G306760, El006G306930	XP_023640359.1
OG0019081	El006G298110	XP_006296354.1
OG0019082	El006G289960	XP_006296575.2
OG0019085	El001G036720	XP_023638473.1
OG0019086	El001G019600	XP_006292518.1
OG0019089	El001G056100	XP_006287701.1
OG0019091	El001G004670	XP_006289844.1
OG0019091	El001G004630	XP_006289090.1
OG0019093	El003G157500	XP_006285082.1
OG0019094	El003G158050	XP_006283918.1
OG0019095	El003G160050	XP_006282604.1
OG0019096	El003G160140	XP_006285840.1
OG0019099	El003G192070	XP_006284885.1
OG0019100	El007G358520	XP_006281460.1
OG0019101	El007G357960	XP_006280823.1
OG0019102	El007G347490	XP_006284917.1
OG0019103	El007G340810	XP_023633269.1
OG0019104	El007G323550	XP_006282013.1
OG0019105	El002G132900	XP_006303521.2
OG0019106	El005G242520	XP_023642450.1
OG0019109	El002G085470	XP_023645737.1
OG0019130	El002G119060	XP_006306763.1
OG0019131	El004G206990	XP_023644185.1
OG0019132	El004G200110	XP_023644016.1
OG0019133	El004G195670	XP_006300436.1
OG0019134	El007G340970	XP_006282009.1
OG0019135	El007G337270	XP_023636132.1
OG0019136	El007G336990	XP_023633612.1
OG0019137	El001G070520	XP_023637703.1
OG0019139	El003G164580	XP_006282806.1
OG0019140	El002G121010	XP_006303519.1
OG0019142	El002G124990	XP_006306341.1
OG0019143	El002G125000	XP_006305131.1
OG0019144	El002G125450	XP_006306723.1
OG0019147	El001G010880	XP_006289069.1
OG0019148	El007G357470	XP_023644176.1
OG0019149	El007G360770	XP_006281453.2
OG0019153	El003G178320	XP_006284358.1
OG0019154	El006G282580	XP_023640300.1
OG0019155	El006G283650	XP_006293877.1
OG0019158	El001G078970	XP_006289582.2
OG0019160	El007G331740	XP_006281309.1
OG0019162	El006G313280	XP_006295057.1
OG0019163	El001G082280	XP_006279342.1
OG0019164	El005G237160	XP_006298867.1
OG0019167	El006G289970	XP_006293726.1
OG0019168	El002G103180	XP_006307112.2
OG0019169	El002G105950	XP_023632575.1
OG0019170	El002G120370	XP_023645532.1
OG0019171	El006G319300	XP_006294127.1
OG0019172	El006G321510	XP_006295597.1
OG0019173	El002G090070	XP_006306120.1
OG0019174	El002G082830	XP_023633255.1
OG0019175	El007G328820	XP_023635877.1
OG0019178	El001G015820	XP_006290825.1
OG0019179	El001G012800	XP_006279385.1, XP_023638681.1
OG0019180	El001G012690	XP_006292063.1
OG0019182	El004G229120	XP_006301258.1
OG0019186	El005G250950	XP_006299368.2
OG0019187	El005G251000	XP_023642720.1
OG0019188	El005G257970	XP_006300148.1
OG0019189	El005G278950	XP_023641644.1
OG0019190	El002G139140	XP_006303700.2, XP_023645950.1
OG0019192	El002G141450	XP_006306507.1
OG0019193	El002G136000	XP_023644811.1
OG0019194	El001G012100	XP_023638759.1, XP_006293241.2
OG0019195	El003G171880	XP_023633661.1
OG0019196	El003G174130	XP_006283490.1
OG0019199	El001G026550	XP_006293037.1
OG0019200	El001G028720	XP_006292288.1
OG0019204	El007G357080	XP_006280886.1
OG0019205	El006G315450	XP_006296152.1
OG0019207	El006G284410	XP_006295723.2
OG0019209	El003G155870	XP_006285248.1
OG0019210	El003G152680	XP_006284971.2
OG0019211	El001G051160	XP_023638190.1
OG0019213	El003G147890	XP_006282857.1
OG0019214	El003G146520	XP_023635529.1
OG0019217	El006G318940	XP_006294848.2
OG0019218	El002G097150	XP_006304832.1
OG0019219	El002G100620	XP_023632724.1
OG0019220	El002G100660	XP_023645781.1
OG0019223	El004G200620, El001G076080	XP_023643868.1
OG0019224	El005G278440	XP_006299650.1
OG0019226	El005G269970	XP_006299515.1
OG0019230	El001G066230	XP_006287200.2
OG0019231	El003G179590, El003G179480, El003G179470	XP_006284689.1
OG0019233	El007G339030	XP_006281343.1
OG0019236	El007G325290	XP_006282300.2, XP_006281115.1
OG0019239	El002G088290	XP_023645779.1
OG0019241	El002G131920, El002G127130, El006G307390	XP_023633115.1, XP_023632665.1, XP_023633117.1
OG0019245	El004G204570	XP_006300564.1
OG0019246	El004G215360	XP_006301478.2
OG0019247	El004G222570, El004G222610	XP_006301749.1
OG0019248	El005G242800	XP_023642497.1
OG0019249	El005G259670, El005G259600, El005G259660	XP_006299329.2
OG0019258	El001G080290	XP_023636693.1
OG0019262	El003G142290	XP_006282764.1
OG0019263	El003G158180	XP_006285451.1
OG0019264	El003G160000	XP_006284533.1
OG0019265	El003G172680, El003G172730	XP_023635205.1
OG0019267	El007G344700	XP_006280005.1
OG0019270	El007G337640	XP_023633406.1
OG0019272	El003G150000	XP_006282830.1
OG0019276	El005G275410	XP_006300239.1
OG0019278	El005G236410	XP_023642692.1
OG0019284	El004G221500	XP_006301362.2
OG0019284	El004G221510	XP_006304827.1
OG0019305	El003G151170	XP_006285183.2
OG0019309	El004G209490	XP_006302232.1
OG0019311	El007G342670	XP_023640407.1
OG0019312	El007G336160	XP_006281968.1
OG0019314	El001G072790	XP_006288067.1
OG0019316	El002G123700	XP_006304439.1
OG0019318	El002G114380	XP_023645656.1
OG0019319	El003G142490	XP_006282653.1
OG0019323	El003G173310	XP_006284785.1
OG0019324	El003G192660	XP_006282734.1
OG0019327	El006G287020	XP_006296233.1
OG0019328	El006G303360	XP_006294726.1
OG0019329	El006G313530	XP_006294702.1
OG0019330	El007G336640	XP_023633680.1
OG0019332	El005G243120	XP_023641576.1
OG0019334	El002G104360	XP_023644936.1
OG0019335	El006G318470	XP_006295307.1
OG0019337	El002G086010	XP_006306506.2
OG0019339	El001G048860	XP_006286461.1
OG0019340	El001G017110	XP_006291477.1
OG0019341	El006G300490	XP_006295698.1
OG0019345	El005G264140	XP_006299997.1
OG0019349	El002G138450	XP_006304984.1
OG0019351	El002G135000	XP_006304485.1
OG0019352	El007G328360	XP_006282064.1
OG0019354	El001G026590	XP_006292923.2
OG0019355	El003G188640, El001G029980, El007G357550	XP_006292476.1
OG0019359	El007G361370	XP_006279705.1
OG0019362	El006G289740	XP_006294205.2
OG0019366	El004G226440	XP_023643208.1
OG0019368	El002G099670	XP_006305735.1
OG0019371	El004G223070	XP_006302613.2
OG0019372	El004G221870	XP_006300914.1
OG0019373	El004G219710	XP_023644017.1
OG0019375	El005G264800	XP_006299781.2
OG0019376	El001G051620	XP_006289540.1
OG0019377	El005G245800, El007G355600, El004G198290	XP_006299166.1
OG0019378	El005G237570	XP_006299008.1
OG0019380	El002G119030	XP_006307381.1
OG0019381	El001G067410	XP_006288387.1
OG0019382	El001G042340	XP_023639186.1
OG0019384	El001G053000	XP_006289534.1
OG0019385	El001G055760	XP_023637215.1
OG0019386	El002G084570	XP_023644617.1
OG0019387	El002G098430	XP_006307192.1
OG0019389	El002G104480	XP_023633146.1
OG0019392	El002G109790	XP_023632842.1
OG0019393	El002G112210	XP_006303799.1
OG0019395	El002G127100	XP_006307514.1, XP_006307685.1
OG0019398	El003G153750	XP_006285978.2
OG0019400	El001G049080, El001G049070	XP_006298727.1
OG0019401	El005G239210	XP_006297298.1
OG0019404	El006G310920, El004G205660	XP_023634271.1
OG0019405	El007G358260	XP_006281078.2
OG0019406	El005G277300	XP_006296754.2
OG0019407	El006G293260	XP_006294684.2
OG0019409	El001G030530	XP_006292522.2
OG0019410	El001G063830	XP_006288887.1
OG0019413	El007G357040, El007G357030	XP_006285641.2
OG0019415	El003G192130	XP_023634344.1
OG0019417	El007G343730	XP_023641386.1, XP_023641387.1, XP_023644552.1
OG0019419	El006G294130	XP_006294700.1
OG0019422	El002G122130, El002G122140	XP_006306301.2
OG0019447	El003G152510	XP_006284404.1
OG0019449	El003G170050	XP_006283404.1
OG0019450	El004G209300	XP_006301882.1
OG0019451	El004G209680	XP_023643099.1
OG0019453	El001G046000	XP_023639252.1
OG0019454	El003G188440	XP_006285112.2
OG0019455	El005G247760	XP_023642489.1
OG0019457	El001G073550	XP_006290052.1
OG0019458	El002G126320	XP_023633099.1
OG0019461	El003G180030	XP_006282625.2
OG0019462	El006G280330	XP_023639435.1
OG0019467	El003G157710	XP_006283133.2
OG0019468	El004G218660	XP_006301597.1
OG0019470	El006G294950	XP_023640535.1
OG0019471	El003G157960	XP_006285740.1
OG0019473	El002G094800	XP_023645430.1
OG0019474	El001G049020	XP_006289890.1
OG0019477	El001G019400	XP_006291811.1
OG0019478	El001G014590	XP_023637750.1
OG0019479	El001G014560	XP_006291755.1
OG0019480	El001G012630	XP_006290294.1
OG0019481	El004G225510, El004G225540	XP_006296124.1
OG0019483	El004G234470	XP_023643511.1
OG0019484	El005G251010	XP_023642719.1
OG0019486	El005G270710	XP_006297303.1
OG0019487	El005G271490	XP_006297797.2
OG0019489	El005G276940	XP_006297491.1
OG0019490	El007G350670	XP_023641986.1
OG0019491	El002G141540	XP_023644731.1
OG0019494	El002G133070	XP_023645699.1
OG0019495	El006G279730	XP_006295123.1
OG0019497	El002G141300	XP_023632956.1
OG0019501	El003G180000	XP_006284280.1
OG0019503	El001G014230, El003G172330, El001G014220	XP_006290912.1
OG0019507	El001G034100	XP_006290274.1
OG0019508	El007G321970, El006G311810	XP_006282200.1
OG0019509	El006G308150	XP_006280484.1
OG0019515	El003G143300	XP_023633653.1
OG0019518	El002G094440	XP_006303809.1
OG0019519	El002G107180	XP_006306492.2
OG0019520	El004G221140, El004G221150	XP_006302965.2
OG0019521	El004G217650	XP_023644290.1
OG0019523	El002G099830	XP_023632934.1
OG0019525	El001G005930	XP_023636968.1, XP_023636123.1
OG0019525	El005G242820	XP_006299719.1
OG0019526	El005G240330	XP_023642628.1
OG0019527	El001G082310	XP_006279339.1
OG0019529	El001G076120	XP_006287507.1
OG0019530	El003G167350	XP_006285993.1
OG0019531	El002G115150	XP_006303781.1
OG0019531	El002G115140	XP_006303202.1
OG0019533	El003G170430	XP_023633863.1, XP_006284956.1
OG0019537	El002G107780	XP_006304755.1
OG0019538	El002G110880, El002G110680	XP_006307586.2
OG0019541	El002G126280, El002G126290	XP_023644485.1
OG0019542	El002G127970	XP_006306463.1
OG0019543	El002G139090	XP_023644559.1
OG0019549	El004G231220	XP_023644334.1
OG0019552	El005G271030	XP_006300295.1
OG0019553	El006G321260	XP_006295760.2
OG0019554	El004G205140	XP_023636886.1, XP_023641025.1, XP_023641453.1
OG0019555	El006G317810	XP_006285543.1
OG0019558	El006G294740	XP_006295569.2, XP_006294976.1
OG0019559	El006G282890	XP_006296126.1
OG0019564	El001G049330	XP_006290107.1
OG0019565	El001G000380	XP_023636149.1
OG0019569	El003G155060	XP_006286218.1
OG0019572	El007G343520	XP_006281596.1
OG0019573	El007G342610	XP_006281104.1
OG0019576	El007G336700	XP_023642210.1
OG0019618	El002G120120	XP_006303553.1
OG0019619	El004G206340	XP_006302609.1
OG0019620	El005G245230	XP_023636733.1, XP_023642265.1
OG0019621	El007G342000	XP_006281128.1
OG0019622	El007G333590	XP_006280730.1
OG0019623	El001G011630	XP_006288005.1
OG0019626	El003G142320	XP_006286113.1
OG0019627	El003G171050	XP_006282879.1
OG0019629	El001G072430	XP_023641908.1
OG0019630	El001G001450	XP_006287856.1
OG0019631	El006G308080	XP_006296004.1
OG0019632	El006G311370	XP_006296165.1
OG0019634	El006G318930	XP_006295644.1
OG0019635	El007G338640	XP_006282343.1
OG0019637	El001G049930	XP_006288916.1
OG0019639	El001G013360	XP_006292624.1
OG0019643	El001G046560, El006G309580	XP_023634057.1
OG0019644	El004G229370	XP_006301192.2
OG0019645	El005G252440	XP_023641315.1
OG0019649	El002G141430	XP_006305991.1
OG0019650	El002G131390	XP_006305561.1
OG0019651	El001G022940	XP_006292926.2
OG0019652	El001G030580	XP_006292991.1, XP_006301617.1
OG0019654	El002G137370	XP_006304287.2
OG0019658	El001G019770	XP_006293014.1
OG0019660	El001G031650	XP_006293265.1
OG0019661	El007G364640	XP_023633307.1
OG0019662	El001G007520	XP_006287250.1
OG0019663	El006G296280	XP_023640293.1
OG0019667	El003G165700	XP_006282771.1
OG0019670	El001G057550	XP_006287014.1
OG0019671	El001G043220	XP_006291504.2
OG0019674	El004G197650	XP_023643830.1
OG0019676	El005G269480	XP_023642774.1
OG0019680	El001G080960	XP_006288245.1
OG0019689	El007G329530	XP_023643745.1
OG0019698	El004G194340	XP_006302250.1
OG0019699	El004G203270	XP_023638863.1
OG0019700	El004G206540	XP_006302361.2
OG0019701	El004G209960	XP_006301479.1, XP_006301616.1
OG0019701	El007G344570	XP_006282315.2
OG0019703	El004G231570	XP_006301100.2
OG0019704	El004G234820	XP_006300772.2
OG0019705	El005G245520	XP_006298895.1
OG0019707	El005G269990	XP_023642812.1, XP_023642813.1
OG0019709	El006G319280	XP_006295633.1
OG0019712	El006G298740	XP_023640395.1
OG0019713	El006G294290	XP_006295347.1
OG0019715	El001G011650	XP_006293235.2
OG0019716	El001G014320	XP_006293115.1
OG0019718	El001G073200	XP_023636953.1
OG0019723	El003G159670	XP_006283855.1
OG0019725	El003G193080	XP_006284372.1
OG0019726	El007G342590	XP_006281400.1
OG0019776	El004G210370	XP_006303002.1
OG0019777	El004G209350	XP_006302651.1
OG0019778	El002G113950	XP_006304611.1
OG0019785	El007G365770, El007G365800	XP_023641597.1
OG0019788	El003G178130	XP_006285791.1
OG0019797	El001G013660	XP_006292797.1
OG0019798	El004G226270	XP_006302335.1
OG0019799	El004G224440	XP_023643151.1
OG0019803	El001G016260	XP_006290521.1
OG0019804	El001G031670	XP_006290569.1
OG0019806	El005G241640, El005G241630	XP_006298610.1
OG0019807	El002G125310, El001G013170	XP_023633429.1
OG0019808	El006G294910	XP_006293954.1
OG0019809	El006G294060	XP_006293854.1
OG0019817	El004G196370	XP_023644348.1
OG0019819	El005G239570	XP_006300160.1
OG0019824	El001G074550	XP_023636259.1
OG0019829	El003G191020	XP_006285780.1
OG0019832	El002G082840	XP_006303236.1
OG0019834	El002G099680	XP_006304767.2
OG0019835	El002G133570	XP_006303686.1
OG0019839	El004G197970	XP_006302414.1
OG0019842	El004G228400	XP_023644325.1
OG0019848	El005G272010	XP_006299947.2
OG0019853	El001G036910	XP_006293044.2
OG0019854	El001G037490	XP_006292635.1
OG0019855	El001G017830, El005G265880	XP_006292467.1
OG0019857	El001G025320	XP_006292438.1
OG0019858	El001G032850	XP_006292551.1
OG0019861	El001G010550	XP_006288675.1
OG0019862	El001G010530	XP_006288344.1
OG0019864	El001G000870	XP_023635839.1
