Orthogroup	Erysimum_linariifolium	Raphanus_sativus
OG0012242	El002G103340	XP_018442185.1
OG0012243	El002G103460	XP_018486083.1, XP_018461748.1
OG0012244	El002G103830	XP_018467646.1
OG0012245	El002G103980, El037G374510	XP_018466551.1, XP_018484629.1
OG0012246	El002G104720	XP_018436842.1, XP_018482538.1
OG0012247	El002G104940	XP_018492966.1
OG0012248	El002G105190	XP_018437675.1, XP_018450989.1
OG0012249	El002G105810	XP_018436582.1
OG0012250	El002G106360	XP_018473133.1, XP_018437353.1
OG0012251	El004G230960	XP_018467355.1, XP_018452752.1
OG0012252	El002G106480	XP_018438808.1
OG0012253	El002G107090, El002G106770	XP_018480547.1
OG0012254	El002G107120	XP_018450106.1
OG0012255	El002G107170	XP_018470063.1
OG0012256	El002G108160	XP_018439790.1
OG0012257	El002G108180	XP_018493024.1, XP_018491868.1
OG0012258	El002G108660	XP_018473778.1, XP_018473789.1
OG0012259	El002G108740	XP_018454102.1
OG0012260	El002G109140	XP_018467870.1
OG0012261	El002G109280	XP_018435435.1
OG0012263	El002G110650	XP_018486794.1
OG0012264	El002G111230	XP_018447466.1, XP_018460434.1, XP_018484225.1, XP_018461209.1
OG0012265	El002G111120	XP_018434252.1
OG0012266	El002G110950	XP_018484213.1, XP_018473987.1, XP_018462672.1
OG0012267	El002G110850	XP_018434928.1
OG0012268	El002G111740	XP_018448303.1
OG0012269	El002G111800	XP_018460370.1, XP_018450908.1, XP_018450945.1
OG0012270	El002G112280	XP_018449201.1
OG0012271	El002G112480	XP_018442950.1
OG0012272	El002G093780	XP_018485650.1, XP_018440944.1
OG0012273	El002G091960	XP_018448979.1, XP_018448975.1, XP_018448969.1, XP_018448973.1
OG0012274	El001G013690	XP_018472299.1
OG0012275	El003G160350	XP_018462060.1, XP_018465400.1
OG0012276	El003G160080	XP_018469293.1, XP_018469014.1, XP_018482243.1
OG0012277	El003G160020	XP_018479113.1, XP_018467951.1
OG0012278	El001G046580, El001G047020	XP_018434515.1
OG0012279	El003G159940	XP_018467944.1
OG0012280	El003G159760	XP_018467745.1, XP_018482305.1
OG0012281	El003G158910	XP_018469230.1, XP_018481117.1
OG0012282	El003G159120	XP_018470032.1, XP_018481381.1
OG0012283	El006G314520	XP_018436955.1
OG0012284	El007G339680	XP_018476119.1
OG0012286	El006G314660	XP_018459756.1, XP_018462369.1
OG0012287	El001G016700	XP_018433411.1
OG0012288	El006G317010	XP_018477820.1
OG0012289	El006G317680	XP_018480840.1, XP_018480870.1
OG0012290	El006G317800	XP_018460422.1, XP_018441715.1
OG0012291	El006G317840	XP_018465283.1, XP_018482178.1
OG0012292	El006G318120	XP_018459003.1
OG0012293	El001G060540	XP_018473130.1, XP_018454425.1
OG0012294	El006G319270	XP_018480543.1
OG0012295	El006G320000, El006G320010	XP_018479744.1, XP_018436205.1
OG0012296	El006G320030	XP_018483642.1
OG0012297	El006G320230	XP_018438283.1, XP_018480901.1
OG0012298	El006G320250	XP_018477701.1
OG0012299	El006G320260	XP_018440311.1, XP_018440281.1
OG0012300	El006G320710	XP_018436215.1
OG0012301	El006G321250	XP_018439375.1
OG0012302	El006G321320	XP_018436989.1, XP_018480597.1
OG0012303	El006G321330	XP_018484907.1
OG0012304	El007G363740	XP_018477434.1
OG0012305	El006G321600	XP_018436972.1
OG0012306	El006G321630	XP_018478789.1, XP_018484987.1
OG0012307	El006G321670	XP_018440491.1
OG0012308	El006G321700	XP_018473847.1, XP_018434882.1
OG0012309	El006G280370	XP_018466911.1, XP_018451615.1
OG0012310	El002G099140	XP_018434935.1, XP_018434924.1
OG0012311	El002G098190	XP_018455432.1
OG0012312	El002G098110	XP_018433891.1
OG0012313	El002G098050	XP_018433974.1
OG0012314	El002G097340	XP_018489628.1
OG0012315	El002G096970	XP_018450101.1, XP_018450095.1, XP_018450097.1
OG0012316	El002G096510	XP_018441190.1
OG0012317	El002G096350	XP_018449823.1, XP_018488038.1
OG0012318	El002G096340	XP_018442314.1
OG0012319	El002G095700	XP_018474766.1
OG0012321	El002G095500	XP_018447952.1, XP_018447964.1, XP_018451602.1
OG0012322	El002G095340	XP_018449119.1, XP_018447719.1, XP_018462885.1
OG0012323	El002G095310	XP_018449672.1, XP_018449115.1, XP_018462886.1, XP_018482232.1
OG0012324	El002G094750	XP_018463285.1, XP_018463706.1
OG0012325	El002G095150	XP_018458304.1, XP_018458306.1
OG0012326	El002G094090	XP_018486126.1
OG0012327	El002G093980	XP_018452584.1
OG0012329	El002G093770	XP_018489021.1, XP_018485448.1
OG0012330	El002G093500	XP_018437606.1
OG0012331	El002G093340	XP_018466883.1, XP_018436488.1
OG0012332	El002G092620	XP_018489013.1, XP_018437784.1
OG0012333	El002G092890	XP_018487174.1, XP_018462757.1
OG0012334	El002G092550	XP_018460022.1, XP_018450848.1
OG0012335	El002G092520	XP_018471878.1
OG0012336	El002G092070	XP_018449175.1, XP_018448983.1
OG0012338	El003G156180	XP_018458829.1
OG0012339	El001G027220	XP_018488011.1, XP_018488010.1
OG0012340	El002G091700	XP_018467360.1, XP_018432651.1
OG0012341	El002G091610	XP_018493588.1
OG0012342	El002G091280	XP_018466588.1
OG0012343	El002G091420	XP_018441779.1, XP_018492397.1
OG0012344	El002G091220	XP_018490620.1
OG0012345	El002G091470	XP_018492455.1, XP_018479958.1
OG0012346	El007G355530, El002G091120	XP_018438885.1, XP_018467476.1
OG0012347	El002G091040	XP_018467904.1
OG0012348	El002G090630	XP_018491560.1
OG0012349	El007G334430	XP_018476308.1
OG0012350	El001G034510	XP_018446275.1
OG0012351	El006G314360, El006G314340	XP_018477332.1
OG0012352	El002G089990	XP_018448203.1, XP_018451355.1, XP_018489135.1
OG0012353	El002G089700	XP_018493220.1, XP_018487506.1
OG0012354	El002G089330	XP_018485013.1
OG0012355	El006G301490	XP_018485007.1
OG0012356	El006G314070	XP_018481337.1
OG0012357	El002G087640	XP_018468597.1
OG0012358	El002G087000	XP_018469140.1, XP_018439889.1
OG0012359	El002G086720	XP_018487403.1, XP_018489196.1
OG0012360	El002G086700	XP_018435553.1, XP_018447574.1
OG0012361	El002G086410	XP_018488128.1, XP_018488149.1
OG0012362	El002G086090	XP_018447580.1, XP_018447558.1
OG0012364	El002G085570	XP_018451629.1
OG0012365	El002G085720	XP_018490273.1, XP_018490381.1, XP_018490380.1
OG0012366	El002G084900	XP_018433520.1
OG0012367	El002G084750	XP_018466510.1, XP_018447967.1
OG0012368	El002G084590	XP_018475504.1
OG0012369	El002G084260	XP_018447773.1, XP_018491610.1
OG0012370	El002G083920	XP_018486955.1
OG0012371	El002G083590	XP_018441162.1
OG0012372	El002G083520	XP_018432999.1
OG0012373	El002G083320	XP_018488810.1, XP_018466868.1, XP_018436144.1
OG0012374	El002G083340	XP_018492373.1
OG0012375	El002G083350	XP_018460527.1
OG0012376	El002G083390	XP_018463397.1
OG0012377	El002G082730	XP_018492671.1
OG0012378	El002G082490	XP_018493377.1
OG0012379	El001G067720	XP_018444630.1, XP_018444897.1, XP_018469503.1
OG0012380	El001G066890	XP_018446072.1
OG0012381	El001G067170	XP_018473684.1, XP_018473682.1, XP_018466353.1
OG0012382	El005G235650	XP_018439117.1
OG0012383	El001G066420	XP_018471901.1, XP_018467975.1
OG0012384	El001G066380	XP_018444854.1
OG0012385	El006G301150	XP_018444769.1, XP_018467676.1
OG0012387	El001G066050	XP_018445789.1
OG0012388	El001G065650	XP_018442095.1
OG0012389	El001G065570	XP_018444079.1
OG0012390	El001G065460	XP_018473325.1
OG0012391	El001G065450	XP_018446997.1
OG0012392	El001G065280	XP_018446844.1, XP_018446872.1
OG0012393	El001G065180	XP_018462580.1, XP_018462578.1, XP_018448322.1
OG0012394	El001G065020, El001G064840	XP_018467883.1
OG0012395	El001G064480	XP_018476526.1
OG0012396	El001G064360	XP_018446788.1
OG0012397	El001G064240	XP_018443843.1, XP_018443844.1
OG0012398	El001G063250	XP_018472061.1, XP_018472062.1
OG0012399	El001G062120	XP_018445989.1
OG0012400	El001G062110	XP_018469642.1
OG0012401	El001G062050	XP_018462585.1, XP_018442638.1
OG0012402	El001G061920	XP_018445558.1, XP_018445556.1
OG0012403	El001G061170	XP_018468766.1, XP_018444223.1
OG0012404	El001G061160	XP_018442393.1
OG0012405	El001G063980	XP_018444941.1, XP_018445023.1, XP_018462891.1
OG0012406	El001G049980	XP_018464478.1, XP_018435627.1
OG0012407	El001G049810	XP_018440236.1, XP_018433002.1
OG0012408	El001G049700	XP_018456692.1, XP_018456694.1
OG0012409	El001G049090	XP_018485237.1
OG0012410	El004G220990	XP_018452097.1
OG0012411	El007G345540	XP_018466181.1, XP_018441364.1
OG0012412	El007G346270	XP_018438282.1
OG0012413	El007G346990	XP_018440520.1
OG0012414	El007G347420	XP_018477445.1
OG0012416	El001G074860	XP_018446173.1, XP_018444040.1
OG0012417	El001G074910	XP_018445333.1, XP_018445160.1
OG0012418	El001G075140	XP_018472376.1
OG0012419	El001G075320	XP_018445480.1
OG0012420	El001G075330	XP_018445479.1
OG0012421	El004G208720, El007G351160	XP_018478282.1
OG0012422	El001G068250	XP_018476273.1
OG0012423	El001G075520	XP_018446389.1
OG0012424	El001G075550	XP_018474338.1, XP_018472615.1
OG0012425	El001G075910	XP_018442269.1
OG0012426	El001G076790	XP_018444221.1
OG0012427	El007G334950	XP_018454007.1
OG0012428	El001G077730	XP_018476123.1
OG0012429	El001G077750	XP_018446436.1
OG0012430	El001G078050	XP_018445973.1, XP_018443935.1
OG0012431	El001G052220	XP_018482922.1, XP_018462110.1
OG0012432	El001G053380	XP_018480734.1, XP_018461399.1
OG0012433	El001G055740	XP_018478528.1, XP_018478534.1, XP_018463834.1
OG0012434	El001G055810	XP_018482335.1, XP_018482331.1
OG0012435	El001G055920	XP_018460749.1, XP_018461454.1
OG0012436	El001G056470	XP_018464961.1
OG0012437	El001G056660	XP_018484059.1, XP_018436429.1
OG0012438	El001G056860	XP_018482856.1, XP_018485343.1, XP_018474862.1
OG0012439	El001G056870	XP_018437111.1
OG0012440	El001G056880	XP_018433992.1
OG0012441	El007G330110	XP_018478709.1, XP_018463946.1
OG0012442	El002G139300, El007G329840	XP_018493249.1, XP_018491024.1
OG0012443	El007G329330	XP_018479278.1, XP_018435585.1
OG0012444	El007G328810	XP_018487157.1
OG0012445	El007G328130	XP_018492000.1, XP_018492001.1
OG0012446	El007G328110	XP_018432641.1
OG0012447	El007G328030	XP_018453181.1
OG0012448	El007G327690	XP_018488530.1
OG0012449	El007G332690	XP_018453085.1, XP_018456368.1
OG0012450	El007G332740	XP_018453024.1
OG0012451	El007G333220	XP_018470322.1
OG0012452	El007G333280	XP_018476477.1, XP_018473741.1
OG0012453	El004G202020, El001G020910	XP_018441465.1
OG0012454	El001G020770	XP_018483968.1
OG0012455	El001G020710	XP_018441370.1
OG0012457	El001G020400	XP_018469336.1, XP_018438373.1
OG0012458	El001G020110	XP_018451687.1
OG0012459	El001G019430	XP_018470666.1
OG0012460	El001G019220	XP_018437205.1
OG0012461	El001G018620	XP_018437074.1
OG0012462	El001G018560	XP_018469645.1, XP_018469690.1
OG0012463	El001G018490	XP_018492448.1, XP_018492445.1
OG0012464	El001G018450	XP_018483135.1
OG0012465	El001G018120	XP_018458319.1
OG0012466	El001G017940	XP_018438701.1
OG0012467	El001G017190	XP_018439614.1
OG0012469	El001G016970	XP_018486950.1, XP_018433924.1
OG0012470	El001G016890	XP_018441316.1
OG0012471	El001G016270	XP_018441689.1
OG0012472	El007G332120	XP_018451991.1
OG0012473	El001G015910	XP_018440642.1, XP_018465907.1, XP_018491444.1
OG0012474	El001G015780	XP_018432835.1, XP_018441871.1
OG0012475	El001G015700	XP_018471429.1
OG0012476	El001G014880	XP_018471289.1
OG0012477	El001G014050	XP_018440789.1
OG0012478	El001G013700	XP_018455613.1
OG0012479	El001G012820	XP_018433769.1, XP_018433760.1, XP_018433766.1
OG0012480	El004G213570, El001G012370	XP_018434937.1
OG0012481	El001G012030	XP_018460482.1, XP_018460481.1
OG0012482	El001G011890	XP_018434272.1
OG0012483	El001G011810	XP_018441724.1
OG0012484	El004G218120	XP_018445768.1, XP_018446002.1
OG0012485	El004G218020	XP_018443845.1
OG0012486	El004G217590	XP_018461682.1, XP_018446782.1
OG0012487	El004G217480	XP_018472060.1, XP_018443155.1
OG0012488	El006G317410	XP_018438422.1
OG0012489	El004G218610, El004G218630	XP_018456188.1
OG0012490	El004G217380	XP_018446970.1
OG0012491	El004G218490	XP_018447007.1, XP_018446228.1
OG0012492	El004G219680	XP_018469472.1
OG0012493	El004G219630	XP_018469249.1, XP_018455590.1
OG0012494	El004G219620	XP_018468190.1
OG0012495	El004G220120	XP_018457891.1
OG0012496	El004G220540	XP_018452013.1, XP_018465686.1
OG0012497	El004G220550	XP_018443490.1, XP_018462358.1
OG0012498	El004G220560	XP_018462194.1, XP_018452661.1
OG0012499	El004G225190	XP_018445805.1, XP_018433198.1, XP_018433224.1
OG0012500	El004G221740	XP_018443015.1
OG0012501	El004G222050	XP_018457612.1
OG0012502	El004G222190	XP_018467911.1
OG0012503	El004G222910	XP_018457200.1
OG0012504	El004G223100	XP_018446473.1, XP_018446472.1
OG0012505	El006G287880, El004G223550	XP_018453252.1
OG0012506	El004G231630	XP_018457153.1
OG0012507	El004G231330, El004G231320	XP_018456670.1
OG0012508	El004G231030	XP_018461734.1
OG0012509	El004G230670	XP_018468887.1
OG0012510	El004G230660	XP_018446486.1
OG0012511	El004G230550	XP_018457699.1
OG0012512	El004G230360	XP_018471501.1, XP_018455998.1
OG0012513	El004G230330	XP_018471758.1
OG0012514	El004G230030	XP_018444211.1
OG0012515	El004G229740	XP_018466983.1, XP_018445729.1
OG0012516	El004G229610	XP_018446877.1, XP_018442325.1
OG0012518	El004G229110	XP_018446822.1
OG0012519	El004G228830	XP_018445880.1
OG0012520	El004G227730	XP_018446591.1
OG0012521	El004G227680	XP_018445971.1
OG0012522	El004G227650	XP_018445357.1, XP_018445363.1
OG0012523	El004G227400	XP_018444213.1, XP_018444190.1
OG0012524	El004G227390	XP_018446117.1, XP_018446111.1
OG0012526	El004G226430	XP_018456054.1, XP_018456062.1
OG0012527	El004G226290	XP_018442586.1
OG0012528	El004G226190	XP_018453306.1, XP_018487859.1
OG0012529	El004G226030	XP_018456030.1, XP_018456029.1, XP_018463851.1
OG0012530	El004G225270	XP_018463417.1, XP_018443520.1
OG0012531	El004G224480	XP_018456740.1
OG0012532	El004G224370	XP_018456746.1, XP_018456730.1
OG0012533	El004G231930	XP_018455905.1
OG0012534	El004G231980	XP_018455865.1, XP_018455864.1
OG0012535	El004G232170	XP_018456707.1, XP_018456708.1
OG0012536	El004G232510	XP_018456496.1
OG0012537	El004G232520	XP_018456495.1
OG0012538	El004G232650	XP_018453408.1
OG0012539	El004G232700	XP_018443568.1, XP_018443799.1
OG0012540	El004G233120	XP_018443790.1
OG0012541	El004G233210	XP_018470830.1, XP_018463294.1
OG0012542	El004G207560, El004G233550	XP_018446573.1, XP_018466042.1
OG0012543	El004G234480	XP_018443126.1, XP_018475725.1
OG0012544	El004G234590	XP_018446261.1
OG0012545	El002G117060, El004G234630	XP_018456727.1, XP_018459561.1
OG0012546	El004G234720	XP_018445246.1
OG0012547	El004G234830	XP_018446085.1, XP_018446098.1
OG0012548	El004G234800	XP_018443177.1
OG0012549	El004G234780	XP_018442363.1
OG0012550	El005G248530	XP_018437184.1, XP_018489825.1
OG0012551	El005G249160	XP_018439428.1
OG0012552	El005G249180	XP_018439425.1
OG0012553	El002G139730	XP_018451019.1
OG0012554	El005G250340	XP_018490355.1
OG0012555	El005G250660	XP_018489359.1, XP_018467112.1
OG0012556	El005G250780	XP_018486351.1, XP_018489051.1
OG0012557	El005G251100	XP_018485606.1, XP_018461780.1
OG0012558	El005G251610	XP_018493238.1, XP_018492259.1
OG0012559	El005G251630	XP_018492257.1, XP_018493237.1
OG0012560	El005G251700	XP_018489221.1
OG0012561	El005G252460	XP_018463722.1, XP_018434957.1
OG0012562	El005G252720	XP_018486677.1, XP_018486670.1
OG0012563	El005G253300	XP_018432792.1, XP_018437816.1
OG0012564	El005G253650	XP_018441079.1
OG0012565	El005G253710	XP_018491787.1, XP_018436900.1
OG0012566	El005G253890	XP_018485767.1
OG0012567	El005G253940	XP_018490286.1
OG0012568	El005G253950	XP_018493398.1, XP_018438490.1
OG0012569	El005G254260	XP_018432773.1
OG0012570	El005G254590	XP_018432753.1
OG0012571	El005G254600	XP_018432754.1
OG0012572	El005G254610	XP_018432752.1
OG0012573	El005G254660	XP_018489281.1, XP_018487566.1
OG0012574	El005G255450	XP_018490131.1
OG0012575	El005G255540	XP_018438590.1
OG0012576	El005G255720	XP_018493074.1
OG0012577	El005G255830	XP_018486175.1, XP_018486182.1
OG0012578	El005G256030	XP_018491765.1, XP_018490955.1
OG0012579	El005G256300	XP_018485952.1
OG0012580	El005G256590	XP_018493566.1
OG0012581	El005G256660	XP_018492426.1
OG0012582	El005G256940	XP_018486924.1
OG0012583	El005G257400	XP_018433737.1
OG0012584	El005G257630	XP_018432879.1
OG0012585	El005G257870	XP_018493226.1
OG0012586	El005G258220	XP_018432570.1
OG0012587	El005G258770	XP_018486066.1
OG0012588	El002G135450	XP_018470783.1
OG0012589	El005G258930	XP_018491808.1
OG0012590	El005G259880	XP_018487108.1, XP_018487106.1
OG0012591	El003G174070	XP_018451585.1, XP_018450177.1
OG0012592	El001G026990	XP_018463969.1, XP_018434435.1, XP_018434419.1
OG0012593	El005G263630	XP_018460317.1, XP_018462323.1
OG0012595	El005G265180	XP_018486985.1
OG0012596	El005G265650	XP_018463280.1, XP_018486238.1
OG0012597	El005G265690	XP_018485515.1
OG0012598	El005G266010	XP_018439999.1
OG0012599	El005G266100, El005G266020, El005G266130	XP_018492274.1
OG0012600	El002G091500	XP_018447359.1, XP_018461722.1, XP_018485760.1
OG0012601	El005G266850	XP_018493228.1
OG0012602	El005G267310	XP_018486586.1
OG0012603	El005G271410	XP_018474582.1
OG0012604	El005G268100	XP_018462449.1, XP_018490385.1, XP_018490384.1
OG0012605	El005G269310	XP_018489232.1, XP_018486868.1
OG0012606	El005G269210, El001G016670	XP_018486196.1, XP_018486228.1
OG0012607	El005G269540	XP_018485860.1
OG0012608	El005G271550	XP_018485675.1, XP_018486224.1
OG0012609	El005G276490	XP_018434575.1
OG0012610	El005G270930	XP_018493029.1, XP_018493035.1
OG0012611	El005G270770	XP_018491701.1
OG0012612	El005G270600	XP_018492554.1
OG0012613	El005G270410, El007G339340	XP_018485526.1, XP_018432938.1
OG0012614	El005G271480	XP_018452302.1
OG0012615	El005G271850	XP_018435404.1, XP_018455790.1
OG0012616	El002G139040	XP_018492930.1
OG0012617	El005G272460	XP_018461414.1, XP_018454864.1, XP_018454863.1
OG0012618	El005G272560	XP_018465148.1, XP_018463499.1
OG0012619	El005G272710	XP_018434247.1
OG0012620	El002G127390, El005G273270	XP_018440299.1, XP_018440956.1
OG0012621	El005G273280	XP_018489984.1, XP_018485810.1
OG0012622	El005G273390	XP_018437654.1
OG0012623	El005G273700	XP_018455919.1, XP_018455923.1
OG0012624	El005G273990	XP_018433199.1
OG0012625	El005G274030	XP_018453143.1
OG0012626	El006G291850	XP_018473290.1
OG0012627	El005G274130	XP_018433652.1
OG0012628	El005G274520	XP_018493259.1, XP_018439299.1
OG0012629	El005G274930	XP_018457912.1
OG0012630	El005G274940	XP_018457001.1, XP_018492690.1
OG0012631	El005G275160	XP_018465579.1
OG0012632	El003G173350, El005G275550	XP_018442066.1
OG0012633	El005G275660	XP_018452881.1, XP_018452884.1
OG0012634	El005G275710	XP_018440071.1, XP_018456583.1, XP_018456582.1
OG0012635	El005G276850	XP_018453963.1, XP_018454851.1
OG0012636	El005G276510	XP_018452214.1, XP_018436753.1
OG0012637	El005G277450	XP_018438463.1, XP_018438461.1, XP_018438460.1
OG0012638	El005G277710	XP_018441488.1, XP_018441743.1
OG0012639	El005G277920	XP_018439248.1, XP_018436790.1
OG0012640	El005G278080	XP_018453072.1
OG0012641	El005G278410	XP_018454363.1, XP_018452433.1
OG0012642	El005G278620	XP_018438191.1, XP_018438188.1
OG0012643	El005G278940	XP_018440426.1
OG0012644	El005G279470	XP_018438546.1
OG0012645	El002G141440	XP_018450470.1
OG0012646	El002G141340	XP_018447846.1
OG0012647	El002G140990	XP_018440685.1
OG0012648	El002G140980	XP_018467923.1, XP_018489996.1
OG0012649	El002G140450	XP_018469872.1, XP_018464279.1
OG0012650	El002G139490	XP_018493222.1, XP_018451660.1
OG0012651	El002G139290	XP_018442068.1
OG0012652	El002G138910	XP_018491600.1
