Orthogroup	Erysimum_linariifolium	Alyssum_gmelinii
OG0018199	El006G281030	Ag002G204350
OG0018202	El004G231700	Ag003G214330
OG0018203	El004G228740	Ag003G223220
OG0018204	El004G225990	Ag003G235140
OG0018205	El004G224860	Ag003G238690
OG0018206	El003G156140	Ag003G252930
OG0018207	El003G153170	Ag003G259880
OG0018208	El003G155790	Ag003G269010
OG0018209	El003G146070	Ag003G287850
OG0018210	El002G084200	Ag004G299510, Ag004G299520
OG0018211	El007G349860	Ag004G303530, Ag004G303540
OG0018212	El002G087580	Ag004G303960
OG0018213	El002G088710	Ag004G305440
OG0018214	El002G089300	Ag004G306050
OG0018215	El002G090330	Ag004G307420
OG0018216	El002G090530	Ag004G307630
OG0018217	El002G091020	Ag004G308310
OG0018218	El002G094950	Ag004G314360
OG0018219	El002G098810	Ag008G700600, Ag008G700700, Ag008G700640, Ag008G700620, Ag008G700690, Ag004G321530
OG0018220	El002G099350	Ag004G322810
OG0018221	El002G103960, El037G374490	Ag004G332500
OG0018222	El002G107710	Ag004G339840
OG0018223	El003G160510	Ag004G344660
OG0018224	El004G222070	Ag004G345110
OG0018225	El004G221330, El004G221320	Ag004G347090, Ag004G346900
OG0018226	El004G218590	Ag004G354460
OG0018227	El004G217550	Ag004G355980
OG0018228	El004G204680	Ag004G367980
OG0018230	El004G198410	Ag004G378690
OG0018231	El003G189860	Ag004G397040, Ag004G380340
OG0018232	El004G194590	Ag004G398070
OG0018234	El005G269080	Ag005G426840
OG0018235	El005G253980	Ag005G459120
OG0018236	El005G252890	Ag005G461770
OG0018237	El005G251780	Ag005G464030, Ag005G464000
OG0018238	El005G248360	Ag005G471100
OG0018239	El004G219280	Ag005G475940
OG0018240	El005G243890	Ag005G478550
OG0018241	El005G241910	Ag005G481190
OG0018242	El005G238750	Ag005G486000
OG0018243	El001G079940	Ag006G494290
OG0018244	El001G077170	Ag006G499820
OG0018246	El001G075110	Ag006G505360
OG0018247	El001G074730	Ag006G506270
OG0018248	El001G074700	Ag006G506310
OG0018249	El001G074660	Ag006G506410
OG0018251	El003G145550	Ag006G518420
OG0018253	El002G127680	Ag006G567510, Ag006G567500
OG0018254	El002G114130	Ag007G583210
OG0018255	El003G159090	Ag007G585950
OG0018257	El006G299290	Ag007G588900
OG0018258	El006G304990	Ag007G595490
OG0018259	El006G306700	Ag007G596950
OG0018260	El006G307460	Ag007G618490, Ag007G597300
OG0018261	El006G310990	Ag007G598300
OG0018262	El003G159690	Ag007G598670
OG0018263	El001G073570	Ag007G600870
OG0018264	El001G070030	Ag007G607680
OG0018265	El001G069120	Ag007G609460
OG0018266	El001G081460	Ag007G612230
OG0018267	El001G063180	Ag007G626550
OG0018268	El003G184790	Ag007G628600
OG0018269	El001G062400	Ag007G631390
OG0018270	El001G062420	Ag007G631430
OG0018271	El001G042270	Ag008G669170
OG0018273	El007G333620	Ag008G704620
OG0018274	El007G331220	Ag008G709850
OG0018275	El001G057310	Ag008G713540
OG0018277	El001G059400	Ag008G717640
OG0018278	El001G059610	Ag008G717910
OG0018279	El001G052500	Ag008G720360
OG0018280	El001G056590	Ag008G723910
OG0018281	El007G329570	Ag008G725650
OG0018282	El007G329170	Ag008G726170
OG0018283	El007G327520	Ag008G728930
OG0018285	El007G324600	Ag008G733120
OG0018286	El007G322950	Ag008G734990
OG0018337	El003G170560	Ag001G101620
OG0018338	El005G267180	Ag003G273450
OG0018339	El004G209640	Ag004G365680, Ag004G365130
OG0018340	El004G209670	Ag004G365160, Ag004G365700
OG0018342	El004G202200	Ag004G369460
OG0018344	El001G038740	Ag008G662650
OG0018346	El001G045730	Ag001G008140, Ag001G008220, Ag001G008120
OG0018347	El004G216210	Ag004G358280
OG0018352	El001G081380	Ag006G491950
OG0018353	El001G079710, El001G079720, El005G244970	Ag005G476580, Ag005G476590
OG0018354	El002G141460	Ag001G000130
OG0018355	El001G076720	Ag006G501040
OG0018357	El007G344510	Ag001G032010
OG0018358	El007G344490	Ag001G032080
OG0018361	El007G343110	Ag008G675480
OG0018365	El007G340880	Ag008G683540
OG0018368	El003G183150	Ag007G644430
OG0018369	El001G068470	Ag007G611300
OG0018370	El001G073430	Ag007G601160
OG0018372	El003G168660	Ag006G576100
OG0018373	El003G168440	Ag006G575340
OG0018376	El003G165010	Ag006G563580
OG0018378	El002G121080	Ag006G540180
OG0018380	El002G115160	Ag007G582270
OG0018381	El003G145290	Ag003G289560
OG0018383	El003G142480	Ag003G295690
OG0018384	El003G163980	Ag006G567490
OG0018385	El003G187070	Ag007G646770
OG0018386	El003G188890	Ag007G647960
OG0018389	El007G357670	Ag002G157390
OG0018390	El001G038490	Ag008G662300
OG0018391	El002G121190	Ag006G538120, Ag006G540120
OG0018393	El001G007960	Ag002G146620
OG0018394	El001G005090	Ag002G134500
OG0018395	El001G005060, El001G006620	Ag002G134960, Ag002G133460
OG0018397	El007G362040	Ag002G102580
OG0018398	El007G363390	Ag002G104080
OG0018399	El007G366690	Ag002G123440
OG0018400	El005G269440	Ag005G426240
OG0018404	El003G174100	Ag001G034850
OG0018405	El003G190480	Ag007G650410
OG0018408	El003G191770	Ag007G654330
OG0018409	El003G191830	Ag007G654730
OG0018410	El003G192520	Ag007G655970
OG0018412	El003G193480	Ag007G657570
OG0018414	El006G280070	Ag002G206270
OG0018415	El006G281080	Ag002G204300
OG0018416	El006G283850	Ag002G200340
OG0018417	El006G284000	Ag002G199900
OG0018418	El003G176880	Ag002G197870
OG0018420	El001G081480	Ag006G491780, Ag006G491790
OG0018421	El001G080210	Ag006G493780
OG0018423	El003G192040	Ag007G654990
OG0018424	El007G330430	Ag008G712280
OG0018425	El007G326990	Ag008G729650
OG0018426	El007G322300	Ag001G099480
OG0018427	El007G322160	Ag001G099330
OG0018428	El001G000200	Ag006G519300
OG0018429	El001G003220	Ag006G509960
OG0018430	El007G359730	Ag007G587270
OG0018431	El006G302010	Ag007G592180
OG0018432	El006G304060	Ag007G594620
OG0018433	El006G304160	Ag007G594690
OG0018434	El006G305900	Ag007G596280
OG0018435	El006G309300	Ag007G597880
OG0018438	El005G235030	Ag001G100920
OG0018440	El005G234850, El004G193760	Ag001G101080
OG0018441	El003G181220, El003G185440	Ag006G490770
OG0018442	El005G235810	Ag005G490510
OG0018443	El005G236240	Ag005G490000
OG0018444	El005G236490	Ag005G489570
OG0018445	El005G236670	Ag005G489200
OG0018446	El005G237610	Ag005G487850
OG0018447	El005G239010	Ag005G485630
OG0018449	El005G241310	Ag005G482130
OG0018454	El003G159870	Ag007G598500
OG0018455	El003G159140	Ag007G586040
OG0018457	El003G175350	Ag001G003450
OG0018459	El006G321160	Ag007G594070
OG0018460	El006G321590	Ag006G518040
OG0018464	El002G091820	Ag004G309290
OG0018465	El007G360330	Ag007G586660
OG0018466	El002G090190	Ag004G307240
OG0018467	El002G088050	Ag004G304750
OG0018468	El002G085950	Ag004G302040
OG0018469	El002G085780	Ag004G301090
OG0018470	El002G082590	Ag004G297450
OG0018472	El001G067680	Ag007G613020
OG0018473	El001G066620	Ag007G616020
OG0018474	El001G066270	Ag007G617640
OG0018476	El001G064010	Ag007G624120
OG0018477	El001G061650	Ag007G629380
OG0018480	El007G345530	Ag005G485690
OG0018482	El001G075880	Ag006G503770
OG0018483	El001G052660	Ag008G720500
OG0018484	El001G055570	Ag008G722590
OG0018486	El001G021250	Ag001G063400, Ag001G059820
OG0018488	El001G019050	Ag008G692060
OG0018490	El001G018140	Ag001G056380
OG0018492	El001G017960	Ag001G056030
OG0018493	El001G017530	Ag001G055180
OG0018494	El001G016570	Ag002G103150, Ag002G144010, Ag002G144510
OG0018497	El002G090760	Ag004G307980
OG0018498	El004G217750	Ag004G355780
OG0018502	El004G229160	Ag003G221150
OG0018505	El004G224790	Ag003G238980
OG0018511	El005G250690	Ag005G465810
OG0018512	El005G267940	Ag005G428900
OG0018517	El005G277290	Ag005G409310
OG0018518	El005G279530	Ag005G404380
OG0018519	El002G136950	Ag001G009000
OG0018520	El002G135470	Ag001G011770
OG0018522	El001G032590	Ag001G093520
OG0018525	El001G035740	Ag001G098850
OG0018526	El001G035880	Ag001G098990
OG0018528	El003G174440	Ag001G035670
OG0018529	El003G175630	Ag001G037410
OG0018530	El001G020300	Ag001G060370
OG0018531	El001G022960	Ag001G069130
OG0018533	El001G027460	Ag001G080750
OG0018534	El001G033460	Ag001G094780
OG0018536	El007G362460	Ag002G102970
OG0018537	El006G314570	Ag007G589070
OG0018537	El006G314540	Ag002G111340
OG0018539	El007G365720	Ag002G120070
OG0018540	El006G292470	Ag002G174200
OG0018541	El006G291610	Ag002G177360
OG0018544	El006G288390	Ag002G188790
OG0018545	El006G286270, El006G286280	Ag002G195200, Ag002G195170, Ag002G195190, Ag002G194180
OG0018546	El006G284510	Ag002G199060
OG0018547	El006G281070, El006G280620, El004G223430	Ag002G205550, Ag002G205500, Ag002G205440, Ag002G205580, Ag002G205570, Ag006G567350
OG0018549	El003G156310	Ag003G252600
OG0018550	El003G155510	Ag019G742940, Ag003G254050
OG0018551	El003G154480	Ag003G267750, Ag007G628630, Ag003G256950
OG0018552	El003G147210	Ag003G284270
OG0018553	El003G141630	Ag003G297130
OG0018554	El002G088080	Ag004G304770
OG0018555	El002G089420	Ag004G306120
OG0018556	El002G089640	Ag004G306460
OG0018557	El002G090700	Ag004G307840
OG0018558	El002G092140	Ag004G309910
OG0018559	El002G094930	Ag004G314330
OG0018560	El002G096940	Ag004G317840
OG0018561	El002G097290, El002G097690	Ag004G318490
OG0018562	El005G272270	Ag004G318800
OG0018563	El002G098410	Ag004G320780
OG0018564	El002G099760	Ag004G323600
OG0018565	El002G107930	Ag004G340400
OG0018566	El004G219160	Ag004G353060
OG0018567	El004G198110	Ag004G379670
OG0018568	El005G269750	Ag005G425980
OG0018570	El005G257730	Ag005G446860
OG0018572	El005G248670	Ag005G470420
OG0018573	El005G246630, El005G246510	Ag005G473770
OG0018574	El005G244690	Ag005G476940
OG0018576	El005G241770, El002G123460	Ag005G481340
OG0018578	El001G080700	Ag006G493070
OG0018579	El001G079610	Ag006G495130
OG0018580	El001G074770	Ag006G506110
OG0018581	El003G162730	Ag006G551300
OG0018582	El001G044460	Ag006G554240
OG0018583	El003G168820	Ag006G576440
OG0018584	El003G169620	Ag006G577640
OG0018585	El003G160630	Ag007G585410
OG0018586	El003G158740	Ag007G585420
OG0018587	El006G299360	Ag007G589000
OG0018588	El006G301930	Ag007G592140
OG0018589	El006G303010	Ag007G593630
OG0018590	El006G307350	Ag007G597230
OG0018593	El001G072410	Ag007G602770
OG0018595	El001G063810	Ag007G624580
OG0018597	El001G050750	Ag007G635460
OG0018598	El003G189430	Ag007G648670
OG0018599	El003G191920	Ag007G654940
OG0018600	El001G037590, El001G037200	Ag008G659720
OG0018601	El007G341380	Ag008G681680
OG0018602	El007G334280	Ag008G702650
OG0018603	El007G334230	Ag008G702700
OG0018604	El007G333880	Ag008G704120
OG0018605	El007G332110	Ag008G707710
OG0018606	El001G060800	Ag008G719640
OG0018607	El001G052640	Ag008G720480
OG0018608	El001G055230, El001G055180	Ag008G722250
OG0018609	El001G056800	Ag008G724220
OG0018610	El007G324840	Ag008G732810
OG0018673	El003G150060	Ag003G278280
OG0018677	El002G120210	Ag001G101110
OG0018680	El001G036840	Ag003G230450
OG0018682	El003G181920	Ag001G041970
OG0018686	El006G288730	Ag002G188140
OG0018689	El007G344610	Ag001G040700
OG0018695	El007G336290	Ag008G696530
OG0018699	El003G164640	Ag006G565090
OG0018700	El003G163120	Ag006G552660
OG0018705	El002G116440	Ag007G580900
OG0018706	El003G145940	Ag003G288400
OG0018710	El007G358590	Ag004G312980
OG0018714	El001G034960	Ag001G098060
OG0018717	El003G179960	Ag001G043000
OG0018721	El003G191050	Ag007G652870
OG0018724	El006G281000	Ag002G204390, Ag002G134540
OG0018726	El006G284210	Ag002G199520
OG0018729	El001G081990	Ag006G491220
OG0018730	El001G081700	Ag006G491550
OG0018731	El001G081040	Ag006G492700
OG0018732	El001G078220	Ag006G497870
OG0018734	El007G322570	Ag001G099910, Ag005G459250
OG0018735	El007G322540	Ag001G099890
OG0018736	El001G046200	Ag006G518430
OG0018737	El001G002730	Ag006G511840
OG0018739	El002G087210	Ag004G303420
OG0018741	El006G310980	Ag007G598290
OG0018743	El005G235070	Ag001G100860
OG0018744	El005G234990	Ag001G100960
OG0018746	El007G347890	Ag005G487340
OG0018747	El005G238980	Ag005G485660
OG0018748	El005G239660	Ag005G484820
OG0018749	El005G243940	Ag005G478400
OG0018750	El005G279030	Ag005G403680
OG0018751	El002G105960	Ag004G337180, Ag004G337150, Ag004G337170
OG0018755	El002G094830	Ag004G314100
OG0018756	El002G093570	Ag004G312150
OG0018758	El002G084050	Ag004G299270
OG0018759	El002G083970	Ag004G299190
OG0018760	El002G082600	Ag004G297460
OG0018761	El001G064090	Ag007G624010
OG0018762	El007G328480	Ag008G727090
OG0018763	El007G328290	Ag008G727430
OG0018764	El007G332800	Ag008G706280
OG0018765	El007G332900	Ag008G706120
OG0018767	El001G016060	Ag001G052190
OG0018772	El004G219120	Ag004G353190
OG0018773	El004G221640	Ag004G346190
OG0018774	El004G222220	Ag004G344750
OG0018776	El037G374550, El002G104020	Ag004G332560
OG0018782	El005G251150	Ag005G465110
OG0018783	El005G253380	Ag005G460390
OG0018784	El005G258090	Ag005G446270
OG0018785	El005G258150	Ag005G446090
OG0018789	El005G274680	Ag005G416580
OG0018790	El005G245180	Ag005G476200
OG0018792	El002G141520	Ag001G000070
OG0018794	El002G134450	Ag001G016190
OG0018795	El002G133950	Ag001G018020
OG0018796	El002G132390	Ag001G024570
OG0018797	El001G028280	Ag001G083050
OG0018798	El001G029320	Ag001G085530
OG0018799	El001G030870	Ag001G090370
OG0018800	El001G033110	Ag001G094210
OG0018801	El001G035490	Ag001G098550
OG0018802	El001G035760	Ag001G098860
OG0018804	El002G138040	Ag001G007080
OG0018806	El002G134570	Ag001G015300
OG0018807	El002G133400	Ag001G020710
OG0018808	El002G133000	Ag001G022380, Ag001G022390
OG0018809	El007G343460	Ag001G031500
OG0018810	El001G023020	Ag001G069210
OG0018811	El001G035730	Ag001G098840
OG0018813	El007G365550	Ag002G118430
OG0018814	El007G366660	Ag002G123380
OG0018816	El006G298290	Ag002G158780
OG0018817	El006G289660	Ag002G184860
OG0018818	El004G222090	Ag003G216140, Ag003G216240, Ag003G216130, Ag008G733220
OG0018819	El004G230490	Ag003G218110
OG0018820	El004G227350	Ag003G229260
OG0018821	El006G316580	Ag003G236570
OG0018822	El003G151470	Ag003G269310
OG0018823	El003G150330	Ag003G279250, Ag003G279230
OG0018824	El003G147410	Ag003G283290
OG0018826	El003G143210	Ag003G294200
OG0018828	El002G085170	Ag004G300680
OG0018829	El002G085710, El002G085690	Ag004G301700
OG0018830	El002G085760	Ag004G301860
OG0018831	El002G085920, El008G368930	Ag004G302020
OG0018832	El002G086500	Ag004G302530
OG0018833	El002G089130	Ag004G305850
OG0018834	El002G092210	Ag004G310100
OG0018835	El002G099120	Ag004G322420
OG0018838	El002G104870	Ag004G334420
OG0018839	El006G299170	Ag004G335900
OG0018842	El004G198860	Ag004G377980
OG0018843	El004G194350	Ag004G400080
OG0018844	El005G271670	Ag005G407480
OG0018845	El005G275210	Ag005G414120
OG0018847	El007G366330, El007G322190	Ag005G488170
OG0018848	El001G080790	Ag006G493350
OG0018849	El001G076370	Ag006G501670
OG0018850	El001G074880	Ag006G505890
OG0018851	El001G074690	Ag006G506400
OG0018852	El003G168640	Ag006G535820, Ag006G576080
OG0018854	El003G162650	Ag006G551140
OG0018855	El003G193400	Ag006G555230
OG0018856	El003G168610	Ag006G575810
OG0018858	El001G063440	Ag007G625600
OG0018859	El001G046610	Ag007G647390
OG0018860	El001G019320	Ag008G692790
OG0018861	El001G060460	Ag008G719230
OG0018941	El003G151870	Ag003G267870
OG0018942	El002G118180	Ag007G579570
OG0018943	El002G119010	Ag007G578800
OG0018945	El004G208590	Ag004G366330
OG0018948	El001G038940	Ag008G663040
OG0018956	El007G336670	Ag007G608720, Ag006G542380, Ag006G542370
OG0018959	El001G073360	Ag007G601250
OG0018960	El003G163660	Ag006G555480
OG0018961	El002G120490	Ag006G540820, Ag006G540860
OG0018964	El003G144400	Ag003G291900
OG0018966	El003G142040	Ag003G296680
OG0018967	El006G295550	Ag002G163980
OG0018968	El002G120230	Ag001G101140
OG0018973	El003G177980	Ag001G039060
OG0018976	El007G322680	Ag001G100040
OG0018977	El001G000340	Ag006G519820
OG0018978	El001G080470, El001G080540	Ag006G493460
OG0018980	El006G308700	Ag007G597810
OG0018983	El003G149000	Ag003G275340, Ag003G275360
OG0018984	El002G099970	Ag004G324250
OG0018985	El002G112790	Ag004G319530
OG0018988	El002G095220	Ag004G314790
OG0018989	El002G093430	Ag004G311910
OG0018991	El002G084950	Ag004G300350
OG0018992	El002G084410	Ag004G299730
OG0018993	El001G061700	Ag007G629590
OG0018994	El001G054010	Ag008G721400
OG0018996	El001G018400	Ag008G690450
OG0018997	El001G016880	Ag001G053760
OG0019001	El004G223640	Ag004G342090
OG0019003	El005G252630	Ag005G462420
OG0019004	El005G253740	Ag005G459600
OG0019005	El005G256440	Ag005G452190
OG0019006	El005G263910	Ag005G435850
OG0019009	El002G140930	Ag001G001020
OG0019010	El002G134470	Ag001G001160
OG0019012	El002G133010	Ag001G022300
OG0019013	El003G171930	Ag001G030230
OG0019014	El001G024010	Ag001G072490
OG0019015	El001G031930	Ag001G092500
OG0019018	El002G135870	Ag001G010910
OG0019022	El002G132180	Ag001G025130
OG0019023	El001G014030	Ag001G050130, Ag010G740350
OG0019024	El001G020330	Ag001G060760
OG0019025	El001G022760	Ag001G068560
OG0019027	El001G026120	Ag001G077390
OG0019028	El003G170680	Ag001G101700
OG0019029	El006G292650	Ag002G173200
OG0019030	El004G221670	Ag003G214860, Ag004G351610, Ag008G712080, Ag008G712230
OG0019031	El004G229010	Ag003G222220
OG0019032	El006G285470	Ag003G229450
OG0019033	El002G109480	Ag003G242930
OG0019034	El002G118010	Ag003G268140, Ag003G267560
OG0019035	El003G150250	Ag003G278960
OG0019036	El002G082510	Ag004G297380
OG0019037	El002G087870	Ag004G304420
OG0019038	El002G094040	Ag004G313910, Ag004G313940
OG0019039	El002G095090	Ag004G314590
OG0019040	El002G095560	Ag004G315300
OG0019041	El007G349060	Ag004G315470
OG0019043	El002G100680	Ag004G390530
OG0019044	El005G276200	Ag005G412780
OG0019045	El005G249980	Ag005G468000
OG0019046	El005G236590	Ag005G489380
OG0019047	El005G236180	Ag005G490070
OG0019048	El005G259700	Ag006G496880
OG0019049	El001G000640	Ag006G517170
OG0019050	El003G159310	Ag007G586170
OG0019051	El001G067020	Ag007G614100
OG0019052	El003G189900	Ag007G649800
OG0019053	El007G330660	Ag008G711530
OG0019054	El007G328850	Ag008G726740
OG0019131	El004G206990	Ag004G366690
OG0019132	El004G200110	Ag004G373980
OG0019133	El004G195670	Ag004G389050, Ag004G394000
OG0019135	El007G337270	Ag008G694350
OG0019140	El002G121010	Ag006G540290
OG0019141	El001G012010	Ag002G119940
OG0019142	El002G124990	Ag006G534620
OG0019143	El002G125000	Ag006G534590
OG0019146	El003G144820	Ag003G290940
OG0019148	El007G357470	Ag007G649380
OG0019149	El007G360770	Ag002G127690
OG0019153	El003G178320	Ag005G477970
OG0019154	El006G282580	Ag002G202390
OG0019155	El006G283650	Ag002G200590
OG0019156	El006G286310	Ag002G195040
OG0019157	El001G081910	Ag006G491290, Ag006G491280
OG0019158	El001G078970	Ag006G496240
OG0019160	El007G331740	Ag008G708890
OG0019163	El001G082280	Ag006G490720
OG0019164	El005G237160	Ag005G488420
OG0019165	El005G240570	Ag005G483310
OG0019167	El006G289970	Ag002G183970
OG0019168	El002G103180	Ag004G331460
OG0019169	El002G105950	Ag004G337120
OG0019173	El002G090070	Ag004G307130
OG0019174	El002G082830	Ag004G297670
OG0019175	El007G328820	Ag008G726770
OG0019176	El007G328180	Ag008G727800
OG0019177	El002G092020	Ag001G065850, Ag005G451810, Ag004G309680
OG0019181	El001G013970	Ag001G016010, Ag001G016160
OG0019183	El004G228310	Ag003G224640
OG0019185	El004G234560	Ag003G207390
OG0019186	El005G250950	Ag005G465380
OG0019187	El005G251000	Ag005G465220
OG0019189	El005G278950	Ag005G403620
OG0019191	El001G033820	Ag001G095230
OG0019192	El002G141450	Ag001G000140
OG0019193	El002G136000	Ag001G010670
OG0019194	El001G012100	Ag001G013970
OG0019195	El003G171880	Ag001G031240
OG0019199	El001G026550	Ag001G078900, Ag001G078870
