Orthogroup	Erysimum_linariifolium	Euclidium_syriacum
OG0016423	El001G022380	ESY1_g10312_DN3_SP0_c0.t1
OG0016424	El001G022570	ESY1_g10345_DN3_SP6_c0.t1
OG0016425	El001G022650	ESY1_g10361_DN3_SP1_c5.t1
OG0016426	El001G022930	ESY1_g10402_DN3_SP0_c0.t1
OG0016427	El001G023030	ESY1_g10420_DN3_SP0_c0.t1
OG0016428	El001G023040	ESY1_g10437_DN3_SP0_c0.t1
OG0016429	El001G023060	ESY1_g10439_DN3_SP1_c0.t1
OG0016430	El001G023690	ESY1_g11170_DN3_SP7_c0.t1
OG0016431	El005G242840	ESY3_g31361_DN3_SP0_c0.t1
OG0016432	El002G101900	ESY5_g4276_DN3_SP1_c0.t1
OG0016433	El001G023980	ESY1_g11117_DN3_SP0_c0.t1
OG0016434	El001G024580	ESY1_g11027_DN3_SP0_c0.t1
OG0016435	El001G024610, El001G024620	ESY1_g11017_DN3_SP0_c0.t1
OG0016436	El001G022150	ESY1_g10250_DN3_SP4_c0.t1
OG0016437	El001G022220	ESY1_g10260_DN3_SP0_c0.t1
OG0016438	El001G022060	ESY1_g10244_DN3_SP0_c0.t1
OG0016439	El001G022010	ESY1_g10223_DN2_SP2_c16.t1
OG0016440	El001G021900	ESY1_g10195_DN3_SP0_c0.t1
OG0016441	El002G108800	ESY5_g2029_DN3_SP8_c0.t1
OG0016442	El001G021880	ESY1_g10193_DN3_SP2_c0.t1
OG0016443	El001G021890	ESY1_g10194_DN3_SP0_c0.t1
OG0016444	El001G025270	ESY1_g10947_DN3_SP0_c0.t1
OG0016445	El001G025430	ESY1_g10890_DN3_SP8_c0.t1
OG0016446	El001G025640	ESY1_g10848_DN3_SP4_c0.t1, ESY10_g14113_DN3_SP0_c0.t1
OG0016447	El001G025700	ESY1_g10826_DN3_SP8_c0.t1
OG0016448	El001G025730	ESY1_g10824_DN3_SP7_c0.t1
OG0016449	El001G026220	ESY1_g10765_DN3_SP5_c0.t1
OG0016450	El001G026290	ESY1_g10762_DN3_SP8_c0.t1
OG0016451	El001G026320	ESY1_g10759_DN3_SP8_c0.t1
OG0016452	El001G027310	ESY1_g10612_DN3_SP0_c0.t1
OG0016453	El001G027430	ESY1_g10568_DN3_SP0_c0.t1
OG0016454	El001G027530	ESY1_g10553_DN3_SP0_c0.t1
OG0016455	El001G027560	ESY1_g10547_DN3_SP0_c0.t1
OG0016456	El001G027740	ESY1_g10525_DN3_SP0_c0.t1
OG0016457	El001G028000	ESY1_g11823_DN3_SP8_c0.t1
OG0016458	El001G028100	ESY1_g11801_DN3_SP8_c0.t1
OG0016460	El001G028420	ESY1_g11758_DN3_SP0_c0.t1
OG0016461	El001G028560	ESY1_g11742_DN3_SP2_c0.t1
OG0016462	El001G029000	ESY1_g11643_DN3_SP3_c0.t1
OG0016463	El001G029040	ESY1_g11640_DN3_SP0_c0.t1
OG0016464	El001G029080	ESY1_g11634_DN3_SP6_c0.t1
OG0016465	El001G029290	ESY1_g11589_DN2_SP0_c27.t1
OG0016466	El001G029340	ESY1_g11565_DN3_SP0_c0.t1
OG0016467	El001G029350	ESY1_g11564_DN3_SP0_c0.t1
OG0016468	El001G029510	ESY1_g11542_DN3_SP2_c0.t1
OG0016469	El001G025390	ESY1_g10895_DN3_SP0_c0.t1
OG0016470	El001G030080	ESY1_g11432_DN3_SP7_c2.t1
OG0016471	El001G030090	ESY1_g11430_DN3_SP0_c0.t1
OG0016472	El001G030160	ESY1_g11422_DN3_SP6_c0.t1
OG0016473	El001G030460	ESY1_g11370_DN3_SP3_c0.t1
OG0016474	El003G187780	ESY1_g11217_DN3_SP1_c0.t1
OG0016475	El001G031100	ESY1_g11199_DN3_SP0_c0.t1
OG0016476	El001G031340	ESY1_g11885_DN3_SP8_c0.t1
OG0016477	El005G270030	ESY3_g27020_DN3_SP2_c0.t1
OG0016478	El001G031590	ESY1_g11923_DN3_SP0_c0.t1
OG0016479	El001G031630	ESY1_g11927_DN3_SP0_c0.t1
OG0016480	El001G031850	ESY1_g11989_DN3_SP4_c0.t1
OG0016481	El001G032050	ESY1_g12044_DN3_SP6_c0.t1
OG0016482	El001G032240	ESY1_g12109_DN3_SP0_c0.t1
OG0016483	El001G032790	ESY1_g12183_DN3_SP0_c0.t1
OG0016485	El001G033380	ESY1_g12285_DN3_SP0_c0.t1
OG0016486	El001G033500	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1
OG0016487	El001G033550	ESY1_g12315_DN3_SP0_c0.t1
OG0016488	El001G033710	ESY1_g12338_DN3_SP0_c0.t1
OG0016489	El001G033950	ESY5_g3069_DN3_SP0_c0.t1
OG0016490	El001G034090	ESY1_g12377_DN3_SP5_c0.t1
OG0016491	El001G034290	ESY1_g12405_DN3_SP3_c0.t1
OG0016492	El001G034480	ESY1_g12425_DN3_SP0_c0.t1
OG0016493	El001G034630	ESY1_g12451_DN3_SP0_c0.t1
OG0016494	El001G034640	ESY1_g12453_DN3_SP1_c0.t1
OG0016495	El001G035110	ESY1_g12510_DN3_SP0_c0.t1
OG0016496	El001G034990	ESY1_g12507_DN3_SP0_c0.t1
OG0016497	El001G035370	ESY1_g12540_DN3_SP0_c0.t1, ESY1_g10277_DN2_SP0_c0.t1
OG0016498	El001G035410	ESY1_g12547_DN3_SP0_c0.t1
OG0016499	El001G035450	ESY1_g12551_DN3_SP0_c0.t1
OG0016500	El001G035640	ESY1_g12566_DN3_SP4_c0.t1
OG0016501	El001G035660	ESY1_g10287_DN1_SP0_c0.t1, ESY1_g12568_DN3_SP0_c0.t1
OG0016502	El001G035670	ESY1_g12569_DN3_SP8_c0.t1
OG0016503	El001G035680	ESY1_g12571_DN3_SP8_c0.t1, ESY1_g12570_DN3_SP0_c0.t1
OG0016504	El001G035780	ESY1_g12578_DN3_SP1_c0.t1
OG0016505	El001G035810	ESY1_g12581_DN3_SP0_c0.t1
OG0016506	El001G035870	ESY1_g12588_DN3_SP3_c0.t1
OG0016507	El001G035890	ESY1_g12589_DN3_SP8_c0.t1
OG0016508	El001G035930	ESY1_g12595_DN3_SP7_c0.t1, ESY1_g12592_DN3_SP0_c0.t1
OG0016509	El001G035940	ESY1_g12596_DN3_SP0_c0.t1
OG0016510	El005G271060, El002G141320	ESY2_g36410_DN3_SP1_c0.t1
OG0016511	El002G137220	ESY3_g30582_DN3_SP0_c0.t1, ESY2_g37062_DN2_SP0_c0.t1
OG0016512	El002G136710	ESY2_g37134_DN3_SP0_c0.t1, ESY2_g37137_DN1_SP0_c0.t1, ESY3_g28374_DN3_SP0_c0.t1
OG0016512	El002G136700	ESY2_g37135_DN3_SP0_c0.t1, ESY2_g37138_DN3_SP0_c0.t1
OG0016512	El002G136720	ESY3_g30936_DN3_SP0_c9.t1, ESY3_g30937_DN3_SP0_c0.t1
OG0016513	El003G172190	ESY2_g38584_DN3_SP7_c0.t1
OG0016515	El007G348180	ESY20_g13308_DN2_SP0_c0.t1
OG0016516	El001G021190	ESY1_g10093_DN3_SP0_c0.t1
OG0016517	El001G023610	ESY1_g11181_DN3_SP0_c0.t1, ESY1_g11180_DN3_SP0_c0.t1
OG0016518	El001G024460	ESY1_g11043_DN3_SP5_c0.t1
OG0016519	El001G029300	ESY1_g11575_DN3_SP1_c0.t1
OG0016520	El001G029470	ESY1_g11546_DN3_SP0_c0.t1
OG0016521	El007G350400	ESY1_g12134_DN3_SP0_c0.t1
OG0016522	El001G031310	ESY1_g11873_DN3_SP0_c0.t1
OG0016523	El006G318920	ESY8_g59605_DN3_SP0_c0.t1
OG0016524	El001G032020	ESY1_g12034_DN3_SP0_c0.t1, ESY1_g12035_DN3_SP0_c0.t1
OG0016525	El001G033020	ESY1_g12242_DN3_SP8_c0.t1
OG0016526	El003G153510, El001G034030	ESY1_g12370_DN3_SP0_c0.t1
OG0016527	El003G171320	ESY16_g61455_DN3_SP1_c0.t1
OG0016528	El007G364190	ESY10_g15271_DN3_SP0_c0.t1
OG0016529	El007G365810	ESY10_g14956_DN3_SP0_c0.t1
OG0016530	El007G366940	ESY10_g14747_DN3_SP8_c0.t1
OG0016531	El007G361620	ESY7_g16673_DN3_SP0_c0.t1
OG0016533	El006G296080	ESY1_g5609_DN3_SP0_c0.t1
OG0016535	El006G291930	ESY9_g45258_DN3_SP0_c0.t1
OG0016536	El006G285680	ESY12_g51501_DN3_SP0_c0.t1, ESY12_g51503_DN1_SP0_c48.t1
OG0016537	El006G280810	ESY12_g51390_DN3_SP0_c0.t1
OG0016539	El004G230500	ESY2_g34618_DN3_SP0_c0.t1
OG0016540	El003G183510	ESY17_g39542_DN3_SP4_c0.t1
OG0016541	El003G156660	ESY16_g62170_DN2_SP0_c0.t1
OG0016542	El003G149860	ESY4_g25139_DN3_SP8_c0.t1
OG0016543	El007G344190	ESY3_g32542_DN3_SP0_c0.t1
OG0016545	El003G141720	ESY4_g26948_DN3_SP8_c0.t1
OG0016546	El002G083770	ESY5_g5447_DN3_SP5_c0.t1
OG0016547	El002G086560	ESY5_g4984_DN3_SP0_c0.t1
OG0016548	El002G088230	ESY5_g4747_DN3_SP0_c0.t1
OG0016549	El002G089770	ESY5_g4553_DN3_SP1_c0.t1
OG0016550	El006G311330	ESY5_g3206_DN3_SP0_c11.t1
OG0016551	El002G091830	ESY5_g3244_DN3_SP4_c0.t1
OG0016552	El002G093410	ESY5_g3477_DN3_SP1_c0.t1
OG0016553	El002G094410	ESY5_g3628_DN3_SP0_c0.t1
OG0016555	El002G095390	ESY5_g3753_DN3_SP3_c1.t1
OG0016556	El002G097680, El002G097300	ESY5_g2685_DN3_SP0_c0.t1
OG0016558	El002G099450	ESY5_g2917_DN3_SP0_c0.t1
OG0016559	El002G101640	ESY5_g4316_DN3_SP0_c0.t1
OG0016562	El002G104960	ESY5_g3931_DN3_SP3_c0.t1
OG0016563	El004G221540, El004G221580	ESY2_g35502_DN3_SP0_c0.t1
OG0016565	El004G218230	ESY19_g41885_DN3_SP0_c0.t1
OG0016566	El004G199270	ESY2_g33828_DN3_SP0_c0.t1
OG0016568	El007G357000	ESY1_g6435_DN3_SP0_c0.t1
OG0016569	El005G265670	ESY12_g52056_DN3_SP2_c0.t1
OG0016570	El005G251710	ESY3_g30541_DN3_SP0_c0.t1
OG0016571	El005G247320	ESY3_g31285_DN3_SP0_c0.t1
OG0016572	El005G246220	ESY3_g31160_DN3_SP0_c0.t1
OG0016573	El005G245080	ESY3_g31002_DN3_SP0_c0.t1
OG0016574	El005G242740	ESY3_g31374_DN2_SP0_c0.t1
OG0016575	El005G241400, El003G169390	ESY3_g31578_DN3_SP0_c0.t1, ESY3_g31566_DN3_SP0_c0.t1, ESY2_g37227_DN3_SP0_c0.t1, ESY3_g31577_DN1_SP0_c0.t1
OG0016576	El005G235980	ESY3_g32579_DN3_SP0_c15.t1
OG0016578	El001G078460	ESY7_g19157_DN3_SP0_c0.t1, ESY7_g19158_DN3_SP0_c0.t1
OG0016580	El001G075390	ESY7_g18745_DN3_SP0_c0.t1
OG0016581	El001G075250	ESY7_g18723_DN3_SP0_c0.t1
OG0016582	El001G074610	ESY7_g18502_DN3_SP0_c0.t1
OG0016583	El006G321440	ESY8_g59888_DN3_SP0_c0.t1, ESY19_g41446_DN3_SP0_c0.t1, ESY9_g43628_DN2_SP0_c0.t1
OG0016584	El002G123030	ESY14_g20588_DN3_SP0_c0.t1
OG0016585	El002G121260	ESY14_g20393_DN2_SP0_c0.t1
OG0016586	El002G120550	ESY14_g19723_DN3_SP0_c0.t1
OG0016587	El003G161570	ESY23_g110_DN3_SP0_c0.t1
OG0016588	El003G163820	ESY9_g43684_DN3_SP0_c0.t1
OG0016589	El002G128290	ESY2_g36955_DN2_SP0_c0.t1, ESY6_g48909_DN2_SP0_c0.t1, ESY24_g32912_DN1_SP0_c0.t1
OG0016591	El003G169940, El003G169960	ESY9_g42417_DN3_SP4_c0.t1
OG0016593	El001G004220	ESY8_g58236_DN3_SP0_c0.t1
OG0016594	El006G300420	ESY8_g58399_DN3_SP7_c0.t1
OG0016596	El006G302080	ESY8_g58603_DN3_SP0_c5.t1
OG0016597	El006G306570	ESY8_g59020_DN3_SP0_c0.t1
OG0016598	El001G073870	ESY7_g18614_DN3_SP0_c0.t1
OG0016599	El001G072490, El001G072500	ESY7_g17865_DN3_SP0_c0.t1
OG0016600	El001G071920	ESY7_g17975_DN3_SP0_c0.t1
OG0016601	El001G070490	ESY7_g18144_DN3_SP6_c0.t1
OG0016602	El001G068860	ESY7_g18377_DN3_SP0_c0.t1
OG0016604	El001G067750	ESY7_g17684_DN3_SP0_c0.t1
OG0016606	El007G347720	ESY15_g64478_DN3_SP0_c0.t1
OG0016608	El003G187120	ESY8_g61145_DN3_SP0_c0.t1, ESY8_g61144_DN3_SP0_c0.t1, ESY19_g41337_DN3_SP0_c0.t1, ESY8_g61114_DN3_SP0_c0.t1
OG0016609	El001G018610	ESY1_g9333_DN3_SP1_c0.t1
OG0016610	El002G109840	ESY5_g1706_DN2_SP0_c0.t1
OG0016611	El007G333340	ESY6_g48559_DN3_SP0_c0.t1
OG0016613	El001G054740	ESY6_g50029_DN3_SP1_c0.t1
OG0016617	El002G113160	ESY13_g57211_DN3_SP7_c0.t1
OG0016619	El002G134120	ESY2_g37568_DN2_SP0_c0.t1
OG0016623	El003G163750, El001G054810, El001G054850, El001G040940, El005G266910, El001G069780	ESY5_g5304_DN3_SP0_c0.t1, ESY5_g5298_DN3_SP0_c0.t1
OG0016627	El006G316800	ESY8_g59419_DN3_SP0_c0.t1
OG0016629	El001G042950, El001G042930	ESY21_g55691_DN3_SP4_c0.t1
OG0016630	El001G017200	ESY1_g8603_DN3_SP7_c0.t1
OG0016631	El001G020050	ESY1_g9826_DN3_SP0_c0.t1
OG0016632	El001G020130	ESY17_g39795_DN2_SP0_c0.t1, ESY1_g9847_DN3_SP0_c0.t1
OG0016633	El007G345180	ESY9_g43348_DN3_SP0_c0.t1
OG0016633	El002G123680	ESY4_g26714_DN3_SP0_c0.t1
OG0016635	El001G004900	ESY7_g16440_DN3_SP0_c0.t1
OG0016636	El001G000650	ESY20_g12957_DN3_SP0_c0.t1
OG0016638	El003G162270	ESY5_g5002_DN2_SP0_c0.t1
OG0016639	El005G247360	ESY6_g48245_DN2_SP0_c0.t1
OG0016645	El003G175200	ESY4_g25659_DN2_SP0_c0.t1
OG0016646	El007G334690	ESY6_g48383_DN1_SP0_c0.t1
OG0016657	El003G155730	ESY7_g19031_DN3_SP3_c0.t1
OG0016658	El003G155490	ESY4_g23994_DN1_SP0_c0.t1
OG0016659	El003G155460	ESY4_g24006_DN3_SP0_c0.t1
OG0016660	El003G155440	ESY4_g24008_DN3_SP5_c0.t1
OG0016661	El003G155390	ESY4_g24018_DN3_SP0_c10.t1
OG0016662	El003G155050	ESY4_g24193_DN3_SP8_c0.t1
OG0016664	El003G154460	ESY4_g24304_DN3_SP8_c0.t1
OG0016665	El003G153380	ESY4_g24418_DN3_SP3_c0.t1
OG0016666	El003G153120	ESY5_g4655_DN1_SP0_c0.t1
OG0016667	El003G153050	ESY4_g24504_DN3_SP0_c0.t1
OG0016668	El003G153040	ESY4_g24505_DN3_SP0_c0.t1
OG0016669	El003G151670	ESY4_g24860_DN3_SP1_c56.t1
OG0016670	El003G151610	ESY4_g24871_DN3_SP8_c0.t1
OG0016671	El003G151050	ESY4_g25020_DN3_SP8_c0.t1
OG0016672	El003G150320	ESY4_g25222_DN3_SP8_c0.t1
OG0016673	El003G149940	ESY4_g25158_DN3_SP7_c0.t1
OG0016675	El003G149200	ESY4_g25868_DN3_SP8_c0.t1
OG0016676	El003G149140	ESY4_g25862_DN3_SP8_c0.t1
OG0016677	El003G149100	ESY4_g25855_DN2_SP0_c0.t1
OG0016679	El003G148290	ESY4_g25722_DN3_SP3_c0.t1
OG0016681	El003G147670	ESY4_g25556_DN3_SP0_c0.t1
OG0016682	El002G118200	ESY16_g61988_DN3_SP8_c0.t1
OG0016683	El002G118670	ESY16_g61924_DN3_SP0_c0.t1
OG0016684	El002G118730	ESY16_g61908_DN3_SP0_c0.t1
OG0016685	El002G118770	ESY16_g61906_DN2_SP0_c0.t1
OG0016686	El002G119640	ESY16_g61741_DN3_SP0_c0.t1
OG0016688	El003G182080	ESY17_g38948_DN3_SP0_c0.t1
OG0016689	El004G210540	ESY2_g34279_DN3_SP0_c0.t1
OG0016690	El004G209390	ESY2_g34252_DN3_SP5_c0.t1
OG0016691	El004G208610	ESY2_g34221_DN3_SP0_c0.t1
OG0016692	El004G208330	ESY2_g34210_DN3_SP0_c0.t1
OG0016694	El004G204660	ESY2_g34112_DN3_SP5_c0.t1
OG0016695	El004G203390	ESY2_g34101_DN3_SP0_c0.t1
OG0016696	El004G203050	ESY2_g34086_DN3_SP8_c0.t1
OG0016697	El004G202780	ESY2_g34075_DN3_SP0_c0.t1
OG0016698	El004G201460	ESY2_g34019_DN3_SP5_c0.t1
OG0016699	El004G201100	ESY2_g33988_DN3_SP8_c0.t1
OG0016700	El004G201090	ESY2_g33987_DN3_SP7_c0.t1
OG0016701	El004G201060	ESY2_g33983_DN3_SP0_c0.t1
OG0016703	El004G200080	ESY2_g33903_DN3_SP4_c0.t1
OG0016704	El004G198650	ESY2_g33754_DN2_SP8_c0.t1
OG0016705	El001G036680	ESY10_g14563_DN3_SP8_c0.t1
OG0016706	El001G036870	ESY10_g14528_DN3_SP0_c0.t1
OG0016707	El001G036990	ESY10_g14502_DN3_SP0_c0.t1
OG0016709	El001G038200	ESY10_g14292_DN3_SP1_c0.t1
OG0016710	El001G038210	ESY10_g14291_DN3_SP0_c0.t1
OG0016711	El001G038610	ESY10_g14194_DN3_SP8_c0.t1
OG0016712	El001G039190	ESY10_g14092_DN3_SP0_c0.t1
OG0016714	El001G040260	ESY10_g13982_DN3_SP0_c0.t1
OG0016715	El001G040860	ESY10_g13916_DN3_SP0_c0.t1
OG0016716	El001G041140	ESY10_g13839_DN3_SP5_c0.t1
OG0016717	El001G042650	ESY21_g55764_DN3_SP0_c0.t1
OG0016718	El001G042970	ESY6_g48992_DN3_SP2_c0.t1
OG0016719	El001G043060	ESY21_g55553_DN3_SP6_c0.t1
OG0016720	El001G043660	ESY21_g55409_DN3_SP7_c0.t1
OG0016721	El001G045210	ESY2_g34579_DN2_SP0_c0.t1
OG0016722	El005G266770	ESY3_g28163_DN3_SP3_c0.t1
OG0016723	El001G045570	ESY2_g35102_DN3_SP0_c0.t1
OG0016724	El001G046520	ESY2_g35161_DN2_SP0_c0.t1
OG0016725	El004G217170	ESY2_g35188_DN3_SP5_c0.t1
OG0016726	El004G217010	ESY2_g35197_DN3_SP0_c0.t1
OG0016727	El004G216300	ESY2_g35216_DN3_SP0_c0.t1
OG0016728	El004G215780	ESY2_g35236_DN3_SP0_c0.t1
OG0016729	El004G215560	ESY2_g35249_DN3_SP8_c0.t1
OG0016730	El004G214850	ESY2_g35290_DN3_SP1_c0.t1
OG0016731	El004G213690	ESY2_g35330_DN3_SP2_c0.t1
OG0016732	El004G213610	ESY2_g35333_DN2_SP0_c0.t1
OG0016733	El004G212170	ESY2_g34373_DN3_SP0_c0.t1
OG0016734	El004G211710	ESY2_g34363_DN3_SP8_c0.t1
OG0016735	El004G211610	ESY2_g34355_DN2_SP2_c0.t1
OG0016736	El004G211050	ESY2_g34330_DN1_SP0_c0.t1
OG0016737	El004G206570	ESY2_g34179_DN3_SP0_c0.t1
OG0016738	El004G210850	ESY2_g34294_DN3_SP0_c0.t1
OG0016739	El004G193800	ESY2_g33246_DN3_SP0_c0.t1
OG0016740	El004G193850	ESY2_g33248_DN3_SP7_c0.t1
OG0016741	El004G194150	ESY2_g33283_DN3_SP0_c0.t1
OG0016742	El004G197340	ESY2_g33606_DN3_SP0_c0.t1
OG0016743	El004G197540	ESY2_g33625_DN3_SP7_c0.t1
OG0016744	El004G198170	ESY2_g33686_DN3_SP0_c0.t1
OG0016745	El004G198300	ESY2_g33704_DN3_SP0_c0.t1
OG0016746	El004G198250	ESY2_g33693_DN3_SP8_c0.t1
OG0016747	El005G248320	ESY3_g30080_DN3_SP4_c14.t1
OG0016748	El003G158700	ESY13_g56353_DN1_SP0_c0.t1
OG0016749	El003G158390	ESY4_g25488_DN2_SP0_c0.t1
OG0016750	El003G158350	ESY13_g56100_DN3_SP0_c0.t1
OG0016751	El003G158310	ESY13_g56094_DN3_SP3_c0.t1
OG0016753	El005G244310	ESY3_g30852_DN3_SP8_c0.t1
OG0016754	El005G244710	ESY3_g30956_DN3_SP8_c0.t1
OG0016755	El005G244800	ESY3_g30967_DN3_SP8_c0.t1
OG0016756	El005G244990	ESY3_g30989_DN3_SP0_c0.t1
OG0016758	El001G079520	ESY7_g19340_DN2_SP7_c0.t1
OG0016759	El005G245310	ESY6_g49316_DN3_SP4_c0.t1
OG0016760	El005G245730	ESY3_g31079_DN3_SP7_c0.t1
OG0016761	El005G246010	ESY6_g49537_DN3_SP7_c0.t1
OG0016762	El005G246430	ESY3_g31191_DN3_SP0_c0.t1
OG0016765	El005G271810	ESY11_g53218_DN3_SP0_c0.t1
OG0016766	El007G326640	ESY6_g49604_DN3_SP2_c0.t1
OG0016767	El001G011520	ESY15_g65067_DN3_SP6_c0.t1
OG0016769	El007G344520	ESY6_g49618_DN3_SP3_c8.t1
OG0016772	El007G343150	ESY24_g33218_DN3_SP4_c0.t1
OG0016773	El007G343090	ESY24_g33241_DN3_SP8_c0.t1
OG0016774	El007G342060	ESY6_g46513_DN3_SP0_c11.t1
OG0016775	El007G342030	ESY6_g46587_DN3_SP0_c0.t1
OG0016776	El007G341970	ESY6_g46589_DN3_SP8_c0.t1
OG0016777	El007G341900, El007G341860	ESY6_g46596_DN3_SP0_c0.t1
OG0016778	El007G341470	ESY6_g46721_DN3_SP0_c0.t1
OG0016779	El007G341410	ESY6_g46732_DN3_SP0_c0.t1
OG0016780	El007G340770	ESY7_g18655_DN1_SP0_c0.t1
OG0016781	El007G340740	ESY6_g46900_DN3_SP0_c0.t1
OG0016782	El007G340110	ESY6_g47203_DN3_SP0_c0.t1
OG0016783	El007G339610	ESY6_g47417_DN3_SP7_c0.t1
OG0016784	El007G337030	ESY6_g48002_DN3_SP1_c14.t1
OG0016787	El007G335320	ESY6_g48277_DN3_SP2_c0.t1
OG0016788	El007G335080	ESY6_g48320_DN3_SP1_c0.t1
OG0016789	El007G334720	ESY6_g48380_DN3_SP8_c0.t1
OG0016790	El007G334270	ESY6_g48433_DN3_SP8_c0.t1
OG0016791	El007G334190	ESY6_g48440_DN3_SP4_c0.t1
OG0016793	El001G069140	ESY7_g18340_DN3_SP1_c0.t1
OG0016794	El001G070060	ESY7_g18210_DN3_SP2_c0.t1
OG0016795	El001G070220	ESY7_g18185_DN3_SP0_c0.t1
OG0016796	El001G070370	ESY7_g18164_DN3_SP0_c0.t1
OG0016797	El001G070510	ESY7_g18141_DN3_SP8_c0.t1
OG0016798	El001G070930	ESY7_g18113_DN3_SP0_c0.t1
OG0016799	El001G071020	ESY7_g18105_DN3_SP4_c0.t1
OG0016801	El001G071210	ESY7_g18073_DN3_SP0_c0.t1
OG0016802	El001G071490	ESY7_g18041_DN3_SP8_c0.t1
OG0016803	El001G071680	ESY7_g18003_DN3_SP0_c0.t1
OG0016806	El001G072070	ESY7_g17940_DN3_SP2_c0.t1
OG0016807	El001G072660	ESY7_g17839_DN3_SP0_c0.t1
OG0016808	El001G072760	ESY7_g17819_DN3_SP0_c0.t1
OG0016809	El001G072840	ESY7_g17808_DN3_SP8_c0.t1
OG0016810	El001G072880	ESY7_g17799_DN3_SP0_c0.t1
OG0016811	El001G072890	ESY7_g17797_DN2_SP0_c0.t1
OG0016813	El001G073730	ESY7_g18637_DN2_SP0_c0.t1
OG0016814	El001G073790	ESY7_g18631_DN3_SP0_c0.t1
OG0016815	El001G073830	ESY7_g18628_DN3_SP8_c0.t1
OG0016816	El001G074400	ESY7_g18531_DN3_SP0_c0.t1
OG0016817	El003G168600	ESY9_g42587_DN3_SP1_c6.t1
OG0016818	El003G168550	ESY9_g42600_DN3_SP0_c11.t1
OG0016819	El003G168330	ESY9_g42632_DN3_SP0_c0.t1
OG0016820	El003G167870	ESY9_g42697_DN2_SP0_c0.t1
OG0016821	El003G167240	ESY9_g42827_DN3_SP0_c0.t1
OG0016822	El003G166920	ESY9_g42900_DN3_SP0_c0.t1
OG0016823	El003G166670	ESY9_g42964_DN3_SP2_c0.t1
OG0016826	El003G165640	ESY9_g43258_DN3_SP0_c0.t1
OG0016827	El003G165480	ESY9_g43285_DN3_SP0_c0.t1
OG0016828	El003G165380	ESY9_g43302_DN3_SP3_c0.t1
OG0016829	El003G165020	ESY9_g43404_DN3_SP1_c0.t1
OG0016830	El003G164840	ESY9_g43446_DN3_SP0_c0.t1
OG0016831	El003G164560	ESY9_g43642_DN3_SP0_c0.t1
OG0016832	El003G164210	ESY9_g43603_DN3_SP0_c0.t1
OG0016833	El003G163940	ESY9_g43545_DN1_SP0_c0.t1
OG0016834	El003G163230	ESY9_g43759_DN3_SP8_c0.t1
OG0016835	El002G121280	ESY14_g20390_DN3_SP3_c0.t1
OG0016836	El002G122270	ESY14_g20123_DN3_SP7_c0.t1
OG0016838	El002G123340	ESY14_g20620_DN3_SP4_c0.t1
OG0016839	El002G123440	ESY14_g20624_DN3_SP0_c0.t1
OG0016840	El002G124920	ESY14_g20849_DN3_SP2_c0.t1
OG0016841	El003G182710	ESY11_g54625_DN1_SP0_c18.t1
OG0016842	El002G128240	ESY14_g21436_DN3_SP0_c0.t1
OG0016843	El002G126750	ESY4_g21928_DN3_SP8_c0.t1
OG0016844	El002G126270	ESY5_g3503_DN3_SP0_c0.t1
OG0016845	El007G333600	ESY6_g48534_DN3_SP8_c0.t1
OG0016847	El002G130130	ESY4_g22525_DN3_SP0_c0.t1
OG0016848	El002G129680	ESY4_g22550_DN3_SP8_c0.t1
OG0016852	El002G128700	ESY4_g22482_DN3_SP8_c0.t1
OG0016853	El002G113550	ESY9_g43251_DN3_SP0_c0.t1
OG0016854	El002G113310	ESY4_g22438_DN3_SP7_c0.t1
OG0016855	El002G113970	ESY4_g22707_DN3_SP0_c0.t1
OG0016856	El002G113990	ESY3_g28719_DN3_SP3_c0.t1
OG0016857	El002G114290	ESY4_g26391_DN3_SP0_c0.t1
OG0016858	El002G114620	ESY20_g13359_DN3_SP0_c0.t1
OG0016860	El002G115680	ESY4_g23297_DN3_SP0_c0.t1
OG0016861	El006G314260	ESY8_g59309_DN3_SP8_c0.t1
OG0016862	El006G314250	ESY8_g59308_DN2_SP0_c15.t1
OG0016864	El002G115850	ESY4_g23312_DN3_SP0_c0.t1
OG0016866	El002G117150	ESY4_g23666_DN3_SP8_c0.t1
OG0016867	El002G117250	ESY4_g23682_DN3_SP0_c0.t1
OG0016868	El002G117410	ESY10_g14750_DN3_SP0_c0.t1
OG0016869	El003G146710	ESY4_g25356_DN3_SP0_c0.t1
OG0016870	El003G146450	ESY4_g26016_DN3_SP5_c0.t1
OG0016871	El003G146360	ESY4_g26044_DN3_SP4_c0.t1
OG0016872	El003G145930	ESY4_g26190_DN3_SP0_c0.t1
OG0016875	El003G144980	ESY4_g26430_DN3_SP3_c0.t1
OG0016876	El006G319530	ESY8_g59662_DN3_SP4_c0.t1
OG0016877	El003G144010	ESY4_g26617_DN3_SP0_c0.t1
OG0016878	El003G143670	ESY4_g26661_DN3_SP8_c0.t1
OG0016880	El003G143250	ESY4_g26724_DN3_SP6_c0.t1
OG0016881	El003G143140	ESY4_g26738_DN1_SP0_c0.t1, ESY4_g26737_DN1_SP0_c0.t1
OG0016882	El003G143030	ESY4_g26750_DN3_SP0_c0.t1
OG0016883	El003G142650	ESY4_g26823_DN3_SP3_c0.t1
