Orthogroup	Erysimum_linariifolium	Eutrema_salsugineum
OG0015587	El005G240590	XP_006408047.1
OG0015588	El005G240600	XP_024015791.1
OG0015589	El005G240690	XP_006408037.1
OG0015590	El005G240760	XP_024015416.1
OG0015591	El001G031870	XP_006402614.1
OG0015592	El005G241550	XP_006407954.1
OG0015593	El005G241610	XP_006407947.1
OG0015594	El005G242130	XP_006407897.1
OG0015595	El005G242240	XP_006407886.1
OG0015596	El005G248490	XP_006407306.1
OG0015597	El005G242300	XP_024015239.1
OG0015598	El005G242320	XP_024015315.1
OG0015599	El005G242400	XP_006407866.1
OG0015600	El005G242420	XP_024015473.1
OG0015601	El005G242580	XP_006407850.1
OG0015602	El005G242630	XP_006407846.1
OG0015603	El005G242780	XP_024015593.1
OG0015604	El005G242860	XP_006407825.1
OG0015605	El005G243000	XP_006407813.1
OG0015606	El005G243080	XP_006407809.1
OG0015607	El005G243110	XP_024014874.1
OG0015608	El005G243240	XP_006407798.1
OG0015609	El005G243310	XP_006407788.1
OG0015610	El005G243320	XP_006407787.1
OG0015611	El005G243470	XP_006407772.1
OG0015612	El005G244110	XP_006407724.1
OG0015613	El005G244130	XP_024015125.1
OG0015614	El006G289300	XP_006411284.1
OG0015615	El006G289310	XP_006411282.1
OG0015616	El006G289590	XP_006411259.1
OG0015617	El006G289810	XP_024016813.1
OG0015618	El006G289860	XP_006411235.1
OG0015619	El006G290190	XP_006411194.1
OG0015620	El006G290210	XP_006411191.1
OG0015621	El006G290830	XP_006411144.1
OG0015622	El006G290510	XP_006411168.1
OG0015623	El006G290940	XP_006411133.2
OG0015624	El006G291010	XP_006411127.1
OG0015625	El006G291060	XP_006411122.1
OG0015626	El006G295020	XP_006410762.2
OG0015627	El006G294540	XP_006410802.1
OG0015628	El005G248160	XP_006397356.1
OG0015629	El006G294410	XP_024003701.1
OG0015630	El006G294120	XP_006410832.2
OG0015631	El006G293760	XP_024016674.1
OG0015632	El006G293560	XP_006409895.1
OG0015633	El006G293540	XP_006410878.1
OG0015634	El006G293430	XP_006410890.1
OG0015635	El006G293440	XP_006410889.1
OG0015636	El005G268980	XP_024009714.1
OG0015637	El006G293310	XP_006410899.1
OG0015638	El006G293270	XP_006410903.1
OG0015639	El006G293230	XP_006410904.1
OG0015640	El006G293130	XP_006410917.1
OG0015641	El006G292830	XP_006410940.1
OG0015642	El006G292680	XP_006410954.1
OG0015643	El006G292660	XP_006410956.1
OG0015644	El006G291530	XP_006411084.1
OG0015645	El006G291600	XP_024004292.1
OG0015646	El006G291630	XP_006411070.1
OG0015647	El006G292080	XP_024003859.1
OG0015648	El006G292120	XP_024003827.1
OG0015649	El006G292190	XP_006411008.2
OG0015651	El006G295200	XP_006410747.1
OG0015652	El002G099730	XP_006416888.1
OG0015653	El002G099770	XP_024008291.1
OG0015654	El002G100130	XP_006416848.1
OG0015655	El002G100270	XP_006416833.1
OG0015656	El002G100430	XP_006416817.1
OG0015657	El002G100630	XP_006416795.1
OG0015658	El002G101010	XP_006416755.1
OG0015659	El002G101160	XP_006416745.1
OG0015660	El002G101350	XP_006416724.1
OG0015661	El002G101610	XP_024009083.1
OG0015662	El002G101600	XP_006416698.1
OG0015663	El002G101580	XP_024008695.1
OG0015664	El002G101540	XP_006416704.1
OG0015665	El002G101470	XP_006416710.1
OG0015666	El002G101700	XP_006416687.1
OG0015667	El002G101880	XP_006416669.1
OG0015668	El002G102380	XP_006416625.1
OG0015669	El002G102320	XP_006416632.2
OG0015670	El002G102300	XP_006416637.1
OG0015671	El002G102130	XP_024008504.1
OG0015672	El004G226100	XP_006390516.2
OG0015673	El002G102870	XP_006416578.1
OG0015674	El002G102990	XP_006416563.1
OG0015675	El002G103040	XP_006416558.1
OG0015676	El002G103200	XP_006416547.1
OG0015677	El002G103330	XP_024008813.1
OG0015678	El002G103370	XP_006416534.1, XP_006418764.2
OG0015679	El002G103600	XP_006416519.1
OG0015680	El002G103630	XP_024009208.1
OG0015681	El002G103660	XP_024008657.1
OG0015682	El002G103730	XP_006416505.1
OG0015683	El002G104450	XP_006416431.1
OG0015684	El002G104880	XP_006416388.1
OG0015685	El002G104920	XP_006416384.1
OG0015686	El002G105010	XP_006416375.1
OG0015687	El002G105230	XP_006416354.1
OG0015688	El002G105450	XP_006416336.1
OG0015689	El002G106020	XP_006416289.1
OG0015690	El002G106090	XP_006416282.1
OG0015691	El002G106110	XP_024008117.1
OG0015692	El002G106210	XP_006416270.1
OG0015693	El002G106250	XP_024008180.1
OG0015694	El002G106270	XP_006416264.1
OG0015696	El002G107060, El002G106640	XP_006416229.1
OG0015697	El002G107130	XP_006416222.1
OG0015698	El002G107550	XP_006416195.1
OG0015699	El002G107720	XP_006416181.2
OG0015700	El002G107800	XP_024008600.1
OG0015701	El002G107970	XP_024008267.1
OG0015702	El002G108140	XP_006416141.1
OG0015703	El002G108150	XP_006416137.1
OG0015704	El002G108220	XP_006416132.1
OG0015705	El002G108380	XP_006416125.1
OG0015706	El002G108480	XP_006416117.1
OG0015707	El002G108730	XP_006416087.1
OG0015709	El002G109360	XP_006416034.1
OG0015710	El002G109500	XP_006416026.1
OG0015711	El002G089490	XP_006417851.1
OG0015712	El002G111440	XP_006415954.1
OG0015713	El002G111310	XP_006415943.1
OG0015714	El002G111130	XP_006415925.1
OG0015715	El004G220130	XP_006391059.1
OG0015716	El002G110840	XP_006415906.1
OG0015717	El004G219640	XP_006391098.1
OG0015718	El002G111810	XP_006415892.1
OG0015719	El002G111950	XP_006415879.1
OG0015720	El002G112050	XP_006415870.1
OG0015721	El002G112440	XP_006415827.2
OG0015722	El002G112660	XP_006415803.1
OG0015723	El002G112700	XP_006415800.1
OG0015724	El002G104370	XP_006416441.1
OG0015725	El002G128440	XP_006393685.1
OG0015726	El002G128410	XP_006393687.1
OG0015727	El002G113100	XP_006415757.1
OG0015728	El003G160570	XP_006413461.1
OG0015729	El003G160500	XP_006413452.1
OG0015730	El003G160380	XP_006413441.1
OG0015731	El003G160240	XP_006413423.2
OG0015732	El003G160190	XP_006413418.1
OG0015733	El003G160110	XP_006413410.1
OG0015734	El006G314400	XP_024014201.1
OG0015735	El003G160010	XP_006413395.2
OG0015736	El003G159970	XP_006413388.1
OG0015737	El003G159890	XP_006413383.1
OG0015738	El003G159880	XP_006413382.1
OG0015739	El003G159780	XP_006413370.1
OG0015740	El003G159560	XP_006413349.1
OG0015741	El003G159510	XP_024005128.1
OG0015742	El003G159320	XP_006413322.1
OG0015743	El003G159170	XP_006413313.1
OG0015744	El003G158970	XP_006413297.1
OG0015745	El003G159060	XP_006413302.1
OG0015746	El003G159080	XP_024005592.1
OG0015747	El007G341830	XP_006401900.2
OG0015748	El002G091180	XP_006417687.1
OG0015749	El003G156260	XP_006413028.1
OG0015750	El003G156350	XP_024005087.1
OG0015751	El006G315080	XP_006405145.2
OG0015752	El006G316070	XP_006405046.1
OG0015753	El006G315990	XP_006405055.2
OG0015754	El006G316750	XP_024014093.1
OG0015755	El006G317960	XP_006404871.1
OG0015756	El006G318260	XP_006404852.1
OG0015757	El006G318440	XP_006404835.1
OG0015758	El006G318550	XP_006404822.1
OG0015759	El006G318650	XP_006404816.1
OG0015760	El003G156240	XP_006413026.1
OG0015761	El006G318950	XP_006404778.1
OG0015762	El006G319290	XP_006404750.1
OG0015763	El006G319630	XP_006404720.1
OG0015764	El001G025130	XP_006403582.1
OG0015765	El006G319820	XP_006404701.1
OG0015766	El006G320270	XP_006404659.2
OG0015767	El006G320360	XP_006404649.1
OG0015768	El006G320370	XP_006404650.1
OG0015769	El006G320640	XP_006404627.1
OG0015770	El006G320700	XP_006404617.1
OG0015771	El006G321060	XP_006404603.1
OG0015772	El006G321560	XP_006404552.1
OG0015773	El006G321660	XP_006409311.1
OG0015774	El006G321680	XP_006404542.1
OG0015775	El006G321790	XP_024014603.1
OG0015776	El002G098540	XP_006417002.1
OG0015777	El002G098320	XP_006417015.1
OG0015778	El002G098210	XP_006417029.1
OG0015779	El002G098200	XP_024008377.1
OG0015780	El002G098180	XP_006417031.1
OG0015781	El002G098100	XP_006417040.2
OG0015782	El002G097890	XP_006417064.2
OG0015783	El002G097840	XP_006417068.1
OG0015784	El002G097480	XP_006417085.1
OG0015785	El002G097530	XP_006417081.1
OG0015786	El002G097320	XP_024008993.1
OG0015787	El002G097190	XP_006417115.1
OG0015788	El002G096870	XP_006417143.1
OG0015790	El002G096780	XP_006417148.1
OG0015791	El002G096540	XP_006417170.1
OG0015792	El002G096150	XP_006417212.2
OG0015793	El002G096060	XP_006417220.1
OG0015794	El002G095960	XP_006417230.1
OG0015795	El002G095900	XP_024008288.1
OG0015796	El002G095840	XP_006417242.1
OG0015797	El002G095720	XP_006417254.1
OG0015798	El002G095730	XP_006417253.1
OG0015799	El002G095490	XP_006417270.1
OG0015800	El002G095120	XP_024008477.1
OG0015801	El002G094970	XP_006417329.1
OG0015802	El002G094810	XP_006417347.1
OG0015803	El004G199120	XP_006391966.1
OG0015804	El002G094650	XP_024007720.1
OG0015805	El002G094370	XP_006417379.1
OG0015806	El002G093950	XP_006417407.1
OG0015807	El002G093900	XP_006417412.1
OG0015808	El002G093870	XP_006417415.2
OG0015809	El002G093760	XP_024009136.1
OG0015810	El002G093550	XP_006417453.1
OG0015811	El002G093510	XP_024009140.1
OG0015812	El002G093350	XP_006417472.1
OG0015813	El002G093210	XP_006417485.1
OG0015814	El002G092630	XP_006417533.2
OG0015815	El002G092650	XP_006417530.1
OG0015816	El002G092810	XP_006417526.1
OG0015817	El002G092860	XP_024007843.1
OG0015818	El002G093030	XP_024009031.1
OG0015819	El002G092480	XP_006417549.1
OG0015820	El002G092260	XP_024007838.1
OG0015821	El002G092250	XP_006417572.1
OG0015822	El002G092080	XP_006417586.1
OG0015823	El002G092000	XP_006417590.1
OG0015824	El002G091980	XP_006417593.1
OG0015825	El002G091880	XP_006417602.1
OG0015826	El002G091780	XP_006417619.1
OG0015827	El002G091520	XP_006417650.1
OG0015828	El002G091320	XP_006417669.1
OG0015829	El002G091410	XP_006417660.1
OG0015830	El002G090820	XP_024007800.1
OG0015831	El002G090340	XP_006417764.1
OG0015832	El002G090360	XP_006417770.1
OG0015833	El001G046660	XP_024006708.1
OG0015834	El002G090100	XP_006417795.1
OG0015835	El002G089820	XP_006417815.1
OG0015836	El002G089510	XP_006417849.2
OG0015837	El002G089430	XP_006417857.1
OG0015838	El002G089370	XP_006417862.1
OG0015839	El002G088930	XP_006417903.1
OG0015840	El002G089230	XP_006417874.1
OG0015841	El002G089210	XP_006417877.1
OG0015842	El002G089090	XP_006417889.1
OG0015843	El002G089060	XP_006417892.1
OG0015844	El002G088900	XP_006417906.1
OG0015845	El002G088890	XP_006417907.1
OG0015846	El002G088870	XP_006417910.1
OG0015847	El002G088820	XP_006417918.1
OG0015848	El002G088300	XP_006417970.1
OG0015849	El002G107330, El002G088150	XP_006417982.1
OG0015850	El007G348760	XP_006395183.1
OG0015851	El002G106690, El002G088140	XP_006417981.1
OG0015852	El002G088120	XP_006417984.1
OG0015853	El002G087650	XP_024009290.1
OG0015854	El002G087600	XP_006418031.2
OG0015856	El002G087240	XP_006418061.1
OG0015857	El002G087180	XP_006418067.2
OG0015858	El002G087100	XP_024009087.1
OG0015859	El002G087070	XP_006418075.1
OG0015860	El002G087060	XP_006418076.1
OG0015861	El002G086970	XP_024007706.1
OG0015862	El002G086590	XP_006418115.1
OG0015863	El001G059370	XP_006414447.1
OG0015864	El002G085890	XP_024008493.1
OG0015865	El002G085860	XP_006418179.1
OG0015866	El002G085850	XP_006418180.2
OG0015867	El002G085400	XP_006418224.1
OG0015868	El002G085640	XP_006397379.1
OG0015869	El002G085260	XP_006418236.2
OG0015870	El002G085240	XP_006418238.1
OG0015871	El002G085230	XP_006418239.1
OG0015872	El002G085080	XP_006418253.1
OG0015873	El002G084890	XP_024008121.1
OG0015874	El002G084530	XP_006418300.1
OG0015875	El002G084400	XP_006418314.1
OG0015876	El002G084290	XP_006418321.1
OG0015877	El002G084080	XP_006418348.1
OG0015878	El002G084180	XP_006418335.1
OG0015879	El002G084010	XP_006418356.1
OG0015880	El002G083990	XP_006418357.1
OG0015881	El002G083580	XP_006418407.1
OG0015882	El002G083410	XP_006418420.1
OG0015883	El003G180190, El002G083010	XP_006418449.1
OG0015884	El002G082960	XP_024009077.1
OG0015885	El002G082790	XP_024008726.1
OG0015886	El002G082780	XP_006418467.1
OG0015887	El002G082770	XP_006418469.1
OG0015888	El002G082720	XP_006418472.1
OG0015889	El002G082690	XP_006418475.1
OG0015890	El002G082670	XP_006418477.1
OG0015891	El002G082580	XP_006418483.1
OG0015892	El002G082500	XP_024008195.1
OG0015893	El002G082430	XP_006393817.1
OG0015894	El001G067730	XP_006399892.1
OG0015895	El001G066930	XP_006399968.1
OG0015896	El001G067080	XP_006399952.1
OG0015897	El001G067320	XP_024012509.1
OG0015898	El001G067420	XP_006399924.1
OG0015899	El001G067490	XP_006399916.1
OG0015900	El001G066820	XP_006399979.1
OG0015901	El001G066730	XP_006399988.2
OG0015902	El001G066700	XP_006399994.2
OG0015903	El001G065930	XP_024012282.1
OG0015904	El001G066010	XP_006400065.1
OG0015905	El001G066090	XP_006400057.1
OG0015906	El001G066170	XP_024012477.1
OG0015907	El001G066310	XP_006400034.1
OG0015908	El001G065440	XP_006400116.1
OG0015909	El001G065070	XP_006400159.1
OG0015910	El005G236710	XP_006408409.1
OG0015911	El001G065200	XP_006400146.1
OG0015912	El001G064490	XP_006400191.1
OG0015913	El001G064330	XP_006400201.1
OG0015914	El001G064140	XP_006400222.1
OG0015915	El001G064080	XP_006400229.1
OG0015916	El001G064030	XP_006400234.1
OG0015917	El001G063740	XP_006400256.1
OG0015918	El001G063580	XP_006400275.1
OG0015919	El001G063600	XP_006400273.1
OG0015920	El001G063500	XP_024012177.1
OG0015921	El001G063300	XP_006400299.1
OG0015922	El001G063230	XP_006400305.1
OG0015923	El001G063200	XP_006400308.1
OG0015924	El001G062800	XP_006400338.1
OG0015925	El001G062700	XP_006400340.1
OG0015926	El001G062450	XP_006400368.1
OG0015927	El001G062440	XP_006400369.1
OG0015928	El001G062310	XP_006400384.1
OG0015929	El001G062280	XP_006400387.1
OG0015930	El002G091340	XP_006417667.1
OG0015931	El001G061980	XP_006400418.1
OG0015932	El001G061780	XP_006400429.1
OG0015933	El001G061770	XP_024011942.1
OG0015934	El001G061660	XP_006400440.1
OG0015935	El001G061240	XP_006400474.1
OG0015936	El001G051510	XP_024006970.1
OG0015937	El001G051080	XP_006394903.1
OG0015938	El001G050890	XP_006394909.1
OG0015939	El001G050880	XP_024007177.1
OG0015940	El001G049950	XP_006394945.1
OG0015941	El001G049630	XP_006394956.1
OG0015942	El001G049380	XP_024007122.1
OG0015943	El001G049370	XP_024007166.1
OG0015945	El007G345230	XP_006395048.1
OG0015946	El001G018480	XP_006404215.1
OG0015947	El007G345260	XP_006395051.1
OG0015948	El003G158160	XP_006406929.1
OG0015949	El007G346280	XP_006395097.1
OG0015950	El007G347410	XP_006395139.1
OG0015951	El007G348740	XP_006395179.1
OG0015952	El007G349380	XP_006395198.1
OG0015953	El007G348980	XP_006395187.2
OG0015954	El001G064100	XP_006400227.1
OG0015955	El001G075000	XP_006399161.1
OG0015956	El001G074940	XP_006399166.2
OG0015957	El001G067790	XP_006399885.1
OG0015958	El001G067800	XP_006399884.1
OG0015959	El001G075100	XP_006399155.1
OG0015960	El001G075370	XP_006399126.1
OG0015961	El006G317870	XP_006395226.1
OG0015962	El002G128100	XP_006393716.1
OG0015963	El007G350660	XP_006395222.1
OG0015964	El001G075590	XP_024011768.1
OG0015966	El001G076070	XP_006399081.1
OG0015967	El001G076130	XP_006399069.1
OG0015968	El001G076260	XP_006399057.2
OG0015969	El001G076280	XP_006399055.1
OG0015970	El001G076290	XP_006399054.2
OG0015971	El001G076430	XP_006399040.1
OG0015972	El001G076450	XP_006399038.1
OG0015973	El001G076500	XP_024012179.1
OG0015974	El001G076530	XP_006399028.2
OG0015975	El001G076560	XP_006399025.1
OG0015976	El001G076910	XP_006399000.1
OG0015977	El005G251560	XP_006407010.1
OG0015978	El001G077060	XP_006398985.1
OG0015979	El001G077140	XP_006398978.1
OG0015980	El001G077250	XP_006398970.1
OG0015981	El001G077600	XP_006398944.1
OG0015982	El002G101150	XP_006416746.1
OG0015983	El001G077940	XP_006398918.1
OG0015984	El001G078000	XP_006398911.1
OG0015985	El001G078100	XP_006398900.1
OG0015986	El001G051820	XP_006394853.1
OG0015987	El001G051840	XP_006394851.1
OG0015988	El001G051860	XP_006394849.1
OG0015989	El001G052190	XP_006394840.1
OG0015990	El001G053040	XP_024006958.1
OG0015991	El001G053520	XP_024007594.1
OG0015992	El001G054320	XP_006394744.1
OG0015993	El001G054470	XP_006394739.1
OG0015994	El001G054520	XP_006394733.1
OG0015995	El001G054730	XP_006394728.1
OG0015996	El001G055540	XP_006394689.1
OG0015997	El001G055510	XP_006394693.1
OG0015998	El001G055290	XP_006394705.2
OG0015999	El001G055280	XP_024007117.1
OG0016000	El001G055800	XP_006394672.1
OG0016001	El001G055850	XP_006394667.1
OG0016002	El001G056160	XP_006394646.1
OG0016003	El001G056190	XP_006394641.1
OG0016004	El001G056320	XP_006394637.1
OG0016005	El005G269420	XP_006418576.1
OG0016006	El001G056520	XP_006394615.2
OG0016007	El001G056600	XP_024007198.1
OG0016008	El001G057000	XP_006394580.1
OG0016010	El007G329960	XP_006394551.1
OG0016011	El007G329940	XP_006394550.1
OG0016012	El001G041380	XP_006394549.1
OG0016013	El007G329750	XP_006394537.1
OG0016014	El007G329460	XP_006394515.1
OG0016015	El007G329440	XP_006394513.1
OG0016016	El007G329210	XP_024006742.1
OG0016017	El007G329090	XP_006394481.1
OG0016018	El007G328690	XP_006394442.1
OG0016019	El007G328640	XP_006394438.1
OG0016020	El007G328470	XP_006394420.1
OG0016021	El007G328380	XP_006394410.2
OG0016022	El007G328370	XP_006394409.1
OG0016023	El007G328090	XP_006394377.1
OG0016024	El007G328010	XP_006394367.1
OG0016025	El007G327860	XP_024007613.1
OG0016026	El007G327730	XP_006394339.1
OG0016027	El007G327640	XP_006394329.2
OG0016028	El007G327510	XP_006394317.1
OG0016029	El007G332660	XP_006401045.1
OG0016030	El007G332820	XP_006401061.2
OG0016031	El007G332920	XP_006401070.1
OG0016032	El007G332930	XP_024011719.1
OG0016033	El007G333000	XP_024011723.1
OG0016034	El006G304230, El007G333040	XP_006401082.1
OG0016035	El007G333300	XP_024012085.1
OG0016036	El007G333320	XP_006401116.1
OG0016037	El001G021570	XP_006403930.1
OG0016038	El001G021490	XP_006403938.1
OG0016039	El001G021320	XP_006403959.1
OG0016040	El001G020900	XP_006404003.1
OG0016041	El001G020530	XP_006404031.1
OG0016042	El001G020490	XP_006404033.2
OG0016043	El001G020440	XP_024013491.1
OG0016044	El001G020320	XP_006404047.1
OG0016045	El001G020210	XP_006404056.1
OG0016046	El001G020060	XP_006404080.1
OG0016047	El001G019620	XP_006404111.1
OG0016048	El001G019540	XP_006404122.1
OG0016049	El001G019510	XP_006404127.1
OG0016050	El001G055260	XP_006394707.1
OG0016051	El001G019210	XP_024013846.1
OG0016052	El001G018830	XP_006404181.1
OG0016053	El001G018650	XP_006404192.1
OG0016054	El001G018630	XP_024013408.1
OG0016055	El002G115940	XP_006415538.1
OG0016056	El001G018070	XP_006404259.1
OG0016057	El001G018040	XP_006404262.1
OG0016058	El001G018000	XP_006404268.1
OG0016059	El001G017920	XP_006404276.1
OG0016060	El001G017840	XP_006404283.1
OG0016061	El001G017790	XP_006404286.1
OG0016062	El007G327620	XP_006394328.1
OG0016063	El001G017710	XP_006404292.1
OG0016064	El001G017670	XP_006404295.1
OG0016065	El001G017520	XP_006404307.1
OG0016066	El001G017460	XP_006404315.1
OG0016067	El001G017370	XP_006404324.1
OG0016068	El001G017290	XP_006404339.1
OG0016069	El001G017210	XP_006404351.2
OG0016070	El001G017130	XP_006404358.1
OG0016071	El001G017120	XP_006404359.1
OG0016072	El001G016840	XP_006404374.1
OG0016073	El001G016780	XP_024013721.1
OG0016074	El001G016770	XP_006404379.1
OG0016075	El001G016760	XP_006404380.1
OG0016076	El001G016710	XP_006404388.1
OG0016077	El001G016350	XP_006404426.1
OG0016078	El001G016170	XP_006404445.2
OG0016079	El001G016080	XP_006418858.1
OG0016080	El001G015810	XP_006418884.1
OG0016081	El001G014760	XP_006419012.1
