Orthogroup	Erysimum_linariifolium	Brassica_napus
OG0015136	El003G141830	XP_022555829.1, XP_048593850.1
OG0015137	El003G141850	XP_022543782.1, XP_022562922.2
OG0015138	El003G141900	XP_013658388.2, XP_013735362.2
OG0015139	El003G141920	XP_013656759.2, XP_013685727.2
OG0015140	El003G141590	XP_048602133.1, XP_048602203.1
OG0015141	El003G181560	XP_022544319.1, XP_013647232.2
OG0015142	El003G185250	XP_013741959.1, XP_013731846.2
OG0015143	El003G184130	XP_013748938.2, XP_048627292.1, XP_048616514.1
OG0015144	El003G183970	XP_048631169.1, XP_013680242.2, XP_013676590.2
OG0015145	El003G184350	XP_048610701.1, XP_048633305.1, XP_048626448.1
OG0015146	El004G213200	XP_013702467.2, XP_013707569.1
OG0015147	El003G185530	XP_048633336.1, XP_013707788.1
OG0015148	El003G185600	XP_013741953.2, XP_013706104.2
OG0015149	El003G186290	XP_048616545.1, XP_048592851.1
OG0015150	El003G186340	XP_013746676.2, XP_013741698.1
OG0015151	El003G186700	XP_013651828.1
OG0015152	El003G187510	XP_013732795.1, XP_048592862.1
OG0015153	El003G188260	XP_013651835.2, XP_013675262.1
OG0015154	El003G188170	XP_013743042.2, XP_013703941.1
OG0015155	El003G188990	XP_013722717.1, XP_013746714.1
OG0015156	El003G189510, El001G009960, El001G011700	XP_013728600.1, XP_048633392.1
OG0015157	El003G189700	XP_013642880.1, XP_048633397.1
OG0015158	El003G189710	XP_048633396.1, XP_013647019.1
OG0015159	El007G363890	XP_022548496.1, XP_048624855.1
OG0015160	El002G117980	XP_013733788.2, XP_048594563.1
OG0015161	El006G295990	XP_013685501.2, XP_048629140.1, XP_048612460.1
OG0015162	El006G295970	XP_048629161.1, XP_048612459.1, XP_013685499.2
OG0015163	El006G295950	XP_048629154.1, XP_013738456.2, XP_013685497.1
OG0015164	El001G014910	XP_013642530.2, XP_013702140.1
OG0015165	El001G014940	XP_013642536.1, XP_013702318.2
OG0015166	El002G119090	XP_013749230.2, XP_013660503.2
OG0015167	El006G295560	XP_013662103.2, XP_013744665.1, XP_048629634.1, XP_022546229.1
OG0015168	El006G295600	XP_013662105.2, XP_013744664.1
OG0015169	El006G295620	XP_048629644.1, XP_022545497.1, XP_022556122.1
OG0015170	El006G295700	XP_013662107.2, XP_013744662.2
OG0015171	El006G295740	XP_022556129.1, XP_048629142.1, XP_048636575.1
OG0015172	El002G123040	XP_013662181.1, XP_013640283.1
OG0015173	El001G010130	XP_013735108.2, XP_022554986.1
OG0015174	El001G010640	XP_013735079.2, XP_013711395.1
OG0015175	El001G010680	XP_013726746.1, XP_013718423.1
OG0015176	El001G010810	XP_013684072.1, XP_013735080.2
OG0015177	El003G177680, El001G010910	XP_022553850.1, XP_048631939.1
OG0015178	El001G010920	XP_048625403.1, XP_013726749.1
OG0015179	El002G125180	XP_013715139.1, XP_013712178.2
OG0015180	El001G011350	XP_013687669.1, XP_013676409.1
OG0015181	El006G296990	XP_013740500.1, XP_013701466.1
OG0015182	El006G297190	XP_013748553.1, XP_048636657.1
OG0015183	El006G297600	XP_022574972.2, XP_013748547.1
OG0015184	El006G297910	XP_013748524.1, XP_013642156.2
OG0015185	El006G297980	XP_013744523.2, XP_013719170.1
OG0015186	El006G298190	XP_013748510.1, XP_013642151.2
OG0015187	El006G298200	XP_013642152.2, XP_013748512.1
OG0015188	El006G298320	XP_013671297.1, XP_013662419.2
OG0015189	El006G298460	XP_013748479.1, NP_001303076.1, XP_048610944.1, XP_013744513.2
OG0015190	El007G358540	XP_013647571.1, XP_048618488.1
OG0015191	El007G358380	XP_013644996.1, XP_048618487.1, XP_048615367.1
OG0015192	El007G358370	XP_013647566.1, XP_013653657.1
OG0015193	El007G358040	XP_013692220.2, XP_013644986.1
OG0015194	El007G358050	XP_013701290.2, XP_013744365.2
OG0015195	El007G357980	XP_013692849.2, XP_013644979.1
OG0015196	El007G357560	XP_013690429.2, XP_013644974.1
OG0015197	El007G357520	XP_013743547.2, XP_013726646.2
OG0015198	El007G356940	XP_048615243.1
OG0015199	El007G356630	XP_048623462.1, XP_022548321.2
OG0015200	El001G060320	XP_048599081.1, XP_013667341.2
OG0015201	El007G359710	XP_013703469.2, XP_013723707.1
OG0015202	El007G356520	XP_013740233.1, XP_013682034.2
OG0015203	El007G356490	XP_048610063.1, XP_013738550.2
OG0015204	El001G009330	XP_013732868.1, XP_013719681.1
OG0015205	El001G009230	XP_048604437.1, XP_022559505.2
OG0015206	El001G009190	XP_013719664.1, XP_013732869.2
OG0015207	El001G009180	XP_013719794.1, XP_013732870.2
OG0015208	El001G009170	XP_048596810.1, XP_022547442.1
OG0015209	El001G009040	XP_013719719.1, XP_013737571.1
OG0015210	El001G008810	XP_013691676.2, XP_013675463.1
OG0015211	El001G008330	XP_048631981.1, XP_013680934.2
OG0015212	El001G008260	XP_048604421.1, XP_048614417.1
OG0015213	El001G008210	XP_013718544.3
OG0015214	El001G008130	XP_013735542.1, XP_013684085.2
OG0015215	El001G008110	XP_013735543.1, XP_048606908.1
OG0015216	El001G008100	XP_013718542.2, XP_013736843.1
OG0015217	El001G007940	XP_013718642.2, XP_013736679.1
OG0015218	El001G007830	XP_013718644.1, XP_013736601.1
OG0015219	El001G007730	XP_048612845.1, XP_013691277.2
OG0015220	El001G007700	XP_013742147.1
OG0015221	El001G007380	XP_048596787.1, XP_048624303.1
OG0015222	El001G007370	XP_048631153.1, XP_013693088.2, XP_013692895.1
OG0015223	El001G007060	XP_048596770.1, XP_013652201.1
OG0015224	El001G006900	XP_022557078.1, XP_013662159.2
OG0015225	El001G006720	XP_013690772.1, XP_013687033.2
OG0015226	El007G350000	XP_013725221.1, XP_013698396.2
OG0015227	El003G162950	XP_013640041.2, XP_013672076.2, XP_048601584.1
OG0015228	El001G005790	XP_013732692.1, XP_013740827.2
OG0015229	El001G005760	XP_013661141.2, XP_048631626.1, XP_013662043.1
OG0015230	El001G005640	XP_048596744.1, XP_048624268.1, XP_013662053.2
OG0015231	El001G005620	XP_048632023.1, XP_048606962.1
OG0015232	El001G005570	XP_048624262.1, XP_048596743.1
OG0015233	El001G005400	XP_013714465.1, XP_013662027.2
OG0015234	El001G005190	XP_013662011.2, XP_013712472.1
OG0015235	El001G004960	XP_013659489.2, XP_048624234.1
OG0015236	El001G004710	XP_048596710.1, XP_013661973.2
OG0015237	El007G360910	XP_013712919.1, XP_022563282.2
OG0015238	El007G361430	XP_013686942.2, XP_013733193.2
OG0015239	El007G361480	XP_013733203.1, XP_048618278.1
OG0015240	El007G361580	XP_013681659.1, XP_013687142.1
OG0015241	El007G363200	XP_013721726.3, XP_022552438.2
OG0015242	El007G363760	XP_013681742.2, XP_013670716.1
OG0015243	El007G363980	XP_022566122.2, XP_013707796.3
OG0015244	El007G364050	XP_022563874.1, XP_022543748.2
OG0015246	El004G225930	XP_048615997.1, XP_048591757.1
OG0015247	El007G364260	XP_013677067.1, XP_048603840.1
OG0015248	El007G364270	XP_013677069.1, XP_013677172.1
OG0015249	El002G140400	XP_013702578.1, XP_048636886.1
OG0015251	El007G364930	XP_048623543.1, XP_013662892.2
OG0015252	El007G365020	XP_013707598.2, XP_022543737.2
OG0015253	El002G085220	XP_013706476.1, XP_013696890.1
OG0015254	El007G342700	XP_048610538.1, XP_013728591.1, XP_013663446.2
OG0015255	El007G366020	XP_048637343.1, XP_013706246.2
OG0015256	El003G182530	XP_048628130.1, XP_013680235.2, XP_013676595.1
OG0015257	El003G183080	XP_048610686.1, XP_013682688.1
OG0015258	El007G366530	XP_013714718.2, XP_013728350.2
OG0015259	El007G366510	XP_013693689.2, XP_048617814.1
OG0015260	El003G183390	XP_022545588.2, XP_013730991.1
OG0015261	El005G269530	XP_022566836.1, XP_013657089.2
OG0015262	El003G183470	XP_013686790.2, XP_048633292.1
OG0015263	El005G269980	XP_013703112.1, XP_048593171.1
OG0015264	El003G183540	XP_013691278.2, XP_013721150.2
OG0015265	El003G179630	XP_013719617.1, XP_048633273.1, XP_013696817.1
OG0015266	El005G268930	XP_013701866.1, XP_013701863.2
OG0015267	El003G160620	XP_013739008.2, XP_013671516.2
OG0015268	El003G179060	XP_013719852.2, XP_048621667.1
OG0015269	El005G268280	XP_013731690.1, XP_013731134.1
OG0015270	El005G268270	XP_013655142.1, XP_022555390.1
OG0015271	El003G177960	XP_013719809.1, XP_013686770.2
OG0015272	El003G177070	XP_013729444.2, XP_048622167.1
OG0015273	El003G176800	XP_022571847.2, XP_013723182.2
OG0015274	El003G176100	XP_013742862.2, XP_013686304.2
OG0015275	El003G175990	XP_013712508.1, XP_013690438.1
OG0015276	El003G175210	XP_013656785.2, XP_013736674.1
OG0015277	El003G175030	XP_013690460.1, XP_013708534.1
OG0015278	El003G175000	XP_048610195.1, XP_048634001.1
OG0015279	El005G263980	XP_048592928.1, XP_013743395.2
OG0015280	El003G174170	XP_013665571.2, XP_013664775.1
OG0015281	El003G172980	XP_013655705.1, XP_013668166.2
OG0015282	El005G259790	XP_013647624.2, XP_013675885.2
OG0015283	El003G189880	XP_013719144.1, XP_013647759.1
OG0015284	El003G190490	XP_048610763.1, XP_048633408.1
OG0015285	El003G190830	XP_013743284.2, XP_013698624.1
OG0015286	El003G190880	XP_013700757.1, XP_013746799.2
OG0015287	El003G191280	XP_013647774.2, XP_013700665.2
OG0015288	El003G191840	XP_022571492.2, XP_013708583.2
OG0015289	El003G192600	XP_048633474.1, XP_013729214.2
OG0015290	El005G270160	XP_048633340.1, XP_022567261.2
OG0015291	El006G279740	XP_013731155.2, XP_022574695.2
OG0015293	El007G348520	XP_013690398.1, XP_013747502.2
OG0015294	El006G279870	XP_013747504.2, XP_013690402.1
OG0015295	El006G280030	XP_022544165.1, XP_013688586.1
OG0015296	El006G280050	XP_013732546.3, XP_013688587.1
OG0015297	El006G280060	XP_013686323.2, XP_013747514.2
OG0015298	El006G280210	XP_048610539.1, XP_013747551.2
OG0015299	El006G280220	XP_048610541.1, XP_013747552.2
OG0015300	El006G280260	XP_013751987.1, XP_013691538.2
OG0015301	El006G288500	XP_048635403.1
OG0015302	El006G280300	XP_013747539.2, XP_022571010.2
OG0015303	El005G252210	XP_013700681.1, XP_013693169.1
OG0015304	El006G280830	XP_013747561.2, XP_048635410.1
OG0015305	El006G280990	XP_013747582.2, XP_013711908.2
OG0015306	El006G281010	XP_048635418.1, XP_048610342.1
OG0015307	El006G281200	XP_013750958.1, XP_013688194.1
OG0015308	El006G281260	XP_013707994.1, XP_013747609.1
OG0015309	El006G281440	XP_013710486.2, XP_013747619.2
OG0015310	El006G281560	XP_013734846.2, XP_013734869.1
OG0015311	El006G281720	XP_013708860.2, XP_013752003.2
OG0015312	El006G282070	XP_013748090.1, XP_013748191.1
OG0015313	El006G282400	XP_013748222.2, XP_013748118.1
OG0015314	El006G282760	XP_022550668.2, XP_013749653.1
OG0015315	El006G282770	XP_048609356.1, XP_022575962.1
OG0015316	El006G282790	XP_022550670.1, XP_048634776.1
OG0015317	El006G283050	XP_013748148.1, XP_048609353.1
OG0015318	El006G283170	XP_048609349.1, XP_048636400.1
OG0015319	El006G283190	XP_013740647.1, XP_013725837.1
OG0015320	El006G283220	XP_013734798.2, XP_013683710.1
OG0015321	El006G283300	XP_048608654.1, XP_048631799.1
OG0015322	El006G283430	XP_022574782.1, XP_022556202.1
OG0015323	El006G283460	XP_022570165.1, XP_013692100.1
OG0015324	El006G283580	XP_013686169.1, XP_013747976.1
OG0015325	El006G283680	XP_048634760.1, XP_013666716.2
OG0015326	El006G283970	XP_013691628.2, XP_013747984.1
OG0015327	El006G284380	XP_022574270.1, XP_013725486.1
OG0015328	El006G284710	XP_022574627.1, XP_013725456.2
OG0015329	El006G284820	XP_013691902.1, XP_022557913.1
OG0015330	El006G285170	XP_048631774.1, XP_013683835.1
OG0015331	El006G285310	XP_013720284.2, XP_048611221.1
OG0015332	El006G285410	XP_013686755.1, XP_048636367.1
OG0015333	El006G285440	XP_013686840.2, XP_022574757.1
OG0015334	El006G285640	XP_022574057.2, XP_013683803.1
OG0015335	El006G285810	XP_013717488.1, XP_048609306.1
OG0015336	El006G285930	XP_013730821.2, XP_013673108.1
OG0015337	El006G286000	XP_013673101.1, XP_013730246.1
OG0015338	El006G286130	XP_013691313.2, XP_048609300.1
OG0015339	El006G286240	XP_048611195.1, XP_013747426.2
OG0015340	El006G286250	XP_013657032.1, XP_013747746.1
OG0015341	El006G286340	XP_013673096.1, XP_013657025.1
OG0015342	El006G286420	XP_013683770.1, XP_013724360.1
OG0015343	El006G286650	XP_013747767.2, XP_048609291.1
OG0015344	El006G287210	XP_013747798.2, XP_048635474.1
OG0015345	El006G286900	XP_022548903.2, XP_013687888.1
OG0015346	El006G287830	XP_013747826.2, XP_013692002.2
OG0015347	El001G081720	XP_013730119.1, XP_013723455.2
OG0015348	El001G081710	XP_013723473.1, XP_013730075.1
OG0015349	El001G081370	XP_013732260.2
OG0015350	El001G081330	XP_013720260.1
OG0015351	El001G081180	XP_013720219.1
OG0015352	El001G081140	XP_013723623.2, XP_013746266.1
OG0015353	El001G081070	XP_013723649.2, XP_013746248.1
OG0015354	El001G080930	XP_048631065.1, XP_013668267.2
OG0015355	El001G080850	XP_048631063.1, XP_048624378.1
OG0015356	El001G080260	XP_013668295.2, XP_013685259.2
OG0015357	El001G080190	XP_013703699.2, XP_013668297.1
OG0015358	El001G079870	XP_048629266.1, XP_013720237.2
OG0015359	El001G079840	XP_013720205.2
OG0015360	El001G079810	XP_013725024.2, XP_022554153.2
OG0015361	El001G079600	XP_048624333.1, XP_048598630.1
OG0015362	El007G340360	XP_013720135.1
OG0015363	El001G079360	XP_013668344.2, XP_022568408.2
OG0015364	El001G079320	XP_013724913.1, XP_022554165.1
OG0015365	El001G079030	XP_013668359.1, XP_013726256.1
OG0015366	El001G072200	XP_013678566.2, XP_048603542.1
OG0015367	El001G078980	XP_013726235.2, XP_013668362.2
OG0015368	El001G078850	XP_013721496.1
OG0015369	El001G078790	XP_013720273.1
OG0015370	El001G078720	XP_048598611.1, XP_013730152.1
OG0015371	El001G078530	XP_013668202.1, XP_048598604.1
OG0015372	El001G078260	XP_022566166.1, XP_013724624.2
OG0015373	El001G078250	XP_048623061.1, XP_048598590.1
OG0015374	El001G060960	XP_013676048.2, XP_013721845.1
OG0015375	El001G059910	XP_013667325.2, XP_013736394.1
OG0015376	El001G060030	XP_013675990.1, XP_048605641.1
OG0015377	El001G059200	XP_013721966.2
OG0015378	El001G059140	XP_013682265.2, XP_013731306.1
OG0015379	El003G156380	XP_013671611.1, XP_013698943.2
OG0015380	El001G059030	XP_022554487.2, XP_022568062.2
OG0015381	El001G058970	XP_013667241.2, XP_013717653.1
OG0015382	El001G058780	XP_013667226.2, XP_013717598.1
OG0015383	El001G058530	XP_048627908.1, XP_013716035.1
OG0015384	El001G058410	XP_013682233.1, XP_022568624.2
OG0015385	El001G058230	XP_013723523.1, XP_013680091.2
OG0015386	El001G058100	XP_013712848.2, XP_013733056.2
OG0015387	El001G058030	XP_048623310.1, XP_013667188.2
OG0015388	El001G057590	XP_013682202.2, XP_013715777.2
OG0015389	El007G330180	XP_013740341.2, XP_013680761.1
OG0015390	El007G330360	XP_013667146.2, XP_013660691.1
OG0015391	El007G330390	XP_048598988.1, XP_013660679.1
OG0015393	El004G217400	XP_048616873.1, XP_013649215.2
OG0015394	El007G330900	XP_013681147.2, XP_013642461.1
OG0015395	El007G331130	XP_022551608.2, XP_013680863.2
OG0015396	El007G331200	XP_013738386.2, XP_013680923.2
OG0015397	El007G331750	XP_013716575.2, XP_013712856.2
OG0015398	El007G332160	XP_013729607.1, XP_013716812.2
OG0015399	El007G331700	XP_013714537.2, XP_013716785.2
OG0015400	El007G331940	XP_013682479.2, XP_013712689.2
OG0015401	El007G327480	XP_013661208.2, XP_013707097.1
OG0015402	El007G327320	XP_013711114.2, XP_013711113.1
OG0015403	El007G327280	XP_048628373.1, XP_022571273.2, XP_013722090.3
OG0015404	El007G327210	XP_048628364.1, XP_048629719.1
OG0015405	El007G327200	XP_022555515.1, XP_013647048.1
OG0015406	El007G327180	XP_013707051.1, XP_013661221.2
OG0015407	El007G327160	XP_013727519.1, XP_013642983.2
OG0015408	El007G327150	XP_022564025.1, XP_048637870.1
OG0015409	El007G326930	XP_013643004.2, XP_013643428.1
OG0015410	El007G326630	XP_013643175.1
OG0015411	El007G326590	XP_013643031.2, XP_048606656.1
OG0015412	El006G291800	XP_048636482.1, XP_048609451.1
OG0015413	El007G326270	XP_013652783.1, XP_013661269.2
OG0015414	El007G326140	XP_048616591.1, XP_013700970.1, XP_022574665.2
OG0015415	El007G326120	XP_013643162.2
OG0015416	El007G326100	XP_013722826.2
OG0015417	El007G325990	XP_048606642.1, XP_013643151.2
OG0015418	El007G325950	XP_048606633.1, XP_013643146.2
OG0015419	El007G325900	XP_013672897.1, XP_013643134.2
OG0015420	El007G325820	XP_013667289.2, XP_013702491.1
OG0015421	El007G325760	XP_013643126.2, XP_022543282.2
OG0015422	El007G325480	XP_013670994.1, XP_013670993.2
OG0015423	El007G325430	XP_013643113.2, XP_013729771.1
OG0015424	El007G325090	XP_048603269.1, XP_013675434.2
OG0015425	El007G324920	XP_013723103.3, XP_013643078.2, XP_048626563.1
OG0015426	El007G324740	XP_048631242.1, XP_048616840.1, XP_013701770.3
OG0015427	El007G324590	XP_013707842.1, XP_013738532.2
OG0015428	El007G324510	XP_048606580.1, XP_022543976.2
OG0015429	El007G324390	XP_013643215.1, XP_013643324.2
OG0015430	El007G324150	XP_013643306.1, XP_013641455.1
OG0015431	El007G324090	XP_013641460.1, XP_048590952.1
OG0015432	El007G323970	XP_013740989.1, XP_013643298.2
OG0015433	El007G323890	XP_013740809.2, XP_048590953.1
OG0015434	El007G323840	XP_013740879.1, XP_013740787.2
OG0015435	El007G323790	XP_013651682.2, XP_013691434.1
OG0015436	El007G323660	XP_013653504.2, XP_048592777.1
OG0015437	El007G323650	XP_013655830.1, XP_048595486.1
OG0015438	El007G323570	XP_013686226.1, XP_013661909.1
OG0015439	El007G323310	XP_022547410.1, XP_013661343.2
OG0015440	El006G314440	XP_013687160.2, XP_013690169.2
OG0015441	El007G323100	XP_013686287.1, XP_013653565.1
OG0015442	El007G323070	XP_013653559.1, XP_013686257.1
OG0015443	El007G322800	XP_013661326.1, XP_013652798.1
OG0015444	El007G322610	XP_013692510.1
OG0015445	El007G322580	XP_048592798.1, XP_013653754.2
OG0015446	El007G322460	XP_013653640.1, XP_013653743.1
OG0015447	El007G322350	XP_048592800.1, XP_013651709.1
OG0015448	El007G322290	XP_013702057.2, XP_048630033.1, XP_013712398.1
OG0015449	El007G322230	XP_048631506.1, XP_013702094.1, XP_013712011.1
OG0015450	El007G322170	XP_013653649.1, XP_013653732.1
OG0015451	El007G322050	XP_048623865.1, XP_048595529.1
OG0015452	El007G321920	XP_013649433.2
OG0015453	El001G000100	XP_048631880.1, XP_048608755.1
OG0015454	El001G000840	XP_013683697.1
OG0015455	El001G000590	XP_048595109.1, XP_013731270.2
OG0015456	El001G000440	XP_013731265.2, XP_013729986.2
OG0015457	El001G001030	XP_013709080.2, XP_048631304.1, XP_048604099.1
OG0015458	El001G001040	XP_048625473.1, XP_013660557.1
OG0015459	El001G001180	NP_001303111.1, XP_048625483.1
OG0015460	El001G001240	XP_013660665.2, XP_013660537.2
OG0015461	El001G001330	XP_048625494.1, XP_048595139.1
OG0015462	El001G001910	XP_048595157.1, XP_013726360.2
OG0015463	El001G002040	XP_013726347.2, XP_013722824.1
OG0015464	El001G002240	XP_013684400.1, XP_013735354.2
OG0015465	El001G002360	XP_013722831.2, XP_013731951.2
OG0015466	El001G003030	XP_022547913.2
OG0015467	El001G003180	XP_013722934.1
OG0015468	El001G003200	XP_013722932.2
OG0015469	El001G003210	XP_013722933.2
OG0015470	El007G325300	XP_013693817.2, XP_048590854.1
OG0015471	El001G003560	XP_048607008.1, XP_013740801.2
OG0015472	El007G360340	XP_013706768.1, XP_013723732.1
OG0015473	El007G360250	XP_048637424.1, XP_013723721.1
OG0015475	El007G360220	XP_048595993.1, XP_013714667.1
OG0015476	El007G360010	XP_013707132.1, NP_001303046.1
OG0015477	El007G359870	XP_048603558.1, XP_013703502.2
OG0015478	El007G359840	XP_022565639.1, XP_022570943.2
OG0015479	El007G359720	XP_048595951.1, XP_013661745.1
OG0015480	El007G359690	XP_022561900.1, XP_013706689.2
OG0015481	El007G359670	XP_048617807.1, NP_001302758.1
OG0015482	El007G359040	XP_013653672.2, XP_048618495.1
OG0015483	El006G300000	XP_022556274.2, XP_048636724.1
OG0015484	El006G299110	XP_013692818.2, XP_013748640.2
OG0015485	El006G299500	XP_013734174.2, XP_048630853.1
OG0015486	El006G300130	XP_013686029.1, XP_013748703.2
OG0015487	El006G300200	XP_013692451.2, XP_013748706.1
OG0015488	El006G300220	XP_013695266.2, XP_013747177.2
OG0015489	El006G300370	XP_013728543.2, XP_048636747.1
OG0015490	El006G300980	XP_013742761.1, XP_013734155.1
OG0015491	El006G301110	XP_013682593.1, XP_048636776.1
