Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_Rawat
OG0015817	El002G092860	AL1G20500
OG0015818	El002G093030	AL1G20750
OG0015819	El002G092480	AL1G20230
OG0015820	El002G092260	AL1G19970
OG0015821	El002G092250	AL1G19960
OG0015822	El002G092080	AL1G19790
OG0015823	El002G092000	AL1G19750
OG0015824	El002G091980	AL1G19730
OG0015825	El002G091880	AL1G19620
OG0015826	El002G091780	AL1G19470
OG0015827	El002G091520	AL1G19200
OG0015828	El002G091320	AL1G19020
OG0015829	El002G091410	AL1G19120
OG0015830	El002G090820	AL1G18500
OG0015831	El002G090340	AL1G17920
OG0015832	El002G090360	AL1G17940
OG0015833	El001G046660	AL5G20540
OG0015834	El002G090100	AL1G17710
OG0015835	El002G089820	AL1G17470
OG0015836	El002G089510	AL1G17180
OG0015837	El002G089430	AL1G17040
OG0015838	El002G089370	AL1G17010
OG0015839	El002G088930	AL1G16580
OG0015840	El002G089230	AL1G16850
OG0015841	El002G089210	AL1G16820
OG0015842	El002G089090	AL1G16720
OG0015843	El002G089060	AL1G16700
OG0015844	El002G088900	AL1G16550
OG0015845	El002G088890	AL1G16540
OG0015846	El002G088870	AL1G16520
OG0015847	El002G088820	AL1G16460
OG0015848	El002G088300	AL1G15900
OG0015849	El002G107330, El002G088150	AL1G15780
OG0015850	El007G348760	AL8G21270
OG0015851	El002G088140	AL1G15770
OG0015852	El002G088120	AL1G15750
OG0015853	El002G087650	AL1G15280
OG0015854	El002G087600	nbis-gene-37
OG0015856	El002G087240	AL1G14870
OG0015857	El002G087180	AL1G14800
OG0015858	El002G087100	AL1G14730
OG0015859	El002G087070	AL1G14700
OG0015860	El002G087060	AL1G14690
OG0015861	El002G086970	AL1G14610
OG0015862	El002G086590	AL1G14250
OG0015863	El001G059370	AL6G32210
OG0015864	El002G085890	AL1G13630
OG0015865	El002G085860	AL1G13600
OG0015867	El002G085400	AL1G13070
OG0015868	El002G085640	AL1G13390
OG0015869	El002G085260	AL1G12930
OG0015870	El002G085240	AL1G12920
OG0015871	El002G085230	AL1G12910
OG0015872	El002G085080	AL1G12740
OG0015873	El002G084890	AL1G12550
OG0015874	El002G084530	AL1G12210
OG0015875	El002G084400	AL1G12070
OG0015876	El002G084290	AL1G11980
OG0015877	El002G084080	AL1G11740
OG0015878	El002G084180	AL1G11820
OG0015879	El002G084010	AL1G11660
OG0015880	El002G083990	AL1G11650
OG0015881	El002G083580	AL1G11180
OG0015882	El002G083410	AL1G11020
OG0015883	El003G180190, El002G083010	AL1G10630
OG0015884	El002G082960	AL1G10570
OG0015885	El002G082790	AL1G10450
OG0015886	El002G082780	AL1G10430
OG0015887	El002G082770	AL1G10420
OG0015888	El002G082720	AL1G10380
OG0015889	El002G082690	AL1G10350
OG0015890	El002G082670	AL1G10330
OG0015891	El002G082580	AL1G10230
OG0015892	El002G082500	AL1G10110
OG0015893	El002G082430	AL1G10050
OG0015894	El001G067730	AL6G24530
OG0015895	El001G066930	AL6G25300
OG0015896	El001G067080	AL6G25130
OG0015897	El001G067320	AL6G24890
OG0015898	El001G067420	AL6G24810
OG0015899	El001G067490	AL6G24740
OG0015900	El001G066820	AL6G25430
OG0015901	El001G066730	AL6G25520
OG0015902	El001G066700	AL6G25570
OG0015903	El001G065930	AL6G26360
OG0015904	El001G066010	AL6G26290
OG0015905	El001G066090	AL6G26210
OG0015906	El001G066170	AL6G26150
OG0015907	El001G066310	AL6G25990
OG0015908	El001G065440	AL6G26780
OG0015909	El001G065070	AL6G27150
OG0015910	El005G236710	AL3G11900
OG0015911	El001G065200	AL6G27020
OG0015912	El001G064490	AL6G27460
OG0015913	El001G064330	AL6G27600
OG0015914	El001G064140	AL6G27830
OG0015915	El001G064080	AL6G27880
OG0015916	El001G064030	AL6G27920
OG0015917	El001G063740	AL6G28290
OG0015918	El001G063580	AL6G28450
OG0015919	El001G063600	AL6G28430
OG0015920	El001G063500	AL6G28530
OG0015921	El001G063300	AL6G28660
OG0015922	El001G063230	AL6G28730
OG0015923	El001G063200	AL6G28750
OG0015924	El001G062800	AL6G29030
OG0015925	El001G062700	AL6G29080
OG0015926	El001G062450	AL6G29420
OG0015927	El001G062440	AL6G29430
OG0015928	El001G062310	AL6G29620
OG0015929	El001G062280	AL6G29660
OG0015930	El002G091340	AL1G19040
OG0015931	El001G061980	AL6G29930
OG0015932	El001G061780	AL6G30080
OG0015933	El001G061770	AL6G30100
OG0015934	El001G061660	AL6G30200
OG0015935	El001G061240	AL6G30580
OG0015936	El001G051510	AL6G38250
OG0015937	El001G051080	AL6G38600
OG0015938	El001G050890	AL6G38680
OG0015939	El001G050880	AL6G38690
OG0015940	El001G049950	AL6G39250
OG0015941	El001G049630	AL6G39450
OG0015942	El001G049380	AL6G39620
OG0015943	El001G049370	AL6G39630
OG0015945	El007G345230	AL8G23410
OG0015946	El001G018480	AL5G28320
OG0015947	El007G345260	AL8G23370
OG0015948	El003G158160	AL7G26640
OG0015949	El007G346280	AL8G22490
OG0015950	El007G347410	AL8G21840
OG0015951	El007G348740	AL8G21300
OG0015952	El007G349380	AL8G21040
OG0015953	El007G348980	AL8G21200
OG0015955	El001G075000	AL6G16970
OG0015956	El001G074940	AL6G17050
OG0015957	El001G067790	AL6G24470
OG0015958	El001G067800	AL6G24460
OG0015959	El001G075100	AL6G16900
OG0015960	El001G075370	AL6G16630
OG0015961	El006G317870	AL8G20240
OG0015962	El002G128100	AL1G52410
OG0015963	El007G350660	AL8G20300
OG0015964	El001G075590	AL6G16400
OG0015965	El001G075900	AL6G16290
OG0015966	El001G076070	AL6G16100
OG0015967	El001G076130	AL6G16040
OG0015968	El001G076260	AL6G15890
OG0015969	El001G076280	AL6G15860
OG0015970	El001G076290	AL6G15850
OG0015971	El001G076430	AL6G15710
OG0015972	El001G076450	AL6G15680
OG0015973	El001G076500	AL6G15640
OG0015974	El001G076530	AL6G15600
OG0015975	El001G076560	AL6G15570
OG0015976	El001G076910	AL6G15260
OG0015977	El005G251560	AL3G27520
OG0015978	El001G077060	AL6G15070
OG0015979	El001G077140	AL6G15000
OG0015980	El001G077250	AL6G14910
OG0015981	El001G077600	AL6G14580
OG0015982	El002G101150	AL1G29240
OG0015983	El001G077940	AL6G14240
OG0015984	El001G078000	AL6G14160
OG0015985	El001G078100	AL6G14040
OG0015986	El001G051820	AL6G38050
OG0015987	El001G051840	AL6G38030
OG0015988	El001G051860	AL6G38000
OG0015989	El001G052190	AL6G37880
OG0015990	El001G053040	AL6G37050
OG0015991	El001G053520	AL6G36860
OG0015992	El001G054320	AL6G36590
OG0015993	El001G054470	AL6G36540
OG0015994	El001G054520	AL6G36460
OG0015995	El001G054730	AL6G36350
OG0015996	El001G055540	AL6G35840
OG0015997	El001G055510	AL6G35880
OG0015998	El001G055290	AL6G36080
OG0015999	El001G055280	AL6G36090
OG0016000	El001G055800	AL6G35500
OG0016001	El001G055850	AL6G35450
OG0016002	El001G056160	AL6G35190
OG0016003	El001G056190	AL6G35110
OG0016004	El001G056320	AL6G35010
OG0016005	El005G269420	AL3G42030
OG0016006	El001G056520	AL6G34790
OG0016007	El001G056600	AL6G34720
OG0016008	El001G057000	AL6G34310
OG0016009	El001G057110	AL6G34230
OG0016010	El007G329960	AL8G37560
OG0016011	El007G329940	AL8G37580
OG0016012	El001G041380	AL5G15820
OG0016013	El007G329750	AL8G37790
OG0016014	El007G329460	AL8G38040
OG0016015	El007G329440	AL8G38060
OG0016016	El007G329210	AL8G38310
OG0016017	El007G329090	AL8G38390
OG0016018	El007G328690	AL8G38790
OG0016019	El007G328640	AL8G38850
OG0016020	El007G328470	AL8G39040
OG0016021	El007G328380	AL8G39140
OG0016022	El007G328370	AL8G39150
OG0016023	El007G328090	AL8G39460
OG0016024	El007G328010	AL8G39610
OG0016025	El007G327860	AL8G39720
OG0016026	El007G327730	AL8G39920
OG0016027	El007G327640	AL8G40020
OG0016028	El007G327510	AL8G40110
OG0016029	El007G332660	AL8G35040
OG0016030	El007G332820	AL8G34880
OG0016031	El007G332920	AL8G34790
OG0016032	El007G332930	AL8G34780
OG0016033	El007G333000	AL8G34700
OG0016034	El006G304230, El007G333040	AL8G34640
OG0016035	El007G333300	AL8G34340
OG0016036	El007G333320	AL8G34320
OG0016037	El001G021570	AL5G31740
OG0016038	El001G021490	AL5G31650
OG0016039	El001G021320	AL5G31470
OG0016040	El001G020900	AL5G30990
OG0016041	El001G020530	AL5G30580
OG0016042	El001G020490	AL5G30550
OG0016043	El001G020440	AL5G30500
OG0016044	El001G020320	AL5G30370
OG0016045	El001G020210	AL5G30230
OG0016046	El001G020060	AL5G30050
OG0016047	El001G019620	AL5G29660
OG0016048	El001G019540	AL5G29490
OG0016049	El001G019510	AL5G29430
OG0016050	El001G055260	AL6G36110
OG0016051	El001G019210	AL5G29070
OG0016052	El001G018830	AL5G28590
OG0016053	El001G018650	AL5G28500
OG0016054	El001G018630	AL5G28490
OG0016055	El002G115940	AL1G43750
OG0016056	El001G018070	AL5G27850
OG0016057	El001G018040	AL5G27820
OG0016058	El001G018000	AL5G27780
OG0016059	El001G017920	AL5G27720
OG0016060	El001G017840	AL5G27630
OG0016061	El001G017790	AL5G27550
OG0016062	El007G327620	AL8G40030
OG0016063	El001G017710	AL5G27500
OG0016064	El001G017670	AL5G27450
OG0016065	El001G017520	AL5G27330
OG0016066	El001G017460	AL5G27240
OG0016067	El001G017370	AL5G27170
OG0016068	El001G017290	AL5G27090
OG0016069	El001G017210	AL5G26980
OG0016070	El001G017130	AL5G26910
OG0016071	El001G017120	AL5G26900
OG0016072	El001G016840	AL5G26720
OG0016073	El001G016780	AL5G26670
OG0016074	El001G016770	AL5G26660
OG0016075	El001G016760	AL5G26650
OG0016076	El001G016710	AL5G26590
OG0016077	El001G016350	AL5G26190
OG0016078	El001G016170	AL5G25890
OG0016079	El001G016080	AL5G25790
OG0016080	El001G015810	AL5G25450
OG0016081	El001G014760	AL5G24380
OG0016082	El001G014290	AL5G23960
OG0016083	El001G014200, El005G260980	AL5G23880
OG0016084	El001G012680	AL5G22540
OG0016085	El001G011870	AL5G21490
OG0016086	El001G011820	AL5G21370
OG0016087	El001G011770	AL5G21280
OG0016088	El001G011740	AL5G12790
OG0016089	El001G040280	AL5G14740
OG0016090	El003G190950	AL5G21020
OG0016092	El004G218830	AL2G27020
OG0016093	El004G217730	AL2G26080
OG0016094	El004G218720	AL2G26820
OG0016095	El004G218870	AL2G27060
OG0016096	El004G218430	AL2G26700
OG0016097	El004G219470	AL2G27560
OG0016098	El004G219700	AL2G27780
OG0016099	El005G248300	AL3G24160
OG0016100	El004G219560	AL2G27630
OG0016101	El004G219810	AL2G27880
OG0016102	El004G219940	AL2G27960
OG0016103	El004G219960	AL2G27970
OG0016104	El004G220070	AL2G28070
OG0016105	El004G220080	AL2G28080
OG0016106	El004G220240	AL2G28290
OG0016107	El004G220420	AL2G28460
OG0016108	El004G220430	AL2G28470
OG0016109	El004G220640	AL2G28630
OG0016110	El004G220650	AL2G28640
OG0016111	El004G220800, El007G360500	AL2G28770
OG0016112	El004G221160	AL22U10120
OG0016113	El004G221360	AL2G29220
OG0016114	El004G221480	AL2G29320
OG0016115	El004G221680	AL2G29430
OG0016116	El004G221750	AL2G29500
OG0016117	El001G051720	AL5G44720
OG0016118	El004G222270	AL2G30060
OG0016119	El004G222290	AL2G30080
OG0016120	El004G222480	AL2G30270
OG0016121	El004G222680	nbis-gene-588
OG0016122	El004G222990	AL2G30680
OG0016123	El004G223010	AL2G30700
OG0016124	El004G223150	AL2G30850
OG0016125	El004G223170	AL2G30870
OG0016126	El004G223210	AL2G31000
OG0016127	El004G223300	AL2G31100
OG0016128	El004G223360	AL2G31160
OG0016129	El004G223420	AL2G31200
OG0016130	El004G223480	AL2G31250
OG0016131	El004G223490	AL2G31260
OG0016132	El004G223520	AL2G31300
OG0016133	El004G223540	AL2G31320
OG0016134	El004G223580	AL2G31360
OG0016135	El004G223600	AL2G31380
OG0016136	El004G223990	AL2G31720
OG0016137	El004G231460	AL2G38440
OG0016138	El004G231260	AL2G38280
OG0016139	El004G231240	nbis-gene-613
OG0016140	El004G231080	AL2G38170
OG0016141	El004G230760	AL2G37870
OG0016142	El004G230700	AL2G37840
OG0016143	El004G230520	AL2G37650
OG0016144	El004G230450	AL2G37580
OG0016145	El004G230250	AL2G37400
OG0016146	El004G229900	AL2G37050
OG0016148	El004G229660	AL2G36860
OG0016149	El004G229570	AL2G36760
OG0016150	El004G229490	AL2G36700
OG0016151	El005G270070	AL3G42730
OG0016152	El004G229400	AL2G36610
OG0016153	El004G229380	AL2G36590
OG0016154	El004G229280	AL2G36500
OG0016155	El004G229270	AL2G36490
OG0016156	El004G229060	AL2G36320
OG0016157	El004G229040	AL2G36290
OG0016158	El004G228950	AL2G36210
OG0016159	El004G228900	AL2G36150
OG0016160	El004G228620	AL2G35860
OG0016161	El004G228290	AL2G35650
OG0016162	El004G228260	AL2G35620
OG0016163	El004G228160	AL2G35540
OG0016164	El002G128950	AL1G53040
OG0016165	El004G228020	AL2G35410
OG0016166	El004G228000	AL2G35390
OG0016167	El004G227970	AL2G35350
OG0016168	El004G227800	nbis-gene-603
OG0016169	El004G227620	AL2G34980
OG0016170	El004G227540	AL2G34890
OG0016171	El004G227460	AL2G34800
OG0016172	El004G227420	AL2G34760
OG0016173	El004G227320	AL2G34660
OG0016174	El004G227230	AL2G34570
OG0016176	El004G227170	AL2G34520
OG0016177	El004G227120	AL2G34470
OG0016178	El004G227080	AL2G34410
OG0016179	El004G226870	AL2G34190
OG0016180	El004G226860	AL2G34180
OG0016181	El004G226800	AL2G34130
OG0016182	El004G226550	AL2G33880
OG0016183	El004G226390	AL2G33800
OG0016184	El004G226160	AL2G33590
OG0016185	El004G226020	AL2G33440
OG0016186	El004G225640	AL2G33160
OG0016187	El004G225560	AL2G33110
OG0016188	El004G225490	AL2G33080
OG0016189	El004G225290	AL2G32930
OG0016190	El004G225250	AL2G32890
OG0016191	El004G225220	AL2G32860
OG0016192	El004G225200	AL2G32840
OG0016193	El004G225170	AL2G32810
OG0016194	El004G225100	AL2G32740
OG0016195	El004G224770	AL2G32360
OG0016196	El004G224590	AL2G32210
OG0016197	El004G224570	AL2G32190
OG0016198	El004G224550	AL2G32170
OG0016199	El004G232220	AL2G39210
OG0016200	El004G232320	AL2G39330
OG0016201	El004G232330	AL2G39340
OG0016202	El004G232360	AL2G39370
OG0016203	El004G232420	AL2G39430
OG0016204	El004G232760	AL2G39860
OG0016205	El004G233110	AL2G40200
OG0016206	El004G233350	AL2G40410
OG0016207	El004G233450	AL2G40510
OG0016208	El004G234330	AL2G41330
OG0016209	El004G234340	AL2G41340
OG0016210	El004G234440	AL2G41430
OG0016211	El004G234450	AL2G41460
OG0016212	El004G234500	AL2G41510
OG0016213	El004G234650	AL2G41660
OG0016214	El004G234810	AL2G41810
OG0016215	El004G234760	AL2G41750
OG0016216	El004G234750	nbis-gene-1228
OG0016217	El004G234740	AL2G41740
OG0016218	El005G248610	AL3G24490
OG0016219	El005G248760	AL3G24630
OG0016220	El005G249030	AL3G24850
OG0016221	El005G249070	AL3G24890
OG0016222	El005G249490	AL3G25460
OG0016223	El005G249650	AL3G25660
OG0016224	El007G347790	AL3G25720
OG0016225	El005G249780	AL3G25850
OG0016226	El005G250130	AL3G26210
OG0016227	El007G352460, El005G250350	AL3G26430
OG0016228	El005G251110	AL3G27070
OG0016229	El005G251210	AL3G27180
OG0016230	El005G251480	AL3G27430
OG0016231	El005G251980	AL3G27960
OG0016232	El005G252120	AL3G28100
OG0016233	El005G252360	AL3G28370
OG0016234	El005G252580	AL3G28550
OG0016235	El005G252640	AL3G28570
OG0016236	El005G252930	AL3G28880
OG0016237	El005G253000	AL3G29000
OG0016238	El005G253010	AL3G29010
OG0016239	El005G253020	AL3G29020
OG0016240	El005G253050	AL3G29060
OG0016241	El002G120110, El002G120070	nbis-gene-194
OG0016242	El005G253340	AL3G29430
OG0016243	El005G253530	AL3G29680
OG0016245	El005G253730	AL3G29880
OG0016246	El005G253750	AL3G29920
OG0016247	El005G253850	AL3G29980
OG0016248	El005G253880	AL3G30010
OG0016249	El005G254060	AL3G30190
OG0016250	El005G254310	AL3G30450
OG0016251	El005G254380	AL3G30530
OG0016252	El005G254410	AL3G30560
OG0016254	El005G254790	AL3G31040
OG0016255	El005G254870	AL3G31100
OG0016256	El005G255060	AL3G31170
OG0016257	El005G255150	AL3G31220
OG0016258	El005G255220	AL3G31270
OG0016259	El005G255670	AL3G31660
OG0016260	El005G255860	AL3G31850
OG0016261	El005G255980	AL3G31990
OG0016262	El005G256240, El005G256220, El005G256180	AL3G32230
OG0016263	El005G256310	AL3G32290
OG0016264	El005G256530	AL3G32490
OG0016265	El005G256610	AL3G32570
OG0016266	El005G257140	AL3G33050
OG0016267	El005G257160	AL3G33070
OG0016268	El005G257250	AL3G33170
OG0016269	El005G257330	AL3G33250
OG0016270	El005G257340	AL3G33260
OG0016271	El005G257480	nbis-gene-733
OG0016272	El005G258310	AL3G34260
OG0016273	El004G198400, El004G198390	AL2G13670
OG0016274	El005G258590	AL3G34590
OG0016275	El005G258680	AL3G34640
OG0016276	El005G258750	AL3G34710
OG0016277	El005G268160	AL3G40450
OG0016278	El005G259850	AL3G35680
OG0016279	El005G259650	AL3G35510
OG0016280	El005G259570	AL3G35460
OG0016282	El005G261030	AL3G36420
OG0016283	El005G261330	AL3G36750
OG0016284	El005G264030	AL3G37760
OG0016285	El005G264430	AL3G37890
OG0016286	El005G264960	AL3G38100
OG0016287	El005G266760	AL8G18970, AL3G39000
OG0016288	El005G267110	AL8G20530
OG0016289	El005G267140	AL3G39340
OG0016290	El005G267170	nbis-gene-778
OG0016291	El005G267730	AL3G39960
OG0016292	El005G267880	AL3G40100
OG0016293	El005G267910	AL3G40160
OG0016294	El006G314170	AL4G17070
OG0016295	El005G268460	nbis-gene-786, AL8G18950
OG0016296	El005G268400	AL3G40630
OG0016297	El005G268630	AL26U10020
OG0016298	El005G269220	AL3G41710
OG0016299	El005G268970	AL3G41300
OG0016300	El005G269900	AL3G42430
OG0016301	El005G269560	AL3G42200
OG0016302	El005G271450	AL3G44210, nbis-gene-2013
OG0016303	El007G340910	AL8G27060
OG0016304	El005G271860	AL3G45470
OG0016305	El005G271120	AL3G43880
OG0016306	El005G270580, El005G270790	AL3G43270
OG0016307	El005G271890	AL3G45400
OG0016308	El005G271500	AL3G44770
OG0016309	El005G271950	AL3G45650
OG0016310	El005G271980	AL3G45670
OG0016311	El005G271990	AL3G45710
OG0016312	El005G272000	AL3G45720
OG0016313	El005G272020	AL3G45790
OG0016314	El005G272040	AL3G45800
OG0016315	El005G272200	AL3G45920
OG0016316	El005G272220	AL3G45940
OG0016317	El005G272310	AL3G46080
OG0016318	El005G272350	AL3G46180
OG0016319	El003G181930	AL7G43830
OG0016320	El005G272650	AL3G46900
OG0016321	El005G272690	AL3G46940
OG0016322	El005G272720	AL3G47000
OG0016323	El005G272760	AL3G47070
OG0016324	El005G272770	AL3G47080
OG0016325	El005G273090	AL3G47450
OG0016326	El005G273680	AL3G52620
OG0016327	El005G273880	AL3G49360
OG0016328	El005G274040	AL3G49540
OG0016329	El005G274120	AL3G49570
OG0016330	El005G274710	AL3G49950
OG0016331	El005G274580	AL3G50090
OG0016332	El005G275200	AL3G50640
OG0016333	El005G275540	AL3G50990
OG0016334	El005G275560	AL3G51010
OG0016335	El005G275720	AL3G51270
OG0016336	El005G276930	AL3G51880
OG0016337	El005G276700	AL3G51640
OG0016338	El005G276650	AL3G51590
OG0016339	El005G276630	AL3G51550
OG0016340	El005G276450	AL3G51460
OG0016341	El005G277310	AL3G53050
OG0016342	El005G277540	AL3G52790
OG0016343	El005G277770	AL3G48980
OG0016344	El005G277830	AL3G48940
OG0016345	El005G278140	AL3G48530
OG0016346	El005G278340	AL3G48350
OG0016347	El005G278360	AL3G48320
OG0016348	El005G278460	AL3G48100
OG0016349	El005G278560	AL3G47970
OG0016350	El005G278570	AL3G47960
OG0016351	El005G278690	AL3G47820
OG0016352	El005G279520	AL3G54020
OG0016353	El005G279260	AL3G53840
OG0016354	El005G279560	AL3G54120
OG0016355	El002G141050	AL1G64050
OG0016356	El002G141020	AL1G64020
OG0016357	El002G140950	AL1G63950
OG0016358	El002G140830	AL1G63870
OG0016359	El002G140660	AL1G63640
OG0016360	El002G140590	AL1G63570
OG0016361	El002G140320	AL1G63360
OG0016362	El002G140130	AL1G63220
OG0016363	El002G140040	AL1G63120
OG0016364	El005G249900	AL3G25990
OG0016365	El005G262580, El002G139710	AL1G62790
OG0016366	El005G250320	AL3G26400
OG0016367	El002G139380	AL1G62510
OG0016368	El002G139240	AL1G62340
OG0016369	El002G138370	AL1G61690
OG0016370	El002G138530	AL1G61530
OG0016371	El002G138020	AL1G61350
OG0016372	El002G137700	AL1G61100
OG0016373	El002G137690	AL1G61090
OG0016374	El002G137660	AL1G61070
OG0016375	El002G137490	AL1G60920
OG0016376	El002G137450	AL1G60870
OG0016377	El002G137350	AL1G60780
OG0016378	El002G137070	AL1G60490
OG0016379	El002G137040	AL1G60470
OG0016380	El002G136890	AL1G60390
OG0016381	El002G136830	AL1G60300
OG0016382	El002G136790	AL1G60260
OG0016383	El002G135200	AL1G58660
OG0016384	El002G135400	AL1G58900
OG0016385	El002G135410	AL1G58910
OG0016386	El006G319860	AL4G11910
OG0016387	El002G135700	nbis-gene-285
OG0016388	El002G135780	AL1G59340
OG0016389	El002G135790	AL1G59350
OG0016390	El002G134860	AL1G58320
OG0016391	El002G134830	AL1G58280
OG0016392	El002G134770	AL1G58220
OG0016393	El002G134430	AL1G57780
OG0016394	El002G134230	AL1G57570
OG0016395	El002G134180	AL1G57540
OG0016396	El002G134150	AL1G57510
OG0016397	El002G134060	AL1G57410
OG0016398	El002G133520	AL5G22400
OG0016399	El002G133480	AL1G56810
OG0016400	El002G133470	AL1G56790
OG0016401	El002G133460	AL1G56610
OG0016402	El002G133390	AL1G56570
OG0016403	El002G133250	AL1G56140
OG0016404	El002G132220	AL1G55210
OG0016405	El002G132020	AL1G55080
OG0016406	El002G131880	AL1G54980
OG0016407	El002G131790	AL1G54910
OG0016409	El002G131490	AL1G54690
