Orthogroup	Erysimum_linariifolium	Camelina_sativa
OG0014436	El002G133990	XP_010479431.1, XP_010500532.1, XP_010461834.1
OG0014437	El002G133920	XP_010479443.1, XP_010461815.1, XP_010500517.1
OG0014438	El002G133700	XP_010461798.1, XP_010500501.1, XP_010479392.1
OG0014439	El005G256500	XP_019092040.1, XP_019096240.1, XP_019101907.1
OG0014440	El002G133380	XP_010479375.1, XP_019090759.1, XP_010500482.1
OG0014441	El002G133350	XP_010479370.1, XP_010461773.1, XP_010500479.1
OG0014442	El002G133020	XP_019091540.1, XP_010500455.1, XP_010479338.1
OG0014443	El002G132940	XP_010479332.1, XP_010500445.1, XP_010461712.1
OG0014444	El002G132730	XP_010500431.1, XP_010461732.1, XP_010479316.1
OG0014445	El002G133110	XP_010500463.1, XP_010479349.1
OG0014446	El002G132200	XP_010461674.1, XP_010500388.1
OG0014447	El002G131830	XP_019094761.1, XP_010461650.1, XP_010500359.1
OG0014448	El002G131740	XP_010461640.1, XP_010479247.1, XP_010500349.1
OG0014449	El003G171400	XP_010434858.1, XP_010440186.1, XP_010449818.1
OG0014450	El003G171560	XP_010440202.1, XP_010434880.1
OG0014451	El001G024970	XP_010427092.1, XP_010515941.1, XP_010504214.1
OG0014452	El003G171600	XP_010434884.1, XP_010449849.1
OG0014453	El003G171960	XP_010440226.1, XP_010434900.1, XP_010449868.1
OG0014454	El003G172110	XP_010434909.1, XP_010440235.1, XP_010449879.1
OG0014455	El003G172220, El003G172240	XP_010451486.1, XP_019086937.1, XP_010445371.1
OG0014456	El006G296510	XP_010504938.1, XP_010516621.1, XP_010509723.1
OG0014457	El006G296520	XP_010516619.1, XP_010504936.1, XP_010509725.1
OG0014458	El006G296700	XP_019101319.1, XP_019099864.1, XP_019102459.1
OG0014459	El001G022290	XP_019085347.1, XP_010515634.1, XP_010503903.1
OG0014460	El001G022340	XP_010426793.1, XP_010515644.1, XP_010503913.1
OG0014461	El001G045200	XP_010514643.1, XP_010425730.1, XP_010502954.1
OG0014462	El001G022580	XP_010503952.1, XP_010426832.1, XP_010515676.1
OG0014463	El001G022590	XP_010515675.1, XP_010503953.1, XP_010426830.1
OG0014464	El001G022600	XP_010515677.1, XP_010426829.1, XP_010503954.1
OG0014465	El001G022660	XP_010426841.1, XP_010503967.1, XP_010515688.1
OG0014466	El001G022780	XP_010426859.2, XP_010515709.2, XP_010503986.1
OG0014467	El001G022950	XP_010515720.1, XP_010503998.1, XP_010426870.1
OG0014468	El001G023070	XP_010426887.1, XP_010515736.1, XP_010504012.1
OG0014469	El001G023160	XP_010426890.1, XP_010504016.1, XP_010515744.1
OG0014470	El004G218600, El004G218620	XP_010415413.1, XP_010511786.1, XP_019100949.1
OG0014471	El001G023960	XP_019102332.1, XP_010504096.1, XP_010426976.1
OG0014472	El001G024000	XP_010515831.1, XP_010426981.1, XP_010504103.1
OG0014473	El001G024530	XP_010427047.1, XP_010515893.1
OG0014474	El001G024790	XP_010427076.1, XP_010504200.1, XP_010515923.1
OG0014475	El001G022200	XP_010515626.1, XP_019084841.1, XP_010503895.1
OG0014476	El001G066640	XP_010492305.1, XP_010420137.1, XP_010453617.1
OG0014477	El001G022050	XP_010515609.1, XP_010503878.1, XP_010426751.1
OG0014478	El001G022030	XP_010503873.1, XP_010426753.1, XP_019099711.1, XP_010515608.1
OG0014479	El001G021850	XP_010515585.1, XP_010503853.1, XP_010426731.1
OG0014480	El001G025230, El005G262900	XP_010504248.2, XP_010515971.1, XP_010427144.1
OG0014481	El001G025280	XP_010515983.1, XP_010504259.1, XP_010427157.1
OG0014482	El001G025690	XP_010504312.1, XP_019084878.1, XP_010516027.1
OG0014483	El001G026150, El001G026040	XP_010516070.1, XP_010504359.1, XP_010427272.1
OG0014484	El001G026170	XP_010516090.1, XP_010504376.1, XP_019084886.1
OG0014485	El001G026180	XP_010504377.1, XP_010516091.1, XP_010427291.1
OG0014486	El001G026270	XP_010507457.1, XP_010427302.1, XP_010516102.1
OG0014487	El001G026540	XP_010516132.1, XP_010504410.1, XP_010427328.1
OG0014488	El001G027470	XP_010516222.1, XP_010504504.1, XP_010427434.1
OG0014489	El001G027510	XP_010427440.1, XP_019102381.1, XP_010504517.1
OG0014490	El006G288980	XP_010517485.1, XP_010505794.1, XP_010508840.1
OG0014491	El001G027840	XP_010516262.1, XP_010504558.1, XP_010427478.1
OG0014492	El001G028090	XP_010427509.1, XP_010516276.1, XP_010504579.1
OG0014493	El001G028140	XP_010427516.1, XP_010504585.1, XP_010516280.1
OG0014494	El001G028170	XP_010504587.1, XP_010516283.1, XP_010427520.1
OG0014495	El001G028650	XP_010504641.1, XP_010516328.1, XP_010427585.1
OG0014496	El001G029410	XP_010427683.1, XP_010504730.1, XP_010516429.1
OG0014497	El001G029640	XP_010504755.1, XP_019085607.1, XP_010516456.1
OG0014498	El001G029720	XP_010516464.1, XP_010504768.1, XP_010427724.1
OG0014499	El001G030100	XP_010431459.1, XP_010412852.1, XP_010504803.1
OG0014500	El001G030240	XP_010427765.1, XP_010516510.1, XP_010504817.1
OG0014501	El001G030690	XP_010413745.1, XP_010512143.1, XP_010469364.1
OG0014502	El001G030710	XP_010512144.1
OG0014503	El001G030720	XP_019101668.1, XP_010418642.2, XP_010469362.1
OG0014504	El001G030980	XP_010413700.1, XP_010469351.1, XP_010512195.1
OG0014505	El001G031000	XP_010413697.1, XP_010512198.1, XP_010469354.1
OG0014506	El001G031530	XP_010512281.1, XP_010413624.1, XP_010413625.1, XP_010469260.1
OG0014508	El001G031770	XP_010473824.2, XP_010512311.1, XP_010413605.1
OG0014509	El001G032010	XP_010469199.1, XP_010413574.2, XP_010512342.1
OG0014510	El001G032110	XP_019082908.1, XP_010469193.1, XP_010512362.1
OG0014511	El001G028030	XP_010427504.1, XP_010516274.1, XP_010504575.1
OG0014512	El001G032380	XP_010512393.1, XP_010413537.1, XP_010469160.1
OG0014513	El001G032440	XP_010413529.1, XP_010469154.1, XP_010512402.1
OG0014514	El001G032800	XP_010469138.1, XP_010512418.1
OG0014515	El001G032960	XP_010413495.1, XP_010512438.1, XP_010469123.1
OG0014516	El001G033540	XP_010413554.1, XP_010512503.1, XP_019094015.1
OG0014517	El001G033830	XP_010469109.1, XP_010413364.1, XP_010512533.1
OG0014518	El001G033970	XP_010413344.1, XP_010512554.1, XP_010469023.1
OG0014520	El001G034250	XP_010468997.1, XP_019101740.1
OG0014521	El001G034270	XP_010413322.1, XP_010512579.1, XP_010468996.1
OG0014522	El001G034280	XP_010413319.1, XP_010512582.1
OG0014523	El001G034410	XP_010413303.1, XP_010512600.1, XP_010468981.1
OG0014524	El001G034740	XP_010468952.1, XP_019082771.1, XP_019101752.1
OG0014525	El001G035160	XP_010512685.1, XP_010512684.1, XP_010468909.1, XP_010413223.1
OG0014526	El001G035470	XP_010512721.1, XP_010512720.1, XP_010413195.1, XP_010468882.1
OG0014527	El001G035480	XP_010468881.1, XP_010413192.1, XP_010512723.1
OG0014528	El001G035650	XP_010468866.1, XP_010413169.1, XP_010512738.1
OG0014529	El001G035770	XP_010512757.1, XP_019082816.1, XP_010468850.1, XP_010468851.1
OG0014530	El001G035800	XP_010512760.1, XP_010468849.1, XP_010413150.1
OG0014531	El001G035900	XP_010512777.1, XP_010413135.1, XP_010468842.1
OG0014532	El001G035910	XP_010468837.1, XP_010413133.1, XP_010512778.1
OG0014533	El001G035950	XP_010512785.2, XP_010413123.1
OG0014534	El002G115270, El002G137570	XP_010500880.1, XP_010479783.1, XP_010462115.1
OG0014536	El001G014280	XP_010425965.1, XP_010514875.1
OG0014537	El001G025500	XP_010504285.1, XP_010516010.1
OG0014538	El001G027370	XP_010516206.1, XP_010427414.1, XP_010504491.1
OG0014540	El007G363480	XP_010481574.1, XP_010494651.1
OG0014541	El001G007280	XP_010431528.1, XP_010419214.1, XP_010471666.1
OG0014542	El007G356870	XP_010442167.1, XP_010494178.1, XP_010481989.1
OG0014543	El006G295520	XP_010516735.1, XP_019101302.1
OG0014544	El006G295060	XP_010505115.1, XP_010509541.1, XP_010412891.1
OG0014545	El008G368760, El006G291510	XP_010517176.1, XP_010505516.1, XP_010509161.1
OG0014546	El007G362520, El007G362530, El005G239690, El005G239670	XP_010463977.2, XP_010485872.1
OG0014547	El001G005260	XP_010429979.1, XP_010419392.2, XP_010472950.1, XP_010472949.1
OG0014548	El004G232090	XP_010429700.1, XP_010417475.1, XP_010472706.1
OG0014549	El004G231480	XP_010416786.1, XP_010472022.1, XP_010428933.1
OG0014550	El004G226700	XP_010471505.1, XP_019083710.1, XP_010428391.1
OG0014551	El003G152360	XP_019086674.1, XP_019088696.1, XP_019088892.1
OG0014553	El003G150950	XP_010432800.2, XP_010447471.2, XP_019087229.1
OG0014554	El003G155800	XP_010448020.1, XP_010433255.1, XP_010438500.1
OG0014555	El003G149430	XP_010451064.1, XP_010444990.1, XP_010432587.1
OG0014556	El005G240300	XP_010426718.1, XP_010485981.1, XP_010464066.1
OG0014557	El002G082440	XP_010497321.1, XP_010479299.1, XP_010496476.1, XP_010496688.1
OG0014558	El002G090390	XP_010475545.2, XP_010457979.1, XP_010487958.1
OG0014561	El002G100140	XP_010497643.1, XP_010476709.1, XP_010459148.1
OG0014562	El004G221060	XP_010415639.1, XP_010470980.1, XP_010512035.1
OG0014563	El004G220730	XP_010470943.1, XP_010415603.1, XP_010511995.1
OG0014564	El004G219140	XP_019083247.1, XP_010511829.1, XP_010470789.1
OG0014565	El004G210770	XP_010515250.1, XP_019096537.1, XP_010467494.1
OG0014566	El004G198220	XP_010473453.1, XP_010430283.2, XP_010418222.2
OG0014567	El005G257930	XP_019092126.1
OG0014568	El005G278670	XP_010489075.1, XP_010416057.1, XP_010495918.1
OG0014569	El005G275680	XP_010490425.1, XP_010467609.1, XP_010413119.1
OG0014570	El005G268590	XP_010466931.1, XP_010513915.2, XP_010488618.1
OG0014571	El005G267150	XP_010488506.1, XP_010513285.1, XP_010466801.1
OG0014572	El005G257130	XP_010489946.1, XP_010466115.1, XP_010420051.1
OG0014573	El005G250140	XP_010465281.1, XP_019101730.1, XP_010487188.1
OG0014574	El005G245460	XP_019096248.1, XP_010480964.1, XP_010464679.1
OG0014575	El001G075830, El001G075620	XP_010452557.1, XP_010491188.1, XP_010423354.1, XP_010423356.1
OG0014576	El001G074850	XP_010491295.1, XP_019089930.1, XP_019084480.1
OG0014578	El003G161190	XP_010433862.1, XP_010439136.1, XP_010448657.1
OG0014579	El003G164240	XP_010439443.1, XP_010434144.1, XP_010449018.1
OG0014580	El003G166730	XP_019086240.1, XP_010445277.1, XP_010451367.1
OG0014581	El003G169200	XP_010439957.1, XP_010449572.1
OG0014582	El003G169810	XP_010449639.1, XP_010434691.1, XP_010440030.1
OG0014583	El002G119510	XP_010499759.1, XP_010461032.1, XP_010478633.1
OG0014584	El002G114630	XP_010499419.1, XP_010478256.1, XP_010460671.1
OG0014585	El003G158950	XP_019089318.1, XP_010433617.1, XP_010438863.1
OG0014586	El003G159180	XP_010448444.1, XP_010438890.1, XP_010433649.1
OG0014587	El006G303500	XP_010469955.1, XP_010510492.2, XP_010414386.1
OG0014589	El001G067960	XP_010492143.1, XP_010419967.1, XP_010453464.2, XP_010453459.1, XP_019090380.1
OG0014590	El001G067090	XP_010492242.1
OG0014591	El001G063450	XP_010453948.1, XP_010420475.1, XP_019097371.1, XP_019098083.1
OG0014593	El003G193290	XP_019086708.1, XP_019086615.1, XP_019087958.1
OG0014594	El007G333330	XP_010453323.1, XP_010443535.1
OG0014595	El007G331720	XP_010443698.1, XP_010454998.1, XP_010483567.1
OG0014596	El001G058110	XP_010493324.1, XP_010454502.1
OG0014597	El001G058320	XP_019084770.1, XP_019097775.1, XP_019090326.1
OG0014599	El001G060130	XP_010454295.1, XP_010493095.1
OG0014600	El007G324320	XP_010444590.1, XP_010463517.1
OG0014601	El007G323760	XP_010464081.1, XP_010484500.1, XP_010444651.1
OG0014602	El002G102910	XP_010477068.1, XP_010498280.1, XP_010459511.1
OG0014603	El002G103890, El004G206490, El004G206440	XP_010498383.1, XP_010477181.1
OG0014604	El001G046750, El002G124890, El002G124880	XP_010495109.1, XP_010440724.1
OG0014607	El004G215160, El004G215150, El004G215140	XP_010511535.1, XP_010415151.1, XP_010470479.1
OG0014610	El005G274640	XP_010467469.1, XP_010515501.1
OG0014610	El005G274650	XP_010516415.1, XP_010490349.1, XP_010468657.1
OG0014611	El005G275520	XP_010467590.1, XP_010489434.1, XP_019089927.1, XP_019089994.1
OG0014612	El006G317650	XP_010429359.1, XP_010472402.1, XP_010417145.1
OG0014613	El006G314650	XP_010417312.1, XP_010472542.1, XP_010429535.1
OG0014614	El006G291300	XP_019100746.1
OG0014616	El001G024480	XP_019100318.1, XP_019085829.1, XP_010515886.1
OG0014619	El001G009570	XP_010437865.1, XP_010456824.1
OG0014620	El003G147630	XP_019089488.1, XP_019086437.1, XP_019087231.1
OG0014621	El003G177360, El003G179050, El003G177430, El003G192540, El003G191500	XP_010481028.1, XP_010481029.1
OG0014623	El007G334920	XP_010451641.1, XP_010483181.1, XP_010443354.1, XP_010483180.1
OG0014637	El003G155540	XP_010438472.1, XP_010447991.1, XP_010433232.1
OG0014638	El005G277200	XP_010489593.1, XP_019092865.1
OG0014639	El003G155300	XP_010433203.1, XP_010447959.1, XP_010438428.1
OG0014640	El003G155270	XP_010438425.1, XP_010447956.1
OG0014641	El003G155220	XP_010438416.1, XP_010433191.1, XP_010447945.1
OG0014642	El003G155190	XP_010447940.1, XP_010433184.1, XP_010438413.1
OG0014643	El003G155100	XP_010433168.1, XP_010447921.1, XP_010438389.1
OG0014644	El004G230190	XP_010471903.1, XP_010428784.1, XP_010416648.1
OG0014645	El003G154840	XP_010438368.1, XP_010433153.1, XP_010447906.1
OG0014646	El003G154830	XP_010438365.1, XP_010447904.1, XP_010433152.1
OG0014647	El003G154650	XP_010433139.1, XP_010438351.1, XP_010447892.1
OG0014648	El003G154560	XP_019086438.1, XP_019089591.1
OG0014649	El003G154540	XP_010447882.1, XP_010433128.1, XP_010438402.1, XP_010438333.1
OG0014650	El003G154360	XP_010447867.1, XP_010433108.1, XP_010438312.1
OG0014651	El003G154350	XP_010438311.1, XP_010447866.1, XP_010433107.1
OG0014652	El003G154220	XP_010438300.1, XP_010447853.1, XP_010433096.1
OG0014653	El003G154160	XP_010433090.1, XP_010438295.1, XP_010447846.1
OG0014654	El003G153800, El003G153960	XP_010447841.1, XP_010433085.1, XP_010438287.1
OG0014655	El003G153930, El003G154050	XP_010433081.1, XP_010438285.1
OG0014656	El004G230630	XP_019094148.1, XP_010416703.1, XP_010428834.1
OG0014657	El003G153580	XP_010433070.1, XP_010438272.1, XP_010447814.1
OG0014659	El003G153370	XP_010438259.1, XP_010447807.1, XP_010433063.2
OG0014660	El003G153360	XP_010433061.1, XP_010447806.1, XP_010438258.1
OG0014661	El003G152760	XP_010447737.1, XP_010433002.1
OG0014662	El003G152210	XP_010432938.1, XP_010447659.1, XP_010438125.1
OG0014663	El003G152180	XP_010447655.1, XP_010438122.1, XP_010432935.2
OG0014664	El006G317440	XP_010429380.1, XP_010472420.1
OG0014665	El003G152120	XP_010447645.1, XP_010438105.1, XP_019086205.1
OG0014666	El003G141640	XP_010446320.1, XP_010496647.1, XP_010497176.1
OG0014667	El003G151840	XP_010438082.1, XP_010432904.1, XP_010447620.1
OG0014668	El003G151750	XP_010432891.1, XP_010438069.2, XP_010447604.1
OG0014669	El003G151720	XP_010432885.1, XP_010438063.1, XP_010447597.1
OG0014670	El003G151570	XP_010447563.1, XP_010438044.1, XP_010432869.1
OG0014671	El003G151540	XP_010438043.1, XP_010432868.1, XP_010447561.1
OG0014672	El002G091480	XP_010489303.1, XP_019091571.1, XP_010475684.1
OG0014673	El003G151340	XP_010447521.1, XP_010438017.1, XP_010432843.1
OG0014674	El003G151140	XP_010432816.1, XP_010447541.1, XP_010437992.1
OG0014675	El003G151120	XP_010432814.1, XP_010447545.1, XP_010437989.1
OG0014676	El003G151110	XP_010437990.1, XP_010447544.1, XP_010432813.1
OG0014677	El003G151010	XP_010447473.1, XP_010437981.1, XP_010432802.1
OG0014678	El003G150960	XP_010432801.1, XP_010447472.1, XP_010437980.1
OG0014679	El003G150800	XP_010447444.1, XP_010437956.1, XP_010432776.1
OG0014680	El003G150520	XP_010437920.1, XP_010432735.1
OG0014681	El003G150490	XP_010437917.1, XP_010432729.2, XP_010447398.1
OG0014682	El003G150420	XP_010432719.1, XP_010447391.1, XP_010437912.1
OG0014683	El006G314080	XP_010472573.1, XP_010417333.1, XP_010429561.1
OG0014684	El003G150120	XP_010436288.1, XP_010437881.1, XP_010447361.1
OG0014685	El003G149780	XP_010437834.1, XP_010447321.1, XP_010432641.1
OG0014686	El003G149890	XP_010447340.1, XP_010437851.1, XP_010432658.1
OG0014687	El003G149930	XP_010437853.1, XP_019088909.1, XP_010432662.1
OG0014689	El003G148250	XP_010432443.1, XP_010447116.1, XP_010437650.1
OG0014690	El003G149190	XP_010447234.1, XP_010437756.1, XP_010432554.1
OG0014691	El003G149160	XP_010432550.1, XP_010437754.1, XP_010447233.1
OG0014692	El003G149150	NP_001289905.1, XP_010437749.1, XP_019086447.1
OG0014693	El003G149130	XP_010437753.1, XP_010432547.1, XP_010447224.1
OG0014695	El003G148900	XP_010447202.1, XP_010437725.1, XP_010432521.1
OG0014696	El003G148190	XP_010432434.1, XP_010447107.1
OG0014697	El003G148380	XP_019086063.1, XP_019088270.1, XP_010447131.1
OG0014698	El003G148550, El003G148540	XP_010437685.1, XP_010447163.1, XP_010432482.1
OG0014699	El003G148680	XP_010437696.1, XP_010447171.1, XP_010432493.1
OG0014700	El003G148130	XP_010447095.1, XP_010437625.1, XP_010432425.1
OG0014701	El003G148150	XP_010432427.1, XP_010447097.1
OG0014702	El003G147900	XP_010432402.1, XP_010447064.1, XP_010437600.1
OG0014703	El003G147790	XP_010432391.1, XP_010437582.1, XP_010447051.1
OG0014704	El005G274180	XP_019097026.1, XP_010515902.1, XP_010467427.1
OG0014705	El005G278850	XP_010467829.1, XP_010415793.2, XP_010490290.1
OG0014706	El003G147140	XP_010437500.1, XP_010446960.1, XP_010432309.1
OG0014707	El003G146980	XP_010446942.1, XP_010432297.1, XP_019088130.1
OG0014708	El003G146940	XP_010446933.1, XP_010437483.1
OG0014709	El002G118190	XP_010460911.1, XP_010499667.1, XP_010478560.1
OG0014710	El002G118580, El002G118560	XP_010460965.1, XP_010478886.1, XP_010499688.1
OG0014711	El002G118720	XP_010499695.1, XP_010478896.1, XP_010460974.1
OG0014712	El002G118950	XP_010478593.1, XP_010460999.1, XP_010499721.1
OG0014713	El002G118970	XP_010461000.1, XP_010499724.1, XP_010478597.1
OG0014714	El002G119120	XP_010461017.1, XP_010478612.1, XP_010499741.1
OG0014715	El002G119130	XP_010461019.1, XP_010478614.1
OG0014716	El002G119600	XP_010461040.1, XP_010499770.1, XP_010478644.1
OG0014717	El002G119650	XP_010499773.1, XP_010478650.1, XP_010461045.1
OG0014718	El002G119700	XP_010461049.1, XP_010499776.1, XP_010478654.1
OG0014719	El002G119710	XP_010461051.1, XP_010499777.1, XP_010478656.1
OG0014720	El002G119750	XP_010480829.1, XP_010463072.1
OG0014721	El002G119930	XP_010478672.1, XP_010461071.1, XP_010499798.1
OG0014722	El002G119950	XP_010461074.1, XP_010499799.1, XP_010478673.1
OG0014723	El003G170100	XP_010434733.1, XP_010440070.1, XP_010449687.1
OG0014724	El003G170110	XP_010449688.1, XP_010434734.1, XP_010440071.1
OG0014725	El003G170400	XP_010434758.1, XP_010449704.1
OG0014727	El003G170450	XP_010449715.1, XP_010440097.1, XP_010434767.1
OG0014728	El003G170470	XP_010449718.1, XP_010434770.1, XP_010440099.1
OG0014729	El003G170620	XP_010434784.1, XP_010449727.1, XP_010440113.1
OG0014730	El003G170810	XP_010440129.1, XP_010449758.1, XP_010434803.1
OG0014731	El003G171250	XP_010434835.1, XP_010449797.1, XP_010440166.1
OG0014732	El003G171330	XP_010434845.1, XP_010440175.1, XP_010449806.1
OG0014733	El004G210740	XP_010414886.1, XP_010511184.1, XP_010470340.1
OG0014734	El004G202990	XP_019084927.1, XP_010504696.1, XP_010516382.1
OG0014735	El004G209380	XP_010414920.1, XP_010470380.1, XP_010511215.1
OG0014736	El004G217740	XP_010511686.1, XP_010419049.1, XP_010470657.1
OG0014737	El004G208860	XP_010414948.1, XP_010511241.1, XP_019094619.1
OG0014738	El004G208800	XP_010511247.1, XP_010480219.1, XP_010414956.1
OG0014739	El004G207480	XP_010511288.1, XP_010414991.1, XP_010480256.1
OG0014740	El004G206900	XP_010415008.1, XP_010480273.1, XP_010511302.1
OG0014741	El004G206420	XP_010511314.1, XP_010415020.1, XP_010480280.1
OG0014742	El004G204740	XP_010511084.1, XP_010470288.1, XP_010414775.1
OG0014743	El004G202680	XP_010414700.1, XP_010511035.1, XP_010470218.1
OG0014745	El003G153570	XP_010438271.1, XP_019086794.1, XP_010447813.1
OG0014746	El004G201310	XP_010417963.1, XP_010473209.1, XP_010510957.1
OG0014747	El004G201050	XP_010510947.1, XP_010417980.1, XP_010473225.1
OG0014748	El004G200320	XP_010473267.1, XP_010430073.1, XP_010418031.1
