Orthogroup	Erysimum_linariifolium	Cochlearia_excelsa
OG0014830	El004G194110	g40762
OG0014831	El004G194130	g40764
OG0014832	El004G194260	g40770
OG0014833	El004G195160	g44263
OG0014834	El004G195470	g40797
OG0014835	El004G195700	g40786
OG0014836	El004G195940	g1736
OG0014837	El004G195960	g40840
OG0014838	El004G195980	g40841
OG0014839	El004G196050	g37127
OG0014840	El004G196060	g40843
OG0014841	El004G196540	g40851
OG0014842	El004G197090	g40868
OG0014844	El004G197530	g40882
OG0014845	El004G197550	g40884
OG0014846	El004G197570	g40885
OG0014847	El004G197980	g40892
OG0014848	El005G248340	g13141
OG0014849	El003G155960	g23583
OG0014850	El003G158540	g23727
OG0014852	El003G158290	g23712
OG0014853	El003G158220	g17140
OG0014854	El006G288190	g51978
OG0014855	El003G183960, El003G183880, El003G185400, El003G183900, El003G183750, El003G183810	g46852
OG0014856	El006G288310	g38153
OG0014857	El006G288520	g51965
OG0014858	El006G288360	g51970
OG0014859	El006G288630	g37369
OG0014860	El006G288800	g51946
OG0014861	El006G288850	g51944
OG0014862	El005G244260	g7515
OG0014863	El005G244280	g12410
OG0014864	El005G244380	g7511
OG0014865	El005G244420	g7508
OG0014866	El005G244480	g12403
OG0014867	El005G244630	g7491
OG0014868	El005G244740	g7482
OG0014869	El005G244850	g13059
OG0014870	El005G244910	g7475
OG0014871	El005G244920	g7474
OG0014872	El005G245060	g7464
OG0014873	El005G245070	g7463
OG0014874	El005G245130	g7459
OG0014875	El001G079080	g29834
OG0014876	El005G245340	g7447
OG0014877	El005G245350	g7446
OG0014878	El005G245560	g7442
OG0014879	El005G245660	g13082
OG0014880	El005G245700	g7435
OG0014881	El005G245740	g13086
OG0014882	El005G246090	g7416
OG0014883	El007G335560	g1071
OG0014885	El005G246360	g13111
OG0014886	El005G246550	g12337
OG0014887	El005G246620	g12334
OG0014888	El005G246870	g7386
OG0014889	El005G247850	g7336
OG0014891	El005G247900	g12295
OG0014892	El005G248150	g7314
OG0014893	El001G011480	g25946
OG0014894	El007G345160	g1505
OG0014895	El001G011510	g25976
OG0014896	El007G344880	g1482
OG0014897	El005G259870	g13395
OG0014898	El007G344180	g1410
OG0014899	El002G090910	g31111
OG0014900	El007G343630	g1390
OG0014901	El007G343580	g28280
OG0014902	El007G343500	g1388
OG0014903	El007G343360	g1367
OG0014904	El007G343130	g1346
OG0014905	El007G342790	g41161
OG0014907	El007G342280	g28344
OG0014908	El007G342160	g41173
OG0014909	El007G342140	g28348
OG0014910	El007G342100	g44216
OG0014911	El007G341710	g1306
OG0014912	El007G341550	g865
OG0014913	El007G341540	g866
OG0014914	El007G341480	g868
OG0014915	El007G341460	g870
OG0014916	El007G341450	g28362
OG0014917	El007G341200	g28367
OG0014918	El007G341050	g41226
OG0014919	El007G341000	g884
OG0014920	El007G340710	g892
OG0014921	El007G339840	g41279
OG0014922	El007G340030	g28406
OG0014923	El007G340210	g41253
OG0014924	El007G339670	g28423
OG0014925	El007G339640	g28424
OG0014926	El007G339460	g41294
OG0014927	El007G338870	g935
OG0014928	El007G338000	g957
OG0014929	El007G337510	g977
OG0014931	El007G347980	g39376
OG0014932	El007G336690	g39374
OG0014933	El007G336620	g1018
OG0014934	El007G336530	g28517
OG0014935	El007G336030	g28543
OG0014936	El007G335940	g28550
OG0014937	El007G335840	g1062
OG0014939	El007G335340	g28562
OG0014940	El007G335220	g1081
OG0014941	El007G335210	g1082
OG0014942	El007G334820	g1098
OG0014943	El007G334800	g39326
OG0014944	El007G334790	g28600
OG0014945	El007G334310	g1108
OG0014946	El007G333940	g39299
OG0014947	El007G333920	g1120
OG0014949	El007G333720	g1140
OG0014950	El007G333630	g28669
OG0014951	El007G333400	g28687
OG0014952	El007G333380	g1154
OG0014953	El005G264570	g41147
OG0014954	El001G011600	g45666
OG0014955	El001G068310	g29358
OG0014956	El001G068300	g29357
OG0014957	El001G068610	g45614
OG0014958	El001G068840	g5299
OG0014959	El001G069360	g29403
OG0014960	El001G069660	g45581
OG0014962	El001G070110	g29439
OG0014963	El001G070240	g5373
OG0014964	El001G070330	g29447
OG0014965	El001G070350	g45565
OG0014966	El001G070560	g5389
OG0014967	El001G070840	g29465
OG0014968	El001G070870	g29466
OG0014969	El006G292090	g51700
OG0014970	El001G070980	g29471
OG0014971	El001G071010	g5394
OG0014973	El001G071220	g29486
OG0014974	El001G071230	g29487
OG0014975	El001G071450	g45542
OG0014976	El001G071480	g5409
OG0014977	El001G071550	g45538
OG0014979	El001G071790	g5423
OG0014980	El001G071810	g29509
OG0014981	El001G072040	g5432
OG0014982	El002G125140, El001G072370	g45520
OG0014983	El001G072420	g5450
OG0014984	El001G072580	g29560
OG0014985	El001G072590	g29561
OG0014986	El001G072910	g5474
OG0014987	El001G073440	g29588
OG0014988	El001G073470	g5506
OG0014989	El001G073750	g29602
OG0014990	El001G074170	g5537
OG0014991	El001G074270	g5540, g29625
OG0014992	El001G074370	g5546
OG0014993	El001G074460	g5552
OG0014994	El003G169920	g17555
OG0014995	El003G169730	g24267
OG0014996	El003G169710	g47204
OG0014997	El003G169140	g17526
OG0014998	El003G169130	g24236
OG0014999	El003G168190	g47265
OG0015000	El003G168050	g17479
OG0015001	El003G167910	g47278
OG0015002	El003G167890	g24175
OG0015003	El003G167840	g24171
OG0015004	El003G167570	g47286
OG0015005	El003G167540	g17459
OG0015006	El003G167110	g47295
OG0015007	El003G167000	g24150
OG0015008	El003G166700	g47311, g17432
OG0015009	El003G166260	g47318
OG0015010	El003G166250	g24117
OG0015011	El003G166200	g24108
OG0015012	El003G165750	g17387
OG0015013	El003G165330	g47346
OG0015014	El003G165260	g47349
OG0015016	El002G102150	g31747
OG0015017	El003G164900	g47367
OG0015018	El003G164800	g24024
OG0015019	El001G067230	g5200
OG0015020	El003G164730	g24016
OG0015021	El003G164590	g24007
OG0015022	El003G164530	g47378
OG0015023	El003G164490	g47381
OG0015024	El003G164260	g23991
OG0015025	El003G164120	g17321
OG0015026	El003G164070	g23984
OG0015027	El003G163720	g47404, g17313
OG0015029	El003G162800	g47432
OG0015030	El003G162620	g17277
OG0015031	El003G162580	g47446
OG0015034	El003G160670	g17227
OG0015035	El002G120340	g32637
OG0015036	El002G120400	g27793
OG0015037	El002G120440	g50670
OG0015038	El002G120630	g32649
OG0015039	El002G120650	g27796
OG0015040	El002G120960	g27800
OG0015041	El002G120980	g50689
OG0015042	El002G121020	g50692
OG0015043	El002G121070	g32664
OG0015044	El002G122600	g32747
OG0015045	El002G122640	g27812
OG0015046	El002G122910	g50751
OG0015047	El002G123240	g27864
OG0015048	El002G123940	g27884
OG0015049	El002G123850	g33009
OG0015050	El002G123820	g33023
OG0015051	El002G123580	g27910
OG0015052	El002G125020	g27913
OG0015053	El002G125220	g35929, g27923
OG0015054	El002G125240	g27928
OG0015055	El002G125250	g35928
OG0015056	El002G125410	g27955
OG0015057	El002G128000	g53844
OG0015058	El002G127770	g28155
OG0015059	El002G127610	g28173
OG0015060	El002G127240	g28204
OG0015061	El002G127080	g35934
OG0015062	El002G126910	g32290
OG0015063	El002G126760, El002G126780	g28217
OG0015064	El002G126310	g28237
OG0015065	El002G128450	g36175
OG0015066	El003G171350	g47154
OG0015067	El002G130620	g54011
OG0015068	El002G130480, El002G130440	g36259
OG0015069	El002G130150	g28118
OG0015070	El002G129420	g53986
OG0015071	El002G126140	g28240, g28241
OG0015072	El002G128850	g36195
OG0015073	El002G128860	g36196
OG0015074	El002G128920	g28136
OG0015075	El007G357060	g37009
OG0015076	El002G130960	g54023
OG0015077	El002G113530	g27642
OG0015078	El005G261590	g6572
OG0015079	El002G113390	g50436
OG0015080	El002G113400	g32295
OG0015081	El007G329320	g420
OG0015082	El002G113850	g27650
OG0015083	El002G114000	g32339
OG0015084	El002G115090	g50502
OG0015085	El002G115660	g32409
OG0015086	El002G115840	g50517
OG0015087	El002G116050	g32428
OG0015088	El002G116080	g32431
OG0015089	El002G116180	g32436
OG0015090	El002G116200	g27694
OG0015091	El002G117170	g32472
OG0015092	El002G117300	g50551
OG0015093	El002G117350	g32479
OG0015094	El003G146900	g23006, g18227
OG0015095	El003G146670	g22986
OG0015096	El003G146340	g18236
OG0015097	El003G146250	g47943
OG0015098	El003G146190, El003G146220	g47949
OG0015099	El003G146130	g22957
OG0015100	El003G146090	g47951
OG0015101	El003G145980	g47954
OG0015102	El003G145800	g22929
OG0015103	El003G145400	g22899
OG0015105	El003G145340	g47977
OG0015106	El003G145330	g22893
OG0015107	El003G146270	g18259
OG0015108	El003G145000	g22868
OG0015109	El003G144940	g22854
OG0015110	El003G144890	g22850
OG0015111	El003G144860	g22847
OG0015113	El003G182920	g13016
OG0015114	El003G144590	g22823
OG0015115	El003G144290	g18285
OG0015116	El003G144130	g48002
OG0015117	El003G144090	g22796
OG0015118	El003G143920	g22788
OG0015119	El003G143880	g18296
OG0015120	El003G143860	g22783
OG0015121	El003G143650	g22766
OG0015122	El003G143260	g22729
OG0015123	El003G143230	g22725
OG0015124	El003G143130	g18303
OG0015125	El003G142880	g18125
OG0015126	El003G142790	g22702
OG0015128	El003G142500	g18313
OG0015129	El003G142340	g18326
OG0015130	El003G142270	g41010
OG0015131	El003G142170	g18334
OG0015132	El003G142140	g18337
OG0015133	El003G142120	g18339
OG0015134	El003G141760	g18375
OG0015135	El003G141790	g18373
OG0015136	El003G141830	g18369
OG0015137	El003G141850	g18368
OG0015138	El003G141900	g18363
OG0015139	El003G141920	g18358
OG0015140	El003G141590	g18383
OG0015141	El003G181560	g13984
OG0015142	El003G185250	g16742
OG0015143	El003G184130	g46922
OG0015144	El003G183970	g46851
OG0015145	El003G184350	g25094
OG0015146	El004G213200	g45085
OG0015147	El003G185530	g46807
OG0015148	El003G185600	g46802
OG0015149	El003G186290	g46772
OG0015150	El003G186340	g18115
OG0015151	El003G186700	g46762
OG0015152	El003G187510	g46740
OG0015154	El003G188170	g18087
OG0015155	El003G188990	g16901
OG0015157	El003G189700	g16884
OG0015158	El003G189710	g16883
OG0015159	El007G363890	g40573
OG0015160	El002G117980	g32508
OG0015161	El006G295990	g51499
OG0015162	El006G295970	g37991
OG0015163	El006G295950	g51502
OG0015164	El001G014910	g2915
OG0015165	El001G014940	g2917
OG0015166	El002G119090	g50615
OG0015167	El006G295560	g51528
OG0015168	El006G295600	g51525
OG0015169	El006G295620	g38003
OG0015170	El006G295700	g51518
OG0015171	El006G295740	g25858
OG0015172	El002G123040	g27862
OG0015173	El001G010130	g40260
OG0015174	El001G010640	g40231
OG0015175	El001G010680	g40230
OG0015176	El001G010810	g40229
OG0015178	El001G010920	g40225
OG0015179	El002G125180	g27922
OG0015180	El001G011350	g40208
OG0015181	El006G296990	g37086
OG0015182	El006G297190	g51429
OG0015183	El006G297600	g51424
OG0015184	El006G297910	g51403
OG0015185	El006G297980	g51398
OG0015186	El006G298190	g51389
OG0015187	El006G298200	g51388
OG0015188	El006G298320	g51371
OG0015190	El007G358540	g11129
OG0015191	El007G358380	g37058, g11131
OG0015192	El007G358370	g11133
OG0015193	El007G358040	g37049
OG0015194	El007G358050	g18431
OG0015195	El007G357980	g37056
OG0015196	El007G357560	g37028
OG0015197	El007G357520	g37027
OG0015198	El007G356940	g18443
OG0015199	El007G356630	g36971
OG0015200	El001G060320	g28968
OG0015201	El007G359710	g39707
OG0015202	El007G356520	g18453
OG0015203	El007G356490	g18454
OG0015204	El001G009330	g40284
OG0015205	El001G009230	g40292
OG0015206	El001G009190	g40296
OG0015207	El001G009180	g40297
OG0015208	El001G009170	g40298
OG0015209	El001G009040	g40303
OG0015210	El001G008810	g40313
OG0015211	El001G008330	g40326
OG0015212	El001G008260	g40330
OG0015213	El001G008210	g40335
OG0015214	El001G008130	g40338
OG0015215	El001G008110	g40339
OG0015216	El001G008100	g25763
OG0015217	El001G007940	g40348
OG0015218	El001G007830	g40355
OG0015219	El001G007730	g25729
OG0015220	El001G007700	g25724
OG0015221	El001G007380	g25695
OG0015222	El001G007370	g25698
OG0015223	El001G007060	g40385
OG0015224	El001G006900	g40391
OG0015225	El001G006720	g45145
OG0015226	El007G350000	g10291
OG0015227	El003G162950	g17290
OG0015228	El001G005790	g40423
OG0015229	El001G005760	g40426
OG0015231	El001G005620	g40434
OG0015232	El001G005570	g45155
OG0015233	El001G005400	g40443
OG0015234	El001G005190	g40454
OG0015235	El001G004960	g25550
OG0015236	El001G004710	g18512
OG0015237	El007G360910	g40491
OG0015238	El007G361430	g11040
OG0015239	El007G361480	g11039
OG0015240	El007G361580	g11031
OG0015241	El007G363200	g40553
OG0015242	El007G363760	g10976
OG0015243	El007G363980	g40575
OG0015244	El007G364050	g40578, g10968
OG0015246	El004G225930	g17994
OG0015247	El007G364260	g43974
OG0015248	El007G364270	g10961
OG0015249	El002G140400	g27982
OG0015251	El007G364930	g41838
OG0015252	El007G365020	g10945
OG0015253	El002G085220	g10834
OG0015254	El007G342700	g19043
OG0015255	El007G366020	g10904
OG0015256	El003G182530	g17928
OG0015257	El003G183080	g46877
OG0015258	El007G366530	g10869
OG0015259	El007G366510	g10870
OG0015260	El003G183390	g25187
OG0015261	El005G269530	g11655
OG0015262	El003G183470	g46862
OG0015263	El005G269980	g11645
OG0015264	El003G183540	g25132
OG0015265	El003G179630	g46947
OG0015266	El005G268930	g6397
OG0015267	El003G160620	g17223
OG0015268	El003G179060	g24822
OG0015269	El005G268280	g6436
OG0015270	El005G268270	g11693
OG0015271	El003G177960	g46986
OG0015272	El003G177070	g24651
OG0015273	El003G176800	g47007
OG0015274	El003G176100	g17808
OG0015275	El003G175990	g47034
OG0015276	El003G175210	g24537
OG0015277	El003G175030	g24528
OG0015278	El003G175000	g47049
OG0015279	El005G263980	g11764
OG0015280	El003G174170	g17709
OG0015281	El003G172980	g24461
OG0015282	El005G259790	g24451
OG0015283	El003G189880	g16874
OG0015284	El003G190490	g16862
OG0015285	El003G190830	g16847
OG0015286	El003G190880	g46679
OG0015287	El003G191280	g46672
OG0015288	El003G191840	g16817
OG0015289	El003G192600	g46649
OG0015290	El005G270160	g46790
OG0015291	El006G279740	g37775
OG0015293	El007G348520	g37768
OG0015294	El006G279870	g37765
OG0015295	El006G280030	g37756
OG0015296	El006G280050	g37755
OG0015297	El006G280060	g37754
OG0015298	El006G280210	g37742
OG0015299	El006G280220	g37741
OG0015300	El006G280260	g50832
OG0015301	El006G288500	g12729
OG0015302	El006G280300	g50829
OG0015303	El005G252210	g13239
OG0015304	El006G280830	g37711
OG0015305	El006G280990	g50805
OG0015306	El006G281010	g50804
OG0015307	El006G281200	g38252
OG0015308	El006G281260	g37677
OG0015310	El006G281560	g37667
OG0015311	El006G281720	g52300
OG0015312	El006G282070	g52293
OG0015313	El006G282400	g52286
OG0015314	El006G282760	g37617
OG0015315	El006G282770	g52263
OG0015316	El006G282790	g37616
OG0015318	El006G283170	g52226
OG0015319	El006G283190	g37593
OG0015320	El006G283220	g52230
OG0015321	El006G283300	g52231
OG0015322	El006G283430	g38240
OG0015323	El006G283460	g37577
OG0015324	El006G283580	g52203
OG0015325	El006G283680	g52197
OG0015326	El006G283970	g38237
OG0015327	El006G284380	g38230
OG0015329	El006G284820	g52147
OG0015330	El006G285170	g38219
OG0015331	El006G285310	g37508
OG0015332	El006G285410	g52118
OG0015333	El006G285440	g37501
OG0015334	El006G285640	g38207
OG0015335	El006G285810	g37484
OG0015336	El006G285930	g38199
OG0015337	El006G286000	g37470
OG0015338	El006G286130	g37466
OG0015339	El006G286240	g38195
OG0015340	El006G286250	g37461
OG0015342	El006G286420	g52071
OG0015343	El006G286650	g37448
OG0015344	El006G287210	g52021
OG0015345	El006G286900	g52044
OG0015346	El006G287830	g37393
OG0015347	El001G081720	g18090
OG0015348	El001G081710	g45286
OG0015349	El001G081370	g5817
OG0015350	El001G081330	g5813
OG0015351	El001G081180	g5805
OG0015352	El001G081140	g45301
OG0015353	El001G081070	g45306
OG0015354	El001G080930	g5796
OG0015355	El001G080850	g29860
OG0015356	El001G080260	g45333
OG0015357	El001G080190	g45338
OG0015358	El001G079870	g29843
OG0015359	El001G079840	g29841
OG0015360	El001G079810	g5755
OG0015361	El001G079600	g5745
OG0015362	El007G340360	g5739
OG0015363	El001G079360	g5733
OG0015364	El001G079320	g5730
OG0015365	El001G079030	g29832, g45366
OG0015366	El001G072200	g5443
OG0015367	El001G078980	g45367
OG0015368	El001G078850	g29818
OG0015370	El001G078720	g5710
OG0015372	El001G078260	g29798
OG0015373	El001G078250	g5695
OG0015374	El001G060960	g29111
OG0015375	El001G059910	g708
OG0015376	El001G060030	g41408
OG0015377	El001G059200	g28914
OG0015378	El001G059140	g28911
OG0015379	El003G156380	g47640
OG0015380	El001G059030	g744
OG0015381	El001G058970	g747
OG0015382	El001G058780	g41370
OG0015383	El001G058530	g771
OG0015384	El001G058410	g41361
OG0015385	El001G058230	g788
OG0015386	El001G058100	g795
OG0015387	El001G058030	g41359
OG0015388	El001G057590	g809
OG0015389	El007G330180	g41332
OG0015390	El007G330360	g41330
OG0015391	El007G330390	g28826
OG0015393	El004G217400	g44916
OG0015394	El007G330900	g863
OG0015395	El007G331130	g28766
OG0015396	El007G331200	g1631
OG0015397	El007G331750	g28731
OG0015398	El007G332160	g1243
OG0015399	El007G331700	g28739
OG0015400	El007G331940	g39242
OG0015401	El007G327480	g9826
OG0015402	El007G327320	g309
OG0015404	El007G327210	g304
OG0015405	El007G327200	g303
OG0015406	El007G327180	g9816
OG0015407	El007G327160	g300
OG0015408	El007G327150	g299
OG0015409	El007G326930	g282
OG0015410	El007G326630	g263
OG0015411	El007G326590	g261
OG0015412	El006G291800	g37273
OG0015413	El007G326270	g245
OG0015414	El007G326140	g9771
OG0015415	El007G326120	g239, g9769
OG0015416	El007G326100	g9766, g237
OG0015417	El007G325990	g233
OG0015418	El007G325950	g9762
OG0015419	El007G325900	g228
OG0015420	El007G325820	g217
OG0015421	El007G325760	g213
OG0015422	El007G325480	g9742
OG0015423	El007G325430	g9734
OG0015424	El007G325090	g9723
OG0015425	El007G324920	g161
OG0015426	El007G324740	g155
OG0015427	El007G324590	g9707
OG0015429	El007G324390	g138
OG0015430	El007G324150	g9689
OG0015431	El007G324090	g9688
OG0015432	El007G323970	g112
OG0015433	El007G323890	g9682
OG0015434	El007G323840	g102
OG0015435	El007G323790	g97
OG0015436	El007G323660	g83
OG0015437	El007G323650	g82
OG0015438	El007G323570	g78
OG0015439	El007G323310	g62
OG0015440	El006G314440	g36850
OG0015441	El007G323100	g9653
OG0015442	El007G323070	g50
OG0015443	El007G322800	g37
OG0015444	El007G322610	g32
OG0015445	El007G322580	g30
