Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_NCBI
OG0014418	El002G137630	XP_002891711.1
OG0014419	El002G137260	XP_020868132.1
OG0014420	El002G137250	XP_020868695.1
OG0014421	El002G137240	XP_020868694.1
OG0014422	El002G137120	XP_020869245.1
OG0014423	El002G136770	XP_020866000.1
OG0014424	El002G136340	XP_020869703.1
OG0014425	El002G136240	XP_002894330.1
OG0014426	El002G135930	XP_020869439.1
OG0014427	El002G135150	XP_002894282.1
OG0014428	El002G135380	XP_002894294.1
OG0014429	El002G135670	XP_002891633.1
OG0014430	El004G218710	XP_002888640.1
OG0014431	El002G134810	XP_020868144.1
OG0014432	El005G260770, El002G134760	XP_020867974.1
OG0014433	El002G134650	XP_020867279.1
OG0014434	El002G134490	XP_002891561.1
OG0014435	El002G134440	XP_020866743.1
OG0014436	El002G133990	XP_020866717.1
OG0014437	El002G133920	XP_002894214.1
OG0014438	El002G133700	XP_002891521.1
OG0014439	El005G256500	XP_020889364.1
OG0014440	El002G133380	XP_002894171.1, XP_002894179.1
OG0014441	El002G133350	XP_002891495.1
OG0014442	El002G133020	XP_002894160.1
OG0014443	El002G132940	XP_020867923.1, XP_002885674.1
OG0014444	El002G132730	XP_002891461.1
OG0014445	El002G133110	XP_020868141.1
OG0014446	El002G132200	XP_020870766.1
OG0014447	El002G131830	XP_020868368.1
OG0014448	El002G131740	XP_002894104.1
OG0014449	El003G171400	XP_002868146.2
OG0014450	El003G171560	XP_020872640.1
OG0014451	El001G024970	XP_020880887.1
OG0014452	El003G171600	XP_002870181.1
OG0014453	El003G171960	XP_002868170.2
OG0014454	El003G172110	XP_002870200.1
OG0014455	El003G172220, El003G172240	XP_020873150.1
OG0014456	El006G296510	XP_002881351.1
OG0014457	El006G296520	XP_002881350.1
OG0014458	El006G296700	XP_002881345.1
OG0014459	El001G022290	XP_020882148.1
OG0014460	El001G022340	XP_002876113.1
OG0014461	El001G045200	XP_020881684.1
OG0014462	El001G022580	XP_020879660.1
OG0014463	El001G022590	XP_002877849.1
OG0014464	El001G022600	XP_002876131.1
OG0014465	El001G022660	XP_020881208.1
OG0014466	El001G022780	XP_002876144.1
OG0014467	El001G022950	XP_002877871.1
OG0014468	El001G023070	XP_020880195.1
OG0014469	El001G023160	XP_002876165.1
OG0014470	El004G218600, El004G218620	XP_002887160.2
OG0014471	El001G023960	XP_002876202.2
OG0014472	El001G024000	XP_002876204.1
OG0014473	El001G024530	XP_002876230.1
OG0014474	El001G024790	XP_020880253.1
OG0014475	El001G022200	XP_002876109.1
OG0014476	El001G066640	XP_020876121.1
OG0014477	El001G022050	XP_020880125.1
OG0014478	El001G022030	XP_002877821.1
OG0014479	El001G021850	XP_020880406.1
OG0014480	El001G025230, El005G262900	XP_020880618.1
OG0014481	El001G025280	XP_020881274.1
OG0014482	El001G025690	XP_002876275.1
OG0014483	El001G026150, El001G026040	XP_002876285.1
OG0014484	El001G026170	XP_020881586.1
OG0014485	El001G026180	XP_002876292.1
OG0014486	El001G026270	XP_020882068.1
OG0014487	El001G026540	XP_020881438.1
OG0014488	El001G027470	XP_020880891.1
OG0014489	El001G027510	XP_020881121.1
OG0014490	El006G288980	XP_020883498.1
OG0014491	El001G027840	XP_020881353.1
OG0014492	El001G028090	XP_020881517.1
OG0014493	El001G028140	XP_002878108.1
OG0014494	El001G028170	XP_002878111.1
OG0014495	El001G028650	XP_020880192.1
OG0014496	El001G029410	XP_020879838.1
OG0014497	El001G029640	XP_020880154.1
OG0014498	El001G029720	XP_002878191.1
OG0014499	El001G030100	XP_020880502.1
OG0014500	El001G030240	XP_020880493.1
OG0014501	El001G030690	XP_020880477.1
OG0014502	El001G030710	XP_020880479.1
OG0014503	El001G030720	XP_020880538.1
OG0014504	El001G030980	XP_002876501.1
OG0014505	El001G031000	XP_020881013.1
OG0014506	El001G031530	XP_020879667.1
OG0014508	El001G031770	XP_002876533.1
OG0014509	El001G032010	XP_020882180.1
OG0014510	El001G032110	XP_020882296.1
OG0014511	El001G028030	XP_020880685.1
OG0014512	El001G032380	XP_020881915.1
OG0014513	El001G032440	XP_002876575.1
OG0014514	El001G032800	XP_020881140.1
OG0014515	El001G032960	XP_020880324.1
OG0014516	El001G033540	XP_020880014.1
OG0014517	El001G033830	XP_020880814.1
OG0014518	El001G033970	XP_002878414.1
OG0014520	El001G034250	XP_020880847.1
OG0014521	El001G034270	XP_020880834.1
OG0014522	El001G034280	XP_002876651.1
OG0014523	El001G034410	XP_002878436.1
OG0014524	El001G034740	XP_002876675.1
OG0014525	El001G035160	XP_020879708.1
OG0014526	El001G035470	XP_020882168.1
OG0014527	El001G035480	XP_020882171.1
OG0014528	El001G035650	XP_020882111.1
OG0014529	El001G035770	XP_002878515.1
OG0014530	El001G035800	XP_002876721.1
OG0014531	El001G035900	XP_002878520.1
OG0014532	El001G035910	XP_020881765.1
OG0014533	El001G035950	XP_020881767.1
OG0014534	El002G115270, El002G137570	XP_020869186.1
OG0014536	El001G014280	XP_002877401.1
OG0014537	El001G025500	XP_020881253.1
OG0014538	El001G027370	XP_002878060.1
OG0014539	El007G361900	XP_020871635.1, XP_002865318.1
OG0014540	El007G363480	XP_020881470.1
OG0014540	El003G167070	XP_002870001.1
OG0014541	El001G007280	XP_020865756.1
OG0014542	El007G356870	XP_002865527.1
OG0014543	El006G295520	XP_002879558.1
OG0014544	El006G295060	XP_020883705.1
OG0014545	El008G368760, El006G291510	XP_020885845.1
OG0014546	El007G362520, El007G362530, El005G239690, El005G239670	XP_002884477.2
OG0014547	El001G005260	XP_002889297.1
OG0014548	El004G232090	XP_002887755.1
OG0014549	El004G231480	XP_020890357.1
OG0014550	El004G226700	XP_020890799.1
OG0014551	El003G152360	XP_002869366.1
OG0014553	El003G150950	XP_002867269.1
OG0014554	El003G155800	XP_020874939.1
OG0014555	El003G149430	XP_020874768.1
OG0014556	El005G240300	XP_020889080.1
OG0014557	El002G082440	XP_020866293.1
OG0014558	El002G090390	XP_020870231.1
OG0014559	El002G096440	XP_002889974.1
OG0014561	El002G100140	XP_020867229.1
OG0014562	El004G221060	XP_020891746.1
OG0014563	El004G220730	XP_020889921.1
OG0014564	El004G219140	XP_002888661.1
OG0014565	El004G210770	XP_020867964.1
OG0014566	El004G198220	XP_002886474.1
OG0014567	El005G257930	XP_020886762.1
OG0014568	El005G278670	XP_002883936.1
OG0014569	El005G275680	XP_002884107.2
OG0014570	El005G268590	XP_020887624.1
OG0014571	El005G267150	XP_020887699.1
OG0014572	El005G257130	XP_020887495.1
OG0014573	El005G250140	XP_002862614.2, XP_002882866.1
OG0014574	El005G245460	XP_020887297.1
OG0014575	El001G075830, El001G075620	XP_020876073.1
OG0014576	El001G074850	XP_020878774.1
OG0014578	El003G161190	XP_002867690.1, XP_020872515.1
OG0014579	El003G164240	XP_002869872.2
OG0014580	El003G166730	XP_020874447.1
OG0014581	El003G169200	XP_020872468.1
OG0014582	El003G169810	XP_002868075.2
OG0014583	El002G119510	XP_020870248.1
OG0014584	El002G114630	XP_002890787.1
OG0014585	El003G158950	XP_002869667.1
OG0014586	El003G159180	XP_002869677.1
OG0014587	El006G303500	XP_020870346.1, XP_020885256.1, XP_020887103.1
OG0014588	El003G168620	XP_002868010.2
OG0014589	El001G067960	XP_020878098.1
OG0014590	El001G067090	XP_002871617.2
OG0014591	El001G063450	XP_020878075.1
OG0014593	El003G193290	XP_020872487.1
OG0014594	El007G333330	XP_020878298.1
OG0014595	El007G331720	XP_002864634.1
OG0014596	El001G058110	XP_002874069.1
OG0014597	El001G058320	XP_020876643.1
OG0014599	El001G060130	XP_020877903.1
OG0014600	El007G324320	XP_002866688.1
OG0014601	El007G323760	XP_020871103.1
OG0014602	El002G102910	XP_002890296.1
OG0014603	El002G103890, El004G206490, El004G206440	XP_020869871.1
OG0014607	El004G215160, El004G215150, El004G215140	XP_020891495.1
OG0014610	El005G274640	XP_020887621.1
OG0014611	El005G275520	XP_020887367.1
OG0014612	El006G317650	XP_002880543.2
OG0014613	El006G314650	XP_002878853.2
OG0014614	El006G291300	XP_020885506.1
OG0014616	El001G024480	XP_002876227.1
OG0014619	El001G009570	XP_020878897.1
OG0014620	El003G147630	XP_002869125.1
OG0014621	El003G177360, El003G179050, El003G177430	XP_020874100.1, XP_020881281.1, XP_020881294.1, XP_020881283.1
OG0014623	El007G334920	XP_020879239.1, XP_020871452.1
OG0014637	El003G155540	XP_020872561.1
OG0014638	El005G277200	XP_002886265.1
OG0014639	El003G155300	XP_002867444.1
OG0014640	El003G155270	XP_020875291.1
OG0014641	El003G155220	XP_002867439.1
OG0014642	El003G155190	XP_002869485.2
OG0014643	El003G155100	XP_002869476.1
OG0014644	El004G230190	XP_002889127.1
OG0014645	El003G154840	XP_002869462.1
OG0014646	El003G154830	XP_020874784.1
OG0014647	El003G154650	XP_020875094.1
OG0014648	El003G154560	XP_020874615.1
OG0014649	El003G154540	XP_002869448.1
OG0014650	El003G154360	XP_002867413.1
OG0014651	El003G154350	XP_002869440.1
OG0014652	El003G154220	XP_020873129.1
OG0014653	El003G154160	XP_002869430.1
OG0014654	El003G153800, El003G153960	XP_002869427.1
OG0014655	El003G153930, El003G154050	XP_002867401.1
OG0014656	El004G230630	XP_020890269.1
OG0014657	El003G153580	XP_002869416.1
OG0014659	El003G153370	XP_020872507.1
OG0014660	El003G153360	XP_020872508.1
OG0014661	El003G152760	XP_020874265.1
OG0014662	El003G152210	XP_002869359.1
OG0014663	El003G152180	XP_020872125.1
OG0014664	El006G317440	XP_002880556.1
OG0014665	El003G152120	XP_020873956.1
OG0014666	El003G141640	XP_020872827.1
OG0014667	El003G151840	XP_002869344.1
OG0014668	El003G151750	XP_020875702.1
OG0014669	El003G151720	XP_020873034.1, XP_002867308.1
OG0014670	El003G151570	XP_020873154.1
OG0014671	El003G151540	XP_020873142.1
OG0014672	El002G091480	XP_020869692.1
OG0014673	El003G151340	XP_020875448.1
OG0014674	El003G151140	XP_002869312.1
OG0014675	El003G151120	XP_020872891.1
OG0014676	El003G151110	XP_020872890.1
OG0014677	El003G151010	XP_020875460.1
OG0014678	El003G150960	XP_002869305.1
OG0014679	El003G150800	XP_002869294.1
OG0014680	El003G150520	XP_020872082.1
OG0014681	El003G150490	XP_002869281.1
OG0014682	El003G150420	XP_020873907.1
OG0014683	El006G314080	XP_020885415.1
OG0014684	El003G150120	XP_020872344.1
OG0014685	El003G149780	XP_020872726.1
OG0014686	El003G149890	XP_002869241.1
OG0014687	El003G149930	XP_020875006.1
OG0014689	El003G148250	XP_002869163.1
OG0014690	El003G149190	XP_002867175.1
OG0014691	El003G149160	XP_020875382.1
OG0014692	El003G149150	XP_002869211.1
OG0014693	El003G149130	XP_002869209.1
OG0014695	El003G148900	XP_002869193.1
OG0014696	El003G148190	XP_002869159.1
OG0014697	El003G148380	XP_020875536.1
OG0014698	El003G148550, El003G148540	XP_002867139.2
OG0014699	El003G148680	XP_020874427.1
OG0014700	El003G148130	XP_020872161.1
OG0014701	El003G148150	XP_002867123.1
OG0014702	El003G147900	XP_002869140.1
OG0014703	El003G147790	XP_002867110.1
OG0014704	El005G274180	XP_020889376.1
OG0014705	El005G278850	XP_002884200.1
OG0014706	El003G147140	XP_002867083.1
OG0014707	El003G146980	XP_020872787.1
OG0014708	El003G146940	XP_002869093.1
OG0014709	El002G118190	XP_002891131.2
OG0014710	El002G118580, El002G118560	XP_002893846.1
OG0014711	El002G118720	XP_002891143.1
OG0014712	El002G118950	XP_002890949.1
OG0014713	El002G118970	XP_020867080.1
OG0014714	El002G119120	XP_020868050.1
OG0014715	El002G119130	XP_020868048.1
OG0014716	El002G119600	XP_020867122.1
OG0014717	El002G119650	XP_020870448.1
OG0014718	El002G119700	XP_020870993.1
OG0014719	El002G119710	XP_020867922.1
OG0014720	El002G119750	XP_020869217.1
OG0014721	El002G119930	XP_020868033.1
OG0014722	El002G119950	XP_020868035.1
OG0014723	El003G170100	XP_020874001.1
OG0014724	El003G170110	XP_020874003.1
OG0014725	El003G170400	XP_020874276.1
OG0014727	El003G170450	XP_020875277.1
OG0014728	El003G170470	XP_020875164.1
OG0014729	El003G170620	XP_002868107.1
OG0014730	El003G170810	XP_020873961.1
OG0014731	El003G171250	XP_002868136.2
OG0014732	El003G171330	XP_020873958.1
OG0014733	El004G210740	XP_002894582.1
OG0014734	El004G202990	XP_002876427.1
OG0014735	El004G209380	XP_002891911.1
OG0014736	El004G217740	XP_020890213.1
OG0014737	El004G208860	XP_020868276.1
OG0014738	El004G208800	XP_020868278.1
OG0014739	El004G207480	XP_020868285.1
OG0014740	El004G206900	XP_002894659.1
OG0014741	El004G206420	XP_020868947.1
OG0014742	El004G204740	XP_020891334.1
OG0014743	El004G202680	XP_002886674.1
OG0014745	El003G153570	XP_020874682.1
OG0014746	El004G201310	XP_002886632.1
OG0014747	El004G201050	XP_020891214.1
OG0014748	El004G200320	XP_002888122.1
OG0014749	El004G200150	XP_020890075.1
OG0014750	El004G199770	XP_020890030.1
OG0014751	El004G198890	XP_020889716.1
OG0014752	El004G198530	XP_020891028.1
OG0014753	El001G035990	XP_020879970.1
OG0014754	El001G036230	XP_020881291.1
OG0014755	El001G036250	XP_002875071.1
OG0014756	El001G036310	XP_020880770.1
OG0014757	El001G036510	XP_020881925.1
OG0014758	El001G036580	XP_020880915.1
OG0014759	El001G036600	XP_020880914.1
OG0014760	El001G036630	XP_020880006.1
OG0014761	El001G036670	XP_020882314.1
OG0014762	El001G036780	XP_020879739.1
OG0014763	El001G036830	XP_020879994.1
OG0014764	El001G037120	XP_020881074.1
OG0014765	El001G037880	XP_020879961.1
OG0014766	El001G037970	XP_002875178.1
OG0014767	El001G037980	XP_020881242.1
OG0014768	El001G038100	XP_020880219.1
OG0014769	El001G038510	XP_020881650.1
OG0014770	El001G038530	XP_002875205.1
OG0014771	El001G038730	XP_002876889.1
OG0014772	El001G038800	XP_020879822.1
OG0014773	El001G039000	XP_002875231.1, XP_002875232.1
OG0014774	El001G039790	XP_020881694.1
OG0014775	El001G040100	XP_002875293.1
OG0014776	El001G040120	XP_002875295.1
OG0014777	El001G040270	XP_020880287.1
OG0014778	El001G040310	XP_020880635.1
OG0014779	El001G040390	XP_002875311.1
OG0014780	El001G040960	XP_020880094.1
OG0014781	El001G041190	XP_020881163.1
OG0014782	El001G041230	XP_020882470.1
OG0014783	El001G041460	XP_020880415.1
OG0014784	El001G041590	XP_002877008.1
OG0014785	El001G041740	XP_002877014.1
OG0014786	El001G041800	XP_002875358.1
OG0014787	El001G042070	XP_002875369.2
OG0014788	El001G042410	XP_002875388.1
OG0014789	El001G042540	XP_002877061.1
OG0014790	El001G042700	XP_002877068.1
OG0014791	El001G042990	XP_020881749.1
OG0014792	El001G043000	XP_020881549.1
OG0014793	El001G043670	XP_002877110.1
OG0014794	El001G044050	XP_020881980.1
OG0014795	El001G044150	XP_020881953.1
OG0014796	El003G189150	XP_020872938.1
OG0014797	El001G045620	XP_002875519.1
OG0014798	El001G046230	XP_020881516.1
OG0014799	El003G188040	XP_002870825.1
OG0014800	El004G199350	XP_002888081.1
OG0014801	El004G217270	XP_020865655.1
OG0014802	El004G217180	XP_020889597.1
OG0014803	El004G217150	XP_002888575.1
OG0014804	El004G216320	XP_002888549.1
OG0014805	El004G215710	XP_020889940.1
OG0014806	El004G215570	XP_002887023.1
OG0014807	El004G215330	XP_002888487.1
OG0014808	El004G215180	XP_002887007.1
OG0014809	El004G214810	XP_020865895.1
OG0014810	El004G214560	XP_002886983.1
OG0014811	El004G214280	XP_020891471.1
OG0014812	El004G213990	XP_002888437.1
OG0014813	El004G213680	XP_002888422.1
OG0014814	El004G212560	XP_002886831.1
OG0014815	El004G211810	XP_002886801.2
OG0014816	El004G211740	XP_002888306.1
OG0014817	El004G211490	XP_020890878.1
OG0014818	El004G211190	XP_020890919.1
OG0014819	El004G211140	XP_002886771.2
OG0014820	El004G211090	XP_002888290.1
OG0014821	El007G326610	XP_020867410.1
OG0014822	El004G211020	XP_020889998.1
OG0014823	El002G128590	XP_020867459.1
OG0014824	El004G210910	XP_020868561.1
OG0014825	El001G002130	XP_020891351.1
OG0014826	El004G193780	XP_002886329.1
OG0014827	El001G020920	XP_020881606.1
OG0014828	El001G039070	XP_002875235.2
OG0014829	El004G194050	XP_020891096.1
OG0014830	El004G194110	XP_020891390.1
OG0014831	El004G194130	XP_020891095.1
OG0014832	El004G194260	XP_020891424.1
OG0014833	El004G195160	XP_002887931.1
OG0014834	El004G195470	XP_020889855.1
OG0014835	El004G195700	XP_002887945.2
OG0014836	El004G195940	XP_002886399.2
OG0014837	El004G195960	XP_020890195.1
OG0014838	El004G195980	XP_020890193.1
OG0014839	El004G196050	XP_002887961.1
OG0014840	El004G196060	XP_002886401.1
OG0014841	El004G196540	XP_002886430.1
OG0014842	El004G197090	XP_020889872.1
OG0014843	El004G197350	XP_020890420.1
OG0014844	El004G197530	XP_020865854.1
OG0014845	El004G197550	XP_020865853.1
OG0014846	El004G197570	XP_020890771.1
OG0014847	El004G197980	XP_020865920.1
OG0014848	El005G248340	XP_002882779.1
OG0014849	El003G155960	XP_002867474.1
OG0014850	El003G158540	XP_020873705.1
OG0014852	El003G158290	XP_020873609.1
OG0014853	El003G158220	XP_020873736.1
OG0014854	El006G288190	XP_020884355.1
OG0014855	El003G183960	XP_002868459.1
OG0014856	El006G288310	XP_020884139.1
OG0014857	El006G288520	XP_002881749.1
OG0014858	El006G288360	XP_020883991.1
OG0014859	El006G288630	XP_020883143.1
OG0014860	El006G288800	XP_020885435.1
OG0014861	El006G288850	XP_002879883.1
OG0014862	El005G244260	XP_002884709.1
OG0014863	El005G244280	XP_020885929.1
OG0014864	El005G244380	XP_002884721.1
OG0014865	El005G244420	XP_020886213.1
OG0014866	El005G244480	XP_020886600.1
OG0014867	El005G244630	XP_002882620.1
OG0014868	El005G244740	XP_002884742.1
OG0014869	El005G244850	XP_020885881.1
OG0014870	El005G244910	XP_020887507.1
OG0014871	El005G244920	XP_002882635.1
OG0014872	El005G245060	XP_002884758.1
OG0014873	El005G245070	XP_002882641.1
OG0014874	El005G245130	XP_020888374.1
OG0014875	El001G079080	XP_002871048.1
OG0014876	El005G245340	XP_002882651.1
OG0014877	El005G245350	XP_020886400.1
OG0014878	El005G245560	XP_002884784.1
OG0014879	El005G245660	XP_002884789.1
OG0014880	El005G245700	XP_002884790.1
OG0014881	El005G245740	XP_002882666.1
OG0014882	El005G246090	XP_020889310.1
OG0014883	El007G335560	XP_002866147.1
OG0014884	El005G246500	XP_002862448.2, XP_002882711.1
OG0014885	El005G246360	XP_002884823.1
OG0014886	El005G246550	XP_002882715.1
OG0014887	El005G246620	XP_020888276.1
OG0014888	El005G246870	XP_002882723.1
OG0014889	El005G247850	XP_002884879.1
OG0014890	El005G247990	XP_002884889.1
OG0014891	El005G247900	XP_002884882.1
OG0014892	El005G248150	XP_020888318.1
OG0014893	El001G011480	XP_020877472.1
OG0014894	El007G345160	XP_002865749.1
OG0014895	El001G011510	XP_002874485.1
OG0014896	El007G344880	XP_020878542.1
OG0014897	El005G259870	XP_002885450.1
OG0014898	El007G344180	XP_020880388.1
OG0014899	El002G090910	XP_002889681.1
OG0014900	El007G343630	XP_002865816.1
OG0014901	El007G343580	XP_002865817.1
OG0014902	El007G343500	XP_002862984.2, XP_020871587.1
OG0014903	El007G343360	XP_002864077.1
OG0014904	El007G343130	XP_002864091.1
OG0014905	El007G342790	XP_020882918.1
OG0014907	El007G342280	XP_002862981.1
OG0014908	El007G342160	XP_002864121.1
OG0014909	El007G342140	XP_002865872.1
OG0014910	El007G342100	XP_020871145.1
OG0014911	El007G341710	XP_002864144.1
OG0014912	El007G341550	XP_020890172.1
OG0014913	El007G341540	XP_020890179.1
OG0014914	El007G341480	XP_002864156.1
OG0014915	El007G341460	XP_002865899.1
OG0014916	El007G341450	XP_002865900.2
OG0014917	El007G341200	XP_002865911.1, XP_002862543.1
OG0014918	El007G341050	XP_020868019.1
OG0014919	El007G341000	XP_020881351.1
OG0014920	El007G340710	XP_020871995.1
OG0014921	El007G339840	XP_002865969.1
OG0014922	El007G340030	XP_002864225.1
OG0014923	El007G340210	XP_020866763.1
OG0014924	El007G339670	XP_002864243.1
OG0014925	El007G339640	XP_020888513.1
OG0014926	El007G339460	XP_002865980.1
